QUARTER,TIME_REMAINING,PORTLAND_ACTION,GOLDEN STATE_ACTION,PORTLAND_SCORE,GOLDEN STATE_SCORE
1,5:31.0,Turnover by C. McCollum (bad pass; steal by K. Durant),,15,14
1,5:25.0,,Q. Cook makes 3-pt jump shot from 27 ft (assist by K. Durant),15,17
1,5:15.0,D. Lillard misses 2-pt jump shot from 8 ft,,15,17
1,5:14.0,,Defensive rebound by K. Durant,15,17
1,5:08.0,,Shooting foul by A. Aminu (drawn by K. Durant),15,17
1,5:08.0,,K. Durant misses free throw 1 of 2,15,17
1,5:08.0,,Offensive rebound by Team,15,17
1,5:08.0,E. Turner enters the game for J. Layman,,15,17
1,5:08.0,,K. Durant makes free throw 2 of 2,15,18
1,4:53.0,C. McCollum makes 2-pt jump shot from 17 ft (assist by E. Turner),,17,18
1,4:53.0,,J. Jerebko enters the game for Q. Cook,17,18
1,4:27.0,,K. Thompson misses 2-pt jump shot from 15 ft,17,18
1,4:26.0,Defensive rebound by D. Lillard,,17,18
1,4:18.0,D. Lillard makes 2-pt dunk from 2 ft,,19,18
1,4:02.0,,K. Looney makes 2-pt jump shot from 18 ft (assist by A. Iguodala),19,20
1,3:44.0,A. Aminu makes 2-pt layup from 7 ft,,21,20
1,3:28.0,,K. Thompson makes 2-pt jump shot from 15 ft,21,22
1,3:26.0,Portland full timeout,,21,22
1,3:26.0,Z. Collins enters the game for J. Nurkić,,21,22
1,3:26.0,,D. Lee enters the game for K. Durant,21,22
1,3:26.0,,S. Livingston enters the game for A. Iguodala,21,22
1,3:04.0,C. McCollum misses 2-pt jump shot from 20 ft,,21,22
1,3:03.0,,Defensive rebound by J. Jerebko,21,22
1,2:45.0,,K. Looney misses 2-pt jump shot from 8 ft,21,22
1,2:44.0,,Offensive rebound by S. Livingston,21,22
1,2:44.0,,S. Livingston misses 2-pt layup from 1 ft,21,22
1,2:42.0,Defensive rebound by E. Turner,,21,22
1,2:32.0,D. Lillard misses 2-pt jump shot from 13 ft,,21,22
1,2:31.0,,Defensive rebound by K. Looney,21,22
1,2:22.0,,Turnover by J. Jerebko (bad pass; steal by A. Aminu),21,22
1,2:18.0,D. Lillard makes 2-pt layup from 3 ft (assist by C. McCollum),,23,22
1,1:55.0,,K. Thompson misses 2-pt jump shot from 23 ft,23,22
1,1:53.0,Defensive rebound by E. Turner,,23,22
1,1:46.0,Z. Collins misses 2-pt layup from 2 ft,,23,22
1,1:45.0,,Defensive rebound by K. Thompson,23,22
1,1:41.0,,K. Thompson misses 3-pt jump shot from 30 ft,23,22
1,1:38.0,Defensive rebound by Team,,23,22
1,1:38.0,S. Curry enters the game for A. Aminu,,23,22
1,1:38.0,M. Harkless enters the game for D. Lillard,,23,22
1,1:38.0,N. Stauskas enters the game for C. McCollum,,23,22
1,1:22.0,S. Curry misses 3-pt jump shot from 22 ft,,23,22
1,1:20.0,,Defensive rebound by K. Thompson,23,22
1,1:01.0,,K. Thompson misses 3-pt jump shot from 25 ft,23,22
1,1:00.0,,Offensive rebound by Team,23,22
1,1:00.0,Loose ball foul by M. Harkless (drawn by J. Jerebko),,23,22
1,0:56.0,,Turnover by K. Thompson (bad pass; steal by E. Turner),23,22
1,0:50.0,Shooting foul by S. Livingston (drawn by E. Turner),,23,22
1,0:50.0,E. Turner makes free throw 1 of 2,,24,22
1,0:50.0,E. Turner misses free throw 2 of 2,,24,22
1,0:48.0,,Defensive rebound by D. Lee,24,22
1,0:30.0,,S. Livingston makes 2-pt jump shot from 12 ft,24,24
1,0:08.0,N. Stauskas makes 3-pt jump shot from 27 ft (assist by Z. Collins),,27,24
1,0:01.0,,S. Livingston misses 2-pt jump shot from 10 ft,27,24
1,0:00.0,,Offensive rebound by Team,27,24
2,11:44.0,,J. Jerebko misses 2-pt jump shot from 8 ft (block by N. Stauskas),27,24
2,11:43.0,,Offensive rebound by Team,27,24
2,11:40.0,,K. Durant misses 2-pt jump shot from 13 ft,27,24
2,11:39.0,Defensive rebound by S. Curry,,27,24
2,11:22.0,S. Curry makes 2-pt jump shot from 16 ft (assist by E. Turner),,29,24
2,11:07.0,,K. Durant makes 2-pt jump shot from 19 ft (assist by J. Bell),29,26
2,10:50.0,S. Curry misses 2-pt jump shot from 20 ft,,29,26
2,10:49.0,,Defensive rebound by J. Jerebko,29,26
2,10:31.0,,J. Jerebko makes 3-pt jump shot from 25 ft (assist by D. Lee),29,29
2,10:07.0,E. Turner misses 2-pt jump shot from 12 ft,,29,29
2,10:06.0,,Defensive rebound by J. Bell,29,29
2,9:44.0,,D. Lee misses 2-pt jump shot from 18 ft,29,29
2,9:43.0,Defensive rebound by Z. Collins,,29,29
2,9:30.0,M. Harkless misses 3-pt jump shot from 24 ft (block by K. Durant),,29,29
2,9:28.0,,Defensive rebound by J. Bell,29,29
2,9:23.0,,S. Livingston makes 2-pt jump shot from 11 ft (assist by J. Bell),29,31
2,8:58.0,Turnover by Z. Collins (bad pass; steal by S. Livingston),,29,31
2,8:51.0,,D. Lee misses 3-pt jump shot from 23 ft,29,31
2,8:49.0,,Offensive rebound by S. Livingston,29,31
2,8:44.0,,J. Jerebko makes 3-pt jump shot from 23 ft (assist by S. Livingston),29,34
2,8:44.0,Portland full timeout,,29,34
2,8:30.0,Turnover by N. Stauskas (lost ball; steal by J. Bell),,29,34
2,8:26.0,,K. Durant misses 3-pt jump shot from 24 ft,29,34
2,8:24.0,,Offensive rebound by J. Jerebko,29,34
2,8:15.0,,K. Durant makes 3-pt jump shot from 26 ft (assist by J. Bell),29,37
2,7:52.0,N. Stauskas makes 2-pt layup from 2 ft,,31,37
2,7:37.0,,Turnover by K. Durant (bad pass; steal by Z. Collins),31,37
2,7:26.0,N. Stauskas misses 2-pt layup from 3 ft (block by S. Livingston),,31,37
2,7:25.0,,Defensive rebound by J. Bell,31,37
2,7:18.0,,K. Durant misses 2-pt layup from 3 ft,31,37
2,7:17.0,Defensive rebound by E. Turner,,31,37
2,7:11.0,Shooting foul by J. Bell (drawn by M. Harkless),,31,37
2,7:11.0,M. Harkless misses free throw 1 of 2,,31,37
2,7:11.0,Offensive rebound by Team,,31,37
2,7:11.0,A. Aminu enters the game for Z. Collins,,31,37
2,7:11.0,D. Lillard enters the game for S. Curry,,31,37
2,7:11.0,C. McCollum enters the game for N. Stauskas,,31,37
2,7:11.0,,Q. Cook enters the game for S. Livingston,31,37
2,7:11.0,M. Harkless makes free throw 2 of 2,,32,37
2,7:03.0,,D. Lee makes 2-pt jump shot from 19 ft (assist by Q. Cook),32,39
2,6:44.0,Turnover by E. Turner (bad pass),,32,39
2,6:44.0,J. Nurkić enters the game for M. Harkless,,32,39
2,6:35.0,,D. Lee makes 3-pt jump shot from 28 ft (assist by J. Bell),32,42
2,6:25.0,E. Turner misses 2-pt jump shot from 9 ft,,32,42
2,6:24.0,,Defensive rebound by J. Jerebko,32,42
2,6:16.0,,Personal foul by A. Aminu (drawn by K. Durant),32,42
2,6:11.0,,K. Durant makes 2-pt jump shot from 10 ft,32,44
2,5:54.0,D. Lillard misses 2-pt jump shot from 8 ft,,32,44
2,5:53.0,,Defensive rebound by Team,32,44
2,5:40.0,,J. Bell makes 2-pt layup from 2 ft (assist by K. Durant),32,46
2,5:40.0,Portland full timeout,,32,46
2,5:21.0,E. Turner misses 2-pt jump shot from 10 ft,,32,46
2,5:20.0,Offensive rebound by J. Nurkić,,32,46
2,5:14.0,J. Nurkić makes 2-pt dunk from 1 ft,,34,46
2,4:52.0,,K. Durant makes 2-pt jump shot from 18 ft,34,48
2,4:40.0,D. Lillard makes 3-pt jump shot from 32 ft (assist by J. Nurkić),,37,48
2,4:27.0,,Shooting foul by J. Nurkić (drawn by J. Bell),37,48
2,4:27.0,,J. Bell makes free throw 1 of 2,37,49
2,4:27.0,,A. Iguodala enters the game for J. Jerebko,37,49
2,4:27.0,,K. Thompson enters the game for D. Lee,37,49
2,4:27.0,,J. Bell misses free throw 2 of 2,37,49
2,4:26.0,Defensive rebound by A. Aminu,,37,49
2,4:13.0,A. Aminu misses 3-pt jump shot from 24 ft,,37,49
2,4:11.0,,Defensive rebound by K. Thompson,37,49
2,3:50.0,,K. Thompson makes 2-pt jump shot from 16 ft,37,51
2,3:40.0,D. Lillard misses 2-pt layup from 3 ft (block by A. Iguodala),,37,51
2,3:39.0,Offensive rebound by Team,,37,51
2,3:39.0,J. Layman enters the game for E. Turner,,37,51
2,3:39.0,,K. Looney enters the game for J. Bell,37,51
2,3:32.0,C. McCollum misses 2-pt jump shot from 11 ft,,37,51
2,3:29.0,,Defensive rebound by Q. Cook,37,51
2,3:25.0,,K. Durant makes 2-pt dunk from 1 ft (assist by Q. Cook),37,53
2,2:59.0,A. Aminu makes 3-pt jump shot from 27 ft (assist by D. Lillard),,40,53
2,2:40.0,,Q. Cook makes 3-pt jump shot from 29 ft,40,56
2,2:25.0,C. McCollum misses 2-pt layup from 3 ft (block by K. Durant),,40,56
2,2:23.0,,Defensive rebound by K. Thompson,40,56
2,2:12.0,,K. Thompson misses 3-pt jump shot from 23 ft,40,56
2,2:10.0,Defensive rebound by A. Aminu,,40,56
2,1:53.0,D. Lillard misses 2-pt jump shot from 15 ft,,40,56
2,1:52.0,,Defensive rebound by K. Durant,40,56
2,1:47.0,,K. Durant misses 3-pt jump shot from 27 ft,40,56
2,1:45.0,Defensive rebound by J. Nurkić,,40,56
2,1:38.0,Turnover by D. Lillard (bad pass; steal by K. Durant),,40,56
2,1:31.0,,Q. Cook misses 2-pt layup from 3 ft,40,56
2,1:30.0,Defensive rebound by A. Aminu,,40,56
2,1:16.0,Turnover by C. McCollum (bad pass; steal by K. Thompson),,40,56
2,1:14.0,,K. Durant makes 2-pt dunk from 2 ft (assist by A. Iguodala),40,58
2,1:14.0,,Shooting foul by J. Layman (drawn by K. Durant),40,58
2,1:14.0,,K. Durant makes free throw 1 of 1,40,59
2,0:55.0,J. Nurkić misses 2-pt hook shot from 5 ft,,40,59
2,0:54.0,,Defensive rebound by Q. Cook,40,59
2,0:42.0,,Turnover by K. Thompson (bad pass; steal by J. Nurkić),40,59
2,0:37.0,Personal foul by K. Looney (drawn by C. McCollum),,40,59
2,0:32.0,J. Nurkić makes 2-pt dunk at rim (assist by D. Lillard),,42,59
2,0:23.0,,Q. Cook misses 3-pt jump shot from 26 ft,42,59
2,0:22.0,Defensive rebound by A. Aminu,,42,59
2,0:04.0,D. Lillard misses 2-pt layup from 2 ft (block by K. Looney),,42,59
2,0:03.0,Offensive rebound by A. Aminu,,42,59
2,0:01.0,Shooting foul by K. Durant (drawn by A. Aminu),,42,59
2,0:01.0,A. Aminu makes free throw 1 of 2,,43,59
2,0:01.0,A. Aminu makes free throw 2 of 2,,44,59
3,11:43.0,,K. Durant makes 2-pt jump shot from 11 ft,44,61
3,11:29.0,Personal foul by D. Jones (drawn by C. McCollum),,44,61
3,11:23.0,J. Nurkić makes 2-pt dunk from 1 ft (assist by C. McCollum),,46,61
3,11:02.0,,Turnover by K. Durant (bad pass; steal by D. Lillard),46,61
3,10:54.0,Shooting foul by Q. Cook (drawn by J. Nurkić),,46,61
3,10:54.0,J. Nurkić misses free throw 1 of 2,,46,61
3,10:54.0,Offensive rebound by Team,,46,61
3,10:54.0,J. Nurkić makes free throw 2 of 2,,47,61
3,10:38.0,,Q. Cook misses 2-pt jump shot from 13 ft,47,61
3,10:37.0,Defensive rebound by J. Nurkić,,47,61
3,10:26.0,A. Aminu misses 3-pt jump shot from 26 ft,,47,61
3,10:25.0,Offensive rebound by Team,,47,61
3,10:25.0,,Loose ball foul by D. Jones (drawn by J. Nurkić),47,61
3,10:21.0,C. McCollum misses 3-pt jump shot from 23 ft,,47,61
3,10:19.0,Offensive rebound by Team,,47,61
3,10:19.0,,Loose ball foul by Q. Cook (drawn by J. Nurkić),47,61
3,10:13.0,J. Nurkić makes 2-pt layup from 3 ft (assist by D. Lillard),,49,61
3,9:58.0,,Shooting foul by C. McCollum (drawn by K. Thompson),49,61
3,9:58.0,,K. Thompson makes free throw 1 of 2,49,62
3,9:58.0,,K. Thompson makes free throw 2 of 2,49,63
3,9:51.0,D. Lillard misses 3-pt jump shot from 26 ft,,49,63
3,9:49.0,,Defensive rebound by K. Thompson,49,63
3,9:39.0,,Q. Cook makes 3-pt jump shot from 28 ft,49,66
3,9:26.0,C. McCollum makes 2-pt layup from 2 ft (assist by D. Lillard),,51,66
3,9:18.0,,Turnover by K. Durant (bad pass; steal by D. Lillard),51,66
3,9:08.0,J. Nurkić makes 2-pt dunk from 2 ft (assist by D. Lillard),,53,66
3,9:08.0,,Golden State full timeout,53,66
3,9:08.0,,K. Looney enters the game for D. Jones,53,66
3,8:50.0,,A. Iguodala makes 3-pt jump shot from 26 ft (assist by K. Looney),53,69
3,8:22.0,A. Aminu makes 3-pt jump shot from 24 ft (assist by C. McCollum),,56,69
3,8:07.0,,K. Durant makes 3-pt jump shot from 28 ft (assist by K. Looney),56,72
3,7:47.0,J. Nurkić makes 2-pt dunk from 2 ft (assist by D. Lillard),,58,72
3,7:32.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by K. Durant),58,75
3,7:13.0,J. Nurkić misses 2-pt hook shot from 6 ft,,58,75
3,7:12.0,,Defensive rebound by K. Durant,58,75
3,6:58.0,,K. Looney makes 2-pt layup from 3 ft (assist by K. Durant),58,77
3,6:41.0,J. Layman misses 2-pt layup from 2 ft,,58,77
3,6:40.0,,Defensive rebound by K. Durant,58,77
3,6:34.0,,Personal foul by J. Layman (drawn by Q. Cook),58,77
3,6:28.0,,Q. Cook misses 2-pt jump shot from 20 ft (block by D. Lillard),58,77
3,6:27.0,,Offensive rebound by Team,58,77
3,6:22.0,,Personal foul by D. Lillard (drawn by K. Thompson),58,77
3,6:16.0,,Turnover by K. Durant (bad pass),58,77
3,6:04.0,D. Lillard misses 2-pt layup from 2 ft,,58,77
3,6:03.0,,Defensive rebound by Team,58,77
3,6:03.0,Loose ball foul by J. Nurkić (drawn by A. Iguodala),,58,77
3,5:49.0,,K. Durant makes 2-pt jump shot from 10 ft,58,79
3,5:42.0,Portland full timeout,,58,79
3,5:42.0,E. Turner enters the game for J. Layman,,58,79
3,5:35.0,J. Nurkić misses 2-pt layup from 6 ft (block by A. Iguodala),,58,79
3,5:35.0,Offensive rebound by A. Aminu,,58,79
3,5:29.0,A. Aminu misses 2-pt jump shot from 20 ft,,58,79
3,5:27.0,,Defensive rebound by Team,58,79
3,5:15.0,,K. Thompson misses 2-pt jump shot from 20 ft,58,79
3,5:14.0,Defensive rebound by C. McCollum,,58,79
3,5:06.0,D. Lillard misses 3-pt jump shot from 26 ft,,58,79
3,5:04.0,,Defensive rebound by K. Looney,58,79
3,4:54.0,,Turnover by K. Durant (bad pass; steal by E. Turner),58,79
3,4:48.0,E. Turner makes 2-pt layup from 2 ft,,60,79
3,4:28.0,,Q. Cook misses 2-pt jump shot from 12 ft,60,79
3,4:27.0,Defensive rebound by D. Lillard,,60,79
3,4:19.0,D. Lillard misses 2-pt layup from 3 ft,,60,79
3,4:18.0,,Defensive rebound by K. Looney,60,79
3,4:11.0,,Q. Cook misses 2-pt layup from 1 ft,60,79
3,4:10.0,Defensive rebound by E. Turner,,60,79
3,4:04.0,D. Lillard makes 3-pt jump shot from 28 ft (assist by E. Turner),,63,79
3,4:04.0,,Golden State full timeout,63,79
3,4:04.0,M. Leonard enters the game for J. Nurkić,,63,79
3,4:04.0,,J. Jerebko enters the game for Q. Cook,63,79
3,4:04.0,,S. Livingston enters the game for A. Iguodala,63,79
3,3:55.0,,Personal foul by A. Aminu (drawn by S. Livingston),63,79
3,3:55.0,,S. Livingston makes free throw 1 of 2,63,80
3,3:55.0,,Violation by Team (delay of game),63,80
3,3:55.0,,S. Livingston makes free throw 2 of 2,63,81
3,3:39.0,D. Lillard makes 2-pt layup from 1 ft,,65,81
3,3:39.0,Shooting foul by S. Livingston (drawn by D. Lillard),,65,81
3,3:39.0,,D. Lee enters the game for K. Durant,65,81
3,3:39.0,D. Lillard makes free throw 1 of 1,,66,81
3,3:23.0,,K. Thompson makes 2-pt jump shot from 13 ft,66,83
3,3:04.0,M. Leonard makes 2-pt dunk from 2 ft (assist by C. McCollum),,68,83
3,2:52.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by K. Looney),68,86
3,2:37.0,D. Lillard makes 2-pt layup from 2 ft,,70,86
3,2:24.0,,K. Thompson makes 3-pt jump shot from 31 ft (assist by S. Livingston),70,89
3,2:15.0,Shooting foul by K. Looney (drawn by C. McCollum),,70,89
3,2:15.0,C. McCollum misses free throw 1 of 2,,70,89
3,2:15.0,Offensive rebound by Team,,70,89
3,2:15.0,Z. Collins enters the game for A. Aminu,,70,89
3,2:15.0,,J. Bell enters the game for K. Looney,70,89
3,2:15.0,C. McCollum misses free throw 2 of 2,,70,89
3,2:14.0,,Defensive rebound by J. Jerebko,70,89
3,2:03.0,,K. Thompson misses 3-pt jump shot from 28 ft,70,89
3,2:01.0,,Offensive rebound by J. Jerebko,70,89
3,1:59.0,,Shooting foul by M. Leonard (drawn by J. Jerebko),70,89
3,1:59.0,,J. Jerebko makes free throw 1 of 2,70,90
3,1:59.0,S. Curry enters the game for C. McCollum,,70,90
3,1:59.0,,J. Jerebko misses free throw 2 of 2,70,90
3,1:58.0,Defensive rebound by Z. Collins,,70,90
3,1:47.0,Turnover by Z. Collins (lost ball; steal by S. Livingston),,70,90
3,1:44.0,,K. Thompson makes 2-pt dunk from 2 ft (assist by S. Livingston),70,92
3,1:18.0,Personal foul by J. Jerebko (drawn by D. Lillard),,70,92
3,1:18.0,D. Lillard makes free throw 1 of 2,,71,92
3,1:18.0,D. Lillard misses free throw 2 of 2,,71,92
3,1:17.0,Offensive rebound by Z. Collins,,71,92
3,1:06.0,Turnover by S. Curry (bad pass; steal by D. Lee),,71,92
3,1:00.0,,K. Thompson misses 3-pt jump shot from 27 ft,71,92
3,0:59.0,Defensive rebound by Team,,71,92
3,0:42.0,Turnover by Z. Collins (bad pass; steal by J. Jerebko),,71,92
3,0:30.0,,J. Jerebko misses 3-pt jump shot from 27 ft,71,92
3,0:28.0,Defensive rebound by M. Leonard,,71,92
3,0:06.0,D. Lillard misses 2-pt jump shot from 13 ft,,71,92
3,0:05.0,Offensive rebound by Z. Collins,,71,92
3,0:05.0,Z. Collins misses 2-pt layup from 2 ft,,71,92
3,0:05.0,Offensive rebound by M. Leonard,,71,92
3,0:04.0,M. Leonard misses 2-pt layup from 1 ft,,71,92
3,0:03.0,Offensive rebound by M. Leonard,,71,92
3,0:00.0,M. Leonard makes 2-pt layup from 2 ft,,73,92
3,0:00.0,Shooting foul by D. Lee (drawn by M. Leonard),,73,92
3,0:00.0,M. Leonard misses free throw 1 of 1,,73,92
3,0:00.0,,Defensive rebound by J. Jerebko,73,92
4,11:46.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by Z. Collins),,76,92
4,11:31.0,,Offensive foul by J. Jerebko (drawn by E. Turner),76,92
4,11:31.0,,Turnover by J. Jerebko (offensive foul),76,92
4,11:13.0,C. McCollum misses 2-pt layup from 2 ft,,76,92
4,11:12.0,,Defensive rebound by K. Durant,76,92
4,11:01.0,,J. Jerebko misses 3-pt jump shot from 23 ft,76,92
4,10:59.0,,Offensive rebound by J. Bell,76,92
4,10:52.0,,S. Livingston misses 2-pt jump shot from 14 ft,76,92
4,10:51.0,Defensive rebound by Z. Collins,,76,92
4,10:39.0,M. Leonard makes 2-pt hook shot from 5 ft (assist by E. Turner),,78,92
4,10:19.0,,K. Durant makes 2-pt jump shot from 11 ft,78,94
4,10:03.0,M. Leonard makes 2-pt dunk from 1 ft (assist by C. McCollum),,80,94
4,10:03.0,,Golden State full timeout,80,94
4,9:52.0,,S. Livingston makes 2-pt jump shot from 12 ft,80,96
4,9:40.0,Offensive foul by Z. Collins (drawn by D. Lee),,80,96
4,9:40.0,Turnover by Z. Collins (offensive foul),,80,96
4,9:29.0,,S. Livingston makes 2-pt jump shot from 17 ft,80,98
4,9:04.0,E. Turner misses 2-pt jump shot from 6 ft (block by S. Livingston),,80,98
4,9:03.0,Offensive rebound by M. Leonard,,80,98
4,9:03.0,M. Leonard misses 2-pt layup at rim,,80,98
4,9:02.0,Offensive rebound by M. Leonard,,80,98
4,8:50.0,C. McCollum makes 2-pt jump shot from 18 ft (assist by M. Leonard),,82,98
4,8:31.0,,Shooting foul by C. McCollum (drawn by S. Livingston),82,98
4,8:31.0,,S. Livingston makes free throw 1 of 2,82,99
4,8:31.0,D. Lillard enters the game for S. Curry,,82,99
4,8:31.0,,S. Livingston misses free throw 2 of 2,82,99
4,8:30.0,Defensive rebound by Z. Collins,,82,99
4,8:17.0,C. McCollum makes 3-pt jump shot from 26 ft,,85,99
4,8:02.0,,D. Lee misses 3-pt jump shot from 24 ft,85,99
4,8:00.0,Defensive rebound by Z. Collins,,85,99
4,7:55.0,C. McCollum misses 3-pt jump shot from 26 ft,,85,99
4,7:54.0,,Defensive rebound by D. Lee,85,99
4,7:45.0,,Turnover by D. Lee (lost ball; steal by C. McCollum),85,99
4,7:43.0,,Violation by Team (kicked ball),85,99
4,7:43.0,J. Nurkić enters the game for Z. Collins,,85,99
4,7:43.0,,A. Iguodala enters the game for J. Bell,85,99
4,7:43.0,,K. Looney enters the game for D. Lee,85,99
4,7:43.0,,K. Thompson enters the game for S. Livingston,85,99
4,7:36.0,Shooting foul by K. Looney (drawn by J. Nurkić),,85,99
4,7:36.0,J. Nurkić makes free throw 1 of 2,,86,99
4,7:36.0,J. Nurkić makes free throw 2 of 2,,87,99
4,7:21.0,,K. Durant misses 2-pt jump shot from 14 ft,87,99
4,7:20.0,,Offensive rebound by K. Durant,87,99
4,7:15.0,,K. Looney makes 2-pt dunk at rim (assist by K. Thompson),87,101
4,6:57.0,C. McCollum misses 2-pt jump shot from 7 ft (block by K. Thompson),,87,101
4,6:56.0,,Defensive rebound by Team,87,101
4,6:56.0,,Q. Cook enters the game for J. Jerebko,87,101
4,6:45.0,,Shooting foul by J. Nurkić (drawn by K. Durant),87,101
4,6:45.0,,K. Durant makes free throw 1 of 2,87,102
4,6:45.0,,K. Durant makes free throw 2 of 2,87,103
4,6:33.0,D. Lillard misses 3-pt jump shot from 26 ft,,87,103
4,6:31.0,Offensive rebound by M. Leonard,,87,103
4,6:17.0,J. Nurkić misses 2-pt layup from 2 ft,,87,103
4,6:16.0,,Defensive rebound by K. Durant,87,103
4,6:15.0,,Turnover by K. Durant (lost ball; steal by J. Nurkić),87,103
4,6:14.0,J. Nurkić makes 2-pt hook shot from 9 ft,,89,103
4,6:14.0,Shooting foul by K. Looney (drawn by J. Nurkić),,89,103
4,6:14.0,J. Nurkić makes free throw 1 of 1,,90,103
4,5:54.0,,K. Durant makes 2-pt jump shot from 10 ft,90,105
4,5:40.0,Shooting foul by K. Looney (drawn by J. Nurkić),,90,105
4,5:40.0,,J. Bell enters the game for K. Looney,90,105
4,5:40.0,J. Nurkić misses free throw 1 of 2,,90,105
4,5:40.0,Offensive rebound by Team,,90,105
4,5:40.0,J. Nurkić makes free throw 2 of 2,,91,105
4,5:24.0,,Q. Cook makes 3-pt jump shot from 27 ft (assist by K. Durant),91,108
4,5:07.0,D. Lillard makes 2-pt layup from 1 ft,,93,108
4,4:49.0,,J. Bell makes 2-pt dunk at rim (assist by K. Durant),93,110
4,4:49.0,Portland full timeout,,93,110
4,4:39.0,D. Lillard makes 2-pt jump shot from 16 ft,,95,110
4,4:22.0,,K. Thompson makes 2-pt jump shot from 19 ft (assist by K. Durant),95,112
4,4:09.0,C. McCollum misses 2-pt layup from 3 ft,,95,112
4,4:08.0,Offensive rebound by J. Nurkić,,95,112
4,4:01.0,D. Lillard misses 3-pt jump shot from 26 ft,,95,112
