QUARTER,TIME_REMAINING,ORLANDO_ACTION,ATLANTA_ACTION,ORLANDO_SCORE,ATLANTA_SCORE
1,0:30.0,,Turnover by J. Lin (bad pass; steal by T. Ross),25,31
1,0:20.0,T. Ross makes 2-pt jump shot from 10 ft,,27,31
1,0:20.0,Shooting foul by V. Carter (drawn by T. Ross),,27,31
1,0:20.0,T. Ross makes free throw 1 of 1,,28,31
1,0:00.0,,T. Dorsey misses 2-pt layup from 3 ft (block by M. Bamba),28,31
1,0:00.0,,Offensive rebound by Team,28,31
2,11:47.0,T. Ross makes 2-pt jump shot from 17 ft (assist by E. Fournier),,30,31
2,11:32.0,,T. Young makes 2-pt jump shot from 14 ft (assist by J. Collins),30,33
2,11:32.0,,Shooting foul by J. Martin (drawn by T. Young),30,33
2,11:32.0,,T. Young makes free throw 1 of 1,30,34
2,11:20.0,T. Ross makes 2-pt jump shot from 16 ft (assist by E. Fournier),,32,34
2,11:04.0,,T. Prince makes 2-pt jump shot from 7 ft,32,36
2,10:46.0,T. Ross misses 2-pt jump shot from 20 ft,,32,36
2,10:43.0,,Defensive rebound by T. Young,32,36
2,10:30.0,,D. Bembry misses 3-pt jump shot from 25 ft,32,36
2,10:27.0,Defensive rebound by T. Ross,,32,36
2,10:17.0,J. Martin makes 3-pt jump shot from 24 ft (assist by I. Briscoe),,35,36
2,10:16.0,,Atlanta full timeout,35,36
2,9:56.0,,D. Dedmon makes 3-pt jump shot from 23 ft (assist by T. Young),35,39
2,9:39.0,E. Fournier misses 2-pt jump shot from 13 ft,,35,39
2,9:37.0,,Defensive rebound by J. Collins,35,39
2,9:32.0,,Turnover by T. Young (bad pass; steal by T. Ross),35,39
2,9:27.0,T. Ross misses 3-pt jump shot from 26 ft,,35,39
2,9:22.0,Offensive rebound by M. Bamba,,35,39
2,9:22.0,Turnover by M. Bamba (lost ball; steal by D. Bembry),,35,39
2,9:13.0,,T. Prince misses 3-pt jump shot from 27 ft,35,39
2,9:10.0,Defensive rebound by J. Martin,,35,39
2,8:59.0,J. Martin misses 2-pt layup from 2 ft,,35,39
2,8:56.0,,Defensive rebound by T. Prince,35,39
2,8:53.0,,Turnover by T. Young (lost ball; steal by M. Bamba),35,39
2,8:39.0,E. Fournier makes 2-pt layup from 1 ft,,37,39
2,8:39.0,Shooting foul by D. Bembry (drawn by E. Fournier),,37,39
2,8:39.0,,J. Lin enters the game for T. Prince,37,39
2,8:39.0,E. Fournier makes free throw 1 of 1,,38,39
2,8:27.0,,T. Young makes 2-pt jump shot from 18 ft,38,41
2,8:14.0,Turnover by E. Fournier (bad pass),,38,41
2,8:05.0,,J. Collins makes 3-pt jump shot from 23 ft (assist by T. Young),38,44
2,7:49.0,M. Bamba makes 2-pt layup from 3 ft (assist by T. Ross),,40,44
2,7:38.0,,Turnover by T. Young (bad pass),40,44
2,7:38.0,J. Simmons enters the game for E. Fournier,,40,44
2,7:25.0,T. Ross makes 2-pt jump shot from 8 ft,,42,44
2,7:16.0,,J. Lin misses 3-pt jump shot from 24 ft,42,44
2,7:15.0,,Offensive rebound by D. Bembry,42,44
2,7:15.0,,D. Bembry misses 2-pt dunk from 1 ft,42,44
2,7:14.0,,Offensive rebound by D. Dedmon,42,44
2,7:14.0,,D. Dedmon misses 2-pt jump shot from 16 ft (block by J. Simmons),42,44
2,7:14.0,Defensive rebound by J. Simmons,,42,44
2,7:12.0,Personal take foul by T. Young (drawn by J. Simmons),,42,44
2,6:55.0,J. Martin makes 3-pt jump shot from 23 ft (assist by I. Briscoe),,45,44
2,6:41.0,,T. Young misses 2-pt jump shot from 12 ft,45,44
2,6:38.0,Defensive rebound by M. Bamba,,45,44
2,6:28.0,T. Ross makes 3-pt jump shot from 26 ft,,48,44
2,6:27.0,,Atlanta full timeout,48,44
2,6:27.0,D. Augustin enters the game for M. Bamba,,48,44
2,6:27.0,J. Isaac enters the game for I. Briscoe,,48,44
2,6:27.0,N. Vučević enters the game for J. Martin,,48,44
2,6:27.0,,D. Hamilton enters the game for D. Bembry,48,44
2,6:27.0,,A. Len enters the game for D. Dedmon,48,44
2,6:27.0,,T. Prince enters the game for T. Young,48,44
2,6:12.0,,A. Len misses 3-pt jump shot from 23 ft,48,44
2,6:08.0,Defensive rebound by T. Ross,,48,44
2,5:55.0,J. Simmons misses 3-pt jump shot from 23 ft (block by A. Len),,48,44
2,5:52.0,,Defensive rebound by D. Hamilton,48,44
2,5:52.0,,Personal foul by J. Simmons (drawn by D. Hamilton),48,44
2,5:38.0,,A. Len misses 2-pt jump shot from 20 ft,48,44
2,5:33.0,Defensive rebound by T. Ross,,48,44
2,5:19.0,J. Simmons makes 2-pt dunk from 1 ft (assist by N. Vučević),,50,44
2,5:07.0,,J. Collins misses 3-pt jump shot from 26 ft,50,44
2,5:04.0,Defensive rebound by N. Vučević,,50,44
2,4:48.0,D. Augustin misses 3-pt jump shot from 25 ft,,50,44
2,4:45.0,,Defensive rebound by A. Len,50,44
2,4:32.0,,Shooting foul by J. Simmons (drawn by J. Collins),50,44
2,4:32.0,,J. Collins makes free throw 1 of 2,50,45
2,4:32.0,,O. Spellman enters the game for A. Len,50,45
2,4:32.0,,J. Collins makes free throw 2 of 2,50,46
2,4:16.0,T. Ross misses 3-pt jump shot from 25 ft,,50,46
2,4:13.0,,Defensive rebound by D. Hamilton,50,46
2,4:10.0,,T. Prince misses 3-pt jump shot from 26 ft,50,46
2,4:07.0,Defensive rebound by N. Vučević,,50,46
2,3:55.0,D. Augustin misses 3-pt jump shot from 26 ft,,50,46
2,3:51.0,,Defensive rebound by D. Hamilton,50,46
2,3:42.0,,Turnover by O. Spellman (bad pass; steal by T. Ross),50,46
2,3:38.0,Turnover by T. Ross (bad pass; steal by D. Hamilton),,50,46
2,3:34.0,,T. Prince misses 3-pt jump shot from 24 ft,50,46
2,3:32.0,Defensive rebound by J. Isaac,,50,46
2,3:22.0,J. Simmons makes 2-pt jump shot from 7 ft,,52,46
2,3:22.0,,Violation by Team (def goaltending),52,46
2,3:22.0,Shooting foul by J. Lin (drawn by J. Simmons),,52,46
2,3:22.0,E. Fournier enters the game for T. Ross,,52,46
2,3:22.0,J. Simmons makes free throw 1 of 1,,53,46
2,3:07.0,,J. Collins makes 2-pt jump shot from 12 ft (assist by J. Lin),53,48
2,2:49.0,Turnover by D. Augustin (step out of bounds),,53,48
2,2:49.0,,D. Bembry enters the game for T. Prince,53,48
2,2:33.0,,O. Spellman misses 3-pt jump shot from 26 ft,53,48
2,2:30.0,,Offensive rebound by J. Collins,53,48
2,2:18.0,,D. Hamilton makes 2-pt layup from 1 ft (assist by J. Lin),53,50
2,1:58.0,E. Fournier misses 3-pt jump shot from 26 ft,,53,50
2,1:56.0,,Defensive rebound by J. Collins,53,50
2,1:46.0,,J. Lin makes 2-pt jump shot from 14 ft,53,52
2,1:30.0,N. Vučević misses 2-pt layup from 1 ft (block by D. Bembry),,53,52
2,1:24.0,Offensive rebound by N. Vučević,,53,52
2,1:24.0,N. Vučević makes 2-pt layup at rim,,55,52
2,1:12.0,,J. Collins misses 2-pt layup from 5 ft,55,52
2,1:09.0,Defensive rebound by J. Isaac,,55,52
2,1:00.0,N. Vučević misses 3-pt jump shot from 25 ft,,55,52
2,0:57.0,Offensive rebound by J. Simmons,,55,52
2,0:52.0,D. Augustin makes 3-pt jump shot from 23 ft (assist by J. Isaac),,58,52
2,0:37.0,,J. Lin makes 2-pt jump shot from 11 ft,58,54
2,0:25.0,J. Isaac makes 2-pt jump shot from 17 ft (assist by D. Augustin),,60,54
2,0:08.0,,Personal take foul by D. Augustin (drawn by J. Lin),60,54
2,0:04.0,,J. Lin makes 3-pt jump shot from 25 ft,60,57
2,0:01.0,Personal foul by D. Bembry (drawn by E. Fournier),,60,57
3,11:46.0,J. Isaac makes 2-pt layup from 6 ft (assist by E. Fournier),,62,57
3,11:28.0,,T. Prince misses 3-pt jump shot from 23 ft,62,57
3,11:25.0,Defensive rebound by J. Isaac,,62,57
3,11:18.0,J. Isaac makes 2-pt layup from 1 ft (assist by D. Augustin),,64,57
3,11:06.0,,T. Young makes 2-pt jump shot from 17 ft,64,59
3,10:53.0,N. Vučević misses 2-pt jump shot from 22 ft,,64,59
3,10:50.0,,Defensive rebound by D. Dedmon,64,59
3,10:48.0,,T. Young misses 3-pt jump shot from 28 ft,64,59
3,10:44.0,Defensive rebound by E. Fournier,,64,59
3,10:38.0,E. Fournier makes 2-pt jump shot from 20 ft,,66,59
3,10:17.0,,Personal foul by E. Fournier (drawn by T. Prince),66,59
3,10:13.0,,Personal foul by D. Augustin (drawn by T. Young),66,59
3,10:07.0,,J. Collins misses 3-pt jump shot from 23 ft,66,59
3,10:03.0,,Offensive rebound by D. Dedmon,66,59
3,10:02.0,,D. Dedmon misses 2-pt layup from 2 ft (block by N. Vučević),66,59
3,10:02.0,Defensive rebound by J. Simmons,,66,59
3,9:56.0,Turnover by E. Fournier (bad pass; steal by D. Bembry),,66,59
3,9:53.0,,D. Bembry makes 2-pt dunk from 2 ft,66,61
3,9:35.0,N. Vučević makes 2-pt jump shot from 12 ft,,68,61
3,9:21.0,,Turnover by J. Collins (bad pass; steal by J. Simmons),68,61
3,9:14.0,E. Fournier makes 2-pt jump shot from 6 ft (assist by J. Simmons),,70,61
3,9:14.0,Shooting foul by T. Young (drawn by E. Fournier),,70,61
3,9:14.0,E. Fournier makes free throw 1 of 1,,71,61
3,8:57.0,,Personal foul by J. Isaac (drawn by J. Collins),71,61
3,8:57.0,,J. Lin enters the game for T. Prince,71,61
3,8:54.0,,T. Young makes 2-pt jump shot from 17 ft (assist by D. Bembry),71,63
3,8:42.0,N. Vučević makes 2-pt layup from 3 ft (assist by E. Fournier),,73,63
3,8:42.0,Shooting foul by J. Lin (drawn by N. Vučević),,73,63
3,8:42.0,,D. Hamilton enters the game for T. Young,73,63
3,8:42.0,N. Vučević makes free throw 1 of 1,,74,63
3,8:33.0,,J. Collins misses 2-pt layup from 1 ft,74,63
3,8:32.0,Defensive rebound by N. Vučević,,74,63
3,8:24.0,Personal foul by J. Lin (drawn by N. Vučević),,74,63
3,8:17.0,D. Augustin misses 2-pt jump shot from 19 ft,,74,63
3,8:17.0,,Defensive rebound by J. Collins,74,63
3,8:07.0,,J. Collins misses 2-pt layup from 9 ft (block by J. Isaac),74,63
3,8:04.0,,Offensive rebound by Team,74,63
3,8:01.0,,D. Bembry makes 2-pt layup from 2 ft,74,65
3,7:39.0,N. Vučević misses 2-pt hook shot from 10 ft,,74,65
3,7:35.0,,Defensive rebound by J. Collins,74,65
3,7:21.0,,D. Dedmon makes 3-pt jump shot from 23 ft (assist by D. Bembry),74,68
3,7:18.0,Orlando full timeout,,74,68
3,7:18.0,,T. Prince enters the game for D. Bembry,74,68
3,7:18.0,,O. Spellman enters the game for J. Collins,74,68
3,6:59.0,J. Isaac misses 3-pt jump shot from 23 ft,,74,68
3,6:57.0,,Defensive rebound by D. Hamilton,74,68
3,6:53.0,,D. Dedmon makes 3-pt jump shot from 26 ft (assist by D. Hamilton),74,71
3,6:33.0,J. Simmons misses 3-pt jump shot from 24 ft,,74,71
3,6:29.0,,Defensive rebound by D. Dedmon,74,71
3,6:23.0,,D. Dedmon misses 2-pt layup from 3 ft,74,71
3,6:21.0,Defensive rebound by J. Isaac,,74,71
3,6:05.0,E. Fournier makes 3-pt jump shot from 26 ft,,77,71
3,5:40.0,,J. Lin misses 2-pt jump shot from 13 ft,77,71
3,5:39.0,Defensive rebound by Team,,77,71
3,5:39.0,W. Iwundu enters the game for J. Simmons,,77,71
3,5:26.0,N. Vučević makes 3-pt jump shot from 26 ft (assist by E. Fournier),,80,71
3,5:26.0,I. Briscoe enters the game for D. Augustin,,80,71
3,4:56.0,,D. Hamilton misses 2-pt jump shot from 12 ft,80,71
3,4:56.0,,Offensive rebound by Team,80,71
3,4:56.0,,Turnover by Team (shot clock),80,71
3,4:48.0,Personal foul by D. Dedmon (drawn by E. Fournier),,80,71
3,4:48.0,,D. Bembry enters the game for D. Dedmon,80,71
3,4:48.0,,A. Len enters the game for D. Hamilton,80,71
3,4:42.0,E. Fournier misses 2-pt jump shot from 14 ft,,80,71
3,4:37.0,,Defensive rebound by J. Lin,80,71
3,4:23.0,,T. Prince makes 3-pt jump shot from 25 ft (assist by D. Bembry),80,74
3,3:58.0,E. Fournier makes 3-pt jump shot from 26 ft (assist by I. Briscoe),,83,74
3,3:45.0,,J. Lin misses 3-pt jump shot from 25 ft,83,74
3,3:43.0,Defensive rebound by E. Fournier,,83,74
3,3:36.0,N. Vučević makes 2-pt jump shot from 11 ft (assist by E. Fournier),,85,74
3,3:22.0,,D. Bembry makes 2-pt jump shot from 12 ft,85,76
3,3:01.0,I. Briscoe makes 2-pt layup from 4 ft (assist by N. Vučević),,87,76
3,3:01.0,Shooting foul by T. Prince (drawn by I. Briscoe),,87,76
3,3:01.0,J. Martin enters the game for E. Fournier,,87,76
3,3:01.0,T. Ross enters the game for J. Isaac,,87,76
3,3:01.0,I. Briscoe misses free throw 1 of 1,,87,76
3,2:58.0,,Defensive rebound by O. Spellman,87,76
3,2:47.0,,Personal foul by I. Briscoe (drawn by J. Lin),87,76
3,2:47.0,,Atlanta full timeout,87,76
3,2:47.0,,J. Collins enters the game for O. Spellman,87,76
3,2:40.0,Loose ball foul by J. Martin (drawn by J. Collins),,87,76
3,2:40.0,,J. Collins misses free throw 1 of 2,87,76
3,2:40.0,,Offensive rebound by Team,87,76
3,2:40.0,M. Bamba enters the game for N. Vučević,,87,76
3,2:40.0,,J. Collins makes free throw 2 of 2,87,77
3,2:26.0,Turnover by T. Ross (bad pass; steal by D. Bembry),,87,77
3,2:21.0,,Turnover by D. Bembry (traveling),87,77
3,2:08.0,I. Briscoe misses 2-pt jump shot from 19 ft,,87,77
3,2:04.0,,Defensive rebound by J. Collins,87,77
3,1:44.0,,Turnover by J. Collins (bad pass; steal by W. Iwundu),87,77
3,1:42.0,Turnover by J. Martin (bad pass),,87,77
3,1:42.0,,V. Carter enters the game for A. Len,87,77
3,1:42.0,,T. Young enters the game for T. Prince,87,77
3,1:31.0,,Personal foul by W. Iwundu (drawn by J. Lin),87,77
3,1:31.0,,J. Lin misses free throw 1 of 2,87,77
3,1:31.0,,Offensive rebound by Team,87,77
3,1:31.0,,J. Lin makes free throw 2 of 2,87,78
3,1:08.0,J. Martin makes 2-pt jump shot from 17 ft (assist by W. Iwundu),,89,78
3,0:54.0,,D. Bembry misses 3-pt jump shot from 25 ft,89,78
3,0:51.0,Defensive rebound by W. Iwundu,,89,78
3,0:45.0,J. Martin misses 3-pt jump shot from 23 ft (block by D. Bembry),,89,78
3,0:44.0,Offensive rebound by Team,,89,78
3,0:29.0,T. Ross makes 2-pt jump shot from 20 ft,,91,78
3,0:05.0,,J. Collins misses 2-pt layup from 1 ft,91,78
3,0:02.0,Defensive rebound by W. Iwundu,,91,78
4,11:45.0,,T. Young misses 3-pt jump shot from 26 ft,91,78
4,11:39.0,,Offensive rebound by V. Carter,91,78
4,11:39.0,,V. Carter misses 2-pt layup at rim,91,78
4,11:38.0,Defensive rebound by W. Iwundu,,91,78
4,11:30.0,Personal foul by D. Bembry (drawn by T. Ross),,91,78
4,11:21.0,T. Ross misses 2-pt jump shot from 17 ft,,91,78
4,11:17.0,,Defensive rebound by T. Young,91,78
4,11:07.0,,T. Young makes 2-pt layup from 1 ft (assist by D. Bembry),91,80
4,10:55.0,Offensive foul by M. Bamba (drawn by D. Bembry),,91,80
4,10:55.0,Turnover by M. Bamba (offensive foul),,91,80
4,10:55.0,E. Fournier enters the game for W. Iwundu,,91,80
4,10:47.0,,V. Carter misses 3-pt jump shot from 26 ft,91,80
4,10:46.0,,Offensive rebound by D. Dedmon,91,80
4,10:46.0,,Shooting foul by E. Fournier (drawn by D. Dedmon),91,80
4,10:46.0,,D. Dedmon makes free throw 1 of 2,91,81
4,10:46.0,,D. Dedmon makes free throw 2 of 2,91,82
4,10:28.0,I. Briscoe misses 2-pt layup from 1 ft,,91,82
4,10:26.0,,Defensive rebound by T. Dorsey,91,82
4,10:16.0,,Turnover by D. Dedmon (bad pass),91,82
4,10:00.0,M. Bamba makes 2-pt jump shot from 14 ft (assist by T. Ross),,93,82
4,9:47.0,,Personal foul by I. Briscoe (drawn by V. Carter),93,82
4,9:44.0,,D. Dedmon makes 2-pt layup from 2 ft (assist by V. Carter),93,84
4,9:44.0,,Shooting foul by E. Fournier (drawn by D. Dedmon),93,84
4,9:44.0,,D. Dedmon makes free throw 1 of 1,93,85
4,9:27.0,T. Ross misses 3-pt jump shot from 25 ft,,93,85
4,9:24.0,,Defensive rebound by T. Dorsey,93,85
4,9:18.0,,D. Dedmon misses 3-pt jump shot from 26 ft,93,85
4,9:14.0,Defensive rebound by I. Briscoe,,93,85
4,9:03.0,E. Fournier makes 3-pt jump shot from 23 ft (assist by T. Ross),,96,85
4,8:48.0,,D. Dedmon makes 2-pt layup from 2 ft (assist by T. Young),96,87
4,8:34.0,Def 3 sec tech foul by Team,,96,87
4,8:34.0,,J. Collins enters the game for V. Carter,96,87
4,8:34.0,E. Fournier makes technical free throw,,97,87
4,8:34.0,N. Vučević enters the game for M. Bamba,,97,87
4,8:24.0,N. Vučević misses 2-pt jump shot from 16 ft,,97,87
4,8:20.0,,Defensive rebound by D. Dedmon,97,87
4,8:14.0,,T. Young makes 2-pt jump shot from 6 ft,97,89
4,8:00.0,E. Fournier misses 3-pt jump shot from 23 ft,,97,89
4,7:59.0,Offensive rebound by Team,,97,89
4,7:59.0,,Loose ball foul by D. Bembry (drawn by J. Martin),97,89
4,7:59.0,,T. Prince enters the game for D. Bembry,97,89
4,7:47.0,E. Fournier misses 3-pt jump shot from 26 ft,,97,89
4,7:43.0,,Defensive rebound by T. Young,97,89
4,7:33.0,,T. Prince misses 2-pt layup from 2 ft,97,89
4,7:31.0,Defensive rebound by T. Ross,,97,89
4,7:21.0,Shooting foul by J. Collins (drawn by N. Vučević),,97,89
4,7:21.0,N. Vučević makes free throw 1 of 2,,98,89
4,7:21.0,D. Augustin enters the game for I. Briscoe,,98,89
4,7:21.0,J. Isaac enters the game for J. Martin,,98,89
4,7:21.0,,A. Len enters the game for D. Dedmon,98,89
4,7:21.0,N. Vučević makes free throw 2 of 2,,99,89
4,7:03.0,,A. Len misses 3-pt jump shot from 24 ft,99,89
4,7:01.0,,Offensive rebound by J. Collins,99,89
4,7:00.0,,J. Collins makes 2-pt layup from 1 ft,99,91
4,6:43.0,T. Ross makes 2-pt jump shot from 19 ft (assist by J. Isaac),,101,91
4,6:28.0,,T. Dorsey makes 3-pt jump shot from 25 ft (assist by J. Collins),101,94
4,6:07.0,E. Fournier makes 2-pt layup from 2 ft,,103,94
4,6:07.0,Shooting foul by J. Collins (drawn by E. Fournier),,103,94
4,6:07.0,,Atlanta full timeout,103,94
4,6:07.0,E. Fournier misses free throw 1 of 1,,103,94
4,6:04.0,,Defensive rebound by A. Len,103,94
4,5:55.0,,Shooting foul by E. Fournier (drawn by T. Young),103,94
4,5:55.0,,T. Young makes free throw 1 of 2,103,95
4,5:55.0,,J. Lin enters the game for T. Dorsey,103,95
4,5:55.0,,T. Young misses free throw 2 of 2,103,95
4,5:52.0,Defensive rebound by J. Isaac,,103,95
4,5:40.0,E. Fournier misses 2-pt jump shot from 20 ft,,103,95
4,5:38.0,,Defensive rebound by J. Collins,103,95
4,5:32.0,,A. Len misses 2-pt dunk from 1 ft (block by N. Vučević),103,95
4,5:32.0,Defensive rebound by N. Vučević,,103,95
4,5:18.0,D. Augustin makes 3-pt jump shot from 24 ft (assist by T. Ross),,106,95
4,4:59.0,,A. Len misses 3-pt jump shot from 23 ft,106,95
4,4:58.0,,Offensive rebound by J. Collins,106,95
4,4:58.0,,Personal foul by E. Fournier (drawn by J. Collins),106,95
4,4:58.0,,J. Collins misses free throw 1 of 2,106,95
4,4:58.0,,Offensive rebound by Team,106,95
4,4:58.0,,D. Dedmon enters the game for A. Len,106,95
4,4:58.0,,J. Collins misses free throw 2 of 2,106,95
