QUARTER,TIME_REMAINING,BROOKLYN_ACTION,WASHINGTON_ACTION,BROOKLYN_SCORE,WASHINGTON_SCORE
4,6:36.0,J. Allen misses 2-pt hook shot from 6 ft,,103,90
4,6:35.0,,Defensive rebound by D. Howard,103,90
4,6:23.0,,Turnover by B. Beal (bad pass; steal by J. Allen),103,90
4,6:16.0,J. Harris makes 2-pt layup from 3 ft (assist by S. Dinwiddie),,105,90
4,6:04.0,,J. Wall misses 2-pt jump shot from 5 ft,105,90
4,6:03.0,Defensive rebound by J. Dudley,,105,90
4,5:51.0,Shooting foul by D. Howard (drawn by S. Dinwiddie),,105,90
4,5:51.0,S. Dinwiddie makes free throw 1 of 2,,106,90
4,5:51.0,S. Dinwiddie makes free throw 2 of 2,,107,90
4,5:37.0,,J. Wall misses 2-pt jump shot from 3 ft,107,90
4,5:36.0,,Offensive rebound by D. Howard,107,90
4,5:36.0,,Shooting foul by J. Dudley (drawn by D. Howard),107,90
4,5:36.0,,D. Howard misses free throw 1 of 2,107,90
4,5:36.0,,Offensive rebound by Team,107,90
4,5:36.0,,D. Howard misses free throw 2 of 2,107,90
4,5:34.0,Defensive rebound by J. Allen,,107,90
4,5:12.0,J. Harris misses 3-pt jump shot from 24 ft,,107,90
4,5:09.0,,Defensive rebound by O. Porter,107,90
4,4:59.0,,O. Porter misses 3-pt jump shot from 24 ft,107,90
4,4:56.0,,Offensive rebound by D. Howard,107,90
4,4:56.0,,Shooting foul by S. Dinwiddie (drawn by D. Howard),107,90
4,4:56.0,,D. Howard makes free throw 1 of 2,107,91
4,4:56.0,,D. Howard misses free throw 2 of 2,107,91
4,4:56.0,,Offensive rebound by Team,107,91
4,4:55.0,Loose ball foul by J. Harris (drawn by O. Porter),,107,91
4,4:53.0,,D. Howard makes 2-pt layup from 2 ft,107,93
4,4:53.0,,Shooting foul by J. Allen (drawn by D. Howard),107,93
4,4:53.0,,D. Howard makes free throw 1 of 1,107,94
4,4:40.0,J. Dudley makes 3-pt jump shot from 25 ft (assist by D. Russell),,110,94
4,4:29.0,,B. Beal misses 2-pt jump shot from 13 ft,110,94
4,4:26.0,Defensive rebound by D. Russell,,110,94
4,4:07.0,Shooting foul by D. Howard (drawn by J. Allen),,110,94
4,4:07.0,,J. Green enters the game for D. Howard,110,94
4,4:07.0,J. Allen makes free throw 1 of 2,,111,94
4,4:07.0,,Washington full timeout,111,94
4,4:07.0,J. Allen makes free throw 2 of 2,,112,94
4,4:07.0,,Turnover by O. Porter (bad pass),112,94
4,3:48.0,S. Dinwiddie misses 3-pt jump shot from 24 ft,,112,94
4,3:45.0,Offensive rebound by S. Dinwiddie,,112,94
4,3:35.0,D. Russell misses 3-pt jump shot from 30 ft,,112,94
4,3:33.0,Offensive rebound by Team,,112,94
4,3:33.0,Turnover by J. Harris (turnover),,112,94
4,3:33.0,Loose ball foul by J. Harris (drawn by B. Beal),,112,94
4,3:33.0,,B. Beal makes free throw 1 of 2,112,95
4,3:33.0,,B. Beal makes free throw 2 of 2,112,96
4,3:10.0,D. Russell makes 2-pt jump shot from 10 ft,,114,96
4,2:58.0,,Shooting foul by J. Allen (drawn by K. Oubre),114,96
4,2:58.0,,K. Oubre makes free throw 1 of 2,114,97
4,2:58.0,,K. Oubre makes free throw 2 of 2,114,98
4,2:40.0,Shooting foul by B. Beal (drawn by J. Allen),,114,98
4,2:40.0,J. Allen misses free throw 1 of 2,,114,98
4,2:40.0,Offensive rebound by Team,,114,98
4,2:40.0,J. Allen makes free throw 2 of 2,,115,98
4,2:28.0,,O. Porter makes 2-pt layup from 2 ft (assist by J. Green),115,100
4,1:58.0,D. Russell misses 3-pt jump shot from 26 ft,,115,100
4,1:56.0,,Defensive rebound by J. Wall,115,100
4,1:50.0,,B. Beal misses 2-pt jump shot from 7 ft,115,100
4,1:48.0,,Offensive rebound by B. Beal,115,100
4,1:48.0,,Personal foul by J. Dudley (drawn by O. Porter),115,100
4,1:48.0,,O. Porter makes free throw 1 of 2,115,101
4,1:48.0,,O. Porter makes free throw 2 of 2,115,102
4,1:26.0,D. Russell misses 2-pt jump shot from 21 ft,,115,102
4,1:22.0,,Defensive rebound by B. Beal,115,102
4,1:18.0,,Shooting foul by J. Allen (drawn by J. Wall),115,102
4,1:18.0,A. Crabbe enters the game for J. Allen,,115,102
4,1:18.0,,J. Wall makes free throw 1 of 2,115,103
4,1:18.0,R. Kurucs enters the game for J. Dudley,,115,103
4,1:18.0,,T. Brown enters the game for B. Beal,115,103
4,1:18.0,,J. Wall makes free throw 2 of 2,115,104
4,0:59.0,Flagrant foul type 1 by J. Wall (drawn by S. Dinwiddie),,115,104
4,0:59.0,S. Dinwiddie misses flagrant free throw 1 of 2,,115,104
4,0:59.0,Offensive rebound by Team,,115,104
4,0:59.0,S. Dinwiddie misses flagrant free throw 2 of 2,,115,104
4,0:59.0,Offensive rebound by Team,,115,104
4,0:59.0,D. Musa enters the game for J. Harris,,115,104
4,0:59.0,S. Napier enters the game for D. Russell,,115,104
4,0:59.0,,T. Satoranský enters the game for J. Wall,115,104
4,0:36.0,D. Musa misses 2-pt jump shot from 19 ft,,115,104
4,0:33.0,,Defensive rebound by T. Brown,115,104
4,0:26.0,,T. Brown misses 2-pt layup from 4 ft,115,104
4,0:24.0,Defensive rebound by S. Napier,,115,104
4,0:02.0,Turnover by Team (shot clock),,115,104
