QUARTER,TIME_REMAINING,DALLAS_ACTION,LA CLIPPERS_ACTION,DALLAS_SCORE,LA CLIPPERS_SCORE
2,6:03.0,M. Kleber makes 2-pt jump shot from 11 ft,,44,46
2,5:51.0,,Personal foul by M. Kleber (drawn by L. Williams),44,46
2,5:51.0,T. Hardaway enters the game for D. Harris,,44,46
2,5:38.0,,L. Williams misses 3-pt jump shot from 44 ft,44,46
2,5:37.0,,Offensive rebound by Team,44,46
2,5:37.0,,Turnover by Team (shot clock),44,46
2,5:18.0,D. Finney-Smith makes 2-pt jump shot from 4 ft (assist by J. Brunson),,46,46
2,5:05.0,,D. Gallinari makes 3-pt jump shot from 25 ft (assist by M. Harrell),46,49
2,4:49.0,M. Kleber misses 3-pt jump shot from 23 ft,,46,49
2,4:49.0,,Defensive rebound by P. Beverley,46,49
2,4:40.0,,M. Harrell makes 2-pt layup from 2 ft (assist by P. Beverley),46,51
2,4:34.0,Dallas full timeout,,46,51
2,4:34.0,L. Dončić enters the game for J. Brunson,,46,51
2,4:34.0,D. Powell enters the game for S. Mejri,,46,51
2,4:27.0,D. Powell makes 2-pt dunk from 1 ft (assist by L. Dončić),,48,51
2,4:01.0,,D. Gallinari misses 2-pt jump shot from 17 ft,48,51
2,3:56.0,,Offensive rebound by P. Beverley,48,51
2,3:56.0,,P. Beverley misses 2-pt layup from 1 ft,48,51
2,3:56.0,Defensive rebound by T. Hardaway,,48,51
2,3:52.0,D. Finney-Smith makes 2-pt dunk at rim (assist by L. Dončić),,50,51
2,3:51.0,,LA Clippers full timeout,50,51
2,3:36.0,,L. Shamet misses 2-pt jump shot from 21 ft,50,51
2,3:32.0,Defensive rebound by L. Dončić,,50,51
2,3:32.0,,I. Zubac enters the game for M. Harrell,50,51
2,3:17.0,T. Hardaway misses 2-pt hook shot from 9 ft,,50,51
2,3:12.0,,Defensive rebound by I. Zubac,50,51
2,3:04.0,,L. Williams makes 3-pt jump shot from 26 ft,50,54
2,2:44.0,Turnover by L. Dončić (lost ball; steal by L. Williams),,50,54
2,2:41.0,,Shooting foul by M. Kleber (drawn by P. Beverley),50,54
2,2:41.0,,P. Beverley makes free throw 1 of 2,50,55
2,2:41.0,J. Brunson enters the game for L. Dončić,,50,55
2,2:41.0,J. Jackson enters the game for M. Kleber,,50,55
2,2:41.0,,S. Gilgeous-Alexander enters the game for L. Shamet,50,55
2,2:41.0,,P. Beverley misses free throw 2 of 2,50,55
2,2:38.0,Defensive rebound by D. Finney-Smith,,50,55
2,2:24.0,J. Brunson makes 2-pt jump shot from 5 ft (assist by D. Finney-Smith),,52,55
2,1:58.0,,D. Gallinari makes 3-pt jump shot from 27 ft (assist by P. Beverley),52,58
2,1:43.0,T. Hardaway makes 2-pt jump shot from 21 ft (assist by J. Brunson),,54,58
2,1:31.0,,P. Beverley makes 3-pt jump shot from 24 ft (assist by L. Williams),54,61
2,1:08.0,Turnover by D. Finney-Smith (bad pass; steal by P. Beverley),,54,61
2,1:00.0,,Turnover by I. Zubac (off goaltending),54,61
2,0:44.0,T. Hardaway misses 3-pt jump shot from 26 ft,,54,61
2,0:41.0,,Defensive rebound by I. Zubac,54,61
2,0:29.0,,L. Williams makes 2-pt dunk from 1 ft (assist by I. Zubac),54,63
2,0:15.0,D. Powell makes 3-pt jump shot from 27 ft (assist by D. Finney-Smith),,57,63
2,0:02.0,,L. Williams misses 3-pt jump shot from 26 ft,57,63
2,0:00.0,Defensive rebound by D. Finney-Smith,,57,63
3,11:47.0,D. Powell makes 2-pt dunk from 1 ft (assist by L. Dončić),,59,63
3,11:25.0,,D. Gallinari makes 2-pt jump shot from 9 ft,59,65
3,11:08.0,Turnover by L. Dončić (bad pass; steal by S. Gilgeous-Alexander),,59,65
3,10:48.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 26 ft,59,65
3,10:47.0,Defensive rebound by Team,,59,65
3,10:47.0,,Loose ball foul by I. Zubac (drawn by D. Nowitzki),59,65
3,10:36.0,Def 3 sec tech foul by Team,,59,65
3,10:36.0,D. Nowitzki makes technical free throw,,60,65
3,10:31.0,Personal foul by D. Gallinari (drawn by L. Dončić),,60,65
3,10:23.0,T. Hardaway makes 3-pt jump shot from 22 ft (assist by L. Dončić),,63,65
3,10:09.0,,Turnover by D. Gallinari (bad pass; steal by D. Powell),63,65
3,10:09.0,Personal take foul by P. Beverley (drawn by L. Dončić),,63,65
3,10:00.0,Turnover by T. Hardaway (bad pass; steal by I. Zubac),,63,65
3,9:51.0,,P. Beverley misses 3-pt jump shot from 25 ft,63,65
3,9:47.0,Defensive rebound by D. Finney-Smith,,63,65
3,9:32.0,D. Powell misses 2-pt jump shot from 15 ft,,63,65
3,9:29.0,,Defensive rebound by I. Zubac,63,65
3,9:25.0,,D. Gallinari misses 3-pt jump shot from 25 ft,63,65
3,9:21.0,Defensive rebound by D. Nowitzki,,63,65
3,9:15.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,63,65
3,9:10.0,,Defensive rebound by P. Beverley,63,65
3,8:58.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 23 ft,63,65
3,8:54.0,Defensive rebound by L. Dončić,,63,65
3,8:44.0,D. Nowitzki makes 3-pt jump shot from 23 ft (assist by D. Powell),,66,65
3,8:42.0,,LA Clippers full timeout,66,65
3,8:20.0,,D. Gallinari misses 3-pt jump shot from 26 ft,66,65
3,8:17.0,Defensive rebound by T. Hardaway,,66,65
3,7:59.0,L. Dončić makes 3-pt jump shot from 27 ft,,69,65
3,7:46.0,,L. Shamet makes 3-pt jump shot from 29 ft (assist by P. Beverley),69,68
3,7:35.0,Shooting foul by P. Beverley (drawn by L. Dončić),,69,68
3,7:35.0,L. Dončić makes free throw 1 of 2,,70,68
3,7:35.0,L. Dončić misses free throw 2 of 2,,70,68
3,7:32.0,,Defensive rebound by D. Gallinari,70,68
3,7:20.0,,P. Beverley misses 3-pt jump shot from 28 ft,70,68
3,7:17.0,Defensive rebound by D. Finney-Smith,,70,68
3,7:00.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,70,68
3,6:59.0,,Defensive rebound by Team,70,68
3,6:51.0,,L. Shamet makes 3-pt jump shot from 26 ft (assist by I. Zubac),70,71
3,6:33.0,T. Hardaway makes 3-pt jump shot from 27 ft (assist by L. Dončić),,73,71
3,6:13.0,,P. Beverley misses 3-pt jump shot from 23 ft,73,71
3,6:09.0,Defensive rebound by T. Hardaway,,73,71
3,6:06.0,T. Hardaway misses 3-pt jump shot from 25 ft,,73,71
3,6:02.0,,Defensive rebound by I. Zubac,73,71
3,5:56.0,,D. Gallinari makes 3-pt jump shot from 26 ft (assist by P. Beverley),73,74
3,5:29.0,L. Dončić misses 3-pt jump shot from 31 ft,,73,74
3,5:27.0,,Defensive rebound by Team,73,74
3,5:27.0,,L. Williams enters the game for S. Gilgeous-Alexander,73,74
3,5:09.0,,P. Beverley misses 3-pt jump shot from 26 ft,73,74
3,5:06.0,,Offensive rebound by I. Zubac,73,74
3,5:06.0,,I. Zubac makes 2-pt layup at rim,73,76
3,5:06.0,Dallas full timeout,,73,76
3,5:06.0,M. Kleber enters the game for D. Nowitzki,,73,76
3,5:06.0,S. Mejri enters the game for D. Powell,,73,76
3,4:51.0,D. Finney-Smith misses 2-pt jump shot from 17 ft,,73,76
3,4:45.0,,Defensive rebound by I. Zubac,73,76
3,4:30.0,,P. Beverley misses 2-pt jump shot from 5 ft,73,76
3,4:30.0,,Offensive rebound by Team,73,76
3,4:18.0,,L. Shamet misses 3-pt jump shot from 23 ft,73,76
3,4:13.0,Defensive rebound by L. Dončić,,73,76
3,4:07.0,L. Dončić makes 2-pt layup from 2 ft,,75,76
3,3:54.0,,L. Williams makes 2-pt jump shot from 19 ft (assist by I. Zubac),75,78
3,3:41.0,L. Dončić makes 3-pt jump shot from 26 ft (assist by M. Kleber),,78,78
3,3:29.0,,L. Williams misses 2-pt layup from 2 ft,78,78
3,3:27.0,Defensive rebound by L. Dončić,,78,78
3,3:27.0,Personal take foul by D. Gallinari (drawn by L. Dončić),,78,78
3,3:27.0,L. Dončić makes free throw 1 of 2,,79,78
3,3:27.0,,J. Green enters the game for P. Beverley,79,78
3,3:27.0,,M. Harrell enters the game for D. Gallinari,79,78
3,3:27.0,,G. Temple enters the game for I. Zubac,79,78
3,3:27.0,L. Dončić makes free throw 2 of 2,,80,78
3,3:23.0,,Personal foul by D. Finney-Smith (drawn by J. Green),80,78
3,3:23.0,J. Brunson enters the game for L. Dončić,,80,78
3,3:18.0,,L. Shamet misses 3-pt jump shot from 25 ft,80,78
3,3:15.0,Defensive rebound by D. Finney-Smith,,80,78
3,3:03.0,M. Kleber makes 3-pt jump shot from 25 ft (assist by T. Hardaway),,83,78
3,2:38.0,,M. Harrell makes 2-pt jump shot from 13 ft,83,80
3,2:23.0,D. Finney-Smith misses 2-pt layup from 2 ft,,83,80
3,2:21.0,,Defensive rebound by G. Temple,83,80
3,2:16.0,,L. Williams misses 2-pt jump shot from 10 ft (block by M. Kleber),83,80
3,2:14.0,,Offensive rebound by L. Williams,83,80
3,2:11.0,,L. Williams makes 2-pt jump shot from 8 ft,83,82
3,1:56.0,T. Hardaway makes 2-pt jump shot from 20 ft (assist by J. Brunson),,85,82
3,1:43.0,,Personal foul by M. Kleber (drawn by M. Harrell),85,82
3,1:43.0,D. Harris enters the game for D. Finney-Smith,,85,82
3,1:43.0,D. Powell enters the game for M. Kleber,,85,82
3,1:43.0,,T. Wallace enters the game for L. Shamet,85,82
3,1:28.0,,M. Harrell makes 2-pt jump shot from 11 ft (assist by T. Wallace),85,84
3,1:16.0,Personal foul by J. Green (drawn by D. Harris),,85,84
3,1:16.0,D. Harris makes free throw 1 of 2,,86,84
3,1:16.0,D. Harris misses free throw 2 of 2,,86,84
3,1:13.0,,Defensive rebound by J. Green,86,84
3,1:06.0,,J. Green makes 3-pt jump shot from 26 ft (assist by L. Williams),86,87
3,0:53.0,Offensive foul by T. Hardaway (drawn by G. Temple),,86,87
3,0:53.0,Turnover by T. Hardaway (offensive foul),,86,87
3,0:40.0,,Shooting foul by J. Brunson (drawn by L. Williams),86,87
3,0:40.0,,L. Williams makes free throw 1 of 2,86,88
3,0:40.0,D. Nowitzki enters the game for S. Mejri,,86,88
3,0:40.0,,L. Williams makes free throw 2 of 2,86,89
3,0:33.0,J. Brunson makes 2-pt layup from 2 ft,,88,89
3,0:29.0,,L. Williams misses 2-pt jump shot from 3 ft,88,89
3,0:28.0,,Offensive rebound by J. Green,88,89
3,0:28.0,,J. Green misses 2-pt layup at rim,88,89
3,0:27.0,,Offensive rebound by J. Green,88,89
3,0:27.0,,J. Green misses 2-pt layup from 2 ft (block by D. Harris),88,89
3,0:27.0,,Offensive rebound by Team,88,89
3,0:27.0,S. Mejri enters the game for D. Nowitzki,,88,89
3,0:17.0,,Shooting foul by S. Mejri (drawn by M. Harrell),88,89
3,0:17.0,,M. Harrell makes free throw 1 of 2,88,90
3,0:17.0,D. Nowitzki enters the game for S. Mejri,,88,90
3,0:17.0,,S. Thornwell enters the game for L. Williams,88,90
3,0:17.0,,M. Harrell makes free throw 2 of 2,88,91
3,0:05.0,J. Brunson misses 3-pt jump shot from 26 ft,,88,91
3,0:02.0,,Defensive rebound by J. Green,88,91
4,11:41.0,,J. Green makes 3-pt jump shot from 24 ft (assist by L. Williams),88,94
4,11:20.0,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by D. Powell),,90,94
4,11:07.0,,G. Temple misses 3-pt jump shot from 24 ft,90,94
4,11:04.0,,Offensive rebound by Team,90,94
4,10:58.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),90,96
4,10:58.0,,Shooting foul by L. Dončić (drawn by M. Harrell),90,96
4,10:58.0,,M. Harrell makes free throw 1 of 1,90,97
4,10:44.0,Turnover by L. Dončić (lost ball; steal by J. Green),,90,97
4,10:40.0,,T. Wallace misses 2-pt jump shot from 4 ft (block by D. Powell),90,97
4,10:39.0,,Offensive rebound by Team,90,97
4,10:37.0,,G. Temple makes 2-pt jump shot from 14 ft (assist by T. Wallace),90,99
4,10:29.0,Personal foul by L. Williams (drawn by L. Dončić),,90,99
4,10:25.0,Shooting foul by J. Green (drawn by L. Dončić),,90,99
4,10:25.0,L. Dončić makes free throw 1 of 2,,91,99
4,10:25.0,L. Dončić makes free throw 2 of 2,,92,99
4,10:18.0,,J. Green misses 3-pt jump shot from 27 ft,92,99
4,10:13.0,Defensive rebound by D. Powell,,92,99
4,9:55.0,L. Dončić misses 3-pt jump shot from 25 ft,,92,99
4,9:49.0,Offensive rebound by J. Brunson,,92,99
4,9:42.0,Turnover by L. Dončić (lost ball; steal by L. Williams),,92,99
4,9:39.0,,L. Williams makes 2-pt dunk from 1 ft,92,101
4,9:39.0,Dallas full timeout,,92,101
4,9:23.0,J. Brunson makes 2-pt layup from 2 ft (assist by D. Powell),,94,101
4,9:01.0,,G. Temple misses 3-pt jump shot from 26 ft,94,101
4,8:58.0,Defensive rebound by D. Nowitzki,,94,101
4,8:42.0,L. Dončić misses 2-pt jump shot from 9 ft,,94,101
4,8:37.0,,Defensive rebound by J. Green,94,101
4,8:30.0,,M. Harrell makes 2-pt hook shot from 10 ft,94,103
4,8:14.0,D. Powell makes 2-pt layup from 1 ft (assist by D. Nowitzki),,96,103
4,7:56.0,,J. Green misses 3-pt jump shot from 26 ft,96,103
4,7:55.0,Defensive rebound by Team,,96,103
4,7:55.0,,P. Beverley enters the game for T. Wallace,96,103
4,7:42.0,D. Harris misses 3-pt jump shot from 26 ft,,96,103
4,7:39.0,,Defensive rebound by J. Green,96,103
4,7:32.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),96,105
4,7:32.0,Dallas full timeout,,96,105
4,7:32.0,D. Finney-Smith enters the game for L. Dončić,,96,105
4,7:32.0,T. Hardaway enters the game for D. Harris,,96,105
4,7:32.0,M. Kleber enters the game for D. Nowitzki,,96,105
4,7:05.0,D. Finney-Smith misses 2-pt layup from 3 ft (block by G. Temple),,96,105
4,6:58.0,Offensive rebound by D. Powell,,96,105
4,6:58.0,D. Powell makes 2-pt layup from 1 ft,,98,105
4,6:48.0,,L. Williams misses 2-pt layup from 4 ft,98,105
4,6:44.0,Defensive rebound by D. Powell,,98,105
4,6:33.0,Turnover by T. Hardaway (bad pass),,98,105
4,6:33.0,,D. Gallinari enters the game for J. Green,98,105
4,6:19.0,,L. Williams misses 2-pt jump shot from 21 ft,98,105
4,6:15.0,Defensive rebound by D. Finney-Smith,,98,105
4,6:04.0,T. Hardaway makes 3-pt jump shot from 24 ft (assist by D. Powell),,101,105
4,5:42.0,,D. Gallinari misses 3-pt jump shot from 28 ft,101,105
4,5:37.0,Defensive rebound by T. Hardaway,,101,105
4,5:32.0,Shooting foul by P. Beverley (drawn by J. Brunson),,101,105
4,5:32.0,J. Brunson makes free throw 1 of 2,,102,105
4,5:32.0,S. Mejri enters the game for D. Powell,,102,105
4,5:32.0,J. Brunson makes free throw 2 of 2,,103,105
4,5:19.0,,L. Williams makes 3-pt jump shot from 29 ft (assist by D. Gallinari),103,108
4,5:04.0,Personal foul by G. Temple (drawn by T. Hardaway),,103,108
