QUARTER,TIME_REMAINING,MIAMI_ACTION,CHICAGO_ACTION,MIAMI_SCORE,CHICAGO_SCORE
2,10:35.0,,Shooting foul by K. Olynyk (drawn by B. Portis),34,36
2,10:35.0,D. Jones enters the game for K. Olynyk,,34,36
2,10:35.0,,B. Portis makes free throw 1 of 1,34,37
2,10:18.0,Turnover by T. Johnson (lost ball; steal by R. Arcidiacono),,34,37
2,10:12.0,,J. Parker misses 3-pt jump shot from 26 ft,34,37
2,10:08.0,Defensive rebound by D. Waiters,,34,37
2,9:56.0,D. Waiters misses 3-pt jump shot from 26 ft,,34,37
2,9:51.0,Offensive rebound by D. Wade,,34,37
2,9:51.0,D. Wade misses 2-pt layup from 1 ft,,34,37
2,9:49.0,Offensive rebound by D. Wade,,34,37
2,9:48.0,D. Wade makes 2-pt layup from 2 ft,,36,37
2,9:38.0,,B. Portis makes 2-pt jump shot from 20 ft (assist by Z. LaVine),36,39
2,9:25.0,Personal foul by B. Portis (drawn by D. Waiters),,36,39
2,9:14.0,B. Adebayo misses 2-pt jump shot from 9 ft,,36,39
2,9:12.0,,Defensive rebound by B. Portis,36,39
2,9:04.0,,B. Portis misses 3-pt jump shot from 26 ft,36,39
2,9:02.0,Defensive rebound by D. Waiters,,36,39
2,8:51.0,T. Johnson misses 2-pt jump shot from 22 ft,,36,39
2,8:48.0,,Defensive rebound by B. Portis,36,39
2,8:46.0,,Chicago full timeout,36,39
2,8:46.0,J. Richardson enters the game for T. Johnson,,36,39
2,8:46.0,J. Winslow enters the game for D. Wade,,36,39
2,8:46.0,,C. Hutchison enters the game for S. Harrison,36,39
2,8:33.0,,R. Arcidiacono makes 3-pt jump shot from 25 ft (assist by J. Parker),36,42
2,8:07.0,J. Richardson misses 3-pt jump shot from 26 ft,,36,42
2,8:04.0,,Defensive rebound by J. Parker,36,42
2,7:59.0,,Z. LaVine misses 2-pt jump shot from 8 ft (block by B. Adebayo),36,42
2,7:57.0,Defensive rebound by Team,,36,42
2,7:56.0,,Loose ball foul by B. Portis (drawn by J. Winslow),36,42
2,7:50.0,Personal foul by R. Arcidiacono (drawn by J. Richardson),,36,42
2,7:38.0,D. Jones makes 2-pt dunk from 1 ft (assist by J. Winslow),,38,42
2,7:27.0,,Shooting foul by D. Jones (drawn by J. Parker),38,42
2,7:27.0,,J. Parker makes free throw 1 of 2,38,43
2,7:27.0,,L. Markkanen enters the game for B. Portis,38,43
2,7:27.0,,J. Parker makes free throw 2 of 2,38,44
2,7:10.0,D. Waiters misses 3-pt jump shot from 26 ft,,38,44
2,7:05.0,,Defensive rebound by C. Hutchison,38,44
2,6:56.0,,Turnover by J. Parker (lost ball; steal by J. Winslow),38,44
2,6:49.0,Shooting foul by J. Parker (drawn by D. Jones),,38,44
2,6:49.0,D. Jones misses free throw 1 of 2,,38,44
2,6:49.0,Offensive rebound by Team,,38,44
2,6:49.0,D. Jones misses free throw 2 of 2,,38,44
2,6:47.0,,Defensive rebound by R. Arcidiacono,38,44
2,6:37.0,,L. Markkanen makes 3-pt jump shot from 26 ft (assist by Z. LaVine),38,47
2,6:35.0,Miami full timeout,,38,47
2,6:35.0,J. Johnson enters the game for D. Jones,,38,47
2,6:21.0,Offensive foul by D. Waiters (drawn by Z. LaVine),,38,47
2,6:21.0,Turnover by D. Waiters (offensive foul),,38,47
2,6:03.0,,J. Parker misses 2-pt jump shot from 20 ft,38,47
2,6:00.0,Defensive rebound by B. Adebayo,,38,47
2,5:53.0,D. Waiters misses 3-pt jump shot from 22 ft,,38,47
2,5:51.0,,Defensive rebound by J. Parker,38,47
2,5:39.0,,R. Arcidiacono misses 2-pt layup from 1 ft (block by B. Adebayo),38,47
2,5:37.0,Defensive rebound by D. Waiters,,38,47
2,5:33.0,J. Winslow makes 2-pt layup from 2 ft,,40,47
2,5:33.0,,Chicago full timeout,40,47
2,5:33.0,,K. Dunn enters the game for R. Arcidiacono,40,47
2,5:15.0,,K. Dunn misses 3-pt jump shot from 24 ft,40,47
2,5:08.0,,Offensive rebound by J. Parker,40,47
2,5:08.0,,J. Parker makes 2-pt dunk at rim,40,49
2,4:53.0,D. Waiters makes 2-pt layup from 2 ft,,42,49
2,4:53.0,,Violation by Team (def goaltending),42,49
2,4:28.0,,L. Markkanen misses 2-pt jump shot from 19 ft,42,49
2,4:28.0,Defensive rebound by D. Waiters,,42,49
2,4:28.0,Offensive foul by J. Winslow (drawn by J. Parker),,42,49
2,4:28.0,Turnover by J. Winslow (offensive foul),,42,49
2,4:28.0,H. Whiteside enters the game for B. Adebayo,,42,49
2,4:28.0,,R. Lopez enters the game for J. Parker,42,49
2,4:20.0,,L. Markkanen misses 2-pt jump shot from 21 ft,42,49
2,4:16.0,Defensive rebound by D. Waiters,,42,49
2,4:09.0,D. Waiters makes 2-pt layup from 3 ft,,44,49
2,4:01.0,,L. Markkanen misses 3-pt jump shot from 25 ft,44,49
2,3:58.0,,Offensive rebound by K. Dunn,44,49
2,3:54.0,,Z. LaVine makes 3-pt jump shot from 25 ft,44,52
2,3:41.0,D. Waiters makes 2-pt jump shot from 9 ft (assist by J. Winslow),,46,52
2,3:41.0,Shooting foul by C. Hutchison (drawn by D. Waiters),,46,52
2,3:41.0,,W. Selden enters the game for C. Hutchison,46,52
2,3:41.0,D. Waiters misses free throw 1 of 1,,46,52
2,3:39.0,,Defensive rebound by Z. LaVine,46,52
2,3:24.0,,Z. LaVine makes 3-pt jump shot from 27 ft,46,55
2,3:09.0,J. Winslow makes 2-pt jump shot from 9 ft,,48,55
2,3:02.0,,Z. LaVine misses 3-pt jump shot from 26 ft,48,55
2,2:58.0,,Offensive rebound by R. Lopez,48,55
2,2:57.0,,L. Markkanen misses 3-pt jump shot from 26 ft,48,55
2,2:53.0,Defensive rebound by H. Whiteside,,48,55
2,2:44.0,D. Waiters makes 2-pt layup from 4 ft,,50,55
2,2:36.0,,K. Dunn misses 2-pt jump shot from 12 ft,50,55
2,2:33.0,Defensive rebound by D. Waiters,,50,55
2,2:27.0,J. Richardson misses 2-pt jump shot from 22 ft,,50,55
2,2:25.0,,Defensive rebound by L. Markkanen,50,55
2,2:21.0,,Shooting foul by D. Waiters (drawn by Z. LaVine),50,55
2,2:21.0,,Z. LaVine makes free throw 1 of 2,50,56
2,2:21.0,D. Wade enters the game for J. Richardson,,50,56
2,2:21.0,,Z. LaVine makes free throw 2 of 2,50,57
2,2:07.0,D. Waiters makes 3-pt jump shot from 26 ft (assist by J. Winslow),,53,57
2,1:48.0,,Z. LaVine misses 2-pt layup from 2 ft (block by H. Whiteside),53,57
2,1:48.0,,Offensive rebound by Team,53,57
2,1:41.0,,K. Dunn misses 2-pt hook shot from 5 ft,53,57
2,1:39.0,,Offensive rebound by R. Lopez,53,57
2,1:35.0,,W. Selden misses 3-pt jump shot from 26 ft,53,57
2,1:30.0,Defensive rebound by H. Whiteside,,53,57
2,1:20.0,D. Waiters misses 3-pt jump shot from 25 ft,,53,57
2,1:16.0,,Defensive rebound by R. Lopez,53,57
2,0:59.0,,Z. LaVine misses 3-pt jump shot from 27 ft,53,57
2,0:56.0,Defensive rebound by J. Winslow,,53,57
2,0:52.0,Offensive foul by H. Whiteside (drawn by K. Dunn),,53,57
2,0:52.0,Turnover by H. Whiteside (offensive foul),,53,57
2,0:29.0,,Z. LaVine misses 2-pt jump shot from 3 ft,53,57
2,0:26.0,,Offensive rebound by R. Lopez,53,57
2,0:21.0,,Shooting foul by D. Waiters (drawn by W. Selden),53,57
2,0:21.0,T. Johnson enters the game for D. Waiters,,53,57
2,0:21.0,R. McGruder enters the game for H. Whiteside,,53,57
2,0:21.0,,S. Harrison enters the game for Z. LaVine,53,57
2,0:21.0,,B. Portis enters the game for R. Lopez,53,57
2,0:21.0,,W. Selden misses free throw 1 of 2,53,57
2,0:21.0,,Offensive rebound by Team,53,57
2,0:21.0,,W. Selden misses free throw 2 of 2,53,57
2,0:17.0,Defensive rebound by D. Wade,,53,57
2,0:04.0,J. Johnson makes 2-pt layup from 2 ft (assist by D. Wade),,55,57
3,11:38.0,R. McGruder misses 3-pt jump shot from 25 ft,,55,57
3,11:34.0,,Defensive rebound by L. Markkanen,55,57
3,11:21.0,,Z. LaVine misses 3-pt jump shot from 25 ft,55,57
3,11:17.0,Defensive rebound by J. Winslow,,55,57
3,11:14.0,R. McGruder misses 3-pt jump shot from 24 ft,,55,57
3,11:11.0,,Defensive rebound by C. Hutchison,55,57
3,10:55.0,,K. Dunn makes 2-pt jump shot from 9 ft,55,59
3,10:27.0,J. Johnson misses 2-pt jump shot from 10 ft,,55,59
3,10:24.0,,Defensive rebound by Z. LaVine,55,59
3,10:14.0,,R. Lopez misses 2-pt hook shot from 2 ft,55,59
3,10:12.0,Defensive rebound by J. Winslow,,55,59
3,10:05.0,J. Johnson makes 3-pt jump shot from 26 ft (assist by J. Richardson),,58,59
3,9:40.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by Z. LaVine),58,62
3,9:19.0,H. Whiteside makes 2-pt dunk from 1 ft (assist by J. Winslow),,60,62
3,9:09.0,,K. Dunn misses 2-pt jump shot from 14 ft,60,62
3,9:06.0,Defensive rebound by H. Whiteside,,60,62
3,8:59.0,J. Winslow makes 2-pt jump shot from 16 ft,,62,62
3,8:38.0,,L. Markkanen misses 2-pt layup from 2 ft (block by H. Whiteside),62,62
3,8:34.0,,Offensive rebound by R. Lopez,62,62
3,8:31.0,,K. Dunn misses 2-pt jump shot from 16 ft,62,62
3,8:31.0,,Offensive rebound by Team,62,62
3,8:31.0,,Turnover by Team (shot clock),62,62
3,8:18.0,Turnover by J. Johnson (bad pass; steal by L. Markkanen),,62,62
3,8:11.0,,Z. LaVine misses 2-pt jump shot from 17 ft,62,62
3,8:06.0,Defensive rebound by H. Whiteside,,62,62
3,7:54.0,J. Winslow makes 2-pt jump shot from 15 ft (assist by H. Whiteside),,64,62
3,7:29.0,,R. Lopez misses 2-pt jump shot from 22 ft,64,62
3,7:25.0,Defensive rebound by J. Johnson,,64,62
3,7:10.0,J. Johnson misses 2-pt layup from 2 ft (block by L. Markkanen),,64,62
3,7:07.0,,Defensive rebound by R. Lopez,64,62
3,7:05.0,,Z. LaVine makes 2-pt layup from 6 ft,64,64
3,7:05.0,,Shooting foul by J. Winslow (drawn by Z. LaVine),64,64
3,7:05.0,,Z. LaVine makes free throw 1 of 1,64,65
3,6:54.0,J. Winslow misses 3-pt jump shot from 26 ft,,64,65
3,6:50.0,,Defensive rebound by L. Markkanen,64,65
3,6:46.0,,Turnover by K. Dunn (bad pass),64,65
3,6:46.0,,Chicago full timeout,64,65
3,6:28.0,J. Richardson makes 2-pt jump shot from 4 ft (assist by H. Whiteside),,66,65
3,6:15.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by K. Dunn),66,68
3,5:55.0,Turnover by J. Winslow (bad pass; steal by Z. LaVine),,66,68
3,5:48.0,,L. Markkanen misses 3-pt jump shot from 26 ft,66,68
3,5:45.0,Defensive rebound by J. Winslow,,66,68
3,5:35.0,Turnover by J. Winslow (bad pass; steal by C. Hutchison),,66,68
3,5:26.0,,Offensive foul by Z. LaVine (drawn by J. Richardson),66,68
3,5:26.0,,Turnover by Z. LaVine (offensive foul),66,68
3,5:26.0,D. Wade enters the game for R. McGruder,,66,68
3,5:26.0,,W. Selden enters the game for Z. LaVine,66,68
3,5:13.0,Shooting foul by K. Dunn (drawn by J. Richardson),,66,68
3,5:13.0,J. Richardson makes free throw 1 of 2,,67,68
3,5:13.0,J. Richardson makes free throw 2 of 2,,68,68
3,4:59.0,,Personal foul by D. Wade (drawn by R. Lopez),68,68
3,4:48.0,,L. Markkanen misses 2-pt jump shot from 14 ft,68,68
3,4:43.0,Defensive rebound by D. Wade,,68,68
3,4:35.0,D. Wade makes 2-pt jump shot from 15 ft,,70,68
3,4:21.0,,Shooting foul by D. Wade (drawn by W. Selden),70,68
3,4:21.0,,W. Selden makes free throw 1 of 2,70,69
3,4:21.0,T. Johnson enters the game for J. Winslow,,70,69
3,4:21.0,,B. Portis enters the game for R. Lopez,70,69
3,4:21.0,,W. Selden makes free throw 2 of 2,70,70
3,4:09.0,J. Richardson makes 2-pt layup from 1 ft (assist by T. Johnson),,72,70
3,4:01.0,,Turnover by K. Dunn (out of bounds lost ball),72,70
3,3:46.0,Personal foul by W. Selden (drawn by J. Johnson),,72,70
3,3:46.0,,R. Arcidiacono enters the game for K. Dunn,72,70
3,3:39.0,T. Johnson misses 3-pt jump shot from 23 ft,,72,70
3,3:36.0,,Defensive rebound by W. Selden,72,70
3,3:27.0,,B. Portis misses 2-pt layup from 2 ft,72,70
3,3:25.0,Defensive rebound by D. Wade,,72,70
3,3:11.0,D. Wade makes 3-pt jump shot from 23 ft,,75,70
3,2:48.0,,Turnover by L. Markkanen (bad pass; steal by T. Johnson),75,70
3,2:38.0,J. Richardson makes 3-pt jump shot from 24 ft (assist by J. Johnson),,78,70
3,2:37.0,,Chicago full timeout,78,70
3,2:37.0,D. Jones enters the game for J. Johnson,,78,70
3,2:37.0,,S. Harrison enters the game for C. Hutchison,78,70
3,2:21.0,,Shooting foul by D. Jones (drawn by L. Markkanen),78,70
3,2:21.0,,L. Markkanen makes free throw 1 of 2,78,71
3,2:21.0,,L. Markkanen misses free throw 2 of 2,78,71
3,2:18.0,Defensive rebound by H. Whiteside,,78,71
3,2:00.0,Turnover by T. Johnson (bad pass; steal by L. Markkanen),,78,71
3,1:53.0,,L. Markkanen misses 3-pt jump shot from 26 ft,78,71
3,1:52.0,,Offensive rebound by Team,78,71
3,1:52.0,,J. Parker enters the game for L. Markkanen,78,71
3,1:49.0,,Turnover by B. Portis (traveling),78,71
3,1:41.0,Personal foul by S. Harrison (drawn by D. Wade),,78,71
3,1:27.0,D. Wade misses 2-pt jump shot from 15 ft,,78,71
3,1:22.0,,Defensive rebound by B. Portis,78,71
3,1:14.0,,W. Selden misses 2-pt layup from 3 ft (block by D. Jones),78,71
3,1:11.0,Defensive rebound by D. Wade,,78,71
3,1:09.0,J. Richardson misses 3-pt jump shot from 25 ft,,78,71
3,1:05.0,,Defensive rebound by W. Selden,78,71
3,0:49.0,,Personal foul by D. Jones (drawn by J. Parker),78,71
3,0:49.0,,J. Parker makes free throw 1 of 2,78,72
3,0:49.0,,J. Parker makes free throw 2 of 2,78,73
3,0:32.0,J. Richardson misses 3-pt jump shot from 24 ft,,78,73
3,0:32.0,Offensive rebound by Team,,78,73
3,0:30.0,Miami full timeout,,78,73
3,0:29.0,D. Jones makes 2-pt layup from 5 ft (assist by D. Wade),,80,73
3,0:29.0,Shooting foul by J. Parker (drawn by D. Jones),,80,73
3,0:29.0,D. Jones makes free throw 1 of 1,,81,73
3,0:10.0,,R. Arcidiacono makes 3-pt jump shot from 26 ft (assist by J. Parker),81,76
3,0:00.0,J. Richardson makes 2-pt jump shot from 6 ft (assist by D. Wade),,83,76
4,11:52.0,,Offensive foul by Z. LaVine (drawn by B. Adebayo),83,76
4,11:52.0,,Turnover by Z. LaVine (offensive foul),83,76
4,11:39.0,D. Jones makes 2-pt layup from 1 ft (assist by B. Adebayo),,85,76
4,11:23.0,,B. Portis makes 3-pt jump shot from 25 ft (assist by Z. LaVine),85,79
4,10:58.0,J. Richardson makes 3-pt jump shot from 26 ft (assist by D. Wade),,88,79
4,10:44.0,,Z. LaVine makes 2-pt jump shot from 19 ft,88,81
4,10:25.0,J. Richardson makes 3-pt jump shot from 25 ft (assist by T. Johnson),,91,81
4,10:10.0,,J. Parker makes 2-pt hook shot from 7 ft (assist by R. Arcidiacono),91,83
4,10:10.0,,Shooting foul by D. Wade (drawn by J. Parker),91,83
4,10:10.0,D. Waiters enters the game for J. Richardson,,91,83
4,10:10.0,,J. Parker makes free throw 1 of 1,91,84
4,10:00.0,Turnover by D. Wade (bad pass),,91,84
4,9:50.0,,Personal foul by D. Waiters (drawn by Z. LaVine),91,84
4,9:40.0,,B. Portis makes 2-pt hook shot from 7 ft,91,86
4,9:25.0,T. Johnson misses 3-pt jump shot from 25 ft,,91,86
4,9:21.0,,Defensive rebound by J. Parker,91,86
4,9:06.0,,Z. LaVine misses 2-pt layup from 2 ft,91,86
4,9:04.0,Defensive rebound by D. Jones,,91,86
4,8:59.0,T. Johnson makes 2-pt layup from 1 ft (assist by D. Wade),,93,86
4,8:31.0,,Z. LaVine makes 2-pt dunk from 1 ft (assist by B. Portis),93,88
4,8:11.0,B. Adebayo makes 2-pt hook shot from 2 ft,,95,88
4,8:04.0,,Offensive foul by B. Portis (drawn by D. Jones),95,88
4,8:04.0,,Turnover by B. Portis (offensive foul),95,88
4,8:04.0,,K. Dunn enters the game for S. Harrison,95,88
4,7:43.0,T. Johnson makes 2-pt jump shot from 5 ft (assist by D. Waiters),,97,88
4,7:43.0,,Chicago full timeout,97,88
4,7:19.0,,J. Parker misses 2-pt jump shot from 23 ft,97,88
4,7:15.0,Defensive rebound by D. Wade,,97,88
4,7:03.0,T. Johnson makes 3-pt jump shot from 23 ft (assist by D. Jones),,100,88
4,6:46.0,,Turnover by J. Parker (lost ball; steal by B. Adebayo),100,88
4,6:46.0,Personal foul by J. Parker (drawn by B. Adebayo),,100,88
4,6:46.0,,L. Markkanen enters the game for J. Parker,100,88
4,6:32.0,D. Waiters makes 3-pt jump shot from 26 ft (assist by B. Adebayo),,103,88
4,6:16.0,,L. Markkanen misses 3-pt jump shot from 26 ft,103,88
