QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,NEW YORK_ACTION,PHILADELPHIA_SCORE,NEW YORK_SCORE
4,6:03.0,,K. Knox makes 2-pt dunk from 1 ft (assist by M. Hezonja),94,84
4,6:03.0,,Shooting foul by B. Simmons (drawn by K. Knox),94,84
4,6:03.0,Philadelphia full timeout,,94,84
4,6:03.0,,K. Knox makes free throw 1 of 1,94,85
4,5:51.0,Turnover by M. Muscala (bad pass),,94,85
4,5:40.0,,Turnover by K. Knox (out of bounds lost ball),94,85
4,5:23.0,Offensive foul by J. Butler (drawn by E. Mudiay),,94,85
4,5:23.0,Turnover by J. Butler (offensive foul),,94,85
4,5:23.0,W. Chandler enters the game for J. Bolden,,94,85
4,5:07.0,,M. Hezonja misses 2-pt dunk from 4 ft (block by M. Muscala),94,85
4,5:05.0,Defensive rebound by B. Simmons,,94,85
4,5:03.0,Shooting foul by K. Knox (drawn by W. Chandler),,94,85
4,5:03.0,W. Chandler makes free throw 1 of 2,,95,85
4,5:03.0,W. Chandler makes free throw 2 of 2,,96,85
4,4:47.0,,Turnover by E. Mudiay (traveling),96,85
4,4:30.0,J. Butler misses 2-pt jump shot from 8 ft,,96,85
4,4:28.0,,Defensive rebound by Team,96,85
4,4:28.0,J. Embiid enters the game for M. Muscala,,96,85
4,4:28.0,J. Redick enters the game for L. Shamet,,96,85
4,4:28.0,,F. Ntilikina enters the game for M. Hezonja,96,85
4,4:13.0,Violation by Team (kicked ball),,96,85
4,4:11.0,,L. Kornet makes 3-pt jump shot from 32 ft (assist by D. Dotson),96,88
4,4:09.0,Philadelphia full timeout,,96,88
4,3:49.0,J. Embiid misses 2-pt layup from 1 ft,,96,88
4,3:48.0,,Defensive rebound by Team,96,88
4,3:41.0,,L. Kornet misses 3-pt jump shot from 28 ft,96,88
4,3:39.0,,Offensive rebound by F. Ntilikina,96,88
4,3:35.0,,E. Mudiay makes 3-pt jump shot from 24 ft (assist by F. Ntilikina),96,91
4,3:12.0,J. Butler misses 2-pt jump shot from 8 ft (block by F. Ntilikina),,96,91
4,3:10.0,,Defensive rebound by D. Dotson,96,91
4,3:02.0,,K. Knox makes 3-pt jump shot from 28 ft (assist by E. Mudiay),96,94
4,2:42.0,J. Embiid misses 2-pt layup from 1 ft,,96,94
4,2:40.0,Offensive rebound by B. Simmons,,96,94
4,2:37.0,J. Redick makes 2-pt jump shot from 21 ft (assist by B. Simmons),,98,94
4,2:20.0,,L. Kornet misses 3-pt jump shot from 25 ft,98,94
4,2:18.0,Defensive rebound by B. Simmons,,98,94
4,2:07.0,J. Embiid misses 2-pt layup from 1 ft,,98,94
4,2:05.0,Offensive rebound by J. Embiid,,98,94
4,2:04.0,J. Embiid makes 2-pt layup from 1 ft,,100,94
4,2:04.0,Shooting foul by K. Knox (drawn by J. Embiid),,100,94
4,2:04.0,,N. Vonleh enters the game for D. Dotson,100,94
4,2:04.0,J. Embiid makes free throw 1 of 1,,101,94
4,2:04.0,,New York full timeout,101,94
4,2:04.0,,D. Dotson enters the game for N. Vonleh,101,94
4,1:43.0,,Shooting foul by W. Chandler (drawn by E. Mudiay),101,94
4,1:43.0,,E. Mudiay makes free throw 1 of 2,101,95
4,1:43.0,,N. Vonleh enters the game for D. Dotson,101,95
4,1:43.0,,E. Mudiay makes free throw 2 of 2,101,96
4,1:23.0,J. Embiid misses 2-pt jump shot from 7 ft,,101,96
4,1:21.0,Offensive rebound by B. Simmons,,101,96
4,1:08.0,J. Redick makes 3-pt jump shot from 28 ft (assist by J. Butler),,104,96
4,0:54.0,,E. Mudiay makes 2-pt layup from 2 ft,104,98
4,0:44.0,Philadelphia full timeout,,104,98
4,0:33.0,J. Butler misses 2-pt jump shot from 19 ft,,104,98
4,0:31.0,,Defensive rebound by K. Knox,104,98
4,0:27.0,,E. Mudiay misses 3-pt jump shot from 26 ft,104,98
4,0:25.0,Defensive rebound by B. Simmons,,104,98
4,0:20.0,Personal take foul by K. Knox (drawn by J. Redick),,104,98
4,0:20.0,J. Redick makes free throw 1 of 2,,105,98
4,0:20.0,J. Redick makes free throw 2 of 2,,106,98
4,0:20.0,,New York full timeout,106,98
4,0:20.0,,D. Dotson enters the game for N. Vonleh,106,98
4,0:18.0,,E. Mudiay makes 2-pt layup from 1 ft (assist by F. Ntilikina),106,100
4,0:17.0,Personal take foul by E. Mudiay (drawn by J. Redick),,106,100
4,0:17.0,J. Redick misses free throw 1 of 2,,106,100
4,0:17.0,Offensive rebound by Team,,106,100
4,0:17.0,J. Redick makes free throw 2 of 2,,107,100
4,0:10.0,,K. Knox makes 3-pt jump shot from 25 ft,107,103
4,0:09.0,Personal take foul by L. Kornet (drawn by J. Embiid),,107,103
4,0:09.0,J. Embiid misses free throw 1 of 2,,107,103
4,0:09.0,Offensive rebound by Team,,107,103
4,0:09.0,J. Embiid makes free throw 2 of 2,,108,103
4,0:04.0,,Shooting foul by J. Embiid (drawn by D. Dotson),108,103
4,0:04.0,J. Bolden enters the game for J. Redick,,108,103
4,0:04.0,,D. Dotson makes free throw 1 of 3,108,104
4,0:04.0,,D. Dotson makes free throw 2 of 3,108,105
4,0:04.0,,D. Dotson misses free throw 3 of 3,108,105
4,0:03.0,,Offensive rebound by E. Mudiay,108,105
4,0:00.0,,E. Mudiay misses 3-pt jump shot from 25 ft,108,105
4,0:00.0,Defensive rebound by B. Simmons,,108,105
