QUARTER,TIME_REMAINING,CHICAGO_ACTION,NEW YORK_ACTION,CHICAGO_SCORE,NEW YORK_SCORE
1,7:00.0,,Defensive rebound by D. Dotson,4,3
1,6:53.0,,D. Dotson makes 3-pt jump shot from 26 ft,4,6
1,6:28.0,W. Carter misses 2-pt jump shot from 18 ft,,4,6
1,6:26.0,,Defensive rebound by N. Vonleh,4,6
1,6:14.0,,N. Vonleh makes 2-pt hook shot from 4 ft,4,8
1,6:14.0,Chicago full timeout,,4,8
1,6:03.0,C. Payne makes 2-pt jump shot from 11 ft,,6,8
1,5:44.0,,D. Dotson makes 3-pt jump shot from 27 ft (assist by N. Vonleh),6,11
1,5:31.0,J. Parker makes 2-pt jump shot from 11 ft (assist by C. Payne),,8,11
1,5:31.0,Shooting foul by N. Vonleh (drawn by J. Parker),,8,11
1,5:31.0,,E. Freedom enters the game for F. Ntilikina,8,11
1,5:31.0,,E. Mudiay enters the game for M. Robinson,8,11
1,5:31.0,J. Parker makes free throw 1 of 1,,9,11
1,5:07.0,,A. Trier misses 3-pt jump shot from 25 ft,9,11
1,5:05.0,,Offensive rebound by E. Mudiay,9,11
1,4:55.0,,E. Freedom misses 2-pt hook shot from 3 ft,9,11
1,4:53.0,Defensive rebound by W. Carter,,9,11
1,4:42.0,J. Holiday makes 3-pt jump shot from 26 ft (assist by J. Parker),,12,11
1,4:29.0,,N. Vonleh makes 3-pt jump shot from 25 ft (assist by E. Mudiay),12,14
1,4:21.0,Personal foul by E. Freedom (drawn by W. Carter),,12,14
1,4:21.0,C. Hutchison enters the game for J. Parker,,12,14
1,4:21.0,,M. Hezonja enters the game for A. Trier,12,14
1,4:12.0,J. Holiday misses 2-pt jump shot from 12 ft,,12,14
1,4:10.0,,Defensive rebound by E. Mudiay,12,14
1,3:58.0,,Turnover by E. Freedom (traveling),12,14
1,3:58.0,A. Blakeney enters the game for J. Holiday,,12,14
1,3:39.0,C. Hutchison makes 2-pt layup from 1 ft,,14,14
1,3:25.0,,E. Mudiay misses 2-pt jump shot from 3 ft,14,14
1,3:24.0,,Offensive rebound by E. Freedom,14,14
1,3:22.0,,D. Dotson misses 3-pt jump shot from 26 ft,14,14
1,3:20.0,,Offensive rebound by Team,14,14
1,3:20.0,C. Felício enters the game for W. Carter,,14,14
1,3:06.0,,E. Mudiay misses 3-pt jump shot from 25 ft,14,14
1,3:04.0,,Offensive rebound by E. Freedom,14,14
1,2:58.0,,M. Hezonja misses 2-pt layup from 4 ft,14,14
1,2:56.0,,Offensive rebound by N. Vonleh,14,14
1,2:56.0,,N. Vonleh misses 2-pt layup at rim,14,14
1,2:54.0,,Offensive rebound by N. Vonleh,14,14
1,2:52.0,,N. Vonleh misses 2-pt layup at rim (block by Z. LaVine),14,14
1,2:51.0,Defensive rebound by C. Felício,,14,14
1,2:48.0,Shooting foul by M. Hezonja (drawn by Z. LaVine),,14,14
1,2:48.0,,New York full timeout,14,14
1,2:48.0,R. Arcidiacono enters the game for C. Payne,,14,14
1,2:48.0,,T. Burke enters the game for D. Dotson,14,14
1,2:48.0,,L. Thomas enters the game for N. Vonleh,14,14
1,2:48.0,Z. LaVine makes free throw 1 of 2,,15,14
1,2:48.0,Z. LaVine makes free throw 2 of 2,,16,14
1,2:32.0,,L. Thomas makes 2-pt jump shot from 4 ft,16,16
1,2:17.0,Z. LaVine misses 2-pt layup from 1 ft,,16,16
1,2:15.0,,Defensive rebound by E. Freedom,16,16
1,2:10.0,,E. Mudiay misses 2-pt layup from 1 ft,16,16
1,2:08.0,,Offensive rebound by E. Mudiay,16,16
1,2:08.0,,E. Mudiay misses 2-pt layup at rim,16,16
1,2:06.0,,Offensive rebound by E. Freedom,16,16
1,2:05.0,,E. Freedom makes 2-pt layup at rim,16,18
1,1:53.0,Shooting foul by E. Mudiay (drawn by A. Blakeney),,16,18
1,1:53.0,A. Blakeney misses free throw 1 of 2,,16,18
1,1:53.0,Offensive rebound by Team,,16,18
1,1:53.0,A. Blakeney makes free throw 2 of 2,,17,18
1,1:40.0,,Turnover by T. Burke (bad pass; steal by R. Arcidiacono),17,18
1,1:34.0,A. Blakeney misses 3-pt jump shot from 24 ft,,17,18
1,1:32.0,,Defensive rebound by E. Freedom,17,18
1,1:25.0,,Shooting foul by C. Hutchison (drawn by E. Freedom),17,18
1,1:25.0,,E. Freedom makes free throw 1 of 2,17,19
1,1:25.0,,E. Freedom makes free throw 2 of 2,17,20
1,1:08.0,Z. LaVine makes 2-pt layup from 2 ft,,19,20
1,0:53.0,,L. Thomas misses 2-pt jump shot from 21 ft,19,20
1,0:51.0,Defensive rebound by C. Hutchison,,19,20
1,0:33.0,A. Blakeney makes 2-pt jump shot from 21 ft,,21,20
1,0:19.0,,Personal foul by C. Felício (drawn by E. Freedom),21,20
1,0:19.0,,F. Ntilikina enters the game for T. Burke,21,20
1,0:19.0,,E. Freedom makes free throw 1 of 2,21,21
1,0:19.0,,E. Freedom misses free throw 2 of 2,21,21
1,0:17.0,Defensive rebound by C. Felício,,21,21
1,0:00.0,A. Blakeney makes 3-pt jump shot from 23 ft,,24,21
2,11:44.0,J. Holiday misses 2-pt layup from 1 ft,,24,21
2,11:42.0,,Defensive rebound by E. Freedom,24,21
2,11:33.0,,M. Hezonja misses 2-pt layup from 2 ft,24,21
2,11:31.0,Defensive rebound by C. Felício,,24,21
2,11:19.0,C. Hutchison misses 3-pt jump shot from 23 ft,,24,21
2,11:17.0,,Defensive rebound by E. Freedom,24,21
2,11:07.0,,Personal foul by C. Felício (drawn by E. Mudiay),24,21
2,10:56.0,,Turnover by M. Hezonja (bad pass; steal by J. Holiday),24,21
2,10:49.0,R. Arcidiacono misses 3-pt jump shot from 23 ft,,24,21
2,10:47.0,,Defensive rebound by L. Thomas,24,21
2,10:33.0,,E. Freedom makes 2-pt layup at rim,24,23
2,10:16.0,A. Blakeney makes 2-pt jump shot from 5 ft,,26,23
2,10:03.0,,M. Hezonja makes 2-pt layup from 1 ft (assist by E. Mudiay),26,25
2,9:48.0,Turnover by C. Hutchison (traveling),,26,25
2,9:48.0,,K. Knox enters the game for L. Thomas,26,25
2,9:29.0,,M. Hezonja makes 2-pt layup at rim (assist by E. Freedom),26,27
2,9:17.0,C. Felício makes 2-pt layup from 1 ft (assist by J. Holiday),,28,27
2,9:02.0,,K. Knox misses 2-pt layup from 4 ft,28,27
2,9:02.0,Defensive rebound by C. Felício,,28,27
2,8:53.0,Turnover by A. Blakeney (lost ball; steal by K. Knox),,28,27
2,8:50.0,,K. Knox makes 2-pt dunk from 2 ft,28,29
2,8:24.0,A. Blakeney misses 3-pt jump shot from 23 ft,,28,29
2,8:21.0,,Defensive rebound by E. Freedom,28,29
2,8:15.0,,E. Mudiay makes 2-pt jump shot from 14 ft,28,31
2,8:13.0,Chicago full timeout,,28,31
2,8:13.0,W. Carter enters the game for R. Arcidiacono,,28,31
2,8:13.0,J. Parker enters the game for C. Felício,,28,31
2,8:13.0,C. Payne enters the game for C. Hutchison,,28,31
2,8:13.0,,N. Vonleh enters the game for E. Freedom,28,31
2,8:05.0,Personal foul by M. Hezonja (drawn by J. Holiday),,28,31
2,7:55.0,Shooting foul by E. Mudiay (drawn by A. Blakeney),,28,31
2,7:55.0,A. Blakeney makes free throw 1 of 2,,29,31
2,7:55.0,A. Blakeney makes free throw 2 of 2,,30,31
2,7:44.0,,T. Burke misses 3-pt jump shot from 25 ft,30,31
2,7:40.0,Defensive rebound by A. Blakeney,,30,31
2,7:23.0,A. Blakeney makes 2-pt jump shot from 12 ft,,32,31
2,7:04.0,,Shooting foul by W. Carter (drawn by M. Hezonja),32,31
2,7:04.0,,F. Ntilikina enters the game for T. Burke,32,31
2,7:04.0,,A. Trier enters the game for E. Mudiay,32,31
2,7:04.0,,M. Hezonja makes free throw 1 of 2,32,32
2,7:04.0,,M. Hezonja misses free throw 2 of 2,32,32
2,7:02.0,Defensive rebound by J. Parker,,32,32
2,6:44.0,J. Parker misses 2-pt jump shot from 22 ft,,32,32
2,6:42.0,,Defensive rebound by N. Vonleh,32,32
2,6:36.0,,Turnover by K. Knox (out of bounds lost ball),32,32
2,6:36.0,Z. LaVine enters the game for J. Holiday,,32,32
2,6:25.0,A. Blakeney misses 3-pt jump shot from 24 ft,,32,32
2,6:23.0,Offensive rebound by W. Carter,,32,32
2,6:23.0,Personal foul by F. Ntilikina (drawn by W. Carter),,32,32
2,6:12.0,W. Carter makes 2-pt hook shot from 6 ft,,34,32
2,5:55.0,,M. Hezonja makes 3-pt jump shot from 26 ft (assist by F. Ntilikina),34,35
2,5:34.0,A. Blakeney misses 2-pt jump shot from 23 ft,,34,35
2,5:32.0,,Defensive rebound by M. Hezonja,34,35
2,5:27.0,,N. Vonleh makes 2-pt dunk from 1 ft (assist by M. Hezonja),34,37
2,5:12.0,Z. LaVine makes 3-pt jump shot from 25 ft (assist by W. Carter),,37,37
2,5:00.0,,Turnover by M. Hezonja (bad pass; steal by A. Blakeney),37,37
2,4:57.0,A. Blakeney makes 2-pt layup at rim,,39,37
2,4:49.0,,New York full timeout,39,37
2,4:49.0,J. Holiday enters the game for A. Blakeney,,39,37
2,4:49.0,,E. Freedom enters the game for K. Knox,39,37
2,4:28.0,,M. Hezonja misses 3-pt jump shot from 25 ft,39,37
2,4:26.0,Defensive rebound by W. Carter,,39,37
2,4:14.0,J. Parker misses 2-pt jump shot from 22 ft,,39,37
2,4:12.0,,Defensive rebound by N. Vonleh,39,37
2,4:05.0,,Personal foul by J. Parker (drawn by E. Freedom),39,37
2,4:03.0,,Personal foul by Z. LaVine (drawn by M. Hezonja),39,37
2,4:01.0,,Personal foul by J. Holiday (drawn by A. Trier),39,37
2,4:01.0,,A. Trier makes free throw 1 of 2,39,38
2,4:01.0,,A. Trier makes free throw 2 of 2,39,39
2,3:48.0,C. Payne makes 2-pt layup from 1 ft,,41,39
2,3:48.0,Shooting foul by A. Trier (drawn by C. Payne),,41,39
2,3:48.0,C. Payne misses free throw 1 of 1,,41,39
2,3:46.0,Offensive rebound by W. Carter,,41,39
2,3:42.0,Z. LaVine makes 2-pt layup from 1 ft (assist by W. Carter),,43,39
2,3:28.0,,Turnover by N. Vonleh (bad pass; steal by Z. LaVine),43,39
2,3:28.0,,D. Dotson enters the game for F. Ntilikina,43,39
2,3:25.0,Shooting foul by A. Trier (drawn by Z. LaVine),,43,39
2,3:25.0,Z. LaVine makes free throw 1 of 2,,44,39
2,3:25.0,Z. LaVine makes free throw 2 of 2,,45,39
2,3:03.0,,M. Hezonja misses 2-pt layup from 1 ft,45,39
2,3:01.0,Defensive rebound by W. Carter,,45,39
2,2:54.0,J. Holiday misses 3-pt jump shot from 25 ft,,45,39
2,2:53.0,Offensive rebound by W. Carter,,45,39
2,2:53.0,Turnover by W. Carter (bad pass),,45,39
2,2:37.0,,D. Dotson makes 2-pt layup from 1 ft (assist by E. Freedom),45,41
2,2:28.0,Z. LaVine misses 3-pt jump shot from 25 ft,,45,41
2,2:26.0,,Defensive rebound by E. Freedom,45,41
2,2:14.0,,Shooting foul by W. Carter (drawn by E. Freedom),45,41
2,2:14.0,,E. Freedom makes free throw 1 of 2,45,42
2,2:14.0,,E. Freedom makes free throw 2 of 2,45,43
2,1:55.0,Shooting foul by M. Hezonja (drawn by Z. LaVine),,45,43
2,1:55.0,A. Blakeney enters the game for W. Carter,,45,43
2,1:55.0,C. Felício enters the game for J. Holiday,,45,43
2,1:55.0,,T. Burke enters the game for M. Hezonja,45,43
2,1:55.0,Z. LaVine makes free throw 1 of 2,,46,43
2,1:55.0,Z. LaVine makes free throw 2 of 2,,47,43
2,1:28.0,,A. Trier misses 2-pt jump shot from 12 ft,47,43
2,1:26.0,,Offensive rebound by N. Vonleh,47,43
2,1:24.0,,N. Vonleh misses 2-pt layup from 2 ft (block by J. Parker),47,43
2,1:22.0,Defensive rebound by C. Felício,,47,43
2,1:03.0,C. Payne misses 3-pt jump shot from 27 ft,,47,43
2,1:01.0,,Defensive rebound by T. Burke,47,43
2,0:56.0,,Shooting foul by A. Blakeney (drawn by D. Dotson),47,43
2,0:56.0,,D. Dotson makes free throw 1 of 2,47,44
2,0:56.0,,D. Dotson makes free throw 2 of 2,47,45
2,0:41.0,J. Parker misses 2-pt dunk from 2 ft (block by N. Vonleh),,47,45
2,0:38.0,,Defensive rebound by E. Freedom,47,45
2,0:30.0,,E. Freedom misses 2-pt jump shot from 11 ft,47,45
2,0:28.0,Defensive rebound by Z. LaVine,,47,45
2,0:04.0,Turnover by Z. LaVine (bad pass; steal by A. Trier),,47,45
2,0:02.0,,Shooting foul by J. Parker (drawn by A. Trier),47,45
2,0:02.0,,A. Trier makes free throw 1 of 2,47,46
2,0:02.0,,A. Trier makes free throw 2 of 2,47,47
3,11:49.0,C. Payne misses 2-pt layup from 1 ft,,47,47
3,11:47.0,Offensive rebound by W. Carter,,47,47
3,11:42.0,W. Carter makes 3-pt jump shot from 26 ft (assist by J. Holiday),,50,47
3,11:23.0,,D. Dotson makes 2-pt layup from 1 ft (assist by F. Ntilikina),50,49
3,11:18.0,Personal foul by F. Ntilikina (drawn by Z. LaVine),,50,49
3,11:10.0,Personal foul by M. Robinson (drawn by W. Carter),,50,49
3,11:07.0,Personal foul by N. Vonleh (drawn by J. Parker),,50,49
3,11:02.0,Turnover by J. Parker (traveling),,50,49
3,10:42.0,,F. Ntilikina misses 2-pt jump shot from 22 ft,50,49
3,10:41.0,Defensive rebound by Team,,50,49
3,10:41.0,,Loose ball foul by M. Robinson (drawn by W. Carter),50,49
3,10:29.0,Personal foul by M. Robinson (drawn by W. Carter),,50,49
3,10:29.0,W. Carter makes free throw 1 of 2,,51,49
3,10:29.0,W. Carter makes free throw 2 of 2,,52,49
3,10:15.0,,Personal foul by J. Holiday (drawn by A. Trier),52,49
3,10:01.0,,Turnover by Team (shot clock),52,49
3,9:45.0,W. Carter makes 2-pt dunk from 1 ft (assist by Z. LaVine),,54,49
3,9:35.0,,New York full timeout,54,49
3,9:24.0,,M. Robinson misses 2-pt layup from 2 ft,54,49
3,9:22.0,Defensive rebound by Z. LaVine,,54,49
3,9:15.0,Z. LaVine misses 2-pt layup at rim,,54,49
3,9:13.0,Offensive rebound by W. Carter,,54,49
3,9:13.0,W. Carter misses 2-pt layup from 2 ft,,54,49
3,9:11.0,,Defensive rebound by A. Trier,54,49
3,9:08.0,,Offensive foul by A. Trier (drawn by C. Payne),54,49
3,9:08.0,,Turnover by A. Trier (offensive foul),54,49
3,8:52.0,Personal foul by D. Dotson (drawn by W. Carter),,54,49
3,8:52.0,W. Carter makes free throw 1 of 2,,55,49
3,8:52.0,W. Carter makes free throw 2 of 2,,56,49
3,8:34.0,,Personal foul by C. Payne (drawn by N. Vonleh),56,49
3,8:24.0,,A. Trier misses 2-pt layup from 1 ft (block by W. Carter),56,49
3,8:22.0,Defensive rebound by J. Parker,,56,49
3,8:17.0,J. Holiday misses 2-pt layup from 1 ft,,56,49
3,8:15.0,,Defensive rebound by N. Vonleh,56,49
3,8:08.0,,A. Trier misses 3-pt jump shot from 22 ft,56,49
3,8:06.0,Defensive rebound by J. Parker,,56,49
3,7:56.0,C. Payne makes 2-pt layup from 1 ft (assist by J. Holiday),,58,49
3,7:44.0,,F. Ntilikina misses 2-pt layup from 2 ft,58,49
3,7:42.0,Defensive rebound by W. Carter,,58,49
3,7:28.0,Shooting foul by M. Robinson (drawn by Z. LaVine),,58,49
3,7:28.0,,E. Freedom enters the game for F. Ntilikina,58,49
3,7:28.0,,E. Mudiay enters the game for M. Robinson,58,49
3,7:28.0,Z. LaVine misses free throw 1 of 2,,58,49
3,7:28.0,Offensive rebound by Team,,58,49
3,7:28.0,Z. LaVine makes free throw 2 of 2,,59,49
3,7:12.0,,Shooting foul by W. Carter (drawn by E. Freedom),59,49
3,7:12.0,,E. Freedom makes free throw 1 of 2,59,50
3,7:12.0,,E. Freedom makes free throw 2 of 2,59,51
3,6:55.0,Turnover by W. Carter (3 sec),,59,51
3,6:55.0,,M. Hezonja enters the game for A. Trier,59,51
3,6:33.0,,E. Freedom misses 2-pt layup from 2 ft,59,51
3,6:32.0,,Offensive rebound by N. Vonleh,59,51
3,6:32.0,,Shooting foul by W. Carter (drawn by N. Vonleh),59,51
3,6:32.0,,N. Vonleh misses free throw 1 of 2,59,51
3,6:32.0,,Offensive rebound by Team,59,51
3,6:32.0,C. Felício enters the game for W. Carter,,59,51
3,6:32.0,,N. Vonleh makes free throw 2 of 2,59,52
3,6:18.0,C. Felício makes 2-pt layup from 3 ft (assist by Z. LaVine),,61,52
3,6:18.0,Shooting foul by E. Mudiay (drawn by C. Felício),,61,52
3,6:18.0,C. Felício misses free throw 1 of 1,,61,52
3,6:16.0,,Defensive rebound by E. Freedom,61,52
3,6:06.0,,M. Hezonja misses 2-pt jump shot from 10 ft,61,52
3,6:04.0,Defensive rebound by J. Holiday,,61,52
3,6:00.0,C. Payne misses 3-pt jump shot from 26 ft,,61,52
3,5:58.0,,Defensive rebound by M. Hezonja,61,52
3,5:44.0,,N. Vonleh misses 2-pt hook shot from 7 ft,61,52
3,5:42.0,,Offensive rebound by E. Freedom,61,52
3,5:41.0,,E. Freedom makes 2-pt layup from 1 ft,61,54
3,5:27.0,Shooting foul by N. Vonleh (drawn by Z. LaVine),,61,54
3,5:27.0,R. Arcidiacono enters the game for C. Payne,,61,54
3,5:27.0,Z. LaVine makes free throw 1 of 2,,62,54
3,5:27.0,Z. LaVine makes free throw 2 of 2,,63,54
3,5:12.0,,E. Mudiay makes 2-pt jump shot from 9 ft,63,56
3,4:58.0,Turnover by Z. LaVine (bad pass; steal by E. Freedom),,63,56
3,4:50.0,,E. Mudiay makes 3-pt jump shot from 23 ft (assist by D. Dotson),63,59
3,4:48.0,Chicago full timeout,,63,59
3,4:48.0,,T. Burke enters the game for N. Vonleh,63,59
3,4:31.0,J. Parker makes 2-pt jump shot from 17 ft,,65,59
3,4:10.0,,M. Hezonja makes 2-pt layup from 1 ft (assist by E. Freedom),65,61
3,3:59.0,J. Parker makes 2-pt layup from 1 ft,,67,61
3,3:44.0,,T. Burke makes 2-pt jump shot from 16 ft,67,63
3,3:35.0,Personal foul by T. Burke (drawn by R. Arcidiacono),,67,63
3,3:35.0,A. Blakeney enters the game for Z. LaVine,,67,63
3,3:35.0,R. Arcidiacono makes free throw 1 of 2,,68,63
3,3:35.0,R. Arcidiacono misses free throw 2 of 2,,68,63
3,3:33.0,,Defensive rebound by E. Mudiay,68,63
3,3:27.0,,E. Mudiay makes 2-pt layup from 1 ft,68,65
3,3:27.0,,Shooting foul by A. Blakeney (drawn by E. Mudiay),68,65
3,3:27.0,,E. Mudiay makes free throw 1 of 1,68,66
3,3:16.0,R. Arcidiacono makes 2-pt layup from 1 ft (assist by J. Parker),,70,66
3,3:05.0,,E. Mudiay misses 2-pt jump shot from 11 ft,70,66
3,3:04.0,Defensive rebound by J. Parker,,70,66
3,2:55.0,Turnover by C. Felício (out of bounds lost ball),,70,66
3,2:46.0,,D. Dotson makes 2-pt jump shot from 17 ft (assist by T. Burke),70,68
3,2:29.0,J. Parker makes 2-pt layup from 2 ft,,72,68
3,2:17.0,,E. Mudiay misses 2-pt layup from 1 ft (block by A. Blakeney),72,68
3,2:16.0,Defensive rebound by Team,,72,68
3,1:56.0,J. Parker misses 3-pt jump shot from 27 ft,,72,68
3,1:54.0,,Defensive rebound by E. Freedom,72,68
3,1:47.0,,E. Freedom makes 2-pt layup from 1 ft (assist by T. Burke),72,70
3,1:36.0,Personal foul by T. Burke (drawn by R. Arcidiacono),,72,70
3,1:36.0,R. Arcidiacono misses free throw 1 of 2,,72,70
3,1:36.0,Offensive rebound by Team,,72,70
3,1:36.0,R. Arcidiacono makes free throw 2 of 2,,73,70
3,1:20.0,,Turnover by E. Freedom (bad pass; steal by A. Blakeney),73,70
3,1:18.0,A. Blakeney makes 2-pt layup from 1 ft,,75,70
3,1:18.0,Shooting foul by E. Mudiay (drawn by A. Blakeney),,75,70
3,1:18.0,A. Blakeney makes free throw 1 of 1,,76,70
3,1:14.0,,Personal foul by R. Arcidiacono (drawn by T. Burke),76,70
3,1:14.0,,F. Ntilikina enters the game for E. Mudiay,76,70
3,1:14.0,,T. Burke makes free throw 1 of 2,76,71
3,1:14.0,,T. Burke makes free throw 2 of 2,76,72
3,1:03.0,J. Parker misses 2-pt layup from 4 ft (block by M. Hezonja),,76,72
3,1:00.0,Offensive rebound by J. Parker,,76,72
3,0:58.0,J. Parker makes 2-pt layup from 1 ft,,78,72
3,0:49.0,,M. Hezonja misses 3-pt jump shot from 30 ft,78,72
3,0:46.0,Defensive rebound by C. Felício,,78,72
3,0:30.0,J. Parker misses 2-pt jump shot from 18 ft,,78,72
3,0:28.0,,Defensive rebound by E. Freedom,78,72
3,0:07.0,,F. Ntilikina misses 3-pt jump shot from 24 ft,78,72
3,0:05.0,Defensive rebound by J. Parker,,78,72
3,0:00.0,J. Holiday misses 3-pt jump shot from 26 ft,,78,72
3,0:00.0,Offensive rebound by Team,,78,72
4,11:42.0,,M. Hezonja makes 2-pt jump shot from 3 ft (assist by E. Freedom),78,74
4,11:42.0,,Shooting foul by C. Hutchison (drawn by M. Hezonja),78,74
4,11:42.0,,M. Hezonja makes free throw 1 of 1,78,75
4,11:25.0,A. Blakeney misses 3-pt jump shot from 26 ft,,78,75
4,11:23.0,,Defensive rebound by M. Hezonja,78,75
4,11:17.0,,T. Burke misses 2-pt jump shot from 8 ft,78,75
4,11:15.0,,Offensive rebound by E. Freedom,78,75
4,11:15.0,,E. Freedom makes 2-pt layup from 1 ft,78,77
4,11:01.0,A. Blakeney misses 2-pt jump shot from 15 ft,,78,77
4,10:59.0,,Defensive rebound by M. Hezonja,78,77
4,10:51.0,,M. Hezonja misses 2-pt layup from 2 ft,78,77
4,10:49.0,Defensive rebound by C. Felício,,78,77
4,10:39.0,C. Hutchison makes 2-pt jump shot from 4 ft (assist by R. Arcidiacono),,80,77
4,10:14.0,,E. Freedom makes 2-pt layup from 2 ft,80,79
4,10:03.0,C. Hutchison makes 2-pt layup from 1 ft,,82,79
4,9:44.0,,M. Hezonja makes 2-pt layup from 1 ft (assist by E. Freedom),82,81
4,9:22.0,C. Hutchison makes 2-pt jump shot from 6 ft (assist by C. Felício),,84,81
4,9:13.0,,Personal foul by R. Arcidiacono (drawn by T. Burke),84,81
4,9:13.0,W. Carter enters the game for C. Felício,,84,81
4,8:58.0,,E. Mudiay makes 2-pt layup from 2 ft (assist by M. Hezonja),84,83
4,8:39.0,A. Blakeney misses 2-pt layup from 2 ft,,84,83
4,8:37.0,,Defensive rebound by E. Freedom,84,83
4,8:32.0,,T. Burke misses 2-pt jump shot from 13 ft,84,83
4,8:31.0,,Offensive rebound by E. Freedom,84,83
4,8:31.0,,Personal foul by W. Carter (drawn by E. Freedom),84,83
4,8:31.0,J. Holiday enters the game for A. Blakeney,,84,83
4,8:31.0,R. Lopez enters the game for W. Carter,,84,83
4,8:21.0,,A. Trier misses 2-pt jump shot from 15 ft,84,83
4,8:18.0,,Offensive rebound by E. Freedom,84,83
4,8:11.0,,E. Mudiay misses 3-pt jump shot from 26 ft,84,83
4,8:09.0,,Offensive rebound by E. Mudiay,84,83
4,8:06.0,,E. Mudiay misses 2-pt layup at rim,84,83
4,8:05.0,Defensive rebound by R. Lopez,,84,83
4,7:48.0,J. Holiday makes 3-pt jump shot from 22 ft (assist by Z. LaVine),,87,83
4,7:29.0,,T. Burke misses 2-pt layup from 2 ft,87,83
4,7:27.0,,Offensive rebound by E. Freedom,87,83
4,7:21.0,,T. Burke makes 2-pt jump shot from 13 ft,87,85
4,7:09.0,Z. LaVine makes 2-pt jump shot from 2 ft,,89,85
4,6:54.0,,E. Freedom misses 2-pt jump shot from 15 ft,89,85
4,6:52.0,Defensive rebound by C. Hutchison,,89,85
4,6:46.0,Turnover by Z. LaVine (traveling),,89,85
4,6:46.0,,New York full timeout,89,85
4,6:46.0,C. Payne enters the game for R. Arcidiacono,,89,85
4,6:46.0,,D. Dotson enters the game for E. Mudiay,89,85
4,6:34.0,,D. Dotson misses 3-pt jump shot from 26 ft,89,85
4,6:32.0,,Offensive rebound by M. Hezonja,89,85
4,6:31.0,,M. Hezonja misses 2-pt layup from 2 ft,89,85
4,6:30.0,Defensive rebound by C. Hutchison,,89,85
4,6:15.0,R. Lopez makes 2-pt hook shot from 2 ft (assist by Z. LaVine),,91,85
4,6:15.0,,Violation by Team (def goaltending),91,85
4,5:55.0,,E. Freedom makes 2-pt layup from 2 ft,91,87
4,5:38.0,Z. LaVine misses 3-pt jump shot from 25 ft,,91,87
4,5:36.0,Offensive rebound by R. Lopez,,91,87
4,5:24.0,J. Holiday misses 2-pt jump shot from 20 ft,,91,87
4,5:22.0,,Defensive rebound by D. Dotson,91,87
