QUARTER,TIME_REMAINING,HOUSTON_ACTION,SAN ANTONIO_ACTION,HOUSTON_SCORE,SAN ANTONIO_SCORE
4,3:42.0,Offensive rebound by Team,,127,94
4,3:42.0,M. Carter-Williams makes free throw 2 of 2,,128,94
4,3:28.0,,C. Metu makes 2-pt jump shot from 13 ft (assist by D. White),128,96
4,3:18.0,M. Chriss misses 3-pt jump shot from 27 ft,,128,96
4,3:18.0,,Defensive rebound by D. Bertāns,128,96
4,3:01.0,,C. Metu makes 2-pt jump shot from 13 ft,128,98
4,2:49.0,G. Green misses 2-pt layup from 4 ft,,128,98
4,2:49.0,,Defensive rebound by D. Cunningham,128,98
4,2:42.0,,D. White makes 3-pt jump shot from 25 ft (assist by C. Metu),128,101
4,2:24.0,M. Carter-Williams makes 2-pt jump shot from 6 ft,,130,101
4,2:07.0,,D. Bertāns makes 3-pt jump shot from 26 ft (assist by C. Metu),130,104
4,1:51.0,M. Chriss makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),,133,104
4,1:32.0,,C. Metu misses 2-pt layup from 4 ft,133,104
4,1:29.0,,Offensive rebound by C. Metu,133,104
4,1:28.0,,C. Metu misses 2-pt layup from 5 ft (block by M. Carter-Williams),133,104
4,1:28.0,Defensive rebound by G. Green,,133,104
4,1:16.0,G. Clark makes 3-pt jump shot from 27 ft (assist by M. Carter-Williams),,136,104
4,1:02.0,,Turnover by Q. Pondexter (bad pass; steal by G. Clark),136,104
4,0:58.0,G. Clark misses 2-pt layup from 4 ft,,136,104
4,0:56.0,,Defensive rebound by D. White,136,104
4,0:54.0,,Turnover by D. White (dbl dribble),136,104
4,0:54.0,,San Antonio full timeout,136,104
4,0:54.0,I. Hartenstein enters the game for G. Green,,136,104
4,0:54.0,,J. Poeltl enters the game for D. Cunningham,136,104
4,0:42.0,M. Chriss misses 3-pt jump shot from 26 ft,,136,104
4,0:39.0,,Defensive rebound by C. Metu,136,104
4,0:26.0,,Shooting foul by M. Carter-Williams (drawn by Q. Pondexter),136,104
4,0:26.0,,Q. Pondexter makes free throw 1 of 2,136,105
4,0:26.0,,Q. Pondexter misses free throw 2 of 2,136,105
4,0:24.0,Defensive rebound by M. Chriss,,136,105
4,0:01.0,Turnover by Team (shot clock),,136,105
