QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,PORTLAND_ACTION,OKLAHOMA CITY_SCORE,PORTLAND_SCORE
1,8:42.0,P. George makes free throw 1 of 2,,8,6
1,8:42.0,P. George makes free throw 2 of 2,,9,6
1,8:34.0,,Turnover by J. Nurkić (bad pass; steal by S. Adams),9,6
1,8:28.0,R. Westbrook makes 2-pt layup from 2 ft,,11,6
1,8:23.0,,Personal foul by J. Grant (drawn by D. Lillard),11,6
1,8:14.0,,D. Lillard makes 2-pt dunk from 1 ft,11,8
1,8:12.0,Oklahoma City full timeout,,11,8
1,8:03.0,S. Adams misses 2-pt layup from 2 ft,,11,8
1,8:00.0,,Defensive rebound by A. Aminu,11,8
1,7:58.0,,Shooting foul by T. Ferguson (drawn by J. Nurkić),11,8
1,7:58.0,,J. Nurkić makes free throw 1 of 2,11,9
1,7:58.0,,J. Nurkić makes free throw 2 of 2,11,10
1,7:42.0,P. George misses 2-pt layup from 4 ft (block by M. Harkless),,11,10
1,7:39.0,,Defensive rebound by M. Harkless,11,10
1,7:28.0,,A. Aminu makes 2-pt layup at rim,11,12
1,7:22.0,Turnover by T. Ferguson (step out of bounds),,11,12
1,7:00.0,,J. Nurkić misses 2-pt jump shot from 14 ft,11,12
1,6:57.0,Defensive rebound by R. Westbrook,,11,12
1,6:53.0,Turnover by R. Westbrook (bad pass),,11,12
1,6:36.0,,J. Nurkić makes 2-pt layup from 2 ft (assist by D. Lillard),11,14
1,6:26.0,S. Adams makes 2-pt dunk from 1 ft (assist by P. George),,13,14
1,6:15.0,,D. Lillard misses 2-pt layup from 1 ft,13,14
1,6:14.0,,Offensive rebound by D. Lillard,13,14
1,6:11.0,,J. Nurkić makes 2-pt hook shot from 2 ft (assist by D. Lillard),13,16
1,5:56.0,R. Westbrook makes 2-pt jump shot from 18 ft,,15,16
1,5:34.0,,A. Aminu misses 2-pt layup from 1 ft,15,16
1,5:31.0,,Offensive rebound by M. Harkless,15,16
1,5:30.0,,M. Harkless misses 2-pt dunk from 1 ft (block by S. Adams),15,16
1,5:28.0,Defensive rebound by J. Grant,,15,16
1,5:22.0,Turnover by P. George (bad pass; steal by C. McCollum),,15,16
1,5:16.0,,C. McCollum misses 2-pt layup from 2 ft,15,16
1,5:14.0,Defensive rebound by J. Grant,,15,16
1,5:00.0,J. Grant misses 2-pt jump shot from 5 ft,,15,16
1,4:58.0,,Defensive rebound by J. Nurkić,15,16
1,4:44.0,,C. McCollum makes 3-pt jump shot from 26 ft (assist by J. Nurkić),15,19
1,4:44.0,M. Morris enters the game for P. George,,15,19
1,4:44.0,D. Schröder enters the game for J. Grant,,15,19
1,4:44.0,,R. Hood enters the game for M. Harkless,15,19
1,4:26.0,Shooting foul by D. Lillard (drawn by R. Westbrook),,15,19
1,4:26.0,R. Westbrook makes free throw 1 of 2,,16,19
1,4:26.0,,J. Layman enters the game for A. Aminu,16,19
1,4:26.0,R. Westbrook misses free throw 2 of 2,,16,19
1,4:25.0,Offensive rebound by Team,,16,19
1,4:15.0,R. Westbrook makes 3-pt jump shot from 26 ft,,19,19
1,4:03.0,,C. McCollum misses 3-pt jump shot from 23 ft,19,19
1,4:00.0,Defensive rebound by T. Ferguson,,19,19
1,3:56.0,Shooting foul by J. Layman (drawn by T. Ferguson),,19,19
1,3:56.0,T. Ferguson misses free throw 1 of 2,,19,19
1,3:56.0,Offensive rebound by Team,,19,19
1,3:56.0,,E. Freedom enters the game for J. Nurkić,19,19
1,3:56.0,T. Ferguson makes free throw 2 of 2,,20,19
1,3:37.0,,E. Freedom misses 2-pt layup from 1 ft,20,19
1,3:37.0,,E. Freedom misses 2-pt layup from 1 ft,20,19
1,3:37.0,,Offensive rebound by E. Freedom,20,19
1,3:37.0,Defensive rebound by Team,,20,19
1,3:37.0,A. Nader enters the game for T. Ferguson,,20,19
1,3:37.0,,S. Curry enters the game for C. McCollum,20,19
1,3:31.0,Turnover by S. Adams (offensive foul),,20,19
1,3:31.0,Offensive foul by S. Adams (drawn by D. Lillard),,20,19
1,3:13.0,,E. Freedom misses 2-pt hook shot from 5 ft,20,19
1,3:11.0,Defensive rebound by M. Morris,,20,19
1,3:04.0,R. Westbrook makes 2-pt jump shot from 12 ft,,22,19
1,2:53.0,,D. Lillard misses 2-pt layup from 2 ft,22,19
1,2:51.0,Defensive rebound by M. Morris,,22,19
1,2:47.0,A. Nader misses 3-pt jump shot from 22 ft,,22,19
1,2:45.0,,Defensive rebound by E. Freedom,22,19
1,2:40.0,,Shooting foul by S. Adams (drawn by D. Lillard),22,19
1,2:40.0,,Portland full timeout,22,19
1,2:40.0,P. George enters the game for S. Adams,,22,19
1,2:40.0,N. Noel enters the game for R. Westbrook,,22,19
1,2:40.0,,D. Lillard makes free throw 1 of 2,22,20
1,2:40.0,,D. Lillard makes free throw 2 of 2,22,21
1,2:27.0,N. Noel makes 2-pt layup from 2 ft (assist by M. Morris),,24,21
1,2:27.0,Shooting foul by J. Layman (drawn by N. Noel),,24,21
1,2:27.0,N. Noel misses free throw 1 of 1,,24,21
1,2:23.0,Offensive rebound by M. Morris,,24,21
1,2:23.0,M. Morris makes 2-pt layup at rim,,26,21
1,2:01.0,,D. Lillard makes 2-pt jump shot from 12 ft,26,23
1,1:50.0,D. Schröder misses 2-pt jump shot from 5 ft,,26,23
1,1:49.0,,Defensive rebound by E. Freedom,26,23
1,1:44.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by R. Hood),26,26
1,1:23.0,D. Schröder makes 2-pt jump shot from 4 ft,,28,26
1,1:09.0,,J. Layman misses 3-pt jump shot from 25 ft,28,26
1,1:07.0,Defensive rebound by M. Morris,,28,26
1,1:01.0,P. George makes 2-pt layup from 5 ft,,30,26
1,0:50.0,,J. Layman misses 3-pt jump shot from 23 ft,30,26
1,0:49.0,,Offensive rebound by E. Freedom,30,26
1,0:48.0,,Personal foul by P. George (drawn by E. Freedom),30,26
1,0:38.0,,Shooting foul by N. Noel (drawn by D. Lillard),30,26
1,0:38.0,,D. Lillard makes free throw 1 of 2,30,27
1,0:38.0,,A. Aminu enters the game for J. Layman,30,27
1,0:38.0,,D. Lillard makes free throw 2 of 2,30,28
1,0:38.0,,Away from play foul by N. Noel (drawn by E. Freedom),30,28
1,0:38.0,,E. Freedom makes free throw 1 of 1,30,29
1,0:29.0,Turnover by D. Schröder (lost ball; steal by S. Curry),,30,29
1,0:29.0,,Personal foul by D. Schröder (drawn by S. Curry),30,29
1,0:29.0,,S. Curry makes free throw 1 of 2,30,30
1,0:29.0,,S. Curry misses free throw 2 of 2,30,30
1,0:27.0,Defensive rebound by N. Noel,,30,30
1,0:08.0,Shooting foul by A. Aminu (drawn by P. George),,30,30
1,0:08.0,P. George makes free throw 1 of 2,,31,30
1,0:08.0,P. George misses free throw 2 of 2,,31,30
1,0:05.0,M. Morris misses 2-pt layup at rim,,31,30
1,0:05.0,Offensive rebound by M. Morris,,31,30
1,0:05.0,Offensive rebound by Team,,31,30
1,0:01.0,Turnover by D. Schröder (bad pass; steal by D. Lillard),,31,30
2,11:40.0,,Turnover by S. Curry (bad pass),31,30
2,11:32.0,Shooting foul by E. Freedom (drawn by P. George),,31,30
2,11:32.0,P. George makes free throw 1 of 2,,32,30
2,11:32.0,P. George misses free throw 2 of 2,,32,30
2,11:32.0,Offensive rebound by Team,,32,30
2,11:32.0,,Loose ball foul by E. Freedom (drawn by N. Noel),32,30
2,11:23.0,P. George makes 2-pt jump shot from 6 ft,,34,30
2,11:05.0,,S. Curry misses 3-pt jump shot from 23 ft,34,30
2,11:03.0,Defensive rebound by M. Morris,,34,30
2,10:50.0,D. Schröder misses 2-pt jump shot from 14 ft,,34,30
2,10:47.0,,Defensive rebound by R. Hood,34,30
2,10:35.0,,Shooting foul by D. Schröder (drawn by A. Aminu),34,30
2,10:35.0,,Offensive rebound by Team,34,30
2,10:35.0,,A. Aminu misses free throw 1 of 2,34,30
2,10:35.0,,A. Aminu makes free throw 2 of 2,34,31
2,10:18.0,P. George misses 2-pt jump shot from 2 ft,,34,31
2,10:17.0,,Defensive rebound by S. Curry,34,31
2,10:06.0,,C. McCollum makes 2-pt jump shot from 3 ft,34,33
2,9:53.0,M. Morris makes 2-pt jump shot from 6 ft,,36,33
2,9:33.0,,C. McCollum misses 2-pt jump shot from 22 ft,36,33
2,9:32.0,Defensive rebound by M. Morris,,36,33
2,9:20.0,Oklahoma City full timeout,,36,33
2,9:12.0,Turnover by Team (shot clock),,36,33
2,9:01.0,,R. Hood misses 3-pt jump shot from 26 ft,36,33
2,8:58.0,Defensive rebound by A. Nader,,36,33
2,8:50.0,A. Nader makes 2-pt jump shot from 4 ft (assist by D. Schröder),,38,33
2,8:38.0,,C. McCollum makes 2-pt jump shot from 4 ft,38,35
2,8:21.0,N. Noel misses 2-pt jump shot from 15 ft,,38,35
2,8:18.0,,Defensive rebound by A. Aminu,38,35
2,8:13.0,,C. McCollum misses 3-pt jump shot from 26 ft,38,35
2,8:09.0,Defensive rebound by P. George,,38,35
2,8:02.0,P. George misses 3-pt jump shot from 26 ft,,38,35
2,7:59.0,,Defensive rebound by S. Curry,38,35
2,7:54.0,,Turnover by S. Curry (bad pass; steal by A. Nader),38,35
2,7:51.0,Personal take foul by S. Curry (drawn by A. Nader),,38,35
2,7:51.0,S. Adams enters the game for P. George,,38,35
2,7:51.0,T. Ferguson enters the game for N. Noel,,38,35
2,7:51.0,R. Westbrook enters the game for D. Schröder,,38,35
2,7:51.0,,M. Harkless enters the game for A. Aminu,38,35
2,7:51.0,,J. Layman enters the game for S. Curry,38,35
2,7:51.0,,D. Lillard enters the game for R. Hood,38,35
2,7:51.0,,J. Nurkić enters the game for E. Freedom,38,35
2,7:43.0,Offensive foul by R. Westbrook (drawn by D. Lillard),,38,35
2,7:43.0,Turnover by R. Westbrook (offensive foul),,38,35
2,7:35.0,,D. Lillard makes 2-pt layup from 1 ft (assist by J. Nurkić),38,37
2,7:25.0,R. Westbrook makes 2-pt jump shot from 16 ft,,40,37
2,7:13.0,,C. McCollum misses 2-pt jump shot from 3 ft,40,37
2,7:09.0,,Offensive rebound by J. Nurkić,40,37
2,6:57.0,,D. Lillard makes 2-pt layup from 1 ft,40,39
2,6:51.0,R. Westbrook misses 3-pt jump shot from 26 ft,,40,39
2,6:48.0,,Defensive rebound by C. McCollum,40,39
2,6:42.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),40,42
2,6:32.0,Personal foul by D. Lillard (drawn by R. Westbrook),,40,42
2,6:22.0,S. Adams misses 2-pt layup from 3 ft,,40,42
2,6:20.0,,Defensive rebound by J. Nurkić,40,42
2,6:12.0,,Shooting foul by A. Nader (drawn by D. Lillard),40,42
2,6:12.0,,D. Lillard makes free throw 1 of 2,40,43
2,6:12.0,J. Grant enters the game for M. Morris,,40,43
2,6:12.0,,D. Lillard misses free throw 2 of 2,40,43
2,6:09.0,,Offensive rebound by J. Nurkić,40,43
2,6:06.0,,C. McCollum makes 2-pt jump shot from 12 ft (assist by J. Layman),40,45
2,6:04.0,Oklahoma City full timeout,,40,45
2,6:04.0,P. George enters the game for A. Nader,,40,45
2,5:56.0,Turnover by R. Westbrook (bad pass; steal by M. Harkless),,40,45
2,5:42.0,,C. McCollum misses 3-pt jump shot from 25 ft,40,45
2,5:40.0,,Offensive rebound by J. Nurkić,40,45
2,5:40.0,,Shooting foul by J. Grant (drawn by J. Nurkić),40,45
2,5:40.0,,J. Nurkić misses free throw 1 of 2,40,45
2,5:40.0,,Offensive rebound by Team,40,45
2,5:40.0,,J. Nurkić makes free throw 2 of 2,40,46
2,5:29.0,J. Grant makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,43,46
2,5:07.0,,Shooting foul by P. George (drawn by M. Harkless),43,46
2,5:07.0,,M. Harkless makes free throw 1 of 2,43,47
2,5:07.0,,M. Harkless makes free throw 2 of 2,43,48
2,5:00.0,J. Grant makes 2-pt jump shot from 5 ft,,45,48
2,4:45.0,,Offensive foul by J. Nurkić (drawn by J. Grant),45,48
2,4:45.0,,Turnover by J. Nurkić (offensive foul),45,48
2,4:33.0,R. Westbrook misses 2-pt jump shot from 21 ft,,45,48
2,4:30.0,,Defensive rebound by J. Nurkić,45,48
2,4:27.0,,Personal foul by J. Grant (drawn by D. Lillard),45,48
2,4:27.0,,D. Lillard makes free throw 1 of 2,45,49
2,4:27.0,D. Schröder enters the game for J. Grant,,45,49
2,4:27.0,,D. Lillard misses free throw 2 of 2,45,49
2,4:24.0,Defensive rebound by P. George,,45,49
2,4:06.0,T. Ferguson makes 3-pt jump shot from 24 ft (assist by D. Schröder),,48,49
2,3:52.0,,Turnover by J. Layman (bad pass),48,49
2,3:38.0,R. Westbrook misses 2-pt jump shot from 20 ft,,48,49
2,3:36.0,,Defensive rebound by J. Layman,48,49
2,3:29.0,,M. Harkless misses 3-pt jump shot from 25 ft,48,49
2,3:26.0,Defensive rebound by T. Ferguson,,48,49
2,3:20.0,Turnover by R. Westbrook (bad pass; steal by J. Nurkić),,48,49
2,3:15.0,,Flagrant foul type 1 by R. Westbrook (drawn by J. Nurkić),48,49
2,3:15.0,,Technical foul by J. Nurkić,48,49
2,3:15.0,P. George makes technical free throw,,49,49
2,3:15.0,,Offensive rebound by Team,49,49
2,3:15.0,,J. Nurkić misses flagrant free throw 1 of 2,49,49
2,3:15.0,,A. Aminu enters the game for J. Layman,49,49
2,3:15.0,,J. Nurkić makes flagrant free throw 2 of 2,49,50
2,3:05.0,,Shooting foul by T. Ferguson (drawn by A. Aminu),49,50
2,3:05.0,,A. Aminu makes free throw 1 of 2,49,51
2,3:05.0,,A. Aminu makes free throw 2 of 2,49,52
2,2:50.0,Shooting foul by M. Harkless (drawn by P. George),,49,52
2,2:50.0,P. George makes free throw 1 of 2,,50,52
2,2:50.0,P. George makes free throw 2 of 2,,51,52
2,2:39.0,,Personal foul by T. Ferguson (drawn by C. McCollum),51,52
2,2:39.0,,C. McCollum makes free throw 1 of 2,51,53
2,2:39.0,,C. McCollum makes free throw 2 of 2,51,54
2,2:27.0,Personal foul by A. Aminu (drawn by P. George),,51,54
2,2:27.0,P. George makes free throw 1 of 2,,52,54
2,2:27.0,R. Felton enters the game for T. Ferguson,,52,54
2,2:27.0,P. George makes free throw 2 of 2,,53,54
2,2:16.0,Violation by Team (kicked ball),,53,54
2,2:05.0,,D. Lillard makes 3-pt jump shot from 30 ft,53,57
2,1:54.0,P. George makes 3-pt jump shot from 26 ft,,56,57
2,1:34.0,,Turnover by M. Harkless (bad pass; steal by S. Adams),56,57
2,1:24.0,R. Westbrook misses 3-pt jump shot from 25 ft,,56,57
2,1:21.0,,Defensive rebound by A. Aminu,56,57
2,1:13.0,,D. Lillard makes 2-pt layup at rim,56,59
2,0:58.0,D. Schröder makes 2-pt jump shot from 8 ft,,58,59
2,0:45.0,,A. Aminu misses 3-pt jump shot from 23 ft,58,59
2,0:42.0,,Offensive rebound by J. Nurkić,58,59
2,0:31.0,,D. Lillard makes 2-pt layup from 1 ft,58,61
2,0:25.0,D. Schröder misses 3-pt jump shot from 23 ft,,58,61
2,0:22.0,,Defensive rebound by D. Lillard,58,61
2,0:00.0,,D. Lillard misses 2-pt jump shot from 18 ft,58,61
2,0:00.0,,Offensive rebound by Team,58,61
3,11:42.0,,C. McCollum makes 2-pt jump shot from 8 ft,58,63
3,11:30.0,P. George makes 2-pt layup from 1 ft,,60,63
3,11:13.0,,A. Aminu misses 2-pt layup from 2 ft (block by S. Adams),60,63
3,11:11.0,Defensive rebound by S. Adams,,60,63
3,11:07.0,T. Ferguson misses 3-pt jump shot from 23 ft,,60,63
3,11:05.0,,Defensive rebound by J. Nurkić,60,63
3,10:53.0,,C. McCollum misses 3-pt jump shot from 26 ft,60,63
3,10:51.0,Defensive rebound by P. George,,60,63
3,10:39.0,P. George misses 3-pt jump shot from 25 ft,,60,63
3,10:37.0,,Defensive rebound by J. Nurkić,60,63
3,10:25.0,,Offensive foul by J. Nurkić (drawn by R. Westbrook),60,63
3,10:25.0,,Turnover by J. Nurkić (offensive foul),60,63
3,10:18.0,R. Westbrook makes 2-pt jump shot from 15 ft,,62,63
3,10:04.0,,C. McCollum misses 2-pt jump shot from 17 ft,62,63
3,10:01.0,,Offensive rebound by A. Aminu,62,63
3,9:51.0,,J. Nurkić misses 3-pt jump shot from 25 ft,62,63
3,9:48.0,Defensive rebound by P. George,,62,63
3,9:42.0,P. George makes 2-pt jump shot from 2 ft,,64,63
3,9:25.0,,J. Nurkić misses 2-pt layup from 3 ft,64,63
3,9:22.0,Defensive rebound by T. Ferguson,,64,63
3,9:19.0,Turnover by R. Westbrook (out of bounds lost ball),,64,63
3,9:08.0,,Shooting foul by T. Ferguson (drawn by J. Nurkić),64,63
3,9:08.0,,J. Nurkić misses free throw 1 of 2,64,63
3,9:08.0,,Offensive rebound by Team,64,63
3,9:08.0,,J. Nurkić makes free throw 2 of 2,64,64
3,8:58.0,P. George misses 3-pt jump shot from 24 ft,,64,64
3,8:56.0,,Defensive rebound by A. Aminu,64,64
3,8:51.0,,D. Lillard makes 2-pt jump shot from 3 ft,64,66
3,8:51.0,,Shooting foul by J. Grant (drawn by D. Lillard),64,66
3,8:51.0,,D. Lillard makes free throw 1 of 1,64,67
3,8:27.0,P. George misses 2-pt jump shot from 20 ft,,64,67
3,8:23.0,Offensive rebound by J. Grant,,64,67
3,8:22.0,J. Grant makes 2-pt dunk from 1 ft,,66,67
3,8:07.0,,A. Aminu misses 3-pt jump shot from 25 ft,66,67
3,8:04.0,Defensive rebound by R. Westbrook,,66,67
3,7:58.0,R. Westbrook misses 2-pt layup from 2 ft,,66,67
3,7:56.0,Offensive rebound by S. Adams,,66,67
3,7:56.0,S. Adams misses 2-pt layup from 3 ft,,66,67
3,7:55.0,,Defensive rebound by J. Nurkić,66,67
3,7:44.0,,C. McCollum misses 3-pt jump shot from 23 ft,66,67
3,7:41.0,Defensive rebound by P. George,,66,67
3,7:34.0,J. Grant makes 2-pt layup from 2 ft (assist by R. Westbrook),,68,67
3,7:34.0,,Portland full timeout,68,67
3,7:34.0,D. Schröder enters the game for T. Ferguson,,68,67
3,7:20.0,,Turnover by D. Lillard (bad pass),68,67
3,7:08.0,J. Grant misses 3-pt jump shot from 23 ft,,68,67
3,7:06.0,,Defensive rebound by M. Harkless,68,67
3,6:54.0,,D. Lillard makes 2-pt hook shot from 7 ft,68,69
3,6:37.0,R. Westbrook makes 2-pt layup at rim,,70,69
3,6:22.0,,D. Lillard misses 3-pt jump shot from 31 ft,70,69
3,6:19.0,Defensive rebound by R. Westbrook,,70,69
3,6:14.0,D. Schröder misses 3-pt jump shot from 23 ft,,70,69
3,6:12.0,,Defensive rebound by A. Aminu,70,69
3,6:05.0,,Offensive foul by A. Aminu (drawn by J. Grant),70,69
3,6:05.0,,Turnover by A. Aminu (offensive foul),70,69
3,6:05.0,M. Morris enters the game for P. George,,70,69
3,6:05.0,A. Nader enters the game for J. Grant,,70,69
3,6:05.0,,R. Hood enters the game for M. Harkless,70,69
3,5:52.0,D. Schröder misses 2-pt jump shot from 17 ft (block by C. McCollum),,70,69
3,5:50.0,,Defensive rebound by D. Lillard,70,69
3,5:50.0,,J. Layman enters the game for A. Aminu,70,69
3,5:42.0,,Personal foul by S. Adams (drawn by J. Nurkić),70,69
3,5:32.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by D. Lillard),70,72
3,5:18.0,M. Morris misses 2-pt jump shot from 15 ft,,70,72
3,5:16.0,,Defensive rebound by C. McCollum,70,72
3,5:07.0,,C. McCollum misses 3-pt jump shot from 23 ft,70,72
3,5:06.0,Defensive rebound by A. Nader,,70,72
3,4:56.0,S. Adams makes 2-pt jump shot from 6 ft (assist by D. Schröder),,72,72
3,4:34.0,,C. McCollum misses 3-pt jump shot from 25 ft,72,72
3,4:30.0,Defensive rebound by M. Morris,,72,72
3,4:24.0,D. Schröder makes 2-pt layup from 1 ft,,74,72
3,3:58.0,,R. Hood makes 3-pt jump shot from 25 ft,74,75
3,3:45.0,R. Westbrook makes 3-pt jump shot from 25 ft,,77,75
3,3:23.0,,D. Lillard makes 2-pt jump shot from 15 ft,77,77
3,3:09.0,R. Westbrook misses 3-pt jump shot from 24 ft,,77,77
3,3:07.0,,Defensive rebound by D. Lillard,77,77
3,2:59.0,,D. Lillard misses 3-pt jump shot from 26 ft,77,77
3,2:56.0,Defensive rebound by D. Schröder,,77,77
3,2:47.0,D. Schröder misses 2-pt jump shot from 15 ft,,77,77
3,2:43.0,Offensive rebound by S. Adams,,77,77
3,2:43.0,S. Adams makes 2-pt layup from 1 ft,,79,77
3,2:36.0,,Shooting foul by D. Schröder (drawn by C. McCollum),79,77
3,2:36.0,Oklahoma City full timeout,,79,77
3,2:36.0,P. George enters the game for S. Adams,,79,77
3,2:36.0,N. Noel enters the game for R. Westbrook,,79,77
3,2:36.0,,S. Curry enters the game for D. Lillard,79,77
3,2:36.0,,E. Freedom enters the game for J. Nurkić,79,77
3,2:36.0,,C. McCollum makes free throw 1 of 2,79,78
3,2:36.0,,C. McCollum makes free throw 2 of 2,79,79
3,2:25.0,Personal foul by J. Layman (drawn by M. Morris),,79,79
3,2:25.0,,A. Aminu enters the game for J. Layman,79,79
3,2:25.0,,D. Lillard enters the game for C. McCollum,79,79
3,2:18.0,N. Noel makes 2-pt dunk from 1 ft (assist by D. Schröder),,81,79
3,1:51.0,,R. Hood misses 2-pt dunk from 1 ft (block by N. Noel),81,79
3,1:49.0,Defensive rebound by P. George,,81,79
3,1:47.0,Personal take foul by S. Curry (drawn by P. George),,81,79
3,1:40.0,D. Schröder makes 2-pt jump shot from 5 ft,,83,79
3,1:24.0,,Personal foul by N. Noel (drawn by D. Lillard),83,79
3,1:24.0,,D. Lillard makes free throw 1 of 2,83,80
3,1:24.0,,D. Lillard makes free throw 2 of 2,83,81
3,1:09.0,Shooting foul by R. Hood (drawn by N. Noel),,83,81
3,1:09.0,N. Noel makes free throw 1 of 2,,84,81
3,1:09.0,N. Noel makes free throw 2 of 2,,85,81
3,0:50.0,,S. Curry makes 2-pt layup from 3 ft (assist by D. Lillard),85,83
3,0:34.0,A. Nader misses 3-pt jump shot from 24 ft,,85,83
3,0:32.0,,Defensive rebound by E. Freedom,85,83
3,0:09.0,,S. Curry misses 3-pt jump shot from 25 ft,85,83
3,0:06.0,Defensive rebound by N. Noel,,85,83
3,0:00.0,P. George misses 3-pt jump shot from 28 ft,,85,83
3,0:00.0,Offensive rebound by Team,,85,83
4,11:37.0,D. Schröder makes 2-pt jump shot from 9 ft,,87,83
4,11:15.0,,E. Freedom makes 2-pt layup from 2 ft,87,85
4,11:03.0,D. Schröder makes 2-pt jump shot from 13 ft,,89,85
4,10:38.0,,S. Curry makes 2-pt jump shot from 20 ft,89,87
4,10:28.0,D. Schröder misses 2-pt layup from 3 ft (block by E. Freedom),,89,87
4,10:28.0,Offensive rebound by Team,,89,87
4,10:17.0,A. Nader makes 2-pt layup from 2 ft (assist by P. George),,91,87
4,10:01.0,,D. Lillard misses 2-pt layup from 2 ft,91,87
4,9:59.0,Defensive rebound by M. Morris,,91,87
4,9:50.0,Turnover by P. George (lost ball; steal by R. Hood),,91,87
4,9:49.0,,Personal take foul by M. Morris (drawn by R. Hood),91,87
4,9:49.0,,C. McCollum enters the game for D. Lillard,91,87
4,9:44.0,,E. Freedom misses 2-pt layup from 2 ft,91,87
4,9:42.0,Defensive rebound by D. Schröder,,91,87
4,9:37.0,D. Schröder misses 3-pt jump shot from 26 ft,,91,87
4,9:36.0,Offensive rebound by P. George,,91,87
4,9:33.0,P. George makes 2-pt layup from 1 ft,,93,87
4,9:33.0,Shooting foul by C. McCollum (drawn by P. George),,93,87
4,9:33.0,P. George makes free throw 1 of 1,,94,87
4,9:22.0,,A. Aminu misses 3-pt jump shot from 25 ft,94,87
4,9:20.0,,Offensive rebound by E. Freedom,94,87
4,9:17.0,,Turnover by E. Freedom (lost ball; steal by P. George),94,87
4,9:13.0,M. Morris misses 3-pt jump shot from 23 ft,,94,87
4,9:08.0,,Defensive rebound by C. McCollum,94,87
4,9:04.0,,S. Curry misses 3-pt jump shot from 24 ft,94,87
4,9:01.0,Defensive rebound by D. Schröder,,94,87
4,8:51.0,D. Schröder misses 2-pt jump shot from 18 ft,,94,87
4,8:47.0,Offensive rebound by N. Noel,,94,87
4,8:47.0,N. Noel misses 2-pt jump shot from 7 ft,,94,87
4,8:44.0,Offensive rebound by M. Morris,,94,87
4,8:44.0,M. Morris misses 2-pt layup from 1 ft,,94,87
4,8:44.0,,Defensive rebound by A. Aminu,94,87
4,8:29.0,,Shooting foul by D. Schröder (drawn by R. Hood),94,87
4,8:29.0,,R. Hood makes free throw 1 of 2,94,88
4,8:29.0,R. Westbrook enters the game for P. George,,94,88
4,8:29.0,,J. Layman enters the game for A. Aminu,94,88
4,8:29.0,,D. Lillard enters the game for S. Curry,94,88
4,8:29.0,,J. Nurkić enters the game for E. Freedom,94,88
4,8:29.0,,R. Hood makes free throw 2 of 2,94,89
4,8:13.0,N. Noel misses 2-pt hook shot from 5 ft,,94,89
4,8:10.0,,Defensive rebound by C. McCollum,94,89
4,8:04.0,,C. McCollum makes 2-pt jump shot from 17 ft,94,91
4,7:46.0,R. Westbrook makes 2-pt jump shot from 10 ft,,96,91
4,7:29.0,,J. Layman misses 3-pt jump shot from 23 ft,96,91
4,7:25.0,Defensive rebound by D. Schröder,,96,91
4,7:20.0,R. Westbrook misses 2-pt layup from 2 ft,,96,91
