QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,MINNESOTA_ACTION,GOLDEN STATE_SCORE,MINNESOTA_SCORE
1,2:04.0,D. Green makes 2-pt jump shot from 20 ft (assist by K. Looney),,24,20
1,1:41.0,,G. Dieng misses 2-pt jump shot from 3 ft,24,20
1,1:38.0,Defensive rebound by K. Looney,,24,20
1,1:25.0,S. Curry makes 3-pt jump shot from 29 ft,,27,20
1,1:05.0,,G. Dieng makes 2-pt jump shot from 9 ft,27,22
1,0:53.0,S. Curry makes 3-pt jump shot from 22 ft (assist by D. Green),,30,22
1,0:42.0,,Personal foul by A. McKinnie (drawn by A. Tolliver),30,22
1,0:34.0,,A. Wiggins makes 2-pt jump shot from 6 ft,30,24
1,0:29.0,S. Curry misses 3-pt jump shot from 27 ft,,30,24
1,0:29.0,,Defensive rebound by G. Dieng,30,24
1,0:07.0,,A. Wiggins makes 3-pt jump shot from 25 ft,30,27
1,0:01.0,A. Iguodala makes 2-pt dunk from 1 ft,,32,27
1,0:00.0,,A. Wiggins misses 3-pt jump shot from 43 ft,32,27
1,0:00.0,,Offensive rebound by Team,32,27
2,11:50.0,Shooting foul by A. Wiggins (drawn by D. Cousins),,32,27
2,11:50.0,D. Cousins misses free throw 1 of 2,,32,27
2,11:50.0,Offensive rebound by Team,,32,27
2,11:50.0,,J. Okogie enters the game for A. Wiggins,32,27
2,11:50.0,D. Cousins makes free throw 2 of 2,,33,27
2,11:39.0,,Shooting foul by A. Iguodala (drawn by A. Tolliver),33,27
2,11:39.0,,A. Tolliver makes free throw 1 of 3,33,28
2,11:39.0,,A. Tolliver makes free throw 2 of 3,33,29
2,11:39.0,,A. Tolliver makes free throw 3 of 3,33,30
2,11:30.0,Personal foul by A. Tolliver (drawn by A. Iguodala),,33,30
2,11:24.0,Turnover by K. Thompson (lost ball; steal by G. Dieng),,33,30
2,11:19.0,,G. Dieng misses 2-pt layup from 3 ft (block by D. Cousins),33,30
2,11:17.0,,Offensive rebound by G. Dieng,33,30
2,11:16.0,,Turnover by G. Dieng (bad pass; steal by S. Livingston),33,30
2,11:13.0,A. Iguodala makes 2-pt layup from 2 ft (assist by S. Livingston),,35,30
2,10:54.0,,G. Dieng makes 2-pt dunk from 1 ft (assist by J. Bayless),35,32
2,10:40.0,Turnover by A. Iguodala (bad pass),,35,32
2,10:31.0,,Shooting foul by Q. Cook (drawn by J. Bayless),35,32
2,10:31.0,,J. Bayless makes free throw 1 of 2,35,33
2,10:31.0,,J. Bayless makes free throw 2 of 2,35,34
2,10:17.0,Q. Cook makes 2-pt jump shot from 16 ft,,37,34
2,9:55.0,,A. Tolliver misses 2-pt hook shot from 6 ft,37,34
2,9:55.0,Defensive rebound by Team,,37,34
2,9:40.0,D. Cousins misses 2-pt layup from 1 ft,,37,34
2,9:38.0,,Defensive rebound by A. Tolliver,37,34
2,9:31.0,,Shooting foul by K. Thompson (drawn by J. Okogie),37,34
2,9:31.0,,J. Okogie misses free throw 1 of 2,37,34
2,9:31.0,,Offensive rebound by Team,37,34
2,9:31.0,,J. Okogie makes free throw 2 of 2,37,35
2,9:20.0,Shooting foul by A. Tolliver (drawn by K. Thompson),,37,35
2,9:20.0,K. Thompson makes free throw 1 of 2,,38,35
2,9:20.0,K. Durant enters the game for A. Iguodala,,38,35
2,9:20.0,K. Thompson misses free throw 2 of 2,,38,35
2,9:18.0,,Defensive rebound by K. Bates-Diop,38,35
2,9:09.0,,K. Bates-Diop misses 2-pt layup from 1 ft,38,35
2,9:04.0,,Offensive rebound by K. Bates-Diop,38,35
2,9:04.0,,K. Bates-Diop misses 2-pt layup at rim,38,35
2,9:02.0,Defensive rebound by D. Cousins,,38,35
2,8:58.0,D. Cousins misses 3-pt jump shot from 26 ft,,38,35
2,8:57.0,,Defensive rebound by A. Tolliver,38,35
2,8:50.0,,A. Tolliver makes 3-pt jump shot from 26 ft (assist by J. Bayless),38,38
2,8:42.0,Golden State full timeout,,38,38
2,8:42.0,,K. Towns enters the game for G. Dieng,38,38
2,8:33.0,K. Thompson makes 2-pt jump shot from 7 ft (assist by S. Livingston),,40,38
2,8:16.0,,K. Towns misses 2-pt hook shot from 5 ft,40,38
2,8:14.0,Defensive rebound by Q. Cook,,40,38
2,8:08.0,Offensive foul by K. Thompson (drawn by J. Okogie),,40,38
2,8:08.0,Turnover by K. Thompson (offensive foul),,40,38
2,7:51.0,,J. Okogie makes 2-pt dunk from 1 ft (assist by K. Towns),40,40
2,7:37.0,S. Livingston makes 2-pt dunk at rim (assist by K. Thompson),,42,40
2,7:24.0,,K. Towns misses 2-pt layup from 1 ft,42,40
2,7:21.0,Defensive rebound by K. Durant,,42,40
2,7:15.0,K. Thompson makes 2-pt layup from 1 ft (assist by K. Durant),,44,40
2,7:05.0,,K. Towns misses 2-pt jump shot from 16 ft,44,40
2,7:02.0,Defensive rebound by K. Durant,,44,40
2,6:54.0,Shooting foul by K. Towns (drawn by D. Cousins),,44,40
2,6:54.0,D. Cousins makes free throw 1 of 2,,45,40
2,6:54.0,D. Cousins makes free throw 2 of 2,,46,40
2,6:41.0,,J. Bayless misses 2-pt jump shot from 19 ft,46,40
2,6:38.0,,Offensive rebound by K. Towns,46,40
2,6:38.0,,K. Towns makes 2-pt layup from 2 ft,46,42
2,6:21.0,K. Durant makes 2-pt dunk from 2 ft,,48,42
2,6:10.0,,Minnesota full timeout,48,42
2,6:10.0,S. Curry enters the game for Q. Cook,,48,42
2,6:10.0,D. Green enters the game for K. Thompson,,48,42
2,6:10.0,,T. Jones enters the game for K. Bates-Diop,48,42
2,6:10.0,,D. Šarić enters the game for J. Bayless,48,42
2,6:10.0,,A. Wiggins enters the game for A. Tolliver,48,42
2,5:51.0,,K. Towns misses 2-pt jump shot from 15 ft,48,42
2,5:49.0,Defensive rebound by S. Livingston,,48,42
2,5:27.0,D. Cousins misses 3-pt jump shot from 26 ft,,48,42
2,5:23.0,,Defensive rebound by A. Wiggins,48,42
2,5:08.0,,K. Towns makes 2-pt layup from 2 ft (assist by A. Wiggins),48,44
2,4:52.0,Personal foul by K. Towns (drawn by D. Cousins),,48,44
2,4:52.0,D. Cousins makes free throw 1 of 2,,49,44
2,4:52.0,K. Thompson enters the game for S. Livingston,,49,44
2,4:52.0,,G. Dieng enters the game for K. Towns,49,44
2,4:52.0,D. Cousins misses free throw 2 of 2,,49,44
2,4:49.0,,Defensive rebound by G. Dieng,49,44
2,4:40.0,,Personal foul by K. Durant (drawn by A. Wiggins),49,44
2,4:29.0,,T. Jones makes 2-pt jump shot from 8 ft,49,46
2,4:20.0,Personal foul by D. Šarić (drawn by K. Durant),,49,46
2,4:20.0,K. Durant makes free throw 1 of 2,,50,46
2,4:20.0,A. Iguodala enters the game for D. Cousins,,50,46
2,4:20.0,K. Durant makes free throw 2 of 2,,51,46
2,4:08.0,,T. Jones misses 2-pt jump shot from 20 ft,51,46
2,4:06.0,,Offensive rebound by D. Šarić,51,46
2,3:57.0,,Turnover by T. Jones (bad pass),51,46
2,3:48.0,S. Curry makes 3-pt jump shot from 27 ft (assist by K. Durant),,54,46
2,3:33.0,,A. Wiggins makes 3-pt jump shot from 25 ft,54,49
2,3:24.0,S. Curry makes 2-pt layup from 1 ft (assist by D. Green),,56,49
2,3:10.0,,A. Wiggins misses 3-pt jump shot from 25 ft,56,49
2,3:07.0,Defensive rebound by D. Green,,56,49
2,2:58.0,K. Durant misses 2-pt jump shot from 19 ft,,56,49
2,2:56.0,,Defensive rebound by D. Šarić,56,49
2,2:32.0,,G. Dieng misses 2-pt jump shot from 13 ft,56,49
2,2:30.0,Defensive rebound by K. Durant,,56,49
2,2:17.0,K. Durant misses 3-pt jump shot from 26 ft,,56,49
2,2:14.0,,Defensive rebound by J. Okogie,56,49
2,2:02.0,,J. Okogie misses 3-pt jump shot from 26 ft,56,49
2,1:59.0,,Offensive rebound by G. Dieng,56,49
2,1:57.0,,T. Jones makes 3-pt jump shot from 25 ft (assist by A. Wiggins),56,52
2,1:37.0,K. Durant makes 3-pt jump shot from 26 ft (assist by A. Iguodala),,59,52
2,1:26.0,,A. Wiggins misses 2-pt jump shot from 5 ft,59,52
2,1:25.0,,Offensive rebound by Team,59,52
2,1:25.0,,Turnover by A. Wiggins (traveling),59,52
2,1:15.0,K. Thompson makes 3-pt jump shot from 26 ft (assist by A. Iguodala),,62,52
2,0:55.0,,Turnover by T. Jones (bad pass; steal by D. Green),62,52
2,0:51.0,K. Thompson makes 3-pt jump shot from 26 ft (assist by S. Curry),,65,52
2,0:44.0,,Turnover by A. Wiggins (bad pass; steal by A. Iguodala),65,52
2,0:31.0,S. Curry makes 3-pt jump shot from 23 ft (assist by K. Durant),,68,52
2,0:09.0,,A. Wiggins makes 2-pt layup from 2 ft,68,54
2,0:01.0,S. Curry misses 3-pt jump shot from 28 ft,,68,54
2,0:01.0,,Defensive rebound by G. Dieng,68,54
3,11:39.0,D. Cousins makes 2-pt layup from 4 ft,,70,54
3,11:26.0,,K. Towns misses 3-pt jump shot from 25 ft,70,54
3,11:23.0,Defensive rebound by K. Thompson,,70,54
3,11:11.0,K. Thompson misses 2-pt layup from 2 ft,,70,54
3,11:09.0,,Defensive rebound by D. Šarić,70,54
3,10:58.0,,D. Šarić misses 2-pt jump shot from 3 ft,70,54
3,10:58.0,,Offensive rebound by Team,70,54
3,10:58.0,Loose ball foul by D. Cousins (drawn by K. Towns),,70,54
3,10:55.0,,A. Wiggins misses 3-pt jump shot from 27 ft,70,54
3,10:52.0,Defensive rebound by K. Thompson,,70,54
3,10:43.0,K. Durant makes 2-pt jump shot from 14 ft,,72,54
3,10:30.0,,Turnover by A. Wiggins (bad pass; steal by D. Cousins),72,54
3,10:25.0,Turnover by S. Curry (bad pass; steal by J. Okogie),,72,54
3,10:19.0,,D. Šarić misses 3-pt jump shot from 24 ft,72,54
3,10:16.0,Defensive rebound by K. Durant,,72,54
3,10:10.0,K. Thompson misses 3-pt jump shot from 27 ft,,72,54
3,10:06.0,,Defensive rebound by D. Šarić,72,54
3,10:00.0,,Offensive foul by K. Towns (drawn by D. Cousins),72,54
3,10:00.0,,Turnover by K. Towns (offensive foul),72,54
3,10:00.0,,G. Dieng enters the game for K. Towns,72,54
3,9:37.0,D. Cousins misses 2-pt jump shot from 19 ft,,72,54
3,9:34.0,,Defensive rebound by A. Wiggins,72,54
3,9:25.0,,A. Wiggins misses 2-pt jump shot from 19 ft,72,54
3,9:23.0,Defensive rebound by K. Durant,,72,54
3,9:14.0,S. Curry misses 3-pt jump shot from 25 ft,,72,54
3,9:13.0,,Loose ball foul by G. Dieng (drawn by D. Cousins),72,54
3,9:13.0,Offensive rebound by Team,,72,54
3,9:05.0,Shooting foul by G. Dieng (drawn by D. Cousins),,72,54
3,9:05.0,D. Cousins misses free throw 1 of 2,,72,54
3,9:05.0,Offensive rebound by Team,,72,54
3,9:05.0,D. Cousins makes free throw 2 of 2,,73,54
3,8:54.0,,D. Šarić makes 2-pt layup from 2 ft (assist by T. Jones),73,56
3,8:54.0,,Shooting foul by D. Green (drawn by D. Šarić),73,56
3,8:54.0,Technical foul by D. Green,,73,56
3,8:54.0,,T. Jones makes technical free throw,73,57
3,8:54.0,,D. Šarić makes free throw 1 of 1,73,58
3,8:35.0,Turnover by K. Thompson (lost ball; steal by J. Okogie),,73,58
3,8:17.0,,Shooting foul by K. Durant (drawn by J. Okogie),73,58
3,8:17.0,,J. Okogie makes free throw 1 of 2,73,59
3,8:17.0,,J. Okogie makes free throw 2 of 2,73,60
3,8:12.0,Offensive foul by D. Cousins (drawn by G. Dieng),,73,60
3,8:12.0,Turnover by D. Cousins (offensive foul),,73,60
3,8:01.0,,A. Wiggins makes 2-pt layup from 2 ft (assist by G. Dieng),73,62
3,8:01.0,Golden State full timeout,,73,62
3,7:52.0,K. Durant misses 2-pt layup from 2 ft,,73,62
3,7:50.0,,Defensive rebound by G. Dieng,73,62
3,7:31.0,,A. Wiggins misses 2-pt jump shot from 18 ft,73,62
3,7:27.0,,G. Dieng makes 2-pt layup from 1 ft,73,64
3,7:27.0,,Offensive rebound by G. Dieng,73,64
3,7:18.0,Shooting foul by J. Okogie (drawn by D. Cousins),,73,64
3,7:18.0,D. Cousins makes free throw 1 of 2,,74,64
3,7:18.0,D. Cousins makes free throw 2 of 2,,75,64
3,7:07.0,,G. Dieng makes 2-pt jump shot from 18 ft (assist by T. Jones),75,66
3,6:52.0,K. Durant misses 3-pt jump shot from 23 ft,,75,66
3,6:49.0,,Defensive rebound by J. Okogie,75,66
3,6:37.0,,D. Šarić misses 2-pt jump shot from 13 ft,75,66
3,6:33.0,Defensive rebound by D. Cousins,,75,66
3,6:29.0,K. Durant makes 2-pt jump shot from 4 ft,,77,66
3,6:29.0,Shooting foul by A. Wiggins (drawn by K. Durant),,77,66
3,6:29.0,K. Durant makes free throw 1 of 1,,78,66
3,6:16.0,,Turnover by A. Wiggins (traveling),78,66
3,6:00.0,Turnover by K. Durant (lost ball; steal by J. Okogie),,78,66
3,5:56.0,,J. Okogie misses 2-pt layup at rim,78,66
3,5:56.0,,Offensive rebound by Team,78,66
3,5:56.0,Loose ball foul by D. Cousins (drawn by J. Okogie),,78,66
3,5:46.0,,T. Jones makes 2-pt layup from 1 ft,78,68
3,5:35.0,Turnover by D. Cousins (bad pass; steal by G. Dieng),,78,68
3,5:29.0,,T. Jones misses 3-pt jump shot from 25 ft,78,68
3,5:25.0,,Offensive rebound by A. Wiggins,78,68
3,5:25.0,,A. Wiggins misses 2-pt layup from 1 ft,78,68
3,5:23.0,,Offensive rebound by A. Wiggins,78,68
3,5:23.0,,A. Wiggins makes 2-pt layup from 1 ft,78,70
3,5:22.0,Golden State full timeout,,78,70
3,5:22.0,K. Looney enters the game for D. Cousins,,78,70
3,5:06.0,K. Thompson misses 2-pt jump shot from 19 ft,,78,70
3,5:01.0,Offensive rebound by D. Green,,78,70
3,4:59.0,S. Curry misses 3-pt jump shot from 25 ft,,78,70
3,4:59.0,,Defensive rebound by J. Okogie,78,70
3,4:44.0,,A. Wiggins misses 2-pt jump shot from 16 ft,78,70
3,4:39.0,Defensive rebound by K. Durant,,78,70
3,4:37.0,Shooting foul by J. Okogie (drawn by K. Looney),,78,70
3,4:37.0,K. Looney makes free throw 1 of 2,,79,70
3,4:37.0,A. Iguodala enters the game for K. Thompson,,79,70
3,4:37.0,K. Looney makes free throw 2 of 2,,80,70
3,4:21.0,,G. Dieng makes 2-pt jump shot from 17 ft,80,72
3,4:08.0,Personal foul by D. Šarić (drawn by D. Green),,80,72
3,4:08.0,D. Green makes free throw 1 of 2,,81,72
3,4:08.0,D. Green makes free throw 2 of 2,,82,72
3,3:57.0,,Turnover by G. Dieng (lost ball; steal by K. Looney),82,72
3,3:46.0,Turnover by S. Curry (out of bounds lost ball),,82,72
3,3:46.0,,A. Tolliver enters the game for D. Šarić,82,72
3,3:33.0,,Turnover by A. Wiggins (lost ball; steal by A. Iguodala),82,72
3,3:30.0,Turnover by A. Iguodala (lost ball; steal by J. Okogie),,82,72
3,3:30.0,,Personal foul by A. Iguodala (drawn by J. Okogie),82,72
3,3:30.0,,J. Okogie makes free throw 1 of 2,82,73
3,3:30.0,,J. Okogie makes free throw 2 of 2,82,74
3,3:15.0,D. Green misses 3-pt jump shot from 25 ft,,82,74
3,3:13.0,,Defensive rebound by G. Dieng,82,74
3,3:03.0,,A. Wiggins misses 2-pt jump shot from 14 ft,82,74
3,2:58.0,Defensive rebound by K. Looney,,82,74
3,2:49.0,K. Durant misses 3-pt jump shot from 25 ft,,82,74
3,2:47.0,,Defensive rebound by Team,82,74
3,2:47.0,A. McKinnie enters the game for K. Durant,,82,74
3,2:30.0,,A. Wiggins makes 2-pt jump shot from 17 ft,82,76
3,2:16.0,S. Curry misses 3-pt jump shot from 24 ft,,82,76
3,2:13.0,,Defensive rebound by A. Wiggins,82,76
3,2:07.0,,J. Okogie makes 3-pt jump shot from 26 ft (assist by T. Jones),82,79
3,1:53.0,S. Curry misses 2-pt jump shot from 19 ft,,82,79
3,1:51.0,,Defensive rebound by A. Wiggins,82,79
3,1:45.0,,Shooting foul by K. Looney (drawn by A. Wiggins),82,79
3,1:45.0,,A. Wiggins misses free throw 1 of 2,82,79
3,1:45.0,,Offensive rebound by Team,82,79
3,1:45.0,,A. Wiggins makes free throw 2 of 2,82,80
3,1:30.0,K. Looney misses 2-pt layup from 2 ft,,82,80
3,1:23.0,Offensive rebound by K. Looney,,82,80
3,1:23.0,K. Looney makes 2-pt layup at rim,,84,80
3,1:11.0,,T. Jones makes 2-pt layup at rim,84,82
3,1:01.0,D. Green misses 3-pt jump shot from 25 ft,,84,82
3,0:58.0,,Defensive rebound by G. Dieng,84,82
3,0:47.0,,G. Dieng makes 2-pt jump shot from 17 ft (assist by T. Jones),84,84
3,0:38.0,S. Curry makes 2-pt layup from 2 ft,,86,84
3,0:32.0,,A. Wiggins misses 3-pt jump shot from 26 ft,86,84
3,0:32.0,Defensive rebound by Team,,86,84
3,0:10.0,Turnover by A. McKinnie (bad pass; steal by T. Jones),,86,84
3,0:07.0,,Shooting foul by S. Curry (drawn by T. Jones),86,84
3,0:07.0,,T. Jones makes free throw 1 of 2,86,85
3,0:07.0,K. Durant enters the game for K. Looney,,86,85
3,0:07.0,K. Thompson enters the game for A. McKinnie,,86,85
3,0:07.0,,K. Bates-Diop enters the game for G. Dieng,86,85
3,0:07.0,,C. Reynolds enters the game for A. Wiggins,86,85
3,0:07.0,,T. Jones makes free throw 2 of 2,86,86
3,0:02.0,K. Durant misses 3-pt jump shot from 29 ft,,86,86
3,0:02.0,,Defensive rebound by A. Tolliver,86,86
4,11:41.0,,A. Tolliver makes 3-pt jump shot from 27 ft (assist by C. Reynolds),86,89
4,11:22.0,K. Thompson misses 2-pt jump shot from 23 ft,,86,89
4,11:20.0,,Defensive rebound by K. Bates-Diop,86,89
4,11:10.0,,Shooting foul by D. Cousins (drawn by C. Reynolds),86,89
4,11:10.0,,C. Reynolds misses free throw 1 of 2,86,89
4,11:10.0,,Offensive rebound by Team,86,89
4,11:10.0,,C. Reynolds makes free throw 2 of 2,86,90
4,10:48.0,D. Cousins misses 2-pt layup from 2 ft,,86,90
4,10:40.0,Offensive rebound by D. Cousins,,86,90
4,10:40.0,D. Cousins makes 2-pt layup at rim,,88,90
4,10:35.0,,K. Bates-Diop misses 2-pt jump shot from 13 ft,88,90
4,10:33.0,Defensive rebound by D. Cousins,,88,90
4,10:18.0,A. Iguodala makes 3-pt jump shot from 23 ft (assist by K. Thompson),,91,90
4,10:00.0,,J. Bayless makes 2-pt jump shot from 19 ft,91,92
4,9:44.0,K. Thompson misses 2-pt jump shot from 13 ft,,91,92
4,9:40.0,Offensive rebound by A. Iguodala,,91,92
4,9:40.0,A. Iguodala misses 2-pt layup at rim,,91,92
4,9:39.0,,Defensive rebound by A. Tolliver,91,92
4,9:28.0,,C. Reynolds makes 3-pt jump shot from 27 ft (assist by A. Tolliver),91,95
4,9:08.0,D. Cousins misses 2-pt layup from 2 ft,,91,95
4,9:06.0,,Defensive rebound by K. Bates-Diop,91,95
4,9:01.0,,Shooting foul by S. Livingston (drawn by J. Bayless),91,95
4,9:01.0,,J. Bayless makes free throw 1 of 2,91,96
4,9:01.0,K. Durant enters the game for A. Iguodala,,91,96
4,9:01.0,,J. Bayless makes free throw 2 of 2,91,97
4,8:52.0,Shooting foul by A. Tolliver (drawn by D. Cousins),,91,97
4,8:52.0,D. Cousins makes free throw 1 of 2,,92,97
4,8:52.0,D. Cousins misses free throw 2 of 2,,92,97
4,8:50.0,,Defensive rebound by K. Towns,92,97
4,8:39.0,,A. Tolliver misses 3-pt jump shot from 25 ft,92,97
4,8:37.0,Defensive rebound by K. Durant,,92,97
4,8:20.0,Q. Cook makes 3-pt jump shot from 23 ft (assist by K. Durant),,95,97
4,7:54.0,,J. Bayless misses 3-pt jump shot from 24 ft,95,97
4,7:51.0,,Offensive rebound by C. Reynolds,95,97
4,7:48.0,,J. Bayless makes 3-pt jump shot from 25 ft (assist by C. Reynolds),95,100
4,7:23.0,K. Thompson misses 3-pt jump shot from 25 ft,,95,100
4,7:21.0,,Defensive rebound by A. Tolliver,95,100
4,7:08.0,,C. Reynolds misses 3-pt jump shot from 26 ft,95,100
4,7:07.0,,Offensive rebound by K. Towns,95,100
4,7:06.0,,Shooting foul by D. Cousins (drawn by K. Towns),95,100
4,7:06.0,A. Bogut enters the game for D. Cousins,,95,100
4,7:06.0,,K. Towns makes free throw 1 of 2,95,101
4,7:06.0,S. Curry enters the game for Q. Cook,,95,101
4,7:06.0,,A. Wiggins enters the game for K. Bates-Diop,95,101
4,7:06.0,,K. Towns makes free throw 2 of 2,95,102
4,6:49.0,,Minnesota full timeout,95,102
4,6:49.0,D. Green enters the game for K. Thompson,,95,102
4,6:49.0,Turnover by (5 sec),,95,102
4,6:40.0,,A. Tolliver misses 2-pt jump shot from 20 ft,95,102
4,6:37.0,Defensive rebound by A. Bogut,,95,102
4,6:32.0,K. Durant misses 3-pt jump shot from 25 ft,,95,102
4,6:28.0,,Defensive rebound by A. Tolliver,95,102
4,6:15.0,,J. Bayless makes 2-pt layup from 2 ft,95,104
4,5:50.0,D. Green misses 2-pt jump shot from 16 ft,,95,104
4,5:48.0,,Defensive rebound by K. Towns,95,104
4,5:39.0,,K. Towns misses 3-pt jump shot from 25 ft,95,104
4,5:37.0,Defensive rebound by K. Durant,,95,104
4,5:32.0,K. Durant makes 2-pt layup from 2 ft,,97,104
