QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,PORTLAND_ACTION,OKLAHOMA CITY_SCORE,PORTLAND_SCORE
4,5:50.0,,C. McCollum misses 2-pt jump shot from 17 ft,83,91
4,5:49.0,,Offensive rebound by C. McCollum,83,91
4,5:45.0,,C. McCollum misses 3-pt jump shot from 23 ft,83,91
4,5:41.0,Defensive rebound by P. George,,83,91
4,5:34.0,P. George makes 2-pt layup from 1 ft,,85,91
4,5:10.0,Violation by Team (kicked ball),,85,91
4,4:59.0,,D. Lillard misses 3-pt jump shot from 25 ft,85,91
4,4:56.0,Defensive rebound by D. Schröder,,85,91
4,4:51.0,Personal foul by D. Lillard (drawn by J. Grant),,85,91
4,4:51.0,,M. Harkless enters the game for E. Turner,85,91
4,4:41.0,J. Grant misses 3-pt jump shot from 25 ft,,85,91
4,4:38.0,,Defensive rebound by M. Harkless,85,91
4,4:20.0,,E. Freedom misses 2-pt hook shot from 3 ft,85,91
4,4:19.0,Defensive rebound by S. Adams,,85,91
4,4:11.0,D. Schröder misses 3-pt jump shot from 25 ft,,85,91
4,4:10.0,,Defensive rebound by C. McCollum,85,91
4,4:05.0,,Shooting foul by J. Grant (drawn by E. Freedom),85,91
4,4:05.0,,E. Freedom misses free throw 1 of 2,85,91
4,4:05.0,,Offensive rebound by Team,85,91
4,4:05.0,Oklahoma City full timeout,,85,91
4,4:05.0,,E. Freedom misses free throw 2 of 2,85,91
4,4:01.0,Defensive rebound by J. Grant,,85,91
4,3:51.0,R. Westbrook makes 2-pt layup from 2 ft,,87,91
4,3:33.0,,Shooting foul by P. George (drawn by D. Lillard),87,91
4,3:33.0,,D. Lillard makes free throw 1 of 2,87,92
4,3:33.0,,D. Lillard makes free throw 2 of 2,87,93
4,3:25.0,S. Adams makes 2-pt jump shot from 7 ft (assist by R. Westbrook),,89,93
4,3:03.0,,E. Freedom misses 2-pt layup from 1 ft,89,93
4,3:01.0,Defensive rebound by P. George,,89,93
4,2:47.0,J. Grant misses 3-pt jump shot from 23 ft,,89,93
4,2:45.0,Offensive rebound by S. Adams,,89,93
4,2:44.0,P. George makes 3-pt jump shot from 26 ft (assist by S. Adams),,92,93
4,2:23.0,,D. Lillard makes 3-pt jump shot from 30 ft,92,96
4,2:10.0,S. Adams misses 2-pt jump shot from 10 ft,,92,96
4,2:09.0,,Defensive rebound by Team,92,96
4,2:09.0,Loose ball foul by J. Grant (drawn by A. Aminu),,92,96
4,2:09.0,,A. Aminu makes free throw 1 of 2,92,97
4,2:09.0,,A. Aminu makes free throw 2 of 2,92,98
4,1:57.0,P. George misses 3-pt jump shot from 25 ft,,92,98
4,1:54.0,,Defensive rebound by M. Harkless,92,98
4,1:34.0,,M. Harkless misses 3-pt jump shot from 23 ft,92,98
4,1:31.0,,Offensive rebound by E. Freedom,92,98
4,1:18.0,,Turnover by D. Lillard (lost ball; steal by J. Grant),92,98
4,1:16.0,Shooting foul by M. Harkless (drawn by R. Westbrook),,92,98
4,1:16.0,R. Westbrook makes free throw 1 of 2,,93,98
4,1:16.0,R. Westbrook makes free throw 2 of 2,,94,98
4,0:53.0,,C. McCollum misses 2-pt jump shot from 16 ft,94,98
4,0:52.0,,Offensive rebound by E. Freedom,94,98
4,0:41.0,,A. Aminu misses 3-pt jump shot from 23 ft,94,98
4,0:38.0,Defensive rebound by R. Westbrook,,94,98
4,0:34.0,Turnover by S. Adams (bad pass; steal by D. Lillard),,94,98
4,0:17.0,,C. McCollum misses 2-pt layup from 1 ft (block by J. Grant),94,98
4,0:17.0,,Offensive rebound by Team,94,98
4,0:17.0,,Portland full timeout,94,98
4,0:11.0,,E. Freedom makes 2-pt layup from 2 ft,94,100
4,0:11.0,Oklahoma City full timeout,,94,100
4,0:11.0,T. Ferguson enters the game for D. Schröder,,94,100
4,0:11.0,,E. Turner enters the game for E. Freedom,94,100
4,0:08.0,P. George makes 3-pt jump shot from 27 ft (assist by T. Ferguson),,97,100
4,0:05.0,,Personal take foul by T. Ferguson (drawn by D. Lillard),97,100
4,0:05.0,,D. Lillard makes free throw 1 of 2,97,101
4,0:05.0,,D. Lillard makes free throw 2 of 2,97,102
4,0:05.0,Oklahoma City full timeout,,97,102
4,0:04.0,J. Grant makes 2-pt dunk from 1 ft (assist by T. Ferguson),,99,102
4,0:04.0,,Portland full timeout,99,102
4,0:04.0,,S. Curry enters the game for M. Harkless,99,102
4,0:01.0,,Personal take foul by P. George (drawn by D. Lillard),99,102
4,0:01.0,D. Schröder enters the game for P. George,,99,102
4,0:01.0,,D. Lillard makes free throw 1 of 2,99,103
4,0:01.0,,M. Harkless enters the game for S. Curry,99,103
4,0:01.0,,D. Lillard makes free throw 2 of 2,99,104
