QUARTER,TIME_REMAINING,TORONTO_ACTION,CLEVELAND_ACTION,TORONTO_SCORE,CLEVELAND_SCORE
1,1:21.0,S. Ibaka enters the game for P. Siakam,,19,19
1,1:21.0,C. Miles enters the game for F. VanVleet,,19,19
1,1:21.0,,R. Hood enters the game for C. Sexton,19,19
1,1:21.0,,L. Nance misses free throw 2 of 2,19,19
1,1:20.0,,Offensive rebound by Team,19,19
1,1:20.0,Loose ball foul by J. Valančiūnas (drawn by T. Thompson),,19,19
1,1:20.0,,T. Thompson makes free throw 1 of 2,19,20
1,1:20.0,,T. Thompson makes free throw 2 of 2,19,21
1,1:11.0,Personal foul by A. Burks (drawn by C. Miles),,19,21
1,1:03.0,S. Ibaka misses 2-pt hook shot from 7 ft,,19,21
1,1:01.0,Offensive rebound by Team,,19,21
1,0:56.0,C. Miles misses 2-pt jump shot from 12 ft,,19,21
1,0:55.0,Offensive rebound by Team,,19,21
1,0:48.0,J. Valančiūnas makes 2-pt hook shot from 6 ft,,21,21
1,0:32.0,,T. Thompson misses 2-pt jump shot from 8 ft,21,21
1,0:28.0,Defensive rebound by S. Ibaka,,21,21
1,0:19.0,O. Anunoby misses 3-pt jump shot from 26 ft,,21,21
1,0:17.0,,Defensive rebound by Team,21,21
1,0:01.0,,Turnover by J. Clarkson (lost ball; steal by D. Wright),21,21
2,11:42.0,O. Anunoby makes 2-pt layup from 3 ft (assist by C. Miles),,23,21
2,11:15.0,,Shooting foul by J. Valančiūnas (drawn by J. Clarkson),23,21
2,11:15.0,,J. Clarkson makes free throw 1 of 2,23,22
2,11:15.0,,J. Clarkson makes free throw 2 of 2,23,23
2,11:03.0,K. Leonard misses 2-pt jump shot from 9 ft,,23,23
2,11:00.0,,Defensive rebound by L. Nance,23,23
2,10:49.0,,R. Hood misses 2-pt jump shot from 7 ft,23,23
2,10:48.0,,Offensive rebound by L. Nance,23,23
2,10:48.0,,L. Nance misses 2-pt layup from 2 ft,23,23
2,10:48.0,Defensive rebound by J. Valančiūnas,,23,23
2,10:37.0,D. Wright misses 2-pt jump shot from 10 ft,,23,23
2,10:32.0,Offensive rebound by J. Valančiūnas,,23,23
2,10:31.0,Turnover by J. Valančiūnas (lost ball; steal by J. Clarkson),,23,23
2,10:26.0,,A. Burks misses 2-pt layup from 4 ft,23,23
2,10:22.0,Defensive rebound by J. Valančiūnas,,23,23
2,10:15.0,J. Valančiūnas misses 3-pt jump shot from 26 ft,,23,23
2,10:12.0,,Defensive rebound by A. Burks,23,23
2,9:59.0,,A. Burks misses 3-pt jump shot from 24 ft,23,23
2,9:56.0,Defensive rebound by O. Anunoby,,23,23
2,9:41.0,J. Valančiūnas makes 2-pt layup from 2 ft (assist by O. Anunoby),,25,23
2,9:22.0,,J. Clarkson makes 2-pt jump shot from 19 ft (assist by T. Thompson),25,25
2,9:08.0,Personal foul by A. Burks (drawn by C. Miles),,25,25
2,9:03.0,Shooting foul by T. Thompson (drawn by K. Leonard),,25,25
2,9:03.0,K. Leonard makes free throw 1 of 2,,26,25
2,9:03.0,,C. Osman enters the game for L. Nance,26,25
2,9:03.0,K. Leonard makes free throw 2 of 2,,27,25
2,8:45.0,,J. Clarkson misses 3-pt jump shot from 26 ft,27,25
2,8:42.0,Defensive rebound by D. Wright,,27,25
2,8:31.0,C. Miles misses 3-pt jump shot from 30 ft,,27,25
2,8:28.0,,Defensive rebound by C. Osman,27,25
2,8:24.0,,Turnover by C. Osman (traveling),27,25
2,8:12.0,K. Leonard misses 2-pt jump shot from 18 ft,,27,25
2,8:10.0,,Defensive rebound by R. Hood,27,25
2,8:07.0,,Turnover by A. Burks (bad pass; steal by D. Wright),27,25
2,7:58.0,D. Wright misses 2-pt layup at rim,,27,25
2,7:56.0,,Defensive rebound by C. Osman,27,25
2,7:52.0,,A. Burks misses 2-pt jump shot at rim (block by K. Leonard),27,25
2,7:52.0,,Offensive rebound by Team,27,25
2,7:52.0,,C. Sexton enters the game for A. Burks,27,25
2,7:35.0,,Turnover by R. Hood (bad pass; steal by C. Miles),27,25
2,7:29.0,C. Miles misses 3-pt jump shot from 26 ft,,27,25
2,7:25.0,,Defensive rebound by T. Thompson,27,25
2,7:09.0,,Turnover by C. Sexton (traveling),27,25
2,7:09.0,Toronto full timeout,,27,25
2,7:09.0,D. Green enters the game for O. Anunoby,,27,25
2,7:09.0,S. Ibaka enters the game for K. Leonard,,27,25
2,7:09.0,P. Siakam enters the game for J. Valančiūnas,,27,25
2,7:09.0,,G. Hill enters the game for J. Clarkson,27,25
2,6:50.0,P. Siakam makes 2-pt hook shot from 11 ft,,29,25
2,6:50.0,Personal foul by R. Hood (drawn by P. Siakam),,29,25
2,6:50.0,P. Siakam makes free throw 1 of 1,,30,25
2,6:31.0,,C. Sexton makes 2-pt layup from 2 ft,30,27
2,6:22.0,S. Ibaka misses 2-pt layup from 6 ft,,30,27
2,6:20.0,,Defensive rebound by T. Thompson,30,27
2,6:17.0,,C. Sexton misses 2-pt jump shot from 17 ft,30,27
2,6:13.0,Defensive rebound by C. Miles,,30,27
2,6:13.0,Personal foul by C. Sexton (drawn by P. Siakam),,30,27
2,6:13.0,,L. Nance enters the game for T. Thompson,30,27
2,6:04.0,D. Wright makes 2-pt layup from 3 ft,,32,27
2,5:44.0,,Def 3 sec tech foul by Team,32,27
2,5:44.0,,R. Hood makes technical free throw,32,28
2,5:33.0,,Shooting foul by S. Ibaka (drawn by C. Osman),32,28
2,5:33.0,,C. Osman makes free throw 1 of 2,32,29
2,5:33.0,K. Leonard enters the game for C. Miles,,32,29
2,5:33.0,F. VanVleet enters the game for D. Wright,,32,29
2,5:33.0,,C. Osman makes free throw 2 of 2,32,30
2,5:18.0,S. Ibaka makes 2-pt dunk from 1 ft (assist by F. VanVleet),,34,30
2,4:56.0,,C. Osman misses 3-pt jump shot from 25 ft,34,30
2,4:53.0,Defensive rebound by P. Siakam,,34,30
2,4:49.0,Shooting foul by G. Hill (drawn by S. Ibaka),,34,30
2,4:49.0,S. Ibaka makes free throw 1 of 2,,35,30
2,4:49.0,S. Ibaka makes free throw 2 of 2,,36,30
2,4:33.0,,C. Sexton misses 2-pt layup from 3 ft,36,30
2,4:30.0,Defensive rebound by S. Ibaka,,36,30
2,4:27.0,K. Leonard makes 3-pt jump shot from 26 ft,,39,30
2,4:07.0,,C. Osman makes 2-pt layup from 1 ft (assist by R. Hood),39,32
2,4:07.0,,Shooting foul by K. Leonard (drawn by C. Osman),39,32
2,4:07.0,,C. Osman makes free throw 1 of 1,39,33
2,3:56.0,D. Green misses 3-pt jump shot from 26 ft,,39,33
2,3:52.0,,Defensive rebound by G. Hill,39,33
2,3:33.0,,Turnover by L. Nance (bad pass),39,33
2,3:18.0,Personal foul by C. Osman (drawn by K. Leonard),,39,33
2,3:18.0,K. Leonard makes free throw 1 of 2,,40,33
2,3:18.0,K. Leonard makes free throw 2 of 2,,41,33
2,3:03.0,,Turnover by C. Sexton (bad pass; steal by K. Leonard),41,33
2,2:53.0,K. Leonard makes 3-pt jump shot from 27 ft (assist by S. Ibaka),,44,33
2,2:26.0,,G. Hill misses 2-pt jump shot from 22 ft,44,33
2,2:25.0,Defensive rebound by Team,,44,33
2,2:25.0,,Cleveland full timeout,44,33
2,2:08.0,K. Leonard makes 2-pt jump shot from 14 ft,,46,33
2,2:08.0,Shooting foul by L. Nance (drawn by K. Leonard),,46,33
2,2:08.0,K. Leonard makes free throw 1 of 1,,47,33
2,2:00.0,,Personal foul by K. Leonard (drawn by R. Hood),47,33
2,2:00.0,,T. Thompson enters the game for L. Nance,47,33
2,1:54.0,,C. Sexton makes 2-pt jump shot from 16 ft (assist by T. Thompson),47,35
2,1:41.0,K. Leonard misses 3-pt jump shot from 25 ft,,47,35
2,1:38.0,,Defensive rebound by C. Sexton,47,35
2,1:35.0,,Personal foul by P. Siakam (drawn by R. Hood),47,35
2,1:35.0,,R. Hood makes free throw 1 of 2,47,36
2,1:35.0,O. Anunoby enters the game for K. Leonard,,47,36
2,1:35.0,D. Wright enters the game for F. VanVleet,,47,36
2,1:35.0,,R. Hood misses free throw 2 of 2,47,36
2,1:32.0,Defensive rebound by S. Ibaka,,47,36
2,1:09.0,Turnover by P. Siakam (bad pass; steal by C. Osman),,47,36
2,0:58.0,,T. Thompson makes 2-pt jump shot from 6 ft (assist by C. Sexton),47,38
2,0:39.0,Turnover by D. Green (bad pass; steal by R. Hood),,47,38
2,0:36.0,,G. Hill makes 2-pt layup from 1 ft (assist by C. Osman),47,40
2,0:26.0,D. Wright misses 3-pt jump shot from 26 ft,,47,40
2,0:22.0,,Defensive rebound by C. Osman,47,40
2,0:02.0,,C. Sexton misses 2-pt jump shot from 19 ft,47,40
2,0:02.0,,Offensive rebound by Team,47,40
3,11:41.0,D. Green makes 2-pt jump shot from 15 ft,,49,40
3,11:21.0,,C. Osman misses 3-pt jump shot from 26 ft,49,40
3,11:18.0,Defensive rebound by D. Green,,49,40
3,11:15.0,Offensive foul by S. Ibaka (drawn by C. Sexton),,49,40
3,11:15.0,Turnover by S. Ibaka (offensive foul),,49,40
3,11:02.0,,G. Hill misses 3-pt jump shot from 26 ft,49,40
3,10:59.0,Defensive rebound by K. Leonard,,49,40
3,10:51.0,K. Leonard misses 3-pt jump shot from 25 ft,,49,40
3,10:48.0,,Defensive rebound by R. Hood,49,40
3,10:34.0,,C. Osman misses 2-pt jump shot from 16 ft,49,40
3,10:30.0,Defensive rebound by D. Green,,49,40
3,10:25.0,P. Siakam makes 2-pt jump shot from 7 ft,,51,40
3,10:25.0,Shooting foul by C. Osman (drawn by P. Siakam),,51,40
3,10:25.0,P. Siakam misses free throw 1 of 1,,51,40
3,10:25.0,,Defensive rebound by T. Thompson,51,40
3,10:15.0,,C. Osman misses 3-pt jump shot from 26 ft,51,40
3,10:11.0,Defensive rebound by D. Green,,51,40
3,10:03.0,D. Green misses 2-pt jump shot from 21 ft,,51,40
3,9:58.0,,Defensive rebound by T. Thompson,51,40
3,9:43.0,,C. Sexton makes 2-pt jump shot from 19 ft,51,42
3,9:34.0,Turnover by F. VanVleet (back court),,51,42
3,9:16.0,,T. Thompson misses 2-pt layup from 4 ft,51,42
3,9:15.0,,Offensive rebound by T. Thompson,51,42
3,9:15.0,,T. Thompson misses 2-pt layup at rim (block by D. Green),51,42
3,9:15.0,,Offensive rebound by T. Thompson,51,42
3,9:15.0,,Shooting foul by D. Green (drawn by T. Thompson),51,42
3,9:15.0,,T. Thompson makes free throw 1 of 2,51,43
3,9:15.0,,T. Thompson makes free throw 2 of 2,51,44
3,8:59.0,K. Leonard misses 3-pt jump shot from 24 ft,,51,44
3,8:55.0,,Defensive rebound by T. Thompson,51,44
3,8:50.0,,R. Hood makes 3-pt jump shot from 23 ft (assist by C. Osman),51,47
3,8:34.0,F. VanVleet makes 2-pt jump shot from 19 ft,,53,47
3,8:16.0,,G. Hill makes 3-pt jump shot from 27 ft (assist by R. Hood),53,50
3,7:59.0,D. Green makes 3-pt jump shot from 22 ft (assist by P. Siakam),,56,50
3,7:36.0,,T. Thompson misses 2-pt dunk from 7 ft,56,50
3,7:33.0,Defensive rebound by K. Leonard,,56,50
3,7:33.0,K. Leonard makes 2-pt layup from 1 ft,,58,50
3,7:33.0,Shooting foul by C. Sexton (drawn by K. Leonard),,58,50
3,7:33.0,K. Leonard makes free throw 1 of 1,,59,50
3,7:12.0,,C. Sexton misses 2-pt jump shot from 18 ft,59,50
3,7:08.0,Defensive rebound by S. Ibaka,,59,50
3,6:59.0,Personal foul by C. Osman (drawn by F. VanVleet),,59,50
3,6:59.0,,Cleveland full timeout,59,50
3,6:49.0,P. Siakam makes 2-pt layup from 1 ft,,61,50
3,6:31.0,,G. Hill makes 2-pt jump shot from 18 ft,61,52
3,6:15.0,P. Siakam makes 2-pt jump shot from 8 ft,,63,52
3,5:59.0,,C. Sexton misses 3-pt jump shot from 26 ft,63,52
3,5:58.0,Defensive rebound by Team,,63,52
3,5:39.0,S. Ibaka misses 2-pt hook shot from 7 ft,,63,52
3,5:36.0,Offensive rebound by S. Ibaka,,63,52
3,5:34.0,S. Ibaka makes 2-pt jump shot from 10 ft,,65,52
3,5:15.0,,Shooting foul by F. VanVleet (drawn by G. Hill),65,52
3,5:15.0,,G. Hill misses free throw 1 of 2,65,52
3,5:15.0,,Offensive rebound by Team,65,52
3,5:15.0,,L. Nance enters the game for C. Osman,65,52
3,5:15.0,,G. Hill makes free throw 2 of 2,65,53
3,5:08.0,Personal foul by C. Sexton (drawn by P. Siakam),,65,53
3,5:08.0,,J. Clarkson enters the game for G. Hill,65,53
3,5:00.0,F. VanVleet misses 3-pt jump shot from 25 ft,,65,53
3,4:56.0,,Defensive rebound by T. Thompson,65,53
3,4:48.0,,R. Hood misses 2-pt jump shot from 13 ft,65,53
3,4:46.0,,Offensive rebound by T. Thompson,65,53
3,4:37.0,,L. Nance misses 3-pt jump shot from 24 ft,65,53
3,4:34.0,Defensive rebound by K. Leonard,,65,53
3,4:30.0,S. Ibaka misses 3-pt jump shot from 26 ft,,65,53
3,4:26.0,Offensive rebound by D. Green,,65,53
3,4:25.0,D. Green makes 2-pt layup from 1 ft,,67,53
3,4:14.0,,C. Sexton misses 2-pt jump shot from 12 ft,67,53
3,4:12.0,Defensive rebound by F. VanVleet,,67,53
3,4:08.0,K. Leonard makes 3-pt jump shot from 25 ft (assist by P. Siakam),,70,53
3,4:06.0,,Cleveland full timeout,70,53
3,4:06.0,J. Valančiūnas enters the game for S. Ibaka,,70,53
3,4:06.0,,A. Burks enters the game for R. Hood,70,53
3,4:06.0,,C. Osman enters the game for C. Sexton,70,53
3,3:49.0,,J. Clarkson misses 2-pt jump shot from 20 ft,70,53
3,3:47.0,Defensive rebound by K. Leonard,,70,53
3,3:35.0,P. Siakam makes 2-pt layup from 1 ft (assist by K. Leonard),,72,53
3,3:22.0,,Turnover by A. Burks (out of bounds lost ball),72,53
3,3:07.0,F. VanVleet misses 3-pt jump shot from 26 ft,,72,53
3,3:05.0,,Defensive rebound by C. Osman,72,53
3,2:52.0,,C. Osman misses 2-pt layup from 2 ft,72,53
3,2:52.0,,Offensive rebound by T. Thompson,72,53
3,2:52.0,,T. Thompson misses 2-pt layup at rim,72,53
3,2:51.0,Defensive rebound by K. Leonard,,72,53
3,2:51.0,O. Anunoby enters the game for D. Green,,72,53
3,2:51.0,D. Wright enters the game for K. Leonard,,72,53
3,2:37.0,Shooting foul by T. Thompson (drawn by F. VanVleet),,72,53
3,2:37.0,F. VanVleet makes free throw 1 of 2,,73,53
3,2:37.0,F. VanVleet makes free throw 2 of 2,,74,53
3,2:18.0,,J. Clarkson makes 2-pt jump shot from 11 ft,74,55
3,1:58.0,P. Siakam misses 3-pt jump shot from 26 ft,,74,55
3,1:55.0,,Defensive rebound by T. Thompson,74,55
3,1:48.0,,J. Clarkson makes 2-pt jump shot from 12 ft,74,57
3,1:29.0,F. VanVleet misses 2-pt layup from 3 ft,,74,57
3,1:26.0,,Defensive rebound by A. Burks,74,57
3,1:15.0,,A. Burks makes 2-pt layup from 1 ft,74,59
3,1:15.0,Toronto full timeout,,74,59
3,1:15.0,C. Miles enters the game for P. Siakam,,74,59
3,1:06.0,Personal foul by J. Clarkson (drawn by F. VanVleet),,74,59
3,1:06.0,F. VanVleet makes free throw 1 of 2,,75,59
3,1:06.0,F. VanVleet makes free throw 2 of 2,,76,59
3,0:45.0,,J. Clarkson misses 3-pt jump shot from 24 ft,76,59
3,0:42.0,,Offensive rebound by J. Clarkson,76,59
3,0:41.0,,C. Osman makes 3-pt jump shot from 26 ft (assist by J. Clarkson),76,62
3,0:36.0,Personal foul by J. Clarkson (drawn by J. Valančiūnas),,76,62
3,0:36.0,J. Valančiūnas makes free throw 1 of 2,,77,62
3,0:36.0,J. Valančiūnas misses free throw 2 of 2,,77,62
3,0:34.0,,Defensive rebound by T. Thompson,77,62
3,0:25.0,,A. Burks makes 2-pt jump shot from 7 ft,77,64
3,0:08.0,F. VanVleet misses 3-pt jump shot from 25 ft,,77,64
3,0:06.0,,Defensive rebound by A. Burks,77,64
3,0:06.0,Loose ball foul by J. Valančiūnas (drawn by A. Burks),,77,64
3,0:06.0,Technical foul by J. Valančiūnas,,77,64
3,0:06.0,,J. Clarkson makes technical free throw,77,65
3,0:00.0,,C. Osman misses 2-pt jump shot from 14 ft,77,65
3,0:00.0,,Offensive rebound by T. Thompson,77,65
3,0:00.0,,T. Thompson makes 2-pt layup at rim,77,67
4,11:39.0,,A. Burks makes 2-pt layup from 1 ft,77,69
4,11:25.0,O. Anunoby makes 2-pt jump shot from 18 ft,,79,69
4,11:06.0,,J. Clarkson misses 2-pt jump shot from 10 ft,79,69
4,11:04.0,Defensive rebound by O. Anunoby,,79,69
4,11:00.0,K. Leonard misses 3-pt jump shot from 22 ft,,79,69
4,10:57.0,,Defensive rebound by C. Frye,79,69
4,10:45.0,,A. Burks makes 2-pt layup from 2 ft (assist by J. Clarkson),79,71
4,10:29.0,J. Valančiūnas misses 2-pt jump shot from 8 ft,,79,71
4,10:27.0,,Defensive rebound by C. Frye,79,71
4,10:21.0,,Personal foul by D. Wright (drawn by J. Clarkson),79,71
4,10:11.0,,Shooting foul by O. Anunoby (drawn by R. Hood),79,71
4,10:11.0,,R. Hood makes free throw 1 of 2,79,72
4,10:11.0,,R. Hood makes free throw 2 of 2,79,73
4,9:51.0,C. Miles makes 2-pt jump shot from 19 ft (assist by D. Wright),,81,73
4,9:27.0,,A. Burks misses 2-pt layup from 9 ft (block by K. Leonard),81,73
4,9:26.0,Defensive rebound by K. Leonard,,81,73
4,9:20.0,Shooting foul by L. Nance (drawn by O. Anunoby),,81,73
4,9:20.0,O. Anunoby misses free throw 1 of 2,,81,73
4,9:20.0,Offensive rebound by Team,,81,73
4,9:20.0,O. Anunoby makes free throw 2 of 2,,82,73
4,9:09.0,,J. Clarkson makes 2-pt jump shot from 8 ft,82,75
4,8:53.0,K. Leonard makes 2-pt layup from 1 ft,,84,75
4,8:53.0,Shooting foul by C. Frye (drawn by K. Leonard),,84,75
4,8:53.0,K. Leonard makes free throw 1 of 1,,85,75
4,8:40.0,,R. Hood misses 2-pt jump shot from 20 ft,85,75
4,8:35.0,Defensive rebound by O. Anunoby,,85,75
4,8:32.0,Offensive foul by J. Valančiūnas (drawn by L. Nance),,85,75
4,8:32.0,Turnover by J. Valančiūnas (offensive foul),,85,75
4,8:32.0,,T. Thompson enters the game for C. Frye,85,75
4,8:17.0,,J. Clarkson misses 2-pt layup from 7 ft (block by J. Valančiūnas),85,75
4,8:17.0,Defensive rebound by K. Leonard,,85,75
4,8:17.0,Personal foul by T. Thompson (drawn by K. Leonard),,85,75
4,7:55.0,K. Leonard makes 2-pt hook shot from 6 ft,,87,75
4,7:31.0,,J. Clarkson makes 3-pt jump shot from 26 ft (assist by L. Nance),87,78
4,7:11.0,Personal foul by T. Thompson (drawn by J. Valančiūnas),,87,78
4,7:03.0,K. Leonard makes 2-pt jump shot from 16 ft,,89,78
4,6:35.0,,J. Clarkson makes 2-pt jump shot from 23 ft,89,80
4,6:23.0,Toronto full timeout,,89,80
4,6:23.0,D. Green enters the game for C. Miles,,89,80
4,6:23.0,S. Ibaka enters the game for J. Valančiūnas,,89,80
4,6:23.0,F. VanVleet enters the game for D. Wright,,89,80
4,6:23.0,,C. Osman enters the game for L. Nance,89,80
4,6:16.0,D. Green makes 3-pt jump shot from 26 ft (assist by F. VanVleet),,92,80
4,5:54.0,,J. Clarkson makes 2-pt jump shot from 17 ft,92,82
4,5:36.0,K. Leonard makes 2-pt layup from 1 ft,,94,82
4,5:15.0,,T. Thompson makes 2-pt hook shot from 9 ft,94,84
4,4:50.0,K. Leonard misses 3-pt jump shot from 25 ft,,94,84
4,4:50.0,Offensive rebound by Team,,94,84
4,4:49.0,Turnover by Team (shot clock),,94,84
4,4:49.0,P. Siakam enters the game for O. Anunoby,,94,84
4,4:30.0,,A. Burks misses 2-pt layup from 3 ft,94,84
4,4:26.0,,Offensive rebound by T. Thompson,94,84
4,4:26.0,,T. Thompson makes 2-pt layup at rim,94,86
4,4:17.0,Shooting foul by R. Hood (drawn by P. Siakam),,94,86
4,4:17.0,P. Siakam makes free throw 1 of 2,,95,86
4,4:17.0,P. Siakam makes free throw 2 of 2,,96,86
4,3:58.0,,J. Clarkson misses 3-pt jump shot from 25 ft,96,86
4,3:54.0,Defensive rebound by P. Siakam,,96,86
4,3:41.0,Turnover by P. Siakam (bad pass; steal by A. Burks),,96,86
4,3:31.0,,A. Burks makes 3-pt jump shot from 27 ft (assist by T. Thompson),96,89
4,3:29.0,Toronto full timeout,,96,89
4,3:07.0,F. VanVleet makes 2-pt layup from 1 ft,,98,89
4,2:53.0,,Turnover by C. Osman (lost ball),98,89
4,2:53.0,,Loose ball foul by C. Osman (drawn by K. Leonard),98,89
4,2:53.0,K. Leonard makes free throw 1 of 2,,99,89
4,2:53.0,K. Leonard makes free throw 2 of 2,,100,89
4,2:34.0,,A. Burks misses 3-pt jump shot from 27 ft,100,89
4,2:31.0,,Offensive rebound by T. Thompson,100,89
4,2:30.0,,Shooting foul by P. Siakam (drawn by A. Burks),100,89
4,2:30.0,,A. Burks makes free throw 1 of 2,100,90
4,2:30.0,,A. Burks makes free throw 2 of 2,100,91
4,2:08.0,F. VanVleet makes 3-pt jump shot from 28 ft (assist by P. Siakam),,103,91
4,1:52.0,,R. Hood misses 2-pt jump shot from 19 ft,103,91
4,1:52.0,,Offensive rebound by Team,103,91
