QUARTER,TIME_REMAINING,UTAH_ACTION,DENVER_ACTION,UTAH_SCORE,DENVER_SCORE
1,5:38.0,D. Mitchell misses 3-pt jump shot from 23 ft,,9,10
1,5:36.0,,Defensive rebound by Team,9,10
1,5:13.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by N. Jokić),9,12
1,5:03.0,Offensive foul by D. Mitchell (drawn by J. Murray),,9,12
1,5:03.0,Turnover by D. Mitchell (offensive foul),,9,12
1,5:03.0,G. Allen enters the game for R. O'Neale,,9,12
1,4:50.0,,Personal foul by K. Korver (drawn by N. Jokić),9,12
1,4:42.0,,W. Barton misses 2-pt layup from 2 ft,9,12
1,4:40.0,,Offensive rebound by W. Barton,9,12
1,4:40.0,,W. Barton misses 2-pt layup at rim,9,12
1,4:40.0,,Offensive rebound by M. Plumlee,9,12
1,4:36.0,,M. Beasley misses 3-pt jump shot from 25 ft,9,12
1,4:33.0,,Offensive rebound by N. Jokić,9,12
1,4:30.0,,M. Plumlee misses 2-pt hook shot from 2 ft,9,12
1,4:27.0,Defensive rebound by D. Mitchell,,9,12
1,4:16.0,Turnover by D. Mitchell (bad pass),,9,12
1,4:16.0,,G. Harris enters the game for M. Beasley,9,12
1,4:16.0,,M. Morris enters the game for J. Murray,9,12
1,4:04.0,,G. Harris makes 2-pt dunk at rim (assist by M. Plumlee),9,14
1,3:37.0,J. Crowder misses 3-pt jump shot from 25 ft,,9,14
1,3:36.0,,Defensive rebound by W. Barton,9,14
1,3:31.0,,W. Barton makes 2-pt jump shot from 3 ft,9,16
1,3:31.0,Utah full timeout,,9,16
1,3:31.0,D. Favors enters the game for R. Gobert,,9,16
1,3:31.0,J. Ingles enters the game for D. Mitchell,,9,16
1,3:08.0,J. Crowder misses 2-pt jump shot from 20 ft,,9,16
1,3:05.0,Offensive rebound by D. Favors,,9,16
1,2:59.0,K. Korver makes 3-pt jump shot from 24 ft (assist by J. Crowder),,12,16
1,2:41.0,,M. Morris makes 2-pt layup from 4 ft (assist by G. Harris),12,18
1,2:33.0,J. Ingles misses 3-pt jump shot from 25 ft,,12,18
1,2:29.0,,Defensive rebound by W. Barton,12,18
1,2:15.0,,N. Jokić misses 2-pt hook shot from 6 ft,12,18
1,2:12.0,,Offensive rebound by N. Jokić,12,18
1,2:11.0,,Turnover by N. Jokić (bad pass; steal by D. Favors),12,18
1,2:07.0,G. Allen misses 2-pt dunk from 1 ft (block by W. Barton),,12,18
1,2:05.0,,Defensive rebound by G. Harris,12,18
1,2:04.0,,G. Harris misses 3-pt jump shot from 24 ft,12,18
1,1:59.0,Defensive rebound by D. Favors,,12,18
1,1:44.0,K. Korver misses 3-pt jump shot from 25 ft,,12,18
1,1:38.0,Offensive rebound by D. Favors,,12,18
1,1:38.0,D. Favors makes 2-pt dunk from 1 ft,,14,18
1,1:15.0,,Turnover by M. Plumlee (bad pass; steal by K. Korver),14,18
1,0:58.0,J. Ingles misses 3-pt jump shot from 25 ft,,14,18
1,0:55.0,Offensive rebound by J. Crowder,,14,18
1,0:52.0,J. Ingles makes 3-pt jump shot from 23 ft (assist by K. Korver),,17,18
1,0:51.0,,Denver full timeout,17,18
1,0:51.0,R. O'Neale enters the game for G. Allen,,17,18
1,0:51.0,,P. Millsap enters the game for W. Barton,17,18
1,0:51.0,,I. Thomas enters the game for N. Jokić,17,18
1,0:33.0,,G. Harris makes 2-pt jump shot from 22 ft (assist by M. Plumlee),17,20
1,0:17.0,J. Crowder misses 3-pt jump shot from 24 ft,,17,20
1,0:14.0,Offensive rebound by D. Favors,,17,20
1,0:14.0,D. Favors makes 2-pt hook shot from 2 ft,,19,20
1,0:02.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by M. Morris),19,22
1,0:01.0,R. O'Neale misses 3-pt jump shot from 43 ft,,19,22
1,0:00.0,Offensive rebound by Team,,19,22
2,11:42.0,K. Korver makes 3-pt jump shot from 22 ft (assist by D. Favors),,22,22
2,11:25.0,,Turnover by I. Thomas (lost ball; steal by J. Ingles),22,22
2,11:19.0,J. Crowder misses 2-pt layup from 2 ft,,22,22
2,11:17.0,,Defensive rebound by M. Plumlee,22,22
2,11:14.0,,I. Thomas misses 3-pt jump shot from 23 ft,22,22
2,11:11.0,Defensive rebound by K. Korver,,22,22
2,11:07.0,Turnover by K. Korver (lost ball; steal by M. Plumlee),,22,22
2,11:07.0,,Turnover by M. Plumlee (bad pass),22,22
2,10:53.0,K. Korver misses 2-pt jump shot from 11 ft,,22,22
2,10:51.0,,Defensive rebound by M. Plumlee,22,22
2,10:48.0,,M. Morris misses 2-pt jump shot from 20 ft,22,22
2,10:43.0,Defensive rebound by D. Favors,,22,22
2,10:29.0,D. Favors makes 2-pt dunk from 1 ft (assist by J. Ingles),,24,22
2,10:14.0,,I. Thomas makes 2-pt jump shot from 18 ft (assist by M. Plumlee),24,24
2,9:52.0,R. O'Neale misses 2-pt layup from 2 ft,,24,24
2,9:50.0,,Defensive rebound by M. Plumlee,24,24
2,9:40.0,,P. Millsap misses 2-pt jump shot from 9 ft,24,24
2,9:37.0,,Offensive rebound by M. Plumlee,24,24
2,9:37.0,,M. Plumlee misses 2-pt layup at rim,24,24
2,9:36.0,Defensive rebound by R. O'Neale,,24,24
2,9:36.0,J. Crowder makes 2-pt layup from 1 ft (assist by R. O'Neale),,26,24
2,9:10.0,,P. Millsap misses 2-pt jump shot from 4 ft,26,24
2,9:10.0,,Offensive rebound by Team,26,24
2,9:10.0,Loose ball foul by R. O'Neale (drawn by M. Plumlee),,26,24
2,9:10.0,D. Mitchell enters the game for J. Crowder,,26,24
2,9:10.0,T. Sefolosha enters the game for J. Ingles,,26,24
2,9:10.0,,T. Craig enters the game for P. Millsap,26,24
2,9:01.0,,I. Thomas misses 2-pt layup from 3 ft,26,24
2,8:58.0,,Offensive rebound by M. Plumlee,26,24
2,8:55.0,,T. Craig misses 3-pt jump shot from 25 ft,26,24
2,8:51.0,Defensive rebound by R. O'Neale,,26,24
2,8:46.0,Shooting foul by G. Harris (drawn by D. Mitchell),,26,24
2,8:46.0,D. Mitchell makes free throw 1 of 2,,27,24
2,8:46.0,D. Mitchell misses free throw 2 of 2,,27,24
2,8:43.0,,Defensive rebound by G. Harris,27,24
2,8:31.0,,M. Morris misses 2-pt jump shot from 10 ft,27,24
2,8:28.0,Defensive rebound by D. Mitchell,,27,24
2,8:17.0,K. Korver misses 3-pt jump shot from 26 ft,,27,24
2,8:14.0,,Defensive rebound by I. Thomas,27,24
2,8:04.0,,Turnover by I. Thomas (bad pass),27,24
2,7:44.0,T. Sefolosha misses 2-pt layup from 4 ft,,27,24
2,7:42.0,,Defensive rebound by M. Plumlee,27,24
2,7:41.0,,M. Morris misses 2-pt layup from 2 ft (block by R. O'Neale),27,24
2,7:41.0,Defensive rebound by Team,,27,24
2,7:41.0,G. Allen enters the game for K. Korver,,27,24
2,7:12.0,R. O'Neale makes 2-pt layup from 4 ft (assist by G. Allen),,29,24
2,7:02.0,,I. Thomas misses 3-pt jump shot from 25 ft,29,24
2,7:00.0,Defensive rebound by D. Favors,,29,24
2,6:55.0,Turnover by D. Mitchell (lost ball; steal by T. Craig),,29,24
2,6:51.0,,G. Harris misses 3-pt jump shot from 25 ft,29,24
2,6:50.0,,Offensive rebound by Team,29,24
2,6:50.0,Loose ball foul by R. O'Neale (drawn by M. Plumlee),,29,24
2,6:50.0,,Denver full timeout,29,24
2,6:50.0,R. Gobert enters the game for D. Favors,,29,24
2,6:50.0,,W. Barton enters the game for T. Craig,29,24
2,6:50.0,,M. Beasley enters the game for G. Harris,29,24
2,6:50.0,,N. Jokić enters the game for M. Morris,29,24
2,6:50.0,,P. Millsap enters the game for M. Plumlee,29,24
2,6:50.0,,J. Murray enters the game for I. Thomas,29,24
2,6:35.0,,Turnover by Team (shot clock),29,24
2,6:19.0,T. Sefolosha makes 3-pt jump shot from 25 ft (assist by D. Mitchell),,32,24
2,6:02.0,,J. Murray makes 3-pt jump shot from 24 ft (assist by N. Jokić),32,27
2,5:49.0,D. Mitchell misses 2-pt layup from 3 ft (block by M. Beasley),,32,27
2,5:46.0,Offensive rebound by D. Mitchell,,32,27
2,5:45.0,D. Mitchell misses 2-pt layup from 3 ft (block by M. Beasley),,32,27
2,5:45.0,,Defensive rebound by M. Beasley,32,27
2,5:36.0,,Turnover by N. Jokić (bad pass; steal by T. Sefolosha),32,27
2,5:27.0,R. O'Neale misses 3-pt jump shot from 25 ft,,32,27
2,5:23.0,,Defensive rebound by W. Barton,32,27
2,5:22.0,,Turnover by W. Barton (bad pass),32,27
2,5:22.0,J. Ingles enters the game for D. Mitchell,,32,27
2,5:03.0,T. Sefolosha makes 3-pt jump shot from 23 ft (assist by R. O'Neale),,35,27
2,4:36.0,,N. Jokić misses 3-pt jump shot from 25 ft,35,27
2,4:32.0,Defensive rebound by R. O'Neale,,35,27
2,4:17.0,T. Sefolosha makes 3-pt jump shot from 23 ft (assist by J. Ingles),,38,27
2,3:57.0,,Shooting foul by G. Allen (drawn by N. Jokić),38,27
2,3:57.0,,N. Jokić makes free throw 1 of 2,38,28
2,3:57.0,D. Mitchell enters the game for R. O'Neale,,38,28
2,3:57.0,,N. Jokić makes free throw 2 of 2,38,29
2,3:47.0,R. Gobert makes 2-pt dunk from 1 ft (assist by J. Ingles),,40,29
2,3:37.0,,Personal foul by D. Mitchell (drawn by J. Murray),40,29
2,3:27.0,,J. Murray misses 2-pt jump shot from 15 ft,40,29
2,3:23.0,Defensive rebound by D. Mitchell,,40,29
2,3:20.0,Shooting foul by P. Millsap (drawn by D. Mitchell),,40,29
2,3:20.0,D. Mitchell makes free throw 1 of 2,,41,29
2,3:20.0,D. Mitchell misses free throw 2 of 2,,41,29
2,3:18.0,,Defensive rebound by N. Jokić,41,29
2,2:59.0,,P. Millsap makes 2-pt layup from 3 ft,41,31
2,2:53.0,Shooting foul by W. Barton (drawn by J. Ingles),,41,31
2,2:53.0,Utah full timeout,,41,31
2,2:53.0,R. O'Neale enters the game for G. Allen,,41,31
2,2:53.0,J. Ingles makes free throw 1 of 2,,42,31
2,2:53.0,J. Ingles makes free throw 2 of 2,,43,31
2,2:45.0,,Personal foul by T. Sefolosha (drawn by P. Millsap),43,31
2,2:45.0,,P. Millsap makes free throw 1 of 2,43,32
2,2:45.0,,P. Millsap misses free throw 2 of 2,43,32
2,2:43.0,Defensive rebound by T. Sefolosha,,43,32
2,2:31.0,J. Ingles misses 3-pt jump shot from 24 ft,,43,32
2,2:27.0,,Defensive rebound by W. Barton,43,32
2,2:23.0,,W. Barton misses 3-pt jump shot from 25 ft,43,32
2,2:19.0,Defensive rebound by J. Ingles,,43,32
2,2:12.0,J. Ingles makes 2-pt layup from 3 ft,,45,32
2,1:54.0,,N. Jokić misses 2-pt jump shot from 5 ft,45,32
2,1:53.0,,Offensive rebound by N. Jokić,45,32
2,1:53.0,,N. Jokić makes 2-pt layup from 2 ft,45,34
2,1:53.0,,Shooting foul by R. Gobert (drawn by N. Jokić),45,34
2,1:53.0,J. Crowder enters the game for T. Sefolosha,,45,34
2,1:53.0,,N. Jokić makes free throw 1 of 1,45,35
2,1:36.0,J. Ingles misses 3-pt jump shot from 25 ft,,45,35
2,1:32.0,,Defensive rebound by P. Millsap,45,35
2,1:21.0,,N. Jokić misses 2-pt layup from 3 ft (block by R. Gobert),45,35
2,1:19.0,Defensive rebound by R. Gobert,,45,35
2,1:14.0,J. Ingles misses 3-pt jump shot from 24 ft,,45,35
2,1:10.0,Offensive rebound by R. Gobert,,45,35
2,1:07.0,D. Mitchell makes 3-pt jump shot from 28 ft (assist by J. Ingles),,48,35
2,0:56.0,,Offensive foul by N. Jokić (drawn by R. Gobert),48,35
2,0:56.0,,Turnover by N. Jokić (offensive foul),48,35
2,0:46.0,Personal foul by N. Jokić (drawn by J. Ingles),,48,35
2,0:46.0,,M. Plumlee enters the game for N. Jokić,48,35
2,0:39.0,R. Gobert makes 2-pt dunk from 1 ft (assist by J. Ingles),,50,35
2,0:34.0,,W. Barton makes 2-pt layup from 2 ft,50,37
2,0:12.0,D. Mitchell makes 2-pt jump shot from 5 ft,,52,37
2,0:01.0,,W. Barton misses 2-pt jump shot from 10 ft,52,37
2,0:00.0,,Offensive rebound by Team,52,37
3,11:42.0,D. Favors misses 3-pt jump shot from 22 ft,,52,37
3,11:39.0,,Defensive rebound by P. Millsap,52,37
3,11:30.0,,J. Murray makes 3-pt jump shot from 23 ft (assist by W. Barton),52,40
3,11:05.0,Shooting foul by P. Millsap (drawn by R. Gobert),,52,40
3,11:05.0,R. Gobert misses free throw 1 of 2,,52,40
3,11:05.0,Offensive rebound by Team,,52,40
3,11:05.0,R. Gobert makes free throw 2 of 2,,53,40
3,10:47.0,,N. Jokić misses 2-pt hook shot from 2 ft,53,40
3,10:47.0,,Offensive rebound by P. Millsap,53,40
3,10:47.0,,Shooting foul by D. Mitchell (drawn by P. Millsap),53,40
3,10:47.0,,P. Millsap misses free throw 1 of 2,53,40
3,10:47.0,,Offensive rebound by Team,53,40
3,10:47.0,,P. Millsap misses free throw 2 of 2,53,40
3,10:47.0,Defensive rebound by Team,,53,40
3,10:46.0,,Loose ball foul by J. Murray (drawn by D. Favors),53,40
3,10:38.0,Turnover by J. Ingles (bad pass; steal by W. Barton),,53,40
3,10:28.0,,M. Beasley makes 2-pt layup from 3 ft (assist by N. Jokić),53,42
3,10:10.0,R. Gobert makes 2-pt layup from 2 ft (assist by D. Mitchell),,55,42
3,10:10.0,Shooting foul by W. Barton (drawn by R. Gobert),,55,42
3,10:10.0,R. Gobert makes free throw 1 of 1,,56,42
3,9:55.0,,J. Murray misses 2-pt jump shot from 11 ft,56,42
3,9:55.0,Defensive rebound by Team,,56,42
3,9:41.0,D. Mitchell makes 3-pt jump shot from 26 ft (assist by J. Ingles),,59,42
3,9:27.0,,J. Murray makes 3-pt jump shot from 25 ft (assist by N. Jokić),59,45
3,9:18.0,Personal foul by W. Barton (drawn by J. Ingles),,59,45
3,9:06.0,J. Ingles misses 3-pt jump shot from 25 ft,,59,45
3,9:02.0,,Defensive rebound by N. Jokić,59,45
3,8:49.0,,W. Barton misses 2-pt jump shot from 4 ft,59,45
3,8:48.0,,Offensive rebound by N. Jokić,59,45
3,8:40.0,,Turnover by P. Millsap (bad pass; steal by J. Ingles),59,45
3,8:34.0,R. Gobert makes 2-pt dunk at rim (assist by J. Ingles),,61,45
3,8:34.0,,Denver full timeout,61,45
3,8:21.0,,N. Jokić misses 2-pt layup from 5 ft (block by R. Gobert),61,45
3,8:19.0,Defensive rebound by D. Mitchell,,61,45
3,8:14.0,Personal foul by N. Jokić (drawn by R. Gobert),,61,45
3,8:14.0,R. Gobert makes free throw 1 of 2,,62,45
3,8:14.0,R. Gobert misses free throw 2 of 2,,62,45
3,8:10.0,,Defensive rebound by P. Millsap,62,45
3,7:55.0,,P. Millsap misses 2-pt layup from 2 ft,62,45
3,7:52.0,,Offensive rebound by M. Beasley,62,45
3,7:52.0,,M. Beasley makes 2-pt layup from 1 ft,62,47
3,7:40.0,D. Mitchell makes 2-pt jump shot from 11 ft,,64,47
3,7:25.0,,J. Murray makes 2-pt jump shot from 7 ft,64,49
3,7:06.0,R. O'Neale misses 3-pt jump shot from 25 ft,,64,49
3,7:03.0,,Defensive rebound by M. Beasley,64,49
3,6:53.0,,M. Beasley misses 2-pt jump shot from 16 ft,64,49
3,6:49.0,Defensive rebound by D. Favors,,64,49
3,6:45.0,D. Mitchell misses 3-pt jump shot from 26 ft,,64,49
3,6:42.0,,Defensive rebound by W. Barton,64,49
3,6:39.0,,J. Murray makes 2-pt dunk from 1 ft (assist by W. Barton),64,51
3,6:39.0,Utah full timeout,,64,51
3,6:39.0,J. Crowder enters the game for D. Favors,,64,51
3,6:39.0,K. Korver enters the game for J. Ingles,,64,51
3,6:27.0,K. Korver makes 2-pt jump shot from 19 ft (assist by D. Mitchell),,66,51
3,6:10.0,,J. Murray misses 3-pt jump shot from 24 ft,66,51
3,6:06.0,Defensive rebound by R. Gobert,,66,51
3,6:05.0,K. Korver makes 3-pt jump shot from 26 ft (assist by R. Gobert),,69,51
3,5:48.0,,P. Millsap makes 2-pt layup from 3 ft (assist by J. Murray),69,53
3,5:35.0,J. Crowder misses 3-pt jump shot from 24 ft,,69,53
3,5:31.0,,Defensive rebound by W. Barton,69,53
3,5:29.0,,W. Barton makes 3-pt jump shot from 25 ft,69,56
3,5:07.0,K. Korver makes 3-pt jump shot from 24 ft (assist by D. Mitchell),,72,56
3,4:50.0,,Offensive foul by N. Jokić (drawn by R. Gobert),72,56
3,4:50.0,,Turnover by N. Jokić (offensive foul),72,56
3,4:50.0,G. Allen enters the game for R. O'Neale,,72,56
3,4:50.0,,G. Harris enters the game for M. Beasley,72,56
3,4:50.0,,M. Plumlee enters the game for N. Jokić,72,56
3,4:31.0,Shooting foul by J. Murray (drawn by G. Allen),,72,56
3,4:31.0,G. Allen misses free throw 1 of 2,,72,56
3,4:31.0,Offensive rebound by Team,,72,56
3,4:31.0,,J. Hernangómez enters the game for P. Millsap,72,56
3,4:31.0,G. Allen misses free throw 2 of 2,,72,56
3,4:29.0,,Defensive rebound by W. Barton,72,56
3,4:23.0,,W. Barton makes 2-pt jump shot from 8 ft,72,58
3,4:23.0,,Shooting foul by G. Allen (drawn by W. Barton),72,58
3,4:23.0,,W. Barton makes free throw 1 of 1,72,59
3,4:11.0,D. Mitchell misses 2-pt layup from 3 ft (block by W. Barton),,72,59
3,4:09.0,,Defensive rebound by W. Barton,72,59
3,4:01.0,,J. Murray misses 3-pt jump shot from 25 ft,72,59
3,3:57.0,Defensive rebound by R. Gobert,,72,59
3,3:47.0,G. Allen misses 3-pt jump shot from 23 ft,,72,59
3,3:45.0,,Defensive rebound by J. Murray,72,59
3,3:40.0,,W. Barton makes 2-pt layup from 2 ft (assist by J. Murray),72,61
3,3:40.0,,Shooting foul by R. Gobert (drawn by W. Barton),72,61
3,3:40.0,D. Favors enters the game for G. Allen,,72,61
3,3:40.0,J. Ingles enters the game for R. Gobert,,72,61
3,3:40.0,,W. Barton makes free throw 1 of 1,72,62
3,3:25.0,D. Mitchell misses 2-pt jump shot from 16 ft,,72,62
3,3:22.0,Offensive rebound by J. Ingles,,72,62
3,3:18.0,K. Korver misses 3-pt jump shot from 25 ft,,72,62
3,3:15.0,,Defensive rebound by J. Murray,72,62
3,3:11.0,,Shooting foul by D. Favors (drawn by J. Murray),72,62
3,3:11.0,,J. Murray misses free throw 1 of 2,72,62
3,3:11.0,,Offensive rebound by Team,72,62
3,3:11.0,R. O'Neale enters the game for D. Mitchell,,72,62
3,3:11.0,,J. Murray misses free throw 2 of 2,72,62
3,3:09.0,Defensive rebound by J. Crowder,,72,62
3,3:01.0,Personal foul by J. Hernangómez (drawn by D. Favors),,72,62
3,3:01.0,D. Favors makes free throw 1 of 2,,73,62
3,3:01.0,D. Favors makes free throw 2 of 2,,74,62
3,2:53.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by W. Barton),74,64
3,2:38.0,Turnover by R. O'Neale (bad pass),,74,64
3,2:38.0,,M. Morris enters the game for J. Murray,74,64
3,2:29.0,,W. Barton misses 2-pt layup from 2 ft,74,64
3,2:28.0,,Offensive rebound by Team,74,64
3,2:19.0,,M. Plumlee misses 2-pt hook shot from 3 ft,74,64
3,2:14.0,Defensive rebound by D. Favors,,74,64
3,2:11.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by K. Korver),,77,64
3,1:54.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by G. Harris),77,66
3,1:42.0,D. Favors misses 2-pt layup from 1 ft,,77,66
3,1:40.0,,Defensive rebound by J. Hernangómez,77,66
3,1:29.0,,M. Morris misses 2-pt jump shot from 3 ft,77,66
3,1:26.0,Defensive rebound by D. Favors,,77,66
3,1:15.0,K. Korver misses 3-pt jump shot from 22 ft,,77,66
3,1:12.0,,Defensive rebound by M. Plumlee,77,66
3,1:01.0,,W. Barton makes 2-pt jump shot from 6 ft (assist by M. Plumlee),77,68
3,0:44.0,Turnover by J. Ingles (lost ball; steal by M. Plumlee),,77,68
3,0:44.0,,Personal take foul by J. Crowder (drawn by W. Barton),77,68
3,0:44.0,,W. Barton makes free throw 1 of 2,77,69
3,0:44.0,,W. Barton makes free throw 2 of 2,77,70
3,0:35.0,Personal foul by J. Hernangómez (drawn by J. Crowder),,77,70
3,0:35.0,J. Crowder misses free throw 1 of 2,,77,70
3,0:35.0,Offensive rebound by Team,,77,70
3,0:35.0,D. Mitchell enters the game for K. Korver,,77,70
3,0:35.0,,J. Murray enters the game for M. Morris,77,70
3,0:35.0,J. Crowder makes free throw 2 of 2,,78,70
3,0:14.0,,J. Murray misses 2-pt layup from 3 ft,78,70
3,0:12.0,Defensive rebound by R. O'Neale,,78,70
3,0:01.0,D. Mitchell makes 3-pt jump shot from 24 ft,,81,70
4,11:46.0,,M. Plumlee makes 2-pt layup from 2 ft (assist by G. Harris),81,72
4,11:46.0,,Shooting foul by D. Favors (drawn by M. Plumlee),81,72
4,11:46.0,,M. Plumlee makes free throw 1 of 1,81,73
4,11:31.0,J. Crowder misses 3-pt jump shot from 24 ft,,81,73
4,11:29.0,,Defensive rebound by Team,81,73
4,11:19.0,,G. Harris misses 2-pt layup from 2 ft,81,73
4,11:18.0,,Offensive rebound by G. Harris,81,73
4,11:18.0,,G. Harris misses 2-pt layup from 1 ft,81,73
4,11:17.0,,Offensive rebound by G. Harris,81,73
4,11:16.0,,J. Hernangómez misses 3-pt jump shot from 24 ft,81,73
4,11:16.0,Defensive rebound by D. Mitchell,,81,73
4,11:09.0,Turnover by D. Mitchell (out of bounds lost ball),,81,73
4,10:57.0,,G. Harris makes 2-pt layup from 1 ft (assist by M. Plumlee),81,75
4,10:35.0,Shooting foul by I. Thomas (drawn by D. Favors),,81,75
4,10:35.0,D. Favors makes free throw 1 of 2,,82,75
4,10:35.0,K. Korver enters the game for J. Crowder,,82,75
4,10:35.0,T. Sefolosha enters the game for R. O'Neale,,82,75
4,10:35.0,D. Favors makes free throw 2 of 2,,83,75
4,10:21.0,,G. Harris misses 2-pt layup from 2 ft,83,75
4,10:19.0,,Offensive rebound by M. Plumlee,83,75
4,10:19.0,,M. Plumlee misses 2-pt dunk from 1 ft,83,75
4,10:18.0,Defensive rebound by K. Korver,,83,75
4,10:10.0,Shooting foul by J. Hernangómez (drawn by D. Favors),,83,75
4,10:10.0,D. Favors misses free throw 1 of 2,,83,75
4,10:10.0,Offensive rebound by Team,,83,75
4,10:10.0,D. Favors makes free throw 2 of 2,,84,75
4,10:01.0,,G. Harris misses 2-pt jump shot from 17 ft,84,75
4,9:57.0,Defensive rebound by D. Mitchell,,84,75
4,9:48.0,Turnover by T. Sefolosha (lost ball; steal by J. Hernangómez),,84,75
4,9:39.0,,G. Harris misses 3-pt jump shot from 25 ft,84,75
4,9:37.0,,Offensive rebound by Team,84,75
4,9:37.0,Loose ball foul by D. Mitchell (drawn by M. Plumlee),,84,75
4,9:30.0,,I. Thomas makes 2-pt jump shot from 5 ft (assist by M. Plumlee),84,77
4,9:18.0,Utah full timeout,,84,77
4,9:18.0,R. O'Neale enters the game for J. Ingles,,84,77
4,9:13.0,Offensive foul by K. Korver (drawn by J. Hernangómez),,84,77
4,9:13.0,Turnover by K. Korver (offensive foul),,84,77
4,9:02.0,,Turnover by G. Harris (bad pass; steal by T. Sefolosha),84,77
4,8:45.0,D. Mitchell misses 2-pt layup from 2 ft,,84,77
4,8:43.0,,Defensive rebound by J. Hernangómez,84,77
4,8:41.0,,Shooting foul by R. O'Neale (drawn by G. Harris),84,77
4,8:41.0,,G. Harris makes free throw 1 of 2,84,78
4,8:41.0,J. Ingles enters the game for D. Mitchell,,84,78
4,8:41.0,,G. Harris makes free throw 2 of 2,84,79
4,8:29.0,K. Korver makes 3-pt jump shot from 23 ft (assist by D. Favors),,87,79
4,8:13.0,,I. Thomas misses 2-pt jump shot from 4 ft,87,79
4,8:10.0,Defensive rebound by R. O'Neale,,87,79
4,7:59.0,D. Favors makes 2-pt dunk from 1 ft (assist by J. Ingles),,89,79
