QUARTER,TIME_REMAINING,ORLANDO_ACTION,INDIANA_ACTION,ORLANDO_SCORE,INDIANA_SCORE
4,0:55.0,,D. Collison misses 3-pt jump shot from 27 ft,114,107
4,0:55.0,Defensive rebound by A. Gordon,,114,107
4,0:46.0,Turnover by A. Gordon (bad pass; steal by W. Matthews),,114,107
4,0:43.0,,D. Collison misses 2-pt layup from 2 ft (block by A. Gordon),114,107
4,0:43.0,,Offensive rebound by Team,114,107
4,0:43.0,,Indiana full timeout,114,107
4,0:34.0,,D. Collison makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),114,110
4,0:31.0,Turnover by E. Fournier (lost ball; steal by T. Young),,114,110
4,0:29.0,,W. Matthews makes 2-pt layup from 1 ft (assist by T. Young),114,112
4,0:29.0,Orlando full timeout,,114,112
4,0:29.0,,C. Joseph enters the game for D. Collison,114,112
4,0:08.0,E. Fournier makes 3-pt jump shot from 26 ft,,117,112
4,0:08.0,,Indiana full timeout,117,112
4,0:08.0,J. Isaac enters the game for I. Briscoe,,117,112
4,0:08.0,W. Iwundu enters the game for T. Ross,,117,112
4,0:08.0,,D. Collison enters the game for C. Joseph,117,112
4,0:08.0,,T. Evans enters the game for T. Young,117,112
4,0:07.0,,B. Bogdanović misses 3-pt jump shot from 28 ft,117,112
4,0:05.0,Defensive rebound by W. Iwundu,,117,112
