QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,NEW ORLEANS_ACTION,SAN ANTONIO_SCORE,NEW ORLEANS_SCORE
2,9:04.0,,New Orleans full timeout,46,36
2,9:04.0,D. DeRozan enters the game for P. Mills,,46,36
2,9:04.0,B. Forbes enters the game for D. White,,46,36
2,9:04.0,,C. Diallo enters the game for I. Clark,46,36
2,9:04.0,,E. Moore enters the game for N. Mirotić,46,36
2,8:48.0,,E. Moore makes 2-pt jump shot from 3 ft (assist by A. Davis),46,38
2,8:38.0,Offensive foul by D. Cunningham (drawn by A. Davis),,46,38
2,8:38.0,Turnover by D. Cunningham (offensive foul),,46,38
2,8:38.0,,F. Jackson enters the game for D. Miller,46,38
2,8:23.0,,A. Davis makes 2-pt jump shot from 6 ft (assist by F. Jackson),46,40
2,8:08.0,D. DeRozan misses 2-pt jump shot from 13 ft,,46,40
2,8:05.0,Offensive rebound by D. DeRozan,,46,40
2,8:01.0,D. Cunningham makes 3-pt jump shot from 23 ft (assist by M. Belinelli),,49,40
2,7:44.0,,A. Davis makes 2-pt jump shot from 15 ft,49,42
2,7:30.0,D. DeRozan misses 2-pt jump shot from 13 ft,,49,42
2,7:26.0,,Defensive rebound by E. Moore,49,42
2,7:25.0,,Personal foul by D. DeRozan (drawn by E. Moore),49,42
2,7:15.0,,A. Davis makes 2-pt jump shot from 20 ft (assist by J. Holiday),49,44
2,6:57.0,L. Aldridge misses 2-pt hook shot from 10 ft,,49,44
2,6:54.0,,Defensive rebound by C. Diallo,49,44
2,6:49.0,,A. Davis makes 2-pt layup from 1 ft,49,46
2,6:31.0,D. Cunningham makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,52,46
2,6:07.0,,A. Davis makes 2-pt dunk from 1 ft (assist by E. Moore),52,48
2,5:55.0,D. Cunningham makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,55,48
2,5:54.0,,New Orleans full timeout,55,48
2,5:54.0,,J. Randle enters the game for C. Diallo,55,48
2,5:44.0,,A. Davis misses 2-pt jump shot from 15 ft,55,48
2,5:41.0,,Offensive rebound by J. Randle,55,48
2,5:40.0,,J. Randle makes 2-pt layup from 2 ft,55,50
2,5:27.0,D. DeRozan makes 2-pt jump shot from 16 ft,,57,50
2,5:09.0,,Shooting foul by D. DeRozan (drawn by J. Holiday),57,50
2,5:09.0,,J. Holiday makes free throw 1 of 2,57,51
2,5:09.0,R. Gay enters the game for M. Belinelli,,57,51
2,5:09.0,J. Poeltl enters the game for D. Cunningham,,57,51
2,5:09.0,,J. Holiday misses free throw 2 of 2,57,51
2,5:07.0,Defensive rebound by L. Aldridge,,57,51
2,4:52.0,D. DeRozan misses 2-pt jump shot from 14 ft,,57,51
2,4:49.0,,Defensive rebound by A. Davis,57,51
2,4:36.0,,A. Davis misses 3-pt jump shot from 24 ft,57,51
2,4:31.0,Defensive rebound by L. Aldridge,,57,51
2,4:28.0,B. Forbes makes 3-pt jump shot from 27 ft,,60,51
2,4:18.0,,J. Randle makes 2-pt layup from 2 ft,60,53
2,3:55.0,R. Gay misses 2-pt jump shot from 9 ft,,60,53
2,3:55.0,,Defensive rebound by Team,60,53
2,3:55.0,Loose ball foul by J. Poeltl (drawn by A. Davis),,60,53
2,3:55.0,,N. Mirotić enters the game for A. Davis,60,53
2,3:41.0,,J. Randle misses 2-pt layup from 3 ft,60,53
2,3:38.0,Defensive rebound by B. Forbes,,60,53
2,3:36.0,B. Forbes misses 3-pt jump shot from 25 ft,,60,53
2,3:32.0,Offensive rebound by J. Poeltl,,60,53
2,3:32.0,Turnover by J. Poeltl (bad pass),,60,53
2,3:32.0,M. Belinelli enters the game for J. Poeltl,,60,53
2,3:23.0,,E. Moore makes 3-pt jump shot from 25 ft (assist by J. Holiday),60,56
2,3:20.0,San Antonio full timeout,,60,56
2,3:09.0,R. Gay misses 3-pt jump shot from 26 ft,,60,56
2,3:06.0,,Defensive rebound by J. Randle,60,56
2,3:00.0,,E. Moore misses 2-pt jump shot from 3 ft,60,56
2,2:59.0,,Offensive rebound by J. Randle,60,56
2,2:59.0,,J. Randle makes 2-pt layup from 2 ft,60,58
2,2:59.0,,Shooting foul by M. Belinelli (drawn by J. Randle),60,58
2,2:59.0,,J. Randle makes free throw 1 of 1,60,59
2,2:44.0,M. Belinelli misses 2-pt layup from 6 ft,,60,59
2,2:42.0,Offensive rebound by R. Gay,,60,59
2,2:41.0,R. Gay misses 2-pt layup from 2 ft,,60,59
2,2:41.0,Offensive rebound by Team,,60,59
2,2:38.0,Turnover by R. Gay (bad pass; steal by N. Mirotić),,60,59
2,2:36.0,,F. Jackson makes 2-pt layup from 2 ft (assist by J. Holiday),60,61
2,2:36.0,,Shooting foul by B. Forbes (drawn by F. Jackson),60,61
2,2:36.0,,F. Jackson makes free throw 1 of 1,60,62
2,2:27.0,D. DeRozan misses 2-pt layup from 4 ft (block by N. Mirotić),,60,62
2,2:27.0,Offensive rebound by Team,,60,62
2,2:20.0,Turnover by D. DeRozan (lost ball; steal by J. Holiday),,60,62
2,2:17.0,,F. Jackson makes 2-pt layup from 1 ft,60,64
2,2:00.0,M. Belinelli makes 3-pt jump shot from 26 ft (assist by L. Aldridge),,63,64
2,1:41.0,,E. Moore misses 3-pt jump shot from 26 ft,63,64
2,1:38.0,,Offensive rebound by J. Randle,63,64
2,1:37.0,,E. Moore makes 3-pt jump shot from 25 ft (assist by J. Randle),63,67
2,1:20.0,Personal foul by J. Randle (drawn by L. Aldridge),,63,67
2,1:20.0,,A. Davis enters the game for J. Randle,63,67
2,1:14.0,L. Aldridge misses 2-pt jump shot from 19 ft,,63,67
2,1:10.0,,Defensive rebound by J. Holiday,63,67
2,1:02.0,,J. Holiday misses 2-pt layup from 3 ft,63,67
2,1:00.0,Defensive rebound by L. Aldridge,,63,67
2,0:54.0,D. DeRozan makes 2-pt layup from 2 ft (assist by B. Forbes),,65,67
2,0:43.0,,Shooting foul by B. Forbes (drawn by J. Holiday),65,67
2,0:43.0,,J. Holiday misses free throw 1 of 2,65,67
2,0:43.0,,Offensive rebound by Team,65,67
2,0:43.0,,J. Holiday makes free throw 2 of 2,65,68
2,0:25.0,D. DeRozan makes 2-pt layup from 1 ft,,67,68
2,0:02.0,,Turnover by J. Holiday (lost ball; steal by B. Forbes),67,68
2,0:01.0,M. Belinelli misses 3-pt jump shot from 31 ft,,67,68
2,0:01.0,Offensive rebound by Team,,67,68
3,11:44.0,D. DeRozan misses 2-pt jump shot from 11 ft,,67,68
3,11:40.0,Offensive rebound by D. DeRozan,,67,68
3,11:37.0,Turnover by D. DeRozan (bad pass; steal by A. Davis),,67,68
3,11:22.0,,A. Davis misses 2-pt jump shot from 14 ft,67,68
3,11:18.0,Defensive rebound by D. DeRozan,,67,68
3,11:03.0,L. Aldridge misses 2-pt jump shot from 5 ft,,67,68
3,11:01.0,,Defensive rebound by N. Mirotić,67,68
3,10:53.0,,N. Mirotić makes 3-pt jump shot from 28 ft (assist by E. Moore),67,71
3,10:33.0,D. DeRozan misses 2-pt jump shot from 17 ft,,67,71
3,10:30.0,,Defensive rebound by N. Mirotić,67,71
3,10:27.0,,Personal foul by L. Aldridge (drawn by A. Davis),67,71
3,10:23.0,,Personal foul by B. Forbes (drawn by E. Moore),67,71
3,10:18.0,,E. Moore makes 2-pt jump shot from 13 ft,67,73
3,10:00.0,Turnover by R. Gay (lost ball; steal by W. Johnson),,67,73
3,9:52.0,,N. Mirotić makes 3-pt jump shot from 27 ft (assist by J. Holiday),67,76
3,9:50.0,San Antonio full timeout,,67,76
3,9:50.0,P. Mills enters the game for B. Forbes,,67,76
3,9:36.0,D. DeRozan makes 2-pt jump shot from 12 ft,,69,76
3,9:12.0,,J. Holiday misses 3-pt jump shot from 25 ft,69,76
3,9:07.0,Defensive rebound by L. Aldridge,,69,76
3,9:00.0,D. DeRozan makes 2-pt jump shot from 7 ft,,71,76
3,8:53.0,,Personal foul by R. Gay (drawn by J. Holiday),71,76
3,8:48.0,,E. Moore makes 2-pt jump shot from 12 ft,71,78
3,8:34.0,R. Gay misses 2-pt layup from 4 ft (block by A. Davis),,71,78
3,8:29.0,Offensive rebound by R. Gay,,71,78
3,8:29.0,R. Gay makes 2-pt layup from 2 ft,,73,78
3,8:19.0,,W. Johnson misses 3-pt jump shot from 24 ft,73,78
3,8:16.0,Defensive rebound by D. Cunningham,,73,78
3,8:08.0,Def 3 sec tech foul by Team,,73,78
3,8:08.0,D. DeRozan makes technical free throw,,74,78
3,8:00.0,D. DeRozan makes 2-pt jump shot from 19 ft,,76,78
3,7:52.0,,N. Mirotić misses 3-pt jump shot from 29 ft,76,78
3,7:45.0,,J. Holiday makes 2-pt layup from 1 ft,76,80
3,7:45.0,,Offensive rebound by J. Holiday,76,80
3,7:21.0,R. Gay makes 2-pt jump shot from 22 ft (assist by D. Cunningham),,78,80
3,7:12.0,,J. Holiday makes 2-pt layup from 1 ft,78,82
3,7:12.0,,Shooting foul by L. Aldridge (drawn by J. Holiday),78,82
3,7:12.0,,J. Holiday makes free throw 1 of 1,78,83
3,6:58.0,P. Mills makes 2-pt layup from 2 ft (assist by D. Cunningham),,80,83
3,6:47.0,,W. Johnson misses 2-pt jump shot from 20 ft,80,83
3,6:44.0,Defensive rebound by D. Cunningham,,80,83
3,6:36.0,R. Gay makes 2-pt jump shot from 6 ft,,82,83
3,6:26.0,,W. Johnson makes 3-pt jump shot from 23 ft (assist by J. Holiday),82,86
3,6:11.0,Personal foul by E. Moore (drawn by D. DeRozan),,82,86
3,6:11.0,,J. Randle enters the game for N. Mirotić,82,86
3,5:53.0,Turnover by R. Gay (bad pass; steal by E. Moore),,82,86
3,5:48.0,,A. Davis makes 2-pt dunk from 1 ft (assist by W. Johnson),82,88
3,5:33.0,Personal foul by E. Moore (drawn by D. DeRozan),,82,88
3,5:33.0,M. Belinelli enters the game for R. Gay,,82,88
3,5:33.0,,I. Clark enters the game for J. Holiday,82,88
3,5:31.0,Turnover by L. Aldridge (traveling),,82,88
3,5:31.0,J. Poeltl enters the game for D. Cunningham,,82,88
3,5:18.0,,A. Davis makes 2-pt layup from 2 ft,82,90
3,5:04.0,J. Poeltl makes 2-pt layup from 1 ft (assist by M. Belinelli),,84,90
3,4:46.0,,E. Moore makes 2-pt jump shot from 18 ft,84,92
3,4:37.0,Shooting foul by W. Johnson (drawn by D. DeRozan),,84,92
3,4:37.0,D. DeRozan makes free throw 1 of 2,,85,92
3,4:37.0,C. Metu enters the game for L. Aldridge,,85,92
3,4:37.0,D. DeRozan makes free throw 2 of 2,,86,92
3,4:26.0,,Def 3 sec tech foul by Team,86,92
3,4:26.0,,A. Davis makes technical free throw,86,93
3,4:26.0,D. White enters the game for D. DeRozan,,86,93
3,4:26.0,,N. Mirotić enters the game for A. Davis,86,93
3,4:17.0,,J. Randle makes 2-pt layup from 3 ft,86,95
3,4:10.0,Shooting foul by W. Johnson (drawn by M. Belinelli),,86,95
3,4:10.0,M. Belinelli makes free throw 1 of 2,,87,95
3,4:10.0,M. Belinelli makes free throw 2 of 2,,88,95
3,3:59.0,,J. Randle makes 2-pt layup from 4 ft,88,97
3,3:49.0,Turnover by P. Mills (bad pass),,88,97
3,3:49.0,,D. Miller enters the game for W. Johnson,88,97
3,3:38.0,,E. Moore makes 2-pt jump shot from 5 ft (assist by I. Clark),88,99
3,3:37.0,San Antonio full timeout,,88,99
3,3:37.0,D. Cunningham enters the game for J. Poeltl,,88,99
3,3:37.0,D. DeRozan enters the game for D. White,,88,99
3,3:37.0,,F. Jackson enters the game for E. Moore,88,99
3,3:31.0,Personal foul by I. Clark (drawn by M. Belinelli),,88,99
3,3:31.0,M. Belinelli makes free throw 1 of 2,,89,99
3,3:31.0,B. Forbes enters the game for P. Mills,,89,99
3,3:31.0,M. Belinelli misses free throw 2 of 2,,89,99
3,3:28.0,,Defensive rebound by J. Randle,89,99
3,3:12.0,,N. Mirotić makes 2-pt layup from 1 ft (assist by J. Randle),89,101
3,3:04.0,D. DeRozan misses 2-pt layup from 2 ft (block by D. Miller),,89,101
3,3:01.0,,Defensive rebound by I. Clark,89,101
3,3:00.0,,F. Jackson misses 3-pt jump shot from 23 ft,89,101
3,2:57.0,,Offensive rebound by Team,89,101
3,2:46.0,,F. Jackson misses 2-pt layup from 9 ft,89,101
3,2:44.0,,Offensive rebound by F. Jackson,89,101
3,2:43.0,,I. Clark misses 3-pt jump shot from 26 ft,89,101
3,2:39.0,,Offensive rebound by J. Randle,89,101
3,2:27.0,,J. Randle misses 3-pt jump shot from 26 ft,89,101
3,2:23.0,Defensive rebound by D. DeRozan,,89,101
3,2:13.0,D. DeRozan misses 2-pt layup from 2 ft,,89,101
3,2:09.0,Offensive rebound by C. Metu,,89,101
3,2:09.0,C. Metu makes 2-pt layup at rim,,91,101
3,1:58.0,,I. Clark misses 2-pt layup from 2 ft,91,101
3,1:56.0,Defensive rebound by C. Metu,,91,101
3,1:53.0,M. Belinelli misses 3-pt jump shot from 24 ft,,91,101
3,1:49.0,,Defensive rebound by J. Randle,91,101
3,1:41.0,,F. Jackson makes 2-pt jump shot from 17 ft (assist by J. Randle),91,103
3,1:20.0,Shooting foul by N. Mirotić (drawn by D. DeRozan),,91,103
3,1:20.0,D. DeRozan makes free throw 1 of 2,,92,103
3,1:20.0,D. DeRozan makes free throw 2 of 2,,93,103
3,1:00.0,,J. Randle makes 2-pt layup from 2 ft (assist by D. Miller),93,105
3,0:46.0,Personal foul by D. Miller (drawn by D. DeRozan),,93,105
3,0:46.0,D. DeRozan makes free throw 1 of 2,,94,105
3,0:46.0,D. DeRozan makes free throw 2 of 2,,95,105
3,0:35.0,,F. Jackson misses 2-pt layup from 3 ft,95,105
3,0:33.0,,Offensive rebound by J. Randle,95,105
3,0:31.0,,D. Miller makes 3-pt jump shot from 26 ft (assist by J. Randle),95,108
3,0:07.0,D. DeRozan misses 2-pt jump shot from 6 ft,,95,108
3,0:07.0,Offensive rebound by D. DeRozan,,95,108
3,0:03.0,D. DeRozan makes 2-pt layup from 3 ft,,97,108
3,0:03.0,Violation by Team (delay of game),,97,108
3,0:00.0,,I. Clark misses 3-pt jump shot from 29 ft,97,108
3,0:00.0,,Offensive rebound by Team,97,108
4,11:47.0,,Turnover by D. Miller (bad pass; steal by M. Belinelli),97,108
4,11:41.0,R. Gay misses 3-pt jump shot from 25 ft,,97,108
4,11:38.0,,Defensive rebound by Team,97,108
4,11:26.0,,A. Davis makes 2-pt jump shot from 15 ft (assist by J. Randle),97,110
4,11:14.0,Personal foul by F. Jackson (drawn by D. Cunningham),,97,110
4,11:11.0,M. Belinelli misses 2-pt jump shot from 15 ft,,97,110
4,11:01.0,Offensive rebound by L. Aldridge,,97,110
4,11:01.0,L. Aldridge misses 2-pt layup at rim,,97,110
4,11:01.0,,Defensive rebound by A. Davis,97,110
4,11:01.0,,Turnover by A. Davis (off goaltending),97,110
4,10:48.0,R. Gay misses 2-pt jump shot from 21 ft,,97,110
4,10:45.0,,Defensive rebound by J. Randle,97,110
4,10:42.0,,J. Holiday makes 2-pt layup from 3 ft,97,112
4,10:32.0,B. Forbes makes 3-pt jump shot from 24 ft,,100,112
4,10:19.0,,A. Davis makes 2-pt layup from 3 ft,100,114
4,10:04.0,M. Belinelli misses 3-pt jump shot from 24 ft,,100,114
4,10:01.0,Offensive rebound by L. Aldridge,,100,114
4,9:59.0,L. Aldridge makes 2-pt layup from 2 ft,,102,114
4,9:46.0,,J. Holiday makes 2-pt layup from 1 ft,102,116
4,9:29.0,Shooting foul by J. Holiday (drawn by L. Aldridge),,102,116
4,9:29.0,L. Aldridge misses free throw 1 of 2,,102,116
4,9:29.0,Offensive rebound by Team,,102,116
4,9:29.0,L. Aldridge makes free throw 2 of 2,,103,116
4,9:19.0,,D. Miller misses 3-pt jump shot from 26 ft,103,116
4,9:16.0,Defensive rebound by L. Aldridge,,103,116
4,8:59.0,L. Aldridge misses 2-pt layup from 3 ft,,103,116
4,8:57.0,,Defensive rebound by A. Davis,103,116
4,8:52.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by A. Davis),103,119
4,8:52.0,San Antonio full timeout,,103,119
4,8:52.0,C. Metu enters the game for L. Aldridge,,103,119
4,8:52.0,,N. Mirotić enters the game for J. Randle,103,119
4,8:38.0,M. Belinelli makes 2-pt layup from 2 ft,,105,119
4,8:21.0,,Turnover by A. Davis (off goaltending),105,119
4,8:07.0,R. Gay misses 2-pt hook shot from 4 ft,,105,119
4,8:06.0,,Defensive rebound by D. Miller,105,119
4,8:06.0,,Personal foul by R. Gay (drawn by D. Miller),105,119
4,7:56.0,,A. Davis misses 2-pt layup from 2 ft,105,119
4,7:54.0,Defensive rebound by M. Belinelli,,105,119
4,7:43.0,B. Forbes makes 2-pt layup from 1 ft (assist by M. Belinelli),,107,119
4,7:40.0,,Personal foul by C. Metu (drawn by A. Davis),107,119
4,7:40.0,D. DeRozan enters the game for R. Gay,,107,119
4,7:32.0,,N. Mirotić misses 2-pt layup from 2 ft,107,119
4,7:32.0,,Offensive rebound by N. Mirotić,107,119
4,7:32.0,,Shooting foul by D. Cunningham (drawn by N. Mirotić),107,119
4,7:32.0,,N. Mirotić makes free throw 1 of 2,107,120
4,7:32.0,,N. Mirotić makes free throw 2 of 2,107,121
4,7:17.0,Shooting foul by F. Jackson (drawn by B. Forbes),,107,121
4,7:17.0,B. Forbes makes free throw 1 of 2,,108,121
4,7:17.0,,E. Moore enters the game for J. Holiday,108,121
4,7:17.0,B. Forbes misses free throw 2 of 2,,108,121
4,7:15.0,,Defensive rebound by E. Moore,108,121
4,7:05.0,,D. Miller makes 2-pt layup from 2 ft (assist by A. Davis),108,123
4,6:55.0,D. DeRozan misses 2-pt jump shot from 12 ft,,108,123
4,6:52.0,,Defensive rebound by A. Davis,108,123
