QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,MEMPHIS_ACTION,GOLDEN STATE_SCORE,MEMPHIS_SCORE
1,4:40.0,,Y. Watanabe enters the game for B. Caboclo,23,31
1,4:40.0,K. Durant makes free throw 2 of 2,,24,31
1,4:31.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by J. Carter),24,34
1,4:11.0,K. Thompson makes 2-pt jump shot from 6 ft (assist by K. Durant),,26,34
1,3:56.0,,T. Zeller misses 2-pt hook shot from 7 ft,26,34
1,3:54.0,Defensive rebound by A. Bogut,,26,34
1,3:49.0,Personal foul by J. Holiday (drawn by K. Durant),,26,34
1,3:49.0,K. Looney enters the game for A. Bogut,,26,34
1,3:49.0,,J. Washburn enters the game for J. Holiday,26,34
1,3:43.0,J. Jerebko misses 3-pt jump shot from 23 ft,,26,34
1,3:40.0,Offensive rebound by Team,,26,34
1,3:38.0,K. Thompson makes 2-pt jump shot from 19 ft (assist by K. Durant),,28,34
1,3:21.0,,Y. Watanabe misses 3-pt jump shot from 25 ft,28,34
1,3:18.0,,Offensive rebound by J. Washburn,28,34
1,3:17.0,,J. Washburn makes 2-pt layup from 2 ft,28,36
1,3:06.0,K. Thompson makes 2-pt jump shot from 12 ft (assist by K. Durant),,30,36
1,2:57.0,,J. Carter misses 2-pt layup from 2 ft (block by K. Thompson),30,36
1,2:57.0,Defensive rebound by Team,,30,36
1,2:57.0,Golden State full timeout,,30,36
1,2:42.0,K. Thompson makes 2-pt jump shot from 13 ft (assist by K. Looney),,32,36
1,2:25.0,,Turnover by T. Zeller (bad pass),32,36
1,2:25.0,A. Iguodala enters the game for K. Thompson,,32,36
1,2:17.0,K. Durant misses 2-pt jump shot from 2 ft,,32,36
1,2:14.0,Offensive rebound by K. Looney,,32,36
1,2:12.0,J. Evans makes 3-pt jump shot from 27 ft (assist by K. Looney),,35,36
1,1:59.0,,J. Carter makes 3-pt jump shot from 26 ft,35,39
1,1:46.0,K. Looney misses 2-pt jump shot from 18 ft,,35,39
1,1:43.0,,Defensive rebound by J. Washburn,35,39
1,1:36.0,,Personal foul by J. Evans (drawn by J. Carter),35,39
1,1:36.0,,J. Carter makes free throw 1 of 2,35,40
1,1:36.0,,D. Wright enters the game for T. Dorsey,35,40
1,1:36.0,,J. Carter makes free throw 2 of 2,35,41
1,1:22.0,K. Durant makes 2-pt jump shot from 18 ft (assist by J. Jerebko),,37,41
1,1:03.0,,Shooting foul by J. Jerebko (drawn by T. Zeller),37,41
1,1:03.0,,T. Zeller makes free throw 1 of 2,37,42
1,1:03.0,,T. Zeller misses free throw 2 of 2,37,42
1,1:01.0,Defensive rebound by J. Jerebko,,37,42
1,0:54.0,Personal foul by Y. Watanabe (drawn by K. Durant),,37,42
1,0:54.0,K. Durant makes free throw 1 of 2,,38,42
1,0:54.0,K. Durant makes free throw 2 of 2,,39,42
1,0:31.0,,D. Wright makes 3-pt jump shot from 25 ft,39,45
1,0:08.0,J. Jerebko makes 2-pt jump shot from 18 ft (assist by K. Durant),,41,45
1,0:00.0,,J. Carter misses 2-pt layup from 2 ft,41,45
1,0:00.0,,Offensive rebound by Team,41,45
2,11:49.0,,J. Washburn misses 3-pt jump shot from 23 ft,41,45
2,11:46.0,,Offensive rebound by T. Zeller,41,45
2,11:44.0,,T. Zeller makes 2-pt hook shot from 5 ft,41,47
2,11:19.0,K. Looney makes 2-pt layup from 1 ft (assist by A. Iguodala),,43,47
2,11:05.0,,Y. Watanabe misses 2-pt jump shot from 12 ft,43,47
2,11:02.0,,Offensive rebound by J. Carter,43,47
2,10:58.0,,J. Washburn makes 2-pt layup from 1 ft (assist by D. Wright),43,49
2,10:45.0,D. Lee makes 3-pt jump shot from 25 ft (assist by K. Looney),,46,49
2,10:26.0,,Y. Watanabe misses 3-pt jump shot from 23 ft,46,49
2,10:24.0,,Offensive rebound by T. Zeller,46,49
2,10:21.0,,T. Zeller makes 2-pt hook shot from 7 ft,46,51
2,10:08.0,J. Evans misses 2-pt layup from 1 ft,,46,51
2,10:03.0,,Defensive rebound by T. Zeller,46,51
2,9:58.0,,T. Zeller makes 2-pt jump shot from 6 ft (assist by D. Wright),46,53
2,9:36.0,K. Looney misses 2-pt jump shot from 3 ft,,46,53
2,9:33.0,,Defensive rebound by J. Washburn,46,53
2,9:21.0,,J. Washburn misses 3-pt jump shot from 23 ft,46,53
2,9:18.0,Defensive rebound by D. Lee,,46,53
2,9:06.0,A. Iguodala misses 3-pt jump shot from 26 ft,,46,53
2,9:04.0,,Defensive rebound by D. Wright,46,53
2,9:00.0,,D. Wright misses 2-pt layup from 1 ft,46,53
2,8:55.0,,Offensive rebound by Y. Watanabe,46,53
2,8:55.0,,Y. Watanabe misses 2-pt layup at rim,46,53
2,8:54.0,Defensive rebound by K. Looney,,46,53
2,8:52.0,A. Iguodala misses 2-pt jump shot from 1 ft,,46,53
2,8:48.0,,Defensive rebound by Y. Watanabe,46,53
2,8:44.0,,J. Carter makes 3-pt jump shot from 26 ft,46,56
2,8:21.0,Personal foul by Y. Watanabe (drawn by D. Lee),,46,56
2,8:21.0,A. McKinnie enters the game for J. Jerebko,,46,56
2,8:21.0,,J. Holiday enters the game for Y. Watanabe,46,56
2,8:21.0,,I. Rabb enters the game for T. Zeller,46,56
2,8:12.0,Personal foul by J. Washburn (drawn by D. Lee),,46,56
2,8:00.0,K. Looney makes 2-pt dunk from 1 ft (assist by J. Evans),,48,56
2,7:39.0,,J. Washburn makes 2-pt jump shot from 11 ft,48,58
2,7:24.0,A. Iguodala misses 3-pt jump shot from 26 ft,,48,58
2,7:21.0,,Defensive rebound by J. Carter,48,58
2,7:17.0,,Personal foul by K. Looney (drawn by I. Rabb),48,58
2,7:17.0,K. Thompson enters the game for J. Evans,,48,58
2,7:17.0,,B. Caboclo enters the game for J. Washburn,48,58
2,7:13.0,,J. Holiday makes 2-pt jump shot from 20 ft (assist by D. Wright),48,60
2,6:52.0,D. Lee makes 2-pt layup from 1 ft (assist by A. Iguodala),,50,60
2,6:38.0,,J. Carter makes 3-pt jump shot from 26 ft (assist by B. Caboclo),50,63
2,6:28.0,Turnover by A. Iguodala (bad pass),,50,63
2,6:28.0,,Memphis full timeout,50,63
2,6:28.0,J. Bell enters the game for D. Lee,,50,63
2,6:28.0,K. Durant enters the game for K. Looney,,50,63
2,6:09.0,,Offensive foul by B. Caboclo (drawn by A. McKinnie),50,63
2,6:09.0,,Turnover by B. Caboclo (offensive foul),50,63
2,5:50.0,A. Iguodala misses 3-pt jump shot from 23 ft,,50,63
2,5:47.0,,Defensive rebound by I. Rabb,50,63
2,5:26.0,,J. Carter makes 3-pt jump shot from 27 ft,50,66
2,5:26.0,,T. Dorsey enters the game for J. Carter,50,66
2,5:08.0,K. Durant makes 2-pt dunk from 1 ft,,52,66
2,4:57.0,,B. Caboclo makes 2-pt dunk from 1 ft (assist by D. Wright),52,68
2,4:41.0,K. Durant makes 2-pt jump shot from 19 ft,,54,68
2,4:26.0,,B. Caboclo makes 3-pt jump shot from 26 ft (assist by T. Dorsey),54,71
2,4:10.0,Shooting foul by I. Rabb (drawn by K. Durant),,54,71
2,4:10.0,K. Durant makes free throw 1 of 3,,55,71
2,4:10.0,K. Durant makes free throw 2 of 3,,56,71
2,4:10.0,Q. Cook enters the game for A. Iguodala,,56,71
2,4:10.0,K. Durant makes free throw 3 of 3,,57,71
2,4:00.0,,Turnover by D. Wright (bad pass),57,71
2,3:48.0,K. Thompson misses 2-pt jump shot from 15 ft,,57,71
2,3:45.0,,Defensive rebound by T. Dorsey,57,71
2,3:30.0,,Shooting foul by A. McKinnie (drawn by B. Caboclo),57,71
2,3:30.0,,B. Caboclo makes free throw 1 of 2,57,72
2,3:30.0,,B. Caboclo makes free throw 2 of 2,57,73
2,3:09.0,K. Durant makes 2-pt jump shot from 20 ft,,59,73
2,2:53.0,,Turnover by D. Wright (bad pass; steal by K. Thompson),59,73
2,2:49.0,Q. Cook misses 2-pt layup from 1 ft,,59,73
2,2:44.0,Offensive rebound by J. Bell,,59,73
2,2:44.0,J. Bell makes 2-pt layup from 1 ft,,61,73
2,2:38.0,,J. Holiday misses 3-pt jump shot from 24 ft,61,73
2,2:36.0,Defensive rebound by Q. Cook,,61,73
2,2:33.0,J. Bell makes 2-pt dunk from 2 ft (assist by Q. Cook),,63,73
2,2:33.0,,Memphis full timeout,63,73
2,2:20.0,,Shooting foul by Q. Cook (drawn by T. Dorsey),63,73
2,2:20.0,,T. Dorsey makes free throw 1 of 2,63,74
2,2:20.0,,T. Dorsey makes free throw 2 of 2,63,75
2,1:58.0,K. Thompson makes 3-pt jump shot from 23 ft (assist by J. Bell),,66,75
2,1:39.0,,Personal foul by A. McKinnie (drawn by I. Rabb),66,75
2,1:39.0,,J. Carter enters the game for J. Holiday,66,75
2,1:27.0,,Shooting foul by J. Bell (drawn by J. Carter),66,75
2,1:27.0,,J. Carter makes free throw 1 of 2,66,76
2,1:27.0,,J. Carter makes free throw 2 of 2,66,77
2,1:15.0,J. Bell makes 2-pt dunk from 1 ft (assist by K. Thompson),,68,77
2,1:03.0,,I. Rabb makes 2-pt jump shot from 21 ft (assist by J. Carter),68,79
2,0:41.0,A. McKinnie misses 3-pt jump shot from 24 ft,,68,79
2,0:38.0,,Defensive rebound by B. Caboclo,68,79
2,0:33.0,,B. Caboclo makes 2-pt layup from 1 ft,68,81
2,0:26.0,Turnover by Q. Cook (bad pass; steal by B. Caboclo),,68,81
2,0:22.0,,D. Wright misses 3-pt jump shot from 25 ft,68,81
2,0:19.0,,Offensive rebound by T. Dorsey,68,81
2,0:19.0,,T. Dorsey makes 2-pt layup at rim,68,83
2,0:11.0,Offensive foul by Q. Cook (drawn by J. Carter),,68,83
2,0:11.0,Turnover by Q. Cook (offensive foul),,68,83
2,0:11.0,J. Evans enters the game for Q. Cook,,68,83
2,0:03.0,,J. Carter makes 3-pt jump shot from 25 ft,68,86
2,0:00.0,J. Evans misses 3-pt jump shot from 34 ft,,68,86
2,0:00.0,Offensive rebound by Team,,68,86
3,11:50.0,,T. Dorsey makes 2-pt jump shot from 2 ft (assist by B. Caboclo),68,88
3,11:33.0,J. Bell makes 2-pt dunk from 1 ft (assist by A. Iguodala),,70,88
3,11:20.0,,J. Holiday makes 2-pt jump shot from 19 ft (assist by D. Wright),70,90
3,10:58.0,A. Iguodala misses 2-pt jump shot from 15 ft,,70,90
3,10:55.0,Offensive rebound by A. Bogut,,70,90
3,10:55.0,A. Bogut misses 2-pt layup at rim,,70,90
3,10:55.0,,Defensive rebound by J. Holiday,70,90
3,10:45.0,,I. Rabb makes 2-pt jump shot from 15 ft,70,92
3,10:23.0,Q. Cook misses 2-pt jump shot from 12 ft,,70,92
3,10:19.0,,Defensive rebound by J. Holiday,70,92
3,10:15.0,,T. Dorsey makes 3-pt jump shot from 26 ft (assist by D. Wright),70,95
3,9:50.0,Personal foul by I. Rabb (drawn by A. Bogut),,70,95
3,9:42.0,Turnover by A. Bogut (lost ball; steal by D. Wright),,70,95
3,9:35.0,,B. Caboclo misses 2-pt jump shot from 1 ft,70,95
3,9:31.0,Defensive rebound by J. Bell,,70,95
3,9:27.0,Turnover by J. Bell (lost ball; steal by T. Dorsey),,70,95
3,9:18.0,,T. Dorsey makes 2-pt jump shot from 1 ft,70,97
3,8:56.0,A. Iguodala misses 2-pt jump shot from 13 ft,,70,97
3,8:54.0,,Defensive rebound by B. Caboclo,70,97
3,8:47.0,,B. Caboclo makes 2-pt layup from 1 ft,70,99
3,8:47.0,Golden State full timeout,,70,99
3,8:31.0,Turnover by A. Bogut (3 sec),,70,99
3,8:16.0,,I. Rabb misses 2-pt jump shot from 19 ft,70,99
3,8:14.0,Defensive rebound by A. Bogut,,70,99
3,8:02.0,Q. Cook makes 2-pt layup at rim (assist by A. Iguodala),,72,99
3,7:50.0,,J. Holiday misses 3-pt jump shot from 26 ft,72,99
3,7:48.0,Defensive rebound by A. Bogut,,72,99
3,7:39.0,D. Lee misses 2-pt jump shot from 20 ft,,72,99
3,7:37.0,Offensive rebound by A. Iguodala,,72,99
3,7:28.0,Q. Cook misses 2-pt layup from 2 ft,,72,99
3,7:27.0,,Defensive rebound by D. Wright,72,99
3,7:20.0,,T. Dorsey makes 3-pt jump shot from 23 ft (assist by J. Holiday),72,102
3,6:58.0,A. Iguodala misses 3-pt jump shot from 25 ft,,72,102
3,6:56.0,,Defensive rebound by D. Wright,72,102
3,6:52.0,,T. Dorsey misses 3-pt jump shot from 23 ft,72,102
3,6:49.0,Defensive rebound by D. Lee,,72,102
3,6:44.0,D. Lee makes 2-pt layup from 2 ft,,74,102
3,6:44.0,Shooting foul by B. Caboclo (drawn by D. Lee),,74,102
3,6:44.0,D. Lee makes free throw 1 of 1,,75,102
3,6:32.0,,Turnover by D. Wright (bad pass; steal by A. Bogut),75,102
3,6:25.0,D. Lee misses 3-pt jump shot from 26 ft,,75,102
3,6:22.0,,Defensive rebound by D. Wright,75,102
3,6:14.0,,B. Caboclo misses 3-pt jump shot from 25 ft,75,102
3,6:12.0,Defensive rebound by Team,,75,102
3,6:12.0,J. Jerebko enters the game for J. Bell,,75,102
3,6:12.0,A. McKinnie enters the game for D. Lee,,75,102
3,6:12.0,,T. Zeller enters the game for I. Rabb,75,102
3,5:59.0,Q. Cook makes 2-pt layup from 2 ft,,77,102
3,5:33.0,,J. Holiday misses 2-pt jump shot from 10 ft,77,102
3,5:33.0,Defensive rebound by Team,,77,102
3,5:33.0,,Loose ball foul by T. Zeller (drawn by A. Iguodala),77,102
3,5:33.0,,J. Carter enters the game for T. Dorsey,77,102
3,5:22.0,Turnover by A. Bogut (bad pass),,77,102
3,5:06.0,,B. Caboclo misses 2-pt layup from 2 ft,77,102
3,5:06.0,,Offensive rebound by Team,77,102
3,4:57.0,,J. Carter makes 3-pt jump shot from 22 ft (assist by D. Wright),77,105
3,4:39.0,Q. Cook misses 2-pt jump shot from 17 ft,,77,105
3,4:38.0,,Defensive rebound by B. Caboclo,77,105
3,4:30.0,,B. Caboclo misses 2-pt layup from 3 ft (block by A. Bogut),77,105
3,4:30.0,,Offensive rebound by Team,77,105
3,4:30.0,,J. Washburn enters the game for B. Caboclo,77,105
3,4:19.0,,J. Carter misses 3-pt jump shot from 27 ft,77,105
3,4:17.0,Defensive rebound by A. McKinnie,,77,105
3,4:05.0,J. Jerebko makes 2-pt layup from 1 ft (assist by A. Iguodala),,79,105
3,3:51.0,,J. Holiday misses 3-pt jump shot from 25 ft,79,105
3,3:50.0,Defensive rebound by A. Bogut,,79,105
3,3:47.0,Turnover by A. Bogut (bad pass; steal by J. Washburn),,79,105
3,3:41.0,,Personal foul by J. Jerebko (drawn by J. Washburn),79,105
3,3:41.0,J. Evans enters the game for Q. Cook,,79,105
3,3:41.0,,Y. Watanabe enters the game for J. Holiday,79,105
3,3:29.0,,J. Carter misses 3-pt jump shot from 23 ft,79,105
3,3:26.0,Defensive rebound by A. McKinnie,,79,105
3,3:22.0,A. McKinnie makes 2-pt jump shot from 9 ft,,81,105
3,3:22.0,Shooting foul by D. Wright (drawn by A. McKinnie),,81,105
3,3:22.0,A. McKinnie misses free throw 1 of 1,,81,105
3,3:20.0,,Defensive rebound by D. Wright,81,105
3,3:08.0,,T. Zeller misses 2-pt jump shot from 9 ft,81,105
3,3:05.0,Defensive rebound by A. Bogut,,81,105
3,3:03.0,Turnover by A. Bogut (lost ball; steal by D. Wright),,81,105
3,2:58.0,,J. Washburn makes 2-pt jump shot from 22 ft (assist by D. Wright),81,107
3,2:36.0,A. Iguodala makes 2-pt jump shot from 13 ft (assist by J. Jerebko),,83,107
3,2:25.0,,Shooting foul by J. Evans (drawn by T. Zeller),83,107
3,2:25.0,,Memphis full timeout,83,107
3,2:25.0,K. Looney enters the game for A. Bogut,,83,107
3,2:25.0,,T. Dorsey enters the game for D. Wright,83,107
3,2:25.0,,T. Zeller misses free throw 1 of 2,83,107
3,2:25.0,,Offensive rebound by Team,83,107
3,2:25.0,,T. Zeller makes free throw 2 of 2,83,108
3,2:11.0,J. Jerebko misses 2-pt jump shot from 20 ft,,83,108
3,2:07.0,,Defensive rebound by J. Carter,83,108
3,1:46.0,,T. Dorsey makes 2-pt jump shot from 11 ft,83,110
3,1:22.0,J. Jerebko makes 2-pt dunk from 1 ft (assist by A. McKinnie),,85,110
3,1:12.0,,J. Carter makes 2-pt jump shot from 12 ft,85,112
3,0:51.0,A. Iguodala makes 3-pt jump shot from 26 ft,,88,112
3,0:31.0,,J. Carter makes 2-pt jump shot from 13 ft,88,114
3,0:20.0,A. McKinnie makes 2-pt hook shot from 1 ft (assist by J. Jerebko),,90,114
3,0:03.0,,Offensive foul by J. Carter (drawn by A. Iguodala),90,114
3,0:03.0,,Turnover by J. Carter (offensive foul),90,114
3,0:00.0,A. Iguodala misses 3-pt jump shot from 26 ft,,90,114
3,0:00.0,Offensive rebound by Team,,90,114
4,11:44.0,D. Lee misses 2-pt jump shot from 11 ft,,90,114
4,11:40.0,Offensive rebound by K. Looney,,90,114
4,11:40.0,K. Looney misses 2-pt layup at rim,,90,114
4,11:40.0,,Defensive rebound by J. Carter,90,114
4,11:27.0,,Y. Watanabe misses 2-pt jump shot from 9 ft,90,114
4,11:24.0,Defensive rebound by J. Evans,,90,114
4,11:17.0,Personal foul by T. Zeller (drawn by K. Looney),,90,114
4,11:12.0,D. Lee misses 3-pt jump shot from 27 ft,,90,114
4,11:09.0,,Defensive rebound by Y. Watanabe,90,114
4,11:03.0,,Personal foul by A. McKinnie (drawn by J. Carter),90,114
4,10:50.0,,J. Carter misses 2-pt layup from 2 ft,90,114
4,10:48.0,Defensive rebound by J. Jerebko,,90,114
4,10:42.0,K. Looney misses 2-pt hook shot from 6 ft,,90,114
4,10:40.0,,Defensive rebound by Team,90,114
4,10:28.0,,T. Dorsey makes 2-pt layup from 2 ft,90,116
4,10:14.0,Personal foul by T. Dorsey (drawn by D. Lee),,90,116
4,10:11.0,Personal foul by T. Dorsey (drawn by D. Lee),,90,116
4,10:04.0,Turnover by J. Jerebko (bad pass; steal by J. Carter),,90,116
4,9:57.0,,T. Dorsey misses 3-pt jump shot from 26 ft,90,116
4,9:54.0,Defensive rebound by J. Jerebko,,90,116
4,9:44.0,K. Looney makes 2-pt jump shot from 16 ft (assist by J. Evans),,92,116
4,9:35.0,,J. Carter misses 3-pt jump shot from 26 ft,92,116
4,9:31.0,Defensive rebound by D. Lee,,92,116
4,9:24.0,K. Looney misses 2-pt jump shot from 18 ft,,92,116
4,9:22.0,,Defensive rebound by J. Washburn,92,116
4,9:13.0,,T. Dorsey misses 3-pt jump shot from 26 ft,92,116
4,9:11.0,Defensive rebound by A. McKinnie,,92,116
4,9:03.0,J. Evans misses 2-pt jump shot from 16 ft,,92,116
4,9:00.0,,Defensive rebound by J. Washburn,92,116
4,8:56.0,,Y. Watanabe misses 3-pt jump shot from 27 ft,92,116
4,8:52.0,,Offensive rebound by T. Zeller,92,116
4,8:51.0,,T. Zeller misses 2-pt layup from 6 ft (block by J. Jerebko),92,116
4,8:48.0,,Offensive rebound by T. Dorsey,92,116
4,8:41.0,,J. Carter makes 3-pt jump shot from 30 ft,92,119
4,8:16.0,J. Evans misses 2-pt jump shot from 6 ft,,92,119
4,8:12.0,Offensive rebound by J. Evans,,92,119
4,8:09.0,Turnover by A. McKinnie (lost ball; steal by J. Washburn),,92,119
4,8:09.0,,Turnover by J. Washburn (step out of bounds),92,119
4,8:09.0,,J. Holiday enters the game for T. Dorsey,92,119
4,8:09.0,,I. Rabb enters the game for Y. Watanabe,92,119
4,8:09.0,,D. Wright enters the game for T. Zeller,92,119
4,8:09.0,Golden State full timeout,,92,119
4,8:09.0,J. Bell enters the game for J. Jerebko,,92,119
4,8:09.0,Q. Cook enters the game for K. Looney,,92,119
4,8:09.0,M. Derrickson enters the game for A. McKinnie,,92,119
4,8:09.0,,B. Caboclo enters the game for J. Carter,92,119
4,7:58.0,Turnover by J. Evans (lost ball; steal by J. Washburn),,92,119
4,7:54.0,,J. Holiday misses 3-pt jump shot from 24 ft,92,119
4,7:50.0,,Offensive rebound by D. Wright,92,119
4,7:43.0,,J. Washburn misses 2-pt jump shot from 22 ft,92,119
4,7:40.0,Defensive rebound by M. Derrickson,,92,119
4,7:31.0,M. Derrickson makes 3-pt jump shot from 26 ft (assist by Q. Cook),,95,119
4,7:04.0,,J. Holiday misses 2-pt jump shot from 17 ft,95,119
4,7:01.0,Defensive rebound by Q. Cook,,95,119
4,6:57.0,D. Lee misses 2-pt layup from 1 ft,,95,119
4,6:53.0,Offensive rebound by J. Bell,,95,119
4,6:53.0,J. Bell makes 2-pt layup at rim,,97,119
4,6:41.0,,B. Caboclo makes 3-pt jump shot from 27 ft (assist by D. Wright),97,122
4,6:26.0,J. Bell misses 2-pt jump shot from 17 ft,,97,122
4,6:24.0,,Defensive rebound by J. Washburn,97,122
4,6:07.0,,I. Rabb misses 2-pt jump shot from 6 ft,97,122
4,6:04.0,Defensive rebound by J. Bell,,97,122
4,6:00.0,Q. Cook makes 3-pt jump shot from 25 ft,,100,122
4,5:38.0,,B. Caboclo misses 3-pt jump shot from 26 ft,100,122
4,5:35.0,Defensive rebound by J. Bell,,100,122
4,5:29.0,Q. Cook misses 3-pt jump shot from 26 ft,,100,122
4,5:26.0,,Defensive rebound by I. Rabb,100,122
4,5:08.0,,I. Rabb misses 2-pt hook shot from 7 ft,100,122
4,5:05.0,Defensive rebound by Q. Cook,,100,122
4,5:03.0,Turnover by Q. Cook (bad pass; steal by D. Wright),,100,122
4,5:02.0,,Personal take foul by Q. Cook (drawn by J. Holiday),100,122
4,4:51.0,,J. Holiday misses 2-pt layup from 3 ft (block by J. Bell),100,122
4,4:48.0,Defensive rebound by Q. Cook,,100,122
4,4:46.0,Away from play foul by J. Washburn (drawn by D. Lee),,100,122
4,4:46.0,M. Derrickson makes free throw 1 of 1,,101,122
4,4:38.0,M. Derrickson makes 3-pt jump shot from 27 ft,,104,122
4,4:18.0,,D. Wright makes 3-pt jump shot from 26 ft (assist by I. Rabb),104,125
4,4:00.0,D. Lee makes 2-pt jump shot from 16 ft (assist by J. Evans),,106,125
4,3:48.0,,I. Rabb misses 3-pt jump shot from 23 ft,106,125
4,3:44.0,Defensive rebound by J. Evans,,106,125
4,3:39.0,J. Evans makes 2-pt jump shot from 19 ft,,108,125
4,3:22.0,,D. Wright misses 3-pt jump shot from 26 ft,108,125
4,3:19.0,Defensive rebound by Team,,108,125
4,3:19.0,,J. Carter enters the game for J. Holiday,108,125
