QUARTER,TIME_REMAINING,LA LAKERS_ACTION,OKLAHOMA CITY_ACTION,LA LAKERS_SCORE,OKLAHOMA CITY_SCORE
1,1:54.0,I. Zubac makes 2-pt dunk from 1 ft (assist by B. Ingram),,22,37
1,1:37.0,,D. Schröder misses 3-pt jump shot from 25 ft,22,37
1,1:35.0,Defensive rebound by I. Zubac,,22,37
1,1:13.0,M. Beasley misses 2-pt jump shot from 15 ft,,22,37
1,1:10.0,,Defensive rebound by N. Noel,22,37
1,0:59.0,,A. Nader misses 2-pt jump shot from 10 ft,22,37
1,0:57.0,Defensive rebound by I. Zubac,,22,37
1,0:39.0,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by B. Ingram),,25,37
1,0:28.0,,N. Noel makes 2-pt jump shot from 9 ft (assist by D. Schröder),25,39
1,0:04.0,M. Beasley makes 2-pt layup from 3 ft,,27,39
1,0:00.0,,P. George misses 3-pt jump shot from 30 ft,27,39
1,0:00.0,,Offensive rebound by Team,27,39
2,11:45.0,S. Mykhailiuk misses 3-pt jump shot from 24 ft,,27,39
2,11:42.0,,Defensive rebound by H. Diallo,27,39
2,11:34.0,,Turnover by N. Noel (lost ball; steal by M. Beasley),27,39
2,11:26.0,J. Hart misses 3-pt jump shot from 25 ft,,27,39
2,11:23.0,Offensive rebound by S. Mykhailiuk,,27,39
2,11:18.0,Turnover by I. Zubac (lost ball; steal by N. Noel),,27,39
2,11:09.0,,P. Patterson misses 3-pt jump shot from 25 ft,27,39
2,11:05.0,Defensive rebound by M. Beasley,,27,39
2,10:59.0,I. Zubac makes 2-pt hook shot from 12 ft (assist by M. Beasley),,29,39
2,10:43.0,,P. Patterson makes 3-pt jump shot from 25 ft (assist by D. Schröder),29,42
2,10:28.0,M. Beasley makes 2-pt layup from 2 ft,,31,42
2,10:28.0,Shooting foul by P. Patterson (drawn by M. Beasley),,31,42
2,10:28.0,M. Beasley makes free throw 1 of 1,,32,42
2,10:15.0,,N. Noel misses 2-pt layup from 1 ft,32,42
2,10:12.0,,Offensive rebound by N. Noel,32,42
2,10:08.0,,D. Schröder misses 3-pt jump shot from 26 ft,32,42
2,10:06.0,Defensive rebound by Team,,32,42
2,10:06.0,M. Wagner enters the game for M. Beasley,,32,42
2,9:51.0,J. Hart makes 2-pt layup from 1 ft (assist by L. Stephenson),,34,42
2,9:51.0,Shooting foul by N. Noel (drawn by J. Hart),,34,42
2,9:51.0,J. Hart makes free throw 1 of 1,,35,42
2,9:44.0,,A. Nader misses 3-pt jump shot from 23 ft,35,42
2,9:42.0,Defensive rebound by L. Stephenson,,35,42
2,9:32.0,I. Zubac makes 2-pt layup from 3 ft (assist by J. Hart),,37,42
2,9:31.0,,Oklahoma City full timeout,37,42
2,9:21.0,,D. Schröder makes 2-pt jump shot from 19 ft (assist by P. Patterson),37,44
2,9:08.0,Shooting foul by P. Patterson (drawn by M. Wagner),,37,44
2,9:08.0,M. Wagner makes free throw 1 of 2,,38,44
2,9:08.0,,R. Westbrook enters the game for A. Nader,38,44
2,9:08.0,M. Wagner makes free throw 2 of 2,,39,44
2,8:56.0,,H. Diallo misses 3-pt jump shot from 23 ft,39,44
2,8:53.0,Defensive rebound by I. Zubac,,39,44
2,8:49.0,J. Hart misses 2-pt layup from 1 ft,,39,44
2,8:45.0,Offensive rebound by I. Zubac,,39,44
2,8:45.0,I. Zubac makes 2-pt dunk from 1 ft,,41,44
2,8:37.0,,Personal foul by M. Wagner (drawn by P. Patterson),41,44
2,8:37.0,K. Kuzma enters the game for M. Wagner,,41,44
2,8:37.0,,J. Grant enters the game for P. Patterson,41,44
2,8:28.0,,Turnover by D. Schröder (lost ball; steal by J. Hart),41,44
2,8:20.0,J. Hart makes 3-pt jump shot from 25 ft,,44,44
2,8:07.0,,R. Westbrook misses 2-pt jump shot from 20 ft,44,44
2,8:06.0,Defensive rebound by S. Mykhailiuk,,44,44
2,8:06.0,Personal take foul by D. Schröder (drawn by S. Mykhailiuk),,44,44
2,8:06.0,,S. Adams enters the game for N. Noel,44,44
2,8:06.0,,T. Ferguson enters the game for D. Schröder,44,44
2,7:45.0,K. Kuzma makes 2-pt jump shot from 11 ft,,46,44
2,7:45.0,Away from play foul by R. Westbrook (drawn by S. Mykhailiuk),,46,44
2,7:45.0,S. Mykhailiuk makes free throw 1 of 1,,47,44
2,7:34.0,,T. Ferguson misses 3-pt jump shot from 25 ft,47,44
2,7:31.0,Defensive rebound by J. Hart,,47,44
2,7:24.0,S. Mykhailiuk misses 3-pt jump shot from 23 ft,,47,44
2,7:21.0,,Defensive rebound by R. Westbrook,47,44
2,7:12.0,,Shooting foul by L. Stephenson (drawn by H. Diallo),47,44
2,7:12.0,,H. Diallo misses free throw 1 of 2,47,44
2,7:12.0,,Offensive rebound by Team,47,44
2,7:12.0,,H. Diallo misses free throw 2 of 2,47,44
2,7:10.0,Defensive rebound by K. Kuzma,,47,44
2,7:01.0,Turnover by L. Stephenson (traveling),,47,44
2,7:01.0,,P. George enters the game for H. Diallo,47,44
2,6:51.0,,R. Westbrook misses 2-pt layup from 2 ft,47,44
2,6:49.0,Defensive rebound by J. Hart,,47,44
2,6:46.0,Turnover by J. Hart (bad pass),,47,44
2,6:29.0,,R. Westbrook misses 2-pt jump shot from 14 ft,47,44
2,6:27.0,Defensive rebound by K. Kuzma,,47,44
2,6:27.0,Personal take foul by R. Westbrook (drawn by K. Kuzma),,47,44
2,6:27.0,K. Kuzma makes free throw 1 of 2,,48,44
2,6:27.0,,Oklahoma City full timeout,48,44
2,6:27.0,L. Ball enters the game for S. Mykhailiuk,,48,44
2,6:27.0,T. Chandler enters the game for L. Stephenson,,48,44
2,6:27.0,B. Ingram enters the game for I. Zubac,,48,44
2,6:27.0,K. Kuzma makes free throw 2 of 2,,49,44
2,6:10.0,,Turnover by S. Adams (bad pass; steal by K. Kuzma),49,44
2,6:06.0,K. Kuzma misses 2-pt layup from 1 ft,,49,44
2,6:05.0,,Defensive rebound by P. George,49,44
2,6:00.0,,R. Westbrook makes 3-pt jump shot from 23 ft (assist by P. George),49,47
2,5:46.0,J. Hart makes 3-pt jump shot from 22 ft (assist by L. Ball),,52,47
2,5:26.0,,R. Westbrook misses 2-pt jump shot from 10 ft,52,47
2,5:23.0,Defensive rebound by T. Chandler,,52,47
2,5:15.0,T. Chandler makes 2-pt layup from 2 ft (assist by B. Ingram),,54,47
2,5:05.0,,P. George makes 3-pt jump shot from 25 ft,54,50
2,4:45.0,L. Ball misses 2-pt jump shot from 20 ft,,54,50
2,4:42.0,,Defensive rebound by S. Adams,54,50
2,4:30.0,,T. Ferguson makes 3-pt jump shot from 25 ft (assist by R. Westbrook),54,53
2,4:28.0,LA Lakers full timeout,,54,53
2,4:28.0,K. Caldwell-Pope enters the game for J. Hart,,54,53
2,4:28.0,M. Wagner enters the game for K. Kuzma,,54,53
2,4:05.0,L. Ball misses 2-pt layup from 4 ft,,54,53
2,4:03.0,Offensive rebound by T. Chandler,,54,53
2,4:02.0,T. Chandler misses 2-pt layup from 1 ft,,54,53
2,3:56.0,,Defensive rebound by S. Adams,54,53
2,3:48.0,,S. Adams misses 2-pt hook shot from 4 ft (block by M. Wagner),54,53
2,3:45.0,Defensive rebound by M. Wagner,,54,53
2,3:44.0,Shooting foul by T. Ferguson (drawn by B. Ingram),,54,53
2,3:44.0,B. Ingram makes free throw 1 of 2,,55,53
2,3:44.0,B. Ingram makes free throw 2 of 2,,56,53
2,3:31.0,,T. Ferguson makes 3-pt jump shot from 23 ft (assist by P. George),56,56
2,3:18.0,M. Wagner makes 3-pt jump shot from 27 ft (assist by L. Ball),,59,56
2,3:01.0,,P. George makes 2-pt jump shot from 18 ft (assist by R. Westbrook),59,58
2,2:50.0,L. Ball makes 2-pt dunk from 1 ft (assist by B. Ingram),,61,58
2,2:33.0,,T. Ferguson makes 3-pt jump shot from 23 ft (assist by P. George),61,61
2,2:18.0,L. Ball misses 2-pt jump shot from 18 ft,,61,61
2,2:16.0,,Defensive rebound by R. Westbrook,61,61
2,2:10.0,,R. Westbrook misses 2-pt layup from 5 ft,61,61
2,2:10.0,,Offensive rebound by Team,61,61
2,2:08.0,,J. Grant misses 2-pt layup from 7 ft (block by T. Chandler),61,61
2,2:08.0,,Offensive rebound by Team,61,61
2,1:58.0,,S. Adams makes 2-pt hook shot from 15 ft,61,63
2,1:40.0,L. Ball misses 3-pt jump shot from 23 ft,,61,63
2,1:38.0,,Defensive rebound by S. Adams,61,63
2,1:24.0,,R. Westbrook misses 3-pt jump shot from 24 ft,61,63
2,1:20.0,Defensive rebound by T. Chandler,,61,63
2,1:14.0,L. Ball makes 3-pt jump shot from 23 ft (assist by B. Ingram),,64,63
2,1:05.0,,Oklahoma City full timeout,64,63
2,1:00.0,,R. Westbrook misses 3-pt jump shot from 26 ft,64,63
2,0:58.0,Defensive rebound by K. Caldwell-Pope,,64,63
2,0:36.0,L. Ball makes 3-pt jump shot from 27 ft (assist by K. Caldwell-Pope),,67,63
2,0:30.0,,J. Grant misses 3-pt jump shot from 26 ft,67,63
2,0:26.0,Defensive rebound by B. Ingram,,67,63
2,0:08.0,Turnover by B. Ingram (traveling),,67,63
2,0:03.0,,P. George misses 3-pt jump shot from 26 ft,67,63
2,0:00.0,Defensive rebound by L. Ball,,67,63
2,0:00.0,L. Ball misses 3-pt jump shot from 85 ft,,67,63
2,0:00.0,Offensive rebound by Team,,67,63
3,11:46.0,B. Ingram misses 3-pt jump shot from 26 ft,,67,63
3,11:43.0,,Defensive rebound by J. Grant,67,63
3,11:27.0,,R. Westbrook makes 3-pt jump shot from 26 ft (assist by P. George),67,66
3,11:02.0,B. Ingram misses 2-pt layup from 5 ft,,67,66
3,10:58.0,Offensive rebound by T. Chandler,,67,66
3,10:58.0,T. Chandler misses 2-pt dunk at rim,,67,66
3,10:58.0,,Defensive rebound by T. Ferguson,67,66
3,10:50.0,,P. George makes 2-pt jump shot from 20 ft,67,68
3,10:35.0,K. Caldwell-Pope misses 2-pt jump shot from 21 ft,,67,68
3,10:34.0,,Defensive rebound by Team,67,68
3,10:10.0,,S. Adams misses 2-pt hook shot from 7 ft,67,68
3,10:08.0,Defensive rebound by T. Chandler,,67,68
3,10:03.0,Turnover by B. Ingram (bad pass; steal by S. Adams),,67,68
3,9:59.0,,Shooting foul by L. Ball (drawn by T. Ferguson),67,68
3,9:59.0,,T. Ferguson makes free throw 1 of 2,67,69
3,9:59.0,,T. Ferguson misses free throw 2 of 2,67,69
3,9:56.0,Defensive rebound by K. Kuzma,,67,69
3,9:48.0,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by L. Ball),,70,69
3,9:26.0,,J. Grant misses 2-pt jump shot from 4 ft,70,69
3,9:22.0,,Offensive rebound by S. Adams,70,69
3,9:22.0,,S. Adams misses 2-pt layup from 1 ft,70,69
3,9:21.0,Defensive rebound by K. Caldwell-Pope,,70,69
3,9:17.0,L. Ball makes 3-pt jump shot from 27 ft (assist by K. Kuzma),,73,69
3,8:53.0,,S. Adams makes 2-pt jump shot from 6 ft (assist by R. Westbrook),73,71
3,8:40.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,73,71
3,8:37.0,Offensive rebound by T. Chandler,,73,71
3,8:32.0,T. Chandler makes 2-pt layup at rim (assist by L. Ball),,75,71
3,8:17.0,,Turnover by P. George (bad pass; steal by K. Caldwell-Pope),75,71
3,8:13.0,K. Caldwell-Pope makes 2-pt layup from 2 ft,,77,71
3,8:13.0,,Oklahoma City full timeout,77,71
3,8:05.0,,Shooting foul by T. Chandler (drawn by R. Westbrook),77,71
3,8:05.0,,R. Westbrook misses free throw 1 of 2,77,71
3,8:05.0,,Offensive rebound by Team,77,71
3,8:05.0,,R. Westbrook misses free throw 2 of 2,77,71
3,8:02.0,,Offensive rebound by S. Adams,77,71
3,8:01.0,,Shooting foul by L. Ball (drawn by T. Ferguson),77,71
3,8:01.0,,T. Ferguson makes free throw 1 of 3,77,72
3,8:01.0,,T. Ferguson makes free throw 2 of 3,77,73
3,8:01.0,,T. Ferguson misses free throw 3 of 3,77,73
3,7:58.0,,Offensive rebound by T. Ferguson,77,73
3,7:56.0,,P. George makes 3-pt jump shot from 26 ft (assist by T. Ferguson),77,76
3,7:56.0,LA Lakers full timeout,,77,76
3,7:37.0,B. Ingram misses 2-pt layup from 3 ft,,77,76
3,7:33.0,Offensive rebound by K. Kuzma,,77,76
3,7:28.0,Turnover by K. Kuzma (traveling),,77,76
3,7:17.0,,P. George misses 3-pt jump shot from 26 ft,77,76
3,7:14.0,Defensive rebound by K. Kuzma,,77,76
3,7:09.0,Personal foul by T. Ferguson (drawn by T. Chandler),,77,76
3,7:06.0,Personal foul by T. Ferguson (drawn by K. Caldwell-Pope),,77,76
3,7:06.0,J. McGee enters the game for T. Chandler,,77,76
3,7:06.0,Violation by Team (delay of game),,77,76
3,6:51.0,L. Ball misses 3-pt jump shot from 24 ft,,77,76
3,6:48.0,,Defensive rebound by S. Adams,77,76
3,6:37.0,,Offensive foul by T. Ferguson (drawn by K. Caldwell-Pope),77,76
3,6:37.0,,Turnover by T. Ferguson (offensive foul),77,76
3,6:37.0,,D. Schröder enters the game for T. Ferguson,77,76
3,6:29.0,Turnover by L. Ball (bad pass; steal by P. George),,77,76
3,6:23.0,,Turnover by R. Westbrook (bad pass; steal by K. Caldwell-Pope),77,76
3,6:21.0,Turnover by K. Caldwell-Pope (bad pass; steal by S. Adams),,77,76
3,6:14.0,,R. Westbrook makes 3-pt jump shot from 25 ft,77,79
3,6:00.0,K. Kuzma makes 3-pt jump shot from 26 ft (assist by B. Ingram),,80,79
3,5:47.0,,R. Westbrook misses 2-pt jump shot from 18 ft,80,79
3,5:44.0,Defensive rebound by B. Ingram,,80,79
3,5:32.0,B. Ingram misses 2-pt jump shot from 10 ft (block by R. Westbrook),,80,79
3,5:29.0,Offensive rebound by B. Ingram,,80,79
3,5:28.0,Offensive foul by K. Kuzma (drawn by D. Schröder),,80,79
3,5:28.0,Turnover by K. Kuzma (offensive foul),,80,79
3,5:28.0,J. Hart enters the game for L. Ball,,80,79
3,5:28.0,S. Mykhailiuk enters the game for K. Caldwell-Pope,,80,79
3,5:15.0,,Def 3 sec tech foul by Team,80,79
3,5:15.0,,P. George makes technical free throw,80,80
3,5:09.0,,D. Schröder misses 3-pt jump shot from 26 ft,80,80
3,5:06.0,Defensive rebound by J. Hart,,80,80
3,4:58.0,Shooting foul by J. Grant (drawn by B. Ingram),,80,80
3,4:58.0,B. Ingram makes free throw 1 of 2,,81,80
3,4:58.0,B. Ingram makes free throw 2 of 2,,82,80
3,4:47.0,,R. Westbrook misses 2-pt layup from 4 ft (block by J. McGee),82,80
3,4:44.0,Defensive rebound by S. Mykhailiuk,,82,80
3,4:40.0,Personal foul by J. Grant (drawn by J. McGee),,82,80
3,4:35.0,K. Kuzma makes 3-pt jump shot from 26 ft (assist by B. Ingram),,85,80
3,4:23.0,,P. George makes 2-pt jump shot from 2 ft,85,82
3,4:23.0,,Shooting foul by S. Mykhailiuk (drawn by P. George),85,82
3,4:23.0,,A. Nader enters the game for J. Grant,85,82
3,4:23.0,,P. George makes free throw 1 of 1,85,83
3,4:07.0,B. Ingram misses 2-pt jump shot from 13 ft,,85,83
3,4:05.0,,Defensive rebound by S. Adams,85,83
3,3:59.0,,R. Westbrook misses 2-pt layup from 3 ft,85,83
3,3:56.0,,Offensive rebound by R. Westbrook,85,83
3,3:54.0,,R. Westbrook makes 2-pt dunk from 1 ft,85,85
3,3:38.0,K. Kuzma misses 2-pt jump shot from 14 ft,,85,85
3,3:34.0,Offensive rebound by J. McGee,,85,85
3,3:34.0,J. McGee makes 2-pt dunk at rim,,87,85
3,3:21.0,,Shooting foul by S. Mykhailiuk (drawn by D. Schröder),87,85
3,3:21.0,I. Zubac enters the game for J. McGee,,87,85
3,3:21.0,,N. Noel enters the game for S. Adams,87,85
3,3:21.0,,D. Schröder makes free throw 1 of 2,87,86
3,3:21.0,,D. Schröder makes free throw 2 of 2,87,87
3,3:06.0,K. Kuzma misses 3-pt jump shot from 26 ft,,87,87
3,3:04.0,Offensive rebound by Team,,87,87
3,3:04.0,,Loose ball foul by N. Noel (drawn by J. Hart),87,87
3,3:04.0,J. Hart misses free throw 1 of 2,,87,87
3,3:04.0,Offensive rebound by Team,,87,87
3,3:04.0,J. Hart makes free throw 2 of 2,,88,87
3,2:53.0,,D. Schröder makes 3-pt jump shot from 25 ft (assist by R. Westbrook),88,90
3,2:32.0,Turnover by B. Ingram (traveling),,88,90
3,2:27.0,,N. Noel makes 2-pt jump shot from 7 ft (assist by R. Westbrook),88,92
3,2:12.0,Turnover by I. Zubac (3 sec),,88,92
3,2:12.0,L. Stephenson enters the game for B. Ingram,,88,92
3,2:06.0,,Turnover by R. Westbrook (bad pass; steal by K. Kuzma),88,92
3,2:01.0,S. Mykhailiuk makes 3-pt jump shot from 23 ft (assist by J. Hart),,91,92
3,1:46.0,,Turnover by D. Schröder (bad pass),91,92
3,1:46.0,,H. Diallo enters the game for R. Westbrook,91,92
3,1:33.0,S. Mykhailiuk misses 3-pt jump shot from 26 ft,,91,92
3,1:31.0,,Defensive rebound by A. Nader,91,92
3,1:22.0,,P. George misses 2-pt layup from 9 ft (block by J. Hart),91,92
3,1:19.0,Defensive rebound by I. Zubac,,91,92
3,1:13.0,I. Zubac makes 2-pt dunk from 1 ft (assist by K. Kuzma),,93,92
3,0:58.0,,P. George makes 3-pt jump shot from 25 ft (assist by N. Noel),93,95
3,0:39.0,Offensive foul by I. Zubac (drawn by D. Schröder),,93,95
3,0:39.0,Turnover by I. Zubac (offensive foul),,93,95
3,0:31.0,,D. Schröder misses 3-pt jump shot from 26 ft,93,95
3,0:28.0,Defensive rebound by L. Stephenson,,93,95
3,0:09.0,K. Kuzma makes 2-pt layup from 6 ft,,95,95
3,0:04.0,,Shooting foul by S. Mykhailiuk (drawn by A. Nader),95,95
3,0:04.0,,A. Nader misses free throw 1 of 2,95,95
3,0:04.0,,Offensive rebound by Team,95,95
3,0:04.0,,A. Nader makes free throw 2 of 2,95,96
3,0:00.0,J. Hart misses 3-pt jump shot from 26 ft,,95,96
3,0:00.0,Offensive rebound by Team,,95,96
4,11:48.0,,A. Nader misses 3-pt jump shot from 25 ft,95,96
4,11:46.0,Defensive rebound by S. Mykhailiuk,,95,96
4,11:37.0,I. Zubac makes 2-pt layup from 4 ft (assist by L. Stephenson),,97,96
4,11:16.0,,D. Schröder makes 2-pt jump shot from 14 ft (assist by P. George),97,98
4,11:06.0,L. Stephenson makes 2-pt layup from 1 ft,,99,98
4,10:47.0,,Personal foul by L. Stephenson (drawn by A. Nader),99,98
4,10:47.0,,H. Diallo enters the game for P. George,99,98
4,10:47.0,,T. Ferguson enters the game for A. Nader,99,98
4,10:38.0,,T. Ferguson misses 3-pt jump shot from 25 ft,99,98
4,10:32.0,,Offensive rebound by H. Diallo,99,98
4,10:32.0,,H. Diallo misses 2-pt layup from 1 ft,99,98
4,10:32.0,Defensive rebound by M. Beasley,,99,98
4,10:18.0,M. Beasley misses 2-pt jump shot from 10 ft,,99,98
4,10:16.0,,Defensive rebound by D. Schröder,99,98
4,10:14.0,,Turnover by D. Schröder (bad pass; steal by J. Hart),99,98
4,10:09.0,I. Zubac makes 2-pt layup from 3 ft (assist by M. Beasley),,101,98
4,10:09.0,,Violation by Team (def goaltending),101,98
4,10:09.0,,S. Adams enters the game for N. Noel,101,98
4,10:09.0,,R. Westbrook enters the game for D. Schröder,101,98
4,9:49.0,,P. Patterson makes 3-pt jump shot from 26 ft (assist by R. Westbrook),101,101
4,9:49.0,,Shooting foul by M. Beasley (drawn by P. Patterson),101,101
4,9:49.0,,P. Patterson misses free throw 1 of 1,101,101
4,9:49.0,Defensive rebound by Team,,101,101
4,9:49.0,,Loose ball foul by S. Adams (drawn by I. Zubac),101,101
4,9:27.0,Turnover by M. Beasley (lost ball; steal by R. Westbrook),,101,101
4,9:22.0,,P. Patterson makes 3-pt jump shot from 23 ft (assist by H. Diallo),101,104
4,9:20.0,,Violation by Team (delay of game),101,104
4,9:06.0,M. Beasley misses 2-pt layup from 3 ft,,101,104
4,9:00.0,Offensive rebound by I. Zubac,,101,104
4,9:00.0,I. Zubac misses 2-pt layup at rim,,101,104
4,9:00.0,Offensive rebound by I. Zubac,,101,104
4,8:56.0,I. Zubac makes 2-pt layup at rim,,103,104
4,8:51.0,,R. Westbrook misses 3-pt jump shot from 25 ft,103,104
4,8:48.0,Defensive rebound by L. Stephenson,,103,104
4,8:43.0,S. Mykhailiuk misses 3-pt jump shot from 27 ft,,103,104
4,8:40.0,,Defensive rebound by R. Westbrook,103,104
4,8:31.0,,Turnover by S. Adams (bad pass; steal by L. Stephenson),103,104
4,8:13.0,Turnover by M. Beasley (out of bounds lost ball),,103,104
4,8:13.0,M. Wagner enters the game for M. Beasley,,103,104
4,8:13.0,,J. Grant enters the game for P. Patterson,103,104
4,8:13.0,Violation by Team (delay of game),,103,104
4,8:13.0,Violation by Team (delay of game),,103,104
4,8:13.0,,R. Westbrook makes technical free throw,103,105
4,8:02.0,,J. Grant misses 3-pt jump shot from 24 ft,103,105
4,7:58.0,,Offensive rebound by S. Adams,103,105
4,7:55.0,,R. Westbrook misses 2-pt jump shot from 17 ft,103,105
4,7:55.0,Defensive rebound by I. Zubac,,103,105
4,7:41.0,Personal foul by R. Westbrook (drawn by I. Zubac),,103,105
4,7:34.0,M. Wagner misses 2-pt layup from 2 ft,,103,105
4,7:32.0,,Defensive rebound by R. Westbrook,103,105
4,7:32.0,,Turnover by R. Westbrook (bad pass),103,105
4,7:16.0,I. Zubac makes 2-pt jump shot from 9 ft (assist by S. Mykhailiuk),,105,105
4,6:56.0,,R. Westbrook misses 3-pt jump shot from 25 ft,105,105
4,6:54.0,Defensive rebound by M. Wagner,,105,105
