QUARTER,TIME_REMAINING,NEW YORK_ACTION,INDIANA_ACTION,NEW YORK_SCORE,INDIANA_SCORE
2,11:31.0,C. Lee makes 2-pt jump shot from 16 ft,,28,28
2,11:09.0,,A. Holiday misses 3-pt jump shot from 29 ft,28,28
2,11:09.0,,Offensive rebound by Team,28,28
2,11:09.0,Loose ball foul by C. Lee (drawn by D. Sabonis),,28,28
2,11:02.0,,Shooting foul by F. Ntilikina (drawn by A. Holiday),28,28
2,11:02.0,,A. Holiday makes free throw 1 of 2,28,29
2,11:02.0,,A. Holiday makes free throw 2 of 2,28,30
2,10:41.0,Turnover by F. Ntilikina (traveling),,28,30
2,10:23.0,,D. McDermott misses 3-pt jump shot from 24 ft,28,30
2,10:10.0,Defensive rebound by Team,,28,30
2,10:09.0,,Loose ball foul by D. Sabonis (drawn by E. Freedom),28,30
2,10:07.0,C. Lee misses 2-pt jump shot from 17 ft,,28,30
2,10:05.0,Offensive rebound by E. Freedom,,28,30
2,10:05.0,E. Freedom makes 2-pt layup at rim,,30,30
2,9:50.0,,C. Joseph misses 2-pt jump shot from 17 ft,30,30
2,9:50.0,,Offensive rebound by D. Sabonis,30,30
2,9:46.0,,D. Sabonis makes 2-pt layup from 1 ft,30,32
2,9:35.0,T. Burke misses 2-pt jump shot from 16 ft,,30,32
2,9:32.0,,Defensive rebound by B. Bogdanović,30,32
2,9:23.0,,B. Bogdanović misses 3-pt jump shot from 28 ft,30,32
2,9:20.0,Defensive rebound by T. Burke,,30,32
2,9:08.0,E. Freedom makes 2-pt layup from 3 ft (assist by F. Ntilikina),,32,32
2,8:54.0,,D. McDermott makes 3-pt jump shot from 24 ft (assist by D. Sabonis),32,35
2,8:39.0,T. Burke misses 2-pt jump shot from 18 ft,,32,35
2,8:35.0,,Defensive rebound by D. Sabonis,32,35
2,8:30.0,,A. Holiday misses 3-pt jump shot from 24 ft,32,35
2,8:26.0,Defensive rebound by T. Burke,,32,35
2,8:14.0,T. Burke misses 3-pt jump shot from 24 ft,,32,35
2,8:10.0,,Defensive rebound by D. Sabonis,32,35
2,8:00.0,,C. Joseph makes 2-pt layup from 1 ft,32,37
2,7:53.0,New York full timeout,,32,37
2,7:53.0,T. Hardaway enters the game for T. Burke,,32,37
2,7:53.0,K. Knox enters the game for C. Lee,,32,37
2,7:53.0,,T. Young enters the game for B. Bogdanović,32,37
2,7:39.0,K. Knox misses 3-pt jump shot from 29 ft,,32,37
2,7:36.0,,Defensive rebound by C. Joseph,32,37
2,7:23.0,,A. Holiday misses 3-pt jump shot from 26 ft,32,37
2,7:22.0,,Offensive rebound by Team,32,37
2,7:22.0,Loose ball foul by K. Knox (drawn by T. Young),,32,37
2,7:22.0,E. Mudiay enters the game for M. Hezonja,,32,37
2,7:22.0,N. Vonleh enters the game for F. Ntilikina,,32,37
2,7:09.0,,T. Young makes 2-pt hook shot from 5 ft (assist by C. Joseph),32,39
2,6:53.0,T. Hardaway misses 2-pt jump shot from 19 ft,,32,39
2,6:52.0,,Defensive rebound by Team,32,39
2,6:52.0,Loose ball foul by E. Freedom (drawn by D. Sabonis),,32,39
2,6:52.0,,V. Oladipo enters the game for A. Holiday,32,39
2,6:37.0,,V. Oladipo makes 3-pt jump shot from 26 ft (assist by C. Joseph),32,42
2,6:19.0,T. Hardaway makes 2-pt jump shot from 19 ft (assist by N. Vonleh),,34,42
2,6:04.0,,C. Joseph misses 2-pt jump shot from 6 ft,34,42
2,6:04.0,Defensive rebound by Team,,34,42
2,6:04.0,,Loose ball foul by D. Sabonis (drawn by E. Freedom),34,42
2,6:04.0,,M. Turner enters the game for D. Sabonis,34,42
2,5:51.0,E. Freedom misses 2-pt jump shot from 17 ft,,34,42
2,5:48.0,Offensive rebound by N. Vonleh,,34,42
2,5:45.0,T. Hardaway misses 3-pt jump shot from 26 ft,,34,42
2,5:41.0,,Defensive rebound by V. Oladipo,34,42
2,5:36.0,,V. Oladipo misses 2-pt jump shot from 19 ft,34,42
2,5:34.0,Defensive rebound by E. Freedom,,34,42
2,5:30.0,E. Mudiay makes 2-pt jump shot from 19 ft,,36,42
2,5:10.0,,Turnover by D. McDermott (bad pass; steal by T. Hardaway),36,42
2,5:07.0,Turnover by T. Hardaway (out of bounds lost ball),,36,42
2,5:07.0,,D. Collison enters the game for C. Joseph,36,42
2,4:54.0,,V. Oladipo makes 2-pt jump shot from 20 ft (assist by D. McDermott),36,44
2,4:44.0,Personal foul by D. Collison (drawn by N. Vonleh),,36,44
2,4:37.0,Personal foul by D. McDermott (drawn by K. Knox),,36,44
2,4:26.0,E. Freedom makes 3-pt jump shot from 26 ft (assist by E. Mudiay),,39,44
2,4:14.0,,Turnover by V. Oladipo (lost ball; steal by E. Mudiay),39,44
2,4:10.0,E. Mudiay makes 2-pt dunk from 1 ft,,41,44
2,4:04.0,,Indiana full timeout,41,44
2,4:04.0,,B. Bogdanović enters the game for D. McDermott,41,44
2,3:55.0,,V. Oladipo makes 3-pt jump shot from 24 ft (assist by D. Collison),41,47
2,3:37.0,E. Freedom makes 2-pt layup from 2 ft (assist by E. Mudiay),,43,47
2,3:37.0,Shooting foul by M. Turner (drawn by E. Freedom),,43,47
2,3:37.0,E. Freedom makes free throw 1 of 1,,44,47
2,3:15.0,,V. Oladipo misses 3-pt jump shot from 27 ft,44,47
2,3:12.0,,Offensive rebound by M. Turner,44,47
2,3:11.0,,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by D. Collison),44,50
2,2:57.0,T. Hardaway makes 2-pt layup from 1 ft (assist by E. Mudiay),,46,50
2,2:57.0,,Violation by Team (def goaltending),46,50
2,2:44.0,,Turnover by B. Bogdanović (step out of bounds),46,50
2,2:34.0,T. Hardaway makes 3-pt jump shot from 27 ft (assist by E. Mudiay),,49,50
2,2:22.0,,T. Young makes 2-pt layup at rim (assist by B. Bogdanović),49,52
2,2:22.0,,Shooting foul by E. Freedom (drawn by T. Young),49,52
2,2:22.0,,T. Young misses free throw 1 of 1,49,52
2,2:21.0,Defensive rebound by N. Vonleh,,49,52
2,2:14.0,Shooting foul by D. Collison (drawn by E. Mudiay),,49,52
2,2:14.0,E. Mudiay makes free throw 1 of 2,,50,52
2,2:14.0,,C. Joseph enters the game for D. Collison,50,52
2,2:14.0,E. Mudiay makes free throw 2 of 2,,51,52
2,2:03.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,51,52
2,2:00.0,Defensive rebound by N. Vonleh,,51,52
2,1:43.0,E. Freedom makes 2-pt layup from 3 ft (assist by T. Hardaway),,53,52
2,1:29.0,,M. Turner makes 2-pt dunk at rim (assist by T. Young),53,54
2,1:11.0,Turnover by K. Knox (traveling),,53,54
2,1:02.0,,Turnover by B. Bogdanović (traveling),53,54
2,0:48.0,E. Mudiay misses 2-pt jump shot from 22 ft,,53,54
2,0:46.0,,Defensive rebound by T. Young,53,54
2,0:38.0,,M. Turner makes 2-pt jump shot from 18 ft (assist by V. Oladipo),53,56
2,0:33.0,T. Hardaway misses 3-pt jump shot from 27 ft,,53,56
2,0:29.0,Offensive rebound by K. Knox,,53,56
2,0:26.0,K. Knox misses 2-pt layup from 2 ft,,53,56
2,0:23.0,,Defensive rebound by M. Turner,53,56
2,0:23.0,,Turnover by M. Turner (bad pass),53,56
2,0:23.0,New York full timeout,,53,56
2,0:23.0,C. Lee enters the game for E. Freedom,,53,56
2,0:02.0,E. Mudiay misses 2-pt jump shot from 19 ft,,53,56
2,0:02.0,,Defensive rebound by V. Oladipo,53,56
3,11:47.0,,M. Turner misses 2-pt jump shot from 18 ft,53,56
3,11:43.0,Defensive rebound by E. Freedom,,53,56
3,11:22.0,N. Vonleh misses 2-pt layup from 4 ft,,53,56
3,11:20.0,,Defensive rebound by M. Turner,53,56
3,11:00.0,,M. Turner makes 2-pt hook shot from 6 ft (assist by B. Bogdanović),53,58
3,10:43.0,T. Hardaway misses 3-pt jump shot from 26 ft,,53,58
3,10:40.0,Offensive rebound by E. Freedom,,53,58
3,10:39.0,E. Freedom misses 2-pt layup at rim (block by M. Turner),,53,58
3,10:36.0,,Defensive rebound by D. Collison,53,58
3,10:22.0,,M. Turner misses 3-pt jump shot from 27 ft,53,58
3,10:19.0,Defensive rebound by E. Freedom,,53,58
3,10:12.0,K. Knox makes 2-pt dunk at rim (assist by E. Mudiay),,55,58
3,9:50.0,,V. Oladipo makes 2-pt jump shot from 18 ft,55,60
3,9:29.0,N. Vonleh makes 3-pt jump shot from 28 ft (assist by T. Hardaway),,58,60
3,9:16.0,,T. Young misses 2-pt layup from 3 ft,58,60
3,9:12.0,Defensive rebound by E. Freedom,,58,60
3,9:06.0,N. Vonleh misses 3-pt jump shot from 27 ft,,58,60
3,9:03.0,,Defensive rebound by B. Bogdanović,58,60
3,8:54.0,,Turnover by D. Collison (bad pass; steal by N. Vonleh),58,60
3,8:46.0,Turnover by T. Hardaway (lost ball; steal by V. Oladipo),,58,60
3,8:40.0,,D. Collison misses 3-pt jump shot from 23 ft,58,60
3,8:37.0,Defensive rebound by E. Freedom,,58,60
3,8:27.0,E. Mudiay makes 2-pt jump shot from 13 ft,,60,60
3,8:27.0,Shooting foul by D. Collison (drawn by E. Mudiay),,60,60
3,8:27.0,E. Mudiay makes free throw 1 of 1,,61,60
3,8:16.0,,Turnover by M. Turner (out of bounds lost ball),61,60
3,8:06.0,Turnover by E. Mudiay (bad pass; steal by V. Oladipo),,61,60
3,8:02.0,,B. Bogdanović misses 2-pt layup from 1 ft,61,60
3,7:59.0,Defensive rebound by K. Knox,,61,60
3,7:57.0,Shooting foul by T. Young (drawn by K. Knox),,61,60
3,7:57.0,K. Knox misses free throw 1 of 2,,61,60
3,7:57.0,Offensive rebound by Team,,61,60
3,7:57.0,K. Knox misses free throw 2 of 2,,61,60
3,7:56.0,,Defensive rebound by T. Young,61,60
3,7:42.0,,M. Turner misses 2-pt hook shot from 8 ft,61,60
3,7:40.0,Defensive rebound by E. Freedom,,61,60
3,7:31.0,Shooting foul by M. Turner (drawn by E. Freedom),,61,60
3,7:31.0,E. Freedom makes free throw 1 of 2,,62,60
3,7:31.0,E. Freedom makes free throw 2 of 2,,63,60
3,7:18.0,,M. Turner makes 2-pt dunk from 2 ft (assist by B. Bogdanović),63,62
3,7:06.0,Shooting foul by D. Collison (drawn by E. Mudiay),,63,62
3,7:06.0,E. Mudiay makes free throw 1 of 2,,64,62
3,7:06.0,,C. Joseph enters the game for D. Collison,64,62
3,7:06.0,E. Mudiay misses free throw 2 of 2,,64,62
3,7:05.0,,Defensive rebound by M. Turner,64,62
3,6:54.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by M. Turner),64,64
3,6:54.0,Violation by Team (def goaltending),,64,64
3,6:30.0,E. Mudiay misses 3-pt jump shot from 27 ft,,64,64
3,6:30.0,Offensive rebound by Team,,64,64
3,6:30.0,Turnover by Team (shot clock),,64,64
3,6:30.0,,Indiana full timeout,64,64
3,6:20.0,,Turnover by B. Bogdanović (bad pass),64,64
3,6:08.0,T. Hardaway misses 2-pt jump shot from 4 ft,,64,64
3,6:04.0,Offensive rebound by N. Vonleh,,64,64
3,6:04.0,N. Vonleh makes 2-pt dunk from 1 ft,,66,64
3,5:56.0,,Personal foul by E. Mudiay (drawn by M. Turner),66,64
3,5:45.0,,V. Oladipo makes 3-pt jump shot from 27 ft (assist by C. Joseph),66,67
3,5:21.0,E. Freedom makes 2-pt layup from 1 ft (assist by K. Knox),,68,67
3,5:04.0,,C. Joseph misses 3-pt jump shot from 24 ft,68,67
3,5:02.0,Defensive rebound by E. Freedom,,68,67
3,4:53.0,N. Vonleh misses 3-pt jump shot from 27 ft,,68,67
3,4:49.0,,Defensive rebound by M. Turner,68,67
3,4:39.0,,M. Turner makes 2-pt layup from 1 ft (assist by C. Joseph),68,69
3,4:17.0,K. Knox misses 3-pt jump shot from 27 ft,,68,69
3,4:14.0,,Defensive rebound by B. Bogdanović,68,69
3,4:10.0,,B. Bogdanović misses 3-pt jump shot from 28 ft,68,69
3,4:06.0,Defensive rebound by E. Freedom,,68,69
3,3:56.0,K. Knox misses 2-pt jump shot from 8 ft,,68,69
3,3:54.0,,Defensive rebound by V. Oladipo,68,69
3,3:50.0,,Turnover by V. Oladipo (bad pass; steal by K. Knox),68,69
3,3:46.0,Offensive foul by K. Knox (drawn by V. Oladipo),,68,69
3,3:46.0,Turnover by K. Knox (offensive foul),,68,69
3,3:46.0,C. Lee enters the game for E. Mudiay,,68,69
3,3:46.0,F. Ntilikina enters the game for N. Vonleh,,68,69
3,3:46.0,,D. McDermott enters the game for B. Bogdanović,68,69
3,3:46.0,,D. Sabonis enters the game for T. Young,68,69
3,3:29.0,,D. McDermott makes 3-pt jump shot from 24 ft (assist by V. Oladipo),68,72
3,3:28.0,New York full timeout,,68,72
3,3:28.0,M. Hezonja enters the game for K. Knox,,68,72
3,3:10.0,M. Hezonja misses 2-pt layup from 5 ft,,68,72
3,3:10.0,Offensive rebound by Team,,68,72
3,3:10.0,,Loose ball foul by D. Sabonis (drawn by E. Freedom),68,72
3,3:10.0,E. Freedom makes free throw 1 of 2,,69,72
3,3:10.0,E. Freedom makes free throw 2 of 2,,70,72
3,2:55.0,,Personal foul by M. Hezonja (drawn by D. Sabonis),70,72
3,2:38.0,,V. Oladipo misses 3-pt jump shot from 30 ft,70,72
3,2:35.0,,Offensive rebound by M. Turner,70,72
3,2:35.0,,M. Turner makes 2-pt layup at rim,70,74
3,2:21.0,T. Hardaway misses 2-pt layup from 1 ft,,70,74
3,2:21.0,,Defensive rebound by C. Joseph,70,74
3,2:07.0,,M. Turner misses 2-pt hook shot from 14 ft,70,74
3,2:04.0,Defensive rebound by F. Ntilikina,,70,74
3,1:51.0,T. Hardaway makes 2-pt layup from 1 ft (assist by F. Ntilikina),,72,74
3,1:26.0,,M. Turner misses 2-pt jump shot from 13 ft,72,74
3,1:22.0,Defensive rebound by E. Freedom,,72,74
3,1:13.0,F. Ntilikina misses 3-pt jump shot from 28 ft,,72,74
3,1:11.0,,Defensive rebound by D. Sabonis,72,74
3,1:02.0,,C. Joseph misses 2-pt jump shot from 8 ft,72,74
3,1:00.0,Defensive rebound by Team,,72,74
3,1:00.0,,Loose ball foul by C. Joseph (drawn by F. Ntilikina),72,74
3,1:00.0,F. Ntilikina makes free throw 1 of 2,,73,74
3,1:00.0,,B. Bogdanović enters the game for V. Oladipo,73,74
3,1:00.0,,A. Holiday enters the game for M. Turner,73,74
3,1:00.0,F. Ntilikina misses free throw 2 of 2,,73,74
3,1:00.0,,Defensive rebound by C. Joseph,73,74
3,0:47.0,,A. Holiday makes 2-pt jump shot from 17 ft (assist by D. Sabonis),73,76
3,0:35.0,C. Lee misses 2-pt jump shot from 8 ft,,73,76
3,0:33.0,Offensive rebound by Team,,73,76
3,0:30.0,T. Hardaway misses 2-pt jump shot from 13 ft,,73,76
3,0:23.0,,Defensive rebound by D. Sabonis,73,76
3,0:08.0,,C. Joseph makes 3-pt jump shot from 27 ft (assist by D. Sabonis),73,79
3,0:01.0,T. Hardaway misses 2-pt jump shot from 16 ft,,73,79
3,0:00.0,Offensive rebound by Team,,73,79
4,11:45.0,L. Kornet misses 3-pt jump shot from 28 ft,,73,79
4,11:42.0,Offensive rebound by C. Lee,,73,79
4,11:35.0,M. Hezonja misses 2-pt layup from 1 ft,,73,79
4,11:33.0,,Defensive rebound by D. Sabonis,73,79
4,11:21.0,,B. Bogdanović misses 2-pt jump shot from 12 ft,73,79
4,11:17.0,,Offensive rebound by D. Sabonis,73,79
4,11:17.0,,D. Sabonis misses 2-pt layup at rim,73,79
4,11:17.0,Defensive rebound by L. Kornet,,73,79
4,11:07.0,Turnover by C. Lee (bad pass; steal by D. Sabonis),,73,79
4,11:00.0,,Personal foul by C. Lee (drawn by D. Sabonis),73,79
4,10:47.0,,A. Holiday misses 3-pt jump shot from 27 ft,73,79
4,10:43.0,Defensive rebound by L. Kornet,,73,79
4,10:31.0,L. Kornet makes 3-pt jump shot from 27 ft (assist by C. Lee),,76,79
4,10:15.0,,D. Sabonis makes 2-pt layup at rim,76,81
4,9:59.0,M. Hezonja makes 2-pt layup from 1 ft (assist by T. Burke),,78,81
4,9:42.0,,Turnover by D. Sabonis (bad pass; steal by T. Burke),78,81
4,9:38.0,T. Burke misses 2-pt layup from 1 ft (block by D. McDermott),,78,81
4,9:38.0,Offensive rebound by Team,,78,81
4,9:38.0,,T. Young enters the game for B. Bogdanović,78,81
4,9:33.0,T. Burke misses 2-pt jump shot from 16 ft,,78,81
4,9:31.0,,Defensive rebound by D. Sabonis,78,81
4,9:20.0,,D. Sabonis misses 2-pt hook shot from 8 ft,78,81
4,9:16.0,Defensive rebound by F. Ntilikina,,78,81
4,9:03.0,C. Lee makes 3-pt jump shot from 27 ft (assist by T. Burke),,81,81
4,8:35.0,,T. Young misses 2-pt layup from 3 ft,81,81
4,8:32.0,,Offensive rebound by D. Sabonis,81,81
4,8:32.0,,D. Sabonis makes 2-pt layup at rim,81,83
4,8:17.0,C. Lee misses 3-pt jump shot from 26 ft,,81,83
4,8:16.0,,Defensive rebound by T. Young,81,83
4,8:16.0,,Indiana full timeout,81,83
4,8:16.0,,V. Oladipo enters the game for C. Joseph,81,83
4,8:05.0,,T. Young makes 2-pt layup from 1 ft (assist by D. Sabonis),81,85
4,7:47.0,F. Ntilikina misses 3-pt jump shot from 27 ft,,81,85
4,7:44.0,,Defensive rebound by T. Young,81,85
4,7:26.0,,D. McDermott makes 3-pt jump shot from 27 ft (assist by V. Oladipo),81,88
4,7:06.0,L. Kornet misses 3-pt jump shot from 29 ft,,81,88
4,7:03.0,,Defensive rebound by V. Oladipo,81,88
4,6:52.0,,D. McDermott misses 3-pt jump shot from 23 ft,81,88
4,6:48.0,Defensive rebound by T. Burke,,81,88
4,6:46.0,New York full timeout,,81,88
4,6:46.0,T. Hardaway enters the game for T. Burke,,81,88
4,6:46.0,E. Freedom enters the game for M. Hezonja,,81,88
4,6:46.0,K. Knox enters the game for L. Kornet,,81,88
4,6:46.0,E. Mudiay enters the game for C. Lee,,81,88
4,6:46.0,N. Vonleh enters the game for F. Ntilikina,,81,88
4,6:46.0,,C. Joseph enters the game for A. Holiday,81,88
4,6:26.0,K. Knox misses 3-pt jump shot from 28 ft,,81,88
4,6:23.0,Offensive rebound by N. Vonleh,,81,88
4,6:09.0,Turnover by Team (shot clock),,81,88
4,6:03.0,,Offensive foul by D. Sabonis (drawn by K. Knox),81,88
4,6:03.0,,Turnover by D. Sabonis (offensive foul),81,88
4,5:51.0,T. Hardaway makes 2-pt jump shot from 17 ft,,83,88
4,5:34.0,,D. Sabonis misses 2-pt layup from 1 ft,83,88
4,5:33.0,,Offensive rebound by D. Sabonis,83,88
4,5:32.0,,D. Sabonis misses 2-pt layup from 1 ft,83,88
4,5:29.0,Defensive rebound by E. Freedom,,83,88
4,5:26.0,Shooting foul by C. Joseph (drawn by E. Mudiay),,83,88
4,5:26.0,E. Mudiay makes free throw 1 of 2,,84,88
4,5:26.0,,B. Bogdanović enters the game for D. McDermott,84,88
4,5:26.0,,M. Turner enters the game for D. Sabonis,84,88
4,5:26.0,E. Mudiay makes free throw 2 of 2,,85,88
4,5:16.0,,V. Oladipo makes 3-pt jump shot from 29 ft (assist by C. Joseph),85,91
4,5:01.0,E. Freedom misses 2-pt hook shot from 6 ft (block by M. Turner),,85,91
4,4:57.0,,Defensive rebound by V. Oladipo,85,91
4,4:56.0,,Turnover by V. Oladipo (bad pass; steal by T. Hardaway),85,91
4,4:52.0,E. Mudiay misses 2-pt dunk from 1 ft,,85,91
4,4:49.0,,Defensive rebound by V. Oladipo,85,91
4,4:44.0,,M. Turner misses 3-pt jump shot from 26 ft,85,91
4,4:41.0,,Offensive rebound by C. Joseph,85,91
4,4:28.0,,V. Oladipo misses 2-pt jump shot from 13 ft (block by T. Hardaway),85,91
4,4:26.0,Defensive rebound by E. Mudiay,,85,91
4,4:19.0,K. Knox makes 3-pt jump shot from 26 ft (assist by E. Mudiay),,88,91
4,3:59.0,,M. Turner makes 2-pt jump shot from 9 ft (assist by V. Oladipo),88,93
4,3:33.0,N. Vonleh misses 2-pt layup from 5 ft (block by T. Young),,88,93
4,3:30.0,,Defensive rebound by V. Oladipo,88,93
4,3:29.0,,B. Bogdanović makes 2-pt dunk from 1 ft (assist by V. Oladipo),88,95
4,3:12.0,Turnover by E. Freedom (lost ball; steal by T. Young),,88,95
4,3:07.0,,C. Joseph misses 3-pt jump shot from 27 ft,88,95
4,3:04.0,,Offensive rebound by T. Young,88,95
4,3:03.0,,T. Young misses 2-pt layup from 2 ft,88,95
