QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,HOUSTON_ACTION,SAN ANTONIO_SCORE,HOUSTON_SCORE
2,11:14.0,M. Belinelli misses 3-pt jump shot from 23 ft,,29,28
2,11:13.0,,Defensive rebound by C. Capela,29,28
2,11:08.0,,Offensive foul by C. Capela (drawn by R. Gay),29,28
2,11:08.0,,Turnover by C. Capela (offensive foul),29,28
2,11:08.0,D. White enters the game for P. Mills,,29,28
2,10:47.0,R. Gay misses 3-pt jump shot from 27 ft,,29,28
2,10:46.0,,Defensive rebound by D. House,29,28
2,10:37.0,,G. Green misses 3-pt jump shot from 23 ft,29,28
2,10:36.0,,Offensive rebound by C. Capela,29,28
2,10:32.0,,B. Knight misses 3-pt jump shot from 26 ft,29,28
2,10:30.0,Defensive rebound by J. Poeltl,,29,28
2,10:25.0,D. White makes 2-pt layup from 1 ft,,31,28
2,10:08.0,,Turnover by C. Capela (bad pass),31,28
2,10:08.0,,J. Harden enters the game for G. Green,31,28
2,10:08.0,,P. Tucker enters the game for B. Knight,31,28
2,9:51.0,Personal foul by P. Tucker (drawn by D. White),,31,28
2,9:42.0,D. Bertāns makes 3-pt jump shot from 26 ft (assist by D. White),,34,28
2,9:18.0,,J. Harden misses 3-pt jump shot from 26 ft,34,28
2,9:17.0,Defensive rebound by M. Belinelli,,34,28
2,9:01.0,Turnover by J. Poeltl (out of bounds lost ball),,34,28
2,8:51.0,,E. Gordon misses 3-pt jump shot from 27 ft,34,28
2,8:49.0,Defensive rebound by R. Gay,,34,28
2,8:32.0,D. Bertāns misses 3-pt jump shot from 25 ft (block by E. Gordon),,34,28
2,8:30.0,Offensive rebound by D. White,,34,28
2,8:27.0,D. White misses 3-pt jump shot from 25 ft,,34,28
2,8:26.0,,Defensive rebound by C. Capela,34,28
2,8:18.0,,J. Harden misses 2-pt layup from 1 ft (block by J. Poeltl),34,28
2,8:16.0,,Offensive rebound by P. Tucker,34,28
2,8:15.0,,P. Tucker misses 3-pt jump shot from 24 ft,34,28
2,8:14.0,Defensive rebound by D. Bertāns,,34,28
2,7:57.0,R. Gay misses 2-pt jump shot from 7 ft,,34,28
2,7:55.0,,Defensive rebound by P. Tucker,34,28
2,7:51.0,,Turnover by J. Harden (out of bounds lost ball),34,28
2,7:35.0,D. Bertāns misses 3-pt jump shot from 25 ft,,34,28
2,7:33.0,,Defensive rebound by C. Capela,34,28
2,7:16.0,,E. Gordon misses 2-pt layup from 2 ft (block by J. Poeltl),34,28
2,7:15.0,Defensive rebound by J. Poeltl,,34,28
2,7:15.0,Personal foul by J. Harden (drawn by D. White),,34,28
2,7:15.0,L. Aldridge enters the game for M. Belinelli,,34,28
2,7:15.0,D. DeRozan enters the game for D. Bertāns,,34,28
2,7:15.0,B. Forbes enters the game for J. Poeltl,,34,28
2,6:59.0,D. White misses 2-pt jump shot from 10 ft,,34,28
2,6:58.0,,Defensive rebound by C. Capela,34,28
2,6:44.0,,J. Harden makes 2-pt layup from 1 ft,34,30
2,6:44.0,San Antonio full timeout,,34,30
2,6:44.0,,G. Green enters the game for C. Capela,34,30
2,6:44.0,,N. Hilário enters the game for E. Gordon,34,30
2,6:26.0,L. Aldridge misses 2-pt jump shot from 11 ft,,34,30
2,6:25.0,,Defensive rebound by P. Tucker,34,30
2,6:06.0,,J. Harden makes 2-pt jump shot from 13 ft,34,32
2,5:39.0,L. Aldridge makes 2-pt hook shot from 3 ft (assist by D. DeRozan),,36,32
2,5:27.0,,J. Harden misses 3-pt jump shot from 28 ft,36,32
2,5:25.0,Defensive rebound by R. Gay,,36,32
2,5:12.0,D. DeRozan makes 2-pt layup from 1 ft (assist by R. Gay),,38,32
2,4:50.0,,G. Green misses 3-pt jump shot from 26 ft,38,32
2,4:49.0,Defensive rebound by B. Forbes,,38,32
2,4:36.0,D. DeRozan misses 2-pt jump shot from 20 ft,,38,32
2,4:35.0,,Defensive rebound by D. House,38,32
2,4:21.0,,D. House misses 3-pt jump shot from 26 ft,38,32
2,4:20.0,Defensive rebound by D. DeRozan,,38,32
2,4:14.0,B. Forbes misses 3-pt jump shot from 25 ft,,38,32
2,4:13.0,,Defensive rebound by P. Tucker,38,32
2,4:03.0,,Personal foul by D. White (drawn by J. Harden),38,32
2,4:03.0,,E. Gordon enters the game for D. House,38,32
2,3:55.0,,J. Harden misses 2-pt jump shot from 7 ft (block by D. White),38,32
2,3:54.0,Defensive rebound by L. Aldridge,,38,32
2,3:46.0,Turnover by D. White (traveling),,38,32
2,3:34.0,,E. Gordon misses 3-pt jump shot from 27 ft,38,32
2,3:33.0,Defensive rebound by D. DeRozan,,38,32
2,3:18.0,Personal foul by J. Harden (drawn by L. Aldridge),,38,32
2,3:18.0,M. Belinelli enters the game for B. Forbes,,38,32
2,3:18.0,D. Bertāns enters the game for R. Gay,,38,32
2,3:18.0,P. Mills enters the game for D. White,,38,32
2,3:18.0,,C. Capela enters the game for N. Hilário,38,32
2,3:08.0,L. Aldridge misses 2-pt jump shot from 11 ft,,38,32
2,3:06.0,,Defensive rebound by C. Capela,38,32
2,2:56.0,,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),38,34
2,2:41.0,D. DeRozan misses 2-pt jump shot from 10 ft,,38,34
2,2:40.0,,Defensive rebound by P. Tucker,38,34
2,2:30.0,,J. Harden misses 2-pt layup from 1 ft (block by D. Bertāns),38,34
2,2:29.0,Defensive rebound by D. Bertāns,,38,34
2,2:24.0,M. Belinelli makes 3-pt jump shot from 23 ft (assist by P. Mills),,41,34
2,2:22.0,,Houston full timeout,41,34
2,2:22.0,,B. Knight enters the game for G. Green,41,34
2,2:10.0,,E. Gordon misses 2-pt layup from 1 ft,41,34
2,2:09.0,,Offensive rebound by C. Capela,41,34
2,2:09.0,,Personal foul by M. Belinelli (drawn by C. Capela),41,34
2,2:02.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by J. Harden),41,37
2,1:39.0,L. Aldridge misses 2-pt jump shot from 4 ft,,41,37
2,1:37.0,,Defensive rebound by C. Capela,41,37
2,1:19.0,,Turnover by B. Knight (traveling),41,37
2,1:06.0,D. DeRozan makes 2-pt jump shot from 8 ft (assist by P. Mills),,43,37
2,0:54.0,,E. Gordon misses 3-pt jump shot from 26 ft,43,37
2,0:53.0,Defensive rebound by M. Belinelli,,43,37
2,0:36.0,D. DeRozan misses 2-pt jump shot from 15 ft,,43,37
2,0:36.0,,Defensive rebound by C. Capela,43,37
2,0:28.0,,Shooting foul by L. Aldridge (drawn by J. Harden),43,37
2,0:28.0,,J. Harden makes free throw 1 of 2,43,38
2,0:28.0,,D. House enters the game for B. Knight,43,38
2,0:28.0,,J. Harden makes free throw 2 of 2,43,39
2,0:10.0,D. DeRozan misses 2-pt jump shot from 12 ft,,43,39
2,0:09.0,,Defensive rebound by P. Tucker,43,39
2,0:01.0,,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),43,41
3,11:54.0,D. DeRozan misses 2-pt jump shot from 13 ft,,43,41
3,11:53.0,,Defensive rebound by C. Capela,43,41
3,11:38.0,,J. Harden misses 2-pt layup from 8 ft (block by D. DeRozan),43,41
3,11:38.0,,Offensive rebound by Team,43,41
3,11:32.0,,J. Harden makes 3-pt jump shot from 23 ft,43,44
3,11:09.0,B. Forbes misses 3-pt jump shot from 26 ft,,43,44
3,11:07.0,,Defensive rebound by P. Tucker,43,44
3,10:56.0,,J. Harden misses 3-pt jump shot from 25 ft,43,44
3,10:55.0,,Offensive rebound by Team,43,44
3,10:55.0,Loose ball foul by B. Forbes (drawn by P. Tucker),,43,44
3,10:41.0,,J. Harden makes 2-pt hook shot from 7 ft,43,46
3,10:29.0,Turnover by R. Gay (bad pass; steal by J. Harden),,43,46
3,10:21.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by J. Harden),43,49
3,10:02.0,B. Forbes misses 2-pt layup from 1 ft,,43,49
3,9:59.0,Offensive rebound by L. Aldridge,,43,49
3,9:59.0,L. Aldridge misses 2-pt layup from 1 ft,,43,49
3,9:59.0,,Defensive rebound by J. Harden,43,49
3,9:53.0,,J. Harden misses 3-pt jump shot from 26 ft,43,49
3,9:51.0,,Offensive rebound by C. Capela,43,49
3,9:51.0,,Shooting foul by D. DeRozan (drawn by C. Capela),43,49
3,9:51.0,,C. Capela makes free throw 1 of 2,43,50
3,9:51.0,,C. Capela makes free throw 2 of 2,43,51
3,9:42.0,Turnover by D. White (bad pass; steal by P. Tucker),,43,51
3,9:38.0,,P. Tucker misses 2-pt layup from 1 ft,43,51
3,9:37.0,,Offensive rebound by C. Capela,43,51
3,9:37.0,,C. Capela makes 2-pt dunk from 1 ft,43,53
3,9:37.0,San Antonio full timeout,,43,53
3,9:22.0,Personal foul by P. Tucker (drawn by R. Gay),,43,53
3,9:14.0,L. Aldridge makes 2-pt jump shot from 10 ft,,45,53
3,8:53.0,,C. Capela makes 2-pt dunk from 1 ft (assist by E. Gordon),45,55
3,8:41.0,R. Gay misses 3-pt jump shot from 24 ft,,45,55
3,8:40.0,,Defensive rebound by C. Capela,45,55
3,8:34.0,,J. Harden misses 3-pt jump shot from 25 ft,45,55
3,8:32.0,Defensive rebound by R. Gay,,45,55
3,8:15.0,L. Aldridge makes 2-pt jump shot from 11 ft,,47,55
3,8:03.0,,E. Gordon misses 2-pt jump shot from 19 ft,47,55
3,8:03.0,Defensive rebound by D. DeRozan,,47,55
3,7:54.0,D. DeRozan makes 2-pt layup from 1 ft,,49,55
3,7:36.0,,C. Capela makes 2-pt layup from 2 ft (assist by E. Gordon),49,57
3,7:21.0,L. Aldridge misses 2-pt layup from 1 ft,,49,57
3,7:21.0,Offensive rebound by Team,,49,57
3,7:21.0,Turnover by D. White (off goaltending),,49,57
3,7:10.0,,J. Harden misses 2-pt layup at rim,49,57
3,7:07.0,Defensive rebound by R. Gay,,49,57
3,7:06.0,Personal foul by J. Harden (drawn by D. White),,49,57
3,7:06.0,P. Mills enters the game for D. White,,49,57
3,7:06.0,,G. Green enters the game for D. House,49,57
3,6:53.0,L. Aldridge makes 2-pt jump shot from 11 ft (assist by R. Gay),,51,57
3,6:31.0,,Turnover by E. Gordon (bad pass; steal by P. Mills),51,57
3,6:26.0,Shooting foul by P. Tucker (drawn by R. Gay),,51,57
3,6:26.0,Offensive rebound by Team,,51,57
3,6:26.0,R. Gay misses free throw 1 of 2,,51,57
3,6:26.0,M. Belinelli enters the game for B. Forbes,,51,57
3,6:26.0,,G. Clark enters the game for C. Capela,51,57
3,6:26.0,,N. Hilário enters the game for P. Tucker,51,57
3,6:26.0,R. Gay makes free throw 2 of 2,,52,57
3,6:15.0,,Shooting foul by M. Belinelli (drawn by N. Hilário),52,57
3,6:15.0,,N. Hilário makes free throw 1 of 2,52,58
3,6:15.0,,N. Hilário makes free throw 2 of 2,52,59
3,5:58.0,R. Gay makes 2-pt jump shot from 14 ft (assist by D. DeRozan),,54,59
3,5:50.0,,G. Green makes 3-pt jump shot from 25 ft (assist by E. Gordon),54,62
3,5:37.0,M. Belinelli misses 2-pt layup from 1 ft,,54,62
3,5:36.0,,Defensive rebound by N. Hilário,54,62
3,5:22.0,,Shooting foul by L. Aldridge (drawn by N. Hilário),54,62
3,5:22.0,,N. Hilário misses free throw 1 of 2,54,62
3,5:22.0,,Offensive rebound by Team,54,62
3,5:22.0,D. Bertāns enters the game for R. Gay,,54,62
3,5:22.0,,N. Hilário misses free throw 2 of 2,54,62
3,5:22.0,Defensive rebound by D. DeRozan,,54,62
3,5:11.0,Turnover by P. Mills (bad pass; steal by N. Hilário),,54,62
3,5:08.0,,N. Hilário misses 2-pt layup from 2 ft (block by L. Aldridge),54,62
3,5:06.0,Defensive rebound by D. Bertāns,,54,62
3,4:57.0,D. DeRozan makes 2-pt jump shot from 16 ft,,56,62
3,4:42.0,,E. Gordon misses 3-pt jump shot from 25 ft,56,62
3,4:38.0,,Offensive rebound by G. Clark,56,62
3,4:34.0,,G. Green makes 3-pt jump shot from 23 ft (assist by J. Harden),56,65
3,4:22.0,D. DeRozan makes 2-pt jump shot from 12 ft,,58,65
3,4:10.0,,E. Gordon makes 3-pt jump shot from 26 ft,58,68
3,3:56.0,D. DeRozan makes 2-pt layup from 1 ft,,60,68
3,3:38.0,,Turnover by E. Gordon (traveling),60,68
3,3:38.0,J. Poeltl enters the game for L. Aldridge,,60,68
3,3:27.0,Turnover by M. Belinelli (lost ball; steal by J. Harden),,60,68
3,3:22.0,,Shooting foul by M. Belinelli (drawn by J. Harden),60,68
3,3:22.0,,Houston full timeout,60,68
3,3:22.0,,J. Harden makes free throw 1 of 2,60,69
3,3:22.0,,J. Harden makes free throw 2 of 2,60,70
3,3:09.0,D. DeRozan misses 2-pt jump shot from 12 ft,,60,70
3,3:07.0,,Defensive rebound by G. Clark,60,70
3,3:00.0,,J. Harden misses 2-pt layup from 6 ft (block by D. DeRozan),60,70
3,2:59.0,Defensive rebound by D. Bertāns,,60,70
3,2:59.0,,D. House enters the game for E. Gordon,60,70
3,2:47.0,D. DeRozan makes 2-pt jump shot from 8 ft,,62,70
3,2:30.0,,G. Green makes 3-pt jump shot from 25 ft (assist by D. House),62,73
3,2:07.0,Personal foul by J. Harden (drawn by J. Poeltl),,62,73
3,1:55.0,D. Bertāns makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,65,73
3,1:39.0,,G. Green makes 3-pt jump shot from 25 ft (assist by J. Harden),65,76
3,1:22.0,J. Poeltl makes 2-pt hook shot from 4 ft (assist by D. DeRozan),,67,76
3,0:58.0,,D. House makes 2-pt layup from 1 ft (assist by J. Harden),67,78
3,0:40.0,D. DeRozan misses 2-pt jump shot from 7 ft,,67,78
3,0:40.0,Offensive rebound by D. DeRozan,,67,78
3,0:40.0,Personal foul by N. Hilário (drawn by D. DeRozan),,67,78
3,0:40.0,D. DeRozan makes free throw 1 of 2,,68,78
3,0:40.0,D. DeRozan makes free throw 2 of 2,,69,78
3,0:28.0,,J. Harden makes 3-pt jump shot from 25 ft,69,81
3,0:09.0,D. DeRozan misses 2-pt jump shot from 20 ft,,69,81
3,0:07.0,,Defensive rebound by G. Clark,69,81
3,0:00.0,,G. Clark makes 3-pt jump shot from 25 ft (assist by J. Harden),69,84
4,11:45.0,,E. Gordon makes 2-pt layup from 1 ft,69,86
4,11:31.0,P. Mills misses 3-pt jump shot from 23 ft,,69,86
4,11:29.0,Offensive rebound by Team,,69,86
4,11:29.0,,Loose ball foul by G. Clark (drawn by J. Poeltl),69,86
4,11:19.0,D. Bertāns makes 3-pt jump shot from 26 ft (assist by B. Forbes),,72,86
4,11:02.0,,E. Gordon misses 2-pt jump shot from 5 ft,72,86
4,11:00.0,Defensive rebound by B. Forbes,,72,86
4,10:49.0,Offensive foul by B. Forbes (drawn by E. Gordon),,72,86
4,10:49.0,Turnover by B. Forbes (offensive foul),,72,86
4,10:49.0,R. Gay enters the game for M. Belinelli,,72,86
4,10:35.0,,C. Capela makes 2-pt hook shot from 5 ft (assist by E. Gordon),72,88
4,10:20.0,P. Mills makes 2-pt layup from 1 ft,,74,88
4,10:06.0,,E. Gordon makes 2-pt layup at rim,74,90
4,9:51.0,B. Forbes makes 2-pt layup from 1 ft (assist by J. Poeltl),,76,90
4,9:47.0,,Personal foul by P. Mills (drawn by B. Knight),76,90
4,9:47.0,D. White enters the game for P. Mills,,76,90
4,9:45.0,,Personal foul by B. Forbes (drawn by E. Gordon),76,90
4,9:37.0,,E. Gordon misses 2-pt jump shot from 2 ft,76,90
4,9:35.0,,Offensive rebound by B. Knight,76,90
4,9:34.0,,G. Green misses 3-pt jump shot from 26 ft,76,90
4,9:32.0,Defensive rebound by D. White,,76,90
4,9:27.0,Personal foul by B. Knight (drawn by J. Poeltl),,76,90
4,9:27.0,,D. House enters the game for G. Clark,76,90
4,9:27.0,,P. Tucker enters the game for G. Green,76,90
4,9:19.0,B. Forbes misses 3-pt jump shot from 25 ft,,76,90
4,9:18.0,Offensive rebound by J. Poeltl,,76,90
4,9:18.0,J. Poeltl makes 2-pt layup at rim,,78,90
4,8:55.0,,B. Knight misses 3-pt jump shot from 25 ft,78,90
4,8:51.0,Defensive rebound by B. Forbes,,78,90
4,8:41.0,J. Poeltl makes 2-pt layup from 2 ft (assist by D. White),,80,90
4,8:41.0,,Houston full timeout,80,90
4,8:41.0,,J. Harden enters the game for B. Knight,80,90
4,8:17.0,,J. Harden misses 3-pt jump shot from 26 ft,80,90
4,8:15.0,,Offensive rebound by P. Tucker,80,90
4,8:12.0,,E. Gordon misses 3-pt jump shot from 25 ft,80,90
4,8:12.0,Defensive rebound by D. Bertāns,,80,90
4,8:03.0,D. White misses 2-pt layup from 2 ft,,80,90
4,8:00.0,,Defensive rebound by C. Capela,80,90
4,7:59.0,Violation by Team (kicked ball),,80,90
4,7:59.0,D. DeRozan enters the game for D. Bertāns,,80,90
4,7:59.0,,G. Green enters the game for E. Gordon,80,90
4,7:50.0,,J. Harden misses 3-pt jump shot from 24 ft,80,90
4,7:48.0,Defensive rebound by R. Gay,,80,90
4,7:39.0,D. DeRozan misses 2-pt jump shot from 19 ft,,80,90
4,7:38.0,,Defensive rebound by C. Capela,80,90
4,7:26.0,,G. Green misses 2-pt jump shot from 13 ft,80,90
4,7:25.0,Defensive rebound by D. White,,80,90
4,7:15.0,B. Forbes makes 3-pt jump shot from 27 ft (assist by D. DeRozan),,83,90
4,6:58.0,,G. Green misses 3-pt jump shot from 23 ft,83,90
4,6:57.0,,Offensive rebound by J. Harden,83,90
4,6:48.0,,D. House misses 3-pt jump shot from 23 ft,83,90
4,6:47.0,Defensive rebound by D. White,,83,90
4,6:34.0,R. Gay misses 2-pt jump shot from 5 ft,,83,90
4,6:32.0,,Defensive rebound by C. Capela,83,90
4,6:18.0,,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),83,92
4,6:17.0,San Antonio full timeout,,83,92
4,6:17.0,L. Aldridge enters the game for J. Poeltl,,83,92
4,6:03.0,L. Aldridge makes 2-pt hook shot from 5 ft (assist by R. Gay),,85,92
4,6:03.0,,Violation by Team (def goaltending),85,92
4,5:39.0,,J. Harden makes 2-pt jump shot from 10 ft,85,94
4,5:25.0,D. DeRozan makes 2-pt jump shot from 4 ft,,87,94
4,5:25.0,Shooting foul by D. House (drawn by D. DeRozan),,87,94
4,5:25.0,,E. Gordon enters the game for D. House,87,94
4,5:25.0,D. DeRozan misses free throw 1 of 1,,87,94
4,5:25.0,,Defensive rebound by P. Tucker,87,94
4,5:08.0,,E. Gordon misses 3-pt jump shot from 25 ft,87,94
4,5:07.0,Defensive rebound by D. DeRozan,,87,94
4,4:54.0,D. DeRozan makes 2-pt jump shot from 4 ft,,89,94
4,4:32.0,,Shooting foul by D. White (drawn by C. Capela),89,94
4,4:32.0,,C. Capela makes free throw 1 of 2,89,95
4,4:32.0,,C. Capela makes free throw 2 of 2,89,96
4,4:19.0,L. Aldridge makes 2-pt layup from 1 ft (assist by D. White),,91,96
4,4:00.0,,Turnover by J. Harden (bad pass; steal by D. DeRozan),91,96
4,3:51.0,D. White makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,94,96
4,3:27.0,,J. Harden misses 3-pt jump shot from 26 ft,94,96
4,3:25.0,Defensive rebound by R. Gay,,94,96
4,3:15.0,Personal foul by C. Capela (drawn by L. Aldridge),,94,96
4,3:03.0,R. Gay makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,97,96
4,3:01.0,,Houston full timeout,97,96
4,2:50.0,,C. Capela misses 2-pt hook shot from 7 ft,97,96
4,2:49.0,,Offensive rebound by P. Tucker,97,96
