QUARTER,TIME_REMAINING,INDIANA_ACTION,ATLANTA_ACTION,INDIANA_SCORE,ATLANTA_SCORE
2,8:43.0,T. Evans makes 3-pt jump shot from 26 ft,,43,40
2,8:29.0,,K. Bazemore makes 2-pt jump shot from 18 ft (assist by T. Young),43,42
2,8:12.0,T. Evans makes 3-pt jump shot from 26 ft (assist by M. Turner),,46,42
2,7:59.0,,T. Young misses 2-pt jump shot from 14 ft,46,42
2,7:55.0,,Offensive rebound by J. Collins,46,42
2,7:55.0,,J. Collins makes 2-pt layup from 1 ft,46,44
2,7:43.0,Turnover by D. Sabonis (bad pass; steal by K. Huerter),,46,44
2,7:40.0,,K. Bazemore makes 2-pt layup from 2 ft (assist by K. Huerter),46,46
2,7:16.0,Turnover by Team (shot clock),,46,46
2,7:16.0,B. Bogdanović enters the game for D. Sabonis,,46,46
2,7:16.0,,J. Anderson enters the game for D. Dedmon,46,46
2,7:08.0,,Personal foul by C. Joseph (drawn by T. Young),46,46
2,6:58.0,,J. Collins makes 3-pt jump shot from 24 ft (assist by T. Young),46,49
2,6:36.0,C. Joseph makes 2-pt jump shot from 11 ft (assist by D. McDermott),,48,49
2,6:25.0,,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),48,51
2,6:17.0,Indiana full timeout,,48,51
2,6:17.0,D. Collison enters the game for C. Joseph,,48,51
2,6:17.0,V. Oladipo enters the game for D. McDermott,,48,51
2,6:17.0,,D. Bembry enters the game for K. Huerter,48,51
2,6:07.0,T. Evans misses 2-pt layup from 1 ft,,48,51
2,6:04.0,,Defensive rebound by T. Young,48,51
2,6:01.0,,K. Bazemore misses 2-pt jump shot from 22 ft,48,51
2,5:55.0,Defensive rebound by M. Turner,,48,51
2,5:51.0,V. Oladipo misses 3-pt jump shot from 25 ft,,48,51
2,5:48.0,,Defensive rebound by J. Collins,48,51
2,5:37.0,,J. Anderson misses 3-pt jump shot from 26 ft,48,51
2,5:36.0,,Offensive rebound by J. Collins,48,51
2,5:32.0,,T. Young misses 2-pt layup from 6 ft,48,51
2,5:27.0,Defensive rebound by V. Oladipo,,48,51
2,5:21.0,M. Turner makes 2-pt layup from 1 ft (assist by T. Evans),,50,51
2,5:05.0,,T. Young misses 2-pt layup from 1 ft (block by M. Turner),50,51
2,5:01.0,Defensive rebound by D. Collison,,50,51
2,5:01.0,,D. Dedmon enters the game for K. Bazemore,50,51
2,5:01.0,,K. Huerter enters the game for J. Collins,50,51
2,5:01.0,,J. Lin enters the game for T. Young,50,51
2,4:53.0,Turnover by T. Evans (back court),,50,51
2,4:53.0,T. Young enters the game for T. Evans,,50,51
2,4:41.0,,J. Anderson misses 3-pt jump shot from 25 ft,50,51
2,4:38.0,Defensive rebound by B. Bogdanović,,50,51
2,4:30.0,Turnover by D. Collison (bad pass; steal by D. Dedmon),,50,51
2,4:21.0,,J. Anderson makes 2-pt dunk from 1 ft (assist by J. Lin),50,53
2,4:09.0,V. Oladipo makes 2-pt jump shot from 20 ft (assist by D. Collison),,52,53
2,3:55.0,,J. Lin makes 3-pt jump shot from 27 ft (assist by D. Bembry),52,56
2,3:38.0,M. Turner misses 2-pt layup from 2 ft,,52,56
2,3:36.0,,Defensive rebound by D. Bembry,52,56
2,3:33.0,,K. Huerter misses 2-pt layup from 1 ft,52,56
2,3:31.0,,Offensive rebound by D. Bembry,52,56
2,3:29.0,,D. Bembry makes 2-pt layup from 1 ft,52,58
2,3:14.0,Shooting foul by J. Lin (drawn by B. Bogdanović),,52,58
2,3:14.0,B. Bogdanović makes free throw 1 of 2,,53,58
2,3:14.0,,V. Carter enters the game for J. Anderson,53,58
2,3:14.0,B. Bogdanović makes free throw 2 of 2,,54,58
2,2:57.0,,Atlanta full timeout,54,58
2,2:54.0,,V. Carter makes 3-pt jump shot from 28 ft (assist by K. Huerter),54,61
2,2:37.0,V. Oladipo misses 2-pt jump shot from 14 ft,,54,61
2,2:33.0,Offensive rebound by M. Turner,,54,61
2,2:32.0,Personal foul by K. Huerter (drawn by B. Bogdanović),,54,61
2,2:27.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,54,61
2,2:25.0,,Defensive rebound by D. Bembry,54,61
2,2:13.0,,D. Dedmon misses 2-pt layup from 3 ft,54,61
2,2:13.0,Defensive rebound by M. Turner,,54,61
2,2:07.0,B. Bogdanović makes 2-pt layup from 2 ft,,56,61
2,1:50.0,,Shooting foul by B. Bogdanović (drawn by J. Lin),56,61
2,1:50.0,,J. Lin makes free throw 1 of 2,56,62
2,1:50.0,,J. Lin makes free throw 2 of 2,56,63
2,1:40.0,V. Oladipo makes 3-pt jump shot from 25 ft (assist by D. Collison),,59,63
2,1:25.0,,D. Dedmon makes 2-pt dunk at rim (assist by D. Bembry),59,65
2,1:13.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by D. Collison),,62,65
2,0:54.0,,K. Huerter misses 3-pt jump shot from 23 ft,62,65
2,0:51.0,,Offensive rebound by K. Huerter,62,65
2,0:50.0,,Shooting foul by M. Turner (drawn by D. Dedmon),62,65
2,0:50.0,,D. Dedmon makes free throw 1 of 2,62,66
2,0:50.0,D. Sabonis enters the game for M. Turner,,62,66
2,0:50.0,,D. Dedmon makes free throw 2 of 2,62,67
2,0:33.0,T. Young makes 2-pt hook shot from 8 ft,,64,67
2,0:13.0,,Turnover by J. Lin (lost ball; steal by T. Young),64,67
2,0:01.0,V. Oladipo misses 3-pt jump shot from 25 ft,,64,67
2,0:01.0,Offensive rebound by B. Bogdanović,,64,67
3,11:41.0,Turnover by B. Bogdanović (bad pass),,64,67
3,11:30.0,,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),64,69
3,11:09.0,T. Young makes 2-pt layup from 1 ft (assist by M. Turner),,66,69
3,10:55.0,,Turnover by T. Young (bad pass; steal by B. Bogdanović),66,69
3,10:49.0,V. Oladipo misses 2-pt layup from 1 ft (block by K. Bazemore),,66,69
3,10:45.0,Offensive rebound by B. Bogdanović,,66,69
3,10:34.0,M. Turner makes 2-pt dunk from 1 ft (assist by V. Oladipo),,68,69
3,10:17.0,,Turnover by J. Collins (lost ball; steal by B. Bogdanović),68,69
3,10:05.0,B. Bogdanović misses 2-pt jump shot from 14 ft,,68,69
3,10:01.0,,Defensive rebound by D. Dedmon,68,69
3,9:55.0,,D. Dedmon misses 3-pt jump shot from 25 ft,68,69
3,9:52.0,Defensive rebound by T. Young,,68,69
3,9:52.0,Personal foul by J. Collins (drawn by T. Young),,68,69
3,9:40.0,M. Turner misses 2-pt jump shot from 17 ft,,68,69
3,9:36.0,,Defensive rebound by T. Young,68,69
3,9:28.0,,Shooting foul by T. Young (drawn by J. Collins),68,69
3,9:28.0,,J. Collins makes free throw 1 of 2,68,70
3,9:28.0,,J. Collins misses free throw 2 of 2,68,70
3,9:23.0,,Offensive rebound by K. Bazemore,68,70
3,9:14.0,,K. Bazemore makes 2-pt jump shot from 23 ft,68,72
3,8:56.0,D. Collison misses 2-pt jump shot from 22 ft,,68,72
3,8:54.0,Offensive rebound by V. Oladipo,,68,72
3,8:52.0,D. Collison misses 3-pt jump shot from 25 ft,,68,72
3,8:49.0,,Defensive rebound by D. Dedmon,68,72
3,8:44.0,,T. Young makes 3-pt jump shot from 29 ft (assist by K. Bazemore),68,75
3,8:41.0,Indiana full timeout,,68,75
3,8:31.0,B. Bogdanović makes 2-pt layup from 3 ft (assist by V. Oladipo),,70,75
3,8:17.0,,T. Young misses 2-pt jump shot from 23 ft,70,75
3,8:15.0,Defensive rebound by D. Collison,,70,75
3,8:12.0,V. Oladipo makes 2-pt layup from 1 ft (assist by D. Collison),,72,75
3,8:12.0,Shooting foul by T. Young (drawn by V. Oladipo),,72,75
3,8:12.0,V. Oladipo makes free throw 1 of 1,,73,75
3,7:59.0,,J. Collins makes 2-pt jump shot from 11 ft (assist by T. Young),73,77
3,7:42.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,73,77
3,7:39.0,,Defensive rebound by J. Collins,73,77
3,7:34.0,,D. Dedmon misses 2-pt jump shot from 11 ft,73,77
3,7:31.0,Defensive rebound by T. Young,,73,77
3,7:23.0,Turnover by M. Turner (out of bounds lost ball),,73,77
3,7:13.0,,J. Collins misses 3-pt jump shot from 26 ft,73,77
3,7:09.0,Defensive rebound by M. Turner,,73,77
3,6:58.0,Def 3 sec tech foul by Team,,73,77
3,6:58.0,B. Bogdanović makes technical free throw,,74,77
3,6:53.0,Turnover by B. Bogdanović (bad pass; steal by D. Dedmon),,74,77
3,6:50.0,,Turnover by J. Collins (offensive foul),74,77
3,6:50.0,,Offensive foul by J. Collins (drawn by D. Collison),74,77
3,6:50.0,,V. Carter enters the game for J. Collins,74,77
3,6:39.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,74,77
3,6:34.0,,Defensive rebound by V. Carter,74,77
3,6:25.0,,D. Dedmon misses 2-pt layup from 2 ft,74,77
3,6:23.0,,Offensive rebound by D. Dedmon,74,77
3,6:21.0,,D. Dedmon misses 2-pt layup from 1 ft,74,77
3,6:19.0,Defensive rebound by M. Turner,,74,77
3,6:05.0,M. Turner makes 2-pt jump shot from 19 ft (assist by D. Collison),,76,77
3,6:04.0,,Atlanta full timeout,76,77
3,6:04.0,,D. Bembry enters the game for K. Huerter,76,77
3,6:04.0,,J. Lin enters the game for T. Young,76,77
3,5:54.0,,Turnover by D. Dedmon (lost ball; steal by T. Young),76,77
3,5:46.0,D. Collison misses 3-pt jump shot from 26 ft,,76,77
3,5:44.0,,Defensive rebound by D. Dedmon,76,77
3,5:37.0,,Personal foul by D. Collison (drawn by J. Lin),76,77
3,5:23.0,,K. Bazemore misses 2-pt jump shot from 12 ft,76,77
3,5:23.0,,Offensive rebound by Team,76,77
3,5:23.0,,Turnover by Team (shot clock),76,77
3,5:06.0,Turnover by B. Bogdanović (lost ball; steal by V. Carter),,76,77
3,5:02.0,,K. Bazemore makes 3-pt jump shot from 23 ft (assist by D. Bembry),76,80
3,4:47.0,M. Turner makes 2-pt jump shot from 20 ft (assist by V. Oladipo),,78,80
3,4:36.0,,Personal foul by V. Oladipo (drawn by K. Bazemore),78,80
3,4:31.0,,K. Bazemore makes 2-pt jump shot from 18 ft (assist by D. Dedmon),78,82
3,4:12.0,D. Collison makes 3-pt jump shot from 22 ft (assist by M. Turner),,81,82
3,3:56.0,,V. Carter misses 3-pt jump shot from 24 ft,81,82
3,3:53.0,Defensive rebound by M. Turner,,81,82
3,3:44.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,81,82
3,3:41.0,,Defensive rebound by D. Dedmon,81,82
3,3:32.0,,V. Carter makes 3-pt jump shot from 25 ft (assist by D. Bembry),81,85
3,3:10.0,Shooting foul by K. Bazemore (drawn by V. Oladipo),,81,85
3,3:10.0,V. Oladipo makes free throw 1 of 2,,82,85
3,3:10.0,C. Joseph enters the game for B. Bogdanović,,82,85
3,3:10.0,D. Sabonis enters the game for T. Young,,82,85
3,3:10.0,,K. Huerter enters the game for K. Bazemore,82,85
3,3:10.0,,O. Spellman enters the game for D. Dedmon,82,85
3,3:10.0,V. Oladipo misses free throw 2 of 2,,82,85
3,3:08.0,,Defensive rebound by V. Carter,82,85
3,2:55.0,,J. Lin misses 3-pt jump shot from 25 ft,82,85
3,2:52.0,Defensive rebound by D. Sabonis,,82,85
3,2:35.0,C. Joseph makes 3-pt jump shot from 23 ft (assist by M. Turner),,85,85
3,2:20.0,,K. Huerter misses 3-pt jump shot from 25 ft,85,85
3,2:14.0,Defensive rebound by D. Collison,,85,85
3,2:14.0,C. Joseph makes 2-pt layup from 1 ft (assist by D. Collison),,87,85
3,2:14.0,,Atlanta full timeout,87,85
3,2:14.0,,J. Anderson enters the game for K. Huerter,87,85
3,2:00.0,,V. Carter misses 3-pt jump shot from 23 ft,87,85
3,1:56.0,Defensive rebound by D. Collison,,87,85
3,1:53.0,Personal foul by V. Carter (drawn by D. Sabonis),,87,85
3,1:34.0,M. Turner misses 2-pt jump shot from 18 ft,,87,85
3,1:31.0,,Defensive rebound by J. Anderson,87,85
3,1:14.0,,O. Spellman makes 3-pt jump shot from 25 ft (assist by J. Lin),87,88
3,0:55.0,M. Turner makes 3-pt jump shot from 23 ft (assist by V. Oladipo),,90,88
3,0:30.0,,Turnover by D. Bembry (bad pass; steal by C. Joseph),90,88
3,0:26.0,C. Joseph makes 2-pt layup from 2 ft,,92,88
3,0:20.0,,Personal foul by D. Sabonis (drawn by V. Carter),92,88
3,0:20.0,T. Young enters the game for M. Turner,,92,88
3,0:11.0,,J. Lin misses 2-pt layup from 1 ft,92,88
3,0:08.0,Defensive rebound by V. Oladipo,,92,88
3,0:02.0,V. Oladipo misses 2-pt dunk from 1 ft (block by J. Anderson),,92,88
3,0:01.0,Offensive rebound by T. Young,,92,88
3,0:01.0,T. Young makes 3-pt jump shot from 25 ft,,95,88
4,11:43.0,,Turnover by J. Anderson (bad pass),95,88
4,11:26.0,D. McDermott misses 3-pt jump shot from 26 ft,,95,88
4,11:21.0,,Defensive rebound by J. Anderson,95,88
4,11:17.0,,T. Young makes 3-pt jump shot from 32 ft (assist by J. Anderson),95,91
4,10:58.0,T. Evans misses 2-pt layup from 3 ft (block by D. Dedmon),,95,91
4,10:50.0,,Defensive rebound by D. Dedmon,95,91
4,10:49.0,,Turnover by D. Dedmon (bad pass; steal by C. Joseph),95,91
4,10:46.0,D. Sabonis makes 2-pt layup from 2 ft (assist by C. Joseph),,97,91
4,10:39.0,,Personal foul by D. Sabonis (drawn by J. Collins),97,91
4,10:31.0,,Turnover by D. Dedmon (turnover),97,91
4,10:31.0,,Loose ball foul by D. Dedmon (drawn by D. Sabonis),97,91
4,10:19.0,D. Sabonis misses 2-pt layup from 6 ft,,97,91
4,10:16.0,,Defensive rebound by D. Dedmon,97,91
4,10:11.0,,D. Bembry misses 2-pt jump shot from 7 ft,97,91
4,10:07.0,Defensive rebound by D. McDermott,,97,91
4,9:58.0,Turnover by T. Young (3 sec),,97,91
4,9:45.0,,Personal foul by C. Joseph (drawn by T. Young),97,91
4,9:33.0,,J. Collins misses 2-pt layup from 12 ft,97,91
4,9:29.0,Defensive rebound by D. Sabonis,,97,91
4,9:25.0,T. Young makes 2-pt layup from 1 ft (assist by T. Evans),,99,91
4,9:14.0,,T. Young misses 2-pt jump shot from 9 ft,99,91
4,9:12.0,,Offensive rebound by J. Collins,99,91
4,9:11.0,,J. Collins makes 2-pt layup from 3 ft,99,93
4,9:03.0,D. Sabonis makes 2-pt layup from 2 ft (assist by T. Evans),,101,93
4,9:03.0,Shooting foul by D. Dedmon (drawn by D. Sabonis),,101,93
4,9:03.0,,K. Bazemore enters the game for D. Bembry,101,93
4,9:03.0,D. Sabonis makes free throw 1 of 1,,102,93
4,8:51.0,,J. Collins makes 2-pt dunk from 1 ft (assist by D. Dedmon),102,95
4,8:31.0,C. Joseph makes 3-pt jump shot from 25 ft (assist by T. Evans),,105,95
4,8:16.0,,D. Dedmon makes 2-pt layup from 2 ft (assist by T. Young),105,97
4,7:58.0,C. Joseph misses 2-pt jump shot from 21 ft,,105,97
4,7:54.0,,Defensive rebound by J. Collins,105,97
4,7:47.0,,T. Young makes 2-pt layup from 1 ft,105,99
4,7:22.0,T. Young misses 2-pt layup from 2 ft,,105,99
4,7:19.0,,Defensive rebound by J. Collins,105,99
4,7:07.0,,Turnover by D. Dedmon (lost ball; steal by T. Evans),105,99
4,7:03.0,T. Young makes 2-pt layup from 1 ft (assist by C. Joseph),,107,99
4,7:03.0,Shooting foul by T. Young (drawn by T. Young),,107,99
4,7:03.0,,K. Huerter enters the game for J. Anderson,107,99
4,7:03.0,,O. Spellman enters the game for D. Dedmon,107,99
4,7:03.0,T. Young misses free throw 1 of 1,,107,99
4,7:00.0,,Defensive rebound by J. Collins,107,99
4,6:51.0,,K. Bazemore makes 3-pt jump shot from 25 ft (assist by T. Young),107,102
4,6:50.0,Indiana full timeout,,107,102
4,6:50.0,B. Bogdanović enters the game for D. McDermott,,107,102
4,6:50.0,V. Oladipo enters the game for T. Young,,107,102
4,6:50.0,,J. Lin enters the game for T. Young,107,102
4,6:38.0,V. Oladipo makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),,110,102
4,6:15.0,,K. Bazemore misses 2-pt layup from 2 ft,110,102
4,6:14.0,,Offensive rebound by Team,110,102
4,6:14.0,Loose ball foul by V. Oladipo (drawn by J. Collins),,110,102
4,6:14.0,,V. Carter enters the game for O. Spellman,110,102
4,6:07.0,,K. Bazemore makes 2-pt layup from 1 ft (assist by J. Lin),110,104
4,5:39.0,T. Evans makes 2-pt layup from 1 ft,,112,104
4,5:23.0,,K. Bazemore makes 2-pt layup from 2 ft,112,106
4,5:04.0,D. Sabonis makes 2-pt jump shot from 12 ft (assist by C. Joseph),,114,106
4,4:47.0,,K. Bazemore makes 2-pt layup from 2 ft,114,108
4,4:29.0,Personal foul by K. Huerter (drawn by T. Evans),,114,108
4,4:18.0,Personal foul by K. Bazemore (drawn by B. Bogdanović),,114,108
4,4:18.0,B. Bogdanović makes free throw 1 of 2,,115,108
4,4:18.0,B. Bogdanović makes free throw 2 of 2,,116,108
4,4:05.0,,K. Bazemore misses 2-pt jump shot from 20 ft,116,108
4,4:00.0,Defensive rebound by V. Oladipo,,116,108
4,3:51.0,Turnover by V. Oladipo (bad pass; steal by J. Lin),,116,108
4,3:48.0,,K. Bazemore misses 3-pt jump shot from 23 ft,116,108
4,3:44.0,Defensive rebound by B. Bogdanović,,116,108
4,3:44.0,Indiana full timeout,,116,108
4,3:44.0,,D. Bembry enters the game for V. Carter,116,108
4,3:44.0,,D. Dedmon enters the game for K. Huerter,116,108
4,3:44.0,,T. Young enters the game for J. Lin,116,108
