QUARTER,TIME_REMAINING,ORLANDO_ACTION,BOSTON_ACTION,ORLANDO_SCORE,BOSTON_SCORE
1,3:17.0,T. Ross makes 2-pt layup from 2 ft (assist by D. Augustin),,26,14
1,3:17.0,,Boston full timeout,26,14
1,3:17.0,A. Gordon enters the game for D. Augustin,,26,14
1,3:17.0,J. Grant enters the game for E. Fournier,,26,14
1,3:17.0,J. Simmons enters the game for N. Vučević,,26,14
1,3:17.0,,T. Rozier enters the game for J. Brown,26,14
1,3:17.0,,D. Theis enters the game for A. Horford,26,14
1,3:17.0,,G. Yabusele enters the game for K. Irving,26,14
1,2:57.0,,G. Yabusele misses 3-pt jump shot from 24 ft,26,14
1,2:56.0,Defensive rebound by A. Gordon,,26,14
1,2:43.0,M. Bamba misses 3-pt jump shot from 27 ft,,26,14
1,2:42.0,,Defensive rebound by M. Morris,26,14
1,2:25.0,,M. Smart misses 3-pt jump shot from 28 ft,26,14
1,2:23.0,Defensive rebound by T. Ross,,26,14
1,2:11.0,J. Grant misses 2-pt jump shot from 6 ft,,26,14
1,2:10.0,Offensive rebound by J. Grant,,26,14
1,2:08.0,Turnover by A. Gordon (lost ball; steal by M. Smart),,26,14
1,2:00.0,,M. Smart makes 2-pt layup from 2 ft,26,16
1,1:31.0,M. Bamba misses 3-pt jump shot from 28 ft,,26,16
1,1:30.0,,Defensive rebound by M. Morris,26,16
1,1:16.0,,Personal foul by J. Simmons (drawn by M. Morris),26,16
1,1:09.0,,M. Smart misses 2-pt jump shot from 16 ft,26,16
1,1:08.0,Defensive rebound by J. Simmons,,26,16
1,0:58.0,T. Ross misses 3-pt jump shot from 28 ft,,26,16
1,0:55.0,,Defensive rebound by D. Theis,26,16
1,0:46.0,,Offensive foul by M. Morris (drawn by J. Simmons),26,16
1,0:46.0,,Turnover by M. Morris (offensive foul),26,16
1,0:46.0,,S. Ojeleye enters the game for G. Yabusele,26,16
1,0:38.0,A. Gordon misses 3-pt jump shot from 28 ft,,26,16
1,0:35.0,,Defensive rebound by M. Morris,26,16
1,0:30.0,,Offensive foul by D. Theis (drawn by J. Grant),26,16
1,0:30.0,,Turnover by D. Theis (offensive foul),26,16
1,0:11.0,J. Grant makes 2-pt jump shot from 13 ft,,28,16
1,0:02.0,,T. Rozier makes 3-pt jump shot from 27 ft,28,19
2,11:47.0,Turnover by J. Simmons (bad pass),,28,19
2,11:35.0,,T. Rozier misses 2-pt jump shot from 11 ft (block by M. Bamba),28,19
2,11:32.0,Defensive rebound by M. Bamba,,28,19
2,11:27.0,T. Ross misses 3-pt jump shot from 26 ft,,28,19
2,11:26.0,,Defensive rebound by T. Rozier,28,19
2,11:14.0,,D. Theis misses 2-pt layup from 2 ft,28,19
2,11:13.0,Defensive rebound by J. Grant,,28,19
2,10:59.0,J. Simmons makes 2-pt jump shot from 4 ft,,30,19
2,10:40.0,,M. Morris misses 2-pt layup from 3 ft,30,19
2,10:39.0,Defensive rebound by J. Simmons,,30,19
2,10:33.0,A. Gordon makes 2-pt layup from 1 ft (assist by J. Simmons),,32,19
2,10:11.0,,T. Rozier makes 2-pt layup from 1 ft,32,21
2,9:51.0,J. Grant misses 2-pt jump shot from 13 ft,,32,21
2,9:50.0,,Defensive rebound by D. Theis,32,21
2,9:36.0,,M. Smart makes 2-pt jump shot from 8 ft (assist by D. Theis),32,23
2,9:15.0,Turnover by T. Ross (bad pass; steal by M. Smart),,32,23
2,9:10.0,Violation by Team (kicked ball),,32,23
2,9:10.0,,J. Tatum enters the game for M. Smart,32,23
2,9:03.0,,D. Theis makes 2-pt dunk from 2 ft (assist by J. Tatum),32,25
2,8:34.0,J. Simmons misses 2-pt jump shot from 6 ft,,32,25
2,8:32.0,,Defensive rebound by M. Morris,32,25
2,8:23.0,,T. Rozier misses 3-pt jump shot from 26 ft,32,25
2,8:21.0,Defensive rebound by A. Gordon,,32,25
2,8:15.0,Offensive foul by A. Gordon (drawn by S. Ojeleye),,32,25
2,8:15.0,Turnover by A. Gordon (offensive foul),,32,25
2,8:15.0,,G. Hayward enters the game for M. Morris,32,25
2,8:02.0,,Turnover by D. Theis (bad pass; steal by M. Bamba),32,25
2,7:58.0,Orlando full timeout,,32,25
2,7:51.0,T. Ross misses 3-pt jump shot from 26 ft,,32,25
2,7:49.0,,Defensive rebound by G. Hayward,32,25
2,7:36.0,,G. Hayward misses 3-pt jump shot from 26 ft,32,25
2,7:35.0,Defensive rebound by J. Grant,,32,25
2,7:25.0,A. Gordon makes 3-pt jump shot from 27 ft (assist by J. Grant),,35,25
2,7:08.0,,J. Tatum misses 3-pt jump shot from 25 ft,35,25
2,7:06.0,,Offensive rebound by S. Ojeleye,35,25
2,6:58.0,,D. Theis makes 2-pt layup from 2 ft (assist by G. Hayward),35,27
2,6:58.0,,Shooting foul by T. Ross (drawn by D. Theis),35,27
2,6:58.0,E. Fournier enters the game for M. Bamba,,35,27
2,6:58.0,N. Vučević enters the game for T. Ross,,35,27
2,6:58.0,,K. Irving enters the game for T. Rozier,35,27
2,6:58.0,,D. Theis makes free throw 1 of 1,35,28
2,6:46.0,N. Vučević misses 2-pt layup from 3 ft,,35,28
2,6:45.0,,Defensive rebound by D. Theis,35,28
2,6:39.0,,S. Ojeleye makes 2-pt layup from 1 ft (assist by K. Irving),35,30
2,6:24.0,Personal foul by G. Hayward (drawn by J. Simmons),,35,30
2,6:19.0,E. Fournier misses 2-pt jump shot from 21 ft,,35,30
2,6:17.0,,Defensive rebound by K. Irving,35,30
2,6:05.0,,S. Ojeleye misses 3-pt jump shot from 26 ft,35,30
2,6:04.0,Defensive rebound by N. Vučević,,35,30
2,5:53.0,N. Vučević misses 2-pt layup from 1 ft,,35,30
2,5:53.0,Offensive rebound by Team,,35,30
2,5:53.0,J. Isaac enters the game for A. Gordon,,35,30
2,5:53.0,,J. Brown enters the game for S. Ojeleye,35,30
2,5:53.0,,A. Horford enters the game for D. Theis,35,30
2,5:49.0,J. Isaac misses 2-pt jump shot from 13 ft,,35,30
2,5:48.0,,Defensive rebound by G. Hayward,35,30
2,5:42.0,,K. Irving makes 2-pt jump shot from 7 ft,35,32
2,5:20.0,J. Simmons misses 3-pt jump shot from 26 ft,,35,32
2,5:19.0,,Defensive rebound by J. Tatum,35,32
2,5:11.0,,A. Horford misses 3-pt jump shot from 26 ft,35,32
2,5:10.0,Defensive rebound by J. Isaac,,35,32
2,5:00.0,N. Vučević makes 2-pt hook shot from 2 ft (assist by E. Fournier),,37,32
2,4:53.0,,Offensive foul by G. Hayward (drawn by J. Simmons),37,32
2,4:53.0,,Turnover by G. Hayward (offensive foul),37,32
2,4:53.0,D. Augustin enters the game for J. Grant,,37,32
2,4:31.0,E. Fournier misses 3-pt jump shot from 26 ft,,37,32
2,4:30.0,,Defensive rebound by J. Brown,37,32
2,4:21.0,,J. Tatum makes 2-pt layup from 1 ft,37,34
2,4:07.0,N. Vučević makes 3-pt jump shot from 26 ft (assist by D. Augustin),,40,34
2,3:48.0,,J. Brown makes 2-pt layup from 1 ft (assist by K. Irving),40,36
2,3:36.0,N. Vučević misses 3-pt jump shot from 26 ft,,40,36
2,3:34.0,Offensive rebound by J. Isaac,,40,36
2,3:33.0,J. Isaac misses 2-pt dunk at rim,,40,36
2,3:32.0,Offensive rebound by J. Isaac,,40,36
2,3:30.0,J. Isaac makes 2-pt dunk at rim,,42,36
2,3:19.0,,K. Irving misses 3-pt jump shot from 24 ft,42,36
2,3:19.0,Defensive rebound by N. Vučević,,42,36
2,3:01.0,Turnover by J. Simmons (bad pass; steal by K. Irving),,42,36
2,2:57.0,,J. Tatum makes 2-pt dunk from 1 ft (assist by G. Hayward),42,38
2,2:40.0,E. Fournier makes 3-pt jump shot from 23 ft (assist by D. Augustin),,45,38
2,2:32.0,,Boston full timeout,45,38
2,2:32.0,A. Gordon enters the game for J. Simmons,,45,38
2,2:28.0,,K. Irving misses 2-pt layup from 2 ft,45,38
2,2:24.0,Defensive rebound by E. Fournier,,45,38
2,2:18.0,D. Augustin misses 3-pt jump shot from 27 ft (block by A. Horford),,45,38
2,2:16.0,,Defensive rebound by A. Horford,45,38
2,2:14.0,,G. Hayward makes 2-pt dunk from 1 ft (assist by K. Irving),45,40
2,1:48.0,D. Augustin misses 2-pt layup from 5 ft,,45,40
2,1:46.0,Offensive rebound by N. Vučević,,45,40
2,1:44.0,N. Vučević makes 2-pt layup from 2 ft (assist by E. Fournier),,47,40
2,1:44.0,Shooting foul by J. Brown (drawn by N. Vučević),,47,40
2,1:44.0,,M. Smart enters the game for G. Hayward,47,40
2,1:44.0,N. Vučević makes free throw 1 of 1,,48,40
2,1:23.0,,Turnover by M. Smart (bad pass; steal by N. Vučević),48,40
2,1:10.0,N. Vučević misses 2-pt jump shot from 14 ft,,48,40
2,1:08.0,,Defensive rebound by J. Brown,48,40
2,0:55.0,,A. Horford misses 2-pt hook shot from 4 ft,48,40
2,0:53.0,Defensive rebound by N. Vučević,,48,40
2,0:42.0,Turnover by D. Augustin (bad pass; steal by M. Smart),,48,40
2,0:37.0,,K. Irving makes 3-pt jump shot from 23 ft (assist by J. Tatum),48,43
2,0:16.0,E. Fournier misses 2-pt layup from 2 ft,,48,43
2,0:14.0,,Defensive rebound by J. Tatum,48,43
2,0:01.0,,J. Tatum makes 2-pt jump shot from 20 ft,48,45
3,11:41.0,N. Vučević makes 2-pt dunk from 3 ft (assist by E. Fournier),,50,45
3,11:19.0,,J. Brown misses 2-pt jump shot from 8 ft,50,45
3,11:18.0,Defensive rebound by J. Isaac,,50,45
3,11:09.0,A. Gordon misses 3-pt jump shot from 25 ft,,50,45
3,11:04.0,,Defensive rebound by J. Tatum,50,45
3,10:52.0,,M. Morris makes 2-pt layup from 2 ft (assist by A. Horford),50,47
3,10:43.0,E. Fournier misses 2-pt jump shot from 18 ft,,50,47
3,10:43.0,Offensive rebound by Team,,50,47
3,10:43.0,,Loose ball foul by J. Brown (drawn by A. Gordon),50,47
3,10:28.0,D. Augustin misses 3-pt jump shot from 28 ft,,50,47
3,10:27.0,,Defensive rebound by A. Horford,50,47
3,10:18.0,,A. Horford misses 3-pt jump shot from 26 ft,50,47
3,10:16.0,Defensive rebound by J. Isaac,,50,47
3,10:00.0,A. Gordon makes 2-pt layup from 1 ft (assist by N. Vučević),,52,47
3,9:54.0,,K. Irving makes 3-pt jump shot from 26 ft,52,50
3,9:39.0,Shooting foul by M. Morris (drawn by A. Gordon),,52,50
3,9:39.0,A. Gordon misses free throw 1 of 2,,52,50
3,9:39.0,Offensive rebound by Team,,52,50
3,9:39.0,A. Gordon makes free throw 2 of 2,,53,50
3,9:31.0,,J. Brown misses 2-pt jump shot from 12 ft,53,50
3,9:29.0,Defensive rebound by E. Fournier,,53,50
3,9:13.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by A. Gordon),,56,50
3,8:58.0,,J. Tatum misses 2-pt jump shot from 8 ft,56,50
3,8:54.0,Defensive rebound by N. Vučević,,56,50
3,8:42.0,J. Isaac misses 3-pt jump shot from 23 ft,,56,50
3,8:40.0,,Defensive rebound by K. Irving,56,50
3,8:34.0,,Turnover by K. Irving (bad pass; steal by J. Isaac),56,50
3,8:18.0,D. Augustin misses 2-pt jump shot from 10 ft,,56,50
3,8:17.0,,Defensive rebound by M. Morris,56,50
3,8:00.0,,M. Morris misses 2-pt layup from 3 ft,56,50
3,7:54.0,Defensive rebound by D. Augustin,,56,50
3,7:51.0,D. Augustin misses 2-pt layup from 3 ft (block by J. Brown),,56,50
3,7:49.0,,Defensive rebound by J. Brown,56,50
3,7:45.0,,J. Tatum misses 3-pt jump shot from 27 ft,56,50
3,7:41.0,,Offensive rebound by K. Irving,56,50
3,7:40.0,,J. Tatum misses 3-pt jump shot from 27 ft,56,50
3,7:39.0,Defensive rebound by J. Isaac,,56,50
3,7:24.0,J. Isaac makes 3-pt jump shot from 27 ft (assist by D. Augustin),,59,50
3,7:22.0,,Boston full timeout,59,50
3,7:13.0,,A. Horford makes 3-pt jump shot from 28 ft (assist by J. Tatum),59,53
3,6:58.0,A. Gordon misses 2-pt jump shot from 19 ft,,59,53
3,6:57.0,,Defensive rebound by K. Irving,59,53
3,6:43.0,,K. Irving misses 3-pt jump shot from 27 ft,59,53
3,6:41.0,Defensive rebound by A. Gordon,,59,53
3,6:27.0,E. Fournier makes 2-pt jump shot from 19 ft,,61,53
3,6:10.0,,J. Brown misses 3-pt jump shot from 27 ft,61,53
3,6:07.0,Defensive rebound by Team,,61,53
3,5:55.0,E. Fournier makes 2-pt jump shot from 19 ft (assist by D. Augustin),,63,53
3,5:40.0,,K. Irving makes 2-pt jump shot from 7 ft (assist by A. Horford),63,55
3,5:16.0,N. Vučević makes 2-pt jump shot from 16 ft (assist by E. Fournier),,65,55
3,5:01.0,,J. Tatum misses 3-pt jump shot from 27 ft,65,55
3,5:00.0,Defensive rebound by J. Isaac,,65,55
3,4:47.0,A. Gordon makes 3-pt jump shot from 24 ft (assist by E. Fournier),,68,55
3,4:22.0,,K. Irving makes 2-pt layup from 1 ft,68,57
3,4:03.0,E. Fournier misses 3-pt jump shot from 29 ft,,68,57
3,4:01.0,,Defensive rebound by M. Morris,68,57
3,3:53.0,,M. Morris makes 2-pt layup from 1 ft,68,59
3,3:53.0,,Shooting foul by J. Isaac (drawn by M. Morris),68,59
3,3:53.0,M. Bamba enters the game for A. Gordon,,68,59
3,3:53.0,T. Ross enters the game for J. Isaac,,68,59
3,3:53.0,,G. Hayward enters the game for J. Brown,68,59
3,3:53.0,,R. Williams enters the game for J. Tatum,68,59
3,3:53.0,,M. Morris makes free throw 1 of 1,68,60
3,3:30.0,D. Augustin makes 3-pt jump shot from 26 ft (assist by E. Fournier),,71,60
3,3:23.0,,Personal foul by D. Augustin (drawn by K. Irving),71,60
3,3:23.0,,M. Smart enters the game for M. Morris,71,60
3,3:14.0,,K. Irving misses 3-pt jump shot from 26 ft,71,60
3,3:12.0,Defensive rebound by E. Fournier,,71,60
3,3:01.0,N. Vučević makes 2-pt layup from 1 ft (assist by E. Fournier),,73,60
3,2:39.0,,M. Smart makes 3-pt jump shot from 27 ft (assist by G. Hayward),73,63
3,2:14.0,N. Vučević misses 2-pt hook shot from 7 ft,,73,63
3,2:11.0,,Defensive rebound by A. Horford,73,63
3,2:06.0,,K. Irving makes 2-pt layup from 3 ft,73,65
3,2:06.0,Orlando full timeout,,73,65
3,2:06.0,A. Gordon enters the game for D. Augustin,,73,65
3,2:06.0,J. Grant enters the game for E. Fournier,,73,65
3,2:06.0,J. Simmons enters the game for N. Vučević,,73,65
3,1:57.0,Turnover by J. Grant (bad pass; steal by K. Irving),,73,65
3,1:55.0,,Turnover by K. Irving (out of bounds lost ball),73,65
3,1:36.0,J. Grant misses 3-pt jump shot from 26 ft,,73,65
3,1:35.0,,Defensive rebound by G. Hayward,73,65
3,1:24.0,,A. Horford misses 3-pt jump shot from 27 ft,73,65
3,1:22.0,Defensive rebound by M. Bamba,,73,65
3,1:13.0,A. Gordon makes 2-pt layup from 1 ft (assist by J. Grant),,75,65
3,0:51.0,,K. Irving makes 2-pt jump shot from 18 ft,75,67
3,0:42.0,J. Grant misses 2-pt layup from 4 ft,,75,67
3,0:42.0,,Defensive rebound by Team,75,67
3,0:42.0,,T. Rozier enters the game for A. Horford,75,67
3,0:42.0,,J. Tatum enters the game for K. Irving,75,67
3,0:26.0,,T. Rozier misses 3-pt jump shot from 28 ft,75,67
3,0:24.0,,Offensive rebound by J. Tatum,75,67
3,0:23.0,,Personal foul by A. Gordon (drawn by J. Tatum),75,67
3,0:23.0,,M. Morris enters the game for R. Williams,75,67
3,0:23.0,,Away from play foul by M. Bamba (drawn by M. Morris),75,67
3,0:23.0,,M. Morris misses free throw 1 of 1,75,67
3,0:23.0,,Offensive rebound by Team,75,67
3,0:11.0,,G. Hayward makes 3-pt jump shot from 23 ft (assist by T. Rozier),75,70
3,0:00.0,J. Simmons misses 3-pt jump shot from 24 ft,,75,70
3,0:00.0,Offensive rebound by Team,,75,70
4,11:42.0,,M. Smart makes 2-pt jump shot from 12 ft,75,72
4,11:16.0,J. Simmons misses 3-pt jump shot from 27 ft,,75,72
4,11:15.0,,Defensive rebound by D. Theis,75,72
4,11:06.0,,G. Hayward misses 2-pt jump shot from 10 ft,75,72
4,11:03.0,Defensive rebound by M. Bamba,,75,72
4,10:49.0,A. Gordon misses 2-pt jump shot from 9 ft,,75,72
4,10:47.0,,Defensive rebound by T. Rozier,75,72
4,10:43.0,,T. Rozier misses 3-pt jump shot from 27 ft,75,72
4,10:42.0,Defensive rebound by J. Simmons,,75,72
4,10:32.0,T. Ross misses 3-pt jump shot from 28 ft,,75,72
4,10:29.0,,Defensive rebound by Team,75,72
4,10:10.0,,Personal foul by J. Simmons (drawn by D. Theis),75,72
4,10:08.0,,Personal foul by T. Ross (drawn by M. Smart),75,72
4,10:03.0,,M. Smart misses 3-pt jump shot from 27 ft,75,72
4,10:02.0,,Offensive rebound by Team,75,72
4,10:02.0,Loose ball foul by J. Grant (drawn by D. Theis),,75,72
4,9:54.0,,T. Rozier misses 3-pt jump shot from 27 ft,75,72
4,9:53.0,,Offensive rebound by M. Smart,75,72
4,9:46.0,,T. Rozier misses 2-pt jump shot from 8 ft,75,72
4,9:45.0,,Offensive rebound by Team,75,72
4,9:45.0,Loose ball foul by J. Grant (drawn by D. Theis),,75,72
4,9:37.0,,D. Theis makes 2-pt layup from 2 ft (assist by J. Tatum),75,74
4,9:19.0,T. Ross makes 2-pt hook shot from 5 ft (assist by A. Gordon),,77,74
4,9:05.0,,Turnover by M. Smart (bad pass; steal by T. Ross),77,74
4,8:54.0,J. Simmons misses 2-pt layup from 4 ft,,77,74
4,8:52.0,Offensive rebound by Team,,77,74
4,8:52.0,,Loose ball foul by D. Theis (drawn by J. Simmons),77,74
4,8:42.0,Turnover by J. Grant (out of bounds lost ball),,77,74
4,8:42.0,,J. Brown enters the game for G. Hayward,77,74
4,8:20.0,,M. Smart misses 3-pt jump shot from 28 ft,77,74
4,8:19.0,Defensive rebound by M. Bamba,,77,74
4,8:11.0,J. Grant makes 2-pt layup from 1 ft,,79,74
4,8:02.0,,Personal foul by J. Simmons (drawn by J. Tatum),79,74
4,8:02.0,,J. Tatum misses free throw 1 of 2,79,74
4,8:02.0,,Offensive rebound by Team,79,74
4,8:02.0,,J. Tatum makes free throw 2 of 2,79,75
4,7:42.0,M. Bamba misses 2-pt jump shot from 13 ft,,79,75
4,7:40.0,,Defensive rebound by J. Tatum,79,75
4,7:30.0,,J. Tatum misses 2-pt jump shot from 6 ft,79,75
4,7:29.0,,Offensive rebound by J. Tatum,79,75
4,7:29.0,,J. Tatum misses 2-pt layup from 1 ft,79,75
4,7:28.0,,Offensive rebound by D. Theis,79,75
4,7:27.0,,D. Theis misses 2-pt jump shot from 5 ft (block by M. Bamba),79,75
4,7:25.0,,Offensive rebound by M. Smart,79,75
4,7:19.0,,Turnover by J. Brown (traveling),79,75
4,7:09.0,Shooting foul by D. Theis (drawn by J. Simmons),,79,75
4,7:09.0,J. Simmons makes free throw 1 of 2,,80,75
4,7:09.0,E. Fournier enters the game for M. Bamba,,80,75
4,7:09.0,N. Vučević enters the game for T. Ross,,80,75
4,7:09.0,,K. Irving enters the game for M. Smart,80,75
4,7:09.0,J. Simmons makes free throw 2 of 2,,81,75
4,6:55.0,,T. Rozier misses 2-pt jump shot from 22 ft,81,75
4,6:51.0,,Offensive rebound by D. Theis,81,75
4,6:49.0,,J. Brown misses 2-pt jump shot from 16 ft,81,75
4,6:45.0,Defensive rebound by E. Fournier,,81,75
4,6:26.0,J. Simmons misses 2-pt jump shot from 16 ft,,81,75
4,6:21.0,,Defensive rebound by J. Tatum,81,75
4,6:20.0,,Boston full timeout,81,75
4,6:20.0,D. Augustin enters the game for J. Grant,,81,75
4,6:20.0,,A. Horford enters the game for D. Theis,81,75
4,6:03.0,,K. Irving makes 2-pt jump shot from 4 ft,81,77
4,5:46.0,E. Fournier misses 2-pt jump shot from 17 ft,,81,77
4,5:43.0,,Defensive rebound by J. Brown,81,77
4,5:32.0,,Turnover by K. Irving (step out of bounds),81,77
4,5:32.0,J. Isaac enters the game for A. Gordon,,81,77
4,5:32.0,,G. Hayward enters the game for T. Rozier,81,77
4,5:32.0,,M. Morris enters the game for J. Tatum,81,77
4,5:13.0,D. Augustin makes 3-pt jump shot from 23 ft (assist by E. Fournier),,84,77
4,4:59.0,,G. Hayward misses 2-pt jump shot from 15 ft,84,77
4,4:57.0,Defensive rebound by J. Simmons,,84,77
4,4:50.0,J. Simmons misses 3-pt jump shot from 27 ft,,84,77
4,4:48.0,,Defensive rebound by M. Morris,84,77
4,4:31.0,,A. Horford makes 2-pt layup from 3 ft (assist by K. Irving),84,79
4,4:13.0,D. Augustin misses 3-pt jump shot from 26 ft,,84,79
4,4:11.0,Offensive rebound by N. Vučević,,84,79
4,4:11.0,N. Vučević makes 2-pt layup from 1 ft,,86,79
4,3:56.0,,K. Irving misses 3-pt jump shot from 27 ft,86,79
4,3:56.0,Defensive rebound by E. Fournier,,86,79
4,3:43.0,J. Simmons misses 2-pt jump shot from 6 ft,,86,79
4,3:40.0,,Defensive rebound by K. Irving,86,79
4,3:29.0,,Personal foul by E. Fournier (drawn by A. Horford),86,79
4,3:29.0,,A. Horford makes free throw 1 of 2,86,80
4,3:29.0,,A. Horford makes free throw 2 of 2,86,81
4,3:26.0,Orlando full timeout,,86,81
4,3:26.0,A. Gordon enters the game for J. Simmons,,86,81
4,3:26.0,,J. Tatum enters the game for M. Morris,86,81
4,3:20.0,E. Fournier misses 2-pt jump shot from 4 ft,,86,81
4,3:19.0,Offensive rebound by J. Isaac,,86,81
4,3:19.0,J. Isaac makes 2-pt layup from 2 ft,,88,81
4,3:04.0,,A. Horford misses 3-pt jump shot from 27 ft,88,81
4,3:02.0,Defensive rebound by N. Vučević,,88,81
4,2:47.0,J. Isaac misses 3-pt jump shot from 25 ft,,88,81
4,2:46.0,,Defensive rebound by J. Tatum,88,81
4,2:25.0,,J. Tatum misses 3-pt jump shot from 28 ft,88,81
4,2:24.0,Defensive rebound by E. Fournier,,88,81
4,2:22.0,Personal foul by K. Irving (drawn by E. Fournier),,88,81
4,2:22.0,,M. Smart enters the game for G. Hayward,88,81
4,2:00.0,N. Vučević misses 2-pt hook shot from 5 ft,,88,81
4,2:00.0,Offensive rebound by Team,,88,81
4,2:00.0,,Loose ball foul by J. Tatum (drawn by J. Isaac),88,81
4,1:53.0,A. Gordon misses 2-pt jump shot from 18 ft,,88,81
4,1:52.0,,Defensive rebound by K. Irving,88,81
4,1:46.0,,K. Irving makes 2-pt layup from 1 ft,88,83
4,1:32.0,Personal foul by J. Brown (drawn by D. Augustin),,88,83
4,1:32.0,D. Augustin makes free throw 1 of 2,,89,83
4,1:32.0,,G. Hayward enters the game for M. Smart,89,83
4,1:32.0,D. Augustin misses free throw 2 of 2,,89,83
4,1:30.0,,Defensive rebound by A. Horford,89,83
4,1:11.0,,J. Brown makes 3-pt jump shot from 23 ft (assist by A. Horford),89,86
