QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,SAN ANTONIO_ACTION,NEW ORLEANS_SCORE,SAN ANTONIO_SCORE
1,5:34.0,,P. Mills enters the game for B. Forbes,6,18
1,5:34.0,,D. DeRozan makes free throw 2 of 2,6,19
1,5:21.0,J. Holiday makes 2-pt layup from 2 ft (assist by J. Okafor),,8,19
1,5:04.0,,L. Aldridge makes 2-pt jump shot from 14 ft,8,21
1,4:57.0,Turnover by D. Miller (step out of bounds),,8,21
1,4:44.0,,D. DeRozan misses 2-pt layup from 2 ft,8,21
1,4:42.0,,Offensive rebound by D. DeRozan,8,21
1,4:31.0,,L. Aldridge makes 2-pt jump shot from 15 ft,8,23
1,4:17.0,J. Holiday misses 2-pt jump shot from 8 ft,,8,23
1,4:15.0,,Defensive rebound by R. Gay,8,23
1,4:09.0,,D. White misses 2-pt jump shot from 2 ft,8,23
1,4:07.0,Defensive rebound by J. Okafor,,8,23
1,4:01.0,F. Jackson makes 2-pt dunk from 1 ft (assist by K. Williams),,10,23
1,3:49.0,,P. Mills makes 2-pt jump shot from 19 ft,10,25
1,3:38.0,K. Williams makes 2-pt layup from 3 ft (assist by F. Jackson),,12,25
1,3:38.0,,Violation by Team (def goaltending),12,25
1,3:25.0,,R. Gay makes 2-pt jump shot from 12 ft (assist by D. DeRozan),12,27
1,3:14.0,D. Miller makes 2-pt jump shot from 8 ft,,14,27
1,3:01.0,,D. DeRozan misses 2-pt jump shot from 8 ft,14,27
1,2:56.0,Defensive rebound by D. Miller,,14,27
1,2:51.0,J. Holiday makes 2-pt layup from 5 ft,,16,27
1,2:51.0,Shooting foul by D. DeRozan (drawn by J. Holiday),,16,27
1,2:51.0,,Technical foul by D. DeRozan,16,27
1,2:51.0,New Orleans full timeout,,16,27
1,2:51.0,C. Diallo enters the game for F. Jackson,,16,27
1,2:51.0,T. Frazier enters the game for J. Okafor,,16,27
1,2:51.0,,M. Belinelli enters the game for D. DeRozan,16,27
1,2:51.0,,D. Bertāns enters the game for R. Gay,16,27
1,2:51.0,,B. Forbes enters the game for D. White,16,27
1,2:51.0,D. Miller makes technical free throw,,17,27
1,2:51.0,J. Holiday makes free throw 1 of 1,,18,27
1,2:34.0,,L. Aldridge makes 2-pt jump shot from 15 ft (assist by D. Bertāns),18,29
1,2:27.0,Personal foul by D. Bertāns (drawn by K. Williams),,18,29
1,2:10.0,T. Frazier misses 3-pt jump shot from 23 ft,,18,29
1,2:07.0,Offensive rebound by T. Frazier,,18,29
1,2:06.0,T. Frazier makes 2-pt layup from 2 ft,,20,29
1,1:56.0,,B. Forbes misses 3-pt jump shot from 23 ft,20,29
1,1:56.0,Defensive rebound by T. Frazier,,20,29
1,1:45.0,Turnover by T. Frazier (bad pass; steal by L. Aldridge),,20,29
1,1:37.0,,L. Aldridge makes 2-pt layup at rim (assist by M. Belinelli),20,31
1,1:22.0,J. Holiday misses 2-pt jump shot from 14 ft,,20,31
1,1:20.0,,Defensive rebound by D. Bertāns,20,31
1,1:10.0,,M. Belinelli makes 2-pt jump shot from 7 ft (assist by B. Forbes),20,33
1,0:54.0,C. Diallo makes 2-pt jump shot from 10 ft (assist by T. Frazier),,22,33
1,0:43.0,,L. Aldridge makes 2-pt dunk at rim (assist by B. Forbes),22,35
1,0:33.0,T. Frazier makes 2-pt hook shot from 4 ft,,24,35
1,0:15.0,,M. Belinelli misses 3-pt jump shot from 26 ft,24,35
1,0:13.0,Defensive rebound by C. Diallo,,24,35
1,0:06.0,Personal foul by P. Mills (drawn by C. Diallo),,24,35
1,0:06.0,,P. Gasol enters the game for L. Aldridge,24,35
1,0:00.0,J. Holiday misses 2-pt layup from 2 ft,,24,35
1,0:00.0,Offensive rebound by Team,,24,35
2,11:47.0,,Turnover by D. Bertāns (bad pass; steal by T. Frazier),24,35
2,11:44.0,Shooting foul by P. Mills (drawn by C. Diallo),,24,35
2,11:44.0,C. Diallo makes free throw 1 of 2,,25,35
2,11:44.0,C. Diallo makes free throw 2 of 2,,26,35
2,11:28.0,,P. Mills misses 2-pt jump shot from 19 ft,26,35
2,11:26.0,Defensive rebound by C. Diallo,,26,35
2,11:15.0,F. Jackson makes 2-pt layup from 2 ft,,28,35
2,11:04.0,,P. Gasol misses 2-pt layup from 3 ft (block by C. Diallo),28,35
2,11:01.0,Defensive rebound by K. Williams,,28,35
2,10:59.0,Turnover by I. Clark (bad pass; steal by M. Belinelli),,28,35
2,10:55.0,,Personal foul by T. Frazier (drawn by P. Gasol),28,35
2,10:52.0,,M. Belinelli makes 2-pt jump shot from 17 ft (assist by Q. Pondexter),28,37
2,10:39.0,I. Clark misses 3-pt jump shot from 25 ft,,28,37
2,10:37.0,,Defensive rebound by M. Belinelli,28,37
2,10:28.0,,M. Belinelli makes 3-pt jump shot from 26 ft (assist by P. Gasol),28,40
2,10:18.0,I. Clark makes 2-pt jump shot from 18 ft (assist by T. Frazier),,30,40
2,9:59.0,,M. Belinelli makes 2-pt layup from 2 ft (assist by P. Gasol),30,42
2,9:48.0,F. Jackson makes 2-pt dunk from 1 ft (assist by T. Frazier),,32,42
2,9:36.0,,P. Gasol misses 2-pt layup from 2 ft,32,42
2,9:34.0,Defensive rebound by K. Williams,,32,42
2,9:33.0,Personal foul by M. Belinelli (drawn by T. Frazier),,32,42
2,9:33.0,,D. DeRozan enters the game for Q. Pondexter,32,42
2,9:22.0,Offensive foul by I. Clark (drawn by P. Mills),,32,42
2,9:22.0,Turnover by I. Clark (offensive foul),,32,42
2,9:22.0,,B. Forbes enters the game for P. Mills,32,42
2,9:02.0,,Turnover by P. Gasol (lost ball; steal by C. Diallo),32,42
2,8:58.0,C. Diallo makes 2-pt dunk from 2 ft (assist by I. Clark),,34,42
2,8:48.0,,Shooting foul by T. Frazier (drawn by B. Forbes),34,42
2,8:48.0,,B. Forbes makes free throw 1 of 2,34,43
2,8:48.0,,B. Forbes makes free throw 2 of 2,34,44
2,8:33.0,I. Clark misses 2-pt jump shot from 16 ft,,34,44
2,8:31.0,,Defensive rebound by D. Bertāns,34,44
2,8:22.0,,P. Gasol makes 2-pt layup from 2 ft (assist by D. DeRozan),34,46
2,8:08.0,K. Williams misses 3-pt jump shot from 25 ft,,34,46
2,8:06.0,,Defensive rebound by B. Forbes,34,46
2,7:58.0,,B. Forbes makes 2-pt jump shot from 15 ft,34,48
2,7:46.0,New Orleans full timeout,,34,48
2,7:46.0,J. Okafor enters the game for C. Diallo,,34,48
2,7:34.0,T. Frazier misses 2-pt jump shot from 8 ft,,34,48
2,7:30.0,Offensive rebound by J. Okafor,,34,48
2,7:30.0,J. Okafor misses 2-pt layup at rim,,34,48
2,7:30.0,,Defensive rebound by D. Bertāns,34,48
2,7:27.0,,M. Belinelli misses 3-pt jump shot from 25 ft,34,48
2,7:22.0,Defensive rebound by K. Williams,,34,48
2,7:10.0,I. Clark makes 2-pt jump shot from 5 ft (assist by J. Okafor),,36,48
2,7:10.0,,L. Aldridge enters the game for D. Bertāns,36,48
2,7:10.0,,R. Gay enters the game for P. Gasol,36,48
2,6:55.0,,R. Gay misses 2-pt jump shot from 9 ft,36,48
2,6:52.0,Defensive rebound by F. Jackson,,36,48
2,6:48.0,F. Jackson misses 2-pt layup from 2 ft,,36,48
2,6:45.0,,Defensive rebound by L. Aldridge,36,48
2,6:34.0,,L. Aldridge misses 2-pt jump shot from 5 ft (block by J. Okafor),36,48
2,6:31.0,,Offensive rebound by L. Aldridge,36,48
2,6:27.0,,Turnover by L. Aldridge (lost ball; steal by J. Okafor),36,48
2,6:11.0,J. Okafor makes 2-pt layup from 2 ft,,38,48
2,6:09.0,,San Antonio full timeout,38,48
2,6:09.0,J. Holiday enters the game for I. Clark,,38,48
2,6:09.0,D. Miller enters the game for K. Williams,,38,48
2,6:09.0,,D. White enters the game for M. Belinelli,38,48
2,5:54.0,,D. DeRozan makes 2-pt jump shot from 6 ft (assist by B. Forbes),38,50
2,5:35.0,D. Miller misses 2-pt jump shot from 15 ft,,38,50
2,5:33.0,,Defensive rebound by R. Gay,38,50
2,5:26.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by R. Gay),38,52
2,5:16.0,D. Miller makes 3-pt jump shot from 26 ft (assist by J. Holiday),,41,52
2,4:58.0,,R. Gay makes 3-pt jump shot from 23 ft (assist by L. Aldridge),41,55
2,4:42.0,F. Jackson makes 2-pt jump shot from 9 ft (assist by D. Miller),,43,55
2,4:30.0,,R. Gay misses 3-pt jump shot from 25 ft,43,55
2,4:28.0,Defensive rebound by J. Okafor,,43,55
2,4:21.0,J. Holiday makes 3-pt jump shot from 26 ft,,46,55
2,4:01.0,,L. Aldridge misses 2-pt hook shot from 5 ft,46,55
2,3:59.0,Defensive rebound by J. Holiday,,46,55
2,3:55.0,J. Holiday misses 2-pt jump shot from 4 ft,,46,55
2,3:50.0,,Defensive rebound by R. Gay,46,55
2,3:42.0,,D. DeRozan misses 2-pt jump shot from 14 ft,46,55
2,3:40.0,Defensive rebound by J. Okafor,,46,55
2,3:32.0,Personal foul by R. Gay (drawn by J. Okafor),,46,55
2,3:32.0,K. Williams enters the game for T. Frazier,,46,55
2,3:32.0,,M. Belinelli enters the game for B. Forbes,46,55
2,3:17.0,Turnover by Team (shot clock),,46,55
2,3:11.0,,Offensive foul by L. Aldridge (drawn by D. Miller),46,55
2,3:11.0,,Turnover by L. Aldridge (offensive foul),46,55
2,3:00.0,D. Miller makes 2-pt jump shot from 12 ft,,48,55
2,3:00.0,,San Antonio full timeout,48,55
2,2:40.0,,Turnover by D. White (bad pass; steal by D. Miller),48,55
2,2:25.0,J. Okafor misses 2-pt hook shot from 5 ft,,48,55
2,2:22.0,,Defensive rebound by D. DeRozan,48,55
2,2:14.0,,M. Belinelli makes 3-pt jump shot from 26 ft (assist by D. DeRozan),48,58
2,1:55.0,J. Holiday misses 2-pt hook shot from 4 ft,,48,58
2,1:55.0,Offensive rebound by Team,,48,58
2,1:55.0,,Loose ball foul by D. White (drawn by J. Okafor),48,58
2,1:48.0,J. Okafor makes 2-pt jump shot from 9 ft (assist by J. Holiday),,50,58
2,1:32.0,,D. White misses 3-pt jump shot from 27 ft,50,58
2,1:30.0,Defensive rebound by J. Okafor,,50,58
2,1:21.0,J. Okafor misses 2-pt jump shot from 3 ft,,50,58
2,1:17.0,,Defensive rebound by D. White,50,58
2,1:04.0,,D. DeRozan misses 2-pt jump shot from 17 ft,50,58
2,1:02.0,,Offensive rebound by L. Aldridge,50,58
2,1:00.0,,L. Aldridge makes 2-pt layup from 2 ft,50,60
2,0:50.0,Turnover by J. Okafor (bad pass),,50,60
2,0:34.0,,Personal foul by J. Okafor (drawn by L. Aldridge),50,60
2,0:28.0,,D. White misses 2-pt jump shot from 17 ft,50,60
2,0:25.0,Defensive rebound by D. Miller,,50,60
2,0:11.0,Turnover by J. Holiday (bad pass; steal by R. Gay),,50,60
2,0:04.0,,R. Gay makes 3-pt jump shot from 25 ft,50,63
2,0:00.0,K. Williams misses 3-pt jump shot from 26 ft,,50,63
2,0:00.0,Offensive rebound by Team,,50,63
3,11:45.0,,Shooting foul by J. Holiday (drawn by D. DeRozan),50,63
3,11:45.0,,D. DeRozan makes free throw 1 of 2,50,64
3,11:45.0,,D. DeRozan misses free throw 2 of 2,50,64
3,11:43.0,Defensive rebound by J. Okafor,,50,64
3,11:34.0,J. Holiday misses 3-pt jump shot from 25 ft,,50,64
3,11:31.0,,Defensive rebound by R. Gay,50,64
3,11:22.0,,R. Gay misses 2-pt jump shot from 18 ft,50,64
3,11:20.0,Defensive rebound by J. Okafor,,50,64
3,11:11.0,S. Hill misses 2-pt layup from 3 ft,,50,64
3,11:09.0,,Defensive rebound by R. Gay,50,64
3,11:06.0,,Shooting foul by F. Jackson (drawn by B. Forbes),50,64
3,11:06.0,,B. Forbes makes free throw 1 of 2,50,65
3,11:06.0,,B. Forbes makes free throw 2 of 2,50,66
3,10:45.0,F. Jackson misses 3-pt jump shot from 25 ft,,50,66
3,10:40.0,,Defensive rebound by L. Aldridge,50,66
3,10:28.0,,L. Aldridge misses 2-pt jump shot from 16 ft,50,66
3,10:24.0,Defensive rebound by S. Hill,,50,66
3,10:11.0,F. Jackson makes 2-pt jump shot from 16 ft,,52,66
3,9:46.0,,B. Forbes misses 3-pt jump shot from 26 ft,52,66
3,9:44.0,Defensive rebound by J. Holiday,,52,66
3,9:28.0,D. Miller misses 3-pt jump shot from 26 ft,,52,66
3,9:24.0,,Defensive rebound by L. Aldridge,52,66
3,9:03.0,,D. DeRozan makes 2-pt jump shot from 4 ft,52,68
3,8:56.0,Personal foul by D. White (drawn by J. Holiday),,52,68
3,8:48.0,S. Hill misses 3-pt jump shot from 23 ft,,52,68
3,8:44.0,,Defensive rebound by B. Forbes,52,68
3,8:36.0,,L. Aldridge misses 2-pt hook shot from 2 ft,52,68
3,8:32.0,,Offensive rebound by L. Aldridge,52,68
3,8:32.0,,L. Aldridge misses 2-pt dunk at rim (block by J. Okafor),52,68
3,8:30.0,,Offensive rebound by L. Aldridge,52,68
3,8:23.0,,D. DeRozan misses 2-pt jump shot from 5 ft,52,68
3,8:21.0,Defensive rebound by J. Holiday,,52,68
3,8:15.0,D. Miller misses 3-pt jump shot from 27 ft,,52,68
3,8:12.0,,Defensive rebound by D. DeRozan,52,68
3,8:09.0,,Turnover by D. DeRozan (bad pass),52,68
3,7:45.0,Shooting foul by R. Gay (drawn by S. Hill),,52,68
3,7:45.0,S. Hill makes free throw 1 of 2,,53,68
3,7:45.0,S. Hill makes free throw 2 of 2,,54,68
3,7:27.0,,L. Aldridge misses 2-pt hook shot from 2 ft,54,68
3,7:27.0,,Offensive rebound by L. Aldridge,54,68
3,7:27.0,,L. Aldridge makes 2-pt layup at rim,54,70
3,7:27.0,,Shooting foul by J. Okafor (drawn by L. Aldridge),54,70
3,7:27.0,C. Diallo enters the game for J. Okafor,,54,70
3,7:27.0,,L. Aldridge makes free throw 1 of 1,54,71
3,7:16.0,J. Holiday misses 2-pt jump shot from 15 ft,,54,71
3,7:12.0,Offensive rebound by C. Diallo,,54,71
3,7:06.0,F. Jackson misses 2-pt jump shot from 13 ft,,54,71
3,7:04.0,,Defensive rebound by R. Gay,54,71
3,6:51.0,,R. Gay misses 2-pt jump shot from 13 ft,54,71
3,6:49.0,Defensive rebound by C. Diallo,,54,71
3,6:35.0,C. Diallo misses 2-pt jump shot from 8 ft,,54,71
3,6:33.0,,Defensive rebound by D. DeRozan,54,71
3,6:23.0,,L. Aldridge makes 2-pt jump shot from 13 ft,54,73
3,6:23.0,New Orleans full timeout,,54,73
3,6:23.0,K. Williams enters the game for S. Hill,,54,73
3,6:23.0,,M. Belinelli enters the game for B. Forbes,54,73
3,6:23.0,,D. Bertāns enters the game for R. Gay,54,73
3,6:08.0,D. Miller misses 2-pt jump shot from 15 ft,,54,73
3,6:07.0,,Defensive rebound by Team,54,73
3,6:07.0,Loose ball foul by D. Miller (drawn by D. White),,54,73
3,5:53.0,,D. DeRozan makes 2-pt layup from 1 ft (assist by L. Aldridge),54,75
3,5:45.0,J. Holiday makes 2-pt jump shot from 12 ft,,56,75
3,5:45.0,Shooting foul by D. White (drawn by J. Holiday),,56,75
3,5:45.0,,P. Mills enters the game for D. White,56,75
3,5:45.0,J. Holiday makes free throw 1 of 1,,57,75
3,5:36.0,,Shooting foul by K. Williams (drawn by D. DeRozan),57,75
3,5:36.0,,D. DeRozan makes free throw 1 of 2,57,76
3,5:36.0,,D. DeRozan makes free throw 2 of 2,57,77
3,5:23.0,K. Williams makes 2-pt jump shot from 11 ft,,59,77
3,5:03.0,,L. Aldridge makes 2-pt jump shot from 19 ft (assist by D. DeRozan),59,79
3,4:55.0,C. Diallo makes 2-pt layup from 2 ft (assist by J. Holiday),,61,79
3,4:55.0,Shooting foul by L. Aldridge (drawn by C. Diallo),,61,79
3,4:55.0,,P. Gasol enters the game for L. Aldridge,61,79
3,4:55.0,C. Diallo makes free throw 1 of 1,,62,79
3,4:36.0,,P. Mills misses 3-pt jump shot from 24 ft,62,79
3,4:34.0,Defensive rebound by K. Williams,,62,79
3,4:16.0,C. Diallo misses 2-pt layup from 2 ft,,62,79
3,4:14.0,,Defensive rebound by D. Bertāns,62,79
3,4:03.0,,D. Bertāns misses 3-pt jump shot from 25 ft,62,79
3,4:01.0,Defensive rebound by C. Diallo,,62,79
3,3:50.0,Shooting foul by P. Mills (drawn by F. Jackson),,62,79
3,3:50.0,F. Jackson makes free throw 1 of 2,,63,79
3,3:50.0,F. Jackson makes free throw 2 of 2,,64,79
3,3:50.0,T. Frazier enters the game for J. Holiday,,64,79
3,3:28.0,,D. Bertāns misses 2-pt jump shot from 15 ft,64,79
3,3:25.0,Defensive rebound by T. Frazier,,64,79
3,3:13.0,D. Miller makes 3-pt jump shot from 25 ft (assist by T. Frazier),,67,79
3,3:03.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by P. Gasol),67,82
3,2:45.0,T. Frazier misses 3-pt jump shot from 25 ft,,67,82
3,2:44.0,,Defensive rebound by Team,67,82
3,2:44.0,Loose ball foul by K. Williams (drawn by D. Bertāns),,67,82
3,2:44.0,,San Antonio full timeout,67,82
3,2:44.0,,B. Forbes enters the game for D. DeRozan,67,82
3,2:44.0,,D. Bertāns misses free throw 1 of 2,67,82
3,2:44.0,,Offensive rebound by Team,67,82
3,2:44.0,,D. Bertāns makes free throw 2 of 2,67,83
3,2:27.0,K. Williams makes 3-pt jump shot from 25 ft (assist by F. Jackson),,70,83
3,2:10.0,,D. Bertāns makes 2-pt layup from 2 ft (assist by P. Mills),70,85
3,1:55.0,F. Jackson makes 2-pt layup from 2 ft (assist by C. Diallo),,72,85
3,1:40.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by P. Gasol),72,88
3,1:22.0,F. Jackson makes 3-pt jump shot from 23 ft (assist by C. Diallo),,75,88
3,1:09.0,,P. Gasol makes 2-pt jump shot from 16 ft (assist by P. Mills),75,90
3,0:59.0,F. Jackson misses 2-pt jump shot from 7 ft,,75,90
3,0:56.0,,Defensive rebound by P. Mills,75,90
3,0:50.0,,P. Mills makes 2-pt layup from 1 ft,75,92
3,0:31.0,T. Frazier makes 3-pt jump shot from 26 ft,,78,92
3,0:10.0,,P. Mills makes 2-pt jump shot from 7 ft,78,94
3,0:00.0,F. Jackson misses 3-pt jump shot from 25 ft,,78,94
3,0:00.0,Offensive rebound by Team,,78,94
4,11:42.0,W. Johnson misses 2-pt jump shot from 18 ft,,78,94
4,11:37.0,,Defensive rebound by P. Gasol,78,94
4,11:28.0,,D. Bertāns makes 2-pt jump shot from 19 ft (assist by R. Gay),78,96
4,11:13.0,I. Clark misses 3-pt jump shot from 25 ft,,78,96
4,11:10.0,,Defensive rebound by R. Gay,78,96
4,11:00.0,,Shooting foul by J. Okafor (drawn by R. Gay),78,96
4,11:00.0,,R. Gay makes free throw 1 of 2,78,97
4,11:00.0,,R. Gay makes free throw 2 of 2,78,98
4,10:50.0,W. Johnson misses 3-pt jump shot from 23 ft,,78,98
4,10:48.0,Offensive rebound by T. Frazier,,78,98
4,10:43.0,K. Williams makes 2-pt layup from 1 ft (assist by J. Okafor),,80,98
4,10:28.0,,M. Belinelli misses 3-pt jump shot from 25 ft,80,98
4,10:26.0,,Offensive rebound by P. Gasol,80,98
4,10:18.0,,P. Gasol misses 2-pt jump shot from 21 ft,80,98
4,10:16.0,Defensive rebound by K. Williams,,80,98
4,9:55.0,T. Frazier misses 2-pt jump shot from 17 ft,,80,98
4,9:52.0,,Defensive rebound by R. Gay,80,98
4,9:38.0,,D. Bertāns misses 3-pt jump shot from 27 ft,80,98
4,9:35.0,,Offensive rebound by P. Gasol,80,98
4,9:29.0,,P. Gasol makes 2-pt layup from 2 ft (assist by D. Bertāns),80,100
4,9:02.0,Turnover by K. Williams (bad pass; steal by M. Belinelli),,80,100
4,8:55.0,,Turnover by R. Gay (bad pass; steal by W. Johnson),80,100
4,8:51.0,New Orleans full timeout,,80,100
4,8:51.0,C. Diallo enters the game for I. Clark,,80,100
4,8:51.0,J. Holiday enters the game for W. Johnson,,80,100
4,8:51.0,F. Jackson enters the game for J. Okafor,,80,100
4,8:51.0,D. Miller enters the game for K. Williams,,80,100
4,8:51.0,,D. White enters the game for P. Mills,80,100
4,8:41.0,F. Jackson misses 2-pt jump shot from 12 ft,,80,100
4,8:40.0,,Defensive rebound by D. Bertāns,80,100
4,8:27.0,,D. Bertāns misses 3-pt jump shot from 25 ft,80,100
4,8:25.0,Defensive rebound by C. Diallo,,80,100
4,8:06.0,D. Miller misses 3-pt jump shot from 25 ft,,80,100
4,8:04.0,,Defensive rebound by Team,80,100
4,8:04.0,,B. Forbes enters the game for D. Bertāns,80,100
4,7:47.0,,M. Belinelli makes 2-pt jump shot from 21 ft (assist by R. Gay),80,102
4,7:37.0,J. Holiday misses 3-pt jump shot from 25 ft,,80,102
4,7:34.0,,Defensive rebound by P. Gasol,80,102
4,7:26.0,,Turnover by R. Gay (bad pass),80,102
4,7:26.0,,J. Poeltl enters the game for M. Belinelli,80,102
4,7:26.0,,Q. Pondexter enters the game for P. Gasol,80,102
4,7:12.0,J. Holiday misses 2-pt layup from 4 ft (block by J. Poeltl),,80,102
4,7:09.0,,Defensive rebound by J. Poeltl,80,102
4,6:59.0,,D. White misses 2-pt layup from 6 ft,80,102
4,6:59.0,Defensive rebound by F. Jackson,,80,102
4,6:53.0,F. Jackson makes 2-pt jump shot from 3 ft,,82,102
4,6:31.0,,R. Gay makes 2-pt jump shot from 13 ft,82,104
4,6:11.0,J. Holiday makes 2-pt layup from 1 ft,,84,104
4,5:55.0,,D. White makes 2-pt layup from 1 ft (assist by J. Poeltl),84,106
4,5:45.0,C. Diallo makes 2-pt layup from 1 ft (assist by T. Frazier),,86,106
4,5:27.0,,D. White misses 3-pt jump shot from 26 ft,86,106
4,5:24.0,Defensive rebound by J. Holiday,,86,106
4,5:18.0,Personal foul by R. Gay (drawn by D. Miller),,86,106
4,5:18.0,K. Williams enters the game for J. Holiday,,86,106
4,5:18.0,,D. Bertāns enters the game for R. Gay,86,106
4,5:18.0,,P. Mills enters the game for D. White,86,106
4,5:18.0,New Orleans full timeout,,86,106
4,5:18.0,I. Clark enters the game for D. Miller,,86,106
4,5:09.0,T. Frazier misses 2-pt jump shot from 17 ft,,86,106
4,5:06.0,,Defensive rebound by Q. Pondexter,86,106
4,5:03.0,,B. Forbes misses 2-pt jump shot from 20 ft,86,106
4,5:01.0,Defensive rebound by C. Diallo,,86,106
4,4:39.0,T. Frazier makes 2-pt layup from 3 ft (assist by C. Diallo),,88,106
4,4:24.0,,P. Mills misses 2-pt jump shot from 17 ft,88,106
4,4:22.0,Defensive rebound by C. Diallo,,88,106
4,4:19.0,K. Williams makes 3-pt jump shot from 26 ft (assist by T. Frazier),,91,106
4,4:06.0,,Personal foul by T. Frazier (drawn by D. Bertāns),91,106
4,4:06.0,,C. Metu enters the game for D. Bertāns,91,106
4,3:55.0,,Turnover by J. Poeltl (bad pass),91,106
4,3:45.0,Turnover by C. Diallo (bad pass; steal by Q. Pondexter),,91,106
4,3:39.0,,Offensive foul by J. Poeltl (drawn by T. Frazier),91,106
4,3:39.0,,Turnover by J. Poeltl (offensive foul),91,106
4,3:32.0,I. Clark makes 3-pt jump shot from 26 ft,,94,106
4,3:11.0,,B. Forbes misses 2-pt jump shot from 14 ft,94,106
4,3:09.0,Defensive rebound by I. Clark,,94,106
4,2:58.0,I. Clark makes 2-pt layup from 2 ft,,96,106
4,2:42.0,,P. Mills misses 2-pt jump shot from 20 ft,96,106
4,2:39.0,Defensive rebound by K. Williams,,96,106
4,2:27.0,C. Diallo makes 2-pt dunk at rim (assist by K. Williams),,98,106
4,2:00.0,,P. Mills makes 3-pt jump shot from 26 ft (assist by J. Poeltl),98,109
4,2:00.0,New Orleans full timeout,,98,109
4,1:56.0,F. Jackson misses 3-pt jump shot from 26 ft,,98,109
4,1:53.0,,Defensive rebound by P. Mills,98,109
4,1:34.0,,Q. Pondexter misses 2-pt jump shot from 18 ft,98,109
4,1:31.0,Defensive rebound by K. Williams,,98,109
4,1:30.0,Shooting foul by B. Forbes (drawn by F. Jackson),,98,109
