QUARTER,TIME_REMAINING,ORLANDO_ACTION,TORONTO_ACTION,ORLANDO_SCORE,TORONTO_SCORE
1,5:35.0,Offensive rebound by J. Isaac,,3,19
1,5:34.0,Personal foul by K. Lowry (drawn by J. Isaac),,3,19
1,5:24.0,E. Fournier misses 3-pt jump shot from 24 ft,,3,19
1,5:22.0,Offensive rebound by K. Birch,,3,19
1,5:19.0,Turnover by K. Birch (lost ball; steal by K. Lowry),,3,19
1,5:09.0,,K. Lowry makes 3-pt jump shot from 23 ft (assist by P. Siakam),3,22
1,4:49.0,E. Fournier makes 2-pt jump shot from 5 ft,,5,22
1,4:22.0,,K. Lowry misses 2-pt jump shot from 15 ft,5,22
1,4:19.0,Defensive rebound by T. Ross,,5,22
1,4:05.0,E. Fournier misses 3-pt jump shot from 23 ft,,5,22
1,4:03.0,,Defensive rebound by M. Gasol,5,22
1,3:45.0,,M. Gasol makes 3-pt jump shot from 26 ft (assist by D. Green),5,25
1,3:23.0,E. Fournier makes 2-pt jump shot from 11 ft,,7,25
1,3:04.0,,P. Siakam makes 3-pt jump shot from 23 ft (assist by K. Lowry),7,28
1,2:55.0,Orlando full timeout,,7,28
1,2:55.0,M. Carter-Williams enters the game for D. Augustin,,7,28
1,2:55.0,W. Iwundu enters the game for E. Fournier,,7,28
1,2:55.0,,S. Ibaka enters the game for M. Gasol,7,28
1,2:42.0,Turnover by T. Ross (bad pass; steal by S. Ibaka),,7,28
1,2:36.0,,K. Leonard makes 3-pt jump shot from 25 ft (assist by K. Lowry),7,31
1,2:23.0,T. Ross makes 2-pt jump shot from 2 ft (assist by M. Carter-Williams),,9,31
1,2:23.0,,N. Powell enters the game for K. Leonard,9,31
1,2:23.0,,F. VanVleet enters the game for K. Lowry,9,31
1,2:09.0,,Turnover by P. Siakam (traveling),9,31
1,2:06.0,Personal foul by F. VanVleet (drawn by T. Ross),,9,31
1,1:55.0,Personal foul by N. Powell (drawn by W. Iwundu),,9,31
1,1:55.0,W. Iwundu makes free throw 1 of 2,,10,31
1,1:55.0,W. Iwundu makes free throw 2 of 2,,11,31
1,1:45.0,,N. Powell misses 2-pt jump shot from 2 ft,11,31
1,1:43.0,Defensive rebound by K. Birch,,11,31
1,1:38.0,T. Ross misses 3-pt jump shot from 25 ft,,11,31
1,1:35.0,,Defensive rebound by D. Green,11,31
1,1:30.0,,F. VanVleet misses 2-pt layup from 2 ft (block by K. Birch),11,31
1,1:26.0,Defensive rebound by K. Birch,,11,31
1,1:26.0,W. Iwundu makes 2-pt dunk at rim (assist by K. Birch),,13,31
1,1:09.0,,F. VanVleet makes 2-pt layup from 2 ft (assist by P. Siakam),13,33
1,1:00.0,Personal foul by N. Powell (drawn by M. Carter-Williams),,13,33
1,1:00.0,M. Carter-Williams makes free throw 1 of 2,,14,33
1,1:00.0,A. Gordon enters the game for J. Isaac,,14,33
1,1:00.0,M. Carter-Williams makes free throw 2 of 2,,15,33
1,0:39.0,,Turnover by F. VanVleet (bad pass; steal by T. Ross),15,33
1,0:35.0,K. Birch makes 2-pt layup from 1 ft (assist by T. Ross),,17,33
1,0:32.0,,P. Siakam misses 2-pt layup from 2 ft,17,33
1,0:32.0,Defensive rebound by K. Birch,,17,33
1,0:24.0,T. Ross makes 2-pt jump shot from 9 ft (assist by M. Carter-Williams),,19,33
1,0:01.0,,S. Ibaka makes 2-pt jump shot from 22 ft (assist by F. VanVleet),19,35
2,11:46.0,A. Gordon makes 2-pt dunk from 1 ft (assist by M. Carter-Williams),,21,35
2,11:24.0,,N. Powell makes 2-pt layup from 2 ft (assist by F. VanVleet),21,37
2,11:03.0,E. Fournier misses 3-pt jump shot from 25 ft,,21,37
2,11:01.0,,Defensive rebound by J. Meeks,21,37
2,10:53.0,,Personal foul by M. Carter-Williams (drawn by P. Siakam),21,37
2,10:48.0,,Offensive foul by S. Ibaka (drawn by M. Carter-Williams),21,37
2,10:48.0,,Turnover by S. Ibaka (offensive foul),21,37
2,10:40.0,K. Birch makes 2-pt jump shot from 5 ft (assist by A. Gordon),,23,37
2,10:40.0,Shooting foul by J. Meeks (drawn by K. Birch),,23,37
2,10:40.0,K. Birch makes free throw 1 of 1,,24,37
2,10:26.0,,Turnover by P. Siakam (lost ball; steal by M. Carter-Williams),24,37
2,10:24.0,Shooting foul by J. Meeks (drawn by T. Ross),,24,37
2,10:24.0,T. Ross makes free throw 1 of 2,,25,37
2,10:24.0,,K. Leonard enters the game for J. Meeks,25,37
2,10:24.0,,K. Lowry enters the game for P. Siakam,25,37
2,10:24.0,T. Ross makes free throw 2 of 2,,26,37
2,10:02.0,,F. VanVleet makes 3-pt jump shot from 29 ft (assist by K. Lowry),26,40
2,9:46.0,Turnover by A. Gordon (lost ball; steal by N. Powell),,26,40
2,9:41.0,,F. VanVleet misses 2-pt layup from 3 ft,26,40
2,9:41.0,,Offensive rebound by N. Powell,26,40
2,9:38.0,,K. Lowry misses 3-pt jump shot from 23 ft,26,40
2,9:35.0,Defensive rebound by T. Ross,,26,40
2,9:31.0,T. Ross misses 3-pt jump shot from 25 ft,,26,40
2,9:27.0,,Defensive rebound by S. Ibaka,26,40
2,9:15.0,,S. Ibaka makes 2-pt hook shot from 3 ft (assist by N. Powell),26,42
2,9:15.0,,Shooting foul by M. Carter-Williams (drawn by S. Ibaka),26,42
2,9:15.0,,S. Ibaka misses free throw 1 of 1,26,42
2,9:12.0,Defensive rebound by K. Birch,,26,42
2,8:56.0,A. Gordon misses 3-pt jump shot from 23 ft,,26,42
2,8:53.0,,Defensive rebound by K. Lowry,26,42
2,8:42.0,,F. VanVleet makes 2-pt jump shot from 3 ft,26,44
2,8:28.0,M. Carter-Williams misses 3-pt jump shot from 24 ft,,26,44
2,8:25.0,,Defensive rebound by F. VanVleet,26,44
2,8:11.0,,Turnover by K. Lowry (bad pass; steal by E. Fournier),26,44
2,8:01.0,Personal foul by K. Lowry (drawn by A. Gordon),,26,44
2,7:55.0,E. Fournier makes 3-pt jump shot from 26 ft,,29,44
2,7:40.0,,K. Leonard makes 3-pt jump shot from 25 ft (assist by K. Lowry),29,47
2,7:17.0,T. Ross misses 2-pt jump shot from 11 ft,,29,47
2,7:17.0,,Defensive rebound by Team,29,47
2,7:17.0,Loose ball foul by K. Birch (drawn by N. Powell),,29,47
2,7:17.0,Technical foul by K. Birch,,29,47
2,7:17.0,,K. Leonard makes technical free throw,29,48
2,7:17.0,D. Augustin enters the game for K. Birch,,29,48
2,7:17.0,J. Isaac enters the game for M. Carter-Williams,,29,48
2,7:02.0,,N. Powell makes 2-pt dunk from 1 ft (assist by K. Lowry),29,50
2,6:48.0,Offensive foul by A. Gordon (drawn by K. Lowry),,29,50
2,6:48.0,Turnover by A. Gordon (offensive foul),,29,50
2,6:48.0,,Toronto full timeout,29,50
2,6:48.0,K. Birch enters the game for A. Gordon,,29,50
2,6:26.0,,K. Lowry misses 3-pt jump shot from 25 ft,29,50
2,6:26.0,Defensive rebound by Team,,29,50
2,6:26.0,,Loose ball foul by S. Ibaka (drawn by K. Birch),29,50
2,6:18.0,D. Augustin makes 3-pt jump shot from 25 ft,,32,50
2,6:03.0,,N. Powell makes 2-pt layup from 3 ft (assist by S. Ibaka),32,52
2,5:42.0,Offensive foul by D. Augustin (drawn by K. Lowry),,32,52
2,5:42.0,Turnover by D. Augustin (offensive foul),,32,52
2,5:42.0,,M. Gasol enters the game for S. Ibaka,32,52
2,5:42.0,,N. Powell misses 3-pt jump shot from 25 ft,32,52
2,5:22.0,Defensive rebound by K. Birch,,32,52
2,5:13.0,T. Ross makes 3-pt jump shot from 23 ft (assist by D. Augustin),,35,52
2,5:02.0,,Offensive foul by M. Gasol (drawn by E. Fournier),35,52
2,5:02.0,,Turnover by M. Gasol (offensive foul),35,52
2,4:49.0,J. Isaac makes 3-pt jump shot from 22 ft (assist by E. Fournier),,38,52
2,4:36.0,,Shooting foul by J. Isaac (drawn by K. Leonard),38,52
2,4:36.0,,K. Leonard makes free throw 1 of 3,38,53
2,4:36.0,,D. Green enters the game for N. Powell,38,53
2,4:36.0,,P. Siakam enters the game for F. VanVleet,38,53
2,4:36.0,,K. Leonard makes free throw 2 of 3,38,54
2,4:36.0,,K. Leonard makes free throw 3 of 3,38,55
2,4:25.0,Shooting foul by K. Lowry (drawn by E. Fournier),,38,55
2,4:25.0,E. Fournier misses free throw 1 of 2,,38,55
2,4:25.0,Offensive rebound by Team,,38,55
2,4:25.0,E. Fournier makes free throw 2 of 2,,39,55
2,4:21.0,,Toronto full timeout,39,55
2,4:03.0,,P. Siakam makes 3-pt jump shot from 23 ft (assist by K. Leonard),39,58
2,3:35.0,D. Augustin makes 3-pt jump shot from 25 ft (assist by E. Fournier),,42,58
2,3:26.0,,Shooting foul by E. Fournier (drawn by P. Siakam),42,58
2,3:26.0,,P. Siakam makes free throw 1 of 2,42,59
2,3:26.0,,P. Siakam misses free throw 2 of 2,42,59
2,3:24.0,Defensive rebound by T. Ross,,42,59
2,3:12.0,Offensive foul by E. Fournier (drawn by K. Lowry),,42,59
2,3:12.0,Turnover by E. Fournier (offensive foul),,42,59
2,3:12.0,W. Iwundu enters the game for E. Fournier,,42,59
2,3:00.0,,M. Gasol misses 3-pt jump shot from 23 ft,42,59
2,2:54.0,Defensive rebound by J. Isaac,,42,59
2,2:54.0,,F. VanVleet enters the game for K. Lowry,42,59
2,2:39.0,T. Ross misses 2-pt jump shot from 20 ft,,42,59
2,2:36.0,Offensive rebound by J. Isaac,,42,59
2,2:33.0,J. Isaac misses 2-pt hook shot from 9 ft,,42,59
2,2:31.0,,Defensive rebound by P. Siakam,42,59
2,2:20.0,,Shooting foul by K. Birch (drawn by M. Gasol),42,59
2,2:20.0,,M. Gasol makes free throw 1 of 2,42,60
2,2:20.0,,M. Gasol makes free throw 2 of 2,42,61
2,2:04.0,T. Ross misses 2-pt jump shot from 13 ft,,42,61
2,2:02.0,Offensive rebound by J. Isaac,,42,61
2,1:59.0,D. Augustin misses 2-pt jump shot from 9 ft (block by M. Gasol),,42,61
2,1:55.0,,Defensive rebound by K. Leonard,42,61
2,1:48.0,,F. VanVleet misses 3-pt jump shot from 25 ft,42,61
2,1:46.0,,Offensive rebound by K. Leonard,42,61
2,1:43.0,,D. Green makes 3-pt jump shot from 23 ft (assist by F. VanVleet),42,64
2,1:24.0,W. Iwundu misses 3-pt jump shot from 25 ft,,42,64
2,1:21.0,,Defensive rebound by M. Gasol,42,64
2,1:18.0,,P. Siakam misses 2-pt dunk from 2 ft (block by T. Ross),42,64
2,1:14.0,Defensive rebound by D. Augustin,,42,64
2,1:09.0,J. Isaac misses 2-pt hook shot from 5 ft,,42,64
2,1:09.0,Offensive rebound by K. Birch,,42,64
2,0:58.0,J. Isaac misses 3-pt jump shot from 23 ft,,42,64
2,0:56.0,,Defensive rebound by P. Siakam,42,64
2,0:51.0,,D. Green misses 3-pt jump shot from 26 ft,42,64
2,0:48.0,Defensive rebound by K. Birch,,42,64
2,0:33.0,Shooting foul by P. Siakam (drawn by D. Augustin),,42,64
2,0:33.0,,Technical foul by P. Siakam,42,64
2,0:33.0,D. Augustin misses technical free throw,,42,64
2,0:33.0,Offensive rebound by Team,,42,64
2,0:33.0,D. Augustin makes free throw 1 of 2,,43,64
2,0:33.0,J. Martin enters the game for K. Birch,,43,64
2,0:33.0,D. Augustin makes free throw 2 of 2,,44,64
2,0:23.0,,P. Siakam makes 3-pt jump shot from 23 ft (assist by M. Gasol),44,67
2,0:03.0,W. Iwundu makes 3-pt jump shot from 23 ft (assist by D. Augustin),,47,67
3,11:40.0,D. Augustin misses 3-pt jump shot from 26 ft,,47,67
3,11:37.0,,Defensive rebound by P. Siakam,47,67
3,11:24.0,,K. Leonard makes 3-pt jump shot from 25 ft (assist by K. Lowry),47,70
3,11:08.0,E. Fournier misses 2-pt jump shot from 19 ft,,47,70
3,11:06.0,,Defensive rebound by M. Gasol,47,70
3,10:53.0,,K. Leonard makes 3-pt jump shot from 24 ft (assist by K. Lowry),47,73
3,10:32.0,J. Isaac misses 3-pt jump shot from 23 ft,,47,73
3,10:31.0,,Defensive rebound by M. Gasol,47,73
3,10:15.0,,P. Siakam misses 3-pt jump shot from 23 ft,47,73
3,10:13.0,Defensive rebound by A. Gordon,,47,73
3,10:07.0,Turnover by A. Gordon (lost ball; steal by D. Green),,47,73
3,10:03.0,,D. Green misses 3-pt jump shot from 25 ft,47,73
3,10:00.0,Defensive rebound by A. Gordon,,47,73
3,9:54.0,N. Vučević makes 2-pt jump shot from 15 ft (assist by D. Augustin),,49,73
3,9:30.0,,Turnover by D. Green (traveling),49,73
3,9:17.0,Personal foul by P. Siakam (drawn by J. Isaac),,49,73
3,9:10.0,N. Vučević makes 2-pt dunk from 1 ft (assist by D. Augustin),,51,73
3,8:58.0,,K. Leonard misses 2-pt jump shot from 18 ft,51,73
3,8:56.0,Defensive rebound by N. Vučević,,51,73
3,8:45.0,D. Augustin makes 3-pt jump shot from 26 ft (assist by N. Vučević),,54,73
3,8:32.0,,K. Lowry misses 2-pt layup from 1 ft,54,73
3,8:30.0,Defensive rebound by J. Isaac,,54,73
3,8:27.0,E. Fournier misses 3-pt jump shot from 25 ft,,54,73
3,8:23.0,,Defensive rebound by D. Green,54,73
3,8:13.0,,P. Siakam misses 2-pt hook shot from 1 ft,54,73
3,8:11.0,Defensive rebound by E. Fournier,,54,73
3,8:07.0,E. Fournier makes 2-pt jump shot from 7 ft,,56,73
3,8:07.0,,Toronto full timeout,56,73
3,7:54.0,,K. Leonard makes 3-pt jump shot from 22 ft (assist by P. Siakam),56,76
3,7:32.0,Turnover by J. Isaac (traveling),,56,76
3,7:23.0,,Turnover by K. Leonard (lost ball; steal by A. Gordon),56,76
3,7:19.0,Shooting foul by D. Green (drawn by A. Gordon),,56,76
3,7:19.0,A. Gordon makes free throw 1 of 2,,57,76
3,7:19.0,A. Gordon makes free throw 2 of 2,,58,76
3,7:05.0,,P. Siakam makes 2-pt hook shot from 6 ft,58,78
3,6:51.0,D. Augustin misses 3-pt jump shot from 24 ft,,58,78
3,6:49.0,,Defensive rebound by D. Green,58,78
3,6:34.0,,K. Leonard makes 2-pt layup from 1 ft (assist by M. Gasol),58,80
3,6:06.0,A. Gordon misses 3-pt jump shot from 26 ft,,58,80
3,6:05.0,Offensive rebound by Team,,58,80
3,6:05.0,Turnover by Team (shot clock),,58,80
3,5:55.0,,P. Siakam makes 2-pt dunk at rim (assist by K. Lowry),58,82
3,5:55.0,Orlando full timeout,,58,82
3,5:55.0,T. Ross enters the game for J. Isaac,,58,82
3,5:43.0,T. Ross misses 3-pt jump shot from 26 ft,,58,82
3,5:39.0,Offensive rebound by N. Vučević,,58,82
3,5:39.0,N. Vučević misses 2-pt layup from 1 ft,,58,82
3,5:37.0,Offensive rebound by N. Vučević,,58,82
3,5:37.0,N. Vučević misses 2-pt layup from 1 ft,,58,82
3,5:37.0,,Defensive rebound by M. Gasol,58,82
3,5:19.0,,P. Siakam makes 2-pt jump shot from 3 ft,58,84
3,5:19.0,Violation by Team (def goaltending),,58,84
3,5:03.0,N. Vučević misses 2-pt jump shot from 19 ft,,58,84
3,5:01.0,,Defensive rebound by D. Green,58,84
3,4:51.0,,K. Lowry makes 2-pt hook shot from 3 ft,58,86
3,4:35.0,Turnover by E. Fournier (traveling),,58,86
3,4:25.0,,Turnover by M. Gasol (bad pass),58,86
3,4:17.0,Personal foul by K. Leonard (drawn by A. Gordon),,58,86
3,4:09.0,A. Gordon misses 3-pt jump shot from 23 ft,,58,86
3,4:06.0,,Defensive rebound by M. Gasol,58,86
3,4:03.0,,K. Leonard makes 2-pt dunk from 1 ft (assist by K. Lowry),58,88
3,3:51.0,Personal foul by M. Gasol (drawn by N. Vučević),,58,88
3,3:51.0,M. Carter-Williams enters the game for E. Fournier,,58,88
3,3:51.0,J. Isaac enters the game for A. Gordon,,58,88
3,3:40.0,N. Vučević makes 2-pt layup from 2 ft,,60,88
3,3:28.0,,M. Gasol misses 2-pt jump shot from 10 ft,60,88
3,3:26.0,Defensive rebound by J. Isaac,,60,88
3,3:20.0,D. Augustin makes 3-pt jump shot from 23 ft (assist by M. Carter-Williams),,63,88
3,2:53.0,,P. Siakam misses 2-pt jump shot from 17 ft,63,88
3,2:51.0,Defensive rebound by N. Vučević,,63,88
3,2:46.0,Personal foul by K. Lowry (drawn by M. Carter-Williams),,63,88
3,2:46.0,M. Carter-Williams makes free throw 1 of 2,,64,88
3,2:46.0,,S. Ibaka enters the game for M. Gasol,64,88
3,2:46.0,,F. VanVleet enters the game for K. Lowry,64,88
3,2:46.0,M. Carter-Williams makes free throw 2 of 2,,65,88
3,2:36.0,,Shooting foul by M. Carter-Williams (drawn by P. Siakam),65,88
3,2:36.0,,P. Siakam makes free throw 1 of 2,65,89
3,2:36.0,E. Fournier enters the game for D. Augustin,,65,89
3,2:36.0,,N. Powell enters the game for K. Leonard,65,89
3,2:36.0,,P. Siakam makes free throw 2 of 2,65,90
3,2:21.0,T. Ross makes 3-pt jump shot from 23 ft (assist by M. Carter-Williams),,68,90
3,2:04.0,,S. Ibaka makes 2-pt hook shot from 4 ft (assist by F. VanVleet),68,92
3,1:40.0,M. Carter-Williams misses 2-pt jump shot from 12 ft,,68,92
3,1:38.0,,Defensive rebound by P. Siakam,68,92
3,1:23.0,,D. Green makes 3-pt jump shot from 24 ft (assist by F. VanVleet),68,95
3,1:07.0,Turnover by M. Carter-Williams (lost ball; steal by D. Green),,68,95
3,1:03.0,,N. Powell makes 2-pt dunk from 1 ft (assist by F. VanVleet),68,97
3,0:49.0,T. Ross misses 3-pt jump shot from 25 ft,,68,97
3,0:46.0,,Defensive rebound by D. Green,68,97
3,0:36.0,,P. Siakam makes 2-pt hook shot from 3 ft (assist by F. VanVleet),68,99
3,0:14.0,Shooting foul by S. Ibaka (drawn by M. Carter-Williams),,68,99
3,0:14.0,M. Carter-Williams makes free throw 1 of 2,,69,99
3,0:14.0,,J. Meeks enters the game for D. Green,69,99
3,0:14.0,M. Carter-Williams makes free throw 2 of 2,,70,99
3,0:02.0,,F. VanVleet misses 3-pt jump shot from 24 ft,70,99
3,0:02.0,Defensive rebound by N. Vučević,,70,99
4,11:46.0,,S. Ibaka makes 2-pt jump shot from 13 ft (assist by F. VanVleet),70,101
4,11:30.0,M. Carter-Williams makes 2-pt layup from 3 ft,,72,101
4,11:30.0,Shooting foul by J. Meeks (drawn by M. Carter-Williams),,72,101
4,11:30.0,M. Carter-Williams makes free throw 1 of 1,,73,101
4,11:07.0,,P. Siakam misses 2-pt jump shot from 19 ft,73,101
4,11:06.0,Defensive rebound by T. Ross,,73,101
4,10:52.0,M. Carter-Williams misses 2-pt jump shot from 13 ft,,73,101
4,10:51.0,Offensive rebound by Team,,73,101
4,10:51.0,,Loose ball foul by F. VanVleet (drawn by A. Gordon),73,101
4,10:45.0,Turnover by T. Ross (bad pass; steal by S. Ibaka),,73,101
4,10:41.0,,Shooting foul by E. Fournier (drawn by P. Siakam),73,101
4,10:41.0,,P. Siakam makes free throw 1 of 2,73,102
4,10:41.0,,P. Siakam makes free throw 2 of 2,73,103
4,10:31.0,A. Gordon makes 2-pt jump shot from 3 ft,,75,103
4,10:31.0,Shooting foul by S. Ibaka (drawn by A. Gordon),,75,103
4,10:31.0,,K. Leonard enters the game for P. Siakam,75,103
4,10:31.0,A. Gordon misses free throw 1 of 1,,75,103
4,10:29.0,,Defensive rebound by S. Ibaka,75,103
4,10:12.0,,Turnover by F. VanVleet (lost ball; steal by M. Carter-Williams),75,103
4,10:01.0,A. Gordon misses 3-pt jump shot from 25 ft,,75,103
4,9:58.0,,Defensive rebound by N. Powell,75,103
4,9:39.0,,S. Ibaka misses 2-pt jump shot from 13 ft,75,103
4,9:39.0,Defensive rebound by Team,,75,103
4,9:17.0,A. Gordon misses 2-pt layup from 3 ft,,75,103
4,9:14.0,Offensive rebound by A. Gordon,,75,103
4,9:14.0,A. Gordon misses 2-pt layup from 1 ft,,75,103
4,9:13.0,Offensive rebound by A. Gordon,,75,103
4,9:13.0,A. Gordon misses 2-pt layup from 1 ft,,75,103
4,9:11.0,Offensive rebound by A. Gordon,,75,103
4,9:10.0,E. Fournier misses 3-pt jump shot from 25 ft,,75,103
4,9:08.0,,Defensive rebound by K. Leonard,75,103
4,9:02.0,,Personal foul by M. Carter-Williams (drawn by N. Powell),75,103
4,8:55.0,,J. Meeks makes 2-pt layup from 1 ft (assist by F. VanVleet),75,105
4,8:43.0,Offensive foul by T. Ross (drawn by F. VanVleet),,75,105
4,8:43.0,Turnover by T. Ross (offensive foul),,75,105
4,8:27.0,,N. Powell misses 2-pt hook shot from 4 ft (block by K. Birch),75,105
4,8:24.0,Defensive rebound by E. Fournier,,75,105
4,8:14.0,A. Gordon misses 2-pt jump shot from 10 ft,,75,105
4,8:09.0,,Defensive rebound by K. Leonard,75,105
4,8:05.0,,Personal foul by E. Fournier (drawn by K. Leonard),75,105
4,8:05.0,,P. McCaw enters the game for K. Leonard,75,105
4,7:58.0,,N. Powell misses 2-pt jump shot from 2 ft (block by K. Birch),75,105
4,7:55.0,,Offensive rebound by N. Powell,75,105
4,7:52.0,,F. VanVleet misses 3-pt jump shot from 25 ft,75,105
4,7:50.0,,Offensive rebound by S. Ibaka,75,105
4,7:48.0,,S. Ibaka misses 2-pt hook shot from 9 ft,75,105
4,7:45.0,Defensive rebound by E. Fournier,,75,105
4,7:34.0,K. Birch misses 2-pt layup from 6 ft (block by J. Meeks),,75,105
4,7:30.0,,Defensive rebound by J. Meeks,75,105
4,7:29.0,,S. Ibaka makes 2-pt dunk from 1 ft (assist by N. Powell),75,107
4,7:29.0,Orlando full timeout,,75,107
4,7:26.0,A. Gordon misses 2-pt jump shot from 20 ft,,75,107
4,7:26.0,,Defensive rebound by N. Powell,75,107
4,7:11.0,,Shooting foul by K. Birch (drawn by J. Meeks),75,107
4,7:11.0,,J. Meeks misses free throw 1 of 2,75,107
4,7:11.0,,Offensive rebound by Team,75,107
4,7:11.0,,J. Meeks makes free throw 2 of 2,75,108
4,6:52.0,M. Carter-Williams misses 2-pt jump shot from 7 ft,,75,108
4,6:50.0,,Defensive rebound by S. Ibaka,75,108
4,6:38.0,,J. Meeks makes 2-pt layup from 2 ft (assist by S. Ibaka),75,110
4,6:23.0,A. Gordon makes 2-pt jump shot from 20 ft,,77,110
4,6:05.0,,N. Powell makes 3-pt jump shot from 25 ft (assist by F. VanVleet),77,113
4,5:50.0,Shooting foul by S. Ibaka (drawn by A. Gordon),,77,113
4,5:50.0,M. Frazier enters the game for E. Fournier,,77,113
4,5:50.0,W. Iwundu enters the game for T. Ross,,77,113
4,5:50.0,,J. Lin enters the game for N. Powell,77,113
4,5:50.0,,M. Miller enters the game for F. VanVleet,77,113
4,5:50.0,A. Gordon makes free throw 1 of 2,,78,113
4,5:50.0,A. Gordon misses free throw 2 of 2,,78,113
4,5:48.0,,Defensive rebound by P. McCaw,78,113
4,5:34.0,,S. Ibaka misses 3-pt jump shot from 25 ft,78,113
4,5:32.0,,Offensive rebound by P. McCaw,78,113
4,5:26.0,,J. Meeks misses 3-pt jump shot from 23 ft,78,113
4,5:23.0,Defensive rebound by A. Gordon,,78,113
4,5:17.0,Personal foul by J. Lin (drawn by A. Gordon),,78,113
4,5:17.0,A. Gordon misses free throw 1 of 2,,78,113
4,5:17.0,Offensive rebound by Team,,78,113
4,5:17.0,J. Grant enters the game for M. Carter-Williams,,78,113
4,5:17.0,,E. Moreland enters the game for S. Ibaka,78,113
4,5:17.0,A. Gordon misses free throw 2 of 2,,78,113
4,5:16.0,,Defensive rebound by E. Moreland,78,113
