QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,TORONTO_ACTION,GOLDEN STATE_SCORE,TORONTO_SCORE
1,7:11.0,,M. Gasol makes free throw 2 of 2,19,14
1,6:50.0,D. Green misses 3-pt jump shot from 26 ft,,19,14
1,6:48.0,,Defensive rebound by Team,19,14
1,6:26.0,,K. Leonard misses 2-pt layup from 3 ft,19,14
1,6:26.0,,Offensive rebound by Team,19,14
1,6:23.0,,D. Green makes 2-pt layup from 1 ft (assist by K. Lowry),19,16
1,6:11.0,Turnover by S. Curry (bad pass; steal by K. Leonard),,19,16
1,6:05.0,,P. Siakam misses 2-pt layup from 2 ft (block by K. Durant),19,16
1,6:02.0,Defensive rebound by K. Thompson,,19,16
1,5:58.0,Turnover by K. Looney (bad pass),,19,16
1,5:50.0,,Personal foul by D. Green (drawn by M. Gasol),19,16
1,5:50.0,S. Livingston enters the game for K. Durant,,19,16
1,5:39.0,,P. Siakam misses 3-pt jump shot from 23 ft,19,16
1,5:36.0,Defensive rebound by K. Thompson,,19,16
1,5:25.0,Turnover by K. Thompson (bad pass; steal by P. Siakam),,19,16
1,5:21.0,,K. Leonard makes 2-pt layup from 2 ft (assist by K. Lowry),19,18
1,5:21.0,,Shooting foul by K. Looney (drawn by K. Leonard),19,18
1,5:21.0,,K. Leonard makes free throw 1 of 1,19,19
1,5:04.0,S. Curry misses 3-pt jump shot from 23 ft,,19,19
1,5:03.0,,Defensive rebound by Team,19,19
1,4:52.0,,M. Gasol makes 2-pt jump shot from 6 ft (assist by K. Lowry),19,21
1,4:51.0,,Violation by Team (delay of game),19,21
1,4:36.0,S. Curry makes 2-pt jump shot from 21 ft,,21,21
1,4:10.0,,P. Siakam makes 2-pt jump shot from 9 ft (assist by K. Leonard),21,23
1,3:55.0,K. Thompson misses 3-pt jump shot from 26 ft,,21,23
1,3:52.0,,Defensive rebound by P. Siakam,21,23
1,3:44.0,,P. Siakam misses 2-pt layup from 6 ft,21,23
1,3:41.0,Defensive rebound by K. Looney,,21,23
1,3:38.0,Personal foul by K. Lowry (drawn by D. Green),,21,23
1,3:38.0,A. Iguodala enters the game for K. Thompson,,21,23
1,3:38.0,,S. Ibaka enters the game for M. Gasol,21,23
1,3:38.0,,F. VanVleet enters the game for D. Green,21,23
1,3:33.0,Shooting foul by F. VanVleet (drawn by S. Curry),,21,23
1,3:33.0,S. Curry makes free throw 1 of 3,,22,23
1,3:33.0,S. Curry makes free throw 2 of 3,,23,23
1,3:33.0,,Toronto full timeout,23,23
1,3:33.0,K. Durant enters the game for S. Livingston,,23,23
1,3:33.0,S. Curry makes free throw 3 of 3,,24,23
1,3:17.0,,K. Lowry misses 3-pt jump shot from 25 ft,24,23
1,3:14.0,Defensive rebound by K. Durant,,24,23
1,2:58.0,Personal foul by F. VanVleet (drawn by S. Curry),,24,23
1,2:53.0,D. Green makes 3-pt jump shot from 24 ft (assist by S. Curry),,27,23
1,2:36.0,,Shooting foul by K. Looney (drawn by K. Leonard),27,23
1,2:36.0,,K. Leonard misses free throw 1 of 2,27,23
1,2:36.0,,Offensive rebound by Team,27,23
1,2:36.0,,K. Leonard makes free throw 2 of 2,27,24
1,2:26.0,Personal foul by K. Lowry (drawn by K. Durant),,27,24
1,2:26.0,,D. Green enters the game for K. Lowry,27,24
1,2:26.0,,N. Powell enters the game for P. Siakam,27,24
1,2:11.0,K. Looney misses 2-pt jump shot from 16 ft,,27,24
1,2:08.0,,Defensive rebound by N. Powell,27,24
1,1:56.0,,Shooting foul by D. Green (drawn by S. Ibaka),27,24
1,1:56.0,,S. Ibaka makes free throw 1 of 2,27,25
1,1:56.0,,S. Ibaka makes free throw 2 of 2,27,26
1,1:43.0,K. Durant misses 2-pt jump shot from 18 ft,,27,26
1,1:41.0,,Defensive rebound by Team,27,26
1,1:20.0,,K. Leonard misses 3-pt jump shot from 23 ft,27,26
1,1:18.0,,Offensive rebound by K. Leonard,27,26
1,1:17.0,,Turnover by K. Leonard (bad pass),27,26
1,1:15.0,,Loose ball foul by S. Ibaka (drawn by K. Durant),27,26
1,1:15.0,K. Durant makes free throw 1 of 2,,28,26
1,1:15.0,K. Durant makes free throw 2 of 2,,29,26
1,0:59.0,,N. Powell misses 3-pt jump shot from 27 ft,29,26
1,0:57.0,Defensive rebound by K. Durant,,29,26
1,0:51.0,K. Durant makes 3-pt jump shot from 25 ft,,32,26
1,0:31.0,,Personal foul by K. Durant (drawn by F. VanVleet),32,26
1,0:31.0,,F. VanVleet makes free throw 1 of 2,32,27
1,0:31.0,,F. VanVleet makes free throw 2 of 2,32,28
1,0:12.0,D. Green misses 3-pt jump shot from 23 ft,,32,28
1,0:09.0,Offensive rebound by S. Curry,,32,28
1,0:07.0,S. Curry makes 2-pt jump shot from 11 ft,,34,28
1,0:02.0,,F. VanVleet misses 3-pt jump shot from 29 ft,34,28
1,0:00.0,,Offensive rebound by D. Green,34,28
2,11:44.0,K. Durant misses 2-pt jump shot from 20 ft,,34,28
2,11:39.0,Offensive rebound by Team,,34,28
2,11:35.0,K. Thompson makes 2-pt jump shot from 23 ft (assist by Q. Cook),,36,28
2,11:17.0,,K. Lowry misses 2-pt jump shot from 13 ft,36,28
2,11:14.0,,Offensive rebound by S. Ibaka,36,28
2,11:13.0,,S. Ibaka makes 2-pt layup from 1 ft,36,30
2,11:03.0,Personal foul by P. Siakam (drawn by K. Durant),,36,30
2,10:55.0,K. Thompson makes 3-pt jump shot from 26 ft,,39,30
2,10:31.0,,Shooting foul by A. Bogut (drawn by S. Ibaka),39,30
2,10:31.0,,S. Ibaka makes free throw 1 of 2,39,31
2,10:31.0,,S. Ibaka makes free throw 2 of 2,39,32
2,10:15.0,K. Thompson misses 3-pt jump shot from 22 ft,,39,32
2,10:12.0,,Defensive rebound by S. Ibaka,39,32
2,10:06.0,,K. Lowry makes 2-pt jump shot from 12 ft,39,34
2,9:49.0,Turnover by K. Durant (lost ball; steal by S. Ibaka),,39,34
2,9:46.0,,Shooting foul by S. Livingston (drawn by S. Ibaka),39,34
2,9:46.0,Golden State full timeout,,39,34
2,9:46.0,D. Cousins enters the game for A. Bogut,,39,34
2,9:46.0,A. McKinnie enters the game for K. Durant,,39,34
2,9:46.0,,S. Ibaka makes free throw 1 of 2,39,35
2,9:46.0,,S. Ibaka misses free throw 2 of 2,39,35
2,9:45.0,Defensive rebound by D. Cousins,,39,35
2,9:33.0,D. Cousins makes 2-pt jump shot from 3 ft (assist by K. Thompson),,41,35
2,9:23.0,,Turnover by K. Lowry (step out of bounds),41,35
2,9:15.0,S. Livingston misses 2-pt jump shot from 8 ft,,41,35
2,9:13.0,,Defensive rebound by S. Ibaka,41,35
2,8:59.0,,S. Ibaka misses 2-pt jump shot from 9 ft,41,35
2,8:57.0,Defensive rebound by D. Cousins,,41,35
2,8:42.0,D. Cousins makes 2-pt layup from 4 ft (assist by S. Livingston),,43,35
2,8:30.0,,Turnover by D. Green (bad pass; steal by S. Livingston),43,35
2,8:23.0,Q. Cook misses 3-pt jump shot from 22 ft,,43,35
2,8:22.0,Offensive rebound by Team,,43,35
2,8:22.0,,Loose ball foul by S. Ibaka (drawn by D. Cousins),43,35
2,8:22.0,,M. Gasol enters the game for D. Green,43,35
2,8:22.0,,K. Leonard enters the game for S. Ibaka,43,35
2,8:12.0,D. Cousins makes 3-pt jump shot from 26 ft (assist by S. Livingston),,46,35
2,8:02.0,,P. Siakam misses 2-pt layup from 1 ft,46,35
2,8:01.0,,Offensive rebound by P. Siakam,46,35
2,8:01.0,,P. Siakam makes 2-pt layup from 2 ft,46,37
2,7:50.0,Turnover by S. Livingston (bad pass),,46,37
2,7:45.0,,Personal foul by S. Livingston (drawn by K. Leonard),46,37
2,7:45.0,S. Curry enters the game for Q. Cook,,46,37
2,7:45.0,D. Green enters the game for A. McKinnie,,46,37
2,7:26.0,,K. Lowry misses 2-pt layup from 2 ft,46,37
2,7:26.0,Defensive rebound by Team,,46,37
2,7:26.0,,Loose ball foul by M. Gasol (drawn by D. Cousins),46,37
2,7:10.0,D. Green makes 2-pt layup from 2 ft (assist by D. Cousins),,48,37
2,7:04.0,,Toronto full timeout,48,37
2,6:50.0,,Turnover by M. Gasol (lost ball; steal by D. Cousins),48,37
2,6:44.0,K. Thompson misses 3-pt jump shot from 24 ft (block by K. Leonard),,48,37
2,6:44.0,Offensive rebound by Team,,48,37
2,6:29.0,S. Livingston misses 2-pt jump shot from 10 ft,,48,37
2,6:26.0,Offensive rebound by D. Green,,48,37
2,6:23.0,D. Cousins misses 3-pt jump shot from 26 ft (block by K. Lowry),,48,37
2,6:23.0,,Defensive rebound by K. Lowry,48,37
2,6:19.0,,K. Lowry makes 2-pt layup from 2 ft,48,39
2,6:05.0,S. Curry makes 3-pt jump shot from 22 ft (assist by D. Green),,51,39
2,6:05.0,Shooting foul by F. VanVleet (drawn by S. Curry),,51,39
2,6:05.0,A. Iguodala enters the game for S. Livingston,,51,39
2,6:05.0,,D. Green enters the game for F. VanVleet,51,39
2,6:05.0,S. Curry makes free throw 1 of 1,,52,39
2,5:50.0,,K. Leonard makes 2-pt jump shot from 7 ft,52,41
2,5:31.0,K. Thompson misses 2-pt jump shot from 17 ft,,52,41
2,5:29.0,,Defensive rebound by M. Gasol,52,41
2,5:29.0,,Personal foul by D. Cousins (drawn by M. Gasol),52,41
2,5:20.0,,Personal foul by A. Iguodala (drawn by K. Leonard),52,41
2,5:20.0,,K. Leonard makes free throw 1 of 2,52,42
2,5:20.0,,K. Leonard makes free throw 2 of 2,52,43
2,5:08.0,Turnover by A. Iguodala (bad pass),,52,43
2,5:00.0,,K. Lowry misses 2-pt jump shot from 12 ft,52,43
2,4:58.0,Defensive rebound by D. Cousins,,52,43
2,4:42.0,A. Iguodala misses 3-pt jump shot from 26 ft,,52,43
2,4:39.0,Offensive rebound by D. Cousins,,52,43
2,4:39.0,D. Cousins makes 2-pt layup from 3 ft,,54,43
2,4:29.0,,K. Leonard misses 2-pt layup from 4 ft (block by A. Iguodala),54,43
2,4:26.0,,Offensive rebound by K. Leonard,54,43
2,4:24.0,,K. Leonard misses 2-pt layup from 2 ft (block by D. Cousins),54,43
2,4:22.0,,Offensive rebound by K. Leonard,54,43
2,4:14.0,,P. Siakam misses 3-pt jump shot from 23 ft,54,43
2,4:10.0,,Offensive rebound by D. Green,54,43
2,4:03.0,,Shooting foul by D. Green (drawn by K. Lowry),54,43
2,4:03.0,Technical foul by D. Green,,54,43
2,4:03.0,,K. Leonard makes technical free throw,54,44
2,4:03.0,,K. Lowry makes free throw 1 of 2,54,45
2,4:03.0,,K. Lowry misses free throw 2 of 2,54,45
2,4:01.0,Defensive rebound by D. Cousins,,54,45
2,3:56.0,Turnover by S. Curry (back court),,54,45
2,3:44.0,,K. Leonard misses 2-pt jump shot from 11 ft,54,45
2,3:42.0,Defensive rebound by D. Green,,54,45
2,3:37.0,Shooting foul by M. Gasol (drawn by D. Cousins),,54,45
2,3:37.0,D. Cousins misses free throw 1 of 2,,54,45
2,3:37.0,Offensive rebound by Team,,54,45
2,3:37.0,D. Cousins misses free throw 2 of 2,,54,45
2,3:36.0,,Defensive rebound by K. Leonard,54,45
2,3:30.0,,M. Gasol makes 3-pt jump shot from 25 ft (assist by K. Leonard),54,48
2,3:28.0,Golden State full timeout,,54,48
2,3:28.0,K. Looney enters the game for D. Cousins,,54,48
2,3:15.0,Shooting foul by D. Green (drawn by S. Curry),,54,48
2,3:15.0,S. Curry makes free throw 1 of 2,,55,48
2,3:15.0,S. Curry makes free throw 2 of 2,,56,48
2,3:04.0,,Personal foul by A. Iguodala (drawn by M. Gasol),56,48
2,3:04.0,,M. Gasol makes free throw 1 of 2,56,49
2,3:04.0,,M. Gasol makes free throw 2 of 2,56,50
2,2:48.0,S. Curry misses 2-pt jump shot from 19 ft,,56,50
2,2:45.0,,Defensive rebound by M. Gasol,56,50
2,2:42.0,,D. Green misses 3-pt jump shot from 23 ft,56,50
2,2:42.0,Defensive rebound by K. Looney,,56,50
2,2:35.0,K. Thompson misses 2-pt jump shot from 14 ft,,56,50
2,2:35.0,,Defensive rebound by M. Gasol,56,50
2,2:14.0,,M. Gasol misses 3-pt jump shot from 25 ft,56,50
2,2:12.0,Defensive rebound by D. Green,,56,50
2,2:07.0,Personal foul by K. Lowry (drawn by K. Thompson),,56,50
2,2:07.0,K. Thompson misses free throw 1 of 2,,56,50
2,2:07.0,Offensive rebound by Team,,56,50
2,2:07.0,K. Thompson makes free throw 2 of 2,,57,50
2,1:51.0,,K. Leonard makes 2-pt jump shot from 8 ft,57,52
2,1:41.0,Turnover by A. Iguodala (bad pass; steal by K. Lowry),,57,52
2,1:36.0,,P. Siakam makes 2-pt layup from 1 ft (assist by K. Lowry),57,54
2,1:20.0,S. Curry misses 3-pt jump shot from 26 ft,,57,54
2,1:17.0,,Defensive rebound by D. Green,57,54
2,1:09.0,,Offensive foul by P. Siakam (drawn by D. Green),57,54
2,1:09.0,,Turnover by P. Siakam (offensive foul),57,54
2,1:09.0,,P. McCaw enters the game for K. Lowry,57,54
2,0:52.0,K. Thompson misses 2-pt layup from 3 ft,,57,54
2,0:50.0,,Defensive rebound by M. Gasol,57,54
2,0:43.0,,P. Siakam makes 2-pt hook shot from 1 ft (assist by K. Leonard),57,56
2,0:33.0,S. Curry makes 3-pt jump shot from 24 ft,,60,56
2,0:27.0,,K. Leonard misses 3-pt jump shot from 27 ft,60,56
2,0:24.0,Defensive rebound by K. Thompson,,60,56
2,0:02.0,S. Curry misses 2-pt jump shot from 11 ft,,60,56
2,0:02.0,Offensive rebound by K. Looney,,60,56
2,0:02.0,K. Looney makes 2-pt layup at rim,,62,56
2,0:01.0,,D. Green misses 3-pt jump shot from 25 ft,62,56
2,0:00.0,,Offensive rebound by Team,62,56
3,11:40.0,A. Iguodala makes 2-pt hook shot from 3 ft (assist by K. Thompson),,64,56
3,11:17.0,,F. VanVleet misses 3-pt jump shot from 26 ft,64,56
3,11:14.0,Defensive rebound by D. Green,,64,56
3,11:04.0,K. Thompson makes 3-pt jump shot from 24 ft,,67,56
3,10:42.0,,P. Siakam misses 3-pt jump shot from 23 ft,67,56
3,10:40.0,Defensive rebound by S. Curry,,67,56
3,10:39.0,Turnover by S. Curry (bad pass; steal by K. Leonard),,67,56
3,10:21.0,,P. Siakam misses 3-pt jump shot from 24 ft,67,56
3,10:18.0,Defensive rebound by K. Thompson,,67,56
3,10:01.0,K. Looney misses 2-pt layup from 2 ft,,67,56
3,9:57.0,,Defensive rebound by P. Siakam,67,56
3,9:44.0,,K. Lowry makes 2-pt jump shot from 9 ft,67,58
3,9:33.0,S. Curry misses 3-pt jump shot from 25 ft,,67,58
3,9:30.0,,Defensive rebound by M. Gasol,67,58
3,9:16.0,,F. VanVleet makes 3-pt jump shot from 22 ft (assist by P. Siakam),67,61
3,9:00.0,D. Green misses 2-pt layup from 2 ft,,67,61
3,8:58.0,,Defensive rebound by F. VanVleet,67,61
3,8:50.0,,P. Siakam makes 2-pt hook shot from 3 ft (assist by F. VanVleet),67,63
3,8:50.0,,Shooting foul by A. Iguodala (drawn by P. Siakam),67,63
3,8:50.0,,P. Siakam misses free throw 1 of 1,67,63
3,8:49.0,Defensive rebound by D. Green,,67,63
3,8:30.0,S. Curry makes 3-pt jump shot from 23 ft (assist by D. Green),,70,63
3,8:04.0,,F. VanVleet misses 2-pt jump shot from 16 ft,70,63
3,8:01.0,Defensive rebound by D. Green,,70,63
3,7:55.0,K. Thompson misses 3-pt jump shot from 23 ft,,70,63
3,7:53.0,,Defensive rebound by M. Gasol,70,63
3,7:44.0,,F. VanVleet misses 3-pt jump shot from 26 ft,70,63
3,7:42.0,,Offensive rebound by Team,70,63
3,7:34.0,,K. Leonard misses 3-pt jump shot from 26 ft,70,63
3,7:31.0,Defensive rebound by D. Green,,70,63
3,7:23.0,A. Iguodala makes 3-pt jump shot from 23 ft (assist by S. Curry),,73,63
3,7:06.0,,Turnover by K. Leonard (bad pass; steal by A. Iguodala),73,63
3,7:00.0,K. Thompson makes 2-pt jump shot from 1 ft,,75,63
3,7:00.0,,Toronto full timeout,75,63
3,6:38.0,,K. Lowry misses 3-pt jump shot from 26 ft (block by A. Iguodala),75,63
3,6:35.0,Defensive rebound by S. Curry,,75,63
3,6:29.0,K. Thompson misses 2-pt jump shot from 12 ft,,75,63
3,6:27.0,,Defensive rebound by K. Leonard,75,63
3,6:15.0,,K. Leonard misses 2-pt jump shot from 4 ft,75,63
3,6:13.0,Defensive rebound by D. Green,,75,63
3,5:58.0,S. Curry misses 3-pt jump shot from 25 ft,,75,63
3,5:57.0,Offensive rebound by Team,,75,63
3,5:57.0,,Loose ball foul by K. Lowry (drawn by K. Looney),75,63
3,5:52.0,Personal foul by M. Gasol (drawn by K. Thompson),,75,63
3,5:46.0,K. Looney makes 2-pt layup from 3 ft (assist by S. Curry),,77,63
3,5:19.0,,F. VanVleet makes 3-pt jump shot from 26 ft (assist by M. Gasol),77,66
3,5:06.0,S. Curry misses 3-pt jump shot from 23 ft,,77,66
3,5:04.0,,Defensive rebound by P. Siakam,77,66
3,4:50.0,,Shooting foul by K. Thompson (drawn by M. Gasol),77,66
3,4:50.0,,M. Gasol makes free throw 1 of 2,77,67
3,4:50.0,D. Cousins enters the game for A. Iguodala,,77,67
3,4:50.0,S. Livingston enters the game for K. Looney,,77,67
3,4:50.0,,D. Green enters the game for P. Siakam,77,67
3,4:50.0,,M. Gasol makes free throw 2 of 2,77,68
3,4:35.0,K. Thompson misses 3-pt jump shot from 24 ft,,77,68
3,4:33.0,,Defensive rebound by K. Leonard,77,68
3,4:25.0,,F. VanVleet makes 3-pt jump shot from 26 ft (assist by M. Gasol),77,71
3,4:10.0,Personal foul by M. Gasol (drawn by D. Green),,77,71
3,4:03.0,Turnover by S. Livingston (bad pass),,77,71
3,3:54.0,,K. Lowry makes 2-pt layup from 3 ft,77,73
3,3:42.0,S. Curry misses 2-pt jump shot from 14 ft,,77,73
3,3:41.0,Offensive rebound by S. Curry,,77,73
3,3:39.0,K. Thompson makes 3-pt jump shot from 23 ft (assist by S. Curry),,80,73
3,3:17.0,,K. Leonard misses 3-pt jump shot from 23 ft,80,73
3,3:16.0,,Offensive rebound by Team,80,73
3,3:16.0,Loose ball foul by D. Cousins (drawn by M. Gasol),,80,73
3,3:16.0,,S. Ibaka enters the game for M. Gasol,80,73
3,3:10.0,,S. Ibaka misses 3-pt jump shot from 24 ft,80,73
3,3:06.0,,Offensive rebound by D. Green,80,73
3,3:06.0,,D. Green misses 2-pt layup at rim,80,73
3,3:06.0,,Offensive rebound by K. Lowry,80,73
3,2:58.0,,K. Lowry misses 3-pt jump shot from 25 ft,80,73
3,2:58.0,Defensive rebound by D. Green,,80,73
3,2:50.0,D. Cousins makes 2-pt layup from 2 ft (assist by D. Green),,82,73
3,2:50.0,,Violation by Team (def goaltending),82,73
3,2:33.0,,K. Lowry makes 2-pt jump shot from 2 ft,82,75
3,2:21.0,S. Curry misses 3-pt jump shot from 25 ft,,82,75
3,2:18.0,,Defensive rebound by S. Ibaka,82,75
3,2:12.0,,Turnover by S. Ibaka (out of bounds lost ball),82,75
3,2:12.0,Golden State full timeout,,82,75
3,2:12.0,A. Iguodala enters the game for K. Thompson,,82,75
3,2:12.0,,P. Siakam enters the game for K. Lowry,82,75
3,1:52.0,D. Cousins makes 2-pt layup from 1 ft (assist by D. Green),,84,75
3,1:26.0,,P. Siakam misses 2-pt hook shot from 8 ft,84,75
3,1:21.0,,Offensive rebound by S. Ibaka,84,75
3,1:21.0,,S. Ibaka makes 2-pt layup at rim,84,77
3,1:00.0,A. Iguodala misses 3-pt jump shot from 25 ft,,84,77
3,0:57.0,,Defensive rebound by S. Ibaka,84,77
3,0:52.0,,Shooting foul by D. Cousins (drawn by K. Leonard),84,77
3,0:52.0,,K. Leonard misses free throw 1 of 2,84,77
3,0:52.0,,Offensive rebound by Team,84,77
3,0:52.0,,K. Leonard makes free throw 2 of 2,84,78
3,0:34.0,A. Iguodala misses 2-pt jump shot from 12 ft,,84,78
3,0:32.0,,Defensive rebound by Team,84,78
3,0:19.0,,Turnover by K. Leonard (bad pass),84,78
3,0:19.0,Q. Cook enters the game for A. Iguodala,,84,78
3,0:19.0,K. Thompson enters the game for S. Livingston,,84,78
3,0:19.0,,P. McCaw enters the game for F. VanVleet,84,78
3,0:03.0,D. Green misses 2-pt jump shot from 20 ft,,84,78
3,0:03.0,,Defensive rebound by K. Leonard,84,78
4,11:49.0,,D. Green misses 3-pt jump shot from 22 ft,84,78
4,11:46.0,Defensive rebound by Q. Cook,,84,78
4,11:32.0,Shooting foul by S. Ibaka (drawn by D. Cousins),,84,78
4,11:32.0,D. Cousins misses free throw 1 of 2,,84,78
4,11:32.0,Offensive rebound by Team,,84,78
4,11:32.0,D. Cousins makes free throw 2 of 2,,85,78
4,11:09.0,,S. Ibaka makes 2-pt layup from 2 ft (assist by N. Powell),85,80
4,10:50.0,D. Cousins misses 3-pt jump shot from 25 ft,,85,80
4,10:47.0,,Defensive rebound by N. Powell,85,80
4,10:31.0,,S. Ibaka makes 2-pt hook shot from 9 ft (assist by P. Siakam),85,82
4,10:08.0,Q. Cook makes 3-pt jump shot from 24 ft,,88,82
4,9:54.0,,K. Lowry makes 2-pt jump shot from 8 ft (assist by S. Ibaka),88,84
4,9:40.0,J. Bell makes 2-pt jump shot from 8 ft (assist by Q. Cook),,90,84
4,9:26.0,,Offensive foul by S. Ibaka (drawn by S. Livingston),90,84
4,9:26.0,,Turnover by S. Ibaka (offensive foul),90,84
4,9:26.0,S. Curry enters the game for D. Cousins,,90,84
4,9:26.0,D. Green enters the game for S. Livingston,,90,84
4,9:02.0,D. Green misses 2-pt jump shot from 5 ft (block by S. Ibaka),,90,84
4,9:02.0,Offensive rebound by Team,,90,84
4,9:02.0,Turnover by Team (shot clock),,90,84
4,9:02.0,,K. Leonard enters the game for P. Siakam,90,84
4,8:41.0,,K. Lowry makes 3-pt jump shot from 25 ft,90,87
4,8:28.0,S. Curry makes 2-pt layup from 3 ft,,92,87
4,8:13.0,,Personal foul by D. Green (drawn by N. Powell),92,87
4,8:00.0,,S. Ibaka makes 2-pt dunk from 3 ft (assist by K. Lowry),92,89
4,7:59.0,Golden State full timeout,,92,89
4,7:59.0,A. Iguodala enters the game for J. Bell,,92,89
4,7:43.0,S. Curry misses 3-pt jump shot from 25 ft,,92,89
4,7:40.0,,Defensive rebound by K. Lowry,92,89
4,7:24.0,,S. Ibaka misses 2-pt hook shot from 5 ft,92,89
4,7:22.0,Defensive rebound by K. Thompson,,92,89
4,7:04.0,S. Curry misses 2-pt layup from 2 ft (block by K. Leonard),,92,89
4,7:01.0,,Defensive rebound by D. Green,92,89
4,6:57.0,,D. Green misses 3-pt jump shot from 26 ft,92,89
4,6:55.0,,Offensive rebound by K. Leonard,92,89
4,6:54.0,,K. Leonard makes 2-pt layup from 3 ft,92,91
4,6:34.0,D. Green makes 3-pt jump shot from 25 ft (assist by A. Iguodala),,95,91
4,6:16.0,,K. Leonard misses 2-pt jump shot from 20 ft,95,91
4,6:13.0,Defensive rebound by S. Curry,,95,91
4,6:05.0,Turnover by D. Green (dbl dribble),,95,91
4,6:05.0,D. Cousins enters the game for Q. Cook,,95,91
4,6:05.0,,F. VanVleet enters the game for D. Green,95,91
4,5:51.0,,K. Leonard misses 2-pt jump shot from 8 ft (block by A. Iguodala),95,91
4,5:49.0,Defensive rebound by A. Iguodala,,95,91
4,5:46.0,K. Thompson misses 3-pt jump shot from 23 ft,,95,91
4,5:42.0,,Defensive rebound by K. Leonard,95,91
4,5:36.0,,N. Powell makes 2-pt dunk from 1 ft (assist by K. Leonard),95,93
4,5:34.0,Golden State full timeout,,95,93
4,5:34.0,,M. Gasol enters the game for S. Ibaka,95,93
4,5:20.0,A. Iguodala misses 2-pt jump shot from 7 ft,,95,93
4,5:18.0,,Defensive rebound by K. Leonard,95,93
4,5:13.0,,K. Leonard makes 3-pt jump shot from 26 ft,95,96
4,4:59.0,S. Curry misses 3-pt jump shot from 24 ft,,95,96
4,4:57.0,,Defensive rebound by M. Gasol,95,96
4,4:46.0,,K. Leonard makes 2-pt jump shot from 8 ft,95,98
4,4:31.0,D. Green makes 2-pt hook shot from 7 ft (assist by K. Thompson),,97,98
4,4:06.0,,K. Leonard makes 3-pt jump shot from 26 ft,97,101
4,3:54.0,Personal foul by M. Gasol (drawn by D. Cousins),,97,101
4,3:44.0,A. Iguodala misses 2-pt jump shot from 15 ft,,97,101
4,3:42.0,,Defensive rebound by K. Lowry,97,101
4,3:28.0,,K. Leonard makes 2-pt jump shot from 16 ft,97,103
4,3:15.0,S. Curry misses 3-pt jump shot from 25 ft,,97,103
4,3:12.0,,Defensive rebound by F. VanVleet,97,103
4,3:05.0,,Toronto full timeout,97,103
4,3:05.0,,Toronto full timeout,97,103
4,3:05.0,Q. Cook enters the game for A. Iguodala,,97,103
4,2:59.0,,Personal foul by D. Green (drawn by K. Leonard),97,103
4,2:50.0,,K. Leonard misses 2-pt jump shot from 11 ft,97,103
