QUARTER,TIME_REMAINING,UTAH_ACTION,LA CLIPPERS_ACTION,UTAH_SCORE,LA CLIPPERS_SCORE
4,10:45.0,Shooting foul by J. Green (drawn by G. Niang),,97,106
4,10:45.0,G. Niang makes free throw 1 of 2,,98,106
4,10:45.0,G. Niang makes free throw 2 of 2,,99,106
4,10:30.0,,J. Green misses 2-pt layup from 3 ft (block by E. Udoh),99,106
4,10:30.0,,Offensive rebound by Team,99,106
4,10:27.0,,L. Williams misses 2-pt jump shot from 16 ft,99,106
4,10:25.0,Defensive rebound by E. Udoh,,99,106
4,10:15.0,G. Niang makes 3-pt jump shot from 23 ft (assist by T. Sefolosha),,102,106
4,10:01.0,,M. Harrell makes 2-pt layup from 2 ft (assist by L. Williams),102,108
4,9:42.0,E. Udoh makes 2-pt layup from 4 ft (assist by N. Mitrou-Long),,104,108
4,9:17.0,,W. Chandler misses 3-pt jump shot from 23 ft,104,108
4,9:14.0,Defensive rebound by E. Udoh,,104,108
4,9:08.0,N. Mitrou-Long misses 2-pt layup from 2 ft,,104,108
4,9:05.0,Offensive rebound by E. Udoh,,104,108
4,9:04.0,E. Udoh makes 2-pt layup from 1 ft,,106,108
