QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,SACRAMENTO_ACTION,GOLDEN STATE_SCORE,SACRAMENTO_SCORE
1,0:59.0,,Defensive rebound by H. Giles,37,27
1,0:46.0,,H. Giles misses 2-pt jump shot from 20 ft,37,27
1,0:44.0,Defensive rebound by A. Iguodala,,37,27
1,0:40.0,Q. Cook makes 3-pt jump shot from 23 ft (assist by A. Iguodala),,40,27
1,0:22.0,,Shooting foul by K. Durant (drawn by J. Jackson),40,27
1,0:22.0,,J. Jackson makes free throw 1 of 2,40,28
1,0:22.0,,B. McLemore enters the game for N. Bjelica,40,28
1,0:22.0,,J. Jackson makes free throw 2 of 2,40,29
1,0:02.0,K. Durant makes 3-pt jump shot from 26 ft,,43,29
2,11:44.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. Fox),43,32
2,11:26.0,A. Iguodala misses 3-pt jump shot from 25 ft,,43,32
2,11:24.0,,Defensive rebound by H. Giles,43,32
2,11:20.0,,D. Fox misses 3-pt jump shot from 25 ft,43,32
2,11:17.0,Defensive rebound by J. Jerebko,,43,32
2,11:07.0,A. Iguodala makes 2-pt dunk from 1 ft (assist by D. Green),,45,32
2,10:45.0,,B. Bogdanović makes 2-pt jump shot from 4 ft (assist by H. Giles),45,34
2,10:29.0,S. Curry makes 2-pt jump shot from 19 ft,,47,34
2,10:10.0,,Personal foul by D. Green (drawn by D. Fox),47,34
2,10:10.0,,Y. Ferrell enters the game for D. Fox,47,34
2,10:10.0,Violation by Team (delay of game),,47,34
2,9:56.0,,H. Giles misses 2-pt hook shot from 9 ft,47,34
2,9:53.0,Defensive rebound by J. Jerebko,,47,34
2,9:53.0,D. Green makes 2-pt layup from 1 ft (assist by S. Curry),,49,34
2,9:53.0,Shooting foul by Y. Ferrell (drawn by D. Green),,49,34
2,9:53.0,D. Green makes free throw 1 of 1,,50,34
2,9:40.0,,J. Jackson misses 2-pt hook shot from 10 ft,50,34
2,9:37.0,,Offensive rebound by H. Giles,50,34
2,9:36.0,,J. Jackson makes 2-pt dunk from 2 ft (assist by H. Giles),50,36
2,9:19.0,S. Curry misses 3-pt jump shot from 24 ft,,50,36
2,9:15.0,,Defensive rebound by B. Bogdanović,50,36
2,8:59.0,,J. Jackson makes 3-pt jump shot from 23 ft (assist by H. Giles),50,39
2,8:42.0,A. Iguodala misses 3-pt jump shot from 23 ft,,50,39
2,8:39.0,,Defensive rebound by Y. Ferrell,50,39
2,8:32.0,,Y. Ferrell makes 2-pt layup from 1 ft,50,41
2,8:21.0,A. Iguodala misses 2-pt layup from 2 ft,,50,41
2,8:18.0,,Defensive rebound by B. Bogdanović,50,41
2,8:14.0,,B. McLemore makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),50,44
2,8:13.0,Golden State full timeout,,50,44
2,8:13.0,K. Looney enters the game for D. Green,,50,44
2,8:13.0,A. McKinnie enters the game for A. Iguodala,,50,44
2,8:13.0,K. Thompson enters the game for S. Livingston,,50,44
2,8:13.0,,N. Bjelica enters the game for H. Giles,50,44
2,7:59.0,K. Thompson misses 2-pt jump shot from 18 ft,,50,44
2,7:55.0,Offensive rebound by A. McKinnie,,50,44
2,7:49.0,A. McKinnie misses 2-pt dunk from 2 ft,,50,44
2,7:45.0,,Defensive rebound by N. Bjelica,50,44
2,7:40.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,50,44
2,7:38.0,Defensive rebound by K. Thompson,,50,44
2,7:34.0,Turnover by S. Curry (lost ball; steal by B. McLemore),,50,44
2,7:27.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by Y. Ferrell),50,47
2,7:13.0,Turnover by S. Curry (bad pass; steal by J. Jackson),,50,47
2,7:12.0,,Personal foul by J. Jerebko (drawn by J. Jackson),50,47
2,7:02.0,,Shooting foul by K. Thompson (drawn by B. Bogdanović),50,47
2,7:02.0,,B. Bogdanović makes free throw 1 of 2,50,48
2,7:02.0,K. Durant enters the game for J. Jerebko,,50,48
2,7:02.0,,B. Bogdanović makes free throw 2 of 2,50,49
2,6:47.0,Personal foul by Y. Ferrell (drawn by K. Thompson),,50,49
2,6:39.0,S. Curry makes 3-pt jump shot from 26 ft (assist by A. McKinnie),,53,49
2,6:19.0,,Y. Ferrell misses 2-pt layup from 2 ft (block by K. Looney),53,49
2,6:15.0,Defensive rebound by K. Looney,,53,49
2,6:11.0,K. Thompson makes 3-pt jump shot from 26 ft (assist by K. Durant),,56,49
2,5:52.0,,Sacramento full timeout,56,49
2,5:52.0,Q. Cook enters the game for S. Curry,,56,49
2,5:52.0,,W. Cauley-Stein enters the game for B. Bogdanović,56,49
2,5:52.0,,B. Hield enters the game for B. McLemore,56,49
2,5:43.0,,B. Hield makes 3-pt jump shot from 24 ft (assist by W. Cauley-Stein),56,52
2,5:25.0,K. Durant makes 2-pt jump shot from 12 ft (assist by Q. Cook),,58,52
2,5:08.0,,Y. Ferrell makes 3-pt jump shot from 25 ft (assist by W. Cauley-Stein),58,55
2,4:50.0,Q. Cook misses 2-pt jump shot from 16 ft,,58,55
2,4:48.0,,Defensive rebound by W. Cauley-Stein,58,55
2,4:43.0,,J. Jackson makes 2-pt layup from 1 ft,58,57
2,4:43.0,,Shooting foul by K. Looney (drawn by J. Jackson),58,57
2,4:43.0,,D. Fox enters the game for Y. Ferrell,58,57
2,4:43.0,,J. Jackson makes free throw 1 of 1,58,58
2,4:21.0,K. Durant misses 2-pt jump shot from 19 ft,,58,58
2,4:19.0,Offensive rebound by K. Looney,,58,58
2,4:15.0,Q. Cook makes 3-pt jump shot from 25 ft (assist by K. Looney),,61,58
2,4:00.0,,B. Hield makes 3-pt jump shot from 26 ft (assist by W. Cauley-Stein),61,61
2,3:40.0,A. McKinnie misses 3-pt jump shot from 23 ft,,61,61
2,3:36.0,,Defensive rebound by W. Cauley-Stein,61,61
2,3:33.0,,J. Jackson makes 2-pt layup from 2 ft (assist by B. Hield),61,63
2,3:32.0,Golden State full timeout,,61,63
2,3:32.0,S. Curry enters the game for Q. Cook,,61,63
2,3:32.0,D. Green enters the game for K. Looney,,61,63
2,3:32.0,A. Iguodala enters the game for A. McKinnie,,61,63
2,3:09.0,K. Thompson misses 2-pt jump shot from 12 ft,,61,63
2,3:05.0,Offensive rebound by K. Thompson,,61,63
2,3:04.0,K. Thompson makes 2-pt jump shot from 14 ft,,63,63
2,2:40.0,,W. Cauley-Stein misses 2-pt layup from 3 ft,63,63
2,2:38.0,Defensive rebound by D. Green,,63,63
2,2:30.0,S. Curry makes 2-pt jump shot from 21 ft (assist by A. Iguodala),,65,63
2,2:10.0,,D. Fox misses 2-pt jump shot from 7 ft,65,63
2,2:06.0,Defensive rebound by S. Curry,,65,63
2,2:00.0,S. Curry misses 2-pt layup from 2 ft,,65,63
2,1:59.0,,Defensive rebound by N. Bjelica,65,63
2,1:56.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by B. Hield),65,65
2,1:37.0,A. Iguodala makes 3-pt jump shot from 25 ft (assist by K. Durant),,68,65
2,1:14.0,,W. Cauley-Stein misses 2-pt jump shot from 14 ft,68,65
2,1:11.0,,Offensive rebound by N. Bjelica,68,65
2,1:10.0,,N. Bjelica makes 2-pt layup from 1 ft,68,67
2,0:51.0,Personal foul by B. Hield (drawn by S. Curry),,68,67
2,0:51.0,,B. Bogdanović enters the game for J. Jackson,68,67
2,0:47.0,Turnover by D. Green (bad pass; steal by N. Bjelica),,68,67
2,0:41.0,,W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by N. Bjelica),68,69
2,0:34.0,K. Durant makes 2-pt layup from 7 ft,,70,69
2,0:34.0,Shooting foul by W. Cauley-Stein (drawn by K. Durant),,70,69
2,0:34.0,K. Durant misses free throw 1 of 1,,70,69
2,0:31.0,Offensive rebound by D. Green,,70,69
2,0:28.0,K. Durant misses 3-pt jump shot from 27 ft,,70,69
2,0:26.0,,Defensive rebound by W. Cauley-Stein,70,69
2,0:07.0,,D. Fox misses 2-pt jump shot from 16 ft,70,69
2,0:03.0,,Offensive rebound by N. Bjelica,70,69
2,0:03.0,,N. Bjelica misses 2-pt layup at rim,70,69
2,0:02.0,,Offensive rebound by B. Hield,70,69
2,0:01.0,,B. Hield misses 2-pt layup from 2 ft,70,69
2,0:01.0,,Offensive rebound by B. Hield,70,69
2,0:00.0,,B. Hield misses 2-pt layup from 9 ft,70,69
2,0:00.0,Defensive rebound by D. Green,,70,69
3,11:46.0,,W. Cauley-Stein makes 2-pt jump shot from 15 ft (assist by D. Fox),70,71
3,11:23.0,D. Green misses 3-pt jump shot from 25 ft,,70,71
3,11:19.0,,Defensive rebound by W. Cauley-Stein,70,71
3,11:07.0,,B. Hield misses 3-pt jump shot from 25 ft,70,71
3,11:03.0,Defensive rebound by D. Green,,70,71
3,10:56.0,S. Curry makes 3-pt jump shot from 25 ft (assist by K. Looney),,73,71
3,10:43.0,,D. Fox misses 3-pt jump shot from 25 ft,73,71
3,10:42.0,Defensive rebound by Team,,73,71
3,10:31.0,K. Durant misses 2-pt jump shot from 16 ft,,73,71
3,10:30.0,Offensive rebound by K. Looney,,73,71
3,10:30.0,K. Looney makes 2-pt dunk at rim,,75,71
3,10:30.0,Shooting foul by W. Cauley-Stein (drawn by K. Looney),,75,71
3,10:30.0,K. Looney makes free throw 1 of 1,,76,71
3,10:06.0,,B. Bogdanović misses 2-pt layup from 7 ft,76,71
3,10:04.0,,Offensive rebound by W. Cauley-Stein,76,71
3,10:03.0,,W. Cauley-Stein misses 2-pt layup from 3 ft,76,71
3,9:59.0,,Offensive rebound by N. Bjelica,76,71
3,9:59.0,,N. Bjelica misses 2-pt layup from 1 ft,76,71
3,9:58.0,Defensive rebound by K. Durant,,76,71
3,9:56.0,K. Durant makes 2-pt jump shot from 6 ft,,78,71
3,9:42.0,,B. Hield misses 2-pt jump shot from 14 ft,78,71
3,9:42.0,Defensive rebound by K. Looney,,78,71
3,9:33.0,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),,81,71
3,9:32.0,,Sacramento full timeout,81,71
3,9:22.0,,Turnover by D. Fox (bad pass; steal by S. Curry),81,71
3,9:19.0,S. Curry misses 3-pt jump shot from 26 ft,,81,71
3,9:15.0,,Defensive rebound by N. Bjelica,81,71
3,8:57.0,,W. Cauley-Stein misses 2-pt jump shot from 3 ft,81,71
3,8:56.0,Defensive rebound by K. Thompson,,81,71
3,8:51.0,Turnover by S. Curry (lost ball; steal by B. Bogdanović),,81,71
3,8:45.0,,D. Fox makes 2-pt layup from 1 ft (assist by B. Bogdanović),81,73
3,8:33.0,Personal foul by B. Hield (drawn by K. Thompson),,81,73
3,8:19.0,K. Durant misses 3-pt jump shot from 22 ft,,81,73
3,8:15.0,,Defensive rebound by N. Bjelica,81,73
3,8:07.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),81,76
3,7:54.0,D. Green makes 2-pt layup from 1 ft (assist by K. Thompson),,83,76
3,7:33.0,,W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by D. Fox),83,78
3,7:19.0,D. Green makes 3-pt jump shot from 25 ft (assist by K. Durant),,86,78
3,7:02.0,,W. Cauley-Stein misses 2-pt jump shot from 8 ft,86,78
3,7:00.0,,Offensive rebound by B. Hield,86,78
3,6:58.0,,B. Hield makes 3-pt jump shot from 23 ft (assist by W. Cauley-Stein),86,81
3,6:42.0,Turnover by K. Durant (lost ball; steal by W. Cauley-Stein),,86,81
3,6:36.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by D. Fox),86,84
3,6:34.0,Golden State full timeout,,86,84
3,6:34.0,,J. Jackson enters the game for B. Bogdanović,86,84
3,6:16.0,S. Curry misses 3-pt jump shot from 25 ft,,86,84
3,6:15.0,,Defensive rebound by Team,86,84
3,6:05.0,,D. Fox misses 2-pt jump shot from 7 ft,86,84
3,6:02.0,Defensive rebound by K. Durant,,86,84
3,5:58.0,K. Durant misses 2-pt jump shot from 8 ft,,86,84
3,5:58.0,Offensive rebound by Team,,86,84
3,5:58.0,,Loose ball foul by N. Bjelica (drawn by D. Green),86,84
3,5:47.0,K. Thompson misses 3-pt jump shot from 25 ft,,86,84
3,5:44.0,,Defensive rebound by B. Hield,86,84
3,5:44.0,,Personal take foul by S. Curry (drawn by B. Hield),86,84
3,5:26.0,,B. Hield misses 2-pt jump shot from 17 ft,86,84
3,5:23.0,,Offensive rebound by W. Cauley-Stein,86,84
3,5:22.0,,W. Cauley-Stein misses 2-pt layup from 2 ft (block by D. Green),86,84
3,5:20.0,Defensive rebound by D. Green,,86,84
3,5:08.0,Turnover by S. Curry (bad pass; steal by D. Fox),,86,84
3,5:03.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by D. Fox),86,86
3,4:48.0,S. Curry misses 3-pt jump shot from 24 ft,,86,86
3,4:46.0,,Defensive rebound by W. Cauley-Stein,86,86
3,4:39.0,,N. Bjelica makes 2-pt layup from 2 ft (assist by D. Fox),86,88
3,4:39.0,Golden State full timeout,,86,88
3,4:39.0,J. Bell enters the game for D. Green,,86,88
3,4:39.0,A. Iguodala enters the game for K. Looney,,86,88
3,4:27.0,K. Durant makes 2-pt jump shot from 16 ft,,88,88
3,4:09.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by W. Cauley-Stein),88,91
3,3:48.0,K. Thompson misses 3-pt jump shot from 25 ft,,88,91
3,3:46.0,Offensive rebound by Team,,88,91
3,3:46.0,Q. Cook enters the game for S. Curry,,88,91
3,3:46.0,,B. Bogdanović enters the game for N. Bjelica,88,91
3,3:46.0,,Y. Ferrell enters the game for D. Fox,88,91
3,3:34.0,Shooting foul by B. Bogdanović (drawn by K. Durant),,88,91
3,3:34.0,K. Durant makes free throw 1 of 2,,89,91
3,3:34.0,K. Durant makes free throw 2 of 2,,90,91
3,3:13.0,,J. Jackson makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),90,94
3,2:48.0,A. Iguodala misses 3-pt jump shot from 25 ft,,90,94
3,2:47.0,Offensive rebound by Team,,90,94
3,2:47.0,Turnover by Team (shot clock),,90,94
3,2:47.0,,H. Giles enters the game for W. Cauley-Stein,90,94
3,2:26.0,,B. Hield makes 2-pt jump shot from 22 ft (assist by J. Jackson),90,96
3,2:16.0,Turnover by A. Iguodala (bad pass; steal by B. Bogdanović),,90,96
3,2:12.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),90,99
3,1:50.0,Shooting foul by J. Jackson (drawn by K. Durant),,90,99
3,1:50.0,K. Durant makes free throw 1 of 2,,91,99
3,1:50.0,J. Jerebko enters the game for K. Thompson,,91,99
3,1:50.0,K. Durant makes free throw 2 of 2,,92,99
3,1:35.0,,B. Bogdanović makes 2-pt layup from 3 ft,92,101
3,1:25.0,K. Durant misses 3-pt jump shot from 25 ft,,92,101
3,1:21.0,,Defensive rebound by B. Bogdanović,92,101
3,1:14.0,,Y. Ferrell misses 2-pt layup from 2 ft (block by A. Iguodala),92,101
3,1:11.0,Defensive rebound by A. Iguodala,,92,101
3,1:08.0,Q. Cook misses 3-pt jump shot from 23 ft,,92,101
3,1:04.0,,Defensive rebound by H. Giles,92,101
3,0:42.0,,B. Bogdanović misses 2-pt jump shot from 24 ft (block by K. Durant),92,101
3,0:39.0,Defensive rebound by A. Iguodala,,92,101
3,0:36.0,A. Iguodala misses 2-pt layup from 2 ft,,92,101
3,0:32.0,Offensive rebound by J. Jerebko,,92,101
3,0:32.0,J. Jerebko makes 2-pt dunk at rim,,94,101
3,0:32.0,,Personal foul by K. Durant (drawn by B. Bogdanović),94,101
3,0:22.0,,H. Giles makes 2-pt dunk from 1 ft,94,103
3,0:03.0,K. Durant makes 2-pt jump shot from 3 ft,,96,103
3,0:00.0,,B. Bogdanović misses 3-pt jump shot from 38 ft,96,103
3,0:00.0,,Offensive rebound by Team,96,103
4,11:48.0,S. Curry makes 3-pt jump shot from 25 ft,,99,103
4,11:34.0,,Turnover by J. Jackson (lost ball; steal by J. Jerebko),99,103
4,11:18.0,S. Curry misses 3-pt jump shot from 26 ft,,99,103
4,11:17.0,,Defensive rebound by Team,99,103
4,11:17.0,Loose ball foul by J. Jerebko (drawn by J. Jackson),,99,103
4,11:01.0,,Personal foul by D. Green (drawn by H. Giles),99,103
4,10:55.0,,Turnover by Y. Ferrell (traveling),99,103
4,10:43.0,J. Jerebko misses 3-pt jump shot from 22 ft,,99,103
4,10:40.0,,Defensive rebound by B. Bogdanović,99,103
4,10:36.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,99,103
4,10:34.0,Defensive rebound by D. Green,,99,103
4,10:20.0,K. Thompson misses 2-pt layup from 2 ft,,99,103
4,10:17.0,Offensive rebound by J. Jerebko,,99,103
4,10:17.0,J. Jerebko misses 2-pt layup at rim,,99,103
4,10:16.0,Offensive rebound by K. Thompson,,99,103
4,10:15.0,K. Thompson misses 2-pt layup from 1 ft,,99,103
4,10:13.0,Offensive rebound by J. Jerebko,,99,103
4,10:13.0,J. Jerebko misses 2-pt layup at rim,,99,103
4,10:12.0,,Defensive rebound by J. Jackson,99,103
4,10:07.0,,B. McLemore makes 2-pt jump shot from 20 ft (assist by Y. Ferrell),99,105
4,9:50.0,S. Curry misses 3-pt jump shot from 24 ft,,99,105
4,9:47.0,,Defensive rebound by B. Bogdanović,99,105
4,9:42.0,,B. Bogdanović misses 2-pt layup from 3 ft,99,105
4,9:40.0,Defensive rebound by S. Curry,,99,105
4,9:40.0,Personal take foul by B. McLemore (drawn by S. Curry),,99,105
4,9:40.0,,N. Bjelica enters the game for Y. Ferrell,99,105
4,9:40.0,,D. Fox enters the game for H. Giles,99,105
4,9:35.0,K. Thompson makes 2-pt layup from 1 ft (assist by S. Curry),,101,105
4,9:32.0,,D. Fox misses 2-pt jump shot from 12 ft,101,105
4,9:17.0,Defensive rebound by J. Jerebko,,101,105
4,9:09.0,Shooting foul by B. McLemore (drawn by K. Thompson),,101,105
4,9:09.0,K. Thompson misses free throw 1 of 2,,101,105
4,9:09.0,Offensive rebound by Team,,101,105
4,9:09.0,A. McKinnie enters the game for A. Iguodala,,101,105
4,9:09.0,K. Thompson makes free throw 2 of 2,,102,105
4,8:54.0,,B. McLemore misses 3-pt jump shot from 23 ft,102,105
4,8:51.0,Defensive rebound by J. Jerebko,,102,105
4,8:43.0,Turnover by A. McKinnie (lost ball; steal by D. Fox),,102,105
4,8:39.0,,Offensive foul by N. Bjelica (drawn by S. Curry),102,105
4,8:39.0,,Turnover by N. Bjelica (offensive foul),102,105
4,8:24.0,J. Jerebko misses 3-pt jump shot from 25 ft,,102,105
4,8:20.0,,Defensive rebound by B. Bogdanović,102,105
4,8:02.0,,B. Bogdanović misses 2-pt jump shot from 17 ft,102,105
4,7:59.0,Defensive rebound by J. Jerebko,,102,105
4,7:53.0,S. Curry makes 3-pt jump shot from 27 ft,,105,105
4,7:52.0,,Sacramento full timeout,105,105
4,7:52.0,K. Durant enters the game for J. Jerebko,,105,105
4,7:52.0,K. Looney enters the game for K. Thompson,,105,105
4,7:52.0,,W. Cauley-Stein enters the game for N. Bjelica,105,105
4,7:35.0,,Turnover by B. McLemore (traveling),105,105
4,7:22.0,K. Durant makes 3-pt jump shot from 26 ft (assist by K. Looney),,108,105
4,7:14.0,,Personal foul by D. Green (drawn by J. Jackson),108,105
4,7:14.0,K. Thompson enters the game for D. Green,,108,105
4,7:14.0,,B. Hield enters the game for B. McLemore,108,105
4,7:04.0,,Turnover by W. Cauley-Stein (bad pass; steal by S. Curry),108,105
4,6:54.0,K. Durant makes 3-pt jump shot from 26 ft (assist by A. McKinnie),,111,105
4,6:29.0,,J. Jackson makes 3-pt jump shot from 24 ft (assist by B. Hield),111,108
4,6:06.0,Turnover by S. Curry (traveling),,111,108
4,6:06.0,A. Iguodala enters the game for A. McKinnie,,111,108
4,5:52.0,,D. Fox makes 2-pt jump shot from 17 ft,111,110
4,5:30.0,K. Durant misses 2-pt jump shot from 11 ft,,111,110
4,5:26.0,Offensive rebound by K. Looney,,111,110
4,5:23.0,K. Durant misses 3-pt jump shot from 26 ft,,111,110
4,5:19.0,,Defensive rebound by J. Jackson,111,110
4,5:14.0,,J. Jackson makes 3-pt jump shot from 27 ft (assist by B. Bogdanović),111,113
4,4:57.0,S. Curry makes 3-pt jump shot from 26 ft (assist by K. Durant),,114,113
4,4:37.0,,J. Jackson makes 2-pt jump shot from 7 ft (assist by W. Cauley-Stein),114,115
4,4:28.0,S. Curry makes 2-pt jump shot from 4 ft,,116,115
4,4:28.0,Shooting foul by W. Cauley-Stein (drawn by S. Curry),,116,115
4,4:28.0,,N. Bjelica enters the game for B. Bogdanović,116,115
4,4:28.0,S. Curry makes free throw 1 of 1,,117,115
