QUARTER,TIME_REMAINING,DALLAS_ACTION,GOLDEN STATE_ACTION,DALLAS_SCORE,GOLDEN STATE_SCORE
1,7:58.0,J. Jackson misses 3-pt jump shot from 23 ft,,14,5
1,7:56.0,,Defensive rebound by Q. Cook,14,5
1,7:53.0,,Personal foul by D. Nowitzki (drawn by K. Durant),14,5
1,7:53.0,M. Kleber enters the game for D. Nowitzki,,14,5
1,7:46.0,,Q. Cook misses 3-pt jump shot from 27 ft,14,5
1,7:46.0,,Offensive rebound by Team,14,5
1,7:43.0,,Turnover by D. Green (bad pass; steal by L. Dončić),14,5
1,7:39.0,J. Jackson makes 2-pt layup from 4 ft (assist by J. Brunson),,16,5
1,7:26.0,,D. Cousins misses 2-pt jump shot from 9 ft,16,5
1,7:25.0,,Offensive rebound by D. Cousins,16,5
1,7:24.0,,D. Cousins makes 2-pt layup from 1 ft,16,7
1,7:03.0,L. Dončić makes 3-pt jump shot from 28 ft,,19,7
1,6:52.0,,Personal foul by D. Powell (drawn by D. Cousins),19,7
1,6:41.0,,K. Durant misses 2-pt layup from 3 ft,19,7
1,6:39.0,Defensive rebound by L. Dončić,,19,7
1,6:35.0,Personal foul by K. Thompson (drawn by D. Powell),,19,7
1,6:29.0,L. Dončić makes 3-pt jump shot from 28 ft,,22,7
1,6:19.0,,Q. Cook makes 3-pt jump shot from 28 ft (assist by K. Durant),22,10
1,6:03.0,L. Dončić makes 3-pt jump shot from 28 ft,,25,10
1,5:54.0,,K. Durant misses 2-pt jump shot from 16 ft,25,10
1,5:53.0,Defensive rebound by L. Dončić,,25,10
1,5:42.0,L. Dončić misses 3-pt jump shot from 30 ft,,25,10
1,5:40.0,,Defensive rebound by Q. Cook,25,10
1,5:38.0,,K. Durant makes 2-pt dunk from 1 ft (assist by Q. Cook),25,12
1,5:38.0,Dallas full timeout,,25,12
1,5:38.0,,A. Iguodala enters the game for Q. Cook,25,12
1,5:38.0,,K. Looney enters the game for D. Cousins,25,12
1,5:20.0,M. Kleber makes 3-pt jump shot from 28 ft (assist by L. Dončić),,28,12
1,5:03.0,,K. Thompson misses 3-pt jump shot from 27 ft,28,12
1,5:01.0,Defensive rebound by M. Kleber,,28,12
1,4:52.0,Personal foul by A. Iguodala (drawn by J. Jackson),,28,12
1,4:52.0,D. Nowitzki enters the game for D. Powell,,28,12
1,4:40.0,J. Brunson makes 2-pt layup from 2 ft,,30,12
1,4:31.0,,Shooting foul by M. Kleber (drawn by K. Durant),30,12
1,4:31.0,,K. Durant makes free throw 1 of 2,30,13
1,4:31.0,,K. Durant makes free throw 2 of 2,30,14
1,4:13.0,M. Kleber makes 2-pt jump shot from 12 ft (assist by J. Brunson),,32,14
1,3:57.0,,K. Thompson misses 2-pt jump shot from 19 ft,32,14
1,3:56.0,Defensive rebound by L. Dončić,,32,14
1,3:49.0,L. Dončić misses 3-pt jump shot from 26 ft,,32,14
1,3:47.0,,Defensive rebound by D. Green,32,14
1,3:38.0,,K. Durant makes 2-pt jump shot from 13 ft,32,16
1,3:12.0,J. Brunson misses 3-pt jump shot from 26 ft,,32,16
1,3:10.0,,Defensive rebound by D. Green,32,16
1,3:03.0,,A. Iguodala misses 3-pt jump shot from 25 ft,32,16
1,3:01.0,Defensive rebound by J. Brunson,,32,16
1,2:39.0,M. Kleber makes 3-pt jump shot from 23 ft (assist by L. Dončić),,35,16
1,2:28.0,,Golden State full timeout,35,16
1,2:28.0,D. Harris enters the game for J. Brunson,,35,16
1,2:28.0,,J. Jerebko enters the game for D. Green,35,16
1,2:28.0,,A. McKinnie enters the game for K. Thompson,35,16
1,2:20.0,,K. Durant misses 2-pt layup from 2 ft,35,16
1,2:19.0,,Offensive rebound by K. Looney,35,16
1,2:16.0,,K. Looney makes 2-pt layup from 1 ft,35,18
1,1:55.0,L. Dončić misses 3-pt jump shot from 28 ft,,35,18
1,1:53.0,,Defensive rebound by A. Iguodala,35,18
1,1:48.0,,K. Durant misses 3-pt jump shot from 28 ft,35,18
1,1:46.0,,Offensive rebound by K. Looney,35,18
1,1:33.0,,K. Durant makes 2-pt jump shot from 8 ft,35,20
1,1:15.0,D. Nowitzki misses 2-pt jump shot from 8 ft,,35,20
1,1:13.0,,Defensive rebound by J. Jerebko,35,20
1,1:01.0,,A. Iguodala misses 3-pt jump shot from 26 ft,35,20
1,0:59.0,Defensive rebound by M. Kleber,,35,20
1,0:57.0,Personal foul by J. Jerebko (drawn by L. Dončić),,35,20
1,0:57.0,R. Broekhoff enters the game for L. Dončić,,35,20
1,0:57.0,T. Burke enters the game for J. Jackson,,35,20
1,0:42.0,M. Kleber makes 2-pt jump shot from 19 ft (assist by D. Harris),,37,20
1,0:37.0,,Personal foul by D. Nowitzki (drawn by K. Durant),37,20
1,0:37.0,D. Finney-Smith enters the game for D. Nowitzki,,37,20
1,0:20.0,,K. Durant misses 2-pt jump shot from 6 ft,37,20
1,0:19.0,,Offensive rebound by K. Looney,37,20
1,0:19.0,,Shooting foul by D. Finney-Smith (drawn by K. Looney),37,20
1,0:19.0,,K. Looney makes free throw 1 of 2,37,21
1,0:19.0,,K. Looney makes free throw 2 of 2,37,22
1,0:05.0,T. Burke misses 3-pt jump shot from 27 ft,,37,22
1,0:03.0,,Defensive rebound by K. Durant,37,22
1,0:00.0,,A. Iguodala misses 3-pt jump shot from 36 ft,37,22
1,0:00.0,,Offensive rebound by Team,37,22
2,11:50.0,R. Broekhoff makes 3-pt jump shot from 28 ft (assist by D. Harris),,40,22
2,11:36.0,,Personal foul by D. Powell (drawn by D. Cousins),40,22
2,11:22.0,,K. Thompson makes 2-pt layup from 2 ft (assist by A. McKinnie),40,24
2,11:07.0,D. Powell makes 2-pt dunk from 2 ft (assist by R. Broekhoff),,42,24
2,10:50.0,,K. Thompson misses 2-pt layup from 2 ft,42,24
2,10:49.0,Defensive rebound by D. Nowitzki,,42,24
2,10:39.0,Personal foul by A. Iguodala (drawn by D. Powell),,42,24
2,10:39.0,,D. Lee enters the game for A. McKinnie,42,24
2,10:32.0,T. Burke makes 3-pt jump shot from 26 ft (assist by D. Powell),,45,24
2,10:30.0,,Golden State full timeout,45,24
2,10:13.0,,D. Cousins makes 2-pt layup from 3 ft,45,26
2,10:00.0,Personal foul by D. Cousins (drawn by D. Powell),,45,26
2,10:00.0,M. Kleber enters the game for D. Powell,,45,26
2,9:52.0,R. Broekhoff makes 3-pt jump shot from 27 ft (assist by T. Burke),,48,26
2,9:30.0,,K. Thompson makes 2-pt jump shot from 20 ft (assist by D. Cousins),48,28
2,9:07.0,D. Harris makes 3-pt jump shot from 30 ft,,51,28
2,8:44.0,,D. Lee misses 2-pt jump shot from 12 ft,51,28
2,8:43.0,Defensive rebound by M. Kleber,,51,28
2,8:38.0,Personal foul by J. Jerebko (drawn by D. Nowitzki),,51,28
2,8:38.0,,Q. Cook enters the game for A. Iguodala,51,28
2,8:28.0,D. Nowitzki misses 2-pt jump shot from 18 ft,,51,28
2,8:26.0,,Defensive rebound by D. Cousins,51,28
2,8:21.0,,D. Cousins makes 2-pt layup from 3 ft,51,30
2,8:21.0,,Shooting foul by M. Kleber (drawn by D. Cousins),51,30
2,8:21.0,,D. Cousins misses free throw 1 of 1,51,30
2,8:18.0,Defensive rebound by M. Kleber,,51,30
2,8:03.0,T. Burke misses 3-pt jump shot from 26 ft,,51,30
2,8:01.0,,Defensive rebound by K. Thompson,51,30
2,7:50.0,,K. Thompson misses 2-pt jump shot from 10 ft,51,30
2,7:46.0,Defensive rebound by M. Kleber,,51,30
2,7:41.0,T. Burke makes 2-pt layup from 8 ft,,53,30
2,7:41.0,Shooting foul by Q. Cook (drawn by T. Burke),,53,30
2,7:41.0,D. Finney-Smith enters the game for M. Kleber,,53,30
2,7:41.0,,D. Green enters the game for J. Jerebko,53,30
2,7:41.0,T. Burke makes free throw 1 of 1,,54,30
2,7:27.0,,D. Lee misses 3-pt jump shot from 27 ft,54,30
2,7:25.0,Defensive rebound by D. Finney-Smith,,54,30
2,7:16.0,Shooting foul by Q. Cook (drawn by T. Burke),,54,30
2,7:16.0,T. Burke makes free throw 1 of 2,,55,30
2,7:16.0,,K. Durant enters the game for D. Lee,55,30
2,7:16.0,T. Burke makes free throw 2 of 2,,56,30
2,7:05.0,,Turnover by D. Cousins (lost ball; steal by D. Finney-Smith),56,30
2,7:00.0,D. Harris misses 3-pt jump shot from 26 ft,,56,30
2,6:58.0,,Defensive rebound by K. Thompson,56,30
2,6:50.0,,Q. Cook misses 3-pt jump shot from 23 ft,56,30
2,6:46.0,,Offensive rebound by Team,56,30
2,6:42.0,,K. Durant makes 2-pt jump shot from 11 ft (assist by Q. Cook),56,32
2,6:18.0,T. Burke misses 2-pt jump shot from 20 ft,,56,32
2,6:16.0,,Defensive rebound by K. Durant,56,32
2,6:03.0,,Turnover by D. Cousins (bad pass; steal by T. Burke),56,32
2,5:59.0,R. Broekhoff misses 3-pt jump shot from 29 ft,,56,32
2,5:57.0,,Defensive rebound by K. Durant,56,32
2,5:52.0,,K. Durant makes 2-pt layup from 1 ft (assist by D. Cousins),56,34
2,5:50.0,Dallas full timeout,,56,34
2,5:50.0,J. Brunson enters the game for T. Burke,,56,34
2,5:50.0,L. Dončić enters the game for D. Harris,,56,34
2,5:50.0,M. Kleber enters the game for D. Nowitzki,,56,34
2,5:33.0,J. Brunson makes 2-pt jump shot from 12 ft,,58,34
2,5:12.0,,K. Thompson misses 2-pt jump shot from 19 ft,58,34
2,5:11.0,Defensive rebound by L. Dončić,,58,34
2,5:06.0,Personal foul by K. Durant (drawn by L. Dončić),,58,34
2,5:06.0,L. Dončić makes free throw 1 of 2,,59,34
2,5:06.0,,A. McKinnie enters the game for K. Thompson,59,34
2,5:06.0,L. Dončić makes free throw 2 of 2,,60,34
2,4:58.0,,D. Cousins makes 2-pt layup from 6 ft (assist by Q. Cook),60,36
2,4:31.0,M. Kleber misses 3-pt jump shot from 27 ft,,60,36
2,4:27.0,,Defensive rebound by A. McKinnie,60,36
2,4:13.0,,D. Green misses 2-pt jump shot from 18 ft,60,36
2,4:12.0,Defensive rebound by L. Dončić,,60,36
2,4:02.0,D. Finney-Smith makes 2-pt layup from 2 ft (assist by L. Dončić),,62,36
2,4:02.0,Shooting foul by K. Durant (drawn by D. Finney-Smith),,62,36
2,4:02.0,,A. Iguodala enters the game for Q. Cook,62,36
2,4:02.0,D. Finney-Smith makes free throw 1 of 1,,63,36
2,3:54.0,,D. Green misses 3-pt jump shot from 26 ft,63,36
2,3:52.0,,Offensive rebound by Team,63,36
2,3:43.0,,A. McKinnie misses 3-pt jump shot from 27 ft,63,36
2,3:41.0,,Offensive rebound by Team,63,36
2,3:41.0,Loose ball foul by D. Finney-Smith (drawn by D. Cousins),,63,36
2,3:35.0,,D. Green makes 2-pt jump shot from 7 ft (assist by K. Durant),63,38
2,3:20.0,M. Kleber misses 3-pt jump shot from 29 ft,,63,38
2,3:18.0,,Defensive rebound by A. Iguodala,63,38
2,3:07.0,,D. Cousins makes 2-pt dunk from 2 ft (assist by K. Durant),63,40
2,3:07.0,,Shooting foul by L. Dončić (drawn by D. Cousins),63,40
2,3:07.0,D. Powell enters the game for D. Finney-Smith,,63,40
2,3:07.0,,D. Cousins makes free throw 1 of 1,63,41
2,3:01.0,Personal foul by D. Green (drawn by L. Dončić),,63,41
2,3:01.0,L. Dončić misses free throw 1 of 2,,63,41
2,3:01.0,Offensive rebound by Team,,63,41
2,3:01.0,L. Dončić makes free throw 2 of 2,,64,41
2,2:55.0,,Turnover by A. Iguodala (bad pass; steal by L. Dončić),64,41
2,2:43.0,M. Kleber makes 3-pt jump shot from 23 ft (assist by J. Brunson),,67,41
2,2:28.0,,K. Durant misses 2-pt jump shot from 10 ft,67,41
2,2:26.0,Defensive rebound by L. Dončić,,67,41
2,2:17.0,Turnover by L. Dončić (lost ball; steal by D. Green),,67,41
2,2:17.0,,Personal foul by L. Dončić (drawn by D. Green),67,41
2,2:17.0,,D. Green misses free throw 1 of 2,67,41
2,2:17.0,,Offensive rebound by Team,67,41
2,2:17.0,,J. Bell enters the game for D. Cousins,67,41
2,2:17.0,,K. Thompson enters the game for A. McKinnie,67,41
2,2:17.0,,D. Green makes free throw 2 of 2,67,42
2,2:06.0,R. Broekhoff misses 3-pt jump shot from 26 ft,,67,42
2,2:04.0,,Defensive rebound by K. Durant,67,42
2,1:59.0,,K. Durant misses 3-pt jump shot from 28 ft,67,42
2,1:57.0,Defensive rebound by J. Brunson,,67,42
2,1:48.0,M. Kleber makes 3-pt jump shot from 22 ft (assist by J. Brunson),,70,42
2,1:36.0,,Personal foul by R. Broekhoff (drawn by K. Durant),70,42
2,1:36.0,,K. Durant makes free throw 1 of 2,70,43
2,1:36.0,,K. Durant makes free throw 2 of 2,70,44
2,1:23.0,Personal foul by K. Thompson (drawn by L. Dončić),,70,44
2,1:23.0,L. Dončić misses free throw 1 of 2,,70,44
2,1:23.0,Offensive rebound by Team,,70,44
2,1:23.0,L. Dončić makes free throw 2 of 2,,71,44
2,1:05.0,,Turnover by J. Bell (lost ball; steal by L. Dončić),71,44
2,0:39.0,L. Dončić misses 3-pt jump shot from 29 ft,,71,44
2,0:37.0,,Defensive rebound by Team,71,44
2,0:30.0,,K. Durant makes 2-pt jump shot from 20 ft,71,46
2,0:22.0,,Technical foul by K. Durant,71,46
2,0:22.0,R. Broekhoff makes technical free throw,,72,46
2,0:22.0,D. Finney-Smith enters the game for D. Powell,,72,46
2,0:13.0,J. Brunson misses 2-pt layup from 4 ft (block by A. Iguodala),,72,46
2,0:12.0,Offensive rebound by R. Broekhoff,,72,46
2,0:10.0,R. Broekhoff makes 2-pt jump shot from 8 ft,,74,46
2,0:04.0,,K. Durant misses 3-pt jump shot from 26 ft,74,46
2,0:02.0,Defensive rebound by R. Broekhoff,,74,46
3,11:52.0,Personal foul by D. Cousins (drawn by D. Powell),,74,46
3,11:46.0,Personal foul by Q. Cook (drawn by D. Powell),,74,46
3,11:39.0,J. Brunson makes 3-pt jump shot from 23 ft (assist by L. Dončić),,77,46
3,11:24.0,,K. Durant misses 3-pt jump shot from 27 ft,77,46
3,11:22.0,Defensive rebound by J. Brunson,,77,46
3,11:14.0,D. Powell misses 3-pt jump shot from 27 ft,,77,46
3,11:12.0,,Defensive rebound by D. Green,77,46
3,11:03.0,,K. Thompson misses 3-pt jump shot from 23 ft,77,46
3,11:01.0,Defensive rebound by D. Nowitzki,,77,46
3,10:51.0,D. Nowitzki misses 2-pt jump shot from 22 ft,,77,46
3,10:49.0,,Defensive rebound by Team,77,46
3,10:30.0,,D. Cousins misses 2-pt layup from 3 ft,77,46
3,10:29.0,,Offensive rebound by D. Cousins,77,46
3,10:26.0,,D. Cousins makes 2-pt layup at rim,77,48
3,10:07.0,J. Brunson misses 3-pt jump shot from 23 ft,,77,48
3,10:05.0,Offensive rebound by D. Powell,,77,48
3,10:01.0,D. Nowitzki makes 3-pt jump shot from 28 ft (assist by J. Brunson),,80,48
3,9:49.0,,Turnover by K. Durant (bad pass),80,48
3,9:39.0,Shooting foul by K. Thompson (drawn by L. Dončić),,80,48
3,9:39.0,L. Dončić makes free throw 1 of 2,,81,48
3,9:39.0,L. Dončić makes free throw 2 of 2,,82,48
3,9:25.0,,D. Green makes 3-pt jump shot from 27 ft (assist by K. Durant),82,51
3,9:05.0,D. Nowitzki misses 3-pt jump shot from 34 ft,,82,51
3,9:03.0,Offensive rebound by D. Powell,,82,51
3,9:02.0,Personal foul by D. Green (drawn by D. Powell),,82,51
3,8:54.0,J. Jackson makes 2-pt layup from 2 ft (assist by D. Powell),,84,51
3,8:54.0,,Golden State full timeout,84,51
3,8:38.0,,K. Thompson makes 2-pt layup from 3 ft (assist by D. Cousins),84,53
3,8:18.0,D. Nowitzki makes 3-pt jump shot from 27 ft (assist by L. Dončić),,87,53
3,7:59.0,,K. Durant makes 2-pt jump shot from 6 ft,87,55
3,7:59.0,,Shooting foul by J. Brunson (drawn by K. Durant),87,55
3,7:59.0,,K. Durant makes free throw 1 of 1,87,56
3,7:45.0,L. Dončić makes 3-pt jump shot from 29 ft (assist by J. Jackson),,90,56
3,7:33.0,,K. Durant misses 2-pt jump shot from 6 ft (block by D. Nowitzki),90,56
3,7:32.0,,Offensive rebound by Team,90,56
3,7:32.0,M. Kleber enters the game for D. Nowitzki,,90,56
3,7:30.0,,K. Thompson misses 3-pt jump shot from 27 ft,90,56
3,7:28.0,Defensive rebound by M. Kleber,,90,56
3,7:11.0,J. Jackson misses 3-pt jump shot from 27 ft,,90,56
3,7:09.0,Offensive rebound by D. Powell,,90,56
3,7:05.0,M. Kleber misses 2-pt jump shot from 11 ft,,90,56
3,7:04.0,,Defensive rebound by D. Cousins,90,56
3,6:54.0,,K. Thompson makes 2-pt jump shot from 7 ft (assist by D. Green),90,58
3,6:41.0,J. Brunson misses 3-pt jump shot from 26 ft,,90,58
3,6:39.0,,Defensive rebound by Q. Cook,90,58
3,6:35.0,,D. Cousins makes 2-pt layup from 3 ft (assist by Q. Cook),90,60
3,6:10.0,L. Dončić misses 3-pt jump shot from 27 ft,,90,60
3,6:08.0,,Defensive rebound by D. Cousins,90,60
3,6:01.0,,Shooting foul by D. Powell (drawn by D. Cousins),90,60
3,6:01.0,,D. Cousins misses free throw 1 of 2,90,60
3,6:01.0,,Offensive rebound by Team,90,60
3,6:01.0,,D. Cousins makes free throw 2 of 2,90,61
3,5:38.0,J. Jackson misses 3-pt jump shot from 28 ft,,90,61
3,5:36.0,Offensive rebound by L. Dončić,,90,61
3,5:36.0,L. Dončić misses 2-pt layup from 1 ft,,90,61
3,5:35.0,,Defensive rebound by Q. Cook,90,61
3,5:25.0,,Turnover by D. Cousins (lost ball; steal by D. Powell),90,61
3,5:19.0,L. Dončić makes 2-pt layup from 4 ft,,92,61
3,5:19.0,Shooting foul by Q. Cook (drawn by L. Dončić),,92,61
3,5:19.0,D. Finney-Smith enters the game for D. Powell,,92,61
3,5:19.0,,A. Iguodala enters the game for Q. Cook,92,61
3,5:19.0,,J. Jerebko enters the game for D. Cousins,92,61
3,5:19.0,L. Dončić makes free throw 1 of 1,,93,61
3,5:03.0,,Turnover by D. Green (bad pass),93,61
3,4:46.0,D. Finney-Smith misses 3-pt jump shot from 28 ft,,93,61
3,4:44.0,,Defensive rebound by K. Durant,93,61
3,4:40.0,,K. Durant misses 2-pt jump shot from 8 ft,93,61
3,4:38.0,Defensive rebound by D. Finney-Smith,,93,61
3,4:22.0,J. Brunson makes 2-pt layup from 6 ft,,95,61
3,4:12.0,,K. Durant misses 3-pt jump shot from 31 ft,95,61
3,4:10.0,Defensive rebound by D. Finney-Smith,,95,61
3,4:06.0,L. Dončić misses 3-pt jump shot from 28 ft,,95,61
3,4:04.0,Offensive rebound by J. Jackson,,95,61
3,4:01.0,Dallas full timeout,,95,61
3,4:01.0,,J. Bell enters the game for D. Green,95,61
3,4:01.0,,A. McKinnie enters the game for K. Thompson,95,61
3,3:57.0,D. Finney-Smith makes 2-pt dunk from 1 ft (assist by L. Dončić),,97,61
3,3:45.0,,Shooting foul by M. Kleber (drawn by K. Durant),97,61
3,3:45.0,,K. Durant makes free throw 1 of 2,97,62
3,3:45.0,D. Harris enters the game for J. Brunson,,97,62
3,3:45.0,,D. Lee enters the game for A. McKinnie,97,62
3,3:45.0,,K. Durant makes free throw 2 of 2,97,63
3,3:29.0,J. Jackson makes 2-pt jump shot from 8 ft (assist by D. Harris),,99,63
3,3:16.0,,K. Durant makes 2-pt jump shot from 13 ft (assist by A. Iguodala),99,65
3,3:04.0,Turnover by L. Dončić (bad pass; steal by A. Iguodala),,99,65
3,3:02.0,,Personal take foul by D. Harris (drawn by A. Iguodala),99,65
3,2:53.0,,K. Durant misses 3-pt jump shot from 29 ft,99,65
3,2:51.0,Defensive rebound by J. Jackson,,99,65
3,2:40.0,J. Jackson makes 3-pt jump shot from 23 ft (assist by L. Dončić),,102,65
3,2:29.0,,Golden State full timeout,102,65
3,2:29.0,,J. Evans enters the game for K. Durant,102,65
3,2:29.0,,A. McKinnie enters the game for A. Iguodala,102,65
3,2:16.0,,J. Evans misses 2-pt jump shot from 11 ft,102,65
3,2:15.0,Defensive rebound by M. Kleber,,102,65
3,2:00.0,Turnover by M. Kleber (bad pass; steal by J. Jerebko),,102,65
3,2:00.0,,Personal take foul by M. Kleber (drawn by J. Bell),102,65
3,2:00.0,,J. Bell misses free throw 1 of 2,102,65
3,2:00.0,,Offensive rebound by Team,102,65
3,2:00.0,R. Broekhoff enters the game for J. Jackson,,102,65
3,2:00.0,,J. Bell misses free throw 2 of 2,102,65
3,1:58.0,Defensive rebound by M. Kleber,,102,65
3,1:49.0,Shooting foul by J. Evans (drawn by L. Dončić),,102,65
3,1:49.0,L. Dončić misses free throw 1 of 2,,102,65
3,1:49.0,Offensive rebound by Team,,102,65
3,1:49.0,L. Dončić misses free throw 2 of 2,,102,65
3,1:47.0,Offensive rebound by D. Finney-Smith,,102,65
3,1:39.0,L. Dončić misses 3-pt jump shot from 29 ft,,102,65
3,1:32.0,,Defensive rebound by Team,102,65
3,1:32.0,Loose ball foul by L. Dončić (drawn by A. McKinnie),,102,65
3,1:32.0,,A. McKinnie misses free throw 1 of 2,102,65
3,1:32.0,,Offensive rebound by Team,102,65
3,1:32.0,T. Burke enters the game for L. Dončić,,102,65
3,1:32.0,,A. McKinnie makes free throw 2 of 2,102,66
3,1:12.0,Personal foul by J. Evans (drawn by T. Burke),,102,66
3,1:12.0,T. Burke makes free throw 1 of 2,,103,66
3,1:12.0,T. Burke makes free throw 2 of 2,,104,66
3,0:57.0,,J. Bell makes 2-pt jump shot from 13 ft (assist by J. Jerebko),104,68
3,0:45.0,R. Broekhoff makes 2-pt jump shot from 19 ft (assist by D. Harris),,106,68
3,0:35.0,,J. Bell misses 2-pt jump shot from 17 ft,106,68
3,0:34.0,Defensive rebound by M. Kleber,,106,68
3,0:19.0,R. Broekhoff makes 2-pt layup from 3 ft (assist by D. Harris),,108,68
3,0:00.0,,D. Lee makes 2-pt jump shot from 6 ft,108,70
4,11:37.0,,J. Bell misses 2-pt jump shot from 17 ft,108,70
4,11:35.0,Defensive rebound by R. Broekhoff,,108,70
4,11:26.0,Turnover by T. Burke (step out of bounds),,108,70
4,11:05.0,,Turnover by Q. Cook (bad pass),108,70
4,10:57.0,D. Nowitzki misses 3-pt jump shot from 28 ft,,108,70
4,10:55.0,,Defensive rebound by D. Lee,108,70
4,10:51.0,,J. Bell misses 2-pt jump shot from 12 ft,108,70
4,10:50.0,Defensive rebound by D. Nowitzki,,108,70
4,10:30.0,D. Nowitzki misses 3-pt jump shot from 27 ft,,108,70
4,10:28.0,,Defensive rebound by D. Lee,108,70
4,10:18.0,,K. Looney makes 2-pt jump shot from 20 ft (assist by Q. Cook),108,72
4,9:53.0,D. Nowitzki makes 3-pt jump shot from 27 ft (assist by T. Burke),,111,72
4,9:42.0,,Q. Cook misses 3-pt jump shot from 26 ft,111,72
4,9:40.0,Defensive rebound by D. Harris,,111,72
4,9:30.0,Turnover by (5 sec),,111,72
4,9:17.0,,D. Lee misses 2-pt jump shot from 20 ft,111,72
4,9:14.0,,Offensive rebound by Team,111,72
4,9:14.0,Loose ball foul by D. Harris (drawn by J. Bell),,111,72
4,9:10.0,,Q. Cook misses 3-pt jump shot from 26 ft,111,72
4,9:08.0,,Offensive rebound by J. Evans,111,72
4,8:59.0,,Q. Cook makes 2-pt jump shot from 8 ft (assist by J. Evans),111,74
4,8:44.0,D. Powell makes 2-pt dunk from 2 ft (assist by D. Nowitzki),,113,74
4,8:25.0,,K. Looney makes 2-pt jump shot from 20 ft (assist by Q. Cook),113,76
4,8:16.0,Personal foul by J. Evans (drawn by R. Broekhoff),,113,76
4,8:09.0,T. Burke misses 2-pt jump shot from 8 ft,,113,76
4,8:09.0,Offensive rebound by Team,,113,76
4,8:04.0,D. Harris misses 3-pt jump shot from 29 ft,,113,76
4,8:02.0,,Defensive rebound by J. Evans,113,76
4,7:49.0,,K. Looney misses 2-pt layup from 4 ft (block by D. Nowitzki),113,76
4,7:47.0,Defensive rebound by D. Nowitzki,,113,76
4,7:38.0,D. Harris makes 3-pt jump shot from 23 ft (assist by D. Powell),,116,76
4,7:15.0,,J. Evans misses 3-pt jump shot from 27 ft,116,76
4,7:13.0,Defensive rebound by D. Powell,,116,76
4,6:58.0,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by R. Broekhoff),,118,76
4,6:42.0,,Q. Cook misses 2-pt jump shot from 16 ft,118,76
4,6:40.0,Defensive rebound by D. Nowitzki,,118,76
4,6:30.0,Turnover by D. Harris (bad pass),,118,76
4,6:30.0,,Golden State full timeout,118,76
4,6:30.0,,J. Jerebko enters the game for J. Bell,118,76
4,6:30.0,,A. McKinnie enters the game for D. Lee,118,76
4,6:12.0,,K. Looney makes 2-pt layup from 4 ft,118,78
4,5:51.0,Turnover by R. Broekhoff (bad pass; steal by J. Jerebko),,118,78
4,5:44.0,,K. Looney makes 2-pt dunk from 1 ft (assist by Q. Cook),118,80
4,5:25.0,R. Broekhoff makes 2-pt layup from 2 ft (assist by D. Powell),,120,80
4,5:10.0,,Q. Cook misses 2-pt jump shot from 20 ft,120,80
4,5:08.0,Defensive rebound by R. Broekhoff,,120,80
4,4:46.0,D. Harris misses 3-pt jump shot from 28 ft,,120,80
4,4:44.0,,Defensive rebound by J. Evans,120,80
4,4:41.0,,Personal foul by R. Broekhoff (drawn by J. Evans),120,80
4,4:41.0,K. Antetokounmpo enters the game for D. Harris,,120,80
4,4:41.0,C. Lee enters the game for D. Nowitzki,,120,80
4,4:41.0,D. Macon enters the game for D. Powell,,120,80
4,4:41.0,,J. Bell enters the game for K. Looney,120,80
4,4:26.0,,J. Evans misses 3-pt jump shot from 25 ft,120,80
