QUARTER,TIME_REMAINING,PORTLAND_ACTION,DENVER_ACTION,PORTLAND_SCORE,DENVER_SCORE
1,3:09.0,,P. Millsap makes 2-pt layup from 3 ft (assist by G. Harris),13,22
1,2:54.0,C. McCollum makes 2-pt layup from 2 ft,,15,22
1,2:43.0,,Shooting foul by R. Hood (drawn by J. Murray),15,22
1,2:43.0,,Denver full timeout,15,22
1,2:43.0,S. Curry enters the game for C. McCollum,,15,22
1,2:43.0,,W. Barton enters the game for G. Harris,15,22
1,2:43.0,,M. Plumlee enters the game for P. Millsap,15,22
1,2:43.0,,J. Murray makes free throw 1 of 3,15,23
1,2:43.0,,J. Murray makes free throw 2 of 3,15,24
1,2:43.0,,J. Murray makes free throw 3 of 3,15,25
1,2:25.0,R. Hood misses 2-pt jump shot from 8 ft (block by N. Jokić),,15,25
1,2:25.0,,Defensive rebound by T. Craig,15,25
1,2:22.0,,Turnover by T. Craig (lost ball; steal by D. Lillard),15,25
1,2:21.0,Personal take foul by M. Plumlee (drawn by D. Lillard),,15,25
1,2:16.0,D. Lillard misses 3-pt jump shot from 27 ft,,15,25
1,2:11.0,Offensive rebound by E. Freedom,,15,25
1,2:09.0,D. Lillard misses 3-pt jump shot from 27 ft,,15,25
1,2:05.0,,Defensive rebound by J. Murray,15,25
1,1:59.0,,J. Murray makes 2-pt layup from 2 ft,15,27
1,1:36.0,D. Lillard misses 2-pt jump shot from 14 ft,,15,27
1,1:33.0,,Defensive rebound by N. Jokić,15,27
1,1:24.0,,M. Plumlee misses 2-pt layup from 2 ft,15,27
1,1:22.0,,Offensive rebound by M. Plumlee,15,27
1,1:22.0,,M. Plumlee misses 2-pt layup at rim,15,27
1,1:22.0,Defensive rebound by E. Freedom,,15,27
1,1:14.0,E. Freedom misses 2-pt hook shot from 4 ft,,15,27
1,1:12.0,,Defensive rebound by N. Jokić,15,27
1,1:08.0,,Personal foul by S. Curry (drawn by J. Murray),15,27
1,1:08.0,,J. Murray makes free throw 1 of 2,15,28
1,1:08.0,,M. Beasley enters the game for T. Craig,15,28
1,1:08.0,,J. Murray makes free throw 2 of 2,15,29
1,0:51.0,Personal foul by W. Barton (drawn by R. Hood),,15,29
1,0:51.0,R. Hood makes free throw 1 of 2,,16,29
1,0:51.0,,M. Morris enters the game for J. Murray,16,29
1,0:51.0,R. Hood makes free throw 2 of 2,,17,29
1,0:33.0,,N. Jokić misses 2-pt hook shot from 3 ft,17,29
1,0:32.0,Defensive rebound by D. Lillard,,17,29
1,0:25.0,E. Freedom misses 2-pt layup from 2 ft (block by M. Plumlee),,17,29
1,0:25.0,,Defensive rebound by Team,17,29
1,0:04.0,,N. Jokić misses 3-pt jump shot from 25 ft,17,29
1,0:01.0,Defensive rebound by R. Hood,,17,29
1,0:00.0,R. Hood misses 3-pt jump shot from 57 ft,,17,29
1,0:00.0,Offensive rebound by Team,,17,29
2,11:44.0,,W. Barton makes 2-pt layup from 2 ft,17,31
2,11:26.0,C. McCollum misses 2-pt layup from 3 ft,,17,31
2,11:24.0,,Defensive rebound by P. Millsap,17,31
2,11:21.0,,W. Barton misses 3-pt jump shot from 25 ft,17,31
2,11:19.0,,Offensive rebound by Team,17,31
2,11:19.0,Loose ball foul by Z. Collins (drawn by M. Plumlee),,17,31
2,11:12.0,,M. Beasley misses 3-pt jump shot from 24 ft,17,31
2,11:09.0,Defensive rebound by C. McCollum,,17,31
2,11:01.0,Personal foul by M. Beasley (drawn by Z. Collins),,17,31
2,10:46.0,Z. Collins makes 2-pt layup from 3 ft (assist by C. McCollum),,19,31
2,10:26.0,,W. Barton misses 2-pt jump shot from 6 ft,19,31
2,10:23.0,Defensive rebound by C. McCollum,,19,31
2,10:18.0,R. Hood misses 3-pt jump shot from 22 ft,,19,31
2,10:16.0,,Defensive rebound by M. Morris,19,31
2,10:09.0,,Shooting foul by S. Curry (drawn by M. Morris),19,31
2,10:09.0,,M. Morris makes free throw 1 of 2,19,32
2,10:09.0,,M. Morris misses free throw 2 of 2,19,32
2,10:07.0,Defensive rebound by Z. Collins,,19,32
2,10:00.0,E. Turner misses 2-pt jump shot from 13 ft,,19,32
2,9:58.0,,Defensive rebound by M. Morris,19,32
2,9:53.0,,M. Plumlee makes 2-pt dunk from 1 ft,19,34
2,9:53.0,,Shooting foul by E. Turner (drawn by M. Plumlee),19,34
2,9:53.0,,M. Plumlee misses free throw 1 of 1,19,34
2,9:51.0,Defensive rebound by E. Turner,,19,34
2,9:38.0,C. McCollum misses 2-pt jump shot from 8 ft,,19,34
2,9:36.0,Offensive rebound by Z. Collins,,19,34
2,9:34.0,Z. Collins misses 2-pt jump shot from 2 ft,,19,34
2,9:32.0,,Defensive rebound by P. Millsap,19,34
2,9:25.0,,Shooting foul by E. Turner (drawn by P. Millsap),19,34
2,9:25.0,,P. Millsap makes free throw 1 of 2,19,35
2,9:25.0,D. Lillard enters the game for R. Hood,,19,35
2,9:25.0,,P. Millsap misses free throw 2 of 2,19,35
2,9:23.0,Defensive rebound by E. Turner,,19,35
2,9:15.0,Offensive foul by Z. Collins (drawn by M. Morris),,19,35
2,9:15.0,Turnover by Z. Collins (offensive foul),,19,35
2,8:56.0,,P. Millsap misses 2-pt jump shot from 6 ft,19,35
2,8:54.0,Defensive rebound by E. Turner,,19,35
2,8:50.0,Personal foul by W. Barton (drawn by S. Curry),,19,35
2,8:39.0,D. Lillard misses 2-pt jump shot from 20 ft,,19,35
2,8:36.0,,Defensive rebound by W. Barton,19,35
2,8:20.0,,P. Millsap misses 2-pt layup from 2 ft (block by Z. Collins),19,35
2,8:18.0,Defensive rebound by C. McCollum,,19,35
2,8:18.0,Personal take foul by M. Morris (drawn by C. McCollum),,19,35
2,8:18.0,E. Freedom enters the game for E. Turner,,19,35
2,8:18.0,,G. Harris enters the game for M. Beasley,19,35
2,8:18.0,,N. Jokić enters the game for P. Millsap,19,35
2,8:10.0,C. McCollum makes 3-pt jump shot from 25 ft,,22,35
2,7:50.0,,W. Barton makes 2-pt jump shot from 9 ft,22,37
2,7:30.0,Turnover by D. Lillard (bad pass; steal by M. Morris),,22,37
2,7:26.0,,M. Morris makes 2-pt layup from 2 ft,22,39
2,7:26.0,Portland full timeout,,22,39
2,7:26.0,,J. Murray enters the game for M. Morris,22,39
2,7:12.0,C. McCollum makes 2-pt jump shot from 8 ft,,24,39
2,6:55.0,,G. Harris misses 3-pt jump shot from 23 ft,24,39
2,6:53.0,Defensive rebound by E. Freedom,,24,39
2,6:53.0,Personal foul by J. Murray (drawn by E. Freedom),,24,39
2,6:38.0,C. McCollum makes 2-pt layup from 1 ft,,26,39
2,6:20.0,,J. Murray misses 2-pt layup from 3 ft (block by Z. Collins),26,39
2,6:19.0,Defensive rebound by Z. Collins,,26,39
2,6:19.0,R. Hood enters the game for S. Curry,,26,39
2,6:19.0,,T. Craig enters the game for W. Barton,26,39
2,6:02.0,D. Lillard makes 2-pt jump shot from 14 ft,,28,39
2,5:42.0,,N. Jokić misses 2-pt hook shot from 5 ft,28,39
2,5:41.0,Defensive rebound by D. Lillard,,28,39
2,5:40.0,Personal foul by M. Plumlee (drawn by D. Lillard),,28,39
2,5:40.0,D. Lillard makes free throw 1 of 2,,29,39
2,5:40.0,,P. Millsap enters the game for M. Plumlee,29,39
2,5:40.0,D. Lillard misses free throw 2 of 2,,29,39
2,5:40.0,,Defensive rebound by T. Craig,29,39
2,5:24.0,,Turnover by G. Harris (bad pass; steal by D. Lillard),29,39
2,5:24.0,Personal foul by G. Harris (drawn by D. Lillard),,29,39
2,5:24.0,D. Lillard makes free throw 1 of 2,,30,39
2,5:24.0,D. Lillard makes free throw 2 of 2,,31,39
2,5:00.0,,N. Jokić makes 2-pt jump shot from 12 ft,31,41
2,4:46.0,D. Lillard misses 2-pt layup from 2 ft,,31,41
2,4:43.0,,Defensive rebound by J. Murray,31,41
2,4:36.0,,Shooting foul by Z. Collins (drawn by P. Millsap),31,41
2,4:36.0,,P. Millsap misses free throw 1 of 2,31,41
2,4:36.0,,Offensive rebound by Team,31,41
2,4:36.0,E. Turner enters the game for Z. Collins,,31,41
2,4:36.0,,P. Millsap makes free throw 2 of 2,31,42
2,4:15.0,Shooting foul by P. Millsap (drawn by D. Lillard),,31,42
2,4:15.0,D. Lillard makes free throw 1 of 2,,32,42
2,4:15.0,D. Lillard makes free throw 2 of 2,,33,42
2,3:57.0,,Shooting foul by E. Freedom (drawn by N. Jokić),33,42
2,3:57.0,,N. Jokić misses free throw 1 of 2,33,42
2,3:57.0,,Offensive rebound by Team,33,42
2,3:57.0,,N. Jokić makes free throw 2 of 2,33,43
2,3:48.0,Shooting foul by P. Millsap (drawn by E. Turner),,33,43
2,3:48.0,E. Turner makes free throw 1 of 2,,34,43
2,3:48.0,,M. Plumlee enters the game for P. Millsap,34,43
2,3:48.0,E. Turner makes free throw 2 of 2,,35,43
2,3:36.0,,N. Jokić makes 2-pt jump shot from 8 ft (assist by J. Murray),35,45
2,3:21.0,C. McCollum misses 2-pt layup from 4 ft,,35,45
2,3:19.0,Offensive rebound by E. Freedom,,35,45
2,3:19.0,E. Freedom misses 2-pt layup from 2 ft (block by M. Plumlee),,35,45
2,3:19.0,,Defensive rebound by Team,35,45
2,3:07.0,,J. Murray makes 2-pt jump shot from 6 ft,35,47
2,2:53.0,E. Turner misses 2-pt jump shot from 10 ft,,35,47
2,2:51.0,,Defensive rebound by M. Plumlee,35,47
2,2:48.0,,T. Craig misses 3-pt jump shot from 24 ft,35,47
2,2:48.0,,Offensive rebound by Team,35,47
2,2:47.0,Loose ball foul by E. Turner (drawn by M. Plumlee),,35,47
2,2:47.0,,Denver full timeout,35,47
2,2:47.0,M. Leonard enters the game for E. Turner,,35,47
2,2:47.0,,M. Plumlee misses free throw 1 of 2,35,47
2,2:47.0,,Offensive rebound by Team,35,47
2,2:47.0,,M. Plumlee makes free throw 2 of 2,35,48
2,2:27.0,E. Freedom makes 2-pt layup from 1 ft,,37,48
2,2:06.0,,J. Murray misses 2-pt layup from 2 ft,37,48
2,2:06.0,,Offensive rebound by J. Murray,37,48
2,2:02.0,,J. Murray misses 3-pt jump shot from 25 ft,37,48
2,1:58.0,Defensive rebound by Team,,37,48
2,1:41.0,M. Leonard misses 3-pt jump shot from 25 ft,,37,48
2,1:38.0,,Defensive rebound by N. Jokić,37,48
2,1:22.0,,N. Jokić misses 2-pt jump shot from 6 ft,37,48
2,1:20.0,Defensive rebound by R. Hood,,37,48
2,1:01.0,M. Leonard misses 3-pt jump shot from 26 ft,,37,48
2,0:57.0,,Defensive rebound by J. Murray,37,48
2,0:45.0,,N. Jokić misses 2-pt jump shot from 11 ft,37,48
2,0:43.0,Defensive rebound by E. Freedom,,37,48
2,0:27.0,R. Hood makes 2-pt jump shot from 8 ft (assist by E. Freedom),,39,48
2,0:14.0,,J. Murray misses 2-pt jump shot from 14 ft,39,48
2,0:12.0,Defensive rebound by D. Lillard,,39,48
2,0:02.0,D. Lillard misses 3-pt jump shot from 31 ft,,39,48
2,0:02.0,,Defensive rebound by M. Plumlee,39,48
3,11:42.0,,N. Jokić misses 2-pt jump shot from 8 ft,39,48
3,11:36.0,,Offensive rebound by N. Jokić,39,48
3,11:36.0,,N. Jokić makes 2-pt layup from 1 ft,39,50
3,11:19.0,Z. Collins misses 2-pt jump shot from 11 ft,,39,50
3,11:17.0,,Defensive rebound by N. Jokić,39,50
3,11:17.0,,Personal foul by Z. Collins (drawn by N. Jokić),39,50
3,10:59.0,,J. Murray misses 3-pt jump shot from 25 ft,39,50
3,10:55.0,Defensive rebound by R. Hood,,39,50
3,10:48.0,D. Lillard misses 3-pt jump shot from 24 ft,,39,50
3,10:43.0,Offensive rebound by E. Freedom,,39,50
3,10:43.0,E. Freedom makes 2-pt layup at rim,,41,50
3,10:30.0,,N. Jokić misses 2-pt jump shot from 6 ft,41,50
3,10:28.0,Defensive rebound by E. Freedom,,41,50
3,10:24.0,R. Hood makes 2-pt dunk from 1 ft (assist by D. Lillard),,43,50
3,10:04.0,,N. Jokić makes 2-pt jump shot from 17 ft (assist by T. Craig),43,52
3,9:52.0,C. McCollum makes 2-pt layup from 2 ft,,45,52
3,9:45.0,,G. Harris makes 2-pt layup from 1 ft (assist by N. Jokić),45,54
3,9:31.0,E. Freedom misses 3-pt jump shot from 26 ft,,45,54
3,9:26.0,,Defensive rebound by G. Harris,45,54
3,9:10.0,,Turnover by N. Jokić (bad pass; steal by C. McCollum),45,54
3,9:10.0,Personal take foul by G. Harris (drawn by C. McCollum),,45,54
3,8:53.0,C. McCollum makes 2-pt jump shot from 16 ft,,47,54
3,8:35.0,,P. Millsap misses 2-pt layup from 2 ft,47,54
3,8:32.0,,Offensive rebound by T. Craig,47,54
3,8:32.0,,T. Craig makes 2-pt layup from 1 ft,47,56
3,8:22.0,Z. Collins misses 3-pt jump shot from 24 ft,,47,56
3,8:20.0,,Defensive rebound by Team,47,56
3,8:05.0,,P. Millsap misses 2-pt jump shot from 10 ft (block by Z. Collins),47,56
3,8:03.0,Defensive rebound by Z. Collins,,47,56
3,7:54.0,C. McCollum makes 2-pt dunk at rim,,49,56
3,7:52.0,,Denver full timeout,49,56
3,7:38.0,,G. Harris makes 2-pt jump shot from 5 ft (assist by P. Millsap),49,58
3,7:20.0,C. McCollum makes 2-pt layup from 2 ft,,51,58
3,7:03.0,,J. Murray misses 2-pt jump shot from 6 ft,51,58
3,7:02.0,,Offensive rebound by T. Craig,51,58
3,7:01.0,,T. Craig misses 2-pt layup from 1 ft,51,58
3,6:59.0,Defensive rebound by D. Lillard,,51,58
3,6:52.0,C. McCollum misses 2-pt jump shot from 7 ft,,51,58
3,6:52.0,Offensive rebound by C. McCollum,,51,58
3,6:41.0,E. Freedom makes 2-pt layup from 1 ft (assist by D. Lillard),,53,58
3,6:15.0,,J. Murray misses 2-pt layup from 2 ft,53,58
3,6:14.0,,Offensive rebound by N. Jokić,53,58
3,6:12.0,,N. Jokić misses 2-pt layup from 2 ft,53,58
3,6:11.0,Defensive rebound by E. Freedom,,53,58
3,5:55.0,E. Freedom makes 2-pt jump shot from 15 ft (assist by D. Lillard),,55,58
3,5:35.0,,T. Craig makes 2-pt layup from 2 ft (assist by G. Harris),55,60
3,5:35.0,,Shooting foul by Z. Collins (drawn by T. Craig),55,60
3,5:35.0,Portland full timeout,,55,60
3,5:35.0,M. Harkless enters the game for Z. Collins,,55,60
3,5:35.0,E. Turner enters the game for R. Hood,,55,60
3,5:35.0,,T. Craig makes free throw 1 of 1,55,61
3,5:20.0,C. McCollum misses 2-pt layup from 2 ft,,55,61
3,5:18.0,,Defensive rebound by Team,55,61
3,4:58.0,,N. Jokić makes 2-pt layup from 2 ft,55,63
3,4:45.0,E. Turner misses 2-pt layup from 3 ft (block by N. Jokić),,55,63
3,4:45.0,Offensive rebound by Team,,55,63
3,4:43.0,E. Turner makes 2-pt jump shot from 13 ft (assist by M. Harkless),,57,63
3,4:29.0,,J. Murray misses 3-pt jump shot from 24 ft,57,63
3,4:27.0,,Offensive rebound by J. Murray,57,63
3,4:21.0,,P. Millsap misses 2-pt layup from 2 ft,57,63
3,4:18.0,Defensive rebound by D. Lillard,,57,63
3,4:16.0,M. Harkless makes 2-pt dunk from 1 ft (assist by D. Lillard),,59,63
3,3:54.0,,Personal foul by E. Freedom (drawn by N. Jokić),59,63
3,3:54.0,M. Leonard enters the game for E. Turner,,59,63
3,3:54.0,,M. Plumlee enters the game for P. Millsap,59,63
3,3:38.0,,J. Murray misses 2-pt jump shot from 10 ft,59,63
3,3:36.0,Defensive rebound by D. Lillard,,59,63
3,3:34.0,Personal foul by M. Plumlee (drawn by D. Lillard),,59,63
3,3:34.0,,W. Barton enters the game for T. Craig,59,63
3,3:27.0,M. Harkless misses 3-pt jump shot from 23 ft,,59,63
3,3:24.0,Offensive rebound by Team,,59,63
3,3:20.0,C. McCollum makes 2-pt jump shot from 13 ft (assist by M. Harkless),,61,63
3,3:08.0,,Personal foul by M. Leonard (drawn by N. Jokić),61,63
3,3:01.0,,J. Murray misses 2-pt jump shot from 4 ft,61,63
3,2:59.0,Defensive rebound by M. Harkless,,61,63
3,2:45.0,C. McCollum misses 2-pt jump shot from 4 ft,,61,63
3,2:43.0,,Defensive rebound by M. Plumlee,61,63
3,2:37.0,,G. Harris makes 2-pt layup from 4 ft,61,65
3,2:37.0,,Shooting foul by M. Leonard (drawn by G. Harris),61,65
3,2:37.0,,G. Harris misses free throw 1 of 1,61,65
3,2:34.0,,Offensive rebound by N. Jokić,61,65
3,2:27.0,,J. Murray makes 2-pt dunk from 1 ft (assist by W. Barton),61,67
3,2:14.0,D. Lillard misses 2-pt layup from 5 ft (block by N. Jokić),,61,67
3,2:13.0,,Defensive rebound by M. Plumlee,61,67
3,2:13.0,,Personal take foul by M. Harkless (drawn by M. Plumlee),61,67
3,2:13.0,,M. Plumlee makes free throw 1 of 2,61,68
3,2:13.0,,M. Plumlee misses free throw 2 of 2,61,68
3,2:11.0,Defensive rebound by D. Lillard,,61,68
3,1:56.0,M. Leonard misses 2-pt jump shot from 7 ft,,61,68
3,1:56.0,Offensive rebound by M. Harkless,,61,68
3,1:56.0,M. Harkless makes 2-pt dunk at rim,,63,68
3,1:56.0,Shooting foul by N. Jokić (drawn by M. Harkless),,63,68
3,1:56.0,,M. Morris enters the game for J. Murray,63,68
3,1:56.0,M. Harkless misses free throw 1 of 1,,63,68
3,1:52.0,Offensive rebound by M. Harkless,,63,68
3,1:50.0,M. Harkless makes 2-pt hook shot from 5 ft,,65,68
3,1:38.0,,Personal foul by M. Leonard (drawn by N. Jokić),65,68
3,1:38.0,,N. Jokić makes free throw 1 of 2,65,69
3,1:38.0,,N. Jokić makes free throw 2 of 2,65,70
3,1:23.0,M. Leonard makes 2-pt dunk from 1 ft (assist by D. Lillard),,67,70
3,1:01.0,,W. Barton misses 3-pt jump shot from 25 ft,67,70
3,0:58.0,Defensive rebound by C. McCollum,,67,70
3,0:47.0,Shooting foul by W. Barton (drawn by C. McCollum),,67,70
3,0:47.0,C. McCollum makes free throw 1 of 2,,68,70
3,0:47.0,C. McCollum makes free throw 2 of 2,,69,70
3,0:33.0,,M. Morris misses 2-pt layup from 1 ft (block by M. Harkless),69,70
3,0:31.0,Defensive rebound by C. McCollum,,69,70
3,0:12.0,C. McCollum makes 2-pt jump shot from 5 ft,,71,70
3,0:03.0,,Shooting foul by M. Harkless (drawn by M. Morris),71,70
3,0:03.0,,M. Morris misses free throw 1 of 3,71,70
3,0:03.0,,Offensive rebound by Team,71,70
3,0:03.0,,M. Morris makes free throw 2 of 3,71,71
3,0:03.0,,P. Millsap enters the game for N. Jokić,71,71
3,0:03.0,,M. Morris makes free throw 3 of 3,71,72
3,0:00.0,D. Lillard misses 3-pt jump shot from 27 ft,,71,72
3,0:00.0,Offensive rebound by Team,,71,72
4,11:41.0,C. McCollum misses 2-pt layup from 1 ft,,71,72
4,11:38.0,,Defensive rebound by M. Plumlee,71,72
4,11:36.0,,Personal foul by S. Curry (drawn by W. Barton),71,72
4,11:32.0,,W. Barton misses 2-pt jump shot from 17 ft,71,72
4,11:30.0,Defensive rebound by Z. Collins,,71,72
4,11:12.0,Z. Collins makes 3-pt jump shot from 23 ft (assist by D. Lillard),,74,72
4,10:50.0,,W. Barton misses 2-pt layup from 2 ft (block by Z. Collins),74,72
4,10:49.0,,Offensive rebound by W. Barton,74,72
4,10:44.0,,W. Barton makes 2-pt layup from 3 ft,74,74
4,10:23.0,E. Turner makes 2-pt layup at rim (assist by Z. Collins),,76,74
4,10:01.0,,P. Millsap misses 2-pt layup from 2 ft,76,74
4,10:00.0,,Offensive rebound by P. Millsap,76,74
4,10:00.0,,P. Millsap misses 2-pt layup from 2 ft (block by E. Turner),76,74
4,10:00.0,,Offensive rebound by Team,76,74
4,10:00.0,,N. Jokić enters the game for M. Plumlee,76,74
4,9:57.0,,W. Barton makes 2-pt dunk from 1 ft (assist by M. Morris),76,76
4,9:35.0,Shooting foul by P. Millsap (drawn by Z. Collins),,76,76
4,9:35.0,Z. Collins makes free throw 1 of 2,,77,76
4,9:35.0,,G. Harris enters the game for M. Beasley,77,76
4,9:35.0,Z. Collins makes free throw 2 of 2,,78,76
4,9:15.0,,M. Morris misses 3-pt jump shot from 25 ft,78,76
4,9:14.0,,Offensive rebound by Team,78,76
4,9:14.0,Loose ball foul by E. Turner (drawn by N. Jokić),,78,76
4,9:14.0,,J. Murray enters the game for M. Morris,78,76
4,9:08.0,,N. Jokić misses 3-pt jump shot from 26 ft,78,76
4,9:05.0,Defensive rebound by D. Lillard,,78,76
4,8:58.0,S. Curry misses 3-pt jump shot from 23 ft,,78,76
4,8:56.0,Offensive rebound by E. Turner,,78,76
4,8:53.0,D. Lillard makes 3-pt jump shot from 26 ft (assist by E. Turner),,81,76
4,8:51.0,,Denver full timeout,81,76
4,8:34.0,,N. Jokić misses 2-pt hook shot from 5 ft,81,76
4,8:34.0,,Offensive rebound by N. Jokić,81,76
4,8:34.0,,N. Jokić makes 2-pt layup from 2 ft,81,78
4,8:34.0,,Shooting foul by D. Lillard (drawn by N. Jokić),81,78
4,8:34.0,,N. Jokić makes free throw 1 of 1,81,79
4,8:10.0,S. Curry misses 3-pt jump shot from 23 ft,,81,79
4,8:05.0,Offensive rebound by E. Turner,,81,79
4,7:59.0,C. McCollum makes 2-pt layup from 1 ft,,83,79
4,7:45.0,,N. Jokić makes 2-pt layup from 2 ft (assist by J. Murray),83,81
4,7:24.0,E. Turner makes 2-pt layup from 1 ft,,85,81
4,7:24.0,Shooting foul by P. Millsap (drawn by E. Turner),,85,81
4,7:24.0,E. Freedom enters the game for Z. Collins,,85,81
4,7:24.0,,T. Craig enters the game for P. Millsap,85,81
4,7:24.0,E. Turner makes free throw 1 of 1,,86,81
4,7:08.0,,N. Jokić misses 3-pt jump shot from 25 ft,86,81
4,7:05.0,Defensive rebound by C. McCollum,,86,81
4,6:58.0,D. Lillard misses 3-pt jump shot from 27 ft,,86,81
4,6:55.0,,Defensive rebound by G. Harris,86,81
4,6:44.0,,N. Jokić misses 2-pt hook shot from 4 ft,86,81
4,6:42.0,Defensive rebound by E. Freedom,,86,81
4,6:35.0,Turnover by E. Freedom (bad pass),,86,81
4,6:27.0,,Personal foul by S. Curry (drawn by N. Jokić),86,81
4,6:18.0,,J. Murray misses 2-pt jump shot from 5 ft,86,81
4,6:16.0,,Offensive rebound by T. Craig,86,81
4,6:16.0,,Personal foul by D. Lillard (drawn by T. Craig),86,81
4,6:16.0,,T. Craig makes free throw 1 of 2,86,82
4,6:16.0,,T. Craig makes free throw 2 of 2,86,83
4,6:06.0,Personal foul by T. Craig (drawn by C. McCollum),,86,83
4,6:02.0,Shooting foul by N. Jokić (drawn by E. Turner),,86,83
4,6:02.0,E. Turner misses free throw 1 of 2,,86,83
4,6:02.0,Offensive rebound by Team,,86,83
4,6:02.0,E. Turner makes free throw 2 of 2,,87,83
4,5:42.0,,N. Jokić misses 2-pt jump shot from 13 ft,87,83
