QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,MINNESOTA_ACTION,OKLAHOMA CITY_SCORE,MINNESOTA_SCORE
1,7:27.0,,A. Wiggins makes free throw 1 of 2,15,7
1,7:27.0,Oklahoma City full timeout,,15,7
1,7:27.0,,A. Wiggins makes free throw 2 of 2,15,8
1,7:18.0,R. Westbrook makes 2-pt jump shot from 6 ft,,17,8
1,7:05.0,,Turnover by K. Towns (out of bounds lost ball),17,8
1,6:53.0,P. George makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,20,8
1,6:30.0,,K. Towns misses 2-pt layup from 2 ft,20,8
1,6:28.0,Defensive rebound by T. Ferguson,,20,8
1,6:21.0,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),,22,8
1,6:10.0,,T. Jones makes 2-pt jump shot from 9 ft,22,10
1,5:46.0,P. George misses 3-pt jump shot from 26 ft,,22,10
1,5:43.0,,Defensive rebound by Team,22,10
1,5:43.0,Loose ball foul by S. Adams (drawn by K. Towns),,22,10
1,5:43.0,D. Schröder enters the game for P. George,,22,10
1,5:43.0,,K. Bates-Diop enters the game for A. Wiggins,22,10
1,5:31.0,,Shooting foul by R. Westbrook (drawn by K. Towns),22,10
1,5:31.0,,K. Towns makes free throw 1 of 2,22,11
1,5:31.0,,K. Towns makes free throw 2 of 2,22,12
1,5:19.0,R. Westbrook makes 2-pt layup from 3 ft,,24,12
1,4:55.0,,Turnover by K. Towns (bad pass),24,12
1,4:55.0,N. Noel enters the game for S. Adams,,24,12
1,4:45.0,D. Schröder misses 3-pt jump shot from 25 ft,,24,12
1,4:40.0,Offensive rebound by J. Grant,,24,12
1,4:39.0,R. Westbrook misses 2-pt layup from 1 ft,,24,12
1,4:37.0,,Defensive rebound by D. Šarić,24,12
1,4:30.0,,K. Towns makes 2-pt dunk from 1 ft (assist by T. Jones),24,14
1,4:15.0,J. Grant misses 2-pt layup from 2 ft,,24,14
1,4:14.0,,Defensive rebound by K. Towns,24,14
1,4:09.0,,K. Bates-Diop makes 2-pt layup from 2 ft (assist by J. Okogie),24,16
1,3:55.0,R. Westbrook makes 3-pt jump shot from 25 ft,,27,16
1,3:34.0,,K. Bates-Diop makes 3-pt jump shot from 25 ft (assist by T. Jones),27,19
1,3:25.0,R. Westbrook misses 3-pt jump shot from 27 ft,,27,19
1,3:22.0,,Defensive rebound by T. Jones,27,19
1,3:12.0,,D. Šarić makes 3-pt jump shot from 25 ft (assist by T. Jones),27,22
1,2:54.0,D. Schröder misses 2-pt jump shot from 6 ft,,27,22
1,2:49.0,Offensive rebound by N. Noel,,27,22
1,2:49.0,N. Noel makes 2-pt dunk from 1 ft,,29,22
1,2:43.0,,D. Šarić makes 2-pt dunk from 2 ft (assist by T. Jones),29,24
1,2:23.0,R. Westbrook misses 3-pt jump shot from 25 ft,,29,24
1,2:20.0,Offensive rebound by T. Ferguson,,29,24
1,2:19.0,T. Ferguson misses 3-pt jump shot from 22 ft,,29,24
1,2:17.0,Offensive rebound by N. Noel,,29,24
1,2:17.0,Shooting foul by D. Šarić (drawn by N. Noel),,29,24
1,2:17.0,N. Noel makes free throw 1 of 2,,30,24
1,2:17.0,P. George enters the game for J. Grant,,30,24
1,2:17.0,M. Morris enters the game for R. Westbrook,,30,24
1,2:17.0,,G. Dieng enters the game for T. Jones,30,24
1,2:17.0,,J. Terrell enters the game for J. Okogie,30,24
1,2:17.0,,A. Tolliver enters the game for D. Šarić,30,24
1,2:17.0,,A. Wiggins enters the game for K. Towns,30,24
1,2:17.0,N. Noel makes free throw 2 of 2,,31,24
1,1:56.0,,G. Dieng misses 2-pt dunk from 3 ft (block by N. Noel),31,24
1,1:56.0,,Offensive rebound by Team,31,24
1,1:53.0,,A. Wiggins makes 2-pt jump shot from 17 ft (assist by K. Bates-Diop),31,26
1,1:43.0,D. Schröder misses 2-pt layup from 2 ft,,31,26
1,1:40.0,,Defensive rebound by G. Dieng,31,26
1,1:28.0,,G. Dieng misses 2-pt jump shot from 6 ft,31,26
1,1:27.0,Defensive rebound by T. Ferguson,,31,26
1,1:12.0,M. Morris misses 2-pt jump shot from 7 ft,,31,26
1,1:12.0,Offensive rebound by T. Ferguson,,31,26
1,1:12.0,Shooting foul by J. Terrell (drawn by T. Ferguson),,31,26
1,1:12.0,T. Ferguson misses free throw 1 of 2,,31,26
1,1:12.0,Offensive rebound by Team,,31,26
1,1:12.0,T. Ferguson makes free throw 2 of 2,,32,26
1,1:00.0,,J. Terrell makes 2-pt jump shot from 19 ft,32,28
1,0:52.0,D. Schröder makes 3-pt jump shot from 26 ft (assist by P. George),,35,28
1,0:43.0,,A. Wiggins makes 3-pt jump shot from 25 ft (assist by J. Terrell),35,31
1,0:21.0,M. Morris makes 3-pt jump shot from 22 ft (assist by N. Noel),,38,31
1,0:03.0,,Personal foul by P. George (drawn by A. Wiggins),38,31
1,0:03.0,,A. Wiggins misses free throw 1 of 2,38,31
1,0:03.0,,Offensive rebound by Team,38,31
1,0:03.0,,A. Wiggins misses free throw 2 of 2,38,31
1,0:01.0,Defensive rebound by M. Morris,,38,31
1,0:00.0,Turnover by M. Morris (bad pass; steal by A. Wiggins),,38,31
2,11:49.0,D. Schröder makes 2-pt jump shot from 7 ft (assist by P. George),,40,31
2,11:30.0,,A. Wiggins misses 2-pt jump shot from 10 ft,40,31
2,11:30.0,,Offensive rebound by A. Wiggins,40,31
2,11:30.0,,A. Wiggins makes 2-pt layup at rim,40,33
2,11:30.0,,Shooting foul by N. Noel (drawn by A. Wiggins),40,33
2,11:30.0,,A. Wiggins makes free throw 1 of 1,40,34
2,11:20.0,Personal foul by G. Dieng (drawn by D. Schröder),,40,34
2,11:14.0,Personal foul by J. Terrell (drawn by D. Schröder),,40,34
2,11:07.0,M. Morris misses 2-pt layup from 1 ft,,40,34
2,11:05.0,,Defensive rebound by G. Dieng,40,34
2,10:59.0,,K. Bates-Diop misses 3-pt jump shot from 24 ft,40,34
2,10:56.0,Defensive rebound by M. Morris,,40,34
2,10:51.0,R. Felton makes 3-pt jump shot from 25 ft (assist by D. Schröder),,43,34
2,10:26.0,,G. Dieng makes 2-pt jump shot from 11 ft,43,36
2,10:11.0,M. Morris misses 2-pt jump shot from 1 ft,,43,36
2,10:08.0,,Defensive rebound by G. Dieng,43,36
2,10:01.0,,A. Wiggins makes 3-pt jump shot from 25 ft,43,39
2,9:43.0,D. Schröder misses 2-pt jump shot from 18 ft,,43,39
2,9:41.0,,Defensive rebound by K. Bates-Diop,43,39
2,9:33.0,,A. Tolliver misses 3-pt jump shot from 26 ft,43,39
2,9:30.0,Defensive rebound by R. Felton,,43,39
2,9:18.0,Turnover by N. Noel (bad pass; steal by A. Tolliver),,43,39
2,9:12.0,,Personal foul by M. Morris (drawn by K. Bates-Diop),43,39
2,9:12.0,S. Adams enters the game for N. Noel,,43,39
2,9:08.0,,Personal foul by P. George (drawn by A. Wiggins),43,39
2,9:04.0,,G. Dieng makes 2-pt jump shot from 21 ft (assist by A. Wiggins),43,41
2,9:02.0,Oklahoma City full timeout,,43,41
2,9:02.0,R. Westbrook enters the game for D. Schröder,,43,41
2,8:51.0,P. George misses 3-pt jump shot from 26 ft,,43,41
2,8:48.0,Offensive rebound by R. Westbrook,,43,41
2,8:45.0,M. Morris makes 3-pt jump shot from 23 ft (assist by P. George),,46,41
2,8:20.0,,G. Dieng misses 2-pt jump shot from 20 ft,46,41
2,8:18.0,Defensive rebound by R. Westbrook,,46,41
2,8:00.0,M. Morris misses 3-pt jump shot from 22 ft,,46,41
2,7:57.0,,Defensive rebound by A. Wiggins,46,41
2,7:48.0,,A. Wiggins misses 2-pt layup from 3 ft,46,41
2,7:45.0,Defensive rebound by S. Adams,,46,41
2,7:37.0,R. Westbrook misses 2-pt jump shot from 17 ft,,46,41
2,7:34.0,,Defensive rebound by A. Tolliver,46,41
2,7:24.0,,G. Dieng makes 2-pt layup from 2 ft (assist by J. Terrell),46,43
2,7:10.0,S. Adams misses 2-pt hook shot from 6 ft,,46,43
2,7:07.0,Offensive rebound by S. Adams,,46,43
2,7:04.0,Turnover by S. Adams (lost ball; steal by K. Bates-Diop),,46,43
2,6:51.0,,A. Tolliver makes 3-pt jump shot from 23 ft (assist by A. Wiggins),46,46
2,6:51.0,,Shooting foul by M. Morris (drawn by A. Tolliver),46,46
2,6:51.0,T. Ferguson enters the game for R. Felton,,46,46
2,6:51.0,J. Grant enters the game for P. George,,46,46
2,6:51.0,D. Schröder enters the game for M. Morris,,46,46
2,6:51.0,,J. Okogie enters the game for K. Bates-Diop,46,46
2,6:51.0,,C. Reynolds enters the game for A. Wiggins,46,46
2,6:51.0,,A. Tolliver misses free throw 1 of 1,46,46
2,6:46.0,Defensive rebound by R. Westbrook,,46,46
2,6:39.0,S. Adams makes 2-pt layup from 2 ft (assist by R. Westbrook),,48,46
2,6:25.0,,Shooting foul by T. Ferguson (drawn by G. Dieng),48,46
2,6:25.0,,G. Dieng makes free throw 1 of 2,48,47
2,6:25.0,,T. Jones enters the game for J. Terrell,48,47
2,6:25.0,,G. Dieng makes free throw 2 of 2,48,48
2,6:10.0,Offensive foul by R. Westbrook (drawn by J. Okogie),,48,48
2,6:10.0,Turnover by R. Westbrook (offensive foul),,48,48
2,6:10.0,,K. Towns enters the game for G. Dieng,48,48
2,6:02.0,,Offensive foul by C. Reynolds (drawn by S. Adams),48,48
2,6:02.0,,Turnover by C. Reynolds (offensive foul),48,48
2,5:52.0,R. Westbrook misses 3-pt jump shot from 27 ft,,48,48
2,5:48.0,,Defensive rebound by C. Reynolds,48,48
2,5:36.0,,A. Tolliver misses 2-pt layup from 2 ft,48,48
2,5:34.0,Defensive rebound by S. Adams,,48,48
2,5:29.0,D. Schröder misses 3-pt jump shot from 25 ft,,48,48
2,5:25.0,,Defensive rebound by A. Tolliver,48,48
2,5:12.0,,A. Tolliver makes 2-pt jump shot from 7 ft (assist by C. Reynolds),48,50
2,5:00.0,R. Westbrook makes 3-pt jump shot from 26 ft (assist by T. Ferguson),,51,50
2,4:53.0,,Minnesota full timeout,51,50
2,4:53.0,P. George enters the game for T. Ferguson,,51,50
2,4:53.0,,D. Šarić enters the game for A. Tolliver,51,50
2,4:42.0,,D. Šarić misses 3-pt jump shot from 26 ft,51,50
2,4:39.0,Defensive rebound by R. Westbrook,,51,50
2,4:33.0,P. George misses 2-pt jump shot from 16 ft,,51,50
2,4:30.0,,Defensive rebound by K. Towns,51,50
2,4:14.0,,Turnover by D. Šarić (lost ball; steal by R. Westbrook),51,50
2,4:08.0,P. George misses 3-pt jump shot from 23 ft,,51,50
2,4:07.0,Offensive rebound by J. Grant,,51,50
2,4:07.0,Personal foul by K. Towns (drawn by J. Grant),,51,50
2,4:07.0,,A. Wiggins enters the game for C. Reynolds,51,50
2,3:52.0,Turnover by Team (shot clock),,51,50
2,3:47.0,,T. Jones misses 2-pt jump shot from 8 ft,51,50
2,3:43.0,,Offensive rebound by D. Šarić,51,50
2,3:43.0,,D. Šarić misses 2-pt layup from 2 ft,51,50
2,3:40.0,Defensive rebound by J. Grant,,51,50
2,3:30.0,S. Adams makes 2-pt hook shot from 8 ft,,53,50
2,3:18.0,,J. Okogie makes 2-pt dunk from 2 ft (assist by K. Towns),53,52
2,3:18.0,,Shooting foul by D. Schröder (drawn by J. Okogie),53,52
2,3:18.0,,J. Okogie misses free throw 1 of 1,53,52
2,3:16.0,Defensive rebound by R. Westbrook,,53,52
2,3:07.0,P. George misses 2-pt layup from 2 ft (block by K. Towns),,53,52
2,3:04.0,Offensive rebound by P. George,,53,52
2,3:03.0,J. Grant makes 3-pt jump shot from 26 ft (assist by P. George),,56,52
2,2:53.0,,T. Jones misses 2-pt jump shot from 5 ft,56,52
2,2:52.0,,Offensive rebound by Team,56,52
2,2:43.0,,Turnover by K. Towns (lost ball; steal by P. George),56,52
2,2:41.0,Turnover by S. Adams (bad pass; steal by J. Okogie),,56,52
2,2:39.0,,J. Okogie makes 2-pt dunk from 2 ft,56,54
2,2:39.0,Oklahoma City full timeout,,56,54
2,2:30.0,P. George misses 3-pt jump shot from 26 ft,,56,54
2,2:27.0,,Defensive rebound by A. Wiggins,56,54
2,2:09.0,,Shooting foul by S. Adams (drawn by K. Towns),56,54
2,2:09.0,,K. Towns makes free throw 1 of 2,56,55
2,2:09.0,,K. Towns makes free throw 2 of 2,56,56
2,1:52.0,Turnover by D. Schröder (bad pass; steal by K. Towns),,56,56
2,1:45.0,,K. Towns misses 2-pt layup from 6 ft (block by J. Grant),56,56
2,1:45.0,Defensive rebound by R. Westbrook,,56,56
2,1:41.0,R. Westbrook makes 2-pt layup from 1 ft,,58,56
2,1:25.0,,D. Šarić makes 2-pt jump shot from 19 ft (assist by A. Wiggins),58,58
2,1:19.0,R. Westbrook misses 2-pt layup from 3 ft (block by J. Okogie),,58,58
2,1:19.0,,Defensive rebound by Team,58,58
2,1:19.0,N. Noel enters the game for S. Adams,,58,58
2,0:55.0,,Shooting foul by N. Noel (drawn by K. Towns),58,58
2,0:55.0,,K. Towns makes free throw 1 of 2,58,59
2,0:55.0,,K. Towns makes free throw 2 of 2,58,60
2,0:42.0,N. Noel makes 2-pt jump shot from 16 ft (assist by R. Westbrook),,60,60
2,0:29.0,,K. Towns misses 2-pt dunk from 2 ft (block by N. Noel),60,60
2,0:26.0,Defensive rebound by P. George,,60,60
2,0:23.0,P. George misses 2-pt layup from 2 ft (block by J. Okogie),,60,60
2,0:22.0,Offensive rebound by J. Grant,,60,60
2,0:22.0,J. Grant makes 2-pt layup from 3 ft,,62,60
2,0:02.0,,Turnover by A. Wiggins (lost ball; steal by D. Schröder),62,60
2,0:01.0,J. Grant misses 3-pt jump shot from 54 ft,,62,60
2,0:00.0,Offensive rebound by Team,,62,60
3,11:49.0,T. Ferguson makes 2-pt jump shot from 22 ft (assist by R. Westbrook),,64,60
3,11:24.0,,A. Wiggins makes 3-pt jump shot from 23 ft,64,63
3,11:04.0,Shooting foul by J. Okogie (drawn by J. Grant),,64,63
3,11:04.0,J. Grant makes free throw 1 of 2,,65,63
3,11:04.0,J. Grant makes free throw 2 of 2,,66,63
3,10:42.0,,D. Šarić makes 2-pt jump shot from 18 ft (assist by K. Towns),66,65
3,10:22.0,J. Grant makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,69,65
3,10:04.0,,A. Wiggins makes 2-pt jump shot from 14 ft,69,67
3,9:48.0,J. Grant makes 2-pt layup from 2 ft (assist by R. Westbrook),,71,67
3,9:29.0,,A. Wiggins makes 2-pt jump shot from 21 ft,71,69
3,9:19.0,R. Westbrook makes 2-pt jump shot from 8 ft,,73,69
3,8:53.0,,A. Wiggins misses 3-pt jump shot from 28 ft,73,69
3,8:50.0,Defensive rebound by P. George,,73,69
3,8:43.0,P. George makes 3-pt jump shot from 25 ft,,76,69
3,8:28.0,,K. Towns makes 2-pt jump shot from 8 ft (assist by T. Jones),76,71
3,8:17.0,P. George makes 2-pt dunk from 1 ft,,78,71
3,8:11.0,,K. Towns makes 2-pt dunk from 1 ft (assist by T. Jones),78,73
3,8:11.0,,Shooting foul by S. Adams (drawn by K. Towns),78,73
3,8:11.0,Oklahoma City full timeout,,78,73
3,8:11.0,N. Noel enters the game for S. Adams,,78,73
3,8:11.0,,K. Towns misses free throw 1 of 1,78,73
3,8:10.0,Defensive rebound by Team,,78,73
3,8:01.0,P. George misses 3-pt jump shot from 25 ft,,78,73
3,7:59.0,,Defensive rebound by A. Wiggins,78,73
3,7:41.0,,Personal foul by T. Ferguson (drawn by A. Wiggins),78,73
3,7:27.0,,K. Towns makes 2-pt dunk from 1 ft (assist by D. Šarić),78,75
3,7:14.0,P. George makes 2-pt jump shot from 7 ft (assist by R. Westbrook),,80,75
3,7:04.0,,D. Šarić makes 3-pt jump shot from 26 ft (assist by T. Jones),80,78
3,6:52.0,Offensive foul by N. Noel (drawn by J. Okogie),,80,78
3,6:52.0,Turnover by N. Noel (offensive foul),,80,78
3,6:42.0,,D. Šarić makes 3-pt jump shot from 25 ft (assist by T. Jones),80,81
3,6:31.0,Personal foul by T. Jones (drawn by T. Ferguson),,80,81
3,6:23.0,Personal foul by J. Okogie (drawn by R. Westbrook),,80,81
3,6:16.0,R. Westbrook misses 2-pt jump shot from 21 ft,,80,81
3,6:13.0,Offensive rebound by N. Noel,,80,81
3,6:12.0,J. Grant makes 2-pt dunk at rim (assist by T. Ferguson),,82,81
3,5:58.0,,D. Šarić makes 3-pt jump shot from 26 ft (assist by T. Jones),82,84
3,5:41.0,P. George misses 2-pt jump shot from 13 ft,,82,84
3,5:39.0,,Defensive rebound by K. Towns,82,84
3,5:20.0,,K. Towns makes 2-pt layup from 2 ft,82,86
3,5:00.0,Shooting foul by D. Šarić (drawn by J. Grant),,82,86
3,5:00.0,J. Grant misses free throw 1 of 2,,82,86
3,5:00.0,Offensive rebound by Team,,82,86
3,5:00.0,M. Morris enters the game for P. George,,82,86
3,5:00.0,D. Schröder enters the game for N. Noel,,82,86
3,5:00.0,,K. Bates-Diop enters the game for A. Wiggins,82,86
3,5:00.0,J. Grant makes free throw 2 of 2,,83,86
3,4:44.0,,D. Šarić misses 2-pt jump shot from 6 ft (block by J. Grant),83,86
3,4:42.0,Defensive rebound by M. Morris,,83,86
3,4:42.0,P. Patterson enters the game for J. Grant,,83,86
3,4:34.0,M. Morris misses 3-pt jump shot from 25 ft,,83,86
3,4:30.0,,Defensive rebound by K. Bates-Diop,83,86
3,4:29.0,,Personal foul by M. Morris (drawn by K. Towns),83,86
3,4:13.0,,J. Okogie misses 2-pt jump shot from 23 ft,83,86
3,4:13.0,,Offensive rebound by K. Towns,83,86
3,4:13.0,,Personal foul by T. Ferguson (drawn by K. Towns),83,86
3,4:05.0,,D. Šarić makes 3-pt jump shot from 26 ft (assist by T. Jones),83,89
3,3:46.0,Shooting foul by D. Šarić (drawn by R. Westbrook),,83,89
3,3:46.0,R. Westbrook misses free throw 1 of 2,,83,89
3,3:46.0,Offensive rebound by Team,,83,89
3,3:46.0,R. Westbrook misses free throw 2 of 2,,83,89
3,3:44.0,,Defensive rebound by T. Jones,83,89
3,3:25.0,,T. Jones misses 2-pt layup from 1 ft,83,89
3,3:24.0,Defensive rebound by Team,,83,89
3,3:17.0,M. Morris misses 3-pt jump shot from 23 ft,,83,89
3,3:14.0,,Defensive rebound by T. Jones,83,89
3,3:04.0,,Shooting foul by R. Westbrook (drawn by J. Okogie),83,89
3,3:04.0,,J. Okogie makes free throw 1 of 2,83,90
3,3:04.0,P. George enters the game for T. Ferguson,,83,90
3,3:04.0,,G. Dieng enters the game for K. Towns,83,90
3,3:04.0,,J. Okogie makes free throw 2 of 2,83,91
3,2:57.0,R. Westbrook misses 2-pt layup from 2 ft (block by J. Okogie),,83,91
3,2:54.0,Offensive rebound by P. Patterson,,83,91
3,2:50.0,R. Westbrook misses 3-pt jump shot from 24 ft,,83,91
3,2:50.0,,Defensive rebound by Team,83,91
3,2:50.0,,Minnesota full timeout,83,91
3,2:37.0,,Personal foul by D. Schröder (drawn by T. Jones),83,91
3,2:37.0,,T. Jones makes free throw 1 of 2,83,92
3,2:37.0,S. Adams enters the game for P. Patterson,,83,92
3,2:37.0,,A. Tolliver enters the game for D. Šarić,83,92
3,2:37.0,,T. Jones makes free throw 2 of 2,83,93
3,2:18.0,R. Westbrook misses 2-pt layup from 7 ft,,83,93
3,2:18.0,Offensive rebound by Team,,83,93
3,2:18.0,,J. Terrell enters the game for T. Jones,83,93
3,2:13.0,M. Morris makes 2-pt jump shot from 9 ft,,85,93
3,1:57.0,,J. Terrell misses 2-pt jump shot from 9 ft,85,93
3,1:55.0,Defensive rebound by P. George,,85,93
3,1:50.0,D. Schröder makes 2-pt jump shot from 12 ft (assist by P. George),,87,93
3,1:31.0,,K. Bates-Diop misses 2-pt layup from 3 ft,87,93
3,1:27.0,Defensive rebound by P. George,,87,93
3,1:24.0,Turnover by D. Schröder (bad pass; steal by K. Bates-Diop),,87,93
3,1:21.0,Violation by Team (kicked ball),,87,93
3,1:21.0,R. Felton enters the game for R. Westbrook,,87,93
3,1:21.0,,C. Reynolds enters the game for J. Okogie,87,93
3,1:16.0,,J. Terrell misses 3-pt jump shot from 26 ft,87,93
3,1:12.0,Defensive rebound by P. George,,87,93
3,1:03.0,P. George misses 3-pt jump shot from 26 ft,,87,93
3,1:00.0,,Defensive rebound by J. Terrell,87,93
3,0:52.0,,J. Terrell makes 2-pt dunk from 1 ft (assist by G. Dieng),87,95
3,0:40.0,Flagrant foul type 1 by J. Terrell (drawn by P. George),,87,95
3,0:40.0,P. George makes flagrant free throw 1 of 2,,88,95
3,0:40.0,P. George makes flagrant free throw 2 of 2,,89,95
3,0:32.0,P. George makes 3-pt jump shot from 25 ft (assist by S. Adams),,92,95
3,0:22.0,,J. Terrell misses 2-pt jump shot from 3 ft,92,95
3,0:22.0,,Offensive rebound by G. Dieng,92,95
3,0:22.0,,G. Dieng makes 2-pt layup from 1 ft,92,97
3,0:05.0,Shooting foul by G. Dieng (drawn by P. George),,92,97
3,0:05.0,P. George makes free throw 1 of 3,,93,97
3,0:05.0,P. George makes free throw 2 of 3,,94,97
3,0:05.0,J. Grant enters the game for S. Adams,,94,97
3,0:05.0,N. Noel enters the game for M. Morris,,94,97
3,0:05.0,,K. Towns enters the game for K. Bates-Diop,94,97
3,0:05.0,,A. Wiggins enters the game for G. Dieng,94,97
3,0:05.0,P. George makes free throw 3 of 3,,95,97
3,0:00.0,,A. Wiggins misses 3-pt jump shot from 26 ft,95,97
3,0:00.0,,Offensive rebound by Team,95,97
4,11:52.0,,Turnover by C. Reynolds (traveling),95,97
4,11:46.0,Personal foul by A. Tolliver (drawn by P. George),,95,97
4,11:29.0,D. Schröder misses 2-pt jump shot from 7 ft,,95,97
4,11:25.0,Offensive rebound by M. Morris,,95,97
4,11:25.0,M. Morris makes 2-pt layup at rim,,97,97
4,11:11.0,,K. Bates-Diop makes 2-pt jump shot from 20 ft (assist by G. Dieng),97,99
4,11:03.0,Personal foul by C. Reynolds (drawn by P. George),,97,99
4,10:55.0,P. George makes 2-pt jump shot from 15 ft (assist by R. Felton),,99,99
4,10:42.0,,Turnover by A. Tolliver (bad pass; steal by P. George),99,99
4,10:37.0,P. George misses 3-pt jump shot from 25 ft,,99,99
4,10:35.0,,Defensive rebound by K. Bates-Diop,99,99
4,10:28.0,,K. Bates-Diop misses 2-pt layup from 5 ft,99,99
4,10:26.0,Defensive rebound by M. Morris,,99,99
4,10:13.0,D. Schröder makes 2-pt layup from 2 ft,,101,99
4,10:13.0,,Minnesota full timeout,101,99
4,9:56.0,,Turnover by J. Terrell (bad pass; steal by S. Adams),101,99
4,9:54.0,Shooting foul by J. Terrell (drawn by D. Schröder),,101,99
4,9:54.0,D. Schröder makes free throw 1 of 2,,102,99
4,9:54.0,D. Schröder makes free throw 2 of 2,,103,99
4,9:43.0,,Personal foul by R. Felton (drawn by C. Reynolds),103,99
4,9:31.0,,G. Dieng misses 2-pt jump shot from 18 ft,103,99
4,9:27.0,Defensive rebound by M. Morris,,103,99
4,9:16.0,Shooting foul by C. Reynolds (drawn by D. Schröder),,103,99
4,9:16.0,D. Schröder makes free throw 1 of 2,,104,99
4,9:16.0,,T. Jones enters the game for K. Bates-Diop,104,99
4,9:16.0,,A. Wiggins enters the game for J. Terrell,104,99
4,9:16.0,D. Schröder makes free throw 2 of 2,,105,99
4,8:53.0,,Turnover by G. Dieng (bad pass; steal by P. George),105,99
4,8:48.0,R. Felton misses 2-pt layup from 2 ft,,105,99
4,8:47.0,,Defensive rebound by T. Jones,105,99
4,8:47.0,,Personal foul by P. George (drawn by T. Jones),105,99
4,8:47.0,R. Westbrook enters the game for P. George,,105,99
4,8:47.0,,J. Okogie enters the game for C. Reynolds,105,99
4,8:37.0,,A. Tolliver misses 3-pt jump shot from 28 ft,105,99
4,8:34.0,Defensive rebound by R. Felton,,105,99
4,8:27.0,D. Schröder makes 2-pt layup from 2 ft,,107,99
4,8:27.0,,Minnesota full timeout,107,99
4,8:27.0,T. Ferguson enters the game for R. Felton,,107,99
4,8:27.0,,D. Šarić enters the game for G. Dieng,107,99
4,8:27.0,,K. Towns enters the game for A. Tolliver,107,99
4,8:13.0,,D. Šarić misses 3-pt jump shot from 22 ft,107,99
4,8:10.0,Defensive rebound by D. Schröder,,107,99
4,8:03.0,D. Schröder makes 2-pt jump shot from 18 ft (assist by R. Westbrook),,109,99
4,7:44.0,,K. Towns makes 2-pt layup from 1 ft,109,101
4,7:31.0,D. Schröder misses 2-pt jump shot from 4 ft,,109,101
4,7:29.0,,Defensive rebound by K. Towns,109,101
4,7:22.0,,J. Okogie misses 3-pt jump shot from 23 ft,109,101
4,7:21.0,Defensive rebound by D. Schröder,,109,101
4,7:14.0,D. Schröder makes 2-pt layup from 2 ft,,111,101
4,6:59.0,,Personal foul by D. Schröder (drawn by K. Towns),111,101
4,6:54.0,,Offensive foul by A. Wiggins (drawn by R. Westbrook),111,101
4,6:54.0,,Turnover by A. Wiggins (offensive foul),111,101
