QUARTER,TIME_REMAINING,PHOENIX_ACTION,LA CLIPPERS_ACTION,PHOENIX_SCORE,LA CLIPPERS_SCORE
1,2:44.0,Offensive rebound by Team,,13,18
1,2:44.0,Phoenix full timeout,,13,18
1,2:44.0,T. Ariza enters the game for D. Ayton,,13,18
1,2:44.0,R. Holmes enters the game for T. Warren,,13,18
1,2:44.0,,P. Beverley enters the game for D. Gallinari,13,18
1,2:44.0,,M. Scott enters the game for S. Gilgeous-Alexander,13,18
1,2:37.0,T. Ariza misses 2-pt layup from 1 ft,,13,18
1,2:35.0,,Defensive rebound by M. Harrell,13,18
1,2:30.0,,L. Williams makes 2-pt layup from 2 ft,13,20
1,2:10.0,E. Okobo makes 2-pt layup from 1 ft,,15,20
1,1:49.0,,L. Williams misses 2-pt jump shot from 18 ft,15,20
1,1:46.0,Defensive rebound by D. Booker,,15,20
1,1:39.0,E. Okobo makes 2-pt jump shot from 17 ft,,17,20
1,1:22.0,,P. Beverley misses 3-pt jump shot from 25 ft,17,20
1,1:21.0,Defensive rebound by Team,,17,20
1,1:21.0,J. Crawford enters the game for D. Booker,,17,20
1,1:08.0,E. Okobo makes 3-pt jump shot from 27 ft (assist by T. Ariza),,20,20
1,0:53.0,,T. Harris makes 2-pt jump shot from 18 ft (assist by M. Harrell),20,22
1,0:45.0,R. Holmes makes 2-pt dunk from 2 ft (assist by E. Okobo),,22,22
1,0:40.0,,Personal foul by E. Okobo (drawn by L. Williams),22,22
1,0:40.0,,L. Williams makes free throw 1 of 2,22,23
1,0:40.0,,S. Thornwell enters the game for T. Harris,22,23
1,0:40.0,,L. Williams makes free throw 2 of 2,22,24
1,0:28.0,Turnover by E. Okobo (bad pass; steal by L. Williams),,22,24
1,0:24.0,,L. Williams makes 2-pt layup from 2 ft,22,26
1,0:02.0,J. Crawford misses 2-pt jump shot from 23 ft,,22,26
1,0:00.0,Offensive rebound by Team,,22,26
1,0:00.0,Turnover by Team (shot clock),,22,26
2,11:44.0,,M. Harrell misses 2-pt hook shot from 4 ft,22,26
2,11:42.0,,Offensive rebound by L. Williams,22,26
2,11:42.0,,L. Williams misses 2-pt layup from 1 ft,22,26
2,11:42.0,,Offensive rebound by L. Williams,22,26
2,11:39.0,,Turnover by L. Williams (out of bounds lost ball),22,26
2,11:26.0,Personal foul by P. Beverley (drawn by E. Okobo),,22,26
2,11:15.0,Turnover by E. Okobo (bad pass; steal by L. Williams),,22,26
2,11:11.0,,P. Beverley makes 2-pt layup from 2 ft (assist by L. Williams),22,28
2,10:53.0,R. Holmes makes 2-pt jump shot from 14 ft,,24,28
2,10:45.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),24,30
2,10:25.0,E. Okobo makes 2-pt jump shot from 3 ft (assist by R. Holmes),,26,30
2,10:06.0,,M. Harrell misses 2-pt layup from 1 ft (block by R. Holmes),26,30
2,10:03.0,Defensive rebound by J. Jackson,,26,30
2,9:47.0,R. Holmes makes 2-pt dunk from 1 ft (assist by E. Okobo),,28,30
2,9:29.0,,L. Williams makes 3-pt jump shot from 27 ft,28,33
2,9:13.0,J. Crawford makes 2-pt jump shot from 18 ft,,30,33
2,9:05.0,,Personal foul by J. Jackson (drawn by L. Williams),30,33
2,9:04.0,,Personal foul by J. Jackson (drawn by L. Williams),30,33
2,8:57.0,,Turnover by L. Williams (bad pass; steal by R. Holmes),30,33
2,8:48.0,T. Ariza makes 2-pt dunk from 2 ft (assist by J. Jackson),,32,33
2,8:31.0,,M. Scott misses 2-pt jump shot from 20 ft,32,33
2,8:30.0,,Offensive rebound by M. Harrell,32,33
2,8:30.0,,Personal foul by E. Okobo (drawn by M. Harrell),32,33
2,8:24.0,,Turnover by P. Beverley (bad pass; steal by R. Holmes),32,33
2,8:22.0,Turnover by T. Ariza (traveling),,32,33
2,8:09.0,,L. Williams misses 2-pt jump shot from 16 ft,32,33
2,8:06.0,Defensive rebound by R. Holmes,,32,33
2,8:01.0,J. Crawford misses 2-pt jump shot from 20 ft,,32,33
2,7:58.0,,Defensive rebound by L. Williams,32,33
2,7:52.0,,L. Williams misses 2-pt layup from 2 ft,32,33
2,7:46.0,,Offensive rebound by M. Harrell,32,33
2,7:46.0,,M. Harrell makes 2-pt dunk from 1 ft,32,35
2,7:38.0,T. Ariza makes 2-pt layup from 3 ft (assist by J. Crawford),,34,35
2,7:38.0,Shooting foul by M. Harrell (drawn by T. Ariza),,34,35
2,7:38.0,D. Ayton enters the game for R. Holmes,,34,35
2,7:38.0,D. Booker enters the game for E. Okobo,,34,35
2,7:38.0,T. Ariza makes free throw 1 of 1,,35,35
2,7:26.0,,Turnover by P. Beverley (bad pass; steal by J. Jackson),35,35
2,7:24.0,J. Jackson makes 2-pt dunk from 2 ft,,37,35
2,7:24.0,,D. Gallinari enters the game for M. Scott,37,35
2,7:24.0,,S. Gilgeous-Alexander enters the game for S. Thornwell,37,35
2,7:06.0,,Personal foul by J. Jackson (drawn by L. Williams),37,35
2,6:59.0,,P. Beverley misses 3-pt jump shot from 26 ft,37,35
2,6:54.0,Defensive rebound by D. Ayton,,37,35
2,6:49.0,Turnover by J. Jackson (bad pass; steal by P. Beverley),,37,35
2,6:46.0,,P. Beverley misses 3-pt jump shot from 23 ft,37,35
2,6:43.0,Defensive rebound by D. Ayton,,37,35
2,6:32.0,Turnover by D. Ayton (traveling),,37,35
2,6:32.0,,LA Clippers full timeout,37,35
2,6:32.0,,A. Bradley enters the game for P. Beverley,37,35
2,6:32.0,,T. Harris enters the game for L. Williams,37,35
2,6:18.0,,M. Harrell misses 2-pt hook shot from 7 ft,37,35
2,6:16.0,Defensive rebound by T. Ariza,,37,35
2,5:52.0,D. Booker misses 2-pt jump shot from 15 ft,,37,35
2,5:50.0,,Defensive rebound by D. Gallinari,37,35
2,5:32.0,,D. Gallinari makes 2-pt jump shot from 17 ft,37,37
2,5:14.0,J. Crawford misses 2-pt jump shot from 19 ft,,37,37
2,5:11.0,,Defensive rebound by T. Harris,37,37
2,4:59.0,,T. Harris makes 3-pt jump shot from 27 ft (assist by D. Gallinari),37,40
2,4:42.0,D. Booker makes 2-pt layup from 2 ft (assist by J. Crawford),,39,40
2,4:18.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 17 ft (assist by T. Harris),39,42
2,4:05.0,Personal foul by M. Harrell (drawn by D. Booker),,39,42
2,4:05.0,M. Bridges enters the game for T. Ariza,,39,42
2,4:05.0,T. Warren enters the game for J. Jackson,,39,42
2,4:05.0,,B. Marjanović enters the game for M. Harrell,39,42
2,3:49.0,D. Booker makes 2-pt jump shot from 19 ft,,41,42
2,3:49.0,E. Okobo enters the game for J. Crawford,,41,42
2,3:25.0,,D. Gallinari makes 2-pt layup from 2 ft,41,44
2,3:04.0,E. Okobo makes 3-pt jump shot from 26 ft (assist by D. Booker),,44,44
2,2:45.0,,Turnover by T. Harris (bad pass; steal by D. Ayton),44,44
2,2:41.0,D. Booker makes 3-pt jump shot from 25 ft (assist by E. Okobo),,47,44
2,2:25.0,Phoenix full timeout,,47,44
2,2:14.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 16 ft,47,44
2,2:10.0,,Offensive rebound by B. Marjanović,47,44
2,2:09.0,,T. Harris misses 3-pt jump shot from 25 ft,47,44
2,2:06.0,Defensive rebound by D. Booker,,47,44
2,1:52.0,D. Booker misses 3-pt jump shot from 26 ft,,47,44
2,1:49.0,,Defensive rebound by D. Gallinari,47,44
2,1:43.0,,Shooting foul by D. Ayton (drawn by D. Gallinari),47,44
2,1:43.0,,D. Gallinari makes free throw 1 of 2,47,45
2,1:43.0,,D. Gallinari makes free throw 2 of 2,47,46
2,1:43.0,Turnover by T. Warren (inbound),,47,46
2,1:41.0,,D. Gallinari makes 3-pt jump shot from 26 ft (assist by S. Gilgeous-Alexander),47,49
2,1:20.0,D. Booker misses 2-pt jump shot from 12 ft,,47,49
2,1:18.0,,Defensive rebound by T. Harris,47,49
2,1:12.0,,T. Harris misses 2-pt layup from 1 ft,47,49
2,1:12.0,,Offensive rebound by Team,47,49
2,1:12.0,T. Ariza enters the game for M. Bridges,,47,49
2,0:57.0,,A. Bradley misses 2-pt jump shot from 10 ft,47,49
2,0:56.0,Defensive rebound by D. Ayton,,47,49
2,0:41.0,D. Ayton misses 2-pt jump shot from 19 ft,,47,49
2,0:39.0,,Defensive rebound by D. Gallinari,47,49
2,0:30.0,,Turnover by B. Marjanović (traveling),47,49
2,0:30.0,J. Crawford enters the game for E. Okobo,,47,49
2,0:30.0,,M. Harrell enters the game for B. Marjanović,47,49
2,0:09.0,J. Crawford misses 3-pt jump shot from 23 ft,,47,49
2,0:08.0,Offensive rebound by D. Ayton,,47,49
2,0:07.0,Shooting foul by A. Bradley (drawn by D. Ayton),,47,49
2,0:07.0,D. Ayton makes free throw 1 of 2,,48,49
2,0:07.0,M. Bridges enters the game for J. Crawford,,48,49
2,0:07.0,,L. Williams enters the game for A. Bradley,48,49
2,0:07.0,D. Ayton makes free throw 2 of 2,,49,49
2,0:02.0,,T. Harris misses 3-pt jump shot from 24 ft,49,49
2,0:01.0,,Offensive rebound by Team,49,49
3,11:46.0,,Shooting foul by T. Ariza (drawn by B. Marjanović),49,49
3,11:46.0,,B. Marjanović makes free throw 1 of 2,49,50
3,11:46.0,,B. Marjanović makes free throw 2 of 2,49,51
3,11:27.0,Turnover by T. Ariza (bad pass),,49,51
3,11:27.0,Loose ball foul by D. Booker (drawn by S. Gilgeous-Alexander),,49,51
3,11:12.0,,A. Bradley misses 2-pt jump shot from 6 ft,49,51
3,11:11.0,,Offensive rebound by B. Marjanović,49,51
3,11:11.0,,Shooting foul by D. Ayton (drawn by B. Marjanović),49,51
3,11:11.0,,B. Marjanović makes free throw 1 of 2,49,52
3,11:11.0,,B. Marjanović makes free throw 2 of 2,49,53
3,10:54.0,D. Booker misses 2-pt jump shot from 11 ft,,49,53
3,10:50.0,,Defensive rebound by T. Harris,49,53
3,10:45.0,,S. Gilgeous-Alexander makes 2-pt layup from 2 ft,49,55
3,10:30.0,T. Warren makes 3-pt jump shot from 26 ft (assist by D. Booker),,52,55
3,10:14.0,,D. Gallinari misses 2-pt hook shot from 5 ft,52,55
3,10:12.0,Defensive rebound by D. Ayton,,52,55
3,10:08.0,M. Bridges makes 2-pt layup from 1 ft (assist by T. Warren),,54,55
3,9:54.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by S. Gilgeous-Alexander),54,58
3,9:36.0,D. Booker misses 2-pt layup from 2 ft (block by D. Gallinari),,54,58
3,9:34.0,,Defensive rebound by S. Gilgeous-Alexander,54,58
3,9:30.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by S. Gilgeous-Alexander),54,61
3,9:28.0,Phoenix full timeout,,54,61
3,9:13.0,T. Warren makes 3-pt jump shot from 23 ft (assist by T. Ariza),,57,61
3,8:56.0,,T. Harris misses 3-pt jump shot from 26 ft,57,61
3,8:54.0,Defensive rebound by D. Ayton,,57,61
3,8:48.0,T. Warren misses 3-pt jump shot from 27 ft,,57,61
3,8:47.0,,Defensive rebound by Team,57,61
3,8:34.0,,B. Marjanović makes 2-pt layup from 2 ft (assist by S. Gilgeous-Alexander),57,63
3,8:19.0,T. Warren makes 2-pt layup from 3 ft,,59,63
3,8:19.0,Shooting foul by B. Marjanović (drawn by T. Warren),,59,63
3,8:19.0,E. Okobo enters the game for M. Bridges,,59,63
3,8:19.0,T. Warren misses free throw 1 of 1,,59,63
3,8:19.0,,Defensive rebound by B. Marjanović,59,63
3,7:58.0,,D. Gallinari makes 2-pt jump shot from 5 ft,59,65
3,7:38.0,E. Okobo misses 2-pt hook shot from 4 ft,,59,65
3,7:35.0,,Defensive rebound by T. Harris,59,65
3,7:17.0,,S. Gilgeous-Alexander makes 3-pt jump shot from 25 ft (assist by D. Gallinari),59,68
3,6:58.0,D. Booker makes 2-pt jump shot from 16 ft,,61,68
3,6:45.0,,Shooting foul by D. Ayton (drawn by D. Gallinari),61,68
3,6:45.0,,D. Gallinari makes free throw 1 of 2,61,69
3,6:45.0,R. Holmes enters the game for D. Ayton,,61,69
3,6:45.0,,D. Gallinari makes free throw 2 of 2,61,70
3,6:29.0,T. Warren misses 2-pt jump shot from 20 ft,,61,70
3,6:27.0,,Defensive rebound by D. Gallinari,61,70
3,6:20.0,,Turnover by S. Gilgeous-Alexander (bad pass; steal by R. Holmes),61,70
3,6:12.0,R. Holmes misses 2-pt jump shot from 11 ft,,61,70
3,6:11.0,,Defensive rebound by D. Gallinari,61,70
3,5:59.0,,D. Gallinari makes 3-pt jump shot from 26 ft (assist by B. Marjanović),61,73
3,5:43.0,Turnover by D. Booker (out of bounds lost ball),,61,73
3,5:25.0,,B. Marjanović misses 2-pt layup from 3 ft (block by R. Holmes),61,73
3,5:25.0,,Offensive rebound by Team,61,73
3,5:21.0,,D. Gallinari makes 3-pt jump shot from 26 ft,61,76
3,5:19.0,Phoenix full timeout,,61,76
3,5:19.0,J. Jackson enters the game for T. Ariza,,61,76
3,5:05.0,D. Booker misses 3-pt jump shot from 24 ft,,61,76
3,5:01.0,,Defensive rebound by S. Gilgeous-Alexander,61,76
3,4:50.0,,Shooting foul by R. Holmes (drawn by D. Gallinari),61,76
3,4:50.0,,D. Gallinari makes free throw 1 of 2,61,77
3,4:50.0,J. Crawford enters the game for D. Booker,,61,77
3,4:50.0,,D. Gallinari makes free throw 2 of 2,61,78
3,4:32.0,J. Jackson makes 2-pt jump shot from 8 ft (assist by J. Crawford),,63,78
3,4:17.0,,Turnover by T. Harris (bad pass; steal by T. Warren),63,78
3,4:11.0,Personal foul by B. Marjanović (drawn by R. Holmes),,63,78
3,4:11.0,,M. Harrell enters the game for B. Marjanović,63,78
3,4:02.0,R. Holmes misses 2-pt jump shot from 7 ft,,63,78
3,4:00.0,,Defensive rebound by T. Harris,63,78
3,3:54.0,,M. Harrell makes 2-pt layup from 1 ft (assist by T. Harris),63,80
3,3:36.0,Turnover by J. Crawford (bad pass; steal by S. Gilgeous-Alexander),,63,80
3,3:34.0,,Personal foul by J. Crawford (drawn by S. Gilgeous-Alexander),63,80
3,3:34.0,,L. Williams enters the game for D. Gallinari,63,80
3,3:34.0,,S. Gilgeous-Alexander makes free throw 1 of 2,63,81
3,3:34.0,,S. Gilgeous-Alexander misses free throw 2 of 2,63,81
3,3:31.0,Defensive rebound by J. Jackson,,63,81
3,3:20.0,Turnover by E. Okobo (traveling),,63,81
3,3:04.0,,T. Harris makes 2-pt jump shot from 11 ft (assist by M. Harrell),63,83
3,2:55.0,J. Jackson makes 2-pt jump shot from 8 ft,,65,83
3,2:55.0,Shooting foul by L. Williams (drawn by J. Jackson),,65,83
3,2:55.0,J. Jackson makes free throw 1 of 1,,66,83
3,2:39.0,,Turnover by S. Gilgeous-Alexander (bad pass; steal by E. Okobo),66,83
3,2:31.0,J. Jackson misses 2-pt layup from 5 ft (block by A. Bradley),,66,83
3,2:28.0,Offensive rebound by J. Jackson,,66,83
3,2:24.0,R. Holmes makes 2-pt layup from 2 ft (assist by J. Crawford),,68,83
3,2:24.0,Shooting foul by M. Harrell (drawn by R. Holmes),,68,83
3,2:24.0,T. Ariza enters the game for T. Warren,,68,83
3,2:24.0,,P. Beverley enters the game for A. Bradley,68,83
3,2:24.0,,S. Thornwell enters the game for S. Gilgeous-Alexander,68,83
3,2:24.0,R. Holmes makes free throw 1 of 1,,69,83
3,2:16.0,,Shooting foul by R. Holmes (drawn by L. Williams),69,83
3,2:16.0,,L. Williams makes free throw 1 of 2,69,84
3,2:16.0,,L. Williams makes free throw 2 of 2,69,85
3,2:03.0,T. Ariza misses 2-pt hook shot from 4 ft (block by M. Harrell),,69,85
3,2:03.0,Offensive rebound by Team,,69,85
3,1:51.0,E. Okobo misses 2-pt layup from 1 ft (block by M. Harrell),,69,85
3,1:49.0,,Defensive rebound by M. Harrell,69,85
3,1:41.0,,Turnover by L. Williams (bad pass; steal by J. Jackson),69,85
3,1:33.0,J. Jackson makes 2-pt jump shot from 6 ft,,71,85
3,1:24.0,,Personal foul by J. Jackson (drawn by L. Williams),71,85
3,1:24.0,,L. Williams makes free throw 1 of 2,71,86
3,1:24.0,,M. Scott enters the game for T. Harris,71,86
3,1:24.0,,L. Williams makes free throw 2 of 2,71,87
3,1:13.0,Shooting foul by S. Thornwell (drawn by J. Crawford),,71,87
3,1:13.0,J. Crawford misses free throw 1 of 3,,71,87
3,1:13.0,Offensive rebound by Team,,71,87
3,1:13.0,J. Crawford misses free throw 2 of 3,,71,87
3,1:13.0,Offensive rebound by Team,,71,87
3,1:13.0,J. Crawford makes free throw 3 of 3,,72,87
3,0:58.0,,L. Williams misses 3-pt jump shot from 29 ft,72,87
3,0:56.0,Defensive rebound by R. Holmes,,72,87
3,0:51.0,Turnover by J. Crawford (bad pass),,72,87
3,0:37.0,,M. Harrell misses 2-pt layup from 1 ft,72,87
3,0:34.0,Defensive rebound by R. Holmes,,72,87
3,0:29.0,Shooting foul by P. Beverley (drawn by J. Jackson),,72,87
3,0:29.0,J. Jackson makes free throw 1 of 2,,73,87
3,0:29.0,M. Bridges enters the game for J. Crawford,,73,87
3,0:29.0,J. Jackson makes free throw 2 of 2,,74,87
3,0:06.0,,L. Williams makes 2-pt layup from 2 ft,74,89
3,0:06.0,,Shooting foul by J. Jackson (drawn by L. Williams),74,89
3,0:06.0,,Technical foul by M. Harrell,74,89
3,0:06.0,T. Ariza misses technical free throw,,74,89
3,0:06.0,,Defensive rebound by Team,74,89
3,0:06.0,,L. Williams misses free throw 1 of 1,74,89
3,0:06.0,Defensive rebound by T. Ariza,,74,89
3,0:06.0,J. Crawford enters the game for M. Bridges,,74,89
3,0:01.0,J. Crawford misses 3-pt jump shot from 31 ft,,74,89
3,0:01.0,Offensive rebound by Team,,74,89
4,11:47.0,J. Jackson makes 2-pt dunk from 2 ft,,76,89
4,11:30.0,,P. Beverley misses 2-pt jump shot from 2 ft,76,89
4,11:27.0,,Offensive rebound by M. Harrell,76,89
4,11:27.0,,M. Harrell makes 2-pt dunk at rim,76,91
4,11:07.0,T. Ariza misses 3-pt jump shot from 25 ft,,76,91
4,11:04.0,Offensive rebound by T. Ariza,,76,91
4,11:03.0,J. Jackson misses 3-pt jump shot from 23 ft,,76,91
4,11:03.0,,Defensive rebound by M. Scott,76,91
4,10:57.0,,Personal foul by E. Okobo (drawn by M. Harrell),76,91
4,10:57.0,D. Booker enters the game for J. Jackson,,76,91
4,10:57.0,T. Warren enters the game for E. Okobo,,76,91
4,10:57.0,,P. Beverley misses 3-pt jump shot from 25 ft,76,91
4,10:44.0,Defensive rebound by R. Holmes,,76,91
4,10:31.0,J. Crawford misses 2-pt jump shot from 15 ft,,76,91
4,10:28.0,,Defensive rebound by S. Thornwell,76,91
4,10:21.0,,S. Thornwell makes 2-pt layup from 2 ft,76,93
4,10:09.0,Shooting foul by S. Thornwell (drawn by R. Holmes),,76,93
4,10:09.0,R. Holmes misses free throw 1 of 2,,76,93
4,10:09.0,Offensive rebound by Team,,76,93
4,10:09.0,E. Okobo enters the game for J. Crawford,,76,93
4,10:09.0,R. Holmes makes free throw 2 of 2,,77,93
4,9:53.0,,Turnover by S. Thornwell (bad pass; steal by E. Okobo),77,93
4,9:47.0,T. Warren makes 2-pt layup from 1 ft (assist by D. Booker),,79,93
4,9:34.0,,L. Williams misses 2-pt jump shot from 16 ft,79,93
4,9:32.0,Defensive rebound by D. Booker,,79,93
4,9:24.0,D. Booker makes 2-pt jump shot from 15 ft,,81,93
4,9:11.0,,M. Scott makes 2-pt jump shot from 20 ft (assist by M. Harrell),81,95
4,8:42.0,E. Okobo makes 3-pt jump shot from 24 ft (assist by D. Booker),,84,95
4,8:29.0,,Turnover by M. Harrell (lost ball; steal by R. Holmes),84,95
4,8:25.0,Turnover by D. Booker (lost ball; steal by M. Harrell),,84,95
4,8:20.0,,L. Williams makes 3-pt jump shot from 25 ft (assist by S. Thornwell),84,98
4,8:17.0,Phoenix full timeout,,84,98
4,8:17.0,D. Ayton enters the game for R. Holmes,,84,98
4,8:17.0,,D. Gallinari enters the game for S. Thornwell,84,98
4,8:04.0,Personal foul by P. Beverley (drawn by D. Booker),,84,98
4,7:53.0,D. Booker misses 3-pt jump shot from 26 ft,,84,98
4,7:48.0,,Defensive rebound by M. Scott,84,98
4,7:39.0,,Turnover by L. Williams (lost ball; steal by E. Okobo),84,98
