QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,PORTLAND_ACTION,MILWAUKEE_SCORE,PORTLAND_SCORE
1,0:58.0,J. Henson makes 2-pt hook shot from 8 ft (assist by M. Brogdon),,30,28
1,0:45.0,,Z. Collins makes 3-pt jump shot from 24 ft,30,31
1,0:28.0,D. DiVincenzo misses 3-pt jump shot from 26 ft,,30,31
1,0:23.0,Offensive rebound by M. Brogdon,,30,31
1,0:13.0,Shooting foul by A. Aminu (drawn by G. Antetokounmpo),,30,31
1,0:13.0,G. Antetokounmpo makes free throw 1 of 2,,31,31
1,0:13.0,T. Snell enters the game for E. İlyasova,,31,31
1,0:13.0,,D. Lillard enters the game for A. Aminu,31,31
1,0:13.0,G. Antetokounmpo misses free throw 2 of 2,,31,31
1,0:12.0,,Defensive rebound by E. Turner,31,31
1,0:00.0,,Shooting foul by J. Henson (drawn by Z. Collins),31,31
1,0:00.0,,Z. Collins makes free throw 1 of 2,31,32
1,0:00.0,,M. Leonard enters the game for D. Lillard,31,32
1,0:00.0,,Z. Collins makes free throw 2 of 2,31,33
2,11:43.0,,N. Stauskas misses 2-pt jump shot from 18 ft,31,33
2,11:40.0,,Offensive rebound by M. Leonard,31,33
2,11:37.0,,E. Turner makes 2-pt layup from 1 ft (assist by M. Leonard),31,35
2,11:24.0,J. Henson makes 2-pt dunk from 1 ft (assist by M. Brogdon),,33,35
2,11:06.0,,N. Stauskas misses 3-pt jump shot from 24 ft,33,35
2,11:03.0,Defensive rebound by M. Brogdon,,33,35
2,10:58.0,M. Brogdon misses 2-pt layup from 2 ft,,33,35
2,10:56.0,,Defensive rebound by M. Leonard,33,35
2,10:49.0,,Turnover by N. Stauskas (bad pass),33,35
2,10:49.0,B. Lopez enters the game for J. Henson,,33,35
2,10:35.0,K. Middleton misses 3-pt jump shot from 26 ft,,33,35
2,10:33.0,,Defensive rebound by N. Stauskas,33,35
2,10:22.0,,N. Stauskas makes 2-pt jump shot from 20 ft (assist by M. Leonard),33,37
2,10:08.0,B. Lopez makes 3-pt jump shot from 26 ft (assist by M. Brogdon),,36,37
2,9:49.0,,S. Curry misses 3-pt jump shot from 26 ft,36,37
2,9:48.0,Defensive rebound by K. Middleton,,36,37
2,9:42.0,K. Middleton misses 2-pt jump shot from 17 ft,,36,37
2,9:39.0,Offensive rebound by P. Connaughton,,36,37
2,9:37.0,B. Lopez misses 3-pt jump shot from 25 ft,,36,37
2,9:34.0,Offensive rebound by P. Connaughton,,36,37
2,9:22.0,K. Middleton misses 3-pt jump shot from 25 ft,,36,37
2,9:19.0,,Defensive rebound by M. Leonard,36,37
2,9:09.0,,Z. Collins makes 2-pt layup from 4 ft (assist by N. Stauskas),36,39
2,8:56.0,B. Lopez misses 2-pt jump shot from 21 ft,,36,39
2,8:55.0,,Defensive rebound by N. Stauskas,36,39
2,8:38.0,,E. Turner makes 2-pt jump shot from 16 ft,36,41
2,8:25.0,Shooting foul by E. Turner (drawn by P. Connaughton),,36,41
2,8:25.0,P. Connaughton makes free throw 1 of 2,,37,41
2,8:25.0,G. Antetokounmpo enters the game for T. Snell,,37,41
2,8:25.0,P. Connaughton makes free throw 2 of 2,,38,41
2,8:06.0,,E. Turner makes 3-pt jump shot from 23 ft (assist by N. Stauskas),38,44
2,7:45.0,B. Lopez misses 2-pt layup from 2 ft,,38,44
2,7:43.0,,Defensive rebound by M. Leonard,38,44
2,7:23.0,,M. Leonard makes 3-pt jump shot from 25 ft (assist by E. Turner),38,47
2,7:13.0,Milwaukee full timeout,,38,47
2,7:13.0,E. Bledsoe enters the game for M. Brogdon,,38,47
2,7:03.0,G. Antetokounmpo misses 2-pt jump shot from 8 ft,,38,47
2,7:00.0,,Defensive rebound by E. Turner,38,47
2,6:43.0,,S. Curry makes 2-pt jump shot from 19 ft,38,49
2,6:33.0,Turnover by G. Antetokounmpo (lost ball; steal by E. Turner),,38,49
2,6:23.0,,Turnover by Z. Collins (step out of bounds),38,49
2,6:14.0,Personal foul by S. Curry (drawn by E. Bledsoe),,38,49
2,6:14.0,,A. Aminu enters the game for S. Curry,38,49
2,6:14.0,,D. Lillard enters the game for M. Leonard,38,49
2,6:14.0,,C. McCollum enters the game for E. Turner,38,49
2,6:05.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by K. Middleton),,40,49
2,6:05.0,D. DiVincenzo enters the game for P. Connaughton,,40,49
2,5:45.0,,D. Lillard makes 2-pt jump shot from 10 ft,40,51
2,5:28.0,B. Lopez makes 3-pt jump shot from 22 ft (assist by G. Antetokounmpo),,43,51
2,5:07.0,,Offensive foul by Z. Collins (drawn by D. DiVincenzo),43,51
2,5:07.0,,Turnover by Z. Collins (offensive foul),43,51
2,5:07.0,E. İlyasova enters the game for K. Middleton,,43,51
2,5:07.0,,J. Layman enters the game for Z. Collins,43,51
2,5:07.0,,J. Nurkić enters the game for N. Stauskas,43,51
2,5:00.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by E. Bledsoe),,45,51
2,4:46.0,,D. Lillard misses 2-pt jump shot from 5 ft,45,51
2,4:42.0,,Offensive rebound by D. Lillard,45,51
2,4:42.0,,D. Lillard misses 2-pt layup from 1 ft,45,51
2,4:42.0,,Offensive rebound by J. Nurkić,45,51
2,4:39.0,,J. Nurkić misses 2-pt hook shot from 7 ft,45,51
2,4:37.0,Defensive rebound by B. Lopez,,45,51
2,4:33.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,45,51
2,4:30.0,,Defensive rebound by J. Layman,45,51
2,4:18.0,,J. Layman misses 2-pt layup from 2 ft,45,51
2,4:15.0,Defensive rebound by D. DiVincenzo,,45,51
2,4:12.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by E. Bledsoe),,47,51
2,4:11.0,,Portland full timeout,47,51
2,4:11.0,K. Middleton enters the game for B. Lopez,,47,51
2,3:50.0,,J. Nurkić makes 2-pt hook shot from 4 ft (assist by C. McCollum),47,53
2,3:39.0,K. Middleton makes 2-pt layup from 4 ft,,49,53
2,3:33.0,,Offensive foul by J. Nurkić (drawn by E. İlyasova),49,53
2,3:33.0,,Turnover by J. Nurkić (offensive foul),49,53
2,3:33.0,,Z. Collins enters the game for J. Nurkić,49,53
2,3:33.0,,Violation by Team (delay of game),49,53
2,3:21.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by K. Middleton),,51,53
2,2:57.0,,Turnover by D. Lillard (lost ball; steal by E. İlyasova),51,53
2,2:53.0,E. Bledsoe misses 3-pt jump shot from 23 ft,,51,53
2,2:51.0,Offensive rebound by E. İlyasova,,51,53
2,2:40.0,Turnover by G. Antetokounmpo (bad pass; steal by C. McCollum),,51,53
2,2:28.0,,Turnover by D. Lillard (bad pass),51,53
2,2:28.0,,E. Turner enters the game for J. Layman,51,53
2,2:18.0,D. DiVincenzo misses 3-pt jump shot from 25 ft,,51,53
2,2:16.0,,Defensive rebound by Z. Collins,51,53
2,2:09.0,,Personal foul by G. Antetokounmpo (drawn by D. Lillard),51,53
2,2:02.0,,Shooting foul by E. İlyasova (drawn by C. McCollum),51,53
2,2:02.0,,C. McCollum makes free throw 1 of 2,51,54
2,2:02.0,,C. McCollum misses free throw 2 of 2,51,54
2,2:00.0,Defensive rebound by E. İlyasova,,51,54
2,1:54.0,Offensive foul by E. İlyasova (drawn by E. Turner),,51,54
2,1:54.0,Turnover by E. İlyasova (offensive foul),,51,54
2,1:38.0,,C. McCollum misses 3-pt jump shot from 26 ft,51,54
2,1:38.0,Defensive rebound by Team,,51,54
2,1:26.0,E. Bledsoe misses 2-pt jump shot from 13 ft,,51,54
2,1:23.0,,Defensive rebound by E. Turner,51,54
2,1:19.0,,Turnover by Z. Collins (out of bounds lost ball),51,54
2,1:03.0,E. İlyasova misses 3-pt jump shot from 24 ft,,51,54
2,0:59.0,,Defensive rebound by D. Lillard,51,54
2,0:56.0,,Personal foul by E. Bledsoe (drawn by D. Lillard),51,54
2,0:56.0,T. Snell enters the game for K. Middleton,,51,54
2,0:47.0,,A. Aminu misses 3-pt jump shot from 26 ft,51,54
2,0:44.0,Defensive rebound by E. İlyasova,,51,54
2,0:38.0,E. Bledsoe misses 2-pt layup from 1 ft (block by D. Lillard),,51,54
2,0:38.0,Offensive rebound by Team,,51,54
2,0:26.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,51,54
2,0:24.0,,Defensive rebound by A. Aminu,51,54
2,0:06.0,,C. McCollum makes 3-pt jump shot from 24 ft,51,57
2,0:01.0,G. Antetokounmpo misses 3-pt jump shot from 27 ft,,51,57
2,0:01.0,,Defensive rebound by Z. Collins,51,57
3,11:49.0,,C. McCollum makes 2-pt jump shot from 16 ft,51,59
3,11:32.0,Turnover by E. Bledsoe (bad pass; steal by A. Aminu),,51,59
3,11:25.0,,J. Layman misses 3-pt jump shot from 27 ft,51,59
3,11:23.0,Defensive rebound by Team,,51,59
3,11:09.0,K. Middleton makes 2-pt jump shot from 5 ft,,53,59
3,11:00.0,,C. McCollum makes 2-pt jump shot from 15 ft,53,61
3,10:45.0,K. Middleton misses 2-pt layup from 1 ft,,53,61
3,10:44.0,Offensive rebound by G. Antetokounmpo,,53,61
3,10:43.0,G. Antetokounmpo makes 2-pt dunk at rim,,55,61
3,10:30.0,,J. Nurkić misses 2-pt jump shot from 22 ft,55,61
3,10:28.0,,Offensive rebound by C. McCollum,55,61
3,10:24.0,,C. McCollum makes 2-pt jump shot from 16 ft,55,63
3,10:08.0,E. Bledsoe makes 3-pt jump shot from 27 ft (assist by K. Middleton),,58,63
3,9:57.0,,Personal foul by B. Lopez (drawn by J. Nurkić),58,63
3,9:53.0,,C. McCollum misses 3-pt jump shot from 26 ft,58,63
3,9:49.0,Defensive rebound by G. Antetokounmpo,,58,63
3,9:45.0,Personal foul by A. Aminu (drawn by G. Antetokounmpo),,58,63
3,9:38.0,K. Middleton misses 2-pt layup from 2 ft (block by J. Layman),,58,63
3,9:35.0,Offensive rebound by K. Middleton,,58,63
3,9:27.0,M. Brogdon misses 2-pt layup from 2 ft,,58,63
3,9:26.0,,Defensive rebound by J. Layman,58,63
3,9:20.0,,D. Lillard misses 2-pt layup from 2 ft (block by B. Lopez),58,63
3,9:18.0,Defensive rebound by B. Lopez,,58,63
3,9:12.0,B. Lopez makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),,61,63
3,8:52.0,,J. Layman makes 3-pt jump shot from 25 ft (assist by C. McCollum),61,66
3,8:34.0,M. Brogdon makes 2-pt layup from 2 ft,,63,66
3,8:21.0,,C. McCollum makes 2-pt jump shot from 3 ft (assist by J. Nurkić),63,68
3,8:11.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by K. Middleton),,65,68
3,7:53.0,,D. Lillard misses 2-pt layup from 1 ft,65,68
3,7:52.0,,Offensive rebound by J. Nurkić,65,68
3,7:52.0,,J. Nurkić makes 2-pt hook shot from 4 ft,65,70
3,7:52.0,,Shooting foul by E. Bledsoe (drawn by J. Nurkić),65,70
3,7:52.0,,J. Nurkić misses free throw 1 of 1,65,70
3,7:52.0,Defensive rebound by G. Antetokounmpo,,65,70
3,7:39.0,M. Brogdon misses 2-pt layup from 1 ft,,65,70
3,7:38.0,,Defensive rebound by J. Nurkić,65,70
3,7:30.0,,J. Layman misses 3-pt jump shot from 23 ft,65,70
3,7:30.0,,Offensive rebound by Team,65,70
3,7:30.0,Loose ball foul by B. Lopez (drawn by J. Nurkić),,65,70
3,7:30.0,E. İlyasova enters the game for M. Brogdon,,65,70
3,7:23.0,,D. Lillard misses 2-pt jump shot from 5 ft,65,70
3,7:16.0,,Offensive rebound by J. Nurkić,65,70
3,7:16.0,,J. Nurkić misses 2-pt layup from 1 ft,65,70
3,7:16.0,Defensive rebound by E. İlyasova,,65,70
3,7:16.0,Personal foul by C. McCollum (drawn by K. Middleton),,65,70
3,7:08.0,B. Lopez makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),,68,70
3,6:52.0,,Personal foul by K. Middleton (drawn by J. Layman),68,70
3,6:52.0,,Portland full timeout,68,70
3,6:37.0,,J. Layman makes 2-pt jump shot from 18 ft,68,72
3,6:22.0,B. Lopez misses 3-pt jump shot from 23 ft,,68,72
3,6:20.0,,Defensive rebound by D. Lillard,68,72
3,6:13.0,,J. Nurkić makes 2-pt hook shot from 2 ft (assist by C. McCollum),68,74
3,6:00.0,Personal foul by A. Aminu (drawn by G. Antetokounmpo),,68,74
3,6:00.0,,Z. Collins enters the game for A. Aminu,68,74
3,6:00.0,,E. Turner enters the game for J. Layman,68,74
3,5:56.0,Personal foul by D. Lillard (drawn by G. Antetokounmpo),,68,74
3,5:50.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,68,74
3,5:49.0,,Defensive rebound by C. McCollum,68,74
3,5:36.0,,E. Turner misses 3-pt jump shot from 25 ft,68,74
3,5:32.0,Defensive rebound by B. Lopez,,68,74
3,5:25.0,E. İlyasova makes 2-pt layup from 1 ft (assist by K. Middleton),,70,74
3,5:02.0,,Z. Collins makes 2-pt hook shot from 3 ft,70,76
3,4:43.0,G. Antetokounmpo makes 2-pt dunk at rim,,72,76
3,4:21.0,,J. Nurkić makes 2-pt layup from 1 ft,72,78
3,4:21.0,,Shooting foul by B. Lopez (drawn by J. Nurkić),72,78
3,4:21.0,D. DiVincenzo enters the game for B. Lopez,,72,78
3,4:21.0,J. Henson enters the game for K. Middleton,,72,78
3,4:21.0,,J. Nurkić misses free throw 1 of 1,72,78
3,4:21.0,Defensive rebound by J. Henson,,72,78
3,3:59.0,G. Antetokounmpo misses 3-pt jump shot from 27 ft,,72,78
3,3:56.0,,Defensive rebound by Z. Collins,72,78
3,3:42.0,,C. McCollum makes 3-pt jump shot from 25 ft,72,81
3,3:27.0,J. Henson misses 3-pt jump shot from 25 ft,,72,81
3,3:24.0,,Defensive rebound by E. Turner,72,81
3,3:19.0,,D. Lillard misses 3-pt jump shot from 28 ft,72,81
3,3:16.0,Defensive rebound by G. Antetokounmpo,,72,81
3,3:10.0,Turnover by G. Antetokounmpo (lost ball; steal by C. McCollum),,72,81
3,3:03.0,,D. Lillard misses 3-pt jump shot from 24 ft,72,81
3,3:00.0,,Offensive rebound by E. Turner,72,81
3,2:59.0,,E. Turner misses 2-pt jump shot from 15 ft,72,81
3,2:59.0,Defensive rebound by G. Antetokounmpo,,72,81
3,2:48.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,72,81
3,2:46.0,,Defensive rebound by E. Turner,72,81
3,2:32.0,,C. McCollum makes 2-pt jump shot from 16 ft,72,83
3,2:31.0,Milwaukee full timeout,,72,83
3,2:31.0,M. Brogdon enters the game for G. Antetokounmpo,,72,83
3,2:31.0,K. Middleton enters the game for E. Bledsoe,,72,83
3,2:21.0,K. Middleton makes 3-pt jump shot from 25 ft,,75,83
3,2:06.0,,C. McCollum makes 2-pt jump shot from 10 ft (assist by J. Nurkić),75,85
3,1:52.0,D. DiVincenzo misses 3-pt jump shot from 25 ft,,75,85
3,1:50.0,,Defensive rebound by E. Turner,75,85
3,1:40.0,,J. Nurkić makes 2-pt hook shot from 2 ft (assist by D. Lillard),75,87
3,1:26.0,M. Brogdon misses 2-pt layup from 1 ft,,75,87
3,1:24.0,,Defensive rebound by J. Nurkić,75,87
3,1:16.0,,C. McCollum makes 2-pt jump shot from 15 ft,75,89
3,1:01.0,J. Henson makes 2-pt dunk at rim (assist by K. Middleton),,77,89
3,0:40.0,,J. Nurkić misses 3-pt jump shot from 25 ft,77,89
3,0:38.0,,Offensive rebound by Z. Collins,77,89
3,0:35.0,,C. McCollum misses 3-pt jump shot from 27 ft,77,89
3,0:32.0,Defensive rebound by K. Middleton,,77,89
3,0:26.0,K. Middleton misses 2-pt jump shot from 3 ft,,77,89
3,0:25.0,,Defensive rebound by J. Nurkić,77,89
3,0:10.0,,C. McCollum makes 2-pt jump shot from 14 ft,77,91
3,0:01.0,K. Middleton misses 3-pt jump shot from 27 ft,,77,91
3,0:01.0,,Defensive rebound by J. Nurkić,77,91
4,11:41.0,E. İlyasova makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),,80,91
4,11:20.0,,Z. Collins misses 3-pt jump shot from 26 ft,80,91
4,11:16.0,Defensive rebound by K. Middleton,,80,91
4,11:08.0,E. İlyasova misses 3-pt jump shot from 25 ft,,80,91
4,11:06.0,,Defensive rebound by E. Turner,80,91
4,10:57.0,,Z. Collins misses 3-pt jump shot from 25 ft,80,91
4,10:55.0,Defensive rebound by T. Snell,,80,91
4,10:49.0,K. Middleton makes 3-pt jump shot from 26 ft,,83,91
4,10:28.0,,M. Leonard misses 3-pt jump shot from 23 ft,83,91
4,10:27.0,Defensive rebound by K. Middleton,,83,91
4,10:19.0,K. Middleton makes 2-pt jump shot from 3 ft,,85,91
4,9:57.0,,M. Leonard makes 3-pt jump shot from 24 ft (assist by E. Turner),85,94
4,9:46.0,T. Snell makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),,88,94
4,9:28.0,,E. Turner misses 3-pt jump shot from 26 ft,88,94
4,9:25.0,Defensive rebound by E. İlyasova,,88,94
4,9:17.0,G. Antetokounmpo misses 2-pt dunk from 3 ft,,88,94
4,9:15.0,,Defensive rebound by E. Turner,88,94
4,8:57.0,,Personal foul by E. İlyasova (drawn by M. Leonard),88,94
4,8:51.0,,E. Turner makes 2-pt jump shot from 17 ft,88,96
4,8:33.0,K. Middleton misses 3-pt jump shot from 24 ft,,88,96
4,8:31.0,Offensive rebound by T. Snell,,88,96
4,8:18.0,Turnover by Team (shot clock),,88,96
4,8:18.0,B. Lopez enters the game for E. İlyasova,,88,96
4,7:56.0,,E. Turner makes 2-pt jump shot from 8 ft,88,98
4,7:40.0,G. Antetokounmpo makes 2-pt dunk from 2 ft,,90,98
4,7:29.0,,Portland full timeout,90,98
4,7:29.0,D. DiVincenzo enters the game for M. Brogdon,,90,98
4,7:29.0,,A. Aminu enters the game for S. Curry,90,98
4,7:29.0,,D. Lillard enters the game for M. Leonard,90,98
4,7:29.0,,C. McCollum enters the game for N. Stauskas,90,98
4,7:22.0,,A. Aminu misses 3-pt jump shot from 26 ft,90,98
4,7:15.0,,Offensive rebound by Z. Collins,90,98
4,7:15.0,,Turnover by Z. Collins (bad pass; steal by T. Snell),90,98
4,7:13.0,T. Snell makes 3-pt jump shot from 25 ft,,93,98
4,6:48.0,,C. McCollum makes 3-pt jump shot from 25 ft,93,101
4,6:28.0,G. Antetokounmpo makes 2-pt dunk from 1 ft,,95,101
4,6:06.0,,Turnover by C. McCollum (step out of bounds),95,101
4,6:06.0,,J. Nurkić enters the game for Z. Collins,95,101
4,5:46.0,Turnover by G. Antetokounmpo (traveling),,95,101
4,5:36.0,,Personal foul by K. Middleton (drawn by J. Nurkić),95,101
4,5:36.0,E. Bledsoe enters the game for K. Middleton,,95,101
4,5:25.0,,C. McCollum misses 3-pt jump shot from 26 ft,95,101
4,5:23.0,,Offensive rebound by A. Aminu,95,101
4,5:19.0,,A. Aminu makes 3-pt jump shot from 25 ft (assist by C. McCollum),95,104
4,5:00.0,G. Antetokounmpo misses 2-pt jump shot from 19 ft,,95,104
4,4:59.0,,Defensive rebound by A. Aminu,95,104
4,4:50.0,,Shooting foul by B. Lopez (drawn by J. Nurkić),95,104
4,4:50.0,,J. Nurkić makes free throw 1 of 2,95,105
4,4:50.0,K. Middleton enters the game for G. Antetokounmpo,,95,105
4,4:50.0,,J. Nurkić makes free throw 2 of 2,95,106
4,4:40.0,T. Snell misses 2-pt jump shot from 6 ft,,95,106
4,4:38.0,,Defensive rebound by A. Aminu,95,106
4,4:23.0,,E. Turner makes 3-pt jump shot from 25 ft (assist by C. McCollum),95,109
4,4:22.0,Milwaukee full timeout,,95,109
4,4:05.0,K. Middleton misses 3-pt jump shot from 25 ft,,95,109
4,4:02.0,Offensive rebound by E. Bledsoe,,95,109
4,3:57.0,Shooting foul by E. Turner (drawn by T. Snell),,95,109
4,3:57.0,T. Snell makes free throw 1 of 2,,96,109
4,3:57.0,T. Snell makes free throw 2 of 2,,97,109
4,3:42.0,,C. McCollum makes 2-pt jump shot from 15 ft,97,111
4,3:29.0,Shooting foul by C. McCollum (drawn by K. Middleton),,97,111
4,3:29.0,K. Middleton makes free throw 1 of 2,,98,111
4,3:29.0,K. Middleton makes free throw 2 of 2,,99,111
4,3:07.0,,A. Aminu makes 2-pt jump shot from 21 ft,99,113
4,2:53.0,K. Middleton makes 2-pt layup from 2 ft (assist by T. Snell),,101,113
4,2:32.0,,Offensive foul by C. McCollum (drawn by D. DiVincenzo),101,113
4,2:32.0,,Turnover by C. McCollum (offensive foul),101,113
4,2:24.0,K. Middleton misses 3-pt jump shot from 25 ft,,101,113
4,2:23.0,,Defensive rebound by D. Lillard,101,113
4,2:04.0,,C. McCollum misses 2-pt jump shot from 4 ft,101,113
4,2:01.0,Defensive rebound by T. Snell,,101,113
