QUARTER,TIME_REMAINING,UTAH_ACTION,LA LAKERS_ACTION,UTAH_SCORE,LA LAKERS_SCORE
1,6:31.0,,A. Caruso makes 2-pt jump shot from 14 ft (assist by J. McGee),12,15
1,6:11.0,J. Crowder misses 3-pt jump shot from 25 ft,,12,15
1,6:08.0,,Defensive rebound by J. McGee,12,15
1,6:01.0,,J. McGee misses 2-pt dunk from 2 ft,12,15
1,5:58.0,,Offensive rebound by K. Caldwell-Pope,12,15
1,5:50.0,,J. McGee makes 2-pt hook shot from 4 ft (assist by A. Caruso),12,17
1,5:37.0,D. Mitchell makes 2-pt layup from 1 ft,,14,17
1,5:28.0,,K. Caldwell-Pope makes 2-pt layup from 2 ft (assist by M. Muscala),14,19
1,5:13.0,Turnover by J. Ingles (bad pass; steal by J. McGee),,14,19
1,5:08.0,,A. Caruso makes 2-pt jump shot from 17 ft,14,21
1,4:51.0,Turnover by J. Crowder (bad pass; steal by A. Caruso),,14,21
1,4:38.0,,K. Caldwell-Pope misses 2-pt jump shot from 21 ft,14,21
1,4:34.0,Defensive rebound by R. Gobert,,14,21
1,4:24.0,J. Crowder misses 3-pt jump shot from 23 ft,,14,21
1,4:20.0,,Defensive rebound by J. McGee,14,21
1,4:14.0,,LA Lakers full timeout,14,21
1,4:14.0,G. Allen enters the game for J. Ingles,,14,21
1,4:14.0,,J. Williams enters the game for J. McGee,14,21
1,4:07.0,,A. Caruso makes 2-pt jump shot from 8 ft,14,23
1,3:44.0,J. Crowder makes 2-pt layup from 2 ft (assist by R. O'Neale),,16,23
1,3:29.0,,J. Williams makes 2-pt jump shot from 7 ft (assist by I. Bonga),16,25
1,3:11.0,Turnover by R. Gobert (3 sec),,16,25
1,3:11.0,,M. Wagner enters the game for M. Muscala,16,25
1,2:59.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,16,25
1,2:55.0,Defensive rebound by R. Gobert,,16,25
1,2:51.0,Shooting foul by M. Wagner (drawn by J. Crowder),,16,25
1,2:51.0,J. Crowder makes free throw 1 of 2,,17,25
1,2:51.0,G. Niang enters the game for R. Gobert,,17,25
1,2:51.0,E. Udoh enters the game for R. O'Neale,,17,25
1,2:51.0,J. Crowder makes free throw 2 of 2,,18,25
1,2:35.0,,M. Wagner makes 2-pt layup from 3 ft (assist by A. Caruso),18,27
1,2:24.0,G. Allen makes 2-pt layup from 1 ft (assist by E. Udoh),,20,27
1,2:14.0,,A. Caruso makes 2-pt layup from 2 ft,20,29
1,2:01.0,Shooting foul by I. Bonga (drawn by G. Allen),,20,29
1,2:01.0,G. Allen misses free throw 1 of 2,,20,29
1,2:01.0,Offensive rebound by Team,,20,29
1,2:01.0,J. Ingles enters the game for D. Mitchell,,20,29
1,2:01.0,G. Allen makes free throw 2 of 2,,21,29
1,1:56.0,,Personal foul by G. Allen (drawn by A. Caruso),21,29
1,1:48.0,,Turnover by I. Bonga (bad pass; steal by J. Ingles),21,29
1,1:44.0,G. Allen makes 2-pt dunk from 2 ft (assist by J. Ingles),,23,29
1,1:34.0,,A. Caruso misses 2-pt jump shot from 11 ft,23,29
1,1:32.0,,J. Williams makes 2-pt dunk at rim,23,31
1,1:32.0,,Offensive rebound by J. Williams,23,31
1,1:23.0,G. Niang makes 2-pt jump shot from 6 ft (assist by J. Ingles),,25,31
1,1:23.0,Shooting foul by M. Wagner (drawn by G. Niang),,25,31
1,1:23.0,,M. Muscala enters the game for M. Wagner,25,31
1,1:23.0,G. Niang makes free throw 1 of 1,,26,31
1,1:12.0,,Shooting foul by E. Udoh (drawn by J. Williams),26,31
1,1:12.0,,J. Williams misses free throw 1 of 2,26,31
1,1:12.0,,Offensive rebound by Team,26,31
1,1:12.0,,J. Williams makes free throw 2 of 2,26,32
1,0:58.0,Shooting foul by I. Bonga (drawn by E. Udoh),,26,32
1,0:58.0,E. Udoh misses free throw 1 of 2,,26,32
1,0:58.0,Offensive rebound by Team,,26,32
1,0:58.0,E. Udoh makes free throw 2 of 2,,27,32
1,0:39.0,,K. Caldwell-Pope makes 2-pt dunk at rim (assist by A. Caruso),27,34
1,0:30.0,J. Crowder misses 3-pt jump shot from 25 ft,,27,34
1,0:26.0,Offensive rebound by E. Udoh,,27,34
1,0:14.0,G. Allen misses 3-pt jump shot from 23 ft,,27,34
1,0:11.0,,Defensive rebound by M. Muscala,27,34
1,0:00.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,27,34
1,0:00.0,,Offensive rebound by Team,27,34
2,11:46.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,27,34
2,11:41.0,Defensive rebound by J. Crowder,,27,34
2,11:30.0,G. Niang makes 2-pt jump shot from 3 ft (assist by J. Crowder),,29,34
2,11:21.0,,M. Muscala misses 3-pt jump shot from 27 ft,29,34
2,11:17.0,Defensive rebound by J. Ingles,,29,34
2,11:10.0,Turnover by G. Niang (step out of bounds),,29,34
2,11:10.0,,I. Bonga enters the game for K. Caldwell-Pope,29,34
2,10:55.0,,M. Muscala misses 2-pt hook shot from 4 ft,29,34
2,10:52.0,,Offensive rebound by J. Williams,29,34
2,10:51.0,,J. Williams misses 2-pt layup from 2 ft,29,34
2,10:51.0,,Offensive rebound by M. Muscala,29,34
2,10:46.0,,M. Muscala misses 2-pt layup at rim,29,34
2,10:46.0,,Offensive rebound by M. Muscala,29,34
2,10:42.0,,M. Muscala makes 2-pt layup at rim,29,36
2,10:32.0,E. Udoh makes 2-pt layup from 2 ft (assist by G. Niang),,31,36
2,10:32.0,Shooting foul by A. Caruso (drawn by E. Udoh),,31,36
2,10:32.0,T. Sefolosha enters the game for J. Crowder,,31,36
2,10:32.0,E. Udoh misses free throw 1 of 1,,31,36
2,10:29.0,,Defensive rebound by J. Williams,31,36
2,10:21.0,,A. Caruso misses 3-pt jump shot from 26 ft,31,36
2,10:17.0,Defensive rebound by T. Sefolosha,,31,36
2,10:09.0,G. Niang misses 3-pt jump shot from 22 ft,,31,36
2,10:05.0,,Defensive rebound by I. Bonga,31,36
2,9:56.0,,A. Caruso makes 2-pt layup from 1 ft (assist by I. Bonga),31,38
2,9:33.0,G. Niang makes 3-pt jump shot from 28 ft (assist by T. Sefolosha),,34,38
2,9:13.0,,I. Bonga misses 2-pt layup from 6 ft (block by E. Udoh),34,38
2,9:10.0,,Offensive rebound by J. Jones,34,38
2,9:08.0,,J. Jones misses 2-pt layup from 3 ft,34,38
2,9:04.0,,Offensive rebound by I. Bonga,34,38
2,9:04.0,,I. Bonga misses 2-pt layup from 5 ft (block by G. Niang),34,38
2,9:00.0,Defensive rebound by G. Niang,,34,38
2,9:00.0,G. Niang misses 3-pt jump shot from 26 ft,,34,38
2,9:00.0,,Defensive rebound by Team,34,38
2,9:00.0,,K. Caldwell-Pope enters the game for A. Caruso,34,38
2,9:00.0,,M. Wagner enters the game for M. Muscala,34,38
2,8:50.0,,Turnover by K. Caldwell-Pope (bad pass; steal by T. Sefolosha),34,38
2,8:41.0,J. Ingles misses 3-pt jump shot from 23 ft,,34,38
2,8:39.0,,Defensive rebound by K. Caldwell-Pope,34,38
2,8:19.0,,I. Bonga misses 2-pt jump shot from 21 ft,34,38
2,8:16.0,Defensive rebound by T. Sefolosha,,34,38
2,7:56.0,G. Allen misses 2-pt layup from 4 ft (block by J. Jones),,34,38
2,7:54.0,,Defensive rebound by J. Jones,34,38
2,7:52.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by J. Jones),34,41
2,7:49.0,Utah full timeout,,34,41
2,7:49.0,R. Gobert enters the game for G. Allen,,34,41
2,7:49.0,D. Mitchell enters the game for J. Ingles,,34,41
2,7:49.0,R. O'Neale enters the game for E. Udoh,,34,41
2,7:49.0,,J. McGee enters the game for J. Williams,34,41
2,7:29.0,T. Sefolosha misses 3-pt jump shot from 25 ft,,34,41
2,7:22.0,R. Gobert makes 2-pt layup from 1 ft,,36,41
2,7:22.0,Offensive rebound by R. Gobert,,36,41
2,7:10.0,,J. McGee misses 3-pt jump shot from 26 ft,36,41
2,7:07.0,Defensive rebound by R. O'Neale,,36,41
2,6:52.0,Turnover by T. Sefolosha (lost ball; steal by I. Bonga),,36,41
2,6:49.0,,Turnover by I. Bonga (bad pass),36,41
2,6:38.0,D. Mitchell makes 2-pt layup from 2 ft,,38,41
2,6:26.0,,K. Caldwell-Pope misses 2-pt jump shot from 5 ft,38,41
2,6:24.0,,Offensive rebound by J. McGee,38,41
2,6:23.0,,J. McGee misses 2-pt layup at rim,38,41
2,6:22.0,,Offensive rebound by Team,38,41
2,6:22.0,,A. Caruso enters the game for I. Bonga,38,41
2,6:09.0,,A. Caruso misses 2-pt layup from 3 ft (block by R. Gobert),38,41
2,6:08.0,,Offensive rebound by Team,38,41
2,6:08.0,,Turnover by Team (shot clock),38,41
2,5:51.0,T. Sefolosha makes 3-pt jump shot from 28 ft (assist by D. Mitchell),,41,41
2,5:42.0,,Turnover by A. Caruso (bad pass),41,41
2,5:34.0,Shooting foul by J. McGee (drawn by R. Gobert),,41,41
2,5:34.0,R. Gobert misses free throw 1 of 2,,41,41
2,5:34.0,Offensive rebound by Team,,41,41
2,5:34.0,,LA Lakers full timeout,41,41
2,5:34.0,,I. Bonga enters the game for K. Caldwell-Pope,41,41
2,5:34.0,,M. Muscala enters the game for M. Wagner,41,41
2,5:34.0,R. Gobert makes free throw 2 of 2,,42,41
2,5:23.0,,Shooting foul by R. O'Neale (drawn by A. Caruso),42,41
2,5:23.0,,A. Caruso misses free throw 1 of 2,42,41
2,5:23.0,,Offensive rebound by Team,42,41
2,5:23.0,,A. Caruso makes free throw 2 of 2,42,42
2,5:10.0,T. Sefolosha makes 3-pt jump shot from 23 ft (assist by R. O'Neale),,45,42
2,4:54.0,,A. Caruso makes 2-pt jump shot from 5 ft,45,44
2,4:40.0,G. Niang misses 3-pt jump shot from 23 ft,,45,44
2,4:36.0,,Defensive rebound by J. McGee,45,44
2,4:23.0,,M. Muscala makes 3-pt jump shot from 26 ft (assist by J. Jones),45,47
2,4:06.0,R. O'Neale misses 3-pt jump shot from 24 ft,,45,47
2,4:03.0,,Defensive rebound by J. McGee,45,47
2,3:48.0,,A. Caruso misses 3-pt jump shot from 28 ft,45,47
2,3:44.0,Defensive rebound by R. O'Neale,,45,47
2,3:33.0,D. Mitchell makes 3-pt jump shot from 29 ft,,48,47
2,3:08.0,,J. McGee misses 3-pt jump shot from 26 ft,48,47
2,3:03.0,Defensive rebound by R. O'Neale,,48,47
2,3:00.0,Shooting foul by J. Jones (drawn by D. Mitchell),,48,47
2,3:00.0,D. Mitchell makes free throw 1 of 2,,49,47
2,3:00.0,J. Crowder enters the game for G. Niang,,49,47
2,3:00.0,J. Ingles enters the game for T. Sefolosha,,49,47
2,3:00.0,,K. Caldwell-Pope enters the game for J. Jones,49,47
2,3:00.0,,J. Williams enters the game for J. McGee,49,47
2,3:00.0,D. Mitchell makes free throw 2 of 2,,50,47
2,2:49.0,,J. Williams makes 2-pt dunk from 2 ft (assist by K. Caldwell-Pope),50,49
2,2:33.0,J. Ingles makes 3-pt jump shot from 23 ft (assist by R. Gobert),,53,49
2,2:16.0,,M. Muscala makes 3-pt jump shot from 26 ft (assist by A. Caruso),53,52
2,1:59.0,Personal foul by K. Caldwell-Pope (drawn by R. O'Neale),,53,52
2,1:49.0,J. Ingles makes 3-pt jump shot from 26 ft (assist by R. Gobert),,56,52
2,1:39.0,,K. Caldwell-Pope makes 2-pt jump shot from 17 ft,56,54
2,1:25.0,R. Gobert misses 2-pt jump shot from 10 ft,,56,54
2,1:21.0,,Defensive rebound by M. Muscala,56,54
2,1:10.0,,I. Bonga misses 3-pt jump shot from 25 ft,56,54
2,1:05.0,Defensive rebound by J. Crowder,,56,54
2,0:52.0,Turnover by D. Mitchell (traveling),,56,54
2,0:39.0,,A. Caruso misses 2-pt jump shot from 6 ft,56,54
2,0:37.0,Defensive rebound by R. O'Neale,,56,54
2,0:28.0,J. Ingles misses 3-pt jump shot from 28 ft,,56,54
2,0:24.0,Offensive rebound by R. Gobert,,56,54
2,0:16.0,D. Mitchell makes 3-pt jump shot from 26 ft,,59,54
3,11:46.0,,Turnover by K. Caldwell-Pope (bad pass; steal by T. Sefolosha),59,54
3,11:39.0,Shooting foul by M. Muscala (drawn by D. Mitchell),,59,54
3,11:39.0,D. Mitchell makes free throw 1 of 2,,60,54
3,11:39.0,D. Mitchell makes free throw 2 of 2,,61,54
3,11:25.0,,Def 3 sec tech foul by Team,61,54
3,11:25.0,,K. Caldwell-Pope makes technical free throw,61,55
3,11:15.0,,A. Caruso misses 2-pt layup from 2 ft,61,55
3,11:12.0,,Offensive rebound by J. McGee,61,55
3,11:12.0,,J. McGee misses 2-pt layup from 1 ft,61,55
3,11:12.0,,Offensive rebound by J. Jones,61,55
3,11:10.0,,J. Jones makes 2-pt layup from 1 ft,61,57
3,11:08.0,Turnover by R. Gobert (bad pass; steal by K. Caldwell-Pope),,61,57
3,11:06.0,,J. McGee makes 2-pt dunk from 1 ft (assist by K. Caldwell-Pope),61,59
3,10:47.0,R. Gobert misses 2-pt jump shot from 16 ft,,61,59
3,10:43.0,,Defensive rebound by J. Jones,61,59
3,10:38.0,,Turnover by A. Caruso (bad pass; steal by D. Mitchell),61,59
3,10:28.0,T. Sefolosha misses 2-pt layup from 2 ft,,61,59
3,10:24.0,Offensive rebound by R. Gobert,,61,59
3,10:24.0,R. Gobert makes 2-pt layup at rim,,63,59
3,10:16.0,,J. McGee makes 2-pt jump shot from 12 ft,63,61
3,9:55.0,D. Mitchell misses 2-pt layup from 5 ft (block by J. McGee),,63,61
3,9:53.0,,Defensive rebound by J. Jones,63,61
3,9:46.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,63,61
3,9:43.0,,Offensive rebound by J. Jones,63,61
3,9:36.0,,K. Caldwell-Pope makes 2-pt layup from 3 ft,63,63
3,9:16.0,Shooting foul by A. Caruso (drawn by R. Gobert),,63,63
3,9:16.0,R. Gobert misses free throw 1 of 2,,63,63
3,9:16.0,Offensive rebound by Team,,63,63
3,9:16.0,R. Gobert makes free throw 2 of 2,,64,63
3,9:01.0,,Turnover by A. Caruso (bad pass; steal by T. Sefolosha),64,63
3,8:52.0,R. Gobert makes 2-pt dunk from 1 ft (assist by J. Ingles),,66,63
3,8:48.0,,LA Lakers full timeout,66,63
3,8:37.0,,Personal foul by D. Mitchell (drawn by J. McGee),66,63
3,8:29.0,,A. Caruso makes 2-pt jump shot from 8 ft,66,65
3,8:07.0,R. Gobert makes 2-pt hook shot from 4 ft (assist by D. Mitchell),,68,65
3,7:49.0,,A. Caruso misses 2-pt layup from 2 ft,68,65
3,7:46.0,Defensive rebound by D. Mitchell,,68,65
3,7:42.0,T. Sefolosha makes 3-pt jump shot from 23 ft (assist by J. Ingles),,71,65
3,7:30.0,,J. McGee misses 2-pt dunk from 2 ft (block by R. Gobert),71,65
3,7:26.0,Defensive rebound by T. Sefolosha,,71,65
3,7:12.0,R. Gobert makes 2-pt dunk from 1 ft (assist by T. Sefolosha),,73,65
3,7:09.0,,LA Lakers full timeout,73,65
3,7:09.0,G. Niang enters the game for J. Ingles,,73,65
3,7:09.0,,J. Williams enters the game for J. McGee,73,65
3,6:55.0,,A. Caruso misses 2-pt jump shot from 12 ft,73,65
3,6:51.0,,Offensive rebound by J. Williams,73,65
3,6:49.0,,J. Jones makes 3-pt jump shot from 25 ft (assist by A. Caruso),73,68
3,6:31.0,R. O'Neale misses 3-pt jump shot from 28 ft,,73,68
3,6:31.0,,Defensive rebound by J. Jones,73,68
3,6:24.0,,Offensive foul by J. Williams (drawn by D. Mitchell),73,68
3,6:24.0,,Turnover by J. Williams (offensive foul),73,68
3,6:08.0,T. Sefolosha misses 3-pt jump shot from 24 ft,,73,68
3,6:04.0,,Defensive rebound by M. Muscala,73,68
3,5:50.0,,A. Caruso misses 2-pt layup from 1 ft,73,68
3,5:48.0,,Offensive rebound by J. Williams,73,68
3,5:40.0,,Turnover by K. Caldwell-Pope (lost ball; steal by G. Niang),73,68
3,5:31.0,D. Mitchell misses 2-pt layup from 2 ft,,73,68
3,5:27.0,T. Sefolosha makes 2-pt layup at rim,,75,68
3,5:27.0,Offensive rebound by T. Sefolosha,,75,68
3,5:06.0,,J. Jones misses 3-pt jump shot from 25 ft,75,68
3,5:03.0,Defensive rebound by D. Mitchell,,75,68
3,4:51.0,R. O'Neale makes 3-pt jump shot from 26 ft (assist by D. Mitchell),,78,68
3,4:26.0,,K. Caldwell-Pope misses 2-pt jump shot from 10 ft,78,68
3,4:25.0,,Offensive rebound by K. Caldwell-Pope,78,68
3,4:16.0,,A. Caruso makes 2-pt layup from 1 ft,78,70
3,4:15.0,Utah full timeout,,78,70
3,4:15.0,J. Crowder enters the game for T. Sefolosha,,78,70
3,4:15.0,,M. Wagner enters the game for M. Muscala,78,70
3,3:53.0,D. Mitchell misses 2-pt jump shot from 18 ft,,78,70
3,3:49.0,,Defensive rebound by J. Jones,78,70
3,3:36.0,,K. Caldwell-Pope makes 2-pt jump shot from 14 ft,78,72
3,3:20.0,R. O'Neale misses 2-pt layup from 6 ft (block by M. Wagner),,78,72
3,3:18.0,,Defensive rebound by K. Caldwell-Pope,78,72
3,3:16.0,,Shooting foul by R. Gobert (drawn by J. Williams),78,72
3,3:16.0,,J. Williams makes free throw 1 of 2,78,73
3,3:16.0,G. Allen enters the game for R. Gobert,,78,73
3,3:16.0,J. Ingles enters the game for D. Mitchell,,78,73
3,3:16.0,E. Udoh enters the game for R. O'Neale,,78,73
3,3:16.0,,J. Williams makes free throw 2 of 2,78,74
3,2:57.0,G. Niang misses 3-pt jump shot from 23 ft,,78,74
3,2:54.0,,Defensive rebound by J. Jones,78,74
3,2:49.0,,Shooting foul by G. Niang (drawn by J. Williams),78,74
3,2:49.0,,J. Williams makes free throw 1 of 2,78,75
3,2:49.0,,J. Williams makes free throw 2 of 2,78,76
3,2:28.0,G. Allen misses 2-pt jump shot from 16 ft,,78,76
3,2:24.0,,Defensive rebound by J. Williams,78,76
3,2:15.0,,J. Williams makes 2-pt hook shot from 5 ft (assist by A. Caruso),78,78
3,2:15.0,,Shooting foul by G. Allen (drawn by J. Williams),78,78
3,2:15.0,,J. Williams misses free throw 1 of 1,78,78
3,2:12.0,Defensive rebound by J. Crowder,,78,78
3,1:59.0,J. Crowder makes 3-pt jump shot from 26 ft (assist by J. Ingles),,81,78
3,1:38.0,,Shooting foul by J. Crowder (drawn by J. Williams),81,78
3,1:38.0,,J. Williams misses free throw 1 of 2,81,78
3,1:38.0,,Offensive rebound by Team,81,78
3,1:38.0,,I. Bonga enters the game for K. Caldwell-Pope,81,78
3,1:38.0,,J. Williams makes free throw 2 of 2,81,79
3,1:28.0,J. Crowder misses 2-pt layup from 3 ft,,81,79
3,1:25.0,,Defensive rebound by J. Williams,81,79
3,1:22.0,,M. Wagner misses 3-pt jump shot from 27 ft,81,79
3,1:18.0,Defensive rebound by G. Allen,,81,79
3,1:09.0,G. Niang makes 2-pt jump shot from 4 ft,,83,79
3,0:57.0,,M. Wagner makes 2-pt dunk from 2 ft,83,81
3,0:46.0,Offensive foul by G. Niang (drawn by J. Jones),,83,81
3,0:46.0,Turnover by G. Niang (offensive foul),,83,81
3,0:31.0,,Turnover by A. Caruso (bad pass; steal by E. Udoh),83,81
3,0:27.0,J. Crowder misses 3-pt jump shot from 25 ft,,83,81
3,0:20.0,,Defensive rebound by M. Wagner,83,81
3,0:04.0,,J. Jones misses 3-pt jump shot from 25 ft,83,81
3,0:00.0,Defensive rebound by J. Ingles,,83,81
4,11:52.0,Shooting foul by M. Wagner (drawn by G. Niang),,83,81
4,11:52.0,G. Niang makes free throw 1 of 2,,84,81
4,11:52.0,G. Niang makes free throw 2 of 2,,85,81
4,11:35.0,,M. Wagner makes 2-pt hook shot from 6 ft (assist by J. Jones),85,83
4,11:27.0,Turnover by G. Niang (traveling),,85,83
4,11:14.0,,M. Wagner misses 2-pt jump shot from 13 ft,85,83
4,11:10.0,Defensive rebound by G. Niang,,85,83
4,11:05.0,J. Crowder misses 2-pt layup from 3 ft,,85,83
4,11:01.0,,Defensive rebound by J. Jones,85,83
4,10:59.0,,M. Muscala makes 3-pt jump shot from 25 ft (assist by K. Caldwell-Pope),85,86
4,10:31.0,J. Crowder misses 2-pt jump shot from 23 ft,,85,86
4,10:26.0,,Defensive rebound by J. Williams,85,86
4,10:25.0,,K. Caldwell-Pope makes 3-pt jump shot from 27 ft (assist by J. Jones),85,89
4,10:24.0,Utah full timeout,,85,89
4,10:24.0,R. Gobert enters the game for G. Niang,,85,89
4,10:24.0,D. Mitchell enters the game for E. Udoh,,85,89
4,10:05.0,J. Crowder makes 2-pt jump shot from 22 ft (assist by G. Allen),,87,89
4,9:45.0,,M. Wagner misses 3-pt jump shot from 22 ft,87,89
4,9:41.0,Defensive rebound by J. Crowder,,87,89
4,9:36.0,Personal foul by M. Wagner (drawn by J. Ingles),,87,89
4,9:36.0,,A. Caruso enters the game for M. Wagner,87,89
4,9:25.0,Turnover by J. Ingles (bad pass; steal by J. Jones),,87,89
4,9:07.0,,A. Caruso misses 3-pt jump shot from 26 ft,87,89
4,9:05.0,Defensive rebound by J. Crowder,,87,89
4,8:57.0,J. Crowder misses 3-pt jump shot from 25 ft,,87,89
4,8:55.0,,Defensive rebound by Team,87,89
4,8:55.0,Loose ball foul by R. Gobert (drawn by K. Caldwell-Pope),,87,89
4,8:55.0,Technical foul by R. Gobert,,87,89
4,8:55.0,,K. Caldwell-Pope makes technical free throw,87,90
4,8:55.0,R. O'Neale enters the game for J. Crowder,,87,90
4,8:55.0,T. Sefolosha enters the game for J. Ingles,,87,90
4,8:41.0,,J. Williams misses 2-pt jump shot from 11 ft,87,90
4,8:38.0,Defensive rebound by R. Gobert,,87,90
4,8:31.0,Personal foul by J. Williams (drawn by R. Gobert),,87,90
4,8:31.0,G. Niang enters the game for G. Allen,,87,90
4,8:31.0,,J. McGee enters the game for J. Williams,87,90
4,8:16.0,R. Gobert misses 2-pt dunk from 3 ft (block by J. McGee),,87,90
4,8:13.0,,Defensive rebound by J. Jones,87,90
4,8:06.0,,Turnover by M. Muscala (bad pass; steal by T. Sefolosha),87,90
4,7:59.0,Shooting foul by A. Caruso (drawn by D. Mitchell),,87,90
4,7:59.0,D. Mitchell misses free throw 1 of 2,,87,90
4,7:59.0,Offensive rebound by Team,,87,90
4,7:59.0,D. Mitchell makes free throw 2 of 2,,88,90
4,7:42.0,,K. Caldwell-Pope makes 2-pt jump shot from 15 ft (assist by J. McGee),88,92
4,7:28.0,D. Mitchell misses 2-pt jump shot from 3 ft,,88,92
4,7:25.0,Offensive rebound by R. Gobert,,88,92
4,7:25.0,Shooting foul by A. Caruso (drawn by R. Gobert),,88,92
4,7:25.0,R. Gobert makes free throw 1 of 2,,89,92
4,7:25.0,R. Gobert misses free throw 2 of 2,,89,92
4,7:20.0,Offensive rebound by R. Gobert,,89,92
4,7:09.0,R. O'Neale misses 3-pt jump shot from 28 ft,,89,92
4,7:05.0,,Defensive rebound by J. Jones,89,92
4,6:54.0,,M. Muscala misses 3-pt jump shot from 26 ft,89,92
4,6:49.0,,Offensive rebound by J. McGee,89,92
4,6:46.0,,Shooting foul by R. Gobert (drawn by A. Caruso),89,92
4,6:46.0,,A. Caruso misses free throw 1 of 2,89,92
4,6:46.0,,Offensive rebound by Team,89,92
4,6:46.0,,A. Caruso makes free throw 2 of 2,89,93
4,6:29.0,G. Niang makes 2-pt jump shot from 6 ft,,91,93
4,6:22.0,,Offensive foul by J. McGee (drawn by R. O'Neale),91,93
4,6:22.0,,Turnover by J. McGee (offensive foul),91,93
4,6:22.0,J. Ingles enters the game for R. O'Neale,,91,93
4,6:08.0,J. Ingles misses 3-pt jump shot from 23 ft,,91,93
4,6:08.0,Offensive rebound by Team,,91,93
4,6:06.0,D. Mitchell misses 3-pt jump shot from 24 ft,,91,93
4,6:01.0,Offensive rebound by J. Ingles,,91,93
4,5:50.0,D. Mitchell misses 3-pt jump shot from 27 ft,,91,93
4,5:46.0,,Defensive rebound by K. Caldwell-Pope,91,93
4,5:35.0,,K. Caldwell-Pope misses 3-pt jump shot from 28 ft,91,93
4,5:34.0,,Offensive rebound by Team,91,93
4,5:34.0,Loose ball foul by D. Mitchell (drawn by M. Muscala),,91,93
4,5:34.0,,LA Lakers full timeout,91,93
4,5:24.0,,Turnover by J. Jones (traveling),91,93
4,5:13.0,Turnover by J. Ingles (bad pass),,91,93
4,4:56.0,,J. McGee makes 2-pt layup from 2 ft (assist by K. Caldwell-Pope),91,95
4,4:41.0,D. Mitchell misses 2-pt layup from 6 ft (block by J. Jones),,91,95
4,4:41.0,Offensive rebound by Team,,91,95
4,4:34.0,T. Sefolosha misses 3-pt jump shot from 23 ft,,91,95
