QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,TORONTO_ACTION,MILWAUKEE_SCORE,TORONTO_SCORE
4,5:27.0,,S. Ibaka misses 2-pt layup from 6 ft,90,84
4,5:25.0,,Offensive rebound by Team,90,84
4,5:25.0,M. Brogdon enters the game for G. Antetokounmpo,,90,84
4,5:19.0,,S. Ibaka makes 3-pt jump shot from 26 ft (assist by K. Leonard),90,87
4,5:18.0,Milwaukee full timeout,,90,87
4,5:18.0,G. Antetokounmpo enters the game for S. Brown,,90,87
4,5:03.0,K. Middleton misses 2-pt jump shot from 1 ft (block by D. Green),,90,87
4,5:03.0,Offensive rebound by Team,,90,87
4,4:58.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,90,87
4,4:56.0,,Defensive rebound by K. Leonard,90,87
4,4:49.0,,K. Leonard makes 2-pt jump shot from 17 ft,90,89
4,4:36.0,M. Brogdon makes 2-pt layup from 3 ft,,92,89
4,4:15.0,,S. Ibaka misses 3-pt jump shot from 26 ft,92,89
4,4:13.0,,Offensive rebound by Team,92,89
4,4:02.0,,K. Leonard makes 2-pt jump shot from 18 ft,92,91
4,3:50.0,G. Antetokounmpo misses 2-pt jump shot from 2 ft,,92,91
4,3:47.0,,Defensive rebound by S. Ibaka,92,91
4,3:29.0,,Turnover by S. Ibaka (out of bounds lost ball),92,91
4,3:18.0,M. Brogdon misses 2-pt layup from 3 ft (block by S. Ibaka),,92,91
4,3:15.0,,Defensive rebound by K. Lowry,92,91
4,3:13.0,,F. VanVleet makes 3-pt jump shot from 25 ft (assist by K. Lowry),92,94
4,2:45.0,Turnover by Team (shot clock),,92,94
4,2:31.0,,D. Green misses 3-pt jump shot from 25 ft,92,94
4,2:28.0,Defensive rebound by K. Middleton,,92,94
4,2:23.0,Shooting foul by D. Green (drawn by K. Middleton),,92,94
4,2:23.0,K. Middleton makes free throw 1 of 2,,93,94
4,2:23.0,K. Middleton makes free throw 2 of 2,,94,94
4,2:09.0,,K. Leonard makes 3-pt jump shot from 23 ft,94,97
4,1:53.0,Turnover by K. Middleton (out of bounds lost ball),,94,97
4,1:29.0,,K. Lowry misses 3-pt jump shot from 24 ft,94,97
4,1:27.0,Defensive rebound by K. Middleton,,94,97
4,1:07.0,M. Brogdon makes 3-pt jump shot from 25 ft (assist by K. Middleton),,97,97
4,0:53.0,,Turnover by K. Leonard (bad pass; steal by M. Brogdon),97,97
4,0:41.0,M. Brogdon makes 3-pt jump shot from 24 ft (assist by K. Middleton),,100,97
4,0:40.0,,Toronto full timeout,100,97
4,0:28.0,,F. VanVleet makes 2-pt layup from 2 ft (assist by S. Ibaka),100,99
4,0:21.0,Milwaukee full timeout,,100,99
4,0:21.0,,P. Siakam enters the game for F. VanVleet,100,99
4,0:14.0,Milwaukee full timeout,,100,99
4,0:12.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by B. Lopez),,102,99
4,0:12.0,,Toronto full timeout,102,99
4,0:12.0,E. İlyasova enters the game for B. Lopez,,102,99
4,0:12.0,,F. VanVleet enters the game for P. Siakam,102,99
4,0:11.0,,Personal foul by K. Middleton (drawn by K. Lowry),102,99
4,0:11.0,,C. Miles enters the game for F. VanVleet,102,99
4,0:09.0,,K. Leonard misses 3-pt jump shot from 26 ft,102,99
4,0:07.0,Defensive rebound by E. İlyasova,,102,99
4,0:07.0,Personal take foul by D. Green (drawn by E. İlyasova),,102,99
4,0:07.0,E. İlyasova makes free throw 1 of 2,,103,99
4,0:07.0,E. İlyasova makes free throw 2 of 2,,104,99
