QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,HOUSTON_ACTION,GOLDEN STATE_SCORE,HOUSTON_SCORE
4,3:25.0,,Houston full timeout,107,108
4,3:25.0,,C. Capela enters the game for A. Rivers,107,108
4,3:25.0,K. Thompson makes free throw 1 of 2,,108,108
4,3:25.0,K. Thompson makes free throw 2 of 2,,109,108
4,3:04.0,,J. Harden misses 3-pt jump shot from 26 ft (block by A. Iguodala),109,108
4,3:01.0,Defensive rebound by A. Iguodala,,109,108
4,2:46.0,K. Durant misses 2-pt jump shot from 13 ft,,109,108
4,2:44.0,,Defensive rebound by P. Tucker,109,108
4,2:44.0,,Personal foul by K. Thompson (drawn by C. Paul),109,108
4,2:44.0,,C. Paul makes free throw 1 of 2,109,109
4,2:44.0,,C. Paul makes free throw 2 of 2,109,110
4,2:30.0,S. Curry misses 2-pt jump shot from 22 ft,,109,110
4,2:26.0,Offensive rebound by K. Thompson,,109,110
4,2:24.0,Turnover by K. Thompson (bad pass; steal by C. Paul),,109,110
4,2:01.0,,J. Harden misses 2-pt jump shot from 6 ft,109,110
4,2:00.0,Defensive rebound by K. Thompson,,109,110
4,1:41.0,S. Curry misses 2-pt layup from 1 ft,,109,110
4,1:39.0,,Defensive rebound by P. Tucker,109,110
4,1:16.0,,J. Harden misses 2-pt jump shot from 7 ft,109,110
4,1:13.0,,Offensive rebound by C. Capela,109,110
4,1:13.0,,C. Capela misses 2-pt layup at rim,109,110
4,1:13.0,,Offensive rebound by C. Paul,109,110
4,1:01.0,,Turnover by Team (shot clock),109,110
4,0:45.0,A. Iguodala makes 3-pt jump shot from 23 ft (assist by K. Durant),,112,110
4,0:38.0,,Personal foul by S. Curry (drawn by J. Harden),112,110
4,0:38.0,,J. Harden makes free throw 1 of 2,112,111
4,0:38.0,,A. Rivers enters the game for C. Capela,112,111
4,0:38.0,,J. Harden makes free throw 2 of 2,112,112
4,0:19.0,K. Durant misses 2-pt jump shot from 17 ft,,112,112
4,0:17.0,,Defensive rebound by P. Tucker,112,112
1OT,4:40.0,,P. Tucker makes 2-pt jump shot from 12 ft (assist by C. Capela),112,114
1OT,4:16.0,Personal foul by J. Harden (drawn by S. Curry),,112,114
1OT,4:16.0,,A. Rivers enters the game for C. Capela,112,114
1OT,4:08.0,Shooting foul by J. Harden (drawn by D. Green),,112,114
1OT,4:08.0,D. Green makes free throw 1 of 2,,113,114
1OT,4:08.0,D. Green misses free throw 2 of 2,,113,114
1OT,4:08.0,,Defensive rebound by P. Tucker,113,114
1OT,3:57.0,,E. Gordon misses 2-pt layup from 1 ft,113,114
1OT,3:56.0,,Offensive rebound by P. Tucker,113,114
1OT,3:54.0,,Personal foul by D. Green (drawn by P. Tucker),113,114
1OT,3:46.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by P. Tucker),113,117
1OT,3:32.0,K. Durant misses 2-pt jump shot from 18 ft,,113,117
1OT,3:31.0,Offensive rebound by Team,,113,117
1OT,3:31.0,,Loose ball foul by C. Paul (drawn by A. Iguodala),113,117
1OT,3:19.0,A. Iguodala makes 3-pt jump shot from 23 ft (assist by K. Thompson),,116,117
1OT,2:57.0,,Personal foul by S. Curry (drawn by E. Gordon),116,117
1OT,2:43.0,,J. Harden makes 2-pt jump shot from 12 ft,116,119
1OT,2:29.0,K. Durant makes 2-pt layup at rim,,118,119
1OT,2:22.0,,Houston full timeout,118,119
1OT,2:00.0,,P. Tucker makes 2-pt layup from 1 ft (assist by C. Paul),118,121
1OT,1:49.0,S. Curry misses 2-pt layup from 2 ft,,118,121
1OT,1:48.0,,Defensive rebound by J. Harden,118,121
1OT,1:29.0,,J. Harden misses 2-pt layup from 1 ft,118,121
1OT,1:27.0,Defensive rebound by A. Iguodala,,118,121
1OT,1:12.0,K. Thompson misses 2-pt jump shot from 17 ft,,118,121
1OT,1:11.0,,Defensive rebound by J. Harden,118,121
1OT,0:49.0,,J. Harden makes 3-pt jump shot from 26 ft,118,124
1OT,0:49.0,Golden State full timeout,,118,124
1OT,0:47.0,Shooting foul by A. Rivers (drawn by K. Durant),,118,124
1OT,0:47.0,K. Durant makes free throw 1 of 3,,119,124
1OT,0:47.0,K. Durant makes free throw 2 of 3,,120,124
1OT,0:47.0,K. Durant makes free throw 3 of 3,,121,124
1OT,0:26.0,,J. Harden makes 2-pt jump shot from 8 ft,121,126
1OT,0:19.0,S. Curry misses 2-pt dunk from 1 ft,,121,126
1OT,0:17.0,,Defensive rebound by J. Harden,121,126
