QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,ATLANTA_ACTION,PHILADELPHIA_SCORE,ATLANTA_SCORE
1,7:13.0,,Turnover by T. Prince (lost ball; steal by J. Butler),15,17
1,7:03.0,Shooting foul by D. Bembry (drawn by B. Simmons),,15,17
1,7:03.0,B. Simmons misses free throw 1 of 2,,15,17
1,7:03.0,Offensive rebound by Team,,15,17
1,7:03.0,B. Simmons makes free throw 2 of 2,,16,17
1,6:53.0,,A. Len misses 2-pt jump shot from 1 ft (block by B. Simmons),16,17
1,6:51.0,,Offensive rebound by J. Collins,16,17
1,6:49.0,,J. Collins misses 2-pt jump shot at rim,16,17
1,6:49.0,,Offensive rebound by T. Young,16,17
1,6:47.0,,T. Young makes 2-pt jump shot from 5 ft,16,19
1,6:39.0,J. Redick misses 3-pt jump shot from 25 ft,,16,19
1,6:35.0,,Defensive rebound by A. Len,16,19
1,6:34.0,,Shooting foul by J. Redick (drawn by J. Collins),16,19
1,6:34.0,,Atlanta full timeout,16,19
1,6:34.0,B. Marjanović enters the game for J. Embiid,,16,19
1,6:34.0,T. McConnell enters the game for J. Redick,,16,19
1,6:34.0,M. Scott enters the game for B. Simmons,,16,19
1,6:34.0,,J. Collins makes free throw 1 of 2,16,20
1,6:34.0,,J. Collins makes free throw 2 of 2,16,21
1,6:21.0,B. Marjanović makes 3-pt jump shot from 23 ft (assist by J. Butler),,19,21
1,6:00.0,,A. Len misses 3-pt jump shot from 26 ft,19,21
1,5:56.0,,Offensive rebound by J. Collins,19,21
1,5:52.0,,A. Len makes 2-pt layup from 3 ft (assist by D. Bembry),19,23
1,5:36.0,T. McConnell misses 2-pt jump shot from 8 ft,,19,23
1,5:33.0,,Defensive rebound by J. Collins,19,23
1,5:29.0,,T. Young misses 3-pt jump shot from 32 ft,19,23
1,5:26.0,Defensive rebound by M. Scott,,19,23
1,5:17.0,Turnover by T. McConnell (bad pass; steal by D. Bembry),,19,23
1,5:12.0,,T. Prince misses 3-pt jump shot from 25 ft,19,23
1,5:08.0,Defensive rebound by T. McConnell,,19,23
1,5:03.0,T. McConnell makes 2-pt jump shot from 5 ft (assist by T. Harris),,21,23
1,4:42.0,,A. Len misses 3-pt jump shot from 26 ft,21,23
1,4:40.0,Defensive rebound by T. Harris,,21,23
1,4:40.0,Turnover by T. McConnell (bad pass),,21,23
1,4:40.0,,J. Anderson enters the game for J. Collins,21,23
1,4:40.0,,K. Bazemore enters the game for T. Prince,21,23
1,4:40.0,,V. Carter enters the game for T. Young,21,23
1,4:25.0,,K. Bazemore misses 2-pt jump shot from 9 ft,21,23
1,4:22.0,Defensive rebound by T. Harris,,21,23
1,4:14.0,Shooting foul by D. Bembry (drawn by J. Butler),,21,23
1,4:14.0,J. Butler makes free throw 1 of 2,,22,23
1,4:14.0,,J. Adams enters the game for D. Bembry,22,23
1,4:14.0,J. Butler makes free throw 2 of 2,,23,23
1,4:10.0,,Technical foul by D. Bembry,23,23
1,4:10.0,T. Harris misses technical free throw,,23,23
1,4:10.0,,Defensive rebound by Team,23,23
1,4:03.0,,V. Carter misses 3-pt jump shot from 26 ft,23,23
1,4:01.0,Defensive rebound by Team,,23,23
1,3:48.0,T. Harris makes 2-pt jump shot from 12 ft,,25,23
1,3:34.0,,V. Carter makes 3-pt jump shot from 23 ft (assist by J. Adams),25,26
1,3:32.0,Philadelphia full timeout,,25,26
1,3:32.0,J. Embiid enters the game for J. Butler,,25,26
1,3:32.0,J. Ennis enters the game for T. Harris,,25,26
1,3:32.0,J. Redick enters the game for B. Marjanović,,25,26
1,3:32.0,B. Simmons enters the game for T. McConnell,,25,26
1,3:15.0,J. Embiid makes 2-pt jump shot from 19 ft,,27,26
1,3:02.0,,J. Anderson makes 2-pt jump shot from 11 ft (assist by A. Len),27,28
1,2:56.0,Personal foul by K. Bazemore (drawn by B. Simmons),,27,28
1,2:56.0,B. Simmons makes free throw 1 of 2,,28,28
1,2:56.0,B. Simmons makes free throw 2 of 2,,29,28
1,2:46.0,,Personal foul by J. Ennis (drawn by V. Carter),29,28
1,2:44.0,,Turnover by V. Carter (bad pass),29,28
1,2:39.0,J. Embiid misses 3-pt jump shot from 26 ft,,29,28
1,2:36.0,,Defensive rebound by V. Carter,29,28
1,2:28.0,,A. Len misses 2-pt dunk from 1 ft,29,28
1,2:26.0,Defensive rebound by B. Simmons,,29,28
1,2:21.0,B. Simmons misses 2-pt layup from 6 ft,,29,28
1,2:18.0,Offensive rebound by M. Scott,,29,28
1,2:17.0,M. Scott misses 2-pt layup from 2 ft (block by J. Anderson),,29,28
1,2:14.0,,Defensive rebound by J. Adams,29,28
1,2:10.0,,J. Anderson makes 2-pt layup from 7 ft,29,30
1,1:59.0,M. Scott makes 3-pt jump shot from 26 ft (assist by J. Redick),,32,30
1,1:43.0,,J. Anderson misses 3-pt jump shot from 27 ft,32,30
1,1:40.0,Defensive rebound by J. Embiid,,32,30
1,1:34.0,B. Simmons makes 2-pt jump shot from 5 ft,,34,30
1,1:18.0,,V. Carter misses 2-pt layup from 1 ft,34,30
1,1:15.0,Defensive rebound by J. Ennis,,34,30
1,1:11.0,Shooting foul by J. Adams (drawn by J. Embiid),,34,30
1,1:11.0,J. Embiid misses free throw 1 of 2,,34,30
1,1:11.0,Offensive rebound by Team,,34,30
1,1:11.0,J. Embiid makes free throw 2 of 2,,35,30
1,1:01.0,,Def 3 sec tech foul by Team,35,30
1,1:01.0,,J. Adams misses technical free throw,35,30
1,1:01.0,,Offensive rebound by Team,35,30
1,0:56.0,,J. Anderson misses 3-pt jump shot from 23 ft,35,30
1,0:53.0,Defensive rebound by M. Scott,,35,30
1,0:50.0,J. Ennis makes 3-pt jump shot from 25 ft (assist by B. Simmons),,38,30
1,0:38.0,,J. Adams makes 2-pt layup from 1 ft,38,32
1,0:33.0,Shooting foul by V. Carter (drawn by J. Embiid),,38,32
1,0:33.0,J. Embiid makes free throw 1 of 2,,39,32
1,0:33.0,J. Embiid makes free throw 2 of 2,,40,32
1,0:26.0,,V. Carter misses 2-pt layup from 1 ft,40,32
1,0:23.0,Defensive rebound by J. Embiid,,40,32
1,0:06.0,Personal foul by K. Bazemore (drawn by J. Embiid),,40,32
1,0:06.0,J. Embiid misses free throw 1 of 2,,40,32
1,0:06.0,Offensive rebound by Team,,40,32
1,0:06.0,J. Embiid makes free throw 2 of 2,,41,32
1,0:03.0,,K. Bazemore misses 3-pt jump shot from 26 ft,41,32
1,0:01.0,,Offensive rebound by A. Len,41,32
1,0:00.0,,A. Len makes 2-pt layup from 1 ft,41,34
2,11:43.0,J. Redick misses 2-pt jump shot from 22 ft,,41,34
2,11:41.0,,Defensive rebound by J. Collins,41,34
2,11:26.0,,D. Dedmon makes 2-pt dunk from 1 ft (assist by T. Prince),41,36
2,11:13.0,J. Embiid makes 3-pt jump shot from 26 ft,,44,36
2,11:05.0,,Personal foul by J. Ennis (drawn by T. Young),44,36
2,10:49.0,,J. Collins makes 2-pt jump shot from 8 ft (assist by D. Dedmon),44,38
2,10:32.0,J. Embiid makes 2-pt layup from 1 ft (assist by B. Simmons),,46,38
2,10:21.0,,T. Young makes 3-pt jump shot from 25 ft,46,41
2,10:06.0,J. Embiid makes 2-pt jump shot from 13 ft (assist by B. Simmons),,48,41
2,9:56.0,,D. Dedmon misses 3-pt jump shot from 26 ft,48,41
2,9:53.0,Defensive rebound by Team,,48,41
2,9:40.0,J. Redick misses 3-pt jump shot from 25 ft,,48,41
2,9:37.0,,Defensive rebound by J. Collins,48,41
2,9:32.0,,T. Young makes 2-pt jump shot from 10 ft,48,43
2,9:21.0,Turnover by J. Redick (out of bounds lost ball),,48,43
2,9:09.0,,Turnover by T. Young (lost ball; steal by B. Simmons),48,43
2,9:04.0,B. Simmons misses 2-pt layup from 2 ft,,48,43
2,9:02.0,Offensive rebound by J. Redick,,48,43
2,9:00.0,J. Ennis misses 3-pt jump shot from 23 ft,,48,43
2,8:57.0,,Defensive rebound by K. Huerter,48,43
2,8:51.0,,T. Prince makes 3-pt jump shot from 23 ft (assist by J. Collins),48,46
2,8:36.0,B. Simmons misses 2-pt layup from 2 ft (block by J. Collins),,48,46
2,8:33.0,,Defensive rebound by T. Young,48,46
2,8:33.0,,Shooting foul by J. Redick (drawn by T. Young),48,46
2,8:33.0,,T. Young makes free throw 1 of 2,48,47
2,8:33.0,J. Butler enters the game for J. Embiid,,48,47
2,8:33.0,B. Marjanović enters the game for J. Ennis,,48,47
2,8:33.0,T. McConnell enters the game for J. Redick,,48,47
2,8:33.0,M. Scott enters the game for B. Simmons,,48,47
2,8:33.0,,T. Young makes free throw 2 of 2,48,48
2,8:13.0,T. McConnell misses 2-pt jump shot from 12 ft,,48,48
2,8:09.0,Offensive rebound by B. Marjanović,,48,48
2,8:07.0,M. Scott misses 3-pt jump shot from 23 ft,,48,48
2,8:01.0,Offensive rebound by T. Harris,,48,48
2,8:01.0,T. Harris makes 2-pt layup at rim,,50,48
2,7:41.0,,Shooting foul by T. Harris (drawn by T. Prince),50,48
2,7:41.0,,T. Prince makes free throw 1 of 2,50,49
2,7:41.0,,T. Prince makes free throw 2 of 2,50,50
2,7:18.0,Turnover by T. Harris (bad pass; steal by D. Dedmon),,50,50
2,7:13.0,,K. Huerter makes 2-pt dunk from 1 ft (assist by T. Young),50,52
2,7:13.0,Philadelphia full timeout,,50,52
2,6:56.0,T. Harris misses 2-pt layup from 3 ft (block by J. Collins),,50,52
2,6:53.0,Offensive rebound by T. Harris,,50,52
2,6:53.0,T. Harris misses 2-pt layup at rim,,50,52
2,6:52.0,,Defensive rebound by D. Dedmon,50,52
2,6:49.0,,T. Prince makes 2-pt layup from 2 ft (assist by T. Young),50,54
2,6:49.0,,Shooting foul by B. Marjanović (drawn by T. Prince),50,54
2,6:49.0,,T. Prince makes free throw 1 of 1,50,55
2,6:37.0,Def 3 sec tech foul by Team,,50,55
2,6:37.0,J. Butler makes technical free throw,,51,55
2,6:29.0,B. Marjanović misses 2-pt jump shot from 19 ft,,51,55
2,6:26.0,,Defensive rebound by T. Prince,51,55
2,6:18.0,,D. Dedmon makes 3-pt jump shot from 25 ft (assist by T. Young),51,58
2,5:59.0,T. Harris misses 2-pt jump shot from 16 ft,,51,58
2,5:56.0,Offensive rebound by T. Harris,,51,58
2,5:54.0,T. Harris misses 2-pt jump shot from 15 ft,,51,58
2,5:49.0,,Defensive rebound by T. Prince,51,58
2,5:49.0,,D. Bembry enters the game for D. Dedmon,51,58
2,5:49.0,,A. Len enters the game for K. Huerter,51,58
2,5:40.0,,J. Collins makes 2-pt layup from 1 ft (assist by T. Young),51,60
2,5:22.0,T. Harris makes 3-pt jump shot from 23 ft (assist by T. McConnell),,54,60
2,5:10.0,,A. Len misses 3-pt jump shot from 23 ft,54,60
2,5:07.0,Defensive rebound by J. Butler,,54,60
2,4:57.0,M. Scott makes 3-pt jump shot from 23 ft (assist by T. McConnell),,57,60
2,4:55.0,,Atlanta full timeout,57,60
2,4:55.0,,K. Bazemore enters the game for J. Collins,57,60
2,4:55.0,,V. Carter enters the game for T. Prince,57,60
2,4:40.0,,D. Bembry misses 2-pt layup from 1 ft (block by J. Butler),57,60
2,4:36.0,,Offensive rebound by D. Bembry,57,60
2,4:34.0,,T. Young makes 3-pt jump shot from 25 ft (assist by D. Bembry),57,63
2,4:10.0,J. Butler misses 2-pt layup from 1 ft,,57,63
2,4:08.0,Offensive rebound by B. Marjanović,,57,63
2,4:06.0,B. Marjanović misses 2-pt layup from 2 ft,,57,63
2,4:04.0,Offensive rebound by J. Butler,,57,63
2,4:02.0,J. Butler makes 2-pt layup from 2 ft,,59,63
2,3:50.0,,T. Young makes 2-pt jump shot from 14 ft,59,65
2,3:37.0,Personal foul by D. Bembry (drawn by J. Butler),,59,65
2,3:37.0,J. Embiid enters the game for T. Harris,,59,65
2,3:37.0,J. Redick enters the game for B. Marjanović,,59,65
2,3:37.0,B. Simmons enters the game for T. McConnell,,59,65
2,3:37.0,,J. Anderson enters the game for D. Bembry,59,65
2,3:22.0,J. Embiid misses 2-pt jump shot from 16 ft,,59,65
2,3:19.0,,Defensive rebound by V. Carter,59,65
2,3:13.0,,A. Len makes 2-pt dunk from 1 ft (assist by T. Young),59,67
2,2:59.0,J. Redick makes 3-pt jump shot from 24 ft (assist by B. Simmons),,62,67
2,2:46.0,,A. Len makes 2-pt dunk at rim (assist by T. Young),62,69
2,2:30.0,M. Scott misses 3-pt jump shot from 24 ft,,62,69
2,2:26.0,Offensive rebound by J. Embiid,,62,69
2,2:21.0,Turnover by J. Embiid (bad pass; steal by J. Anderson),,62,69
2,2:18.0,,Turnover by V. Carter (bad pass; steal by B. Simmons),62,69
2,2:12.0,J. Redick misses 2-pt layup from 3 ft (block by V. Carter),,62,69
2,2:09.0,,Defensive rebound by T. Young,62,69
2,2:09.0,,Turnover by T. Young (bad pass),62,69
2,2:09.0,,K. Huerter enters the game for T. Young,62,69
2,1:59.0,Personal foul by A. Len (drawn by J. Redick),,62,69
2,1:58.0,,Violation by Team (kicked ball),62,69
2,1:50.0,B. Simmons misses 2-pt layup from 7 ft,,62,69
2,1:47.0,,Defensive rebound by V. Carter,62,69
2,1:37.0,,J. Anderson misses 2-pt jump shot from 13 ft,62,69
2,1:33.0,,Offensive rebound by J. Anderson,62,69
2,1:33.0,,J. Anderson makes 2-pt layup from 1 ft,62,71
2,1:26.0,J. Redick misses 2-pt jump shot from 18 ft,,62,71
2,1:24.0,,Defensive rebound by K. Bazemore,62,71
2,1:12.0,,Turnover by A. Len (bad pass),62,71
2,1:03.0,Shooting foul by J. Anderson (drawn by J. Butler),,62,71
2,1:03.0,J. Butler makes free throw 1 of 2,,63,71
2,1:03.0,J. Butler makes free throw 2 of 2,,64,71
2,0:53.0,Violation by Team (kicked ball),,64,71
2,0:45.0,,K. Bazemore misses 3-pt jump shot from 26 ft,64,71
2,0:41.0,Defensive rebound by M. Scott,,64,71
2,0:31.0,J. Butler makes 2-pt layup from 2 ft,,66,71
2,0:11.0,,A. Len makes 3-pt jump shot from 23 ft (assist by K. Huerter),66,74
2,0:01.0,J. Butler makes 2-pt layup from 2 ft,,68,74
2,0:00.0,,V. Carter misses 3-pt jump shot from 68 ft,68,74
2,0:00.0,,Offensive rebound by Team,68,74
3,11:38.0,J. Butler misses 2-pt jump shot from 15 ft,,68,74
3,11:34.0,,Defensive rebound by T. Prince,68,74
3,11:22.0,,T. Prince misses 3-pt jump shot from 27 ft,68,74
3,11:19.0,Defensive rebound by J. Butler,,68,74
3,11:11.0,J. Embiid makes 2-pt layup from 1 ft (assist by J. Butler),,70,74
3,10:46.0,,J. Collins misses 2-pt jump shot from 11 ft,70,74
3,10:43.0,Defensive rebound by J. Embiid,,70,74
3,10:39.0,B. Simmons makes 2-pt jump shot from 8 ft,,72,74
3,10:31.0,,T. Prince makes 3-pt jump shot from 23 ft (assist by T. Young),72,77
3,10:09.0,J. Redick misses 3-pt jump shot from 25 ft (block by T. Young),,72,77
3,10:02.0,,Defensive rebound by J. Collins,72,77
3,10:00.0,,T. Prince misses 3-pt jump shot from 22 ft,72,77
3,9:57.0,Defensive rebound by B. Simmons,,72,77
3,9:49.0,J. Butler makes 2-pt jump shot from 10 ft (assist by B. Simmons),,74,77
3,9:39.0,,T. Young misses 3-pt jump shot from 31 ft,74,77
3,9:35.0,Defensive rebound by J. Embiid,,74,77
3,9:28.0,B. Simmons misses 2-pt jump shot from 12 ft,,74,77
3,9:25.0,,Defensive rebound by T. Young,74,77
3,9:20.0,,D. Dedmon misses 3-pt jump shot from 23 ft,74,77
3,9:12.0,,Offensive rebound by K. Huerter,74,77
3,9:12.0,,T. Prince makes 3-pt jump shot from 25 ft (assist by K. Huerter),74,80
3,9:10.0,Philadelphia full timeout,,74,80
3,8:56.0,T. Harris misses 2-pt layup from 1 ft,,74,80
3,8:51.0,Offensive rebound by T. Harris,,74,80
3,8:49.0,Turnover by T. Harris (bad pass; steal by J. Collins),,74,80
3,8:46.0,,J. Collins makes 2-pt dunk at rim (assist by T. Young),74,82
3,8:38.0,B. Simmons makes 2-pt dunk from 1 ft,,76,82
3,8:14.0,,K. Huerter misses 2-pt layup from 4 ft (block by T. Harris),76,82
3,8:10.0,Defensive rebound by J. Embiid,,76,82
3,7:59.0,J. Embiid makes 3-pt jump shot from 23 ft (assist by J. Butler),,79,82
3,7:37.0,,T. Young makes 2-pt layup from 1 ft,79,84
3,7:26.0,J. Redick makes 2-pt jump shot from 20 ft (assist by B. Simmons),,81,84
3,7:14.0,,J. Collins misses 2-pt layup from 1 ft (block by B. Simmons),81,84
3,7:11.0,,Offensive rebound by J. Collins,81,84
3,7:07.0,,K. Huerter makes 3-pt jump shot from 26 ft (assist by J. Collins),81,87
3,6:53.0,T. Harris misses 3-pt jump shot from 26 ft,,81,87
3,6:50.0,,Defensive rebound by T. Prince,81,87
3,6:39.0,,Turnover by T. Young (bad pass; steal by B. Simmons),81,87
3,6:32.0,B. Simmons misses 2-pt layup from 1 ft,,81,87
3,6:31.0,,Defensive rebound by D. Dedmon,81,87
3,6:31.0,,Turnover by T. Young (bad pass),81,87
3,6:31.0,B. Marjanović enters the game for J. Embiid,,81,87
3,6:31.0,T. McConnell enters the game for J. Redick,,81,87
3,6:31.0,M. Scott enters the game for B. Simmons,,81,87
3,6:17.0,Turnover by J. Butler (bad pass; steal by T. Prince),,81,87
3,6:11.0,,T. Prince makes 2-pt layup from 1 ft,81,89
3,6:02.0,Personal foul by K. Huerter (drawn by J. Butler),,81,89
3,6:02.0,,J. Adams enters the game for J. Collins,81,89
3,6:02.0,,K. Bazemore enters the game for D. Dedmon,81,89
3,6:02.0,,D. Bembry enters the game for K. Huerter,81,89
3,6:02.0,,V. Carter enters the game for T. Prince,81,89
3,6:02.0,,A. Len enters the game for T. Young,81,89
3,5:48.0,T. Harris misses 2-pt jump shot from 11 ft (block by A. Len),,81,89
3,5:48.0,Offensive rebound by Team,,81,89
3,5:46.0,Shooting foul by A. Len (drawn by J. Butler),,81,89
3,5:46.0,J. Butler makes free throw 1 of 2,,82,89
3,5:46.0,J. Butler makes free throw 2 of 2,,83,89
3,5:35.0,,J. Adams makes 3-pt jump shot from 26 ft (assist by V. Carter),83,92
3,5:18.0,J. Butler misses 2-pt layup from 9 ft (block by D. Bembry),,83,92
3,5:14.0,Offensive rebound by B. Marjanović,,83,92
3,5:13.0,B. Marjanović makes 2-pt layup from 1 ft,,85,92
3,5:00.0,,D. Bembry misses 2-pt layup from 6 ft,85,92
3,4:56.0,,Offensive rebound by D. Bembry,85,92
3,4:54.0,,D. Bembry makes 2-pt jump shot from 7 ft,85,94
3,4:38.0,B. Marjanović misses 2-pt jump shot from 15 ft,,85,94
3,4:35.0,,Defensive rebound by D. Bembry,85,94
3,4:29.0,,A. Len makes 2-pt layup from 2 ft (assist by D. Bembry),85,96
3,4:29.0,,Shooting foul by T. McConnell (drawn by A. Len),85,96
3,4:29.0,,A. Len makes free throw 1 of 1,85,97
3,4:09.0,J. Butler misses 2-pt jump shot from 18 ft,,85,97
3,4:06.0,,Defensive rebound by J. Adams,85,97
3,4:02.0,,K. Bazemore misses 3-pt jump shot from 25 ft,85,97
3,4:00.0,Defensive rebound by M. Scott,,85,97
3,3:53.0,T. McConnell makes 2-pt jump shot from 9 ft,,87,97
3,3:53.0,Shooting foul by J. Adams (drawn by T. McConnell),,87,97
3,3:53.0,J. Embiid enters the game for B. Marjanović,,87,97
3,3:53.0,T. McConnell makes free throw 1 of 1,,88,97
3,3:46.0,,V. Carter misses 3-pt jump shot from 25 ft,88,97
3,3:43.0,Defensive rebound by J. Butler,,88,97
3,3:43.0,B. Simmons enters the game for T. McConnell,,88,97
3,3:37.0,Personal foul by K. Bazemore (drawn by J. Butler),,88,97
3,3:24.0,T. Harris misses 2-pt jump shot from 14 ft,,88,97
3,3:21.0,,Defensive rebound by J. Adams,88,97
3,3:02.0,,V. Carter misses 3-pt jump shot from 25 ft,88,97
3,2:58.0,Defensive rebound by B. Simmons,,88,97
3,2:46.0,T. Harris misses 3-pt jump shot from 23 ft,,88,97
3,2:43.0,,Defensive rebound by A. Len,88,97
3,2:33.0,,K. Bazemore misses 2-pt jump shot from 18 ft,88,97
3,2:30.0,Defensive rebound by J. Embiid,,88,97
3,2:26.0,B. Simmons makes 2-pt dunk from 1 ft (assist by J. Butler),,90,97
3,2:07.0,,J. Adams misses 3-pt jump shot from 26 ft,90,97
3,2:04.0,,Offensive rebound by A. Len,90,97
3,1:55.0,,A. Len misses 2-pt layup from 1 ft,90,97
3,1:52.0,Defensive rebound by J. Embiid,,90,97
3,1:39.0,B. Simmons makes 2-pt hook shot from 5 ft,,92,97
3,1:18.0,,V. Carter misses 3-pt jump shot from 26 ft,92,97
3,1:15.0,Defensive rebound by J. Embiid,,92,97
3,1:00.0,M. Scott makes 3-pt jump shot from 23 ft (assist by T. Harris),,95,97
3,0:49.0,,Shooting foul by B. Simmons (drawn by K. Bazemore),95,97
3,0:49.0,,Atlanta full timeout,95,97
3,0:49.0,J. Ennis enters the game for J. Butler,,95,97
3,0:49.0,J. Redick enters the game for T. Harris,,95,97
3,0:49.0,,J. Anderson enters the game for V. Carter,95,97
3,0:49.0,,K. Bazemore misses free throw 1 of 3,95,97
3,0:49.0,,Offensive rebound by Team,95,97
3,0:49.0,,K. Bazemore makes free throw 2 of 3,95,98
3,0:49.0,,K. Bazemore misses free throw 3 of 3,95,98
3,0:47.0,Defensive rebound by M. Scott,,95,98
3,0:35.0,J. Redick makes 2-pt jump shot from 18 ft (assist by J. Embiid),,97,98
3,0:24.0,,K. Bazemore makes 2-pt layup from 2 ft,97,100
3,0:05.0,J. Redick makes 3-pt jump shot from 25 ft (assist by B. Simmons),,100,100
3,0:00.0,,K. Bazemore misses 3-pt jump shot from 31 ft,100,100
3,0:00.0,,Offensive rebound by Team,100,100
4,11:50.0,,D. Dedmon makes 3-pt jump shot from 23 ft (assist by T. Young),100,103
4,11:32.0,J. Embiid makes 2-pt dunk from 1 ft (assist by J. Redick),,102,103
4,11:12.0,,Turnover by T. Young (bad pass; steal by B. Simmons),102,103
4,11:08.0,J. Ennis makes 2-pt layup from 1 ft (assist by B. Simmons),,104,103
4,10:56.0,,J. Collins misses 2-pt jump shot from 17 ft,104,103
4,10:53.0,Defensive rebound by B. Simmons,,104,103
4,10:48.0,J. Redick misses 3-pt jump shot from 23 ft,,104,103
4,10:45.0,Offensive rebound by B. Simmons,,104,103
4,10:41.0,Turnover by B. Simmons (discontinued dribble),,104,103
4,10:35.0,,T. Young misses 3-pt jump shot from 33 ft,104,103
4,10:32.0,,Offensive rebound by D. Dedmon,104,103
4,10:29.0,,T. Prince makes 2-pt jump shot from 13 ft,104,105
4,10:17.0,J. Embiid misses 2-pt jump shot from 19 ft,,104,105
4,10:14.0,,Defensive rebound by J. Collins,104,105
4,10:07.0,,T. Young misses 2-pt jump shot from 11 ft,104,105
4,10:02.0,Defensive rebound by J. Ennis,,104,105
4,9:53.0,J. Redick misses 2-pt jump shot from 8 ft,,104,105
4,9:51.0,,Defensive rebound by D. Dedmon,104,105
4,9:48.0,,K. Huerter misses 3-pt jump shot from 25 ft,104,105
4,9:44.0,Defensive rebound by B. Simmons,,104,105
4,9:41.0,Turnover by B. Simmons (bad pass),,104,105
4,9:28.0,,K. Huerter misses 2-pt jump shot from 10 ft,104,105
4,9:25.0,,Offensive rebound by K. Huerter,104,105
4,9:23.0,,K. Huerter misses 3-pt jump shot from 25 ft,104,105
4,9:22.0,Defensive rebound by J. Embiid,,104,105
4,9:20.0,Turnover by J. Embiid (bad pass),,104,105
4,9:16.0,Loose ball foul by J. Ennis (drawn by K. Huerter),,104,105
4,9:11.0,,D. Dedmon makes 2-pt dunk from 1 ft (assist by K. Huerter),104,107
4,9:11.0,,Shooting foul by B. Simmons (drawn by D. Dedmon),104,107
4,9:11.0,Philadelphia full timeout,,104,107
4,9:11.0,,D. Dedmon makes free throw 1 of 1,104,108
4,8:51.0,Shooting foul by D. Dedmon (drawn by J. Embiid),,104,108
4,8:51.0,J. Embiid makes free throw 1 of 2,,105,108
4,8:51.0,T. Harris enters the game for M. Scott,,105,108
4,8:51.0,J. Embiid makes free throw 2 of 2,,106,108
4,8:32.0,,T. Young misses 2-pt jump shot from 7 ft,106,108
4,8:29.0,Defensive rebound by J. Embiid,,106,108
4,8:25.0,J. Ennis misses 3-pt jump shot from 23 ft,,106,108
4,8:18.0,,Defensive rebound by Team,106,108
4,8:05.0,,Turnover by T. Prince (bad pass; steal by J. Ennis),106,108
4,8:03.0,J. Ennis misses 2-pt layup from 3 ft,,106,108
4,8:01.0,,Defensive rebound by T. Prince,106,108
4,7:54.0,,J. Collins misses 2-pt layup from 6 ft,106,108
4,7:54.0,,Offensive rebound by D. Dedmon,106,108
4,7:52.0,,D. Dedmon misses 2-pt layup at rim,106,108
4,7:50.0,Defensive rebound by J. Ennis,,106,108
4,7:49.0,Shooting foul by K. Huerter (drawn by J. Ennis),,106,108
