QUARTER,TIME_REMAINING,MINNESOTA_ACTION,LA LAKERS_ACTION,MINNESOTA_SCORE,LA LAKERS_SCORE
1,8:23.0,,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by R. Rondo),11,6
1,8:10.0,K. Towns misses 2-pt jump shot from 19 ft,,11,6
1,8:06.0,,Defensive rebound by B. Ingram,11,6
1,8:00.0,,I. Zubac misses 2-pt hook shot from 5 ft,11,6
1,7:58.0,Defensive rebound by T. Gibson,,11,6
1,7:52.0,D. Rose misses 2-pt jump shot from 17 ft,,11,6
1,7:49.0,Offensive rebound by T. Gibson,,11,6
1,7:49.0,Shooting foul by R. Rondo (drawn by T. Gibson),,11,6
1,7:49.0,T. Gibson makes free throw 1 of 2,,12,6
1,7:49.0,T. Gibson makes free throw 2 of 2,,13,6
1,7:35.0,,I. Zubac makes 2-pt dunk from 1 ft (assist by K. Kuzma),13,8
1,7:24.0,A. Wiggins misses 3-pt jump shot from 25 ft,,13,8
1,7:21.0,,Defensive rebound by K. Caldwell-Pope,13,8
1,7:13.0,,R. Rondo makes 3-pt jump shot from 26 ft (assist by I. Zubac),13,11
1,6:52.0,D. Rose misses 3-pt jump shot from 26 ft,,13,11
1,6:49.0,,Defensive rebound by R. Rondo,13,11
1,6:27.0,,B. Ingram misses 2-pt jump shot from 21 ft,13,11
1,6:27.0,,Offensive rebound by Team,13,11
1,6:27.0,,Turnover by Team (shot clock),13,11
1,6:27.0,,LA Lakers full timeout,13,11
1,6:12.0,A. Wiggins makes 2-pt hook shot from 3 ft,,15,11
1,5:53.0,,R. Rondo misses 2-pt hook shot from 4 ft,15,11
1,5:50.0,,Offensive rebound by I. Zubac,15,11
1,5:50.0,,I. Zubac makes 2-pt layup from 1 ft,15,13
1,5:34.0,T. Gibson misses 2-pt jump shot from 7 ft,,15,13
1,5:31.0,,Defensive rebound by B. Ingram,15,13
1,5:27.0,,B. Ingram makes 2-pt layup from 1 ft,15,15
1,5:04.0,D. Rose makes 2-pt jump shot from 15 ft (assist by J. Okogie),,17,15
1,4:55.0,,B. Ingram misses 3-pt jump shot from 24 ft,17,15
1,4:50.0,Defensive rebound by K. Towns,,17,15
1,4:49.0,Offensive foul by K. Towns (drawn by R. Rondo),,17,15
1,4:49.0,Turnover by K. Towns (offensive foul),,17,15
1,4:49.0,J. Bayless enters the game for T. Gibson,,17,15
1,4:49.0,G. Dieng enters the game for D. Rose,,17,15
1,4:49.0,D. Šarić enters the game for K. Towns,,17,15
1,4:49.0,,M. Beasley enters the game for K. Kuzma,17,15
1,4:49.0,,J. McGee enters the game for I. Zubac,17,15
1,4:24.0,,R. Rondo misses 3-pt jump shot from 28 ft,17,15
1,4:22.0,Defensive rebound by A. Wiggins,,17,15
1,4:15.0,J. Bayless misses 3-pt jump shot from 23 ft,,17,15
1,4:11.0,,Defensive rebound by J. McGee,17,15
1,4:05.0,,M. Beasley makes 2-pt layup from 2 ft (assist by R. Rondo),17,17
1,3:51.0,J. Okogie misses 3-pt jump shot from 25 ft,,17,17
1,3:47.0,Offensive rebound by D. Šarić,,17,17
1,3:41.0,J. Bayless makes 3-pt jump shot from 25 ft (assist by D. Šarić),,20,17
1,3:27.0,,M. Beasley makes 2-pt layup from 3 ft (assist by R. Rondo),20,19
1,3:18.0,D. Šarić misses 3-pt jump shot from 26 ft,,20,19
1,3:13.0,,Defensive rebound by B. Ingram,20,19
1,3:04.0,,R. Rondo makes 3-pt jump shot from 26 ft (assist by B. Ingram),20,22
1,2:41.0,J. Bayless makes 2-pt jump shot from 19 ft,,22,22
1,2:21.0,,B. Ingram makes 2-pt jump shot from 5 ft,22,24
1,2:07.0,Turnover by A. Wiggins (lost ball; steal by K. Caldwell-Pope),,22,24
1,2:02.0,,R. Rondo makes 2-pt dunk from 1 ft (assist by K. Caldwell-Pope),22,26
1,2:02.0,Minnesota full timeout,,22,26
1,2:02.0,A. Tolliver enters the game for J. Okogie,,22,26
1,2:02.0,,J. Hart enters the game for K. Caldwell-Pope,22,26
1,2:02.0,,L. Stephenson enters the game for R. Rondo,22,26
1,1:50.0,A. Wiggins misses 2-pt layup from 3 ft,,22,26
1,1:46.0,Offensive rebound by G. Dieng,,22,26
1,1:46.0,G. Dieng misses 2-pt layup at rim,,22,26
1,1:46.0,Offensive rebound by G. Dieng,,22,26
1,1:46.0,A. Wiggins makes 2-pt layup from 2 ft (assist by G. Dieng),,24,26
1,1:46.0,,Violation by Team (def goaltending),24,26
1,1:46.0,Shooting foul by M. Beasley (drawn by A. Wiggins),,24,26
1,1:46.0,A. Wiggins makes free throw 1 of 1,,25,26
1,1:32.0,,Turnover by M. Beasley (lost ball; steal by A. Wiggins),25,26
1,1:28.0,J. Bayless makes 2-pt layup from 2 ft,,27,26
1,1:28.0,Shooting foul by M. Beasley (drawn by J. Bayless),,27,26
1,1:28.0,J. Bayless makes free throw 1 of 1,,28,26
1,1:22.0,,Personal foul by A. Wiggins (drawn by L. Stephenson),28,26
1,1:15.0,,Shooting foul by D. Šarić (drawn by M. Beasley),28,26
1,1:15.0,,M. Beasley makes free throw 1 of 2,28,27
1,1:15.0,,M. Beasley misses free throw 2 of 2,28,27
1,1:13.0,Defensive rebound by D. Šarić,,28,27
1,1:02.0,A. Wiggins misses 2-pt jump shot from 20 ft,,28,27
1,0:59.0,,Defensive rebound by L. Stephenson,28,27
1,0:55.0,,L. Stephenson makes 2-pt layup from 2 ft,28,29
1,0:45.0,G. Dieng misses 2-pt jump shot from 21 ft,,28,29
1,0:40.0,,Defensive rebound by M. Beasley,28,29
1,0:30.0,,B. Ingram misses 3-pt jump shot from 25 ft,28,29
1,0:26.0,Defensive rebound by A. Tolliver,,28,29
1,0:06.0,A. Wiggins misses 3-pt jump shot from 26 ft,,28,29
1,0:05.0,,Defensive rebound by Team,28,29
1,0:05.0,J. Okogie enters the game for A. Wiggins,,28,29
1,0:05.0,,S. Mykhailiuk enters the game for J. McGee,28,29
1,0:02.0,,B. Ingram misses 2-pt jump shot from 13 ft,28,29
1,0:00.0,Defensive rebound by G. Dieng,,28,29
2,11:49.0,,J. McGee misses 2-pt hook shot from 7 ft,28,29
2,11:44.0,Defensive rebound by J. Bayless,,28,29
2,11:36.0,Shooting foul by L. Stephenson (drawn by J. Okogie),,28,29
2,11:36.0,J. Okogie makes free throw 1 of 2,,29,29
2,11:36.0,J. Okogie makes free throw 2 of 2,,30,29
2,11:21.0,,Turnover by J. Hart (traveling),30,29
2,11:01.0,D. Šarić makes 2-pt jump shot from 5 ft (assist by J. Bayless),,32,29
2,10:51.0,,J. McGee makes 2-pt dunk from 1 ft (assist by M. Beasley),32,31
2,10:51.0,,Shooting foul by G. Dieng (drawn by J. McGee),32,31
2,10:51.0,,J. McGee misses free throw 1 of 1,32,31
2,10:48.0,Defensive rebound by D. Šarić,,32,31
2,10:36.0,G. Dieng misses 3-pt jump shot from 23 ft,,32,31
2,10:33.0,,Defensive rebound by L. Stephenson,32,31
2,10:29.0,,J. Hart misses 3-pt jump shot from 25 ft,32,31
2,10:24.0,Defensive rebound by A. Tolliver,,32,31
2,10:22.0,G. Dieng makes 2-pt layup from 2 ft (assist by J. Bayless),,34,31
2,10:22.0,,Violation by Team (def goaltending),34,31
2,10:11.0,,Turnover by L. Stephenson (bad pass),34,31
2,10:11.0,D. Rose enters the game for G. Dieng,,34,31
2,10:11.0,K. Towns enters the game for A. Tolliver,,34,31
2,9:59.0,Turnover by D. Rose (out of bounds lost ball),,34,31
2,9:59.0,,K. Kuzma enters the game for M. Beasley,34,31
2,9:47.0,,J. Hart misses 3-pt jump shot from 23 ft,34,31
2,9:44.0,Defensive rebound by D. Šarić,,34,31
2,9:35.0,J. Bayless makes 3-pt jump shot from 26 ft (assist by D. Rose),,37,31
2,9:33.0,,LA Lakers full timeout,37,31
2,9:18.0,,S. Mykhailiuk makes 3-pt jump shot from 23 ft (assist by L. Stephenson),37,34
2,9:00.0,J. Bayless misses 2-pt jump shot from 5 ft (block by J. McGee),,37,34
2,8:56.0,,Defensive rebound by K. Kuzma,37,34
2,8:49.0,,S. Mykhailiuk makes 3-pt jump shot from 26 ft (assist by J. Hart),37,37
2,8:28.0,K. Towns misses 2-pt layup from 4 ft (block by J. McGee),,37,37
2,8:24.0,,Defensive rebound by J. Hart,37,37
2,8:20.0,,L. Stephenson misses 2-pt layup from 5 ft (block by K. Towns),37,37
2,8:20.0,,Offensive rebound by Team,37,37
2,8:20.0,A. Wiggins enters the game for J. Bayless,,37,37
2,8:15.0,,Turnover by K. Kuzma (traveling),37,37
2,7:51.0,Turnover by Team (shot clock),,37,37
2,7:51.0,,I. Zubac enters the game for J. McGee,37,37
2,7:42.0,,S. Mykhailiuk misses 3-pt jump shot from 26 ft,37,37
2,7:36.0,Defensive rebound by D. Šarić,,37,37
2,7:33.0,,Violation by Team (kicked ball),37,37
2,7:33.0,T. Gibson enters the game for D. Šarić,,37,37
2,7:33.0,,M. Wagner enters the game for K. Kuzma,37,37
2,7:28.0,D. Rose misses 2-pt layup from 2 ft (block by M. Wagner),,37,37
2,7:23.0,Offensive rebound by D. Rose,,37,37
2,7:22.0,D. Rose misses 2-pt layup from 2 ft,,37,37
2,7:20.0,,Defensive rebound by L. Stephenson,37,37
2,7:16.0,,Turnover by J. Hart (bad pass; steal by K. Towns),37,37
2,7:13.0,A. Wiggins makes 2-pt dunk from 1 ft (assist by K. Towns),,39,37
2,6:56.0,,I. Zubac misses 2-pt hook shot from 3 ft,39,37
2,6:50.0,,Offensive rebound by I. Zubac,39,37
2,6:49.0,,I. Zubac makes 2-pt layup from 2 ft,39,39
2,6:44.0,Turnover by J. Okogie (bad pass; steal by L. Stephenson),,39,39
2,6:38.0,,J. Hart makes 2-pt layup from 2 ft (assist by L. Stephenson),39,41
2,6:38.0,Minnesota full timeout,,39,41
2,6:38.0,,K. Caldwell-Pope enters the game for J. Hart,39,41
2,6:38.0,,K. Kuzma enters the game for S. Mykhailiuk,39,41
2,6:38.0,,R. Rondo enters the game for M. Wagner,39,41
2,6:22.0,K. Towns makes 2-pt jump shot from 19 ft,,41,41
2,6:06.0,,I. Zubac misses 2-pt hook shot from 4 ft (block by K. Towns),41,41
2,6:03.0,Defensive rebound by D. Rose,,41,41
2,5:58.0,A. Wiggins misses 2-pt layup from 4 ft,,41,41
2,5:54.0,Offensive rebound by T. Gibson,,41,41
2,5:51.0,A. Wiggins misses 3-pt jump shot from 24 ft,,41,41
2,5:48.0,,Defensive rebound by L. Stephenson,41,41
2,5:43.0,,Turnover by L. Stephenson (bad pass; steal by A. Wiggins),41,41
2,5:39.0,D. Rose makes 2-pt layup from 1 ft,,43,41
2,5:18.0,,L. Stephenson makes 3-pt jump shot from 22 ft (assist by K. Kuzma),43,44
2,5:11.0,Turnover by D. Rose (out of bounds lost ball),,43,44
2,5:11.0,J. Bayless enters the game for D. Rose,,43,44
2,5:11.0,,B. Ingram enters the game for L. Stephenson,43,44
2,5:09.0,,Shooting foul by A. Wiggins (drawn by B. Ingram),43,44
2,5:09.0,,B. Ingram makes free throw 1 of 2,43,45
2,5:09.0,,B. Ingram misses free throw 2 of 2,43,45
2,5:07.0,Defensive rebound by K. Towns,,43,45
2,4:52.0,J. Okogie makes 2-pt layup from 2 ft (assist by T. Gibson),,45,45
2,4:37.0,,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by K. Kuzma),45,48
2,4:16.0,T. Gibson misses 2-pt hook shot from 5 ft,,45,48
2,4:13.0,,Defensive rebound by K. Kuzma,45,48
2,4:07.0,,K. Kuzma misses 2-pt layup from 2 ft,45,48
2,4:03.0,,Offensive rebound by I. Zubac,45,48
2,4:03.0,,I. Zubac misses 2-pt layup from 1 ft,45,48
2,4:02.0,Defensive rebound by J. Bayless,,45,48
2,4:01.0,J. Bayless misses 2-pt jump shot from 5 ft,,45,48
2,3:57.0,Offensive rebound by J. Okogie,,45,48
2,3:57.0,J. Okogie misses 2-pt layup at rim,,45,48
2,3:56.0,,Defensive rebound by I. Zubac,45,48
2,3:53.0,,K. Kuzma misses 3-pt jump shot from 26 ft,45,48
2,3:49.0,Defensive rebound by K. Towns,,45,48
2,3:45.0,J. Okogie misses 2-pt layup from 5 ft,,45,48
2,3:41.0,Offensive rebound by A. Wiggins,,45,48
2,3:40.0,Personal foul by I. Zubac (drawn by J. Okogie),,45,48
2,3:29.0,A. Wiggins makes 2-pt jump shot from 15 ft (assist by J. Bayless),,47,48
2,3:12.0,,K. Kuzma misses 3-pt jump shot from 25 ft,47,48
2,3:08.0,Defensive rebound by A. Wiggins,,47,48
2,3:01.0,Turnover by T. Gibson (traveling),,47,48
2,2:59.0,,Shooting foul by T. Gibson (drawn by K. Kuzma),47,48
2,2:59.0,,K. Kuzma misses free throw 1 of 2,47,48
2,2:59.0,,Offensive rebound by Team,47,48
2,2:59.0,,K. Kuzma makes free throw 2 of 2,47,49
2,2:44.0,J. Bayless misses 3-pt jump shot from 27 ft,,47,49
2,2:41.0,,Defensive rebound by R. Rondo,47,49
2,2:32.0,,R. Rondo makes 2-pt layup from 2 ft (assist by K. Caldwell-Pope),47,51
2,2:27.0,Shooting foul by K. Caldwell-Pope (drawn by J. Okogie),,47,51
2,2:27.0,J. Okogie makes free throw 1 of 2,,48,51
2,2:27.0,J. Okogie makes free throw 2 of 2,,49,51
2,2:17.0,,K. Caldwell-Pope makes 2-pt layup from 2 ft (assist by R. Rondo),49,53
2,2:17.0,,Shooting foul by K. Towns (drawn by K. Caldwell-Pope),49,53
2,2:17.0,G. Dieng enters the game for K. Towns,,49,53
2,2:17.0,,J. McGee enters the game for I. Zubac,49,53
2,2:17.0,,K. Caldwell-Pope makes free throw 1 of 1,49,54
2,2:03.0,G. Dieng misses 2-pt jump shot from 19 ft,,49,54
2,2:00.0,,Defensive rebound by R. Rondo,49,54
2,1:56.0,,Turnover by J. McGee (bad pass; steal by T. Gibson),49,54
2,1:52.0,Shooting foul by J. McGee (drawn by A. Wiggins),,49,54
2,1:52.0,A. Wiggins misses free throw 1 of 2,,49,54
2,1:52.0,Offensive rebound by Team,,49,54
2,1:52.0,A. Wiggins makes free throw 2 of 2,,50,54
2,1:41.0,,R. Rondo misses 3-pt jump shot from 22 ft,50,54
2,1:39.0,Defensive rebound by T. Gibson,,50,54
2,1:39.0,Personal foul by J. McGee (drawn by T. Gibson),,50,54
2,1:39.0,T. Gibson makes free throw 1 of 2,,51,54
2,1:39.0,T. Gibson makes free throw 2 of 2,,52,54
2,1:24.0,,B. Ingram makes 2-pt layup from 2 ft,52,56
2,0:57.0,G. Dieng makes 2-pt jump shot from 9 ft (assist by J. Bayless),,54,56
2,0:53.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,54,56
2,0:49.0,,Offensive rebound by K. Kuzma,54,56
2,0:49.0,,K. Kuzma makes 2-pt hook shot from 4 ft,54,58
2,0:49.0,Violation by Team (def goaltending),,54,58
2,0:34.0,Shooting foul by J. McGee (drawn by A. Wiggins),,54,58
2,0:34.0,A. Wiggins makes free throw 1 of 2,,55,58
2,0:34.0,A. Wiggins makes free throw 2 of 2,,56,58
2,0:26.0,,K. Kuzma makes 2-pt hook shot from 4 ft (assist by R. Rondo),56,60
2,0:07.0,A. Wiggins misses 2-pt dunk from 3 ft,,56,60
2,0:04.0,,Defensive rebound by B. Ingram,56,60
2,0:04.0,,Personal foul by J. Okogie (drawn by B. Ingram),56,60
2,0:04.0,,B. Ingram misses free throw 1 of 2,56,60
2,0:04.0,,Offensive rebound by Team,56,60
2,0:04.0,D. Šarić enters the game for G. Dieng,,56,60
2,0:04.0,K. Towns enters the game for T. Gibson,,56,60
2,0:04.0,,J. Hart enters the game for J. McGee,56,60
2,0:04.0,,B. Ingram makes free throw 2 of 2,56,61
2,0:00.0,J. Bayless makes 2-pt layup at rim (assist by K. Towns),,58,61
3,11:42.0,,Turnover by I. Zubac (traveling),58,61
3,11:28.0,Turnover by A. Wiggins (bad pass; steal by B. Ingram),,58,61
3,11:14.0,,K. Kuzma misses 3-pt jump shot from 26 ft,58,61
3,11:11.0,Defensive rebound by K. Towns,,58,61
3,11:01.0,K. Towns misses 3-pt jump shot from 27 ft,,58,61
3,10:57.0,,Defensive rebound by B. Ingram,58,61
3,10:50.0,,B. Ingram makes 2-pt jump shot from 12 ft,58,63
3,10:34.0,A. Wiggins misses 2-pt jump shot from 5 ft,,58,63
3,10:32.0,,Defensive rebound by K. Kuzma,58,63
3,10:23.0,,K. Kuzma misses 2-pt layup from 2 ft,58,63
3,10:19.0,,Offensive rebound by I. Zubac,58,63
3,10:19.0,,I. Zubac makes 2-pt dunk at rim,58,65
3,10:19.0,Minnesota full timeout,,58,65
3,9:56.0,J. Okogie misses 3-pt jump shot from 28 ft,,58,65
3,9:53.0,,Defensive rebound by I. Zubac,58,65
3,9:34.0,,Offensive foul by I. Zubac (drawn by J. Okogie),58,65
3,9:34.0,,Turnover by I. Zubac (offensive foul),58,65
3,9:17.0,K. Towns makes 2-pt hook shot from 4 ft,,60,65
3,9:04.0,,I. Zubac misses 2-pt layup from 2 ft (block by T. Gibson),60,65
3,9:02.0,,Offensive rebound by Team,60,65
3,9:02.0,,Away from play foul by A. Wiggins (drawn by B. Ingram),60,65
3,9:02.0,,K. Caldwell-Pope makes free throw 1 of 1,60,66
3,8:56.0,,Offensive foul by K. Caldwell-Pope (drawn by J. Okogie),60,66
3,8:56.0,,Turnover by K. Caldwell-Pope (offensive foul),60,66
3,8:46.0,J. Okogie misses 3-pt jump shot from 26 ft,,60,66
3,8:42.0,Offensive rebound by K. Towns,,60,66
3,8:39.0,K. Towns makes 2-pt layup from 3 ft,,62,66
3,8:31.0,,Offensive foul by B. Ingram (drawn by A. Wiggins),62,66
3,8:31.0,,Turnover by B. Ingram (offensive foul),62,66
3,8:16.0,J. Okogie misses 2-pt layup from 2 ft,,62,66
3,8:16.0,Offensive rebound by T. Gibson,,62,66
3,8:16.0,T. Gibson misses 2-pt layup from 1 ft,,62,66
3,8:16.0,Offensive rebound by Team,,62,66
3,8:12.0,A. Wiggins misses 2-pt jump shot from 11 ft,,62,66
3,8:04.0,Offensive rebound by T. Gibson,,62,66
3,8:04.0,T. Gibson makes 2-pt layup from 1 ft,,64,66
3,7:53.0,,R. Rondo misses 2-pt layup from 3 ft,64,66
3,7:51.0,Defensive rebound by J. Okogie,,64,66
3,7:38.0,J. Okogie misses 2-pt jump shot from 4 ft,,64,66
3,7:34.0,Offensive rebound by T. Gibson,,64,66
3,7:34.0,T. Gibson makes 2-pt hook shot from 4 ft,,66,66
3,7:34.0,,LA Lakers full timeout,66,66
3,7:34.0,,M. Wagner enters the game for K. Kuzma,66,66
3,7:13.0,,Turnover by I. Zubac (lost ball; steal by J. Bayless),66,66
3,6:59.0,K. Towns misses 2-pt layup from 3 ft,,66,66
3,6:59.0,Offensive rebound by Team,,66,66
3,6:59.0,,J. McGee enters the game for I. Zubac,66,66
3,6:51.0,J. Bayless misses 3-pt jump shot from 24 ft,,66,66
3,6:49.0,Offensive rebound by K. Towns,,66,66
3,6:49.0,K. Towns misses 2-pt layup from 3 ft (block by R. Rondo),,66,66
3,6:49.0,Offensive rebound by Team,,66,66
3,6:47.0,K. Towns makes 3-pt jump shot from 26 ft (assist by J. Bayless),,69,66
3,6:24.0,,B. Ingram misses 2-pt layup from 3 ft,69,66
3,6:23.0,Defensive rebound by A. Wiggins,,69,66
3,6:18.0,J. Okogie misses 3-pt jump shot from 23 ft,,69,66
3,6:14.0,,Defensive rebound by B. Ingram,69,66
3,6:08.0,,B. Ingram misses 2-pt layup from 3 ft,69,66
3,6:02.0,,Offensive rebound by J. McGee,69,66
3,6:02.0,,J. McGee makes 2-pt dunk at rim,69,68
3,5:52.0,Turnover by J. Bayless (back court),,69,68
3,5:52.0,L. Deng enters the game for A. Wiggins,,69,68
3,5:52.0,,L. Stephenson enters the game for K. Caldwell-Pope,69,68
3,5:38.0,,B. Ingram makes 2-pt layup from 3 ft,69,70
3,5:20.0,L. Deng makes 3-pt jump shot from 23 ft (assist by K. Towns),,72,70
3,5:08.0,,B. Ingram makes 2-pt jump shot from 10 ft (assist by R. Rondo),72,72
3,4:54.0,Personal foul by B. Ingram (drawn by K. Towns),,72,72
3,4:47.0,L. Deng makes 2-pt layup from 2 ft (assist by K. Towns),,74,72
3,4:37.0,,M. Wagner misses 3-pt jump shot from 26 ft,74,72
3,4:34.0,Defensive rebound by K. Towns,,74,72
3,4:25.0,Personal foul by L. Stephenson (drawn by T. Gibson),,74,72
3,4:25.0,D. Šarić enters the game for T. Gibson,,74,72
3,4:25.0,,M. Beasley enters the game for M. Wagner,74,72
3,4:11.0,J. Bayless makes 3-pt jump shot from 25 ft (assist by K. Towns),,77,72
3,3:57.0,,M. Beasley makes 2-pt layup from 1 ft (assist by R. Rondo),77,74
3,3:41.0,Shooting foul by M. Beasley (drawn by D. Šarić),,77,74
3,3:41.0,D. Šarić makes free throw 1 of 2,,78,74
3,3:41.0,,J. Hart enters the game for B. Ingram,78,74
3,3:41.0,D. Šarić makes free throw 2 of 2,,79,74
3,3:28.0,,L. Stephenson makes 2-pt jump shot from 21 ft (assist by R. Rondo),79,76
3,3:17.0,J. Bayless misses 3-pt jump shot from 26 ft,,79,76
3,3:14.0,,Defensive rebound by R. Rondo,79,76
3,3:08.0,,L. Stephenson misses 3-pt jump shot from 26 ft,79,76
3,3:04.0,Defensive rebound by K. Towns,,79,76
3,2:55.0,K. Towns misses 3-pt jump shot from 27 ft,,79,76
3,2:50.0,,Defensive rebound by J. McGee,79,76
3,2:41.0,,Turnover by R. Rondo (bad pass; steal by J. Okogie),79,76
3,2:38.0,L. Deng makes 2-pt dunk at rim (assist by J. Bayless),,81,76
3,2:27.0,,M. Beasley misses 3-pt jump shot from 25 ft,81,76
3,2:27.0,Defensive rebound by L. Deng,,81,76
3,2:03.0,K. Towns misses 2-pt layup from 4 ft,,81,76
3,2:03.0,Offensive rebound by Team,,81,76
3,2:03.0,Turnover by Team (shot clock),,81,76
3,2:03.0,G. Dieng enters the game for J. Okogie,,81,76
3,2:03.0,J. Terrell enters the game for K. Towns,,81,76
3,1:51.0,,M. Beasley misses 2-pt jump shot from 5 ft,81,76
3,1:46.0,,Offensive rebound by J. McGee,81,76
3,1:46.0,,J. McGee misses 2-pt dunk at rim,81,76
3,1:42.0,,Offensive rebound by J. McGee,81,76
3,1:42.0,,J. McGee makes 2-pt layup at rim,81,78
3,1:27.0,Turnover by L. Deng (out of bounds lost ball),,81,78
3,1:22.0,,Personal foul by L. Deng (drawn by L. Stephenson),81,78
3,1:11.0,,M. Beasley makes 2-pt layup from 1 ft,81,80
3,0:59.0,J. Bayless misses 2-pt jump shot from 8 ft,,81,80
3,0:54.0,Offensive rebound by G. Dieng,,81,80
3,0:53.0,L. Deng misses 3-pt jump shot from 24 ft (block by R. Rondo),,81,80
3,0:53.0,Offensive rebound by G. Dieng,,81,80
3,0:46.0,J. Terrell makes 3-pt jump shot from 26 ft (assist by G. Dieng),,84,80
3,0:27.0,,J. McGee makes 2-pt hook shot from 7 ft (assist by J. Hart),84,82
3,0:06.0,J. Bayless misses 2-pt jump shot from 19 ft,,84,82
3,0:05.0,,Defensive rebound by J. McGee,84,82
3,0:04.0,,Turnover by J. McGee (bad pass; steal by D. Šarić),84,82
3,0:01.0,J. Bayless misses 3-pt jump shot from 26 ft,,84,82
3,0:01.0,Offensive rebound by Team,,84,82
4,11:46.0,A. Wiggins makes 2-pt jump shot from 16 ft,,86,82
4,11:30.0,,M. Beasley misses 2-pt jump shot from 3 ft,86,82
4,11:27.0,Defensive rebound by G. Dieng,,86,82
4,11:18.0,J. Terrell makes 3-pt jump shot from 23 ft (assist by A. Wiggins),,89,82
4,11:04.0,,Turnover by L. Stephenson (bad pass; steal by G. Dieng),89,82
4,10:42.0,A. Wiggins makes 3-pt jump shot from 25 ft,,92,82
4,10:39.0,,LA Lakers full timeout,92,82
4,10:39.0,,B. Ingram enters the game for M. Beasley,92,82
4,10:39.0,,K. Kuzma enters the game for S. Mykhailiuk,92,82
4,10:17.0,,J. Hart misses 3-pt jump shot from 26 ft,92,82
4,10:14.0,Defensive rebound by A. Wiggins,,92,82
4,10:01.0,G. Dieng misses 3-pt jump shot from 24 ft,,92,82
4,9:57.0,,Defensive rebound by I. Zubac,92,82
4,9:45.0,,I. Zubac misses 2-pt jump shot from 4 ft,92,82
4,9:43.0,Defensive rebound by L. Deng,,92,82
4,9:31.0,A. Wiggins makes 2-pt layup from 1 ft,,94,82
4,9:17.0,,Turnover by B. Ingram (bad pass),94,82
4,9:17.0,,J. McGee enters the game for J. Hart,94,82
4,9:17.0,,R. Rondo enters the game for I. Zubac,94,82
4,9:02.0,A. Wiggins misses 2-pt jump shot from 4 ft,,94,82
4,8:56.0,Offensive rebound by A. Wiggins,,94,82
4,8:56.0,A. Wiggins makes 2-pt dunk from 1 ft,,96,82
4,8:54.0,,K. Kuzma makes 2-pt layup from 1 ft (assist by R. Rondo),96,84
4,8:54.0,,Shooting foul by G. Dieng (drawn by K. Kuzma),96,84
4,8:54.0,,K. Kuzma makes free throw 1 of 1,96,85
4,8:45.0,Personal foul by B. Ingram (drawn by A. Wiggins),,96,85
4,8:33.0,Turnover by J. Terrell (bad pass; steal by B. Ingram),,96,85
4,8:22.0,,B. Ingram makes 2-pt dunk from 1 ft,96,87
4,8:05.0,J. Terrell misses 3-pt jump shot from 25 ft,,96,87
4,8:01.0,Offensive rebound by D. Šarić,,96,87
4,7:55.0,J. Terrell makes 2-pt layup from 2 ft (assist by A. Wiggins),,98,87
4,7:30.0,,J. McGee makes 2-pt dunk at rim (assist by K. Kuzma),98,89
4,7:30.0,Minnesota full timeout,,98,89
