QUARTER,TIME_REMAINING,MIAMI_ACTION,GOLDEN STATE_ACTION,MIAMI_SCORE,GOLDEN STATE_SCORE
4,4:33.0,,S. Curry misses 2-pt jump shot from 5 ft (block by D. Wade),104,107
4,4:29.0,Defensive rebound by D. Waiters,,104,107
4,4:14.0,J. Winslow makes 3-pt jump shot from 25 ft (assist by J. Richardson),,107,107
4,4:10.0,,Golden State full timeout,107,107
4,4:05.0,,K. Durant makes 2-pt layup from 2 ft (assist by D. Green),107,109
4,3:44.0,D. Wade misses 2-pt jump shot from 10 ft,,107,109
4,3:41.0,Offensive rebound by D. Wade,,107,109
4,3:41.0,Turnover by D. Wade (lost ball; steal by K. Looney),,107,109
4,3:38.0,,Turnover by K. Durant (out of bounds lost ball),107,109
4,3:38.0,Miami full timeout,,107,109
4,3:38.0,,D. Cousins enters the game for K. Looney,107,109
4,3:20.0,D. Waiters misses 3-pt jump shot from 26 ft,,107,109
4,3:18.0,,Defensive rebound by Team,107,109
4,3:08.0,,Personal foul by J. Winslow (drawn by K. Durant),107,109
4,3:08.0,,K. Durant makes free throw 1 of 2,107,110
4,3:08.0,,K. Durant makes free throw 2 of 2,107,111
4,2:51.0,J. Winslow makes 2-pt jump shot from 19 ft (assist by B. Adebayo),,109,111
4,2:34.0,,K. Durant makes 2-pt jump shot from 19 ft (assist by D. Green),109,113
4,2:16.0,J. Richardson makes 3-pt jump shot from 26 ft (assist by D. Wade),,112,113
4,1:51.0,,K. Durant makes 2-pt jump shot from 10 ft,112,115
4,1:34.0,J. Winslow misses 3-pt jump shot from 25 ft,,112,115
4,1:32.0,Offensive rebound by Team,,112,115
4,1:32.0,,Loose ball foul by D. Cousins (drawn by B. Adebayo),112,115
4,1:19.0,Miami full timeout,,112,115
4,1:18.0,Shooting foul by K. Durant (drawn by J. Winslow),,112,115
4,1:18.0,J. Winslow makes free throw 1 of 2,,113,115
4,1:18.0,J. Winslow makes free throw 2 of 2,,114,115
4,0:58.0,,Turnover by K. Durant (bad pass; steal by D. Wade),114,115
4,0:54.0,D. Wade makes 2-pt layup from 2 ft (assist by J. Richardson),,116,115
4,0:54.0,,Golden State full timeout,116,115
4,0:54.0,,Turnover by D. Green (bad pass; steal by J. Richardson),116,115
4,0:51.0,J. Richardson makes 2-pt dunk from 2 ft,,118,115
4,0:44.0,,K. Durant makes 3-pt jump shot from 29 ft (assist by D. Green),118,118
4,0:29.0,J. Winslow misses 3-pt jump shot from 24 ft,,118,118
4,0:23.0,,Defensive rebound by K. Durant,118,118
4,0:07.0,,K. Durant misses 3-pt jump shot from 26 ft,118,118
4,0:05.0,,Offensive rebound by D. Cousins,118,118
4,0:05.0,,Shooting foul by J. Winslow (drawn by D. Cousins),118,118
4,0:05.0,,D. Cousins makes free throw 1 of 2,118,119
4,0:05.0,,S. Livingston enters the game for S. Curry,118,119
4,0:05.0,,D. Cousins makes free throw 2 of 2,118,120
4,0:05.0,Miami full timeout,,118,120
4,0:05.0,,K. Looney enters the game for D. Cousins,118,120
4,0:02.0,D. Waiters misses 3-pt jump shot from 28 ft,,118,120
4,0:00.0,Offensive rebound by B. Adebayo,,118,120
4,0:00.0,B. Adebayo misses 2-pt layup from 7 ft,,118,120
4,0:00.0,Offensive rebound by Team,,118,120
