QUARTER,TIME_REMAINING,NEW YORK_ACTION,ATLANTA_ACTION,NEW YORK_SCORE,ATLANTA_SCORE
1,6:20.0,,T. Prince enters the game for O. Spellman,15,12
1,6:07.0,Def 3 sec tech foul by Team,,15,12
1,6:07.0,T. Hardaway misses technical free throw,,15,12
1,6:07.0,Offensive rebound by Team,,15,12
1,6:07.0,A. Trier enters the game for D. Dotson,,15,12
1,6:05.0,Personal foul by A. Len (drawn by E. Freedom),,15,12
1,6:02.0,Personal foul by T. Young (drawn by E. Mudiay),,15,12
1,5:59.0,E. Mudiay misses 2-pt layup from 2 ft (block by T. Prince),,15,12
1,5:55.0,,Defensive rebound by K. Bazemore,15,12
1,5:51.0,,K. Bazemore misses 2-pt layup from 2 ft,15,12
1,5:51.0,Defensive rebound by N. Vonleh,,15,12
1,5:42.0,N. Vonleh makes 2-pt jump shot from 22 ft,,17,12
1,5:26.0,,K. Bazemore misses 2-pt jump shot from 19 ft,17,12
1,5:26.0,,Offensive rebound by K. Bazemore,17,12
1,5:26.0,,Personal foul by A. Trier (drawn by K. Bazemore),17,12
1,5:26.0,,K. Bazemore makes free throw 1 of 2,17,13
1,5:26.0,,V. Carter enters the game for A. Len,17,13
1,5:26.0,,J. Lin enters the game for T. Young,17,13
1,5:26.0,,K. Bazemore makes free throw 2 of 2,17,14
1,5:18.0,N. Vonleh makes 3-pt jump shot from 25 ft (assist by E. Mudiay),,20,14
1,4:56.0,,J. Lin misses 2-pt jump shot from 13 ft,20,14
1,4:52.0,Defensive rebound by N. Vonleh,,20,14
1,4:44.0,T. Hardaway misses 3-pt jump shot from 23 ft,,20,14
1,4:41.0,,Defensive rebound by D. Dedmon,20,14
1,4:35.0,,K. Bazemore misses 3-pt jump shot from 26 ft,20,14
1,4:32.0,Defensive rebound by E. Freedom,,20,14
1,4:25.0,E. Freedom misses 2-pt jump shot from 17 ft,,20,14
1,4:22.0,Offensive rebound by N. Vonleh,,20,14
1,4:22.0,Violation by Team (delay of game),,20,14
1,4:22.0,Shooting foul by V. Carter (drawn by N. Vonleh),,20,14
1,4:22.0,N. Vonleh misses free throw 1 of 2,,20,14
1,4:22.0,Offensive rebound by Team,,20,14
1,4:22.0,K. Knox enters the game for T. Hardaway,,20,14
1,4:22.0,,D. Bembry enters the game for K. Bazemore,20,14
1,4:22.0,N. Vonleh makes free throw 2 of 2,,21,14
1,4:15.0,,Personal foul by E. Mudiay (drawn by J. Lin),21,14
1,4:15.0,,J. Lin makes free throw 1 of 2,21,15
1,4:15.0,,J. Lin makes free throw 2 of 2,21,16
1,4:03.0,K. Knox misses 2-pt layup from 2 ft,,21,16
1,3:59.0,Offensive rebound by A. Trier,,21,16
1,3:56.0,A. Trier makes 3-pt jump shot from 25 ft,,24,16
1,3:44.0,,V. Carter misses 3-pt jump shot from 27 ft,24,16
1,3:41.0,Defensive rebound by N. Vonleh,,24,16
1,3:30.0,Turnover by E. Freedom (bad pass; steal by D. Bembry),,24,16
1,3:26.0,,T. Prince misses 3-pt jump shot from 26 ft,24,16
1,3:22.0,Defensive rebound by E. Mudiay,,24,16
1,3:11.0,K. Knox misses 2-pt jump shot from 18 ft,,24,16
1,3:07.0,,Defensive rebound by D. Bembry,24,16
1,3:03.0,,T. Prince misses 3-pt jump shot from 26 ft,24,16
1,3:00.0,Defensive rebound by E. Mudiay,,24,16
1,2:52.0,Turnover by A. Trier (lost ball; steal by V. Carter),,24,16
1,2:47.0,,T. Prince makes 2-pt dunk from 1 ft (assist by J. Lin),24,18
1,2:32.0,N. Vonleh misses 3-pt jump shot from 26 ft,,24,18
1,2:29.0,Offensive rebound by N. Vonleh,,24,18
1,2:27.0,Shooting foul by V. Carter (drawn by E. Mudiay),,24,18
1,2:27.0,,Atlanta full timeout,24,18
1,2:27.0,M. Hezonja enters the game for N. Vonleh,,24,18
1,2:27.0,E. Mudiay misses free throw 1 of 2,,24,18
1,2:27.0,Offensive rebound by Team,,24,18
1,2:27.0,E. Mudiay misses free throw 2 of 2,,24,18
1,2:26.0,Offensive rebound by Team,,24,18
1,2:14.0,M. Hezonja misses 2-pt jump shot from 13 ft (block by D. Dedmon),,24,18
1,2:14.0,,Defensive rebound by D. Dedmon,24,18
1,1:58.0,,T. Prince makes 3-pt jump shot from 26 ft (assist by D. Dedmon),24,21
1,1:44.0,Turnover by K. Knox (out of bounds lost ball),,24,21
1,1:30.0,,D. Dedmon misses 2-pt hook shot from 9 ft,24,21
1,1:27.0,Defensive rebound by E. Freedom,,24,21
1,1:10.0,K. Knox misses 3-pt jump shot from 25 ft,,24,21
1,1:07.0,,Defensive rebound by V. Carter,24,21
1,0:54.0,,D. Dedmon makes 2-pt layup from 1 ft (assist by D. Bembry),24,23
1,0:42.0,Def 3 sec tech foul by Team,,24,23
1,0:42.0,A. Trier misses technical free throw,,24,23
1,0:42.0,Offensive rebound by Team,,24,23
1,0:33.0,A. Trier misses 2-pt layup from 1 ft,,24,23
1,0:31.0,Offensive rebound by E. Freedom,,24,23
1,0:31.0,E. Freedom makes 2-pt layup at rim,,26,23
1,0:12.0,,V. Carter makes 3-pt jump shot from 24 ft (assist by J. Lin),26,26
1,0:01.0,M. Hezonja misses 3-pt jump shot from 23 ft,,26,26
1,0:01.0,Offensive rebound by Team,,26,26
2,11:50.0,,Shooting foul by M. Hezonja (drawn by J. Lin),26,26
2,11:50.0,,J. Lin makes free throw 1 of 2,26,27
2,11:50.0,,J. Lin makes free throw 2 of 2,26,28
2,11:32.0,E. Freedom misses 2-pt hook shot from 10 ft,,26,28
2,11:27.0,,Defensive rebound by K. Bazemore,26,28
2,11:21.0,,A. Len makes 3-pt jump shot from 25 ft (assist by K. Bazemore),26,31
2,10:59.0,K. Knox misses 3-pt jump shot from 25 ft,,26,31
2,10:57.0,,Defensive rebound by J. Lin,26,31
2,10:50.0,,A. Len misses 2-pt layup from 7 ft,26,31
2,10:46.0,Defensive rebound by E. Mudiay,,26,31
2,10:45.0,Shooting foul by J. Lin (drawn by A. Trier),,26,31
2,10:45.0,A. Trier makes free throw 1 of 2,,27,31
2,10:45.0,D. Dotson enters the game for K. Knox,,27,31
2,10:45.0,A. Trier misses free throw 2 of 2,,27,31
2,10:43.0,,Defensive rebound by K. Bazemore,27,31
2,10:29.0,,A. Poythress misses 2-pt layup from 1 ft (block by E. Freedom),27,31
2,10:26.0,Defensive rebound by D. Dotson,,27,31
2,10:23.0,E. Mudiay misses 2-pt layup from 2 ft (block by A. Len),,27,31
2,10:18.0,,Defensive rebound by A. Len,27,31
2,10:16.0,,J. Lin makes 3-pt jump shot from 23 ft (assist by T. Young),27,34
2,10:08.0,New York full timeout,,27,34
2,10:08.0,F. Ntilikina enters the game for E. Mudiay,,27,34
2,10:08.0,Turnover by (5 sec),,27,34
2,9:49.0,,K. Bazemore misses 2-pt jump shot from 17 ft,27,34
2,9:45.0,Defensive rebound by E. Freedom,,27,34
2,9:40.0,Personal foul by A. Poythress (drawn by M. Hezonja),,27,34
2,9:28.0,Shooting foul by A. Len (drawn by E. Freedom),,27,34
2,9:28.0,E. Freedom misses free throw 1 of 2,,27,34
2,9:28.0,Offensive rebound by Team,,27,34
2,9:28.0,,T. Prince enters the game for J. Lin,27,34
2,9:28.0,E. Freedom makes free throw 2 of 2,,28,34
2,9:07.0,,A. Len misses 2-pt layup from 9 ft (block by E. Freedom),28,34
2,9:03.0,,Offensive rebound by A. Len,28,34
2,9:02.0,,A. Len misses 2-pt dunk from 2 ft,28,34
2,9:02.0,Defensive rebound by A. Trier,,28,34
2,9:02.0,Shooting foul by A. Poythress (drawn by M. Hezonja),,28,34
2,9:02.0,M. Hezonja makes free throw 1 of 2,,29,34
2,9:02.0,,D. Dedmon enters the game for A. Len,29,34
2,9:02.0,,O. Spellman enters the game for A. Poythress,29,34
2,9:02.0,M. Hezonja misses free throw 2 of 2,,29,34
2,9:00.0,,Defensive rebound by T. Prince,29,34
2,8:40.0,,T. Prince makes 2-pt jump shot from 11 ft (assist by T. Young),29,36
2,8:29.0,Personal foul by D. Dedmon (drawn by E. Freedom),,29,36
2,8:29.0,E. Freedom makes free throw 1 of 2,,30,36
2,8:29.0,T. Hardaway enters the game for A. Trier,,30,36
2,8:29.0,E. Freedom makes free throw 2 of 2,,31,36
2,8:16.0,,Personal foul by D. Dotson (drawn by K. Bazemore),31,36
2,8:16.0,N. Vonleh enters the game for M. Hezonja,,31,36
2,8:10.0,,Offensive foul by D. Dedmon (drawn by N. Vonleh),31,36
2,8:10.0,,Turnover by D. Dedmon (offensive foul),31,36
2,7:57.0,F. Ntilikina misses 2-pt hook shot from 5 ft,,31,36
2,7:55.0,Offensive rebound by E. Freedom,,31,36
2,7:53.0,E. Freedom makes 2-pt layup from 2 ft,,33,36
2,7:45.0,,Personal foul by D. Dotson (drawn by D. Dedmon),33,36
2,7:38.0,,T. Prince misses 3-pt jump shot from 23 ft,33,36
2,7:36.0,Defensive rebound by E. Freedom,,33,36
2,7:36.0,Turnover by E. Freedom (traveling),,33,36
2,7:36.0,A. Trier enters the game for D. Dotson,,33,36
2,7:30.0,,K. Bazemore makes 2-pt layup from 2 ft (assist by O. Spellman),33,38
2,7:25.0,F. Ntilikina makes 3-pt jump shot from 26 ft (assist by T. Hardaway),,36,38
2,7:11.0,,T. Young misses 2-pt layup from 2 ft,36,38
2,7:08.0,Defensive rebound by N. Vonleh,,36,38
2,7:02.0,A. Trier makes 2-pt layup from 1 ft (assist by F. Ntilikina),,38,38
2,7:02.0,,Atlanta full timeout,38,38
2,7:02.0,M. Robinson enters the game for E. Freedom,,38,38
2,7:02.0,,J. Lin enters the game for T. Young,38,38
2,6:45.0,,O. Spellman makes 2-pt layup from 2 ft (assist by T. Prince),38,40
2,6:28.0,A. Trier makes 2-pt layup from 1 ft (assist by F. Ntilikina),,40,40
2,6:09.0,,Turnover by J. Lin (bad pass; steal by M. Robinson),40,40
2,6:01.0,T. Hardaway misses 3-pt jump shot from 25 ft,,40,40
2,5:57.0,,Defensive rebound by O. Spellman,40,40
2,5:52.0,,K. Bazemore makes 2-pt layup from 2 ft (assist by J. Lin),40,42
2,5:42.0,F. Ntilikina makes 2-pt layup from 1 ft,,42,42
2,5:23.0,,Turnover by J. Lin (bad pass),42,42
2,5:12.0,T. Hardaway makes 2-pt jump shot from 19 ft,,44,42
2,4:58.0,,Turnover by T. Prince (bad pass; steal by N. Vonleh),44,42
2,4:50.0,T. Hardaway misses 3-pt jump shot from 25 ft,,44,42
2,4:47.0,,Defensive rebound by D. Dedmon,44,42
2,4:41.0,,Def 3 sec tech foul by Team,44,42
2,4:41.0,,J. Lin makes technical free throw,44,43
2,4:30.0,,D. Dedmon misses 3-pt jump shot from 23 ft (block by M. Robinson),44,43
2,4:26.0,Defensive rebound by A. Trier,,44,43
2,4:14.0,Shooting foul by D. Dedmon (drawn by A. Trier),,44,43
2,4:14.0,A. Trier makes free throw 1 of 2,,45,43
2,4:14.0,,D. Bembry enters the game for T. Prince,45,43
2,4:14.0,A. Trier makes free throw 2 of 2,,46,43
2,3:59.0,,O. Spellman makes 3-pt jump shot from 23 ft (assist by D. Bembry),46,46
2,3:47.0,F. Ntilikina makes 2-pt jump shot from 15 ft,,48,46
2,3:27.0,,K. Bazemore misses 2-pt layup from 7 ft,48,46
2,3:22.0,Defensive rebound by N. Vonleh,,48,46
2,3:14.0,F. Ntilikina misses 3-pt jump shot from 25 ft,,48,46
2,3:10.0,,Defensive rebound by K. Bazemore,48,46
2,3:07.0,,K. Bazemore misses 2-pt layup from 3 ft (block by N. Vonleh),48,46
2,3:07.0,,Offensive rebound by O. Spellman,48,46
2,3:07.0,,O. Spellman makes 2-pt layup from 3 ft,48,48
2,3:07.0,,Shooting foul by M. Robinson (drawn by O. Spellman),48,48
2,3:07.0,E. Freedom enters the game for M. Robinson,,48,48
2,3:07.0,,A. Poythress enters the game for D. Dedmon,48,48
2,3:07.0,,O. Spellman makes free throw 1 of 1,48,49
2,3:06.0,Personal foul by J. Lin (drawn by F. Ntilikina),,48,49
2,3:06.0,F. Ntilikina makes free throw 1 of 2,,49,49
2,3:06.0,F. Ntilikina makes free throw 2 of 2,,50,49
2,2:53.0,,Turnover by A. Poythress (lost ball; steal by F. Ntilikina),50,49
2,2:35.0,Offensive foul by A. Trier (drawn by J. Lin),,50,49
2,2:35.0,Turnover by A. Trier (offensive foul),,50,49
2,2:20.0,,A. Poythress makes 2-pt layup from 2 ft (assist by K. Bazemore),50,51
2,2:05.0,A. Trier misses 2-pt layup from 3 ft (block by D. Bembry),,50,51
2,2:05.0,Offensive rebound by Team,,50,51
2,2:02.0,Personal foul by K. Bazemore (drawn by T. Hardaway),,50,51
2,2:02.0,T. Hardaway makes free throw 1 of 2,,51,51
2,2:02.0,T. Hardaway makes free throw 2 of 2,,52,51
2,1:45.0,,O. Spellman makes 3-pt jump shot from 25 ft (assist by J. Lin),52,54
2,1:32.0,T. Hardaway misses 2-pt layup from 1 ft,,52,54
2,1:28.0,,Defensive rebound by D. Bembry,52,54
2,1:24.0,,Personal foul by E. Freedom (drawn by K. Bazemore),52,54
2,1:24.0,,K. Bazemore makes free throw 1 of 2,52,55
2,1:24.0,,K. Bazemore misses free throw 2 of 2,52,55
2,1:21.0,Defensive rebound by F. Ntilikina,,52,55
2,1:08.0,F. Ntilikina misses 2-pt layup from 2 ft,,52,55
2,1:06.0,,Defensive rebound by Team,52,55
2,0:45.0,,K. Bazemore misses 3-pt jump shot from 26 ft,52,55
2,0:43.0,Defensive rebound by E. Freedom,,52,55
2,0:36.0,A. Trier misses 2-pt jump shot from 17 ft,,52,55
2,0:32.0,,Defensive rebound by K. Bazemore,52,55
2,0:28.0,,O. Spellman misses 2-pt jump shot from 16 ft,52,55
2,0:23.0,Defensive rebound by A. Trier,,52,55
2,0:05.0,Offensive foul by T. Hardaway (drawn by J. Lin),,52,55
2,0:05.0,Turnover by T. Hardaway (offensive foul),,52,55
2,0:05.0,M. Robinson enters the game for E. Freedom,,52,55
2,0:00.0,,J. Lin misses 2-pt layup from 3 ft,52,55
2,0:00.0,,Offensive rebound by O. Spellman,52,55
3,11:40.0,,T. Young misses 3-pt jump shot from 27 ft,52,55
3,11:36.0,Defensive rebound by T. Hardaway,,52,55
3,11:24.0,Turnover by F. Ntilikina (bad pass; steal by O. Spellman),,52,55
3,11:20.0,,K. Bazemore misses 2-pt layup from 3 ft (block by T. Hardaway),52,55
3,11:20.0,Defensive rebound by Team,,52,55
3,11:05.0,T. Hardaway makes 3-pt jump shot from 27 ft (assist by F. Ntilikina),,55,55
3,11:03.0,,Atlanta full timeout,55,55
3,10:52.0,,K. Bazemore misses 3-pt jump shot from 23 ft,55,55
3,10:49.0,Defensive rebound by D. Dotson,,55,55
3,10:40.0,F. Ntilikina misses 2-pt layup from 1 ft,,55,55
3,10:38.0,,Defensive rebound by T. Prince,55,55
3,10:35.0,,K. Bazemore misses 3-pt jump shot from 23 ft,55,55
3,10:29.0,Defensive rebound by M. Robinson,,55,55
3,10:20.0,N. Vonleh misses 2-pt hook shot from 7 ft,,55,55
3,10:17.0,,Defensive rebound by O. Spellman,55,55
3,10:12.0,,T. Prince misses 3-pt jump shot from 26 ft,55,55
3,10:12.0,,Offensive rebound by O. Spellman,55,55
3,10:10.0,,Shooting foul by F. Ntilikina (drawn by O. Spellman),55,55
3,10:10.0,,O. Spellman makes free throw 1 of 2,55,56
3,10:10.0,,O. Spellman makes free throw 2 of 2,55,57
3,9:52.0,T. Hardaway misses 2-pt jump shot from 14 ft,,55,57
3,9:46.0,Offensive rebound by M. Robinson,,55,57
3,9:44.0,M. Robinson makes 2-pt jump shot from 12 ft (assist by N. Vonleh),,57,57
3,9:29.0,,Offensive foul by A. Len (drawn by D. Dotson),57,57
3,9:29.0,,Turnover by A. Len (offensive foul),57,57
3,9:16.0,T. Hardaway misses 3-pt jump shot from 26 ft,,57,57
3,9:13.0,Offensive rebound by M. Robinson,,57,57
3,9:12.0,Shooting foul by T. Prince (drawn by M. Robinson),,57,57
3,9:12.0,,Technical foul by T. Prince,57,57
3,9:12.0,T. Hardaway makes technical free throw,,58,57
3,9:12.0,M. Robinson makes free throw 1 of 2,,59,57
3,9:12.0,M. Robinson misses free throw 2 of 2,,59,57
3,9:09.0,,Defensive rebound by T. Young,59,57
3,9:01.0,,Personal foul by D. Dotson (drawn by A. Len),59,57
3,8:54.0,,T. Prince misses 3-pt jump shot from 23 ft,59,57
3,8:49.0,Defensive rebound by F. Ntilikina,,59,57
3,8:43.0,T. Hardaway misses 2-pt jump shot from 21 ft,,59,57
3,8:41.0,,Defensive rebound by O. Spellman,59,57
3,8:38.0,,Shooting foul by M. Robinson (drawn by A. Len),59,57
3,8:38.0,,A. Len misses free throw 1 of 2,59,57
3,8:38.0,,Offensive rebound by Team,59,57
3,8:38.0,A. Trier enters the game for D. Dotson,,59,57
3,8:38.0,,D. Bembry enters the game for K. Bazemore,59,57
3,8:38.0,,A. Len makes free throw 2 of 2,59,58
3,8:15.0,N. Vonleh misses 3-pt jump shot from 25 ft,,59,58
3,8:10.0,,Defensive rebound by O. Spellman,59,58
3,8:03.0,,T. Young makes 2-pt layup from 1 ft (assist by O. Spellman),59,60
3,7:49.0,A. Trier misses 3-pt jump shot from 24 ft,,59,60
3,7:45.0,Offensive rebound by M. Robinson,,59,60
3,7:38.0,T. Hardaway makes 3-pt jump shot from 26 ft,,62,60
3,7:24.0,,T. Prince makes 3-pt jump shot from 25 ft (assist by T. Young),62,63
3,7:13.0,Offensive foul by F. Ntilikina (drawn by T. Prince),,62,63
3,7:13.0,Turnover by F. Ntilikina (offensive foul),,62,63
3,7:13.0,E. Mudiay enters the game for F. Ntilikina,,62,63
3,7:13.0,,D. Dedmon enters the game for A. Len,62,63
3,7:13.0,,A. Poythress enters the game for O. Spellman,62,63
3,7:02.0,,T. Young misses 3-pt jump shot from 25 ft,62,63
3,6:58.0,Defensive rebound by N. Vonleh,,62,63
3,6:55.0,E. Mudiay misses 2-pt layup from 1 ft (block by D. Bembry),,62,63
3,6:55.0,Offensive rebound by Team,,62,63
3,6:55.0,E. Freedom enters the game for M. Robinson,,62,63
3,6:55.0,,J. Lin enters the game for T. Young,62,63
3,6:36.0,E. Mudiay makes 3-pt jump shot from 26 ft (assist by A. Trier),,65,63
3,6:20.0,,Turnover by T. Prince (lost ball; steal by T. Hardaway),65,63
3,6:02.0,T. Hardaway makes 2-pt layup from 2 ft,,67,63
3,6:02.0,,K. Bazemore enters the game for T. Prince,67,63
3,5:57.0,,Turnover by J. Lin (lost ball; steal by T. Hardaway),67,63
3,5:49.0,Personal foul by D. Dedmon (drawn by E. Freedom),,67,63
3,5:40.0,E. Mudiay makes 3-pt jump shot from 23 ft (assist by T. Hardaway),,70,63
3,5:24.0,,Turnover by D. Bembry (out of bounds lost ball),70,63
3,5:06.0,T. Hardaway makes 2-pt jump shot from 18 ft,,72,63
3,5:04.0,,Atlanta full timeout,72,63
3,5:04.0,,V. Carter enters the game for A. Poythress,72,63
3,4:43.0,,V. Carter misses 3-pt jump shot from 23 ft,72,63
3,4:40.0,Defensive rebound by E. Freedom,,72,63
3,4:21.0,E. Freedom makes 2-pt hook shot from 9 ft (assist by N. Vonleh),,74,63
3,4:05.0,,Shooting foul by N. Vonleh (drawn by K. Bazemore),74,63
3,4:05.0,,K. Bazemore makes free throw 1 of 2,74,64
3,4:05.0,,K. Bazemore makes free throw 2 of 2,74,65
3,3:44.0,E. Freedom makes 2-pt layup from 1 ft (assist by E. Mudiay),,76,65
3,3:34.0,,Shooting foul by E. Mudiay (drawn by K. Bazemore),76,65
3,3:34.0,,Offensive rebound by Team,76,65
3,3:34.0,,K. Bazemore misses free throw 1 of 3,76,65
3,3:34.0,,K. Bazemore makes free throw 2 of 3,76,66
3,3:34.0,,K. Bazemore makes free throw 3 of 3,76,67
3,3:27.0,Turnover by E. Mudiay (lost ball; steal by J. Lin),,76,67
3,3:26.0,Clear path foul by J. Lin,,76,67
3,3:26.0,,J. Lin makes clear path free throw 1 of 2,76,68
3,3:26.0,,J. Lin misses clear path free throw 2 of 2,76,68
3,3:26.0,,Offensive rebound by Team,76,68
3,3:20.0,,Turnover by J. Lin (discontinued dribble),76,68
3,2:57.0,A. Trier makes 2-pt layup from 2 ft,,78,68
3,2:41.0,,Turnover by K. Bazemore (out of bounds lost ball),78,68
3,2:41.0,,A. Len enters the game for D. Dedmon,78,68
3,2:19.0,E. Freedom makes 2-pt layup from 1 ft,,80,68
3,2:06.0,,K. Bazemore misses 3-pt jump shot from 25 ft,80,68
3,2:02.0,Defensive rebound by Team,,80,68
3,2:02.0,,T. Young enters the game for D. Bembry,80,68
3,1:47.0,Shooting foul by A. Len (drawn by E. Freedom),,80,68
3,1:47.0,E. Freedom makes free throw 1 of 2,,81,68
3,1:47.0,E. Freedom misses free throw 2 of 2,,81,68
3,1:44.0,,Defensive rebound by T. Young,81,68
3,1:38.0,,Turnover by K. Bazemore (bad pass; steal by A. Trier),81,68
3,1:37.0,Personal foul by T. Young (drawn by T. Hardaway),,81,68
3,1:37.0,T. Hardaway makes free throw 1 of 2,,82,68
3,1:37.0,,T. Prince enters the game for K. Bazemore,82,68
3,1:37.0,T. Hardaway makes free throw 2 of 2,,83,68
3,1:21.0,,T. Young makes 3-pt jump shot from 28 ft (assist by J. Lin),83,71
3,1:06.0,T. Hardaway makes 2-pt jump shot from 18 ft,,85,71
3,0:57.0,,T. Prince misses 3-pt jump shot from 23 ft,85,71
3,0:57.0,Defensive rebound by Team,,85,71
3,0:57.0,,Loose ball foul by A. Len (drawn by E. Freedom),85,71
3,0:57.0,E. Freedom makes free throw 1 of 2,,86,71
3,0:57.0,,M. Plumlee enters the game for A. Len,86,71
3,0:57.0,E. Freedom makes free throw 2 of 2,,87,71
3,0:40.0,,T. Young misses 3-pt jump shot from 26 ft,87,71
3,0:37.0,,Offensive rebound by T. Young,87,71
3,0:35.0,,T. Young misses 2-pt layup from 3 ft,87,71
3,0:29.0,,Offensive rebound by M. Plumlee,87,71
3,0:29.0,,M. Plumlee makes 2-pt dunk at rim,87,73
3,0:14.0,Offensive foul by E. Freedom (drawn by J. Lin),,87,73
3,0:14.0,Turnover by E. Freedom (offensive foul),,87,73
3,0:02.0,,Turnover by V. Carter (bad pass; steal by N. Vonleh),87,73
4,11:47.0,K. Knox misses 3-pt jump shot from 23 ft,,87,73
4,11:43.0,,Defensive rebound by M. Plumlee,87,73
4,11:38.0,,T. Young misses 2-pt layup from 2 ft,87,73
4,11:36.0,Defensive rebound by E. Mudiay,,87,73
4,11:25.0,Turnover by E. Freedom (3 sec),,87,73
4,11:15.0,,O. Spellman makes 3-pt jump shot from 26 ft (assist by T. Young),87,76
4,10:55.0,K. Knox misses 2-pt layup from 1 ft (block by O. Spellman),,87,76
4,10:55.0,Offensive rebound by E. Freedom,,87,76
4,10:48.0,E. Mudiay makes 3-pt jump shot from 26 ft (assist by K. Knox),,90,76
4,10:36.0,,O. Spellman misses 2-pt layup from 5 ft (block by E. Mudiay),90,76
4,10:36.0,Defensive rebound by E. Freedom,,90,76
4,10:21.0,N. Vonleh misses 3-pt jump shot from 27 ft,,90,76
4,10:18.0,,Defensive rebound by T. Young,90,76
4,10:13.0,,D. Bembry makes 2-pt jump shot from 4 ft (assist by T. Young),90,78
4,9:56.0,Shooting foul by O. Spellman (drawn by A. Trier),,90,78
4,9:56.0,A. Trier makes free throw 1 of 2,,91,78
4,9:56.0,F. Ntilikina enters the game for E. Mudiay,,91,78
4,9:56.0,A. Trier makes free throw 2 of 2,,92,78
4,9:40.0,,T. Prince misses 3-pt jump shot from 23 ft,92,78
4,9:40.0,Defensive rebound by F. Ntilikina,,92,78
4,9:32.0,Turnover by F. Ntilikina (bad pass),,92,78
