QUARTER,TIME_REMAINING,TORONTO_ACTION,MILWAUKEE_ACTION,TORONTO_SCORE,MILWAUKEE_SCORE
2,9:08.0,,M. Brogdon makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),37,28
2,8:45.0,N. Powell makes 3-pt jump shot from 23 ft (assist by F. VanVleet),,40,28
2,8:43.0,,Milwaukee full timeout,40,28
2,8:43.0,K. Leonard enters the game for P. Siakam,,40,28
2,8:43.0,,B. Lopez enters the game for N. Mirotić,40,28
2,8:30.0,,K. Middleton makes 2-pt jump shot from 12 ft (assist by M. Brogdon),40,30
2,8:10.0,K. Leonard misses 2-pt jump shot from 18 ft,,40,30
2,8:07.0,,Defensive rebound by G. Antetokounmpo,40,30
2,8:01.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,40,30
2,8:01.0,,Offensive rebound by Team,40,30
2,8:01.0,Loose ball foul by F. VanVleet (drawn by E. Bledsoe),,40,30
2,8:01.0,K. Lowry enters the game for N. Powell,,40,30
2,8:01.0,,G. Hill enters the game for E. Bledsoe,40,30
2,7:54.0,,B. Lopez makes 2-pt jump shot from 8 ft (assist by G. Hill),40,32
2,7:34.0,S. Ibaka misses 2-pt jump shot from 15 ft,,40,32
2,7:31.0,,Defensive rebound by B. Lopez,40,32
2,7:19.0,,M. Brogdon misses 2-pt layup from 2 ft,40,32
2,7:15.0,,Offensive rebound by B. Lopez,40,32
2,7:14.0,,B. Lopez makes 2-pt layup from 1 ft,40,34
2,7:06.0,F. VanVleet makes 2-pt jump shot from 19 ft,,42,34
2,6:55.0,,M. Brogdon misses 3-pt jump shot from 28 ft,42,34
2,6:53.0,Defensive rebound by K. Lowry,,42,34
2,6:38.0,K. Leonard misses 3-pt jump shot from 27 ft,,42,34
2,6:35.0,,Defensive rebound by G. Antetokounmpo,42,34
2,6:29.0,,B. Lopez makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),42,37
2,6:28.0,Toronto full timeout,,42,37
2,6:28.0,D. Green enters the game for S. Ibaka,,42,37
2,6:28.0,P. Siakam enters the game for F. VanVleet,,42,37
2,6:28.0,,E. İlyasova enters the game for G. Antetokounmpo,42,37
2,6:06.0,P. Siakam misses 2-pt layup from 8 ft (block by E. İlyasova),,42,37
2,6:02.0,Offensive rebound by P. Siakam,,42,37
2,6:02.0,K. Lowry misses 2-pt jump shot from 12 ft,,42,37
2,6:02.0,,Defensive rebound by Team,42,37
2,5:47.0,,K. Middleton makes 2-pt jump shot from 17 ft (assist by G. Hill),42,39
2,5:38.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by D. Green),,45,39
2,5:19.0,,Shooting foul by K. Leonard (drawn by B. Lopez),45,39
2,5:19.0,,B. Lopez makes free throw 1 of 2,45,40
2,5:19.0,,N. Mirotić enters the game for K. Middleton,45,40
2,5:19.0,,B. Lopez misses free throw 2 of 2,45,40
2,5:16.0,Defensive rebound by K. Leonard,,45,40
2,5:06.0,Offensive foul by K. Leonard (drawn by E. İlyasova),,45,40
2,5:06.0,Turnover by K. Leonard (offensive foul),,45,40
2,4:45.0,,N. Mirotić misses 3-pt jump shot from 26 ft,45,40
2,4:42.0,Defensive rebound by M. Gasol,,45,40
2,4:35.0,P. Siakam makes 2-pt hook shot from 5 ft,,47,40
2,4:13.0,,B. Lopez misses 2-pt jump shot from 7 ft,47,40
2,4:10.0,Defensive rebound by M. Gasol,,47,40
2,4:05.0,M. Gasol makes 3-pt jump shot from 29 ft (assist by K. Lowry),,50,40
2,3:49.0,,M. Brogdon makes 2-pt layup from 1 ft (assist by B. Lopez),50,42
2,3:43.0,Turnover by K. Lowry (bad pass; steal by G. Hill),,50,42
2,3:43.0,,Personal take foul by K. Lowry (drawn by G. Hill),50,42
2,3:43.0,,G. Antetokounmpo enters the game for E. İlyasova,50,42
2,3:43.0,,E. Bledsoe enters the game for B. Lopez,50,42
2,3:25.0,,N. Mirotić misses 2-pt layup from 3 ft,50,42
2,3:23.0,Defensive rebound by P. Siakam,,50,42
2,3:10.0,Toronto full timeout,,50,42
2,2:59.0,K. Leonard misses 2-pt jump shot from 13 ft,,50,42
2,2:56.0,,Defensive rebound by G. Antetokounmpo,50,42
2,2:44.0,,M. Brogdon makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),50,45
2,2:29.0,Turnover by D. Green (bad pass; steal by G. Hill),,50,45
2,2:24.0,,G. Hill misses 2-pt layup from 3 ft,50,45
2,2:19.0,,Offensive rebound by G. Antetokounmpo,50,45
2,2:19.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft,50,47
2,2:00.0,Shooting foul by E. Bledsoe (drawn by D. Green),,50,47
2,2:00.0,D. Green makes free throw 1 of 3,,51,47
2,2:00.0,D. Green makes free throw 2 of 3,,52,47
2,2:00.0,,B. Lopez enters the game for M. Brogdon,52,47
2,2:00.0,,K. Middleton enters the game for N. Mirotić,52,47
2,2:00.0,D. Green makes free throw 3 of 3,,53,47
2,1:34.0,,B. Lopez misses 2-pt jump shot from 9 ft,53,47
2,1:32.0,Defensive rebound by K. Lowry,,53,47
2,1:29.0,K. Lowry misses 2-pt layup from 3 ft,,53,47
2,1:25.0,,Defensive rebound by K. Middleton,53,47
2,1:16.0,,K. Middleton makes 2-pt jump shot from 20 ft,53,49
2,1:01.0,K. Leonard makes 2-pt jump shot from 8 ft,,55,49
2,0:52.0,,G. Antetokounmpo misses 2-pt jump shot from 19 ft,55,49
2,0:49.0,Defensive rebound by K. Lowry,,55,49
2,0:45.0,Shooting foul by B. Lopez (drawn by K. Leonard),,55,49
2,0:45.0,K. Leonard makes free throw 1 of 2,,56,49
2,0:45.0,,M. Brogdon enters the game for G. Hill,56,49
2,0:45.0,K. Leonard makes free throw 2 of 2,,57,49
2,0:33.0,,Personal foul by P. Siakam (drawn by K. Middleton),57,49
2,0:31.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by M. Brogdon),57,51
2,0:12.0,P. Siakam misses 3-pt jump shot from 24 ft,,57,51
2,0:09.0,Offensive rebound by D. Green,,57,51
2,0:09.0,K. Leonard makes 2-pt dunk from 2 ft (assist by D. Green),,59,51
2,0:02.0,,K. Middleton misses 2-pt jump shot from 3 ft,59,51
2,0:02.0,,Offensive rebound by G. Antetokounmpo,59,51
2,0:01.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,59,51
2,0:01.0,Defensive rebound by K. Leonard,,59,51
3,11:33.0,P. Siakam misses 3-pt jump shot from 23 ft,,59,51
3,11:30.0,,Defensive rebound by K. Middleton,59,51
3,11:29.0,,Shooting foul by P. Siakam (drawn by G. Antetokounmpo),59,51
3,11:29.0,,G. Antetokounmpo makes free throw 1 of 2,59,52
3,11:29.0,,G. Antetokounmpo makes free throw 2 of 2,59,53
3,11:12.0,K. Leonard makes 2-pt jump shot from 18 ft,,61,53
3,10:57.0,,K. Middleton misses 3-pt jump shot from 27 ft,61,53
3,10:54.0,Defensive rebound by K. Lowry,,61,53
3,10:50.0,D. Green misses 2-pt layup from 3 ft,,61,53
3,10:47.0,,Defensive rebound by K. Middleton,61,53
3,10:41.0,,E. Bledsoe misses 3-pt jump shot from 27 ft,61,53
3,10:38.0,Defensive rebound by K. Leonard,,61,53
3,10:30.0,P. Siakam misses 3-pt jump shot from 24 ft,,61,53
3,10:27.0,,Defensive rebound by Team,61,53
3,10:11.0,,N. Mirotić misses 3-pt jump shot from 26 ft,61,53
3,10:07.0,Defensive rebound by K. Leonard,,61,53
3,9:59.0,Turnover by K. Leonard (bad pass; steal by G. Antetokounmpo),,61,53
3,9:54.0,,N. Mirotić makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),61,55
3,9:37.0,M. Gasol misses 3-pt jump shot from 27 ft,,61,55
3,9:35.0,,Defensive rebound by K. Middleton,61,55
3,9:32.0,,E. Bledsoe makes 2-pt layup from 2 ft (assist by K. Middleton),61,57
3,9:14.0,Turnover by P. Siakam (lost ball; steal by E. Bledsoe),,61,57
3,9:10.0,,E. Bledsoe makes 2-pt layup from 2 ft,61,59
3,9:10.0,Toronto full timeout,,61,59
3,8:53.0,Shooting foul by B. Lopez (drawn by K. Lowry),,61,59
3,8:53.0,K. Lowry makes free throw 1 of 2,,62,59
3,8:53.0,K. Lowry makes free throw 2 of 2,,63,59
3,8:47.0,,E. Bledsoe makes 2-pt layup at rim,63,61
3,8:47.0,,Shooting foul by P. Siakam (drawn by E. Bledsoe),63,61
3,8:47.0,,E. Bledsoe makes free throw 1 of 1,63,62
3,8:33.0,K. Leonard misses 2-pt jump shot from 6 ft,,63,62
3,8:33.0,Offensive rebound by Team,,63,62
3,8:32.0,,Loose ball foul by K. Middleton (drawn by M. Gasol),63,62
3,8:22.0,K. Leonard misses 2-pt jump shot from 9 ft,,63,62
3,8:22.0,,Defensive rebound by E. Bledsoe,63,62
3,8:17.0,,Shooting foul by K. Lowry (drawn by G. Antetokounmpo),63,62
3,8:17.0,,G. Antetokounmpo misses free throw 1 of 2,63,62
3,8:17.0,,Offensive rebound by Team,63,62
3,8:17.0,,G. Antetokounmpo misses free throw 2 of 2,63,62
3,8:14.0,Defensive rebound by K. Leonard,,63,62
3,8:11.0,K. Lowry makes 2-pt layup from 1 ft (assist by K. Leonard),,65,62
3,7:57.0,,Turnover by K. Middleton (bad pass; steal by K. Leonard),65,62
3,7:52.0,K. Leonard makes 2-pt dunk from 1 ft (assist by M. Gasol),,67,62
3,7:32.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,67,62
3,7:29.0,Defensive rebound by D. Green,,67,62
3,7:18.0,K. Lowry makes 3-pt jump shot from 28 ft (assist by M. Gasol),,70,62
3,7:02.0,,E. Bledsoe misses 3-pt jump shot from 24 ft,70,62
3,6:58.0,Defensive rebound by M. Gasol,,70,62
3,6:54.0,K. Leonard misses 2-pt dunk from 4 ft (block by B. Lopez),,70,62
3,6:52.0,,Defensive rebound by G. Antetokounmpo,70,62
3,6:47.0,,N. Mirotić misses 3-pt jump shot from 26 ft,70,62
3,6:44.0,Defensive rebound by M. Gasol,,70,62
3,6:33.0,Shooting foul by K. Middleton (drawn by K. Leonard),,70,62
3,6:33.0,K. Leonard makes free throw 1 of 2,,71,62
3,6:33.0,,M. Brogdon enters the game for E. Bledsoe,71,62
3,6:33.0,,G. Hill enters the game for B. Lopez,71,62
3,6:33.0,,E. İlyasova enters the game for N. Mirotić,71,62
3,6:33.0,K. Leonard makes free throw 2 of 2,,72,62
3,6:17.0,,E. İlyasova misses 3-pt jump shot from 26 ft,72,62
3,6:13.0,Defensive rebound by K. Leonard,,72,62
3,6:11.0,K. Leonard misses 2-pt layup from 2 ft,,72,62
3,6:10.0,Offensive rebound by Team,,72,62
3,6:07.0,Turnover by K. Lowry (bad pass; steal by G. Hill),,72,62
3,6:04.0,,Shooting foul by M. Gasol (drawn by G. Antetokounmpo),72,62
3,6:04.0,,G. Antetokounmpo makes free throw 1 of 2,72,63
3,6:04.0,,G. Antetokounmpo makes free throw 2 of 2,72,64
3,5:50.0,K. Leonard makes 2-pt layup from 1 ft (assist by M. Gasol),,74,64
3,5:41.0,,Turnover by G. Antetokounmpo (lost ball; steal by P. Siakam),74,64
3,5:29.0,P. Siakam misses 2-pt hook shot from 3 ft (block by G. Antetokounmpo),,74,64
3,5:25.0,,Defensive rebound by G. Hill,74,64
3,5:22.0,,Milwaukee full timeout,74,64
3,5:22.0,S. Ibaka enters the game for P. Siakam,,74,64
3,5:11.0,,M. Brogdon misses 3-pt jump shot from 26 ft,74,64
3,5:10.0,,Offensive rebound by G. Antetokounmpo,74,64
3,5:10.0,,Shooting foul by S. Ibaka (drawn by G. Antetokounmpo),74,64
3,5:10.0,,G. Antetokounmpo makes free throw 1 of 2,74,65
3,5:10.0,,P. Connaughton enters the game for K. Middleton,74,65
3,5:10.0,,G. Antetokounmpo makes free throw 2 of 2,74,66
3,4:51.0,S. Ibaka misses 3-pt jump shot from 26 ft,,74,66
3,4:47.0,,Defensive rebound by M. Brogdon,74,66
3,4:40.0,,P. Connaughton misses 2-pt layup from 3 ft (block by M. Gasol),74,66
3,4:36.0,Defensive rebound by M. Gasol,,74,66
3,4:25.0,K. Leonard makes 2-pt layup from 2 ft,,76,66
3,4:17.0,,Personal foul by S. Ibaka (drawn by G. Antetokounmpo),76,66
3,4:17.0,,G. Antetokounmpo makes free throw 1 of 2,76,67
3,4:17.0,F. VanVleet enters the game for D. Green,,76,67
3,4:17.0,,B. Lopez enters the game for E. İlyasova,76,67
3,4:17.0,,G. Antetokounmpo makes free throw 2 of 2,76,68
3,3:59.0,K. Leonard misses 2-pt layup from 2 ft,,76,68
3,3:54.0,,Defensive rebound by B. Lopez,76,68
3,3:49.0,,G. Hill misses 2-pt layup from 3 ft,76,68
3,3:49.0,Defensive rebound by Team,,76,68
3,3:49.0,,E. İlyasova enters the game for G. Antetokounmpo,76,68
3,3:35.0,M. Gasol misses 3-pt jump shot from 27 ft,,76,68
3,3:32.0,,Defensive rebound by P. Connaughton,76,68
3,3:23.0,,E. İlyasova makes 2-pt jump shot from 14 ft (assist by G. Hill),76,70
3,3:06.0,M. Gasol misses 2-pt jump shot from 10 ft,,76,70
3,3:03.0,,Defensive rebound by P. Connaughton,76,70
3,2:59.0,,B. Lopez misses 3-pt jump shot from 28 ft,76,70
3,2:56.0,Defensive rebound by K. Leonard,,76,70
3,2:54.0,Personal foul by M. Brogdon (drawn by K. Leonard),,76,70
3,2:54.0,N. Powell enters the game for M. Gasol,,76,70
3,2:54.0,P. Siakam enters the game for K. Lowry,,76,70
3,2:46.0,K. Leonard misses 2-pt jump shot from 12 ft (block by B. Lopez),,76,70
3,2:42.0,,Defensive rebound by P. Connaughton,76,70
3,2:38.0,,Shooting foul by F. VanVleet (drawn by M. Brogdon),76,70
3,2:38.0,,M. Brogdon makes free throw 1 of 2,76,71
3,2:38.0,,M. Brogdon makes free throw 2 of 2,76,72
3,2:30.0,Personal foul by M. Brogdon (drawn by K. Leonard),,76,72
3,2:30.0,K. Leonard makes free throw 1 of 2,,77,72
3,2:30.0,K. Leonard makes free throw 2 of 2,,78,72
3,2:12.0,,G. Hill misses 2-pt layup from 4 ft (block by P. Siakam),78,72
3,2:12.0,,Offensive rebound by Team,78,72
3,2:07.0,,B. Lopez makes 2-pt layup from 2 ft (assist by G. Hill),78,74
3,1:46.0,P. Siakam misses 3-pt jump shot from 23 ft,,78,74
3,1:43.0,,Defensive rebound by P. Connaughton,78,74
3,1:31.0,,B. Lopez misses 3-pt jump shot from 23 ft,78,74
3,1:28.0,Defensive rebound by S. Ibaka,,78,74
3,1:10.0,K. Leonard misses 2-pt jump shot from 13 ft,,78,74
3,1:09.0,Offensive rebound by K. Leonard,,78,74
3,1:07.0,K. Leonard makes 2-pt jump shot from 11 ft,,80,74
3,0:54.0,,E. İlyasova misses 3-pt jump shot from 23 ft,80,74
3,0:51.0,Defensive rebound by S. Ibaka,,80,74
3,0:51.0,,G. Antetokounmpo enters the game for M. Brogdon,80,74
3,0:51.0,,E. Bledsoe enters the game for P. Connaughton,80,74
3,0:51.0,,K. Middleton enters the game for E. İlyasova,80,74
3,0:30.0,N. Powell misses 3-pt jump shot from 27 ft,,80,74
3,0:27.0,,Defensive rebound by B. Lopez,80,74
3,0:05.0,,K. Middleton misses 2-pt jump shot from 17 ft,80,74
3,0:05.0,,B. Lopez makes 2-pt layup at rim,80,76
3,0:05.0,,Offensive rebound by B. Lopez,80,76
3,0:00.0,P. Siakam makes 3-pt jump shot from 27 ft,,83,76
4,11:46.0,,K. Middleton misses 3-pt jump shot from 27 ft,83,76
4,11:43.0,Defensive rebound by S. Ibaka,,83,76
4,11:38.0,N. Powell misses 2-pt layup from 2 ft,,83,76
4,11:34.0,,Defensive rebound by N. Mirotić,83,76
4,11:29.0,,B. Lopez makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),83,79
4,11:11.0,F. VanVleet misses 2-pt jump shot from 17 ft,,83,79
4,11:08.0,,Defensive rebound by G. Antetokounmpo,83,79
4,10:55.0,,G. Antetokounmpo misses 2-pt layup from 3 ft,83,79
4,10:51.0,Defensive rebound by P. Siakam,,83,79
4,10:49.0,F. VanVleet misses 3-pt jump shot from 26 ft,,83,79
4,10:44.0,,Defensive rebound by B. Lopez,83,79
4,10:37.0,,B. Lopez makes 3-pt jump shot from 28 ft (assist by G. Antetokounmpo),83,82
4,10:20.0,P. Siakam misses 2-pt jump shot from 19 ft,,83,82
4,10:17.0,,Defensive rebound by K. Middleton,83,82
4,10:07.0,,B. Lopez misses 3-pt jump shot from 30 ft,83,82
4,10:05.0,,Offensive rebound by E. Bledsoe,83,82
4,9:56.0,,E. Bledsoe misses 3-pt jump shot from 27 ft,83,82
4,9:56.0,,Offensive rebound by N. Mirotić,83,82
4,9:56.0,,Shooting foul by N. Powell (drawn by N. Mirotić),83,82
4,9:56.0,,N. Mirotić makes free throw 1 of 2,83,83
4,9:56.0,M. Gasol enters the game for S. Ibaka,,83,83
4,9:56.0,D. Green enters the game for N. Powell,,83,83
4,9:56.0,,N. Mirotić makes free throw 2 of 2,83,84
4,9:30.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by F. VanVleet),,86,84
4,9:30.0,,Milwaukee full timeout,86,84
4,9:30.0,K. Leonard enters the game for F. VanVleet,,86,84
4,9:09.0,,E. Bledsoe misses 2-pt layup from 2 ft,86,84
4,9:08.0,,Offensive rebound by B. Lopez,86,84
4,9:08.0,,B. Lopez makes 2-pt layup at rim,86,86
4,8:43.0,K. Lowry makes 2-pt jump shot from 21 ft,,88,86
4,8:27.0,,B. Lopez misses 3-pt jump shot from 27 ft,88,86
4,8:27.0,,Offensive rebound by N. Mirotić,88,86
4,8:27.0,,Shooting foul by K. Lowry (drawn by N. Mirotić),88,86
4,8:27.0,,N. Mirotić makes free throw 1 of 2,88,87
4,8:27.0,,M. Brogdon enters the game for E. Bledsoe,88,87
4,8:27.0,,G. Hill enters the game for B. Lopez,88,87
4,8:27.0,,N. Mirotić makes free throw 2 of 2,88,88
4,8:05.0,Turnover by K. Lowry (dbl dribble),,88,88
4,7:50.0,,K. Middleton makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),88,91
4,7:33.0,Shooting foul by N. Mirotić (drawn by P. Siakam),,88,91
