QUARTER,TIME_REMAINING,ATLANTA_ACTION,NEW YORK_ACTION,ATLANTA_SCORE,NEW YORK_SCORE
2,7:04.0,,K. Knox makes free throw 1 of 1,31,46
2,6:51.0,K. Bazemore misses 3-pt jump shot from 24 ft,,31,46
2,6:49.0,,Defensive rebound by T. Hardaway,31,46
2,6:43.0,,K. Knox misses 3-pt jump shot from 23 ft,31,46
2,6:41.0,Defensive rebound by T. Young,,31,46
2,6:36.0,T. Young misses 2-pt layup from 3 ft (block by K. Knox),,31,46
2,6:34.0,,Defensive rebound by T. Burke,31,46
2,6:29.0,,Turnover by K. Knox (out of bounds lost ball),31,46
2,6:13.0,T. Prince makes 3-pt jump shot from 26 ft,,34,46
2,5:59.0,,T. Burke makes 2-pt jump shot from 20 ft,34,48
2,5:46.0,Offensive foul by A. Poythress (drawn by T. Hardaway),,34,48
2,5:46.0,Turnover by A. Poythress (offensive foul),,34,48
2,5:46.0,,L. Thomas enters the game for K. Knox,34,48
2,5:34.0,,T. Hardaway makes 2-pt jump shot from 11 ft (assist by E. Freedom),34,50
2,5:27.0,Atlanta full timeout,,34,50
2,5:27.0,J. Lin enters the game for T. Young,,34,50
2,5:17.0,T. Prince misses 3-pt jump shot from 23 ft,,34,50
2,5:15.0,,Defensive rebound by E. Freedom,34,50
2,5:04.0,,Personal foul by K. Bazemore (drawn by T. Hardaway),34,50
2,5:02.0,,F. Ntilikina misses 3-pt jump shot from 26 ft,34,50
2,5:00.0,Defensive rebound by K. Bazemore,,34,50
2,4:53.0,K. Bazemore makes 2-pt layup from 1 ft,,36,50
2,4:45.0,,T. Burke makes 2-pt jump shot from 3 ft,36,52
2,4:31.0,T. Prince makes 2-pt jump shot from 9 ft (assist by A. Len),,38,52
2,4:23.0,,Personal foul by A. Len (drawn by E. Freedom),38,52
2,4:23.0,M. Plumlee enters the game for A. Len,,38,52
2,4:23.0,,E. Freedom makes free throw 1 of 2,38,53
2,4:23.0,,E. Freedom makes free throw 2 of 2,38,54
2,4:07.0,T. Prince makes 2-pt jump shot from 12 ft,,40,54
2,3:53.0,,T. Hardaway makes 3-pt jump shot from 26 ft (assist by T. Burke),40,57
2,3:41.0,A. Poythress misses 2-pt layup from 1 ft (block by L. Thomas),,40,57
2,3:39.0,,Defensive rebound by Team,40,57
2,3:23.0,,T. Hardaway makes 2-pt jump shot from 15 ft,40,59
2,3:09.0,Atlanta full timeout,,40,59
2,3:09.0,D. Bembry enters the game for J. Lin,,40,59
2,3:09.0,T. Young enters the game for A. Poythress,,40,59
2,2:59.0,Turnover by T. Prince (bad pass; steal by E. Freedom),,40,59
2,2:55.0,,E. Freedom makes 2-pt dunk at rim (assist by T. Hardaway),40,61
2,2:41.0,Personal foul by T. Burke (drawn by T. Young),,40,61
2,2:33.0,T. Young misses 2-pt jump shot from 8 ft,,40,61
2,2:31.0,,Defensive rebound by T. Hardaway,40,61
2,2:28.0,,T. Hardaway misses 3-pt jump shot from 25 ft,40,61
2,2:26.0,,Offensive rebound by Team,40,61
2,2:26.0,V. Carter enters the game for K. Bazemore,,40,61
2,2:24.0,,L. Thomas misses 2-pt jump shot from 20 ft,40,61
2,2:21.0,,Offensive rebound by T. Burke,40,61
2,2:17.0,,T. Hardaway misses 2-pt jump shot from 11 ft,40,61
2,2:15.0,Defensive rebound by D. Bembry,,40,61
2,2:11.0,M. Plumlee makes 2-pt dunk from 1 ft (assist by D. Bembry),,42,61
2,2:11.0,Shooting foul by E. Freedom (drawn by M. Plumlee),,42,61
2,2:11.0,M. Plumlee makes free throw 1 of 1,,43,61
2,1:54.0,,F. Ntilikina misses 2-pt jump shot from 17 ft,43,61
2,1:53.0,,Offensive rebound by Team,43,61
2,1:53.0,Loose ball foul by T. Prince (drawn by E. Freedom),,43,61
2,1:53.0,,E. Freedom makes free throw 1 of 2,43,62
2,1:53.0,,E. Freedom makes free throw 2 of 2,43,63
2,1:40.0,T. Young misses 2-pt jump shot from 12 ft,,43,63
2,1:39.0,,Defensive rebound by Team,43,63
2,1:27.0,,Personal foul by D. Bembry (drawn by T. Hardaway),43,63
2,1:27.0,,R. Baker enters the game for T. Burke,43,63
2,1:27.0,,T. Hardaway makes free throw 1 of 2,43,64
2,1:27.0,,T. Hardaway makes free throw 2 of 2,43,65
2,1:09.0,Personal foul by T. Hardaway (drawn by V. Carter),,43,65
2,1:09.0,,A. Trier enters the game for T. Hardaway,43,65
2,1:09.0,V. Carter makes free throw 1 of 2,,44,65
2,1:09.0,V. Carter makes free throw 2 of 2,,45,65
2,0:56.0,,E. Freedom makes 2-pt layup from 1 ft,45,67
2,0:49.0,T. Young misses 3-pt jump shot from 27 ft,,45,67
2,0:47.0,,Defensive rebound by R. Baker,45,67
2,0:40.0,,A. Trier makes 3-pt jump shot from 26 ft (assist by R. Baker),45,70
2,0:29.0,Shooting foul by F. Ntilikina (drawn by M. Plumlee),,45,70
2,0:29.0,A. Poythress enters the game for V. Carter,,45,70
2,0:29.0,M. Plumlee makes free throw 1 of 2,,46,70
2,0:29.0,M. Plumlee makes free throw 2 of 2,,47,70
2,0:09.0,,E. Freedom makes 2-pt dunk from 1 ft,47,72
2,0:03.0,T. Prince makes 2-pt layup at rim,,49,72
2,0:02.0,,Turnover by F. Ntilikina (traveling),49,72
2,0:00.0,T. Prince misses 3-pt jump shot from 26 ft,,49,72
2,0:00.0,Offensive rebound by Team,,49,72
3,11:36.0,,E. Freedom makes 2-pt hook shot from 3 ft,49,74
3,11:25.0,T. Young makes 2-pt jump shot from 21 ft,,51,74
3,11:09.0,,T. Burke makes 3-pt jump shot from 25 ft,51,77
3,10:52.0,A. Len misses 3-pt jump shot from 23 ft,,51,77
3,10:50.0,,Defensive rebound by E. Freedom,51,77
3,10:36.0,,T. Hardaway misses 3-pt jump shot from 25 ft,51,77
3,10:34.0,Defensive rebound by T. Young,,51,77
3,10:30.0,Shooting foul by L. Thomas (drawn by T. Young),,51,77
3,10:30.0,T. Young makes free throw 1 of 2,,52,77
3,10:30.0,T. Young misses free throw 2 of 2,,52,77
3,10:28.0,,Defensive rebound by E. Freedom,52,77
3,10:12.0,,L. Thomas makes 3-pt jump shot from 23 ft (assist by T. Burke),52,80
3,10:02.0,V. Carter makes 2-pt layup from 2 ft (assist by T. Young),,54,80
3,9:50.0,,T. Hardaway misses 2-pt layup at rim,54,80
3,9:48.0,Defensive rebound by K. Bazemore,,54,80
3,9:48.0,K. Bazemore misses 2-pt layup at rim,,54,80
3,9:46.0,Offensive rebound by Team,,54,80
3,9:44.0,T. Young misses 3-pt jump shot from 26 ft,,54,80
3,9:42.0,,Defensive rebound by E. Freedom,54,80
3,9:31.0,,T. Burke makes 2-pt jump shot from 10 ft,54,82
3,9:30.0,Atlanta full timeout,,54,82
3,9:25.0,Personal foul by L. Thomas (drawn by V. Carter),,54,82
3,9:06.0,V. Carter makes 3-pt jump shot from 31 ft (assist by T. Prince),,57,82
3,8:45.0,,Shooting foul by T. Young (drawn by T. Burke),57,82
3,8:45.0,,T. Burke makes free throw 1 of 2,57,83
3,8:45.0,,T. Burke misses free throw 2 of 2,57,83
3,8:43.0,Defensive rebound by T. Prince,,57,83
3,8:38.0,T. Young misses 2-pt layup from 4 ft (block by E. Freedom),,57,83
3,8:36.0,,Defensive rebound by F. Ntilikina,57,83
3,8:33.0,,T. Burke misses 3-pt jump shot from 25 ft,57,83
3,8:31.0,Defensive rebound by T. Young,,57,83
3,8:27.0,Shooting foul by L. Thomas (drawn by A. Len),,57,83
3,8:27.0,,K. Knox enters the game for L. Thomas,57,83
3,8:27.0,A. Len misses free throw 1 of 2,,57,83
3,8:27.0,Offensive rebound by Team,,57,83
3,8:27.0,A. Len makes free throw 2 of 2,,58,83
3,8:09.0,,K. Knox misses 3-pt jump shot from 27 ft,58,83
3,8:07.0,Defensive rebound by T. Young,,58,83
3,8:04.0,K. Bazemore makes 2-pt dunk from 1 ft (assist by T. Young),,60,83
3,8:04.0,,New York full timeout,60,83
3,7:56.0,,K. Knox misses 2-pt layup from 1 ft,60,83
3,7:54.0,Defensive rebound by T. Prince,,60,83
3,7:49.0,T. Prince makes 3-pt jump shot from 25 ft,,63,83
3,7:31.0,,Shooting foul by T. Young (drawn by T. Hardaway),63,83
3,7:31.0,,T. Hardaway makes free throw 1 of 2,63,84
3,7:31.0,,T. Hardaway makes free throw 2 of 2,63,85
3,7:18.0,Turnover by T. Prince (traveling),,63,85
3,7:02.0,,K. Knox makes 3-pt jump shot from 27 ft (assist by T. Burke),63,88
3,6:54.0,V. Carter makes 3-pt jump shot from 27 ft (assist by T. Young),,66,88
3,6:40.0,,T. Burke misses 2-pt jump shot from 17 ft,66,88
3,6:39.0,Defensive rebound by T. Young,,66,88
3,6:35.0,V. Carter misses 3-pt jump shot from 28 ft,,66,88
3,6:32.0,Offensive rebound by A. Len,,66,88
3,6:32.0,A. Len misses 2-pt jump shot from 11 ft,,66,88
3,6:32.0,Offensive rebound by A. Len,,66,88
3,6:29.0,A. Len makes 2-pt layup from 2 ft,,68,88
3,6:15.0,,F. Ntilikina makes 2-pt layup from 1 ft,68,90
3,6:06.0,T. Prince makes 3-pt jump shot from 25 ft,,71,90
3,5:56.0,,T. Hardaway misses 3-pt jump shot from 26 ft,71,90
3,5:54.0,Defensive rebound by Team,,71,90
3,5:54.0,,Loose ball foul by E. Freedom (drawn by V. Carter),71,90
3,5:54.0,D. Bembry enters the game for A. Len,,71,90
3,5:54.0,A. Poythress enters the game for T. Young,,71,90
3,5:54.0,,R. Baker enters the game for T. Burke,71,90
3,5:54.0,,A. Trier enters the game for T. Hardaway,71,90
3,5:38.0,T. Prince misses 2-pt jump shot from 15 ft,,71,90
3,5:36.0,,Defensive rebound by F. Ntilikina,71,90
3,5:33.0,,Personal foul by T. Prince (drawn by F. Ntilikina),71,90
3,5:21.0,,Turnover by A. Trier (lost ball; steal by K. Bazemore),71,90
3,5:15.0,K. Bazemore makes 3-pt jump shot from 23 ft (assist by T. Prince),,74,90
3,4:57.0,,K. Knox misses 3-pt jump shot from 25 ft,74,90
3,4:55.0,,Offensive rebound by E. Freedom,74,90
3,4:53.0,,E. Freedom misses 2-pt jump shot from 3 ft,74,90
3,4:52.0,Defensive rebound by D. Bembry,,74,90
3,4:44.0,A. Poythress makes 3-pt jump shot from 24 ft (assist by D. Bembry),,77,90
3,4:44.0,,New York full timeout,77,90
3,4:44.0,J. Lin enters the game for T. Prince,,77,90
3,4:44.0,,N. Vonleh enters the game for E. Freedom,77,90
3,4:31.0,,Personal foul by V. Carter (drawn by A. Trier),77,90
3,4:21.0,,F. Ntilikina misses 2-pt jump shot from 17 ft,77,90
3,4:19.0,Defensive rebound by J. Lin,,77,90
3,4:05.0,Turnover by D. Bembry (out of bounds lost ball),,77,90
3,3:42.0,,A. Trier misses 2-pt layup from 2 ft,77,90
3,3:40.0,,Offensive rebound by N. Vonleh,77,90
3,3:34.0,,A. Trier makes 2-pt layup from 2 ft,77,92
3,3:22.0,J. Lin misses 3-pt jump shot from 26 ft,,77,92
3,3:20.0,,Defensive rebound by F. Ntilikina,77,92
3,3:16.0,,Personal foul by V. Carter (drawn by N. Vonleh),77,92
3,3:16.0,T. Dorsey enters the game for K. Bazemore,,77,92
3,3:16.0,A. Len enters the game for V. Carter,,77,92
3,3:16.0,,T. Hardaway enters the game for F. Ntilikina,77,92
3,3:16.0,,N. Vonleh makes free throw 1 of 2,77,93
3,3:16.0,,N. Vonleh misses free throw 2 of 2,77,93
3,3:14.0,Defensive rebound by A. Poythress,,77,93
3,2:54.0,Turnover by J. Lin (bad pass),,77,93
3,2:41.0,,K. Knox misses 2-pt layup from 4 ft,77,93
3,2:38.0,Defensive rebound by A. Len,,77,93
3,2:38.0,Turnover by A. Len (lost ball; steal by K. Knox),,77,93
3,2:37.0,,K. Knox misses 2-pt layup from 5 ft (block by A. Len),77,93
3,2:36.0,Defensive rebound by J. Lin,,77,93
3,2:34.0,Offensive foul by A. Len (drawn by T. Hardaway),,77,93
3,2:34.0,Turnover by A. Len (offensive foul),,77,93
3,2:34.0,T. Prince enters the game for A. Len,,77,93
3,2:29.0,,K. Knox makes 2-pt layup from 2 ft (assist by R. Baker),77,95
3,2:18.0,T. Dorsey misses 3-pt jump shot from 26 ft,,77,95
3,2:16.0,,Defensive rebound by N. Vonleh,77,95
3,2:02.0,,T. Hardaway misses 2-pt jump shot from 16 ft,77,95
3,2:02.0,,Offensive rebound by N. Vonleh,77,95
3,1:56.0,,N. Vonleh makes 2-pt layup at rim,77,97
3,1:44.0,A. Poythress misses 3-pt jump shot from 25 ft,,77,97
3,1:42.0,,Defensive rebound by A. Trier,77,97
3,1:30.0,,K. Knox misses 2-pt jump shot from 9 ft,77,97
3,1:28.0,Defensive rebound by T. Dorsey,,77,97
3,1:20.0,T. Prince misses 3-pt jump shot from 25 ft,,77,97
3,1:18.0,,Defensive rebound by N. Vonleh,77,97
3,1:12.0,,Shooting foul by T. Prince (drawn by A. Trier),77,97
3,1:12.0,O. Spellman enters the game for J. Lin,,77,97
3,1:12.0,T. Young enters the game for A. Poythress,,77,97
3,1:12.0,,A. Trier makes free throw 1 of 2,77,98
3,1:12.0,,A. Trier makes free throw 2 of 2,77,99
3,1:06.0,D. Bembry misses 2-pt layup from 2 ft,,77,99
3,1:04.0,,Defensive rebound by N. Vonleh,77,99
3,0:58.0,,A. Trier misses 3-pt jump shot from 23 ft,77,99
3,0:55.0,Defensive rebound by O. Spellman,,77,99
3,0:48.0,T. Dorsey misses 2-pt layup from 1 ft,,77,99
3,0:46.0,Offensive rebound by O. Spellman,,77,99
3,0:46.0,O. Spellman makes 2-pt layup from 1 ft,,79,99
3,0:45.0,,Personal foul by T. Young (drawn by T. Hardaway),79,99
3,0:45.0,K. Bazemore enters the game for D. Bembry,,79,99
3,0:45.0,,T. Hardaway makes free throw 1 of 2,79,100
3,0:45.0,,T. Hardaway makes free throw 2 of 2,79,101
3,0:36.0,T. Young makes 3-pt jump shot from 27 ft,,82,101
3,0:28.0,,T. Hardaway makes 3-pt jump shot from 25 ft,82,104
3,0:17.0,T. Young makes 2-pt layup from 6 ft,,84,104
3,0:01.0,,A. Trier makes 2-pt dunk from 1 ft (assist by T. Hardaway),84,106
3,0:00.0,K. Bazemore misses 3-pt jump shot from 51 ft,,84,106
3,0:00.0,Offensive rebound by Team,,84,106
4,11:47.0,Shooting foul by N. Vonleh (drawn by T. Prince),,84,106
4,11:47.0,T. Prince makes free throw 1 of 2,,85,106
4,11:47.0,T. Prince makes free throw 2 of 2,,86,106
4,11:33.0,,Offensive foul by R. Baker (drawn by T. Young),86,106
4,11:33.0,,Turnover by R. Baker (offensive foul),86,106
4,11:14.0,T. Dorsey misses 3-pt jump shot from 23 ft,,86,106
4,11:12.0,,Defensive rebound by N. Vonleh,86,106
4,11:08.0,,R. Baker misses 3-pt jump shot from 23 ft,86,106
4,11:06.0,,Offensive rebound by T. Hardaway,86,106
4,11:06.0,,T. Hardaway makes 2-pt layup at rim,86,108
4,10:47.0,K. Bazemore makes 2-pt layup from 1 ft (assist by T. Prince),,88,108
4,10:40.0,,Personal foul by K. Bazemore (drawn by T. Hardaway),88,108
4,10:34.0,,T. Hardaway misses 3-pt jump shot from 24 ft,88,108
4,10:32.0,Defensive rebound by T. Dorsey,,88,108
4,10:23.0,T. Prince misses 3-pt jump shot from 25 ft,,88,108
4,10:21.0,,Defensive rebound by T. Hardaway,88,108
4,10:11.0,,M. Hezonja misses 2-pt layup from 2 ft (block by O. Spellman),88,108
4,10:10.0,,Offensive rebound by N. Vonleh,88,108
4,10:10.0,,N. Vonleh makes 2-pt layup at rim,88,110
4,9:55.0,Personal foul by R. Baker (drawn by T. Young),,88,110
4,9:55.0,V. Carter enters the game for T. Prince,,88,110
4,9:45.0,V. Carter misses 2-pt jump shot from 23 ft,,88,110
4,9:43.0,Offensive rebound by K. Bazemore,,88,110
4,9:35.0,T. Dorsey makes 2-pt layup from 1 ft,,90,110
