QUARTER,TIME_REMAINING,ORLANDO_ACTION,NEW YORK_ACTION,ORLANDO_SCORE,NEW YORK_SCORE
1,1:13.0,Offensive rebound by W. Iwundu,,27,15
1,1:11.0,E. Fournier makes 2-pt jump shot from 20 ft,,29,15
1,0:51.0,,H. Ellenson makes 3-pt jump shot from 26 ft (assist by E. Mudiay),29,18
1,0:30.0,J. Isaac makes 3-pt jump shot from 23 ft (assist by N. Vučević),,32,18
1,0:09.0,,E. Mudiay misses 2-pt layup from 2 ft,32,18
1,0:08.0,,Offensive rebound by M. Robinson,32,18
1,0:08.0,,M. Robinson makes 2-pt dunk from 1 ft,32,20
1,0:00.0,E. Fournier makes 2-pt jump shot from 10 ft,,34,20
2,11:43.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by H. Ellenson),34,22
2,11:30.0,Shooting foul by M. Robinson (drawn by A. Gordon),,34,22
2,11:30.0,A. Gordon makes free throw 1 of 2,,35,22
2,11:30.0,A. Gordon makes free throw 2 of 2,,36,22
2,11:22.0,,Shooting foul by T. Ross (drawn by J. Jenkins),36,22
2,11:22.0,,J. Jenkins misses free throw 1 of 3,36,22
2,11:22.0,,Offensive rebound by Team,36,22
2,11:22.0,,J. Jenkins makes free throw 2 of 3,36,23
2,11:22.0,,J. Jenkins makes free throw 3 of 3,36,24
2,11:08.0,A. Gordon makes 3-pt jump shot from 25 ft (assist by K. Birch),,39,24
2,10:41.0,,H. Ellenson misses 3-pt jump shot from 24 ft,39,24
2,10:39.0,,Offensive rebound by M. Robinson,39,24
2,10:28.0,,H. Ellenson misses 2-pt jump shot from 14 ft,39,24
2,10:26.0,Defensive rebound by T. Ross,,39,24
2,10:14.0,Turnover by K. Birch (out of bounds lost ball),,39,24
2,9:50.0,,H. Ellenson misses 2-pt jump shot from 21 ft,39,24
2,9:48.0,Defensive rebound by W. Iwundu,,39,24
2,9:43.0,W. Iwundu misses 2-pt layup from 3 ft (block by M. Robinson),,39,24
2,9:42.0,Offensive rebound by Team,,39,24
2,9:38.0,T. Ross misses 2-pt jump shot from 16 ft (block by M. Robinson),,39,24
2,9:36.0,Offensive rebound by K. Birch,,39,24
2,9:34.0,Shooting foul by A. Trier (drawn by K. Birch),,39,24
2,9:34.0,K. Birch makes free throw 1 of 2,,40,24
2,9:34.0,K. Birch misses free throw 2 of 2,,40,24
2,9:32.0,,Defensive rebound by A. Trier,40,24
2,9:23.0,,Shooting foul by W. Iwundu (drawn by A. Trier),40,24
2,9:23.0,,A. Trier makes free throw 1 of 2,40,25
2,9:23.0,,A. Trier makes free throw 2 of 2,40,26
2,9:09.0,A. Gordon misses 3-pt jump shot from 25 ft (block by M. Robinson),,40,26
2,9:07.0,Offensive rebound by K. Birch,,40,26
2,9:03.0,A. Gordon misses 2-pt layup from 2 ft (block by M. Robinson),,40,26
2,9:01.0,,Defensive rebound by H. Ellenson,40,26
2,8:56.0,,H. Ellenson makes 2-pt jump shot from 5 ft,40,28
2,8:43.0,Shooting foul by M. Robinson (drawn by J. Grant),,40,28
2,8:43.0,J. Grant misses free throw 1 of 2,,40,28
2,8:43.0,Offensive rebound by Team,,40,28
2,8:43.0,J. Grant makes free throw 2 of 2,,41,28
2,8:35.0,,Shooting foul by A. Gordon (drawn by M. Robinson),41,28
2,8:35.0,,M. Robinson makes free throw 1 of 2,41,29
2,8:35.0,,M. Robinson makes free throw 2 of 2,41,30
2,8:22.0,T. Ross misses 3-pt jump shot from 26 ft,,41,30
2,8:20.0,,Defensive rebound by J. Jenkins,41,30
2,8:04.0,,J. Jenkins makes 2-pt layup from 2 ft (assist by H. Ellenson),41,32
2,7:55.0,T. Ross misses 3-pt jump shot from 25 ft,,41,32
2,7:53.0,,Defensive rebound by H. Ellenson,41,32
2,7:32.0,,E. Mudiay makes 2-pt layup from 2 ft,41,34
2,7:25.0,Orlando full timeout,,41,34
2,7:17.0,T. Ross misses 2-pt jump shot from 19 ft,,41,34
2,7:15.0,,Defensive rebound by M. Robinson,41,34
2,7:09.0,,H. Ellenson makes 3-pt jump shot from 26 ft (assist by E. Mudiay),41,37
2,6:42.0,A. Gordon makes 2-pt layup from 1 ft,,43,37
2,6:21.0,,E. Mudiay misses 3-pt jump shot from 27 ft,43,37
2,6:19.0,Defensive rebound by K. Birch,,43,37
2,6:11.0,Turnover by T. Ross (bad pass; steal by M. Robinson),,43,37
2,6:07.0,,A. Trier makes 2-pt layup from 2 ft,43,39
2,5:52.0,A. Gordon makes 2-pt layup from 1 ft (assist by W. Iwundu),,45,39
2,5:52.0,Shooting foul by E. Mudiay (drawn by A. Gordon),,45,39
2,5:52.0,D. Augustin enters the game for K. Birch,,45,39
2,5:52.0,E. Fournier enters the game for J. Grant,,45,39
2,5:52.0,N. Vučević enters the game for W. Iwundu,,45,39
2,5:52.0,,D. Smith enters the game for E. Mudiay,45,39
2,5:52.0,A. Gordon makes free throw 1 of 1,,46,39
2,5:36.0,,D. Smith makes 2-pt layup from 2 ft,46,41
2,5:17.0,Shooting foul by D. Smith (drawn by A. Gordon),,46,41
2,5:17.0,A. Gordon makes free throw 1 of 2,,47,41
2,5:17.0,A. Gordon misses free throw 2 of 2,,47,41
2,5:15.0,,Defensive rebound by H. Ellenson,47,41
2,5:11.0,,Personal foul by T. Ross (drawn by J. Jenkins),47,41
2,5:11.0,J. Isaac enters the game for A. Gordon,,47,41
2,5:02.0,,Personal foul by N. Vučević (drawn by A. Trier),47,41
2,5:02.0,,A. Trier makes free throw 1 of 2,47,42
2,5:02.0,,A. Trier makes free throw 2 of 2,47,43
2,4:51.0,Turnover by T. Ross (lost ball; steal by A. Trier),,47,43
2,4:40.0,,M. Robinson misses 2-pt layup from 1 ft (block by N. Vučević),47,43
2,4:38.0,,Offensive rebound by M. Robinson,47,43
2,4:37.0,,M. Robinson misses 2-pt layup from 2 ft,47,43
2,4:35.0,Defensive rebound by E. Fournier,,47,43
2,4:14.0,D. Augustin makes 2-pt layup at rim,,49,43
2,3:48.0,,J. Jenkins misses 3-pt jump shot from 24 ft,49,43
2,3:46.0,Defensive rebound by N. Vučević,,49,43
2,3:33.0,N. Vučević makes 2-pt layup from 1 ft,,51,43
2,3:27.0,,New York full timeout,51,43
2,3:27.0,W. Iwundu enters the game for T. Ross,,51,43
2,3:27.0,,K. Knox enters the game for J. Jenkins,51,43
2,3:27.0,,N. Vonleh enters the game for M. Robinson,51,43
2,3:19.0,,K. Knox misses 2-pt layup from 1 ft,51,43
2,3:17.0,,Offensive rebound by K. Knox,51,43
2,3:14.0,,K. Knox misses 2-pt layup from 1 ft,51,43
2,3:14.0,Defensive rebound by E. Fournier,,51,43
2,3:12.0,Personal foul by A. Trier (drawn by E. Fournier),,51,43
2,3:12.0,,E. Mudiay enters the game for A. Trier,51,43
2,3:12.0,E. Fournier makes free throw 1 of 2,,52,43
2,3:12.0,E. Fournier makes free throw 2 of 2,,53,43
2,3:00.0,,N. Vonleh misses 2-pt layup from 1 ft,53,43
2,2:58.0,,Offensive rebound by N. Vonleh,53,43
2,2:57.0,,N. Vonleh makes 2-pt dunk from 1 ft,53,45
2,2:36.0,N. Vučević misses 2-pt jump shot from 10 ft,,53,45
2,2:34.0,,Defensive rebound by K. Knox,53,45
2,2:28.0,,D. Smith misses 3-pt jump shot from 26 ft,53,45
2,2:26.0,Defensive rebound by N. Vučević,,53,45
2,2:17.0,D. Augustin makes 3-pt jump shot from 25 ft,,56,45
2,2:04.0,,N. Vonleh makes 3-pt jump shot from 26 ft (assist by K. Knox),56,48
2,1:43.0,W. Iwundu makes 2-pt dunk from 1 ft (assist by N. Vučević),,58,48
2,1:33.0,,E. Mudiay makes 2-pt jump shot from 17 ft (assist by D. Smith),58,50
2,1:16.0,J. Isaac misses 2-pt layup from 1 ft,,58,50
2,1:14.0,Offensive rebound by N. Vučević,,58,50
2,1:08.0,N. Vučević makes 2-pt jump shot from 5 ft (assist by W. Iwundu),,60,50
2,0:47.0,,N. Vonleh misses 3-pt jump shot from 25 ft,60,50
2,0:45.0,,Offensive rebound by E. Mudiay,60,50
2,0:45.0,,E. Mudiay misses 2-pt layup from 1 ft,60,50
2,0:43.0,Defensive rebound by N. Vučević,,60,50
2,0:40.0,Shooting foul by N. Vonleh (drawn by E. Fournier),,60,50
2,0:40.0,E. Fournier misses free throw 1 of 2,,60,50
2,0:40.0,Offensive rebound by Team,,60,50
2,0:40.0,E. Fournier makes free throw 2 of 2,,61,50
2,0:33.0,,D. Smith makes 3-pt jump shot from 26 ft (assist by N. Vonleh),61,53
2,0:10.0,W. Iwundu misses 3-pt jump shot from 26 ft,,61,53
2,0:08.0,,Defensive rebound by D. Smith,61,53
2,0:01.0,,D. Smith makes 2-pt jump shot from 16 ft,61,55
2,0:01.0,,Shooting foul by D. Augustin (drawn by D. Smith),61,55
2,0:01.0,,L. Thomas enters the game for K. Knox,61,55
2,0:01.0,,D. Smith makes free throw 1 of 1,61,56
3,11:50.0,,K. Knox makes 2-pt jump shot from 11 ft,61,58
3,11:35.0,N. Vučević makes 2-pt hook shot from 6 ft (assist by A. Gordon),,63,58
3,11:35.0,,Violation by Team (def goaltending),63,58
3,11:21.0,,Turnover by K. Knox (lost ball; steal by A. Gordon),63,58
3,11:19.0,Turnover by A. Gordon (lost ball; steal by D. Smith),,63,58
3,11:08.0,,K. Knox misses 2-pt hook shot from 4 ft,63,58
3,11:06.0,Defensive rebound by N. Vučević,,63,58
3,10:51.0,J. Isaac makes 3-pt jump shot from 24 ft (assist by E. Fournier),,66,58
3,10:37.0,,Def 3 sec tech foul by Team,66,58
3,10:37.0,,D. Dotson makes technical free throw,66,59
3,10:29.0,,Turnover by D. Smith (traveling),66,59
3,10:12.0,N. Vučević misses 2-pt jump shot from 10 ft,,66,59
3,10:10.0,,Defensive rebound by D. Smith,66,59
3,9:56.0,,Shooting foul by J. Isaac (drawn by K. Knox),66,59
3,9:56.0,,K. Knox makes free throw 1 of 2,66,60
3,9:56.0,,K. Knox makes free throw 2 of 2,66,61
3,9:41.0,Turnover by A. Gordon (bad pass; steal by M. Robinson),,66,61
3,9:37.0,,D. Smith misses 2-pt layup from 2 ft,66,61
3,9:36.0,Defensive rebound by A. Gordon,,66,61
3,9:21.0,J. Isaac makes 3-pt jump shot from 23 ft (assist by N. Vučević),,69,61
3,8:55.0,,K. Knox makes 2-pt jump shot from 6 ft (assist by D. Dotson),69,63
3,8:42.0,N. Vučević makes 3-pt jump shot from 26 ft (assist by D. Augustin),,72,63
3,8:31.0,,D. Dotson makes 3-pt jump shot from 24 ft (assist by D. Smith),72,66
3,8:17.0,E. Fournier misses 3-pt jump shot from 23 ft,,72,66
3,8:15.0,,Defensive rebound by D. Dotson,72,66
3,8:03.0,,D. Dotson misses 3-pt jump shot from 26 ft,72,66
3,8:01.0,Defensive rebound by N. Vučević,,72,66
3,7:48.0,Personal foul by L. Thomas (drawn by E. Fournier),,72,66
3,7:41.0,Turnover by E. Fournier (out of bounds lost ball),,72,66
3,7:31.0,,Shooting foul by J. Isaac (drawn by M. Robinson),72,66
3,7:31.0,,M. Robinson makes free throw 1 of 2,72,67
3,7:31.0,,M. Robinson makes free throw 2 of 2,72,68
3,7:19.0,Turnover by E. Fournier (bad pass; steal by M. Robinson),,72,68
3,7:14.0,,L. Thomas makes 2-pt layup from 1 ft (assist by D. Smith),72,70
3,7:00.0,N. Vučević makes 2-pt dunk from 1 ft (assist by D. Augustin),,74,70
3,6:47.0,,D. Smith misses 2-pt layup from 1 ft,74,70
3,6:45.0,,Offensive rebound by M. Robinson,74,70
3,6:43.0,,M. Robinson makes 2-pt layup from 3 ft,74,72
3,6:43.0,Orlando full timeout,,74,72
3,6:27.0,D. Augustin makes 3-pt jump shot from 23 ft (assist by E. Fournier),,77,72
3,6:07.0,,K. Knox misses 2-pt jump shot from 15 ft (block by J. Isaac),77,72
3,6:05.0,Defensive rebound by D. Augustin,,77,72
3,6:02.0,D. Augustin misses 3-pt jump shot from 27 ft,,77,72
3,6:00.0,,Defensive rebound by M. Robinson,77,72
3,5:40.0,,Turnover by D. Smith (bad pass; steal by E. Fournier),77,72
3,5:30.0,D. Augustin makes 3-pt jump shot from 25 ft (assist by E. Fournier),,80,72
3,5:29.0,,New York full timeout,80,72
3,5:29.0,W. Iwundu enters the game for A. Gordon,,80,72
3,5:29.0,,H. Ellenson enters the game for D. Dotson,80,72
3,5:17.0,,K. Knox misses 2-pt dunk from 1 ft,80,72
3,5:15.0,,Offensive rebound by M. Robinson,80,72
3,5:14.0,,M. Robinson misses 2-pt layup from 1 ft,80,72
3,5:12.0,,Offensive rebound by K. Knox,80,72
3,5:12.0,,K. Knox misses 2-pt layup from 1 ft (block by J. Isaac),80,72
3,5:10.0,Defensive rebound by D. Augustin,,80,72
3,5:02.0,D. Augustin misses 2-pt layup from 1 ft,,80,72
3,5:00.0,,Defensive rebound by H. Ellenson,80,72
3,4:51.0,,K. Knox misses 2-pt layup from 2 ft,80,72
3,4:49.0,Defensive rebound by D. Augustin,,80,72
3,4:46.0,E. Fournier makes 2-pt layup from 1 ft (assist by D. Augustin),,82,72
3,4:28.0,,H. Ellenson makes 2-pt jump shot from 10 ft (assist by K. Knox),82,74
3,4:01.0,D. Augustin misses 3-pt jump shot from 26 ft,,82,74
3,3:59.0,,Defensive rebound by H. Ellenson,82,74
3,3:52.0,,D. Smith misses 3-pt jump shot from 25 ft,82,74
3,3:50.0,Defensive rebound by D. Augustin,,82,74
3,3:35.0,N. Vučević makes 2-pt hook shot from 2 ft,,84,74
3,3:18.0,,L. Thomas misses 2-pt jump shot from 15 ft,84,74
3,3:16.0,Defensive rebound by W. Iwundu,,84,74
3,3:00.0,D. Augustin misses 3-pt jump shot from 25 ft (block by M. Robinson),,84,74
3,2:58.0,Offensive rebound by N. Vučević,,84,74
3,2:55.0,E. Fournier misses 3-pt jump shot from 26 ft,,84,74
3,2:53.0,,Defensive rebound by M. Robinson,84,74
3,2:50.0,,Personal foul by D. Augustin (drawn by D. Smith),84,74
3,2:50.0,K. Birch enters the game for D. Augustin,,84,74
3,2:50.0,A. Gordon enters the game for E. Fournier,,84,74
3,2:50.0,J. Grant enters the game for J. Isaac,,84,74
3,2:50.0,T. Ross enters the game for N. Vučević,,84,74
3,2:50.0,,J. Jenkins enters the game for M. Robinson,84,74
3,2:50.0,,E. Mudiay enters the game for D. Smith,84,74
3,2:50.0,,N. Vonleh enters the game for L. Thomas,84,74
3,2:35.0,,H. Ellenson misses 3-pt jump shot from 27 ft,84,74
3,2:33.0,Defensive rebound by A. Gordon,,84,74
3,2:14.0,A. Gordon makes 2-pt jump shot from 13 ft (assist by K. Birch),,86,74
3,2:02.0,,K. Knox misses 2-pt jump shot from 21 ft,86,74
3,2:00.0,Defensive rebound by A. Gordon,,86,74
3,1:53.0,A. Gordon misses 2-pt jump shot from 23 ft,,86,74
3,1:51.0,,Defensive rebound by N. Vonleh,86,74
3,1:42.0,,E. Mudiay misses 2-pt layup from 3 ft,86,74
3,1:40.0,Defensive rebound by W. Iwundu,,86,74
3,1:35.0,A. Gordon misses 2-pt layup from 1 ft,,86,74
3,1:33.0,Offensive rebound by A. Gordon,,86,74
3,1:33.0,A. Gordon makes 2-pt layup from 1 ft,,88,74
3,1:13.0,,E. Mudiay makes 2-pt jump shot from 9 ft,88,76
3,0:57.0,K. Birch misses 2-pt layup from 1 ft,,88,76
3,0:55.0,,Defensive rebound by H. Ellenson,88,76
3,0:43.0,,N. Vonleh makes 2-pt layup from 2 ft,88,78
3,0:24.0,Shooting foul by H. Ellenson (drawn by A. Gordon),,88,78
3,0:24.0,,A. Trier enters the game for K. Knox,88,78
3,0:24.0,A. Gordon makes free throw 1 of 2,,89,78
3,0:24.0,A. Gordon makes free throw 2 of 2,,90,78
3,0:07.0,,Personal foul by J. Grant (drawn by E. Mudiay),90,78
3,0:01.0,,H. Ellenson misses 3-pt jump shot from 25 ft,90,78
3,0:01.0,,Offensive rebound by Team,90,78
4,11:46.0,T. Ross misses 2-pt jump shot from 20 ft,,90,78
4,11:44.0,,Defensive rebound by E. Mudiay,90,78
4,11:35.0,,A. Trier makes 3-pt jump shot from 25 ft (assist by H. Ellenson),90,81
4,11:16.0,Shooting foul by E. Mudiay (drawn by A. Gordon),,90,81
4,11:16.0,A. Gordon makes free throw 1 of 2,,91,81
4,11:16.0,A. Gordon misses free throw 2 of 2,,91,81
4,11:14.0,,Defensive rebound by H. Ellenson,91,81
4,11:00.0,,J. Jenkins makes 2-pt jump shot from 21 ft (assist by A. Trier),91,83
4,10:51.0,T. Ross misses 3-pt jump shot from 26 ft,,91,83
4,10:49.0,,Defensive rebound by E. Mudiay,91,83
4,10:40.0,,E. Mudiay makes 2-pt jump shot from 13 ft,91,85
4,10:20.0,T. Ross misses 2-pt jump shot from 18 ft,,91,85
4,10:18.0,,Defensive rebound by E. Mudiay,91,85
4,10:13.0,,E. Mudiay misses 2-pt layup from 2 ft,91,85
4,10:11.0,Defensive rebound by K. Birch,,91,85
4,9:57.0,Turnover by K. Birch (back court),,91,85
4,9:57.0,E. Fournier enters the game for W. Iwundu,,91,85
4,9:44.0,,Personal foul by E. Fournier (drawn by A. Trier),91,85
4,9:33.0,,H. Ellenson misses 2-pt jump shot from 11 ft,91,85
4,9:31.0,Defensive rebound by K. Birch,,91,85
4,9:19.0,Turnover by J. Grant (bad pass; steal by H. Ellenson),,91,85
4,9:11.0,,A. Trier makes 2-pt layup from 1 ft (assist by H. Ellenson),91,87
4,8:55.0,E. Fournier misses 2-pt jump shot from 13 ft,,91,87
4,8:53.0,,Defensive rebound by A. Trier,91,87
4,8:47.0,,Shooting foul by T. Ross (drawn by A. Trier),91,87
4,8:47.0,,A. Trier makes free throw 1 of 2,91,88
4,8:47.0,,A. Trier makes free throw 2 of 2,91,89
4,8:37.0,Turnover by E. Fournier (lost ball; steal by L. Kornet),,91,89
4,8:33.0,,Turnover by L. Kornet (bad pass; steal by E. Fournier),91,89
4,8:27.0,E. Fournier makes 2-pt jump shot from 21 ft,,93,89
4,8:08.0,,Turnover by A. Trier (out of bounds lost ball),93,89
4,7:56.0,A. Gordon misses 2-pt jump shot from 20 ft,,93,89
4,7:54.0,Offensive rebound by A. Gordon,,93,89
4,7:54.0,A. Gordon misses 2-pt layup from 1 ft,,93,89
4,7:53.0,Offensive rebound by A. Gordon,,93,89
4,7:53.0,A. Gordon makes 2-pt layup from 1 ft,,95,89
4,7:33.0,,Shooting foul by E. Fournier (drawn by A. Trier),95,89
4,7:33.0,,A. Trier misses free throw 1 of 2,95,89
4,7:33.0,,Offensive rebound by Team,95,89
4,7:33.0,,M. Robinson enters the game for L. Kornet,95,89
4,7:33.0,,A. Trier makes free throw 2 of 2,95,90
4,7:23.0,Shooting foul by M. Robinson (drawn by A. Gordon),,95,90
4,7:23.0,A. Gordon makes free throw 1 of 2,,96,90
4,7:23.0,D. Augustin enters the game for K. Birch,,96,90
4,7:23.0,N. Vučević enters the game for J. Grant,,96,90
4,7:23.0,A. Gordon misses free throw 2 of 2,,96,90
4,7:21.0,,Defensive rebound by A. Trier,96,90
4,7:08.0,,E. Mudiay makes 2-pt layup from 1 ft,96,92
4,6:52.0,N. Vučević makes 2-pt hook shot from 3 ft (assist by A. Gordon),,98,92
4,6:34.0,,J. Jenkins makes 2-pt jump shot from 16 ft,98,94
4,6:13.0,E. Fournier misses 3-pt jump shot from 26 ft,,98,94
4,6:11.0,,Defensive rebound by M. Robinson,98,94
4,5:58.0,,Personal foul by D. Augustin (drawn by J. Jenkins),98,94
4,5:58.0,,New York full timeout,98,94
4,5:58.0,J. Isaac enters the game for A. Gordon,,98,94
4,5:42.0,,E. Mudiay misses 3-pt jump shot from 23 ft,98,94
4,5:40.0,,Offensive rebound by M. Robinson,98,94
4,5:40.0,,M. Robinson makes 2-pt layup at rim,98,96
4,5:22.0,T. Ross misses 3-pt jump shot from 26 ft,,98,96
4,5:20.0,Offensive rebound by J. Isaac,,98,96
4,5:07.0,D. Augustin misses 2-pt hook shot from 6 ft,,98,96
4,5:05.0,Offensive rebound by N. Vučević,,98,96
4,5:04.0,J. Isaac misses 3-pt jump shot from 24 ft,,98,96
4,5:02.0,Offensive rebound by Team,,98,96
4,5:02.0,,Loose ball foul by A. Trier (drawn by D. Augustin),98,96
4,4:54.0,D. Augustin makes 2-pt layup from 2 ft (assist by E. Fournier),,100,96
4,4:30.0,,A. Trier makes 2-pt jump shot from 11 ft,100,98
4,4:15.0,N. Vučević misses 2-pt jump shot from 22 ft,,100,98
4,4:13.0,,Defensive rebound by Team,100,98
4,4:13.0,A. Gordon enters the game for T. Ross,,100,98
4,4:00.0,,M. Robinson makes 2-pt dunk at rim (assist by A. Trier),100,100
4,3:38.0,E. Fournier misses 3-pt jump shot from 26 ft,,100,100
4,3:36.0,,Defensive rebound by E. Mudiay,100,100
4,3:31.0,,Offensive foul by E. Mudiay (drawn by D. Augustin),100,100
