QUARTER,TIME_REMAINING,BOSTON_ACTION,MILWAUKEE_ACTION,BOSTON_SCORE,MILWAUKEE_SCORE
2,11:03.0,,Defensive rebound by Team,24,20
2,10:55.0,,G. Antetokounmpo makes 2-pt jump shot from 8 ft,24,22
2,10:55.0,,Shooting foul by S. Ojeleye (drawn by G. Antetokounmpo),24,22
2,10:55.0,,G. Antetokounmpo makes free throw 1 of 1,24,23
2,10:34.0,A. Horford misses 2-pt hook shot from 10 ft,,24,23
2,10:31.0,,Defensive rebound by G. Antetokounmpo,24,23
2,10:23.0,,E. İlyasova makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),24,26
2,10:02.0,J. Tatum misses 2-pt jump shot from 16 ft,,24,26
2,9:58.0,Offensive rebound by A. Horford,,24,26
2,9:57.0,J. Brown makes 2-pt dunk from 2 ft (assist by A. Horford),,26,26
2,9:46.0,,E. Bledsoe makes 2-pt jump shot from 10 ft,26,28
2,9:32.0,A. Horford makes 3-pt jump shot from 27 ft (assist by T. Rozier),,29,28
2,9:11.0,,M. Brogdon makes 3-pt jump shot from 28 ft (assist by G. Antetokounmpo),29,31
2,8:52.0,A. Horford misses 2-pt jump shot from 18 ft,,29,31
2,8:49.0,,Defensive rebound by M. Brogdon,29,31
2,8:45.0,,M. Brogdon makes 2-pt jump shot from 16 ft,29,33
2,8:45.0,,N. Mirotić enters the game for E. İlyasova,29,33
2,8:19.0,T. Rozier makes 2-pt jump shot from 18 ft,,31,33
2,8:03.0,,M. Brogdon misses 2-pt layup from 2 ft (block by A. Horford),31,33
2,7:57.0,Defensive rebound by S. Ojeleye,,31,33
2,7:56.0,J. Brown makes 2-pt layup at rim (assist by S. Ojeleye),,33,33
2,7:34.0,,G. Antetokounmpo misses 2-pt jump shot from 13 ft,33,33
2,7:34.0,,Offensive rebound by M. Brogdon,33,33
2,7:30.0,,T. Snell misses 3-pt jump shot from 28 ft,33,33
2,7:30.0,,Offensive rebound by N. Mirotić,33,33
2,7:26.0,,N. Mirotić makes 2-pt layup from 2 ft,33,35
2,7:03.0,A. Horford makes 2-pt layup from 4 ft (assist by J. Brown),,35,35
2,7:03.0,,Milwaukee full timeout,35,35
2,7:03.0,K. Irving enters the game for J. Brown,,35,35
2,7:03.0,D. Theis enters the game for A. Horford,,35,35
2,7:03.0,,G. Hill enters the game for G. Antetokounmpo,35,35
2,7:03.0,,B. Lopez enters the game for M. Brogdon,35,35
2,6:51.0,,B. Lopez misses 3-pt jump shot from 26 ft,35,35
2,6:48.0,Defensive rebound by J. Tatum,,35,35
2,6:30.0,J. Tatum misses 2-pt jump shot from 21 ft,,35,35
2,6:26.0,Offensive rebound by S. Ojeleye,,35,35
2,6:19.0,S. Ojeleye misses 2-pt layup from 3 ft (block by B. Lopez),,35,35
2,6:15.0,,Defensive rebound by N. Mirotić,35,35
2,6:07.0,,T. Snell makes 3-pt jump shot from 24 ft (assist by G. Hill),35,38
2,5:57.0,T. Rozier makes 2-pt jump shot from 15 ft,,37,38
2,5:39.0,,Turnover by B. Lopez (traveling),37,38
2,5:39.0,,K. Middleton enters the game for T. Snell,37,38
2,5:26.0,D. Theis misses 3-pt jump shot from 26 ft,,37,38
2,5:22.0,,Defensive rebound by K. Middleton,37,38
2,5:13.0,,B. Lopez makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),37,41
2,5:13.0,Boston full timeout,,37,41
2,5:13.0,M. Morris enters the game for S. Ojeleye,,37,41
2,5:13.0,M. Smart enters the game for T. Rozier,,37,41
2,4:54.0,K. Irving misses 2-pt jump shot from 9 ft,,37,41
2,4:53.0,Offensive rebound by J. Tatum,,37,41
2,4:53.0,J. Tatum makes 2-pt dunk at rim,,39,41
2,4:39.0,,Turnover by K. Middleton (lost ball; steal by J. Tatum),39,41
2,4:36.0,Shooting foul by N. Mirotić (drawn by J. Tatum),,39,41
2,4:36.0,J. Tatum makes free throw 1 of 2,,40,41
2,4:36.0,A. Horford enters the game for D. Theis,,40,41
2,4:36.0,,G. Antetokounmpo enters the game for N. Mirotić,40,41
2,4:36.0,J. Tatum makes free throw 2 of 2,,41,41
2,4:18.0,,Personal foul by A. Horford (drawn by G. Antetokounmpo),41,41
2,4:18.0,,M. Brogdon enters the game for E. Bledsoe,41,41
2,4:07.0,,G. Hill misses 2-pt layup from 1 ft,41,41
2,4:05.0,Defensive rebound by M. Morris,,41,41
2,3:57.0,M. Smart misses 3-pt jump shot from 27 ft,,41,41
2,3:54.0,,Defensive rebound by K. Middleton,41,41
2,3:48.0,,Turnover by K. Middleton (bad pass; steal by A. Horford),41,41
2,3:40.0,K. Irving misses 2-pt jump shot from 19 ft,,41,41
2,3:37.0,Offensive rebound by A. Horford,,41,41
2,3:37.0,Turnover by M. Smart (step out of bounds),,41,41
2,3:19.0,,K. Middleton makes 2-pt jump shot from 19 ft,41,43
2,3:06.0,Personal foul by G. Antetokounmpo (drawn by M. Morris),,41,43
2,3:06.0,J. Brown enters the game for J. Tatum,,41,43
2,2:58.0,M. Smart misses 3-pt jump shot from 22 ft,,41,43
2,2:53.0,,Defensive rebound by B. Lopez,41,43
2,2:48.0,,B. Lopez misses 3-pt jump shot from 29 ft,41,43
2,2:44.0,Defensive rebound by J. Brown,,41,43
2,2:27.0,J. Brown makes 3-pt jump shot from 26 ft (assist by A. Horford),,44,43
2,2:11.0,,G. Antetokounmpo misses 2-pt layup from 2 ft (block by J. Brown),44,43
2,2:06.0,,Offensive rebound by G. Antetokounmpo,44,43
2,2:05.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,44,45
2,1:51.0,M. Morris makes 3-pt jump shot from 28 ft (assist by A. Horford),,47,45
2,1:35.0,,M. Brogdon makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),47,48
2,1:13.0,M. Morris misses 3-pt jump shot from 27 ft,,47,48
2,1:09.0,,Defensive rebound by K. Middleton,47,48
2,1:06.0,,K. Middleton makes 3-pt jump shot from 26 ft,47,51
2,0:47.0,K. Irving misses 2-pt layup from 2 ft,,47,51
2,0:43.0,,Defensive rebound by G. Antetokounmpo,47,51
2,0:43.0,,Shooting foul by M. Morris (drawn by G. Antetokounmpo),47,51
2,0:43.0,,G. Antetokounmpo makes free throw 1 of 2,47,52
2,0:43.0,,G. Antetokounmpo makes free throw 2 of 2,47,53
2,0:32.0,A. Horford misses 3-pt jump shot from 28 ft,,47,53
2,0:28.0,,Defensive rebound by M. Brogdon,47,53
2,0:23.0,,M. Brogdon misses 2-pt layup from 2 ft (block by A. Horford),47,53
2,0:23.0,,Offensive rebound by Team,47,53
2,0:08.0,,K. Middleton misses 3-pt jump shot from 25 ft,47,53
2,0:08.0,Defensive rebound by Team,,47,53
2,0:08.0,,Loose ball foul by B. Lopez (drawn by M. Morris),47,53
2,0:00.0,M. Morris misses 3-pt jump shot from 26 ft,,47,53
2,0:00.0,Offensive rebound by Team,,47,53
3,11:46.0,,G. Antetokounmpo misses 2-pt layup from 4 ft (block by A. Horford),47,53
3,11:41.0,,Offensive rebound by G. Antetokounmpo,47,53
3,11:40.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,47,55
3,11:32.0,Shooting foul by G. Antetokounmpo (drawn by A. Horford),,47,55
3,11:32.0,A. Horford makes free throw 1 of 2,,48,55
3,11:32.0,A. Horford makes free throw 2 of 2,,49,55
3,11:08.0,,G. Antetokounmpo misses 2-pt jump shot from 15 ft,49,55
3,11:05.0,Defensive rebound by A. Horford,,49,55
3,11:00.0,K. Irving misses 2-pt layup from 2 ft,,49,55
3,10:58.0,,Defensive rebound by B. Lopez,49,55
3,10:55.0,,Shooting foul by M. Smart (drawn by E. Bledsoe),49,55
3,10:55.0,,E. Bledsoe misses free throw 1 of 2,49,55
3,10:55.0,,Offensive rebound by Team,49,55
3,10:55.0,,E. Bledsoe makes free throw 2 of 2,49,56
3,10:40.0,M. Smart misses 3-pt jump shot from 28 ft,,49,56
3,10:37.0,,Defensive rebound by K. Middleton,49,56
3,10:28.0,,K. Middleton misses 2-pt jump shot from 6 ft,49,56
3,10:28.0,Defensive rebound by Team,,49,56
3,10:15.0,K. Irving makes 2-pt jump shot from 14 ft,,51,56
3,9:48.0,,B. Lopez misses 2-pt jump shot from 11 ft,51,56
3,9:45.0,Defensive rebound by A. Horford,,51,56
3,9:33.0,K. Irving misses 2-pt jump shot from 11 ft,,51,56
3,9:30.0,,Defensive rebound by K. Middleton,51,56
3,9:24.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,51,56
3,9:22.0,Defensive rebound by J. Tatum,,51,56
3,9:18.0,M. Smart misses 3-pt jump shot from 24 ft,,51,56
3,9:14.0,Offensive rebound by A. Horford,,51,56
3,9:13.0,M. Morris misses 3-pt jump shot from 28 ft,,51,56
3,9:10.0,,Defensive rebound by M. Brogdon,51,56
3,9:04.0,,B. Lopez misses 3-pt jump shot from 27 ft,51,56
3,8:59.0,Defensive rebound by M. Smart,,51,56
3,8:46.0,M. Smart misses 2-pt layup from 2 ft (block by B. Lopez),,51,56
3,8:46.0,,Defensive rebound by Team,51,56
3,8:20.0,,K. Middleton misses 2-pt jump shot from 23 ft,51,56
3,8:20.0,Defensive rebound by A. Horford,,51,56
3,8:03.0,J. Tatum makes 2-pt jump shot from 5 ft,,53,56
3,8:03.0,,Milwaukee full timeout,53,56
3,7:38.0,,K. Middleton misses 2-pt jump shot from 15 ft,53,56
3,7:34.0,Defensive rebound by A. Horford,,53,56
3,7:22.0,J. Tatum misses 2-pt jump shot from 13 ft,,53,56
3,7:18.0,,Defensive rebound by G. Antetokounmpo,53,56
3,7:15.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,53,56
3,7:15.0,Defensive rebound by J. Tatum,,53,56
3,7:03.0,K. Irving misses 3-pt jump shot from 28 ft,,53,56
3,7:00.0,,Defensive rebound by G. Antetokounmpo,53,56
3,6:52.0,,M. Brogdon misses 3-pt jump shot from 28 ft,53,56
3,6:49.0,Defensive rebound by M. Morris,,53,56
3,6:44.0,A. Horford misses 3-pt jump shot from 26 ft,,53,56
3,6:41.0,,Defensive rebound by K. Middleton,53,56
3,6:22.0,,Turnover by K. Middleton (bad pass; steal by K. Irving),53,56
3,6:17.0,M. Smart makes 2-pt dunk from 2 ft (assist by A. Horford),,55,56
3,5:52.0,,E. Bledsoe misses 2-pt layup from 5 ft (block by J. Tatum),55,56
3,5:50.0,Defensive rebound by A. Horford,,55,56
3,5:43.0,M. Morris misses 3-pt jump shot from 25 ft,,55,56
3,5:37.0,,Defensive rebound by B. Lopez,55,56
3,5:34.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by M. Brogdon),55,58
3,5:13.0,K. Irving misses 2-pt jump shot from 13 ft,,55,58
3,5:10.0,,Defensive rebound by B. Lopez,55,58
3,5:05.0,,Shooting foul by A. Horford (drawn by G. Antetokounmpo),55,58
3,5:05.0,,G. Antetokounmpo misses free throw 1 of 2,55,58
3,5:05.0,,Offensive rebound by Team,55,58
3,5:05.0,J. Brown enters the game for A. Horford,,55,58
3,5:05.0,G. Yabusele enters the game for J. Tatum,,55,58
3,5:05.0,,S. Brown enters the game for E. Bledsoe,55,58
3,5:05.0,,G. Hill enters the game for M. Brogdon,55,58
3,5:05.0,,N. Mirotić enters the game for B. Lopez,55,58
3,5:05.0,,G. Antetokounmpo misses free throw 2 of 2,55,58
3,5:02.0,Defensive rebound by M. Morris,,55,58
3,4:54.0,K. Irving makes 3-pt jump shot from 27 ft,,58,58
3,4:43.0,,Turnover by K. Middleton (lost ball; steal by K. Irving),58,58
3,4:30.0,M. Morris misses 3-pt jump shot from 26 ft,,58,58
3,4:26.0,,Defensive rebound by K. Middleton,58,58
3,4:22.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by K. Middleton),58,60
3,4:22.0,,Shooting foul by M. Morris (drawn by G. Antetokounmpo),58,60
3,4:22.0,,E. İlyasova enters the game for K. Middleton,58,60
3,4:22.0,,G. Antetokounmpo makes free throw 1 of 1,58,61
3,4:08.0,Turnover by J. Brown (lost ball; steal by S. Brown),,58,61
3,4:08.0,,Personal take foul by J. Brown (drawn by S. Brown),58,61
3,3:54.0,,N. Mirotić misses 3-pt jump shot from 25 ft,58,61
3,3:50.0,Defensive rebound by M. Smart,,58,61
3,3:42.0,M. Smart misses 2-pt jump shot from 6 ft,,58,61
3,3:39.0,,Defensive rebound by G. Hill,58,61
3,3:33.0,,N. Mirotić makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),58,64
3,3:33.0,Boston full timeout,,58,64
3,3:33.0,T. Rozier enters the game for M. Smart,,58,64
3,3:33.0,,T. Snell enters the game for G. Antetokounmpo,58,64
3,3:13.0,M. Morris makes 3-pt jump shot from 25 ft (assist by J. Brown),,61,64
3,2:56.0,,N. Mirotić makes 3-pt jump shot from 27 ft (assist by T. Snell),61,67
3,2:46.0,K. Irving makes 3-pt jump shot from 27 ft,,64,67
3,2:34.0,,G. Hill misses 3-pt jump shot from 27 ft,64,67
3,2:31.0,Defensive rebound by J. Brown,,64,67
3,2:28.0,Personal foul by T. Snell (drawn by K. Irving),,64,67
3,2:10.0,G. Yabusele misses 2-pt jump shot from 21 ft,,64,67
3,2:03.0,,Defensive rebound by E. İlyasova,64,67
3,1:59.0,,N. Mirotić misses 3-pt jump shot from 28 ft,64,67
3,1:57.0,,Offensive rebound by E. İlyasova,64,67
3,1:55.0,,E. İlyasova makes 2-pt layup from 2 ft,64,69
3,1:35.0,T. Rozier misses 3-pt jump shot from 27 ft,,64,69
3,1:31.0,,Defensive rebound by N. Mirotić,64,69
3,1:23.0,,T. Snell misses 2-pt layup from 3 ft (block by K. Irving),64,69
3,1:20.0,Defensive rebound by M. Morris,,64,69
3,1:20.0,A. Horford enters the game for M. Morris,,64,69
3,1:20.0,S. Ojeleye enters the game for G. Yabusele,,64,69
3,1:20.0,,M. Brogdon enters the game for S. Brown,64,69
3,1:11.0,Personal foul by M. Brogdon (drawn by T. Rozier),,64,69
3,1:11.0,,B. Lopez enters the game for N. Mirotić,64,69
3,1:11.0,Boston full timeout,,64,69
3,1:05.0,A. Horford misses 3-pt jump shot from 27 ft,,64,69
3,0:57.0,Offensive rebound by K. Irving,,64,69
3,0:57.0,K. Irving makes 2-pt layup from 1 ft,,66,69
3,0:47.0,,Turnover by M. Brogdon (lost ball; steal by J. Brown),66,69
3,0:44.0,J. Brown makes 2-pt dunk from 1 ft,,68,69
3,0:25.0,,T. Snell makes 3-pt jump shot from 25 ft (assist by B. Lopez),68,72
3,0:04.0,K. Irving misses 2-pt layup from 7 ft,,68,72
3,0:01.0,,Defensive rebound by B. Lopez,68,72
3,0:00.0,,T. Snell misses 3-pt jump shot from 52 ft,68,72
3,0:00.0,,Offensive rebound by Team,68,72
4,11:45.0,Personal foul by E. İlyasova (drawn by A. Horford),,68,72
4,11:30.0,J. Brown makes 3-pt jump shot from 28 ft (assist by J. Tatum),,71,72
4,11:15.0,,B. Lopez makes 2-pt jump shot from 8 ft,71,74
4,11:03.0,J. Tatum misses 2-pt jump shot from 15 ft,,71,74
4,11:00.0,,Defensive rebound by B. Lopez,71,74
4,10:51.0,,M. Brogdon makes 2-pt layup from 2 ft,71,76
4,10:37.0,J. Brown misses 2-pt jump shot from 10 ft,,71,76
4,10:34.0,,Defensive rebound by B. Lopez,71,76
4,10:32.0,,M. Brogdon makes 3-pt jump shot from 27 ft,71,79
4,10:29.0,Boston full timeout,,71,79
4,10:29.0,K. Irving enters the game for S. Ojeleye,,71,79
4,10:29.0,,G. Antetokounmpo enters the game for E. İlyasova,71,79
4,10:11.0,A. Horford makes 2-pt hook shot from 7 ft,,73,79
4,9:55.0,,Personal foul by J. Tatum (drawn by B. Lopez),73,79
4,9:45.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,73,79
4,9:42.0,Defensive rebound by J. Tatum,,73,79
4,9:36.0,Turnover by J. Brown (lost ball; steal by G. Antetokounmpo),,73,79
4,9:36.0,,Personal foul by K. Irving (drawn by M. Brogdon),73,79
4,9:19.0,,M. Brogdon misses 3-pt jump shot from 28 ft,73,79
4,9:17.0,Defensive rebound by J. Tatum,,73,79
4,9:11.0,K. Irving misses 3-pt jump shot from 27 ft,,73,79
4,9:09.0,,Defensive rebound by G. Antetokounmpo,73,79
4,9:01.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft,73,81
4,8:47.0,A. Horford makes 2-pt dunk from 1 ft (assist by K. Irving),,75,81
4,8:31.0,,G. Antetokounmpo makes 3-pt jump shot from 25 ft (assist by M. Brogdon),75,84
4,8:16.0,J. Tatum makes 2-pt layup from 2 ft (assist by K. Irving),,77,84
4,7:53.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,77,84
4,7:51.0,,Offensive rebound by T. Snell,77,84
4,7:48.0,,B. Lopez misses 3-pt jump shot from 27 ft,77,84
4,7:46.0,Defensive rebound by J. Tatum,,77,84
4,7:33.0,T. Rozier misses 2-pt jump shot from 6 ft,,77,84
4,7:31.0,,Defensive rebound by G. Antetokounmpo,77,84
4,7:29.0,,Shooting foul by J. Brown (drawn by G. Antetokounmpo),77,84
4,7:29.0,,G. Antetokounmpo misses free throw 1 of 2,77,84
4,7:29.0,,Offensive rebound by Team,77,84
4,7:29.0,M. Smart enters the game for J. Brown,,77,84
4,7:29.0,,G. Hill enters the game for M. Brogdon,77,84
4,7:29.0,,K. Middleton enters the game for B. Lopez,77,84
4,7:29.0,,N. Mirotić enters the game for T. Snell,77,84
4,7:29.0,,G. Antetokounmpo makes free throw 2 of 2,77,85
4,7:17.0,Personal foul by G. Hill (drawn by K. Irving),,77,85
4,7:11.0,A. Horford misses 2-pt jump shot from 16 ft,,77,85
4,7:08.0,Offensive rebound by M. Smart,,77,85
4,6:54.0,A. Horford misses 2-pt jump shot from 8 ft,,77,85
4,6:51.0,,Defensive rebound by E. Bledsoe,77,85
4,6:50.0,,Turnover by E. Bledsoe (lost ball; steal by M. Smart),77,85
4,6:46.0,T. Rozier misses 3-pt jump shot from 27 ft,,77,85
4,6:40.0,,Defensive rebound by G. Antetokounmpo,77,85
4,6:37.0,,N. Mirotić misses 3-pt jump shot from 23 ft,77,85
4,6:34.0,Defensive rebound by J. Tatum,,77,85
4,6:16.0,T. Rozier misses 3-pt jump shot from 27 ft,,77,85
4,6:13.0,,Defensive rebound by G. Antetokounmpo,77,85
4,6:05.0,,K. Middleton misses 3-pt jump shot from 26 ft,77,85
4,6:01.0,Defensive rebound by A. Horford,,77,85
4,5:52.0,K. Irving makes 3-pt jump shot from 27 ft,,80,85
4,5:30.0,,K. Middleton misses 2-pt jump shot from 23 ft,80,85
4,5:27.0,Defensive rebound by T. Rozier,,80,85
4,5:26.0,J. Tatum misses 2-pt dunk from 1 ft (block by G. Antetokounmpo),,80,85
4,5:26.0,,Defensive rebound by E. Bledsoe,80,85
4,5:15.0,,N. Mirotić misses 3-pt jump shot from 25 ft,80,85
4,5:12.0,Defensive rebound by T. Rozier,,80,85
4,5:05.0,J. Tatum makes 3-pt jump shot from 27 ft (assist by M. Smart),,83,85
4,5:03.0,,Milwaukee full timeout,83,85
4,5:03.0,M. Morris enters the game for A. Horford,,83,85
