QUARTER,TIME_REMAINING,TORONTO_ACTION,CHICAGO_ACTION,TORONTO_SCORE,CHICAGO_SCORE
2,3:35.0,K. Lowry makes 3-pt jump shot from 26 ft,,48,32
2,3:20.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by R. Arcidiacono),48,35
2,3:14.0,Personal foul by J. Parker (drawn by P. Siakam),,48,35
2,3:04.0,S. Ibaka misses 2-pt jump shot from 10 ft,,48,35
2,3:02.0,,Defensive rebound by C. Payne,48,35
2,2:56.0,,Turnover by C. Payne (lost ball; steal by D. Green),48,35
2,2:51.0,D. Green makes 2-pt layup from 1 ft (assist by P. Siakam),,50,35
2,2:28.0,,C. Payne misses 2-pt layup from 5 ft (block by S. Ibaka),50,35
2,2:28.0,,Offensive rebound by Team,50,35
2,2:23.0,,J. Holiday makes 3-pt jump shot from 26 ft (assist by R. Arcidiacono),50,38
2,2:09.0,S. Ibaka makes 2-pt jump shot from 16 ft (assist by K. Lowry),,52,38
2,1:47.0,,J. Holiday misses 3-pt jump shot from 24 ft (block by P. Siakam),52,38
2,1:44.0,Defensive rebound by P. Siakam,,52,38
2,1:43.0,Turnover by D. Green (lost ball; steal by J. Parker),,52,38
2,1:33.0,,C. Payne makes 2-pt layup from 2 ft (assist by J. Parker),52,40
2,1:30.0,Offensive foul by P. Siakam (drawn by J. Holiday),,52,40
2,1:30.0,Turnover by P. Siakam (offensive foul),,52,40
2,1:14.0,,W. Carter makes 2-pt layup from 1 ft (assist by J. Holiday),52,42
2,1:07.0,Personal foul by C. Payne (drawn by F. VanVleet),,52,42
2,1:07.0,,A. Blakeney enters the game for C. Payne,52,42
2,0:55.0,D. Green makes 3-pt jump shot from 23 ft (assist by S. Ibaka),,55,42
2,0:39.0,,J. Holiday misses 3-pt jump shot from 25 ft,55,42
2,0:35.0,Defensive rebound by K. Lowry,,55,42
2,0:27.0,Shooting foul by J. Parker (drawn by P. Siakam),,55,42
2,0:27.0,P. Siakam makes free throw 1 of 2,,56,42
2,0:27.0,L. Brown enters the game for D. Green,,56,42
2,0:27.0,D. Wright enters the game for K. Lowry,,56,42
2,0:27.0,P. Siakam makes free throw 2 of 2,,57,42
2,0:27.0,,Personal foul by S. Ibaka (drawn by J. Parker),57,42
2,0:27.0,Personal foul by J. Parker (drawn by S. Ibaka),,57,42
2,0:27.0,,C. Hutchison enters the game for J. Parker,57,42
2,0:06.0,,A. Blakeney misses 2-pt jump shot from 19 ft,57,42
2,0:02.0,,Offensive rebound by W. Carter,57,42
2,0:02.0,,W. Carter misses 2-pt layup at rim,57,42
2,0:02.0,,Offensive rebound by W. Carter,57,42
2,0:02.0,,W. Carter makes 2-pt layup at rim,57,44
2,0:00.0,L. Brown misses 3-pt jump shot from 56 ft,,57,44
2,0:00.0,Offensive rebound by Team,,57,44
3,11:45.0,,Turnover by W. Carter (bad pass),57,44
3,11:32.0,K. Lowry makes 3-pt jump shot from 27 ft (assist by D. Green),,60,44
3,11:06.0,,W. Carter misses 2-pt jump shot from 12 ft,60,44
3,11:02.0,Defensive rebound by K. Lowry,,60,44
3,10:54.0,S. Ibaka makes 2-pt layup from 2 ft (assist by P. Siakam),,62,44
3,10:39.0,,Turnover by J. Parker (traveling),62,44
3,10:23.0,S. Ibaka makes 2-pt dunk from 1 ft (assist by K. Lowry),,64,44
3,10:04.0,,J. Parker misses 2-pt layup from 1 ft (block by S. Ibaka),64,44
3,10:04.0,Defensive rebound by P. Siakam,,64,44
3,9:47.0,Shooting foul by C. Payne (drawn by S. Ibaka),,64,44
3,9:47.0,S. Ibaka makes free throw 1 of 2,,65,44
3,9:47.0,,A. Blakeney enters the game for C. Payne,65,44
3,9:47.0,S. Ibaka makes free throw 2 of 2,,66,44
3,9:26.0,,J. Parker makes 3-pt jump shot from 23 ft (assist by W. Carter),66,47
3,8:58.0,F. VanVleet makes 3-pt jump shot from 27 ft (assist by K. Lowry),,69,47
3,8:41.0,,J. Parker misses 2-pt jump shot from 8 ft (block by F. VanVleet),69,47
3,8:35.0,,Offensive rebound by J. Parker,69,47
3,8:35.0,,J. Parker makes 2-pt layup from 1 ft,69,49
3,8:19.0,S. Ibaka makes 2-pt hook shot from 4 ft (assist by D. Green),,71,49
3,8:10.0,,Personal foul by S. Ibaka (drawn by R. Arcidiacono),71,49
3,8:07.0,,J. Holiday misses 3-pt jump shot from 25 ft,71,49
3,8:04.0,Defensive rebound by S. Ibaka,,71,49
3,8:00.0,K. Lowry misses 3-pt jump shot from 27 ft,,71,49
3,7:56.0,,Defensive rebound by W. Carter,71,49
3,7:48.0,,R. Arcidiacono misses 2-pt layup from 2 ft,71,49
3,7:46.0,Defensive rebound by P. Siakam,,71,49
3,7:41.0,P. Siakam misses 2-pt layup from 9 ft,,71,49
3,7:38.0,,Defensive rebound by A. Blakeney,71,49
3,7:28.0,,R. Arcidiacono misses 3-pt jump shot from 24 ft,71,49
3,7:24.0,Defensive rebound by P. Siakam,,71,49
3,7:19.0,,Violation by Team (kicked ball),71,49
3,7:07.0,P. Siakam misses 2-pt layup from 4 ft (block by W. Carter),,71,49
3,7:07.0,,Defensive rebound by Team,71,49
3,6:51.0,,Chicago full timeout,71,49
3,6:48.0,,W. Carter misses 3-pt jump shot from 28 ft,71,49
3,6:44.0,Defensive rebound by S. Ibaka,,71,49
3,6:28.0,K. Lowry misses 2-pt jump shot from 17 ft,,71,49
3,6:23.0,,Defensive rebound by J. Parker,71,49
3,6:15.0,,R. Arcidiacono misses 3-pt jump shot from 26 ft,71,49
3,6:11.0,Defensive rebound by S. Ibaka,,71,49
3,6:04.0,P. Siakam misses 3-pt jump shot from 26 ft,,71,49
3,6:00.0,Offensive rebound by P. Siakam,,71,49
3,5:58.0,F. VanVleet makes 3-pt jump shot from 23 ft (assist by P. Siakam),,74,49
3,5:41.0,,Def 3 sec tech foul by Team,74,49
3,5:41.0,,J. Holiday makes technical free throw,74,50
3,5:36.0,,W. Carter misses 2-pt jump shot from 18 ft,74,50
3,5:34.0,Defensive rebound by P. Siakam,,74,50
3,5:29.0,S. Ibaka misses 2-pt jump shot from 15 ft,,74,50
3,5:24.0,,Defensive rebound by J. Holiday,74,50
3,5:12.0,,A. Blakeney misses 2-pt layup from 2 ft (block by S. Ibaka),74,50
3,5:09.0,Defensive rebound by K. Lowry,,74,50
3,5:07.0,P. Siakam misses 2-pt layup from 2 ft (block by J. Holiday),,74,50
3,5:04.0,,Defensive rebound by R. Arcidiacono,74,50
3,4:53.0,,Turnover by A. Blakeney (bad pass; steal by S. Ibaka),74,50
3,4:49.0,F. VanVleet makes 2-pt layup from 1 ft (assist by P. Siakam),,76,50
3,4:30.0,,R. Arcidiacono makes 3-pt jump shot from 23 ft (assist by J. Parker),76,53
3,4:12.0,S. Ibaka makes 2-pt hook shot from 9 ft (assist by K. Lowry),,78,53
3,4:07.0,,J. Parker makes 2-pt jump shot from 22 ft,78,55
3,3:45.0,D. Green makes 3-pt jump shot from 23 ft (assist by F. VanVleet),,81,55
3,3:35.0,,J. Parker misses 2-pt layup from 2 ft,81,55
3,3:35.0,Defensive rebound by K. Lowry,,81,55
3,3:22.0,Personal foul by W. Carter (drawn by S. Ibaka),,81,55
3,3:22.0,Toronto full timeout,,81,55
3,3:22.0,,S. Harrison enters the game for R. Arcidiacono,81,55
3,3:22.0,,C. Hutchison enters the game for W. Carter,81,55
3,3:22.0,,R. Lopez enters the game for J. Parker,81,55
3,3:12.0,K. Lowry misses 3-pt jump shot from 30 ft,,81,55
3,3:09.0,,Defensive rebound by S. Harrison,81,55
3,2:50.0,,Turnover by A. Blakeney (bad pass; steal by K. Lowry),81,55
3,2:46.0,K. Lowry makes 2-pt layup from 1 ft,,83,55
3,2:31.0,,Turnover by C. Hutchison (bad pass; steal by S. Ibaka),83,55
3,2:29.0,,Clear path foul by S. Ibaka,83,55
3,2:29.0,S. Ibaka makes clear path free throw 1 of 2,,84,55
3,2:29.0,S. Ibaka makes clear path free throw 2 of 2,,85,55
3,2:29.0,J. Valančiūnas enters the game for D. Green,,85,55
3,2:29.0,D. Wright enters the game for S. Ibaka,,85,55
3,2:07.0,Turnover by D. Wright (bad pass; steal by C. Hutchison),,85,55
3,2:01.0,,A. Blakeney misses 2-pt jump shot from 13 ft,85,55
3,1:57.0,Defensive rebound by D. Wright,,85,55
3,1:54.0,K. Lowry misses 3-pt jump shot from 26 ft,,85,55
3,1:50.0,,Defensive rebound by A. Blakeney,85,55
3,1:37.0,,A. Blakeney misses 3-pt jump shot from 24 ft,85,55
3,1:34.0,Defensive rebound by J. Valančiūnas,,85,55
3,1:30.0,Toronto full timeout,,85,55
3,1:30.0,L. Brown enters the game for K. Lowry,,85,55
3,1:21.0,Personal foul by R. Lopez (drawn by J. Valančiūnas),,85,55
3,1:10.0,Personal foul by S. Harrison (drawn by P. Siakam),,85,55
3,1:10.0,P. Siakam makes free throw 1 of 2,,86,55
3,1:10.0,P. Siakam makes free throw 2 of 2,,87,55
3,1:01.0,,Personal foul by P. Siakam (drawn by J. Holiday),87,55
3,1:01.0,M. Richardson enters the game for P. Siakam,,87,55
3,0:47.0,,A. Blakeney misses 2-pt jump shot from 16 ft,87,55
3,0:44.0,Defensive rebound by J. Valančiūnas,,87,55
3,0:35.0,L. Brown makes 2-pt layup from 11 ft,,89,55
3,0:29.0,,S. Harrison misses 2-pt jump shot from 7 ft,89,55
3,0:29.0,,Offensive rebound by Team,89,55
3,0:29.0,Loose ball foul by L. Brown (drawn by R. Lopez),,89,55
3,0:29.0,,R. Lopez misses free throw 1 of 2,89,55
3,0:29.0,,Offensive rebound by Team,89,55
3,0:29.0,,R. Lopez misses free throw 2 of 2,89,55
3,0:27.0,Defensive rebound by J. Valančiūnas,,89,55
3,0:18.0,Offensive foul by L. Brown (drawn by R. Lopez),,89,55
3,0:18.0,Turnover by L. Brown (offensive foul),,89,55
3,0:00.0,,Shooting foul by F. VanVleet (drawn by A. Blakeney),89,55
3,0:00.0,,A. Blakeney misses free throw 1 of 2,89,55
3,0:00.0,,Offensive rebound by Team,89,55
3,0:00.0,,A. Blakeney makes free throw 2 of 2,89,56
3,0:00.0,J. Valančiūnas misses 3-pt jump shot from 26 ft,,89,56
3,0:00.0,Offensive rebound by Team,,89,56
4,11:46.0,Turnover by M. Richardson (bad pass),,89,56
4,11:37.0,,Turnover by R. Lopez (lost ball; steal by M. Richardson),89,56
4,11:28.0,M. Richardson makes 3-pt jump shot from 23 ft (assist by J. Valančiūnas),,92,56
4,11:13.0,,Turnover by C. Hutchison (bad pass; steal by L. Brown),92,56
4,11:12.0,L. Brown makes 2-pt dunk from 1 ft,,94,56
4,11:12.0,,Chicago full timeout,94,56
4,11:12.0,G. Monroe enters the game for J. Valančiūnas,,94,56
4,11:12.0,,C. Felício enters the game for R. Lopez,94,56
4,11:02.0,,A. Blakeney misses 2-pt jump shot from 7 ft,94,56
4,11:00.0,,Offensive rebound by C. Felício,94,56
4,10:55.0,,A. Blakeney misses 3-pt jump shot from 23 ft,94,56
4,10:52.0,Defensive rebound by J. Loyd,,94,56
4,10:49.0,Offensive foul by G. Monroe (drawn by C. Hutchison),,94,56
4,10:49.0,Turnover by G. Monroe (offensive foul),,94,56
4,10:37.0,,A. Blakeney makes 2-pt layup from 1 ft,94,58
4,10:13.0,D. Wright misses 3-pt jump shot from 26 ft,,94,58
4,10:11.0,,Defensive rebound by S. Harrison,94,58
4,10:11.0,,Personal foul by M. Richardson (drawn by S. Harrison),94,58
4,10:06.0,,Offensive foul by C. Hutchison (drawn by D. Wright),94,58
4,10:06.0,,Turnover by C. Hutchison (offensive foul),94,58
4,9:52.0,Turnover by G. Monroe (lost ball; steal by S. Harrison),,94,58
4,9:48.0,,C. Hutchison misses 2-pt layup from 1 ft (block by D. Wright),94,58
4,9:45.0,Defensive rebound by G. Monroe,,94,58
4,9:38.0,M. Richardson makes 3-pt jump shot from 23 ft (assist by D. Wright),,97,58
4,9:23.0,,A. Blakeney makes 2-pt jump shot from 7 ft,97,60
4,9:11.0,Turnover by M. Richardson (step out of bounds),,97,60
4,8:57.0,,A. Blakeney misses 2-pt jump shot from 14 ft,97,60
4,8:55.0,Defensive rebound by M. Richardson,,97,60
4,8:44.0,L. Brown misses 2-pt jump shot from 8 ft,,97,60
4,8:41.0,,Defensive rebound by C. Hutchison,97,60
4,8:39.0,,C. Felício makes 2-pt layup from 1 ft (assist by S. Harrison),97,62
4,8:39.0,,Shooting foul by D. Wright (drawn by C. Felício),97,62
4,8:39.0,,C. Felício makes free throw 1 of 1,97,63
4,8:14.0,G. Monroe misses 2-pt jump shot from 12 ft,,97,63
4,8:14.0,,Defensive rebound by C. Hutchison,97,63
4,8:06.0,,Turnover by C. Hutchison (bad pass; steal by D. Wright),97,63
4,8:04.0,Shooting foul by R. Arcidiacono (drawn by J. Loyd),,97,63
4,8:04.0,J. Loyd makes free throw 1 of 2,,98,63
4,8:04.0,,C. Payne enters the game for R. Arcidiacono,98,63
4,8:04.0,J. Loyd makes free throw 2 of 2,,99,63
4,7:50.0,,C. Hutchison makes 2-pt layup from 3 ft,99,65
4,7:24.0,L. Brown makes 2-pt layup from 2 ft (assist by D. Wright),,101,65
4,7:04.0,,C. Payne misses 2-pt jump shot from 12 ft,101,65
4,7:02.0,Defensive rebound by J. Loyd,,101,65
4,6:55.0,D. Wright makes 2-pt layup from 2 ft (assist by L. Brown),,103,65
4,6:49.0,,Turnover by S. Harrison (bad pass),103,65
4,6:38.0,D. Wright makes 2-pt layup from 2 ft,,105,65
4,6:38.0,,Chicago full timeout,105,65
4,6:38.0,C. Boucher enters the game for D. Wright,,105,65
4,6:28.0,,Shooting foul by J. Loyd (drawn by S. Harrison),105,65
4,6:28.0,,S. Harrison misses free throw 1 of 2,105,65
4,6:28.0,,Offensive rebound by Team,105,65
4,6:28.0,,S. Harrison makes free throw 2 of 2,105,66
4,6:09.0,Turnover by L. Brown (bad pass; steal by S. Harrison),,105,66
4,6:02.0,,A. Blakeney makes 2-pt dunk from 1 ft (assist by S. Harrison),105,68
4,5:41.0,Turnover by M. Richardson (lost ball; steal by C. Hutchison),,105,68
4,5:39.0,,Shooting foul by L. Brown (drawn by C. Hutchison),105,68
4,5:39.0,,C. Hutchison makes free throw 1 of 2,105,69
4,5:39.0,,C. Hutchison makes free throw 2 of 2,105,70
4,5:38.0,Personal foul by S. Harrison (drawn by J. Loyd),,105,70
4,5:28.0,J. Loyd makes 3-pt jump shot from 26 ft (assist by G. Monroe),,108,70
4,5:18.0,,C. Hutchison misses 3-pt jump shot from 25 ft,108,70
4,5:12.0,Defensive rebound by J. Loyd,,108,70
4,5:07.0,C. Boucher misses 3-pt jump shot from 22 ft,,108,70
4,5:06.0,,Defensive rebound by Team,108,70
4,5:00.0,,C. Hutchison makes 2-pt layup from 2 ft (assist by S. Harrison),108,72
4,5:00.0,,Shooting foul by C. Boucher (drawn by C. Hutchison),108,72
4,5:00.0,,C. Hutchison makes free throw 1 of 1,108,73
4,4:53.0,Personal foul by S. Harrison (drawn by J. Loyd),,108,73
4,4:35.0,M. Richardson misses 3-pt jump shot from 26 ft,,108,73
4,4:33.0,,Defensive rebound by C. Felício,108,73
