QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,DETROIT_ACTION,MILWAUKEE_SCORE,DETROIT_SCORE
2,6:13.0,,A. Drummond enters the game for L. Kennard,42,35
2,6:13.0,,L. Galloway enters the game for Z. Pachulia,42,35
2,6:13.0,,B. Griffin enters the game for K. Thomas,42,35
2,6:00.0,,Turnover by B. Brown (bad pass; steal by G. Antetokounmpo),42,35
2,5:55.0,E. Bledsoe misses 2-pt layup from 2 ft,,42,35
2,5:50.0,Offensive rebound by D. Wilson,,42,35
2,5:50.0,D. Wilson makes 2-pt layup from 1 ft,,44,35
2,5:38.0,,B. Brown makes 2-pt layup from 5 ft (assist by A. Drummond),44,37
2,5:26.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by K. Middleton),,46,37
2,5:26.0,Shooting foul by B. Griffin (drawn by G. Antetokounmpo),,46,37
2,5:26.0,B. Lopez enters the game for D. Wilson,,46,37
2,5:26.0,,G. Robinson enters the game for S. Johnson,46,37
2,5:26.0,G. Antetokounmpo makes free throw 1 of 1,,47,37
2,5:16.0,,Def 3 sec tech foul by Team,47,37
2,5:16.0,D. Wilson enters the game for G. Antetokounmpo,,47,37
2,5:16.0,,L. Galloway misses technical free throw,47,37
2,5:16.0,,Offensive rebound by Team,47,37
2,5:03.0,,B. Griffin makes 2-pt layup at rim,47,39
2,4:53.0,K. Middleton misses 3-pt jump shot from 24 ft,,47,39
2,4:51.0,Offensive rebound by T. Snell,,47,39
2,4:51.0,T. Snell misses 2-pt layup from 1 ft,,47,39
2,4:51.0,,Defensive rebound by Team,47,39
2,4:51.0,G. Hill enters the game for T. Snell,,47,39
2,4:44.0,,B. Griffin misses 3-pt jump shot from 25 ft,47,39
2,4:40.0,,Offensive rebound by B. Brown,47,39
2,4:39.0,,L. Galloway misses 3-pt jump shot from 25 ft,47,39
2,4:36.0,Defensive rebound by E. Bledsoe,,47,39
2,4:30.0,K. Middleton makes 2-pt layup from 2 ft (assist by E. Bledsoe),,49,39
2,4:12.0,,G. Robinson misses 2-pt layup from 6 ft (block by B. Lopez),49,39
2,4:10.0,Defensive rebound by E. Bledsoe,,49,39
2,3:54.0,D. Wilson makes 2-pt hook shot from 6 ft (assist by E. Bledsoe),,51,39
2,3:32.0,,B. Griffin misses 3-pt jump shot from 25 ft,51,39
2,3:29.0,Defensive rebound by K. Middleton,,51,39
2,3:18.0,B. Lopez makes 2-pt hook shot from 8 ft (assist by K. Middleton),,53,39
2,3:15.0,,Detroit full timeout,53,39
2,3:15.0,G. Antetokounmpo enters the game for E. Bledsoe,,53,39
2,3:15.0,P. Connaughton enters the game for D. Wilson,,53,39
2,3:15.0,,R. Jackson enters the game for B. Brown,53,39
2,3:15.0,,S. Johnson enters the game for G. Robinson,53,39
2,2:59.0,,Turnover by B. Griffin (lost ball; steal by G. Hill),53,39
2,2:48.0,P. Connaughton makes 3-pt jump shot from 28 ft (assist by G. Hill),,56,39
2,2:26.0,,R. Jackson makes 2-pt jump shot from 13 ft,56,41
2,2:03.0,G. Hill misses 3-pt jump shot from 24 ft,,56,41
2,2:00.0,,Defensive rebound by S. Johnson,56,41
2,1:46.0,,R. Jackson makes 2-pt jump shot from 15 ft,56,43
2,1:35.0,Shooting foul by R. Jackson (drawn by K. Middleton),,56,43
2,1:35.0,K. Middleton makes free throw 1 of 2,,57,43
2,1:35.0,K. Middleton makes free throw 2 of 2,,58,43
2,1:19.0,,L. Galloway makes 2-pt jump shot from 22 ft (assist by B. Griffin),58,45
2,0:59.0,P. Connaughton makes 2-pt layup from 2 ft,,60,45
2,0:50.0,,L. Galloway misses 3-pt jump shot from 27 ft,60,45
2,0:47.0,,Offensive rebound by A. Drummond,60,45
2,0:47.0,,Personal foul by B. Lopez (drawn by A. Drummond),60,45
2,0:47.0,E. İlyasova enters the game for G. Antetokounmpo,,60,45
2,0:39.0,,B. Griffin makes 2-pt layup from 1 ft (assist by R. Jackson),60,47
2,0:32.0,P. Connaughton makes 2-pt layup from 1 ft (assist by G. Hill),,62,47
2,0:32.0,T. Snell enters the game for P. Connaughton,,62,47
2,0:09.0,,B. Griffin misses 3-pt jump shot from 25 ft,62,47
2,0:05.0,,Offensive rebound by A. Drummond,62,47
2,0:04.0,,A. Drummond makes 2-pt layup from 1 ft,62,49
2,0:00.0,K. Middleton misses 3-pt jump shot from 32 ft,,62,49
2,0:00.0,Offensive rebound by Team,,62,49
3,11:34.0,,A. Drummond misses 2-pt dunk from 4 ft (block by G. Antetokounmpo),62,49
3,11:31.0,Defensive rebound by K. Middleton,,62,49
3,11:27.0,Turnover by K. Middleton (bad pass; steal by R. Jackson),,62,49
3,11:20.0,,R. Jackson makes 3-pt jump shot from 25 ft (assist by L. Galloway),62,52
3,10:59.0,G. Antetokounmpo misses 2-pt layup from 3 ft,,62,52
3,10:57.0,,Defensive rebound by B. Griffin,62,52
3,10:53.0,,B. Griffin makes 2-pt layup from 2 ft,62,54
3,10:26.0,T. Snell makes 2-pt hook shot from 8 ft,,64,54
3,10:20.0,,Shooting foul by B. Lopez (drawn by A. Drummond),64,54
3,10:20.0,,A. Drummond misses free throw 1 of 2,64,54
3,10:20.0,,Offensive rebound by Team,64,54
3,10:20.0,,A. Drummond makes free throw 2 of 2,64,55
3,10:10.0,Personal foul by L. Galloway (drawn by E. Bledsoe),,64,55
3,10:01.0,K. Middleton misses 2-pt jump shot from 8 ft,,64,55
3,9:59.0,,Defensive rebound by L. Galloway,64,55
3,9:53.0,,Turnover by G. Robinson (bad pass; steal by T. Snell),64,55
3,9:49.0,E. Bledsoe makes 2-pt layup from 2 ft (assist by T. Snell),,66,55
3,9:33.0,,Turnover by B. Griffin (lost ball; steal by G. Antetokounmpo),66,55
3,9:28.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by E. Bledsoe),,68,55
3,9:28.0,,Detroit full timeout,68,55
3,9:28.0,,S. Johnson enters the game for G. Robinson,68,55
3,9:04.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by S. Johnson),68,57
3,8:49.0,B. Lopez makes 2-pt dunk from 1 ft (assist by T. Snell),,70,57
3,8:46.0,Technical foul by B. Lopez,,70,57
3,8:46.0,,R. Jackson makes technical free throw,70,58
3,8:38.0,,A. Drummond misses 2-pt jump shot from 8 ft,70,58
3,8:36.0,Defensive rebound by B. Lopez,,70,58
3,8:26.0,Turnover by K. Middleton (bad pass; steal by S. Johnson),,70,58
3,8:07.0,,S. Johnson makes 3-pt jump shot from 24 ft (assist by B. Griffin),70,61
3,7:53.0,Personal foul by B. Griffin (drawn by G. Antetokounmpo),,70,61
3,7:44.0,G. Antetokounmpo makes 2-pt hook shot from 8 ft,,72,61
3,7:26.0,,A. Drummond misses 2-pt layup from 4 ft (block by B. Lopez),72,61
3,7:23.0,Defensive rebound by B. Lopez,,72,61
3,7:08.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,72,61
3,7:05.0,,Defensive rebound by A. Drummond,72,61
3,7:02.0,,Personal foul by G. Antetokounmpo (drawn by B. Griffin),72,61
3,7:02.0,E. İlyasova enters the game for T. Snell,,72,61
3,6:55.0,,A. Drummond misses 2-pt dunk from 4 ft (block by B. Lopez),72,61
3,6:52.0,Defensive rebound by E. İlyasova,,72,61
3,6:50.0,Shooting foul by B. Griffin (drawn by G. Antetokounmpo),,72,61
3,6:50.0,G. Antetokounmpo makes free throw 1 of 2,,73,61
3,6:50.0,G. Antetokounmpo makes free throw 2 of 2,,74,61
3,6:34.0,,R. Jackson makes 3-pt jump shot from 26 ft (assist by B. Griffin),74,64
3,6:17.0,E. İlyasova misses 2-pt layup from 4 ft,,74,64
3,6:16.0,,Defensive rebound by S. Johnson,74,64
3,6:01.0,,Shooting foul by B. Lopez (drawn by B. Griffin),74,64
3,6:01.0,,B. Griffin makes free throw 1 of 2,74,65
3,6:01.0,G. Hill enters the game for E. Bledsoe,,74,65
3,6:01.0,,L. Kennard enters the game for L. Galloway,74,65
3,6:01.0,,B. Griffin makes free throw 2 of 2,74,66
3,5:49.0,Turnover by G. Antetokounmpo (bad pass),,74,66
3,5:42.0,,L. Kennard misses 2-pt jump shot from 19 ft,74,66
3,5:38.0,Defensive rebound by B. Lopez,,74,66
3,5:27.0,G. Hill misses 3-pt jump shot from 26 ft,,74,66
3,5:24.0,,Defensive rebound by R. Jackson,74,66
3,5:05.0,,S. Johnson misses 3-pt jump shot from 25 ft,74,66
3,5:02.0,Defensive rebound by G. Antetokounmpo,,74,66
3,4:53.0,E. İlyasova misses 3-pt jump shot from 25 ft,,74,66
3,4:50.0,,Defensive rebound by B. Griffin,74,66
3,4:42.0,,Turnover by B. Griffin (bad pass),74,66
3,4:42.0,P. Connaughton enters the game for G. Antetokounmpo,,74,66
3,4:31.0,K. Middleton misses 2-pt jump shot from 17 ft,,74,66
3,4:29.0,Offensive rebound by P. Connaughton,,74,66
3,4:16.0,G. Hill makes 3-pt jump shot from 23 ft (assist by P. Connaughton),,77,66
3,3:56.0,,R. Jackson makes 2-pt jump shot from 15 ft,77,68
3,3:40.0,K. Middleton misses 2-pt jump shot from 9 ft,,77,68
3,3:40.0,Offensive rebound by E. İlyasova,,77,68
3,3:39.0,E. İlyasova misses 2-pt layup from 1 ft,,77,68
3,3:36.0,,Defensive rebound by S. Johnson,77,68
3,3:28.0,,R. Jackson makes 2-pt jump shot from 6 ft,77,70
3,3:28.0,,Shooting foul by E. İlyasova (drawn by R. Jackson),77,70
3,3:28.0,,R. Jackson makes free throw 1 of 1,77,71
3,3:25.0,Milwaukee full timeout,,77,71
3,3:25.0,,B. Brown enters the game for B. Griffin,77,71
3,3:25.0,,J. Calderón enters the game for R. Jackson,77,71
3,3:16.0,K. Middleton misses 2-pt jump shot from 17 ft,,77,71
3,3:14.0,,Defensive rebound by A. Drummond,77,71
3,2:50.0,,L. Kennard makes 2-pt jump shot from 10 ft (assist by S. Johnson),77,73
3,2:35.0,G. Hill makes 2-pt layup from 3 ft (assist by K. Middleton),,79,73
3,2:18.0,,S. Johnson misses 2-pt jump shot from 12 ft,79,73
3,2:16.0,Defensive rebound by B. Lopez,,79,73
3,2:16.0,G. Antetokounmpo enters the game for E. İlyasova,,79,73
3,2:16.0,D. Wilson enters the game for B. Lopez,,79,73
3,2:07.0,Turnover by K. Middleton (lost ball; steal by S. Johnson),,79,73
3,1:55.0,,A. Drummond makes 2-pt layup from 2 ft (assist by L. Kennard),79,75
3,1:38.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,81,75
3,1:18.0,,A. Drummond misses 2-pt hook shot from 4 ft,81,75
3,1:16.0,Defensive rebound by G. Antetokounmpo,,81,75
3,1:14.0,K. Middleton makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),,84,75
3,0:54.0,,L. Kennard misses 2-pt jump shot from 14 ft,84,75
3,0:51.0,Defensive rebound by G. Hill,,84,75
3,0:32.0,G. Antetokounmpo makes 2-pt jump shot from 12 ft,,86,75
3,0:18.0,,B. Brown makes 2-pt layup from 2 ft (assist by A. Drummond),86,77
3,0:03.0,P. Connaughton makes 3-pt jump shot from 22 ft (assist by G. Antetokounmpo),,89,77
3,0:00.0,,B. Brown misses 3-pt jump shot from 51 ft,89,77
3,0:00.0,,Offensive rebound by Team,89,77
4,11:49.0,P. Connaughton makes 2-pt layup from 3 ft (assist by E. Bledsoe),,91,77
4,11:26.0,,R. Jackson makes 2-pt jump shot from 18 ft (assist by Z. Pachulia),91,79
4,11:01.0,T. Snell misses 3-pt jump shot from 27 ft,,91,79
4,10:56.0,,Defensive rebound by B. Griffin,91,79
4,10:43.0,,L. Kennard misses 3-pt jump shot from 27 ft,91,79
4,10:37.0,Defensive rebound by P. Connaughton,,91,79
4,10:27.0,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by P. Connaughton),,94,79
4,10:01.0,,Z. Pachulia misses 2-pt layup from 3 ft,94,79
4,9:59.0,Defensive rebound by P. Connaughton,,94,79
4,9:54.0,T. Snell makes 2-pt jump shot from 20 ft,,96,79
4,9:49.0,,Detroit full timeout,96,79
4,9:49.0,,K. Thomas enters the game for B. Brown,96,79
4,9:39.0,,L. Kennard makes 2-pt jump shot from 16 ft (assist by B. Griffin),96,81
4,9:27.0,T. Snell makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,99,81
4,9:11.0,,L. Kennard makes 2-pt jump shot from 15 ft (assist by Z. Pachulia),99,83
4,8:57.0,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,102,83
4,8:43.0,,B. Griffin misses 3-pt jump shot from 27 ft,102,83
4,8:38.0,Defensive rebound by T. Snell,,102,83
4,8:29.0,G. Antetokounmpo misses 2-pt jump shot from 9 ft,,102,83
4,8:27.0,,Defensive rebound by Z. Pachulia,102,83
4,8:23.0,,Personal foul by E. Bledsoe (drawn by R. Jackson),102,83
4,8:23.0,G. Hill enters the game for P. Connaughton,,102,83
4,8:10.0,,Z. Pachulia makes 2-pt dunk at rim (assist by B. Griffin),102,85
4,7:46.0,G. Antetokounmpo misses 2-pt jump shot from 17 ft,,102,85
4,7:43.0,,Defensive rebound by L. Kennard,102,85
4,7:34.0,,Turnover by K. Thomas (lost ball; steal by G. Antetokounmpo),102,85
4,7:24.0,E. Bledsoe misses 3-pt jump shot from 22 ft,,102,85
4,7:22.0,Offensive rebound by E. Bledsoe,,102,85
4,7:21.0,E. Bledsoe makes 2-pt layup from 1 ft,,104,85
4,7:07.0,,B. Griffin misses 2-pt layup from 2 ft (block by D. Wilson),104,85
4,7:07.0,Defensive rebound by Team,,104,85
4,7:07.0,Technical foul by D. Casey,,104,85
4,7:07.0,T. Snell makes technical free throw,,105,85
4,7:07.0,B. Lopez enters the game for G. Antetokounmpo,,105,85
4,6:53.0,E. Bledsoe misses 2-pt layup from 2 ft,,105,85
4,6:50.0,,Defensive rebound by B. Griffin,105,85
4,6:46.0,,L. Kennard misses 3-pt jump shot from 23 ft,105,85
4,6:45.0,,Offensive rebound by Team,105,85
4,6:45.0,Loose ball foul by B. Lopez (drawn by Z. Pachulia),,105,85
4,6:36.0,,Z. Pachulia makes 2-pt layup from 1 ft,105,87
4,6:26.0,E. Bledsoe misses 2-pt layup from 2 ft (block by K. Thomas),,105,87
4,6:25.0,Offensive rebound by Team,,105,87
4,6:22.0,Personal foul by B. Griffin (drawn by B. Lopez),,105,87
4,6:17.0,E. Bledsoe makes 2-pt layup from 1 ft,,107,87
4,6:17.0,Shooting foul by K. Thomas (drawn by E. Bledsoe),,107,87
4,6:17.0,E. Bledsoe makes free throw 1 of 1,,108,87
4,6:04.0,,B. Griffin makes 3-pt jump shot from 26 ft (assist by R. Jackson),108,90
4,5:46.0,B. Lopez misses 3-pt jump shot from 27 ft,,108,90
4,5:46.0,,Defensive rebound by B. Griffin,108,90
4,5:46.0,P. Connaughton enters the game for E. Bledsoe,,108,90
4,5:33.0,,Personal foul by D. Wilson (drawn by B. Griffin),108,90
4,5:28.0,,K. Thomas misses 3-pt jump shot from 23 ft,108,90
4,5:25.0,,Offensive rebound by R. Jackson,108,90
4,5:24.0,,R. Jackson makes 3-pt jump shot from 26 ft,108,93
4,5:21.0,Milwaukee full timeout,,108,93
4,5:21.0,G. Antetokounmpo enters the game for T. Snell,,108,93
4,5:21.0,K. Middleton enters the game for D. Wilson,,108,93
4,5:21.0,,A. Drummond enters the game for Z. Pachulia,108,93
4,5:21.0,,S. Johnson enters the game for K. Thomas,108,93
4,5:06.0,G. Hill makes 2-pt jump shot from 12 ft (assist by G. Antetokounmpo),,110,93
4,4:50.0,,R. Jackson makes 2-pt jump shot from 11 ft,110,95
4,4:35.0,B. Lopez misses 3-pt jump shot from 28 ft,,110,95
4,4:33.0,,Defensive rebound by S. Johnson,110,95
4,4:27.0,,L. Kennard makes 3-pt jump shot from 23 ft (assist by S. Johnson),110,98
4,4:05.0,G. Antetokounmpo makes 2-pt jump shot from 17 ft,,112,98
4,3:48.0,,Turnover by B. Griffin (bad pass; steal by G. Hill),112,98
4,3:45.0,Personal foul by B. Griffin (drawn by G. Antetokounmpo),,112,98
4,3:35.0,Turnover by G. Antetokounmpo (bad pass; steal by L. Kennard),,112,98
4,3:28.0,,R. Jackson misses 3-pt jump shot from 29 ft,112,98
4,3:25.0,Defensive rebound by K. Middleton,,112,98
4,3:24.0,Personal foul by R. Jackson (drawn by G. Antetokounmpo),,112,98
4,3:24.0,Milwaukee full timeout,,112,98
4,3:24.0,,Violation by Team (delay of game),112,98
4,3:18.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,112,98
4,3:14.0,,Defensive rebound by R. Jackson,112,98
4,3:07.0,,L. Kennard makes 2-pt layup from 1 ft (assist by A. Drummond),112,100
4,2:44.0,G. Hill misses 3-pt jump shot from 25 ft,,112,100
4,2:42.0,,Defensive rebound by A. Drummond,112,100
4,2:29.0,,Personal foul by G. Antetokounmpo (drawn by B. Griffin),112,100
4,2:29.0,E. Bledsoe enters the game for P. Connaughton,,112,100
4,2:28.0,,Turnover by S. Johnson (bad pass; steal by E. Bledsoe),112,100
4,2:24.0,E. Bledsoe makes 2-pt dunk from 1 ft,,114,100
4,2:07.0,,Personal foul by G. Antetokounmpo (drawn by B. Griffin),114,100
4,2:07.0,,B. Griffin makes free throw 1 of 2,114,101
4,2:07.0,,B. Griffin misses free throw 2 of 2,114,101
4,2:02.0,Defensive rebound by E. Bledsoe,,114,101
4,1:49.0,G. Antetokounmpo misses 2-pt layup from 3 ft (block by A. Drummond),,114,101
4,1:49.0,,Defensive rebound by Team,114,101
4,1:42.0,,L. Kennard misses 3-pt jump shot from 26 ft,114,101
4,1:39.0,,Offensive rebound by B. Griffin,114,101
4,1:34.0,,S. Johnson misses 3-pt jump shot from 23 ft,114,101
4,1:32.0,Defensive rebound by Team,,114,101
4,1:15.0,B. Lopez misses 3-pt jump shot from 25 ft,,114,101
4,1:12.0,,Defensive rebound by A. Drummond,114,101
4,0:55.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by S. Johnson),114,103
