QUARTER,TIME_REMAINING,ORLANDO_ACTION,WASHINGTON_ACTION,ORLANDO_SCORE,WASHINGTON_SCORE
1,0:18.0,Offensive rebound by K. Birch,,26,29
1,0:18.0,K. Birch misses 2-pt layup from 1 ft,,26,29
1,0:18.0,Offensive rebound by K. Birch,,26,29
1,0:17.0,K. Birch makes 2-pt layup from 1 ft,,28,29
1,0:03.0,,T. Brown misses 3-pt jump shot from 23 ft,28,29
1,0:00.0,Defensive rebound by K. Birch,,28,29
2,11:45.0,Shooting foul by C. Randle (drawn by K. Birch),,28,29
2,11:45.0,K. Birch makes free throw 1 of 2,,29,29
2,11:45.0,K. Birch misses free throw 2 of 2,,29,29
2,11:41.0,,Defensive rebound by T. Bryant,29,29
2,11:31.0,,J. Parker makes 2-pt layup at rim (assist by T. Satoranský),29,31
2,11:14.0,E. Fournier misses 3-pt jump shot from 27 ft,,29,31
2,11:11.0,,Defensive rebound by T. Brown,29,31
2,11:06.0,,T. Bryant makes 2-pt layup from 1 ft (assist by T. Brown),29,33
2,10:46.0,A. Gordon misses 3-pt jump shot from 29 ft,,29,33
2,10:42.0,,Defensive rebound by T. Bryant,29,33
2,10:29.0,,T. Brown misses 3-pt jump shot from 27 ft,29,33
2,10:26.0,,Offensive rebound by T. Brown,29,33
2,10:23.0,,T. Brown makes 2-pt layup from 2 ft,29,35
2,10:08.0,T. Ross misses 3-pt jump shot from 29 ft,,29,35
2,10:06.0,,Defensive rebound by J. Parker,29,35
2,9:59.0,,J. Parker makes 3-pt jump shot from 25 ft (assist by T. Bryant),29,38
2,9:49.0,Orlando full timeout,,29,38
2,9:43.0,K. Birch makes 2-pt dunk from 1 ft (assist by A. Gordon),,31,38
2,9:23.0,,T. Satoranský misses 2-pt jump shot from 9 ft,31,38
2,9:20.0,,Offensive rebound by T. Bryant,31,38
2,9:20.0,,T. Bryant misses 2-pt layup from 1 ft,31,38
2,9:20.0,,Offensive rebound by T. Bryant,31,38
2,9:09.0,,C. Randle makes 2-pt jump shot from 17 ft,31,40
2,8:52.0,T. Ross misses 2-pt jump shot from 20 ft,,31,40
2,8:49.0,,Defensive rebound by T. Satoranský,31,40
2,8:44.0,,C. Randle makes 3-pt jump shot from 23 ft (assist by T. Brown),31,43
2,8:24.0,E. Fournier makes 3-pt jump shot from 26 ft,,34,43
2,8:11.0,,Personal foul by T. Ross (drawn by J. Parker),34,43
2,7:57.0,,T. Brown misses 2-pt jump shot from 7 ft (block by A. Gordon),34,43
2,7:53.0,Defensive rebound by A. Gordon,,34,43
2,7:47.0,A. Gordon makes 3-pt jump shot from 25 ft (assist by J. Grant),,37,43
2,7:32.0,,J. Parker makes 2-pt hook shot from 6 ft,37,45
2,7:14.0,A. Gordon misses 2-pt jump shot from 14 ft,,37,45
2,7:12.0,Offensive rebound by K. Birch,,37,45
2,7:12.0,Shooting foul by J. Parker (drawn by K. Birch),,37,45
2,7:12.0,K. Birch makes free throw 1 of 2,,38,45
2,7:12.0,D. Augustin enters the game for J. Grant,,38,45
2,7:12.0,,B. Beal enters the game for T. Satoranský,38,45
2,7:12.0,K. Birch makes free throw 2 of 2,,39,45
2,7:03.0,,B. Beal misses 2-pt jump shot from 18 ft,39,45
2,7:00.0,,Offensive rebound by T. Bryant,39,45
2,7:00.0,,T. Bryant makes 2-pt dunk at rim,39,47
2,6:46.0,K. Birch misses 2-pt layup from 3 ft,,39,47
2,6:44.0,,Defensive rebound by B. Beal,39,47
2,6:39.0,,B. Beal misses 3-pt jump shot from 26 ft,39,47
2,6:35.0,Defensive rebound by E. Fournier,,39,47
2,6:33.0,A. Gordon misses 3-pt jump shot from 26 ft,,39,47
2,6:29.0,,Defensive rebound by T. Brown,39,47
2,6:24.0,,T. Bryant misses 2-pt layup from 1 ft,39,47
2,6:22.0,Defensive rebound by E. Fournier,,39,47
2,6:15.0,T. Ross makes 2-pt jump shot from 8 ft (assist by K. Birch),,41,47
2,6:15.0,Shooting foul by C. Randle (drawn by T. Ross),,41,47
2,6:15.0,J. Isaac enters the game for K. Birch,,41,47
2,6:15.0,W. Iwundu enters the game for E. Fournier,,41,47
2,6:15.0,N. Vučević enters the game for A. Gordon,,41,47
2,6:15.0,,T. Ariza enters the game for T. Brown,41,47
2,6:15.0,,J. Green enters the game for C. Randle,41,47
2,6:15.0,T. Ross makes free throw 1 of 1,,42,47
2,6:02.0,,T. Bryant makes 3-pt jump shot from 26 ft (assist by B. Beal),42,50
2,5:49.0,D. Augustin misses 3-pt jump shot from 25 ft,,42,50
2,5:46.0,,Defensive rebound by T. Ariza,42,50
2,5:40.0,,T. Ariza misses 3-pt jump shot from 26 ft,42,50
2,5:36.0,Defensive rebound by T. Ross,,42,50
2,5:31.0,D. Augustin misses 2-pt layup from 3 ft,,42,50
2,5:27.0,Offensive rebound by N. Vučević,,42,50
2,5:27.0,N. Vučević misses 2-pt layup from 1 ft,,42,50
2,5:27.0,Offensive rebound by J. Isaac,,42,50
2,5:27.0,J. Isaac misses 2-pt layup from 1 ft (block by T. Bryant),,42,50
2,5:27.0,Offensive rebound by Team,,42,50
2,5:17.0,J. Isaac misses 2-pt layup from 2 ft,,42,50
2,5:17.0,,Defensive rebound by Team,42,50
2,5:01.0,,J. Parker misses 2-pt jump shot from 14 ft,42,50
2,4:59.0,Defensive rebound by T. Ross,,42,50
2,4:48.0,N. Vučević makes 2-pt hook shot from 2 ft (assist by D. Augustin),,44,50
2,4:46.0,,Washington full timeout,44,50
2,4:46.0,,B. Portis enters the game for T. Bryant,44,50
2,4:35.0,,Shooting foul by J. Isaac (drawn by J. Green),44,50
2,4:35.0,,J. Green makes free throw 1 of 2,44,51
2,4:35.0,,J. Green makes free throw 2 of 2,44,52
2,4:18.0,D. Augustin makes 3-pt jump shot from 26 ft (assist by N. Vučević),,47,52
2,3:59.0,,J. Parker makes 2-pt hook shot from 2 ft,47,54
2,3:42.0,N. Vučević makes 2-pt dunk from 1 ft (assist by W. Iwundu),,49,54
2,3:19.0,,T. Ariza misses 3-pt jump shot from 23 ft,49,54
2,3:15.0,Defensive rebound by N. Vučević,,49,54
2,3:03.0,Turnover by N. Vučević (bad pass; steal by B. Beal),,49,54
2,2:54.0,,B. Beal makes 2-pt jump shot from 18 ft,49,56
2,2:42.0,T. Ross misses 3-pt jump shot from 25 ft,,49,56
2,2:40.0,,Defensive rebound by J. Parker,49,56
2,2:33.0,,J. Parker makes 2-pt layup from 2 ft,49,58
2,2:26.0,Orlando full timeout,,49,58
2,2:26.0,A. Gordon enters the game for J. Isaac,,49,58
2,2:26.0,,T. Satoranský enters the game for J. Parker,49,58
2,2:20.0,T. Ross misses 2-pt hook shot from 12 ft,,49,58
2,2:17.0,,Defensive rebound by B. Portis,49,58
2,2:09.0,,Personal foul by W. Iwundu (drawn by B. Beal),49,58
2,1:58.0,,Shooting foul by N. Vučević (drawn by B. Beal),49,58
2,1:58.0,,B. Beal makes free throw 1 of 2,49,59
2,1:58.0,,B. Beal misses free throw 2 of 2,49,59
2,1:55.0,Defensive rebound by A. Gordon,,49,59
2,1:33.0,N. Vučević makes 2-pt hook shot from 6 ft,,51,59
2,1:14.0,,B. Portis makes 2-pt hook shot from 7 ft,51,61
2,1:02.0,A. Gordon misses 2-pt jump shot from 17 ft,,51,61
2,0:58.0,Offensive rebound by D. Augustin,,51,61
2,0:45.0,Turnover by N. Vučević (bad pass; steal by B. Beal),,51,61
2,0:33.0,,T. Satoranský misses 3-pt jump shot from 25 ft,51,61
2,0:29.0,Defensive rebound by W. Iwundu,,51,61
2,0:09.0,N. Vučević makes 2-pt layup from 3 ft (assist by D. Augustin),,53,61
2,0:02.0,,T. Satoranský misses 2-pt jump shot from 8 ft,53,61
2,0:02.0,,Offensive rebound by B. Beal,53,61
2,0:01.0,,B. Beal misses 2-pt layup at rim,53,61
2,0:01.0,,Offensive rebound by Team,53,61
3,11:39.0,E. Fournier misses 2-pt jump shot from 14 ft,,53,61
3,11:38.0,,Defensive rebound by Team,53,61
3,11:18.0,,B. Portis misses 2-pt hook shot from 11 ft,53,61
3,11:16.0,Defensive rebound by A. Gordon,,53,61
3,11:07.0,J. Isaac makes 2-pt dunk from 1 ft (assist by A. Gordon),,55,61
3,10:56.0,,J. Green misses 3-pt jump shot from 24 ft,55,61
3,10:53.0,Defensive rebound by E. Fournier,,55,61
3,10:35.0,E. Fournier misses 2-pt jump shot from 22 ft,,55,61
3,10:33.0,Offensive rebound by A. Gordon,,55,61
3,10:32.0,A. Gordon misses 2-pt layup from 10 ft,,55,61
3,10:30.0,Offensive rebound by A. Gordon,,55,61
3,10:29.0,A. Gordon misses 2-pt layup from 4 ft,,55,61
3,10:28.0,,Defensive rebound by T. Satoranský,55,61
3,10:15.0,,Turnover by T. Ariza (bad pass),55,61
3,9:55.0,D. Augustin misses 2-pt layup from 2 ft,,55,61
3,9:52.0,Offensive rebound by N. Vučević,,55,61
3,9:52.0,N. Vučević makes 2-pt layup at rim,,57,61
3,9:43.0,,Personal foul by E. Fournier (drawn by B. Beal),57,61
3,9:31.0,,T. Ariza misses 2-pt jump shot from 6 ft,57,61
3,9:30.0,Defensive rebound by Team,,57,61
3,9:11.0,N. Vučević makes 2-pt layup from 2 ft (assist by A. Gordon),,59,61
3,8:59.0,,B. Beal misses 2-pt jump shot from 20 ft,59,61
3,8:56.0,Defensive rebound by A. Gordon,,59,61
3,8:54.0,Shooting foul by T. Ariza (drawn by A. Gordon),,59,61
3,8:54.0,A. Gordon makes free throw 1 of 2,,60,61
3,8:54.0,,Washington full timeout,60,61
3,8:54.0,A. Gordon makes free throw 2 of 2,,61,61
3,8:38.0,,B. Portis misses 2-pt hook shot from 8 ft,61,61
3,8:36.0,Defensive rebound by N. Vučević,,61,61
3,8:25.0,Personal foul by J. Green (drawn by N. Vučević),,61,61
3,8:17.0,J. Isaac misses 3-pt jump shot from 27 ft,,61,61
3,8:13.0,,Defensive rebound by T. Satoranský,61,61
3,8:04.0,,T. Satoranský misses 2-pt layup from 3 ft (block by N. Vučević),61,61
3,8:01.0,,Offensive rebound by B. Portis,61,61
3,8:00.0,,B. Portis makes 2-pt layup from 3 ft,61,63
3,7:40.0,Turnover by A. Gordon (3 sec),,61,63
3,7:21.0,,J. Green misses 3-pt jump shot from 28 ft,61,63
3,7:17.0,Defensive rebound by N. Vučević,,61,63
3,7:14.0,J. Isaac makes 2-pt layup from 2 ft (assist by D. Augustin),,63,63
3,7:06.0,,Personal foul by D. Augustin (drawn by T. Satoranský),63,63
3,7:03.0,,Offensive foul by B. Portis (drawn by E. Fournier),63,63
3,7:03.0,,Turnover by B. Portis (offensive foul),63,63
3,6:52.0,N. Vučević misses 2-pt jump shot from 18 ft,,63,63
3,6:51.0,,Defensive rebound by Team,63,63
3,6:36.0,,T. Ariza misses 2-pt layup from 4 ft,63,63
3,6:33.0,Defensive rebound by A. Gordon,,63,63
3,6:28.0,Turnover by N. Vučević (off goaltending),,63,63
3,6:12.0,,B. Beal makes 2-pt jump shot from 12 ft (assist by T. Satoranský),63,65
3,5:45.0,J. Isaac misses 3-pt jump shot from 25 ft,,63,65
3,5:44.0,,Defensive rebound by Team,63,65
3,5:44.0,W. Iwundu enters the game for A. Gordon,,63,65
3,5:31.0,,B. Beal misses 2-pt jump shot from 21 ft,63,65
3,5:27.0,Defensive rebound by J. Isaac,,63,65
3,5:22.0,D. Augustin misses 3-pt jump shot from 27 ft,,63,65
3,5:19.0,,Defensive rebound by B. Portis,63,65
3,5:15.0,,Shooting foul by J. Isaac (drawn by J. Green),63,65
3,5:15.0,,J. Green makes free throw 1 of 2,63,66
3,5:15.0,,J. Green misses free throw 2 of 2,63,66
3,5:12.0,Defensive rebound by N. Vučević,,63,66
3,4:50.0,D. Augustin misses 2-pt jump shot from 4 ft,,63,66
3,4:50.0,Turnover by Team (shot clock),,63,66
3,4:50.0,Offensive rebound by Team,,63,66
3,4:40.0,,B. Portis misses 3-pt jump shot from 28 ft,63,66
3,4:37.0,Defensive rebound by W. Iwundu,,63,66
3,4:26.0,D. Augustin misses 3-pt jump shot from 26 ft,,63,66
3,4:24.0,,Defensive rebound by T. Ariza,63,66
3,4:13.0,,B. Beal makes 3-pt jump shot from 26 ft,63,69
3,3:57.0,J. Isaac makes 3-pt jump shot from 23 ft (assist by N. Vučević),,66,69
3,3:41.0,,B. Portis misses 2-pt jump shot from 9 ft,66,69
3,3:38.0,Defensive rebound by J. Isaac,,66,69
3,3:28.0,N. Vučević misses 2-pt hook shot from 7 ft,,66,69
3,3:28.0,,Defensive rebound by Team,66,69
3,3:28.0,Loose ball foul by N. Vučević (drawn by J. Green),,66,69
3,3:28.0,J. Grant enters the game for D. Augustin,,66,69
3,3:28.0,T. Ross enters the game for E. Fournier,,66,69
3,3:28.0,,T. Bryant enters the game for T. Ariza,66,69
3,3:28.0,,J. Parker enters the game for B. Portis,66,69
3,3:07.0,,Turnover by T. Bryant (bad pass),66,69
3,2:49.0,N. Vučević misses 2-pt hook shot from 4 ft,,66,69
3,2:47.0,Offensive rebound by J. Isaac,,66,69
3,2:46.0,Turnover by J. Isaac (bad pass; steal by J. Green),,66,69
3,2:26.0,,T. Satoranský misses 3-pt jump shot from 27 ft,66,69
3,2:23.0,Defensive rebound by N. Vučević,,66,69
3,2:13.0,J. Isaac makes 3-pt jump shot from 25 ft (assist by W. Iwundu),,69,69
3,1:56.0,,T. Bryant makes 2-pt hook shot from 2 ft (assist by T. Satoranský),69,71
3,1:43.0,J. Grant makes 2-pt layup from 7 ft (assist by T. Ross),,71,71
3,1:25.0,,J. Green misses 2-pt hook shot from 6 ft,71,71
3,1:22.0,Defensive rebound by J. Isaac,,71,71
3,1:16.0,J. Isaac makes 3-pt jump shot from 26 ft (assist by W. Iwundu),,74,71
3,0:57.0,,Offensive foul by J. Parker (drawn by J. Isaac),74,71
3,0:57.0,,Turnover by J. Parker (offensive foul),74,71
3,0:57.0,Orlando full timeout,,74,71
3,0:57.0,K. Birch enters the game for J. Isaac,,74,71
3,0:57.0,A. Gordon enters the game for N. Vučević,,74,71
3,0:57.0,,C. Randle enters the game for T. Satoranský,74,71
3,0:47.0,Turnover by A. Gordon (bad pass),,74,71
3,0:35.0,,C. Randle makes 3-pt jump shot from 25 ft (assist by B. Beal),74,74
3,0:14.0,A. Gordon misses 2-pt jump shot from 15 ft,,74,74
3,0:14.0,,Defensive rebound by T. Bryant,74,74
3,0:00.0,,B. Beal makes 2-pt jump shot from 18 ft,74,76
4,11:39.0,,C. Randle misses 3-pt jump shot from 25 ft,74,76
4,11:35.0,Defensive rebound by A. Gordon,,74,76
4,11:16.0,J. Grant makes 2-pt jump shot from 2 ft,,76,76
4,11:05.0,,J. Parker misses 2-pt jump shot from 19 ft,76,76
4,11:02.0,,Offensive rebound by C. Randle,76,76
4,10:54.0,,B. Beal misses 2-pt layup from 4 ft,76,76
4,10:52.0,,Offensive rebound by T. Bryant,76,76
4,10:51.0,,T. Bryant makes 2-pt layup from 3 ft,76,78
4,10:39.0,Turnover by T. Ross (bad pass; steal by T. Brown),,76,78
4,10:29.0,,J. Parker misses 3-pt jump shot from 26 ft,76,78
4,10:27.0,Defensive rebound by K. Birch,,76,78
4,10:23.0,T. Ross misses 3-pt jump shot from 25 ft,,76,78
4,10:18.0,,Defensive rebound by B. Beal,76,78
4,10:13.0,,B. Beal misses 2-pt jump shot from 4 ft,76,78
4,10:12.0,,Offensive rebound by J. Parker,76,78
4,10:12.0,,Shooting foul by A. Gordon (drawn by J. Parker),76,78
4,10:12.0,,J. Parker misses free throw 1 of 2,76,78
4,10:12.0,,Offensive rebound by Team,76,78
4,10:12.0,,J. Parker misses free throw 2 of 2,76,78
4,10:09.0,Defensive rebound by K. Birch,,76,78
4,9:55.0,T. Ross makes 2-pt jump shot from 14 ft (assist by E. Fournier),,78,78
4,9:40.0,,T. Brown misses 2-pt jump shot from 13 ft (block by T. Ross),78,78
4,9:39.0,,Offensive rebound by Team,78,78
4,9:39.0,,T. Satoranský enters the game for B. Beal,78,78
4,9:30.0,,T. Bryant misses 3-pt jump shot from 26 ft,78,78
4,9:26.0,Defensive rebound by T. Ross,,78,78
4,9:18.0,K. Birch misses 2-pt layup from 3 ft (block by T. Bryant),,78,78
4,9:14.0,,Defensive rebound by T. Bryant,78,78
4,8:55.0,,C. Randle misses 3-pt jump shot from 26 ft,78,78
4,8:53.0,Defensive rebound by K. Birch,,78,78
4,8:49.0,K. Birch misses 2-pt layup from 1 ft,,78,78
4,8:47.0,,Defensive rebound by J. Parker,78,78
4,8:31.0,,T. Bryant makes 2-pt jump shot from 9 ft,78,80
4,8:12.0,Turnover by E. Fournier (bad pass; steal by J. Parker),,78,80
4,8:11.0,,Personal foul by J. Grant (drawn by J. Parker),78,80
4,8:11.0,D. Augustin enters the game for K. Birch,,78,80
4,8:11.0,W. Iwundu enters the game for E. Fournier,,78,80
4,8:11.0,N. Vučević enters the game for J. Grant,,78,80
4,8:01.0,,Turnover by J. Parker (lost ball; steal by A. Gordon),78,80
4,7:57.0,W. Iwundu makes 2-pt dunk from 1 ft (assist by A. Gordon),,80,80
4,7:38.0,,Shooting foul by N. Vučević (drawn by T. Bryant),80,80
4,7:38.0,,T. Bryant makes free throw 1 of 2,80,81
4,7:38.0,,T. Bryant makes free throw 2 of 2,80,82
4,7:23.0,T. Ross misses 3-pt jump shot from 25 ft,,80,82
4,7:20.0,,Defensive rebound by C. Randle,80,82
4,7:13.0,,C. Randle makes 3-pt jump shot from 26 ft (assist by J. Parker),80,85
4,7:11.0,Orlando full timeout,,80,85
4,6:53.0,T. Ross misses 3-pt jump shot from 24 ft,,80,85
4,6:49.0,,Defensive rebound by T. Bryant,80,85
4,6:31.0,,J. Parker makes 2-pt hook shot from 9 ft,80,87
4,6:10.0,Personal foul by T. Bryant (drawn by N. Vučević),,80,87
4,6:10.0,J. Isaac enters the game for A. Gordon,,80,87
4,5:59.0,D. Augustin makes 2-pt jump shot from 21 ft,,82,87
4,5:48.0,,J. Parker makes 2-pt layup from 2 ft,82,89
4,5:35.0,T. Ross misses 3-pt jump shot from 27 ft,,82,89
4,5:33.0,Offensive rebound by Team,,82,89
4,5:33.0,,B. Beal enters the game for T. Brown,82,89
4,5:33.0,,Washington full timeout,82,89
4,5:19.0,D. Augustin misses 2-pt hook shot from 7 ft,,82,89
4,5:17.0,,Defensive rebound by J. Parker,82,89
4,5:05.0,,J. Parker makes 2-pt hook shot from 5 ft,82,91
4,5:05.0,,Violation by Team (delay of game),82,91
4,4:51.0,T. Ross makes 2-pt dunk from 2 ft (assist by D. Augustin),,84,91
4,4:32.0,,Turnover by J. Parker (lost ball; steal by W. Iwundu),84,91
4,4:32.0,Personal take foul by J. Parker (drawn by W. Iwundu),,84,91
4,4:32.0,E. Fournier enters the game for W. Iwundu,,84,91
4,4:32.0,A. Gordon enters the game for T. Ross,,84,91
4,4:19.0,D. Augustin misses 3-pt jump shot from 23 ft,,84,91
4,4:15.0,,Defensive rebound by J. Parker,84,91
4,4:12.0,,B. Beal misses 3-pt jump shot from 27 ft,84,91
4,4:09.0,Defensive rebound by N. Vučević,,84,91
4,3:56.0,J. Isaac misses 3-pt jump shot from 23 ft,,84,91
4,3:51.0,,Defensive rebound by J. Parker,84,91
4,3:48.0,,B. Beal makes 3-pt jump shot from 27 ft (assist by T. Satoranský),84,94
4,3:46.0,Orlando full timeout,,84,94
4,3:46.0,T. Ross enters the game for J. Isaac,,84,94
4,3:20.0,D. Augustin makes 3-pt jump shot from 23 ft (assist by E. Fournier),,87,94
4,3:18.0,,Washington full timeout,87,94
4,3:07.0,,Turnover by B. Beal (bad pass; steal by N. Vučević),87,94
4,3:00.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by D. Augustin),,90,94
4,2:40.0,,T. Satoranský misses 2-pt jump shot from 13 ft,90,94
4,2:37.0,Defensive rebound by N. Vučević,,90,94
4,2:19.0,T. Ross misses 2-pt jump shot from 10 ft,,90,94
4,2:17.0,,Defensive rebound by J. Parker,90,94
4,2:09.0,,J. Parker makes 2-pt jump shot from 18 ft,90,96
4,1:39.0,D. Augustin misses 3-pt jump shot from 25 ft,,90,96
4,1:36.0,,Defensive rebound by T. Satoranský,90,96
4,1:17.0,,T. Bryant makes 2-pt layup from 2 ft (assist by B. Beal),90,98
4,1:17.0,Orlando full timeout,,90,98
4,1:12.0,E. Fournier misses 3-pt jump shot from 26 ft,,90,98
4,1:09.0,,Defensive rebound by J. Parker,90,98
4,0:52.0,,T. Bryant makes 2-pt dunk from 3 ft (assist by T. Satoranský),90,100
4,0:35.0,A. Gordon misses 3-pt jump shot from 23 ft,,90,100
4,0:32.0,,Defensive rebound by T. Satoranský,90,100
4,0:09.0,,Turnover by Team (shot clock),90,100
