QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,LA CLIPPERS_ACTION,OKLAHOMA CITY_SCORE,LA CLIPPERS_SCORE
3,10:19.0,,P. Beverley misses 2-pt layup from 3 ft,53,49
3,10:17.0,Defensive rebound by S. Adams,,53,49
3,10:12.0,D. Schröder misses 2-pt layup from 2 ft,,53,49
3,10:09.0,,Defensive rebound by M. Gortat,53,49
3,9:52.0,,T. Harris misses 3-pt jump shot from 25 ft,53,49
3,9:47.0,Defensive rebound by S. Adams,,53,49
3,9:42.0,P. George misses 2-pt layup from 2 ft,,53,49
3,9:41.0,Offensive rebound by S. Adams,,53,49
3,9:41.0,S. Adams makes 2-pt layup from 1 ft,,55,49
3,9:41.0,,LA Clippers full timeout,55,49
3,9:25.0,,D. Gallinari makes 3-pt jump shot from 27 ft (assist by P. Beverley),55,52
3,9:03.0,P. George makes 2-pt layup from 2 ft,,57,52
3,8:43.0,,M. Gortat makes 2-pt hook shot from 6 ft (assist by P. Beverley),57,54
3,8:28.0,D. Schröder misses 2-pt jump shot from 12 ft,,57,54
3,8:28.0,,Defensive rebound by Team,57,54
3,8:23.0,,Shooting foul by T. Ferguson (drawn by P. Beverley),57,54
3,8:23.0,,P. Beverley makes free throw 1 of 2,57,55
3,8:23.0,,P. Beverley makes free throw 2 of 2,57,56
3,8:09.0,P. George misses 2-pt jump shot from 10 ft,,57,56
3,8:08.0,Offensive rebound by Team,,57,56
3,8:08.0,,Loose ball foul by M. Gortat (drawn by S. Adams),57,56
3,8:00.0,D. Schröder makes 2-pt jump shot from 20 ft,,59,56
3,7:49.0,,Turnover by P. Beverley (bad pass; steal by S. Adams),59,56
3,7:44.0,P. George makes 3-pt jump shot from 27 ft,,62,56
3,7:44.0,Shooting foul by A. Bradley (drawn by P. George),,62,56
3,7:44.0,P. George makes free throw 1 of 1,,63,56
3,7:37.0,,Def 3 sec tech foul by Team,63,56
3,7:37.0,,D. Gallinari misses technical free throw,63,56
3,7:37.0,,Offensive rebound by Team,63,56
3,7:34.0,,Turnover by T. Harris (lost ball; steal by P. George),63,56
3,7:28.0,P. George makes 2-pt layup from 1 ft,,65,56
3,7:20.0,,D. Gallinari makes 2-pt layup from 2 ft,65,58
3,7:11.0,D. Schröder misses 2-pt jump shot from 15 ft,,65,58
3,7:08.0,,Defensive rebound by P. Beverley,65,58
3,7:00.0,,D. Gallinari makes 2-pt layup from 3 ft (assist by T. Harris),65,60
3,6:53.0,T. Ferguson misses 3-pt jump shot from 27 ft,,65,60
3,6:48.0,Offensive rebound by P. Patterson,,65,60
3,6:48.0,P. Patterson misses 2-pt layup from 3 ft,,65,60
3,6:48.0,Offensive rebound by Team,,65,60
3,6:48.0,J. Grant enters the game for P. Patterson,,65,60
3,6:48.0,,L. Williams enters the game for T. Harris,65,60
3,6:41.0,P. George misses 2-pt jump shot from 17 ft,,65,60
3,6:37.0,,Defensive rebound by M. Gortat,65,60
3,6:26.0,,D. Gallinari misses 2-pt jump shot from 22 ft,65,60
3,6:25.0,Defensive rebound by P. George,,65,60
3,6:23.0,Personal foul by A. Bradley (drawn by P. George),,65,60
3,6:12.0,S. Adams misses 2-pt jump shot from 10 ft,,65,60
3,6:08.0,,Defensive rebound by M. Gortat,65,60
3,5:55.0,,Shooting foul by J. Grant (drawn by L. Williams),65,60
3,5:55.0,,L. Williams makes free throw 1 of 2,65,61
3,5:55.0,,M. Harrell enters the game for M. Gortat,65,61
3,5:55.0,,L. Williams makes free throw 2 of 2,65,62
3,5:40.0,Shooting foul by M. Harrell (drawn by P. George),,65,62
3,5:40.0,P. George makes free throw 1 of 2,,66,62
3,5:40.0,Á. Abrines enters the game for S. Adams,,66,62
3,5:40.0,N. Noel enters the game for T. Ferguson,,66,62
3,5:40.0,P. George makes free throw 2 of 2,,67,62
3,5:22.0,,Turnover by L. Williams (bad pass; steal by P. George),67,62
3,5:14.0,P. George misses 3-pt jump shot from 25 ft,,67,62
3,5:12.0,,Defensive rebound by P. Beverley,67,62
3,5:12.0,,Offensive foul by M. Harrell (drawn by P. George),67,62
3,5:12.0,,Turnover by M. Harrell (offensive foul),67,62
3,5:02.0,P. George misses 3-pt jump shot from 28 ft,,67,62
3,4:59.0,,Defensive rebound by D. Gallinari,67,62
3,4:49.0,,A. Bradley misses 2-pt jump shot from 5 ft,67,62
3,4:45.0,Defensive rebound by N. Noel,,67,62
3,4:39.0,P. George makes 3-pt jump shot from 27 ft (assist by D. Schröder),,70,62
3,4:37.0,,LA Clippers full timeout,70,62
3,4:12.0,,L. Williams makes 2-pt jump shot from 2 ft,70,64
3,3:54.0,Turnover by Á. Abrines (bad pass),,70,64
3,3:31.0,,D. Gallinari makes 3-pt jump shot from 26 ft (assist by P. Beverley),70,67
3,3:03.0,Á. Abrines misses 3-pt jump shot from 26 ft,,70,67
3,3:01.0,Offensive rebound by Á. Abrines,,70,67
3,3:00.0,Shooting foul by M. Harrell (drawn by J. Grant),,70,67
3,3:00.0,J. Grant makes free throw 1 of 2,,71,67
3,3:00.0,R. Felton enters the game for D. Schröder,,71,67
3,3:00.0,,S. Gilgeous-Alexander enters the game for P. Beverley,71,67
3,3:00.0,J. Grant makes free throw 2 of 2,,72,67
3,2:54.0,,L. Williams misses 2-pt jump shot from 22 ft,72,67
3,2:50.0,Defensive rebound by R. Felton,,72,67
3,2:44.0,Turnover by J. Grant (lost ball; steal by L. Williams),,72,67
3,2:41.0,,Personal foul by N. Noel (drawn by M. Harrell),72,67
3,2:41.0,,M. Harrell makes free throw 1 of 2,72,68
3,2:41.0,Oklahoma City full timeout,,72,68
3,2:41.0,,M. Harrell makes free throw 2 of 2,72,69
3,2:24.0,N. Noel makes 2-pt dunk from 1 ft (assist by P. George),,74,69
3,2:11.0,,Turnover by M. Harrell (out of bounds lost ball),74,69
3,2:11.0,,T. Harris enters the game for D. Gallinari,74,69
3,1:55.0,P. George misses 2-pt jump shot from 14 ft,,74,69
3,1:48.0,Offensive rebound by N. Noel,,74,69
3,1:48.0,Offensive foul by P. George (drawn by A. Bradley),,74,69
3,1:48.0,Turnover by P. George (offensive foul),,74,69
3,1:31.0,,L. Williams misses 2-pt jump shot from 13 ft,74,69
3,1:26.0,Defensive rebound by N. Noel,,74,69
3,1:19.0,N. Noel makes 2-pt jump shot from 6 ft (assist by J. Grant),,76,69
3,0:58.0,,Offensive foul by T. Harris (drawn by J. Grant),76,69
3,0:58.0,,Turnover by T. Harris (offensive foul),76,69
3,0:51.0,,Violation by Team (kicked ball),76,69
3,0:37.0,Shooting foul by M. Harrell (drawn by N. Noel),,76,69
3,0:37.0,N. Noel misses free throw 1 of 2,,76,69
3,0:37.0,Offensive rebound by Team,,76,69
3,0:37.0,P. Patterson enters the game for J. Grant,,76,69
3,0:37.0,,B. Marjanović enters the game for M. Harrell,76,69
3,0:37.0,N. Noel makes free throw 2 of 2,,77,69
3,0:29.0,,B. Marjanović misses 2-pt layup from 4 ft,77,69
3,0:24.0,,Offensive rebound by B. Marjanović,77,69
3,0:24.0,,B. Marjanović makes 2-pt layup at rim,77,71
3,0:06.0,Á. Abrines misses 3-pt jump shot from 27 ft,,77,71
3,0:02.0,,Defensive rebound by B. Marjanović,77,71
3,0:00.0,,A. Bradley misses 3-pt jump shot from 49 ft,77,71
3,0:00.0,,Offensive rebound by Team,77,71
4,11:44.0,,B. Marjanović makes 2-pt layup from 3 ft (assist by S. Gilgeous-Alexander),77,73
4,11:31.0,R. Felton makes 2-pt jump shot from 18 ft,,79,73
4,11:14.0,,T. Harris misses 2-pt layup from 3 ft (block by P. Patterson),79,73
4,11:14.0,,Offensive rebound by Team,79,73
4,11:14.0,Loose ball foul by S. Adams (drawn by B. Marjanović),,79,73
4,11:09.0,,T. Harris misses 3-pt jump shot from 26 ft,79,73
4,11:09.0,Defensive rebound by R. Felton,,79,73
4,11:02.0,R. Felton misses 3-pt jump shot from 26 ft,,79,73
4,10:58.0,,Defensive rebound by L. Mbah a Moute,79,73
4,10:50.0,,L. Williams makes 3-pt jump shot from 28 ft (assist by S. Gilgeous-Alexander),79,76
4,10:40.0,Shooting foul by T. Harris (drawn by H. Diallo),,79,76
4,10:40.0,H. Diallo makes free throw 1 of 2,,80,76
4,10:40.0,H. Diallo makes free throw 2 of 2,,81,76
4,10:32.0,,Shooting foul by H. Diallo (drawn by L. Williams),81,76
4,10:32.0,,L. Williams makes free throw 1 of 2,81,77
4,10:32.0,,L. Williams makes free throw 2 of 2,81,78
4,10:12.0,R. Felton misses 2-pt jump shot from 4 ft,,81,78
4,10:08.0,Offensive rebound by R. Felton,,81,78
4,10:03.0,S. Adams makes 2-pt layup from 1 ft (assist by R. Felton),,83,78
4,9:44.0,,L. Williams misses 2-pt jump shot from 10 ft,83,78
4,9:41.0,Defensive rebound by P. Patterson,,83,78
4,9:41.0,Turnover by R. Felton (bad pass),,83,78
4,9:29.0,,T. Harris misses 2-pt jump shot from 17 ft,83,78
4,9:25.0,Defensive rebound by H. Diallo,,83,78
4,9:10.0,R. Felton misses 2-pt jump shot from 13 ft,,83,78
4,9:08.0,Offensive rebound by S. Adams,,83,78
4,9:07.0,S. Adams makes 2-pt layup from 2 ft,,85,78
4,8:58.0,,T. Harris makes 3-pt jump shot from 26 ft (assist by S. Gilgeous-Alexander),85,81
4,8:46.0,Á. Abrines misses 3-pt jump shot from 26 ft,,85,81
4,8:42.0,Offensive rebound by S. Adams,,85,81
4,8:36.0,R. Felton makes 2-pt jump shot from 7 ft,,87,81
4,8:16.0,,T. Harris makes 2-pt layup from 1 ft,87,83
4,8:16.0,Oklahoma City full timeout,,87,83
4,8:16.0,J. Grant enters the game for R. Felton,,87,83
4,8:16.0,D. Schröder enters the game for P. Patterson,,87,83
