QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DALLAS_ACTION,SAN ANTONIO_SCORE,DALLAS_SCORE
2,11:42.0,Personal foul by L. Dončić (drawn by M. Belinelli),,20,35
2,11:34.0,P. Gasol misses 2-pt jump shot from 12 ft,,20,35
2,11:31.0,,Defensive rebound by D. Nowitzki,20,35
2,11:16.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,20,35
2,11:11.0,Defensive rebound by M. Belinelli,,20,35
2,11:08.0,D. Bertāns makes 3-pt jump shot from 23 ft (assist by M. Belinelli),,23,35
2,10:56.0,,L. Dončić makes 3-pt jump shot from 26 ft,23,38
2,10:42.0,B. Forbes misses 3-pt jump shot from 23 ft,,23,38
2,10:39.0,,Defensive rebound by D. Finney-Smith,23,38
2,10:34.0,,Personal foul by M. Belinelli (drawn by D. Powell),23,38
2,10:34.0,D. DeRozan enters the game for M. Belinelli,,23,38
2,10:34.0,D. White enters the game for P. Mills,,23,38
2,10:28.0,,D. Powell misses 2-pt dunk from 1 ft,23,38
2,10:25.0,Defensive rebound by P. Gasol,,23,38
2,10:19.0,Shooting foul by D. Nowitzki (drawn by D. White),,23,38
2,10:19.0,D. White misses free throw 1 of 2,,23,38
2,10:19.0,Offensive rebound by Team,,23,38
2,10:19.0,D. White makes free throw 2 of 2,,24,38
2,10:05.0,,J. Brunson makes 2-pt jump shot from 14 ft (assist by D. Powell),24,40
2,9:47.0,Personal foul by D. Powell (drawn by D. White),,24,40
2,9:39.0,D. DeRozan makes 2-pt jump shot from 19 ft,,26,40
2,9:27.0,,L. Dončić makes 2-pt dunk from 1 ft,26,42
2,9:16.0,D. DeRozan misses 2-pt jump shot from 14 ft,,26,42
2,9:13.0,,Defensive rebound by D. Nowitzki,26,42
2,9:01.0,,D. Finney-Smith makes 2-pt layup from 1 ft (assist by D. Powell),26,44
2,9:01.0,San Antonio full timeout,,26,44
2,9:01.0,L. Aldridge enters the game for P. Gasol,,26,44
2,9:01.0,,D. Harris enters the game for J. Brunson,26,44
2,9:01.0,,D. Jordan enters the game for D. Nowitzki,26,44
2,8:43.0,Turnover by L. Aldridge (lost ball; steal by D. Jordan),,26,44
2,8:28.0,,L. Dončić misses 3-pt jump shot from 23 ft,26,44
2,8:24.0,Defensive rebound by B. Forbes,,26,44
2,8:12.0,B. Forbes makes 2-pt jump shot from 19 ft (assist by D. White),,28,44
2,7:54.0,,D. Finney-Smith makes 3-pt jump shot from 27 ft (assist by L. Dončić),28,47
2,7:29.0,L. Aldridge makes 2-pt jump shot from 13 ft (assist by D. DeRozan),,30,47
2,7:24.0,,Personal take foul by D. White (drawn by L. Dončić),30,47
2,7:24.0,R. Gay enters the game for D. Bertāns,,30,47
2,7:24.0,,H. Barnes enters the game for D. Powell,30,47
2,7:06.0,,Turnover by D. Finney-Smith (out of bounds lost ball),30,47
2,6:44.0,L. Aldridge makes 2-pt hook shot from 4 ft,,32,47
2,6:32.0,,Shooting foul by L. Aldridge (drawn by D. Jordan),32,47
2,6:32.0,,D. Jordan makes free throw 1 of 2,32,48
2,6:32.0,M. Belinelli enters the game for B. Forbes,,32,48
2,6:32.0,P. Mills enters the game for D. White,,32,48
2,6:32.0,,J. Brunson enters the game for L. Dončić,32,48
2,6:32.0,,M. Kleber enters the game for D. Finney-Smith,32,48
2,6:32.0,,W. Matthews enters the game for D. Harris,32,48
2,6:32.0,,D. Jordan makes free throw 2 of 2,32,49
2,6:18.0,L. Aldridge misses 2-pt layup from 3 ft (block by D. Jordan),,32,49
2,6:15.0,Offensive rebound by L. Aldridge,,32,49
2,6:14.0,R. Gay misses 2-pt jump shot from 20 ft,,32,49
2,6:12.0,,Defensive rebound by H. Barnes,32,49
2,6:01.0,,Turnover by D. Jordan (lost ball; steal by P. Mills),32,49
2,5:57.0,P. Mills makes 2-pt layup from 2 ft (assist by D. DeRozan),,34,49
2,5:37.0,,Personal foul by M. Belinelli (drawn by D. Jordan),34,49
2,5:24.0,,Turnover by D. Jordan (bad pass),34,49
2,5:16.0,D. DeRozan makes 2-pt jump shot from 15 ft,,36,49
2,4:57.0,,Turnover by W. Matthews (bad pass; steal by P. Mills),36,49
2,4:53.0,Offensive foul by L. Aldridge (drawn by J. Brunson),,36,49
2,4:53.0,Turnover by L. Aldridge (offensive foul),,36,49
2,4:53.0,J. Poeltl enters the game for L. Aldridge,,36,49
2,4:41.0,,H. Barnes misses 2-pt jump shot from 9 ft,36,49
2,4:39.0,,Offensive rebound by D. Jordan,36,49
2,4:38.0,,D. Jordan makes 2-pt dunk at rim,36,51
2,4:38.0,San Antonio full timeout,,36,51
2,4:38.0,,L. Dončić enters the game for J. Brunson,36,51
2,4:30.0,D. DeRozan misses 2-pt jump shot from 19 ft,,36,51
2,4:26.0,,Defensive rebound by H. Barnes,36,51
2,4:12.0,,W. Matthews misses 2-pt jump shot from 10 ft,36,51
2,4:10.0,Defensive rebound by Team,,36,51
2,4:10.0,,Violation by Team (delay of game),36,51
2,3:54.0,P. Mills makes 3-pt jump shot from 29 ft (assist by D. DeRozan),,39,51
2,3:39.0,,Offensive foul by L. Dončić (drawn by P. Mills),39,51
2,3:39.0,,Turnover by L. Dončić (offensive foul),39,51
2,3:30.0,,Violation by Team (kicked ball),39,51
2,3:17.0,R. Gay misses 2-pt jump shot from 6 ft,,39,51
2,3:13.0,,Defensive rebound by L. Dončić,39,51
2,2:54.0,,H. Barnes makes 3-pt jump shot from 22 ft,39,54
2,2:42.0,R. Gay makes 2-pt layup from 2 ft,,41,54
2,2:22.0,,H. Barnes misses 3-pt jump shot from 23 ft,41,54
2,2:19.0,,Offensive rebound by D. Jordan,41,54
2,2:18.0,,W. Matthews misses 3-pt jump shot from 27 ft,41,54
2,2:16.0,Defensive rebound by Team,,41,54
2,1:59.0,M. Belinelli misses 2-pt jump shot from 23 ft,,41,54
2,1:57.0,Offensive rebound by P. Mills,,41,54
2,1:57.0,P. Mills misses 3-pt jump shot from 27 ft,,41,54
2,1:56.0,,Defensive rebound by D. Jordan,41,54
2,1:45.0,,M. Kleber misses 3-pt jump shot from 27 ft,41,54
2,1:42.0,Defensive rebound by M. Belinelli,,41,54
2,1:37.0,Turnover by M. Belinelli (bad pass; steal by M. Kleber),,41,54
2,1:23.0,,L. Dončić misses 3-pt jump shot from 27 ft,41,54
2,1:18.0,Defensive rebound by J. Poeltl,,41,54
2,1:11.0,M. Belinelli misses 3-pt jump shot from 26 ft,,41,54
2,1:08.0,,Defensive rebound by L. Dončić,41,54
2,0:50.0,,Turnover by W. Matthews (bad pass; steal by J. Poeltl),41,54
2,0:46.0,M. Belinelli misses 3-pt jump shot from 27 ft,,41,54
2,0:42.0,Offensive rebound by R. Gay,,41,54
2,0:42.0,R. Gay makes 2-pt dunk from 1 ft,,43,54
2,0:27.0,,L. Dončić makes 2-pt layup from 3 ft,43,56
2,0:11.0,Personal take foul by D. Jordan (drawn by D. DeRozan),,43,56
2,0:11.0,,D. Finney-Smith enters the game for L. Dončić,43,56
2,0:01.0,Shooting foul by M. Kleber (drawn by R. Gay),,43,56
2,0:01.0,R. Gay makes free throw 1 of 2,,44,56
2,0:01.0,,L. Dončić enters the game for D. Finney-Smith,44,56
2,0:01.0,R. Gay makes free throw 2 of 2,,45,56
2,0:00.0,,L. Dončić misses 3-pt jump shot from 28 ft,45,56
2,0:00.0,,Offensive rebound by Team,45,56
3,11:46.0,D. DeRozan misses 2-pt jump shot from 15 ft,,45,56
3,11:42.0,,Defensive rebound by H. Barnes,45,56
3,11:24.0,,H. Barnes makes 2-pt jump shot from 6 ft (assist by W. Matthews),45,58
3,11:04.0,R. Gay makes 2-pt dunk from 1 ft (assist by B. Forbes),,47,58
3,10:40.0,,W. Matthews misses 2-pt jump shot from 10 ft,47,58
3,10:39.0,,Offensive rebound by Team,47,58
3,10:38.0,,Turnover by Team (shot clock),47,58
3,10:23.0,R. Gay makes 2-pt jump shot from 9 ft,,49,58
3,10:01.0,,L. Dončić misses 2-pt layup from 1 ft (block by L. Aldridge),49,58
3,9:59.0,Defensive rebound by D. White,,49,58
3,9:51.0,L. Aldridge misses 2-pt jump shot from 5 ft (block by M. Kleber),,49,58
3,9:49.0,Offensive rebound by Team,,49,58
3,9:47.0,B. Forbes makes 2-pt jump shot from 12 ft (assist by D. White),,51,58
3,9:22.0,,H. Barnes misses 2-pt jump shot from 11 ft,51,58
3,9:20.0,Defensive rebound by Team,,51,58
3,9:10.0,Offensive foul by L. Aldridge (drawn by H. Barnes),,51,58
3,9:10.0,Turnover by L. Aldridge (offensive foul),,51,58
3,9:10.0,J. Poeltl enters the game for L. Aldridge,,51,58
3,9:03.0,,L. Dončić misses 2-pt layup from 3 ft (block by R. Gay),51,58
3,9:00.0,,Offensive rebound by Team,51,58
3,8:53.0,,W. Matthews misses 2-pt jump shot from 13 ft,51,58
3,8:53.0,,Offensive rebound by W. Matthews,51,58
3,8:48.0,,Personal foul by R. Gay (drawn by W. Matthews),51,58
3,8:37.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by W. Matthews),51,60
3,8:36.0,San Antonio full timeout,,51,60
3,8:36.0,,D. Powell enters the game for D. Jordan,51,60
3,8:16.0,B. Forbes makes 3-pt jump shot from 23 ft (assist by R. Gay),,54,60
3,7:57.0,,H. Barnes misses 2-pt layup from 3 ft,54,60
3,7:54.0,Defensive rebound by B. Forbes,,54,60
3,7:36.0,Turnover by R. Gay (lost ball; steal by L. Dončić),,54,60
3,7:21.0,,Turnover by W. Matthews (bad pass; steal by D. DeRozan),54,60
3,7:10.0,D. White makes 2-pt layup from 1 ft (assist by J. Poeltl),,56,60
3,6:58.0,,D. Powell misses 2-pt layup from 3 ft,56,60
3,6:57.0,,Offensive rebound by D. Powell,56,60
3,6:55.0,,Shooting foul by B. Forbes (drawn by D. Powell),56,60
3,6:55.0,,D. Powell makes free throw 1 of 2,56,61
3,6:55.0,,D. Powell makes free throw 2 of 2,56,62
3,6:40.0,Shooting foul by M. Kleber (drawn by D. White),,56,62
3,6:40.0,D. White misses free throw 1 of 2,,56,62
3,6:40.0,Offensive rebound by Team,,56,62
3,6:40.0,D. White makes free throw 2 of 2,,57,62
3,6:21.0,,L. Dončić makes 2-pt layup from 2 ft (assist by M. Kleber),57,64
3,6:09.0,B. Forbes misses 3-pt jump shot from 27 ft,,57,64
3,6:05.0,,Defensive rebound by H. Barnes,57,64
3,5:59.0,,H. Barnes misses 2-pt jump shot from 8 ft,57,64
3,5:56.0,Defensive rebound by D. White,,57,64
3,5:41.0,R. Gay misses 2-pt jump shot from 5 ft,,57,64
3,5:39.0,Offensive rebound by R. Gay,,57,64
3,5:38.0,R. Gay makes 2-pt layup at rim,,59,64
3,5:38.0,,Dallas full timeout,59,64
3,5:38.0,,D. Finney-Smith enters the game for H. Barnes,59,64
3,5:38.0,,D. Nowitzki enters the game for M. Kleber,59,64
3,5:14.0,,Dallas full timeout,59,64
3,5:13.0,,L. Dončić makes 3-pt jump shot from 36 ft (assist by W. Matthews),59,67
3,4:53.0,D. White misses 3-pt jump shot from 25 ft,,59,67
3,4:48.0,,Defensive rebound by L. Dončić,59,67
3,4:40.0,,D. Nowitzki misses 3-pt jump shot from 26 ft,59,67
3,4:38.0,Defensive rebound by Team,,59,67
3,4:26.0,Shooting foul by D. Nowitzki (drawn by D. DeRozan),,59,67
3,4:26.0,M. Belinelli enters the game for B. Forbes,,59,67
3,4:26.0,D. Bertāns enters the game for R. Gay,,59,67
3,4:26.0,P. Mills enters the game for D. White,,59,67
3,4:26.0,D. DeRozan makes free throw 1 of 2,,60,67
3,4:26.0,D. DeRozan makes free throw 2 of 2,,61,67
3,4:13.0,,Personal foul by P. Mills (drawn by D. Powell),61,67
3,4:02.0,,L. Dončić makes 2-pt layup from 2 ft,61,69
3,3:47.0,P. Mills misses 2-pt jump shot from 9 ft,,61,69
3,3:44.0,Offensive rebound by J. Poeltl,,61,69
3,3:43.0,J. Poeltl makes 2-pt layup at rim,,63,69
3,3:27.0,,D. Nowitzki makes 3-pt jump shot from 23 ft (assist by L. Dončić),63,72
3,3:11.0,P. Mills misses 3-pt jump shot from 25 ft,,63,72
3,3:08.0,Offensive rebound by J. Poeltl,,63,72
3,3:05.0,M. Belinelli makes 3-pt jump shot from 29 ft (assist by P. Mills),,66,72
3,2:44.0,,D. Nowitzki misses 2-pt jump shot from 19 ft,66,72
3,2:40.0,Defensive rebound by D. DeRozan,,66,72
3,2:34.0,P. Mills misses 3-pt jump shot from 26 ft,,66,72
3,2:31.0,,Defensive rebound by D. Powell,66,72
3,2:31.0,B. Forbes enters the game for D. DeRozan,,66,72
3,2:21.0,,Turnover by L. Dončić (traveling),66,72
3,2:07.0,P. Mills makes 3-pt jump shot from 28 ft (assist by J. Poeltl),,69,72
3,1:48.0,,D. Powell makes 2-pt layup from 2 ft (assist by L. Dončić),69,74
3,1:48.0,,Shooting foul by J. Poeltl (drawn by D. Powell),69,74
3,1:48.0,,J. Brunson enters the game for L. Dončić,69,74
3,1:48.0,,D. Powell makes free throw 1 of 1,69,75
3,1:41.0,M. Belinelli misses 3-pt jump shot from 26 ft,,69,75
3,1:34.0,Offensive rebound by J. Poeltl,,69,75
3,1:34.0,J. Poeltl makes 2-pt layup at rim,,71,75
3,1:21.0,,J. Brunson makes 2-pt layup from 4 ft,71,77
3,1:12.0,P. Mills misses 3-pt jump shot from 27 ft,,71,77
3,1:10.0,,Defensive rebound by D. Nowitzki,71,77
3,0:55.0,,D. Finney-Smith misses 3-pt jump shot from 26 ft,71,77
3,0:52.0,Defensive rebound by J. Poeltl,,71,77
3,0:39.0,B. Forbes makes 2-pt jump shot from 10 ft (assist by J. Poeltl),,73,77
3,0:33.0,,Dallas full timeout,73,77
3,0:33.0,,H. Barnes enters the game for D. Nowitzki,73,77
3,0:32.0,,D. Powell misses 3-pt jump shot from 26 ft,73,77
3,0:27.0,Defensive rebound by P. Mills,,73,77
3,0:09.0,Shooting foul by D. Powell (drawn by M. Belinelli),,73,77
3,0:09.0,M. Belinelli makes free throw 1 of 2,,74,77
3,0:09.0,Q. Pondexter enters the game for D. Bertāns,,74,77
3,0:09.0,D. White enters the game for P. Mills,,74,77
3,0:09.0,M. Belinelli makes free throw 2 of 2,,75,77
3,0:00.0,,D. Finney-Smith makes 3-pt jump shot from 25 ft (assist by J. Brunson),75,80
4,11:43.0,,H. Barnes misses 3-pt jump shot from 25 ft,75,80
4,11:39.0,Defensive rebound by B. Forbes,,75,80
4,11:31.0,D. Bertāns makes 3-pt jump shot from 26 ft (assist by J. Poeltl),,78,80
4,11:15.0,,D. Harris misses 2-pt jump shot from 22 ft,78,80
4,11:13.0,Defensive rebound by Team,,78,80
4,11:10.0,Personal foul by D. Harris (drawn by P. Mills),,78,80
4,11:06.0,M. Belinelli makes 2-pt layup from 1 ft (assist by B. Forbes),,80,80
4,11:06.0,,Dallas full timeout,80,80
4,11:06.0,D. DeRozan enters the game for B. Forbes,,80,80
4,10:54.0,,Turnover by J. Brunson (bad pass; steal by J. Poeltl),80,80
4,10:39.0,D. DeRozan makes 2-pt jump shot from 6 ft (assist by P. Mills),,82,80
4,10:23.0,,H. Barnes makes 2-pt layup from 3 ft (assist by J. Brunson),82,82
4,10:23.0,,Shooting foul by D. DeRozan (drawn by H. Barnes),82,82
4,10:23.0,,H. Barnes makes free throw 1 of 1,82,83
4,10:13.0,D. DeRozan misses 2-pt jump shot from 19 ft,,82,83
4,10:10.0,,Defensive rebound by H. Barnes,82,83
4,10:02.0,,J. Brunson misses 2-pt jump shot from 17 ft,82,83
4,9:58.0,Defensive rebound by D. Bertāns,,82,83
4,9:49.0,Personal foul by J. Brunson (drawn by D. DeRozan),,82,83
4,9:39.0,P. Mills misses 2-pt layup from 3 ft,,82,83
4,9:34.0,Offensive rebound by J. Poeltl,,82,83
4,9:25.0,M. Belinelli makes 2-pt jump shot from 15 ft (assist by D. DeRozan),,84,83
4,9:04.0,,D. Harris makes 3-pt jump shot from 25 ft (assist by H. Barnes),84,86
4,8:48.0,P. Mills makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,87,86
4,8:31.0,,D. Finney-Smith misses 3-pt jump shot from 23 ft,87,86
4,8:24.0,,Offensive rebound by D. Powell,87,86
4,8:23.0,,D. Harris misses 3-pt jump shot from 29 ft,87,86
4,8:20.0,,Offensive rebound by D. Finney-Smith,87,86
4,8:19.0,,D. Finney-Smith makes 2-pt layup from 1 ft,87,88
4,8:01.0,D. Bertāns makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,90,88
4,7:41.0,,J. Brunson misses 3-pt jump shot from 24 ft,90,88
4,7:39.0,,Offensive rebound by Team,90,88
4,7:39.0,Loose ball foul by J. Poeltl (drawn by D. Powell),,90,88
4,7:39.0,L. Aldridge enters the game for M. Belinelli,,90,88
4,7:39.0,B. Forbes enters the game for P. Mills,,90,88
4,7:39.0,D. White enters the game for J. Poeltl,,90,88
4,7:39.0,,L. Dončić enters the game for D. Finney-Smith,90,88
4,7:39.0,,D. Jordan enters the game for D. Harris,90,88
4,7:39.0,,M. Kleber enters the game for D. Powell,90,88
4,7:24.0,,H. Barnes makes 2-pt jump shot from 10 ft,90,90
4,7:09.0,D. Bertāns misses 3-pt jump shot from 26 ft,,90,90
4,7:07.0,,Defensive rebound by Team,90,90
4,6:54.0,,H. Barnes misses 3-pt jump shot from 26 ft,90,90
4,6:50.0,Defensive rebound by L. Aldridge,,90,90
4,6:38.0,D. DeRozan makes 2-pt jump shot from 19 ft,,92,90
4,6:18.0,,L. Dončić misses 2-pt jump shot from 20 ft,92,90
4,6:15.0,Defensive rebound by D. Bertāns,,92,90
4,6:02.0,D. DeRozan makes 2-pt jump shot from 20 ft,,94,90
4,5:43.0,,Turnover by H. Barnes (bad pass; steal by D. White),94,90
4,5:34.0,L. Aldridge makes 2-pt dunk from 1 ft (assist by D. DeRozan),,96,90
4,5:34.0,,Dallas full timeout,96,90
4,5:34.0,,W. Matthews enters the game for J. Brunson,96,90
4,5:20.0,,M. Kleber misses 3-pt jump shot from 25 ft,96,90
4,5:17.0,,Offensive rebound by Team,96,90
4,5:17.0,,Personal foul by D. White (drawn by H. Barnes),96,90
4,5:08.0,,H. Barnes misses 3-pt jump shot from 27 ft,96,90
4,5:04.0,,Offensive rebound by M. Kleber,96,90
4,4:57.0,,L. Dončić makes 2-pt jump shot from 8 ft,96,92
4,4:37.0,D. DeRozan misses 2-pt jump shot from 12 ft,,96,92
4,4:34.0,,Defensive rebound by D. Jordan,96,92
4,4:21.0,,H. Barnes misses 3-pt jump shot from 27 ft,96,92
4,4:16.0,Defensive rebound by D. DeRozan,,96,92
4,4:15.0,Personal foul by H. Barnes (drawn by L. Aldridge),,96,92
4,4:02.0,L. Aldridge misses 2-pt jump shot from 11 ft,,96,92
4,3:58.0,,Defensive rebound by D. Jordan,96,92
4,3:45.0,,L. Dončić makes 2-pt layup from 1 ft,96,94
4,3:27.0,D. DeRozan misses 2-pt jump shot from 7 ft,,96,94
4,3:24.0,,Defensive rebound by L. Dončić,96,94
4,3:18.0,,H. Barnes misses 2-pt layup from 2 ft (block by L. Aldridge),96,94
4,3:15.0,Defensive rebound by D. White,,96,94
4,2:57.0,D. White misses 3-pt jump shot from 26 ft,,96,94
4,2:55.0,,Defensive rebound by L. Dončić,96,94
4,2:39.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by L. Dončić),96,96
4,2:19.0,L. Aldridge misses 2-pt jump shot from 6 ft,,96,96
4,2:16.0,,Defensive rebound by H. Barnes,96,96
4,2:06.0,,H. Barnes misses 3-pt jump shot from 23 ft,96,96
4,2:03.0,,Offensive rebound by D. Jordan,96,96
4,2:00.0,,W. Matthews misses 3-pt jump shot from 27 ft,96,96
4,1:56.0,Defensive rebound by D. Bertāns,,96,96
4,1:41.0,D. Bertāns makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,99,96
4,1:28.0,,L. Dončić misses 3-pt jump shot from 27 ft,99,96
4,1:24.0,Defensive rebound by B. Forbes,,99,96
4,1:09.0,D. DeRozan misses 2-pt layup from 1 ft,,99,96
4,1:08.0,Offensive rebound by L. Aldridge,,99,96
4,1:07.0,L. Aldridge makes 2-pt layup at rim,,101,96
4,1:07.0,,Dallas full timeout,101,96
4,0:55.0,,W. Matthews makes 3-pt jump shot from 32 ft (assist by L. Dončić),101,99
4,0:36.0,D. DeRozan makes 2-pt jump shot from 20 ft,,103,99
4,0:30.0,,L. Dončić misses 3-pt jump shot from 29 ft,103,99
4,0:27.0,,Offensive rebound by M. Kleber,103,99
