QUARTER,TIME_REMAINING,TORONTO_ACTION,GOLDEN STATE_ACTION,TORONTO_SCORE,GOLDEN STATE_SCORE
4,3:43.0,,A. Iguodala makes free throw 1 of 2,95,84
4,3:43.0,,A. Iguodala misses free throw 2 of 2,95,84
4,3:41.0,Defensive rebound by M. Gasol,,95,84
4,3:27.0,Shooting foul by K. Thompson (drawn by K. Leonard),,95,84
4,3:27.0,K. Leonard makes free throw 1 of 2,,96,84
4,3:27.0,K. Leonard makes free throw 2 of 2,,97,84
4,3:20.0,,S. Curry makes 2-pt layup from 2 ft,97,86
4,3:07.0,Offensive foul by K. Lowry (drawn by K. Thompson),,97,86
4,3:07.0,Turnover by K. Lowry (offensive foul),,97,86
4,2:56.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by D. Green),97,89
4,2:48.0,Personal foul by D. Green (drawn by P. Siakam),,97,89
4,2:48.0,P. Siakam makes free throw 1 of 2,,98,89
4,2:48.0,P. Siakam makes free throw 2 of 2,,99,89
4,2:41.0,Violation by Team (kicked ball),,99,89
4,2:29.0,,S. Curry misses 2-pt jump shot from 15 ft,99,89
4,2:28.0,Defensive rebound by K. Leonard,,99,89
4,2:06.0,P. Siakam makes 2-pt jump shot from 17 ft (assist by D. Green),,101,89
4,1:53.0,,Turnover by D. Green (bad pass; steal by K. Leonard),101,89
4,1:33.0,K. Lowry makes 2-pt layup from 5 ft,,103,89
4,1:28.0,,S. Curry makes 2-pt jump shot from 10 ft,103,91
4,1:28.0,,Shooting foul by D. Green (drawn by S. Curry),103,91
4,1:28.0,,K. Looney enters the game for A. Bogut,103,91
4,1:28.0,,S. Curry makes free throw 1 of 1,103,92
4,1:06.0,K. Lowry misses 2-pt jump shot from 8 ft,,103,92
4,1:03.0,Offensive rebound by Team,,103,92
4,0:52.0,P. Siakam makes 2-pt jump shot from 12 ft (assist by K. Lowry),,105,92
4,0:37.0,,Turnover by A. Iguodala (lost ball; steal by K. Leonard),105,92
4,0:13.0,Turnover by Team (shot clock),,105,92
