QUARTER,TIME_REMAINING,MIAMI_ACTION,ORLANDO_ACTION,MIAMI_SCORE,ORLANDO_SCORE
4,3:46.0,,W. Iwundu enters the game for T. Ross,106,86
4,3:46.0,,J. Martin enters the game for N. Vučević,106,86
4,3:26.0,,J. Grant misses 3-pt jump shot from 25 ft,106,86
4,3:22.0,Defensive rebound by J. Richardson,,106,86
4,3:04.0,H. Whiteside makes 2-pt dunk from 2 ft,,108,86
4,3:04.0,Technical foul by H. Whiteside,,108,86
4,3:04.0,,J. Grant makes technical free throw,108,87
4,2:47.0,,Turnover by I. Briscoe (bad pass; steal by K. Olynyk),108,87
4,2:36.0,J. Richardson misses 3-pt jump shot from 25 ft,,108,87
4,2:33.0,,Defensive rebound by K. Birch,108,87
4,2:26.0,,J. Martin misses 3-pt jump shot from 25 ft,108,87
4,2:22.0,Defensive rebound by J. Richardson,,108,87
4,2:10.0,D. Jones makes 3-pt jump shot from 22 ft (assist by K. Olynyk),,111,87
4,1:59.0,,I. Briscoe makes 2-pt layup from 2 ft,111,89
4,1:42.0,H. Whiteside misses 2-pt jump shot from 16 ft,,111,89
4,1:41.0,,Defensive rebound by Team,111,89
4,1:41.0,B. Adebayo enters the game for J. Richardson,,111,89
4,1:41.0,W. Ellington enters the game for H. Whiteside,,111,89
4,1:19.0,,Shooting foul by B. Adebayo (drawn by W. Iwundu),111,89
4,1:19.0,,W. Iwundu makes free throw 1 of 2,111,90
4,1:19.0,,W. Iwundu makes free throw 2 of 2,111,91
4,0:54.0,B. Adebayo makes 2-pt jump shot from 18 ft,,113,91
4,0:43.0,,W. Iwundu misses 2-pt jump shot from 19 ft,113,91
4,0:41.0,Defensive rebound by J. Winslow,,113,91
4,0:31.0,Personal foul by J. Martin (drawn by K. Olynyk),,113,91
4,0:31.0,K. Olynyk makes free throw 1 of 2,,114,91
4,0:31.0,K. Olynyk makes free throw 2 of 2,,115,91
4,0:22.0,,K. Birch misses 2-pt jump shot from 16 ft,115,91
4,0:18.0,Defensive rebound by B. Adebayo,,115,91
