QUARTER,TIME_REMAINING,MINNESOTA_ACTION,MEMPHIS_ACTION,MINNESOTA_SCORE,MEMPHIS_SCORE
1,8:27.0,,I. Rabb makes 2-pt layup at rim,2,14
1,8:27.0,,Offensive rebound by I. Rabb,2,14
1,8:12.0,T. Gibson misses 2-pt layup from 1 ft,,2,14
1,8:11.0,,Defensive rebound by I. Rabb,2,14
1,7:58.0,,J. Washburn makes 2-pt jump shot from 12 ft,2,16
1,7:43.0,J. Bayless misses 2-pt jump shot from 1 ft,,2,16
1,7:40.0,,Defensive rebound by J. Jackson,2,16
1,7:34.0,,J. Jackson misses 2-pt layup from 2 ft (block by K. Towns),2,16
1,7:29.0,Defensive rebound by A. Wiggins,,2,16
1,7:28.0,J. Bayless misses 2-pt layup from 1 ft,,2,16
1,7:25.0,,Defensive rebound by J. Holiday,2,16
1,7:23.0,,M. Conley misses 2-pt layup from 1 ft,2,16
1,7:19.0,Defensive rebound by K. Towns,,2,16
1,7:12.0,T. Gibson misses 2-pt layup from 1 ft (block by J. Jackson),,2,16
1,7:12.0,Offensive rebound by Team,,2,16
1,7:12.0,,Memphis full timeout,2,16
1,7:12.0,L. Deng enters the game for J. Okogie,,2,16
1,7:01.0,K. Towns makes 2-pt hook shot from 6 ft,,4,16
1,6:41.0,,J. Holiday misses 2-pt jump shot from 10 ft,4,16
1,6:39.0,,Offensive rebound by I. Rabb,4,16
1,6:30.0,,J. Jackson makes 3-pt jump shot from 23 ft,4,19
1,6:15.0,Turnover by K. Towns (bad pass; steal by M. Conley),,4,19
1,6:06.0,,I. Rabb makes 2-pt dunk at rim (assist by J. Jackson),4,21
1,5:50.0,A. Wiggins misses 2-pt jump shot from 12 ft,,4,21
1,5:46.0,Offensive rebound by L. Deng,,4,21
1,5:40.0,Turnover by L. Deng (bad pass; steal by J. Washburn),,4,21
1,5:31.0,,J. Holiday makes 2-pt layup from 1 ft (assist by J. Washburn),4,23
1,5:31.0,D. Šarić enters the game for T. Gibson,,4,23
1,5:31.0,,B. Caboclo enters the game for M. Conley,4,23
1,5:31.0,,S. Mack enters the game for I. Rabb,4,23
1,5:09.0,D. Šarić makes 2-pt layup at rim (assist by J. Bayless),,6,23
1,4:54.0,,B. Caboclo misses 3-pt jump shot from 24 ft,6,23
1,4:51.0,Defensive rebound by A. Wiggins,,6,23
1,4:43.0,K. Towns misses 2-pt jump shot from 5 ft,,6,23
1,4:39.0,,Defensive rebound by J. Holiday,6,23
1,4:33.0,,J. Holiday makes 2-pt layup from 2 ft (assist by J. Jackson),6,25
1,4:33.0,,Shooting foul by K. Towns (drawn by J. Holiday),6,25
1,4:33.0,,J. Holiday misses free throw 1 of 1,6,25
1,4:30.0,Defensive rebound by J. Bayless,,6,25
1,4:14.0,Personal foul by J. Holiday (drawn by D. Šarić),,6,25
1,4:14.0,I. Canaan enters the game for J. Bayless,,6,25
1,4:14.0,,Y. Watanabe enters the game for J. Washburn,6,25
1,4:04.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by I. Canaan),,9,25
1,3:45.0,,Offensive foul by J. Jackson (drawn by D. Šarić),9,25
1,3:45.0,,Turnover by J. Jackson (offensive foul),9,25
1,3:33.0,Personal foul by B. Caboclo (drawn by K. Towns),,9,25
1,3:25.0,A. Wiggins misses 3-pt jump shot from 26 ft,,9,25
1,3:21.0,,Defensive rebound by J. Holiday,9,25
1,3:09.0,,S. Mack misses 3-pt jump shot from 25 ft,9,25
1,3:06.0,Defensive rebound by K. Towns,,9,25
1,2:53.0,D. Šarić makes 2-pt layup from 2 ft (assist by L. Deng),,11,25
1,2:27.0,,S. Mack misses 2-pt jump shot from 8 ft,11,25
1,2:23.0,Defensive rebound by K. Towns,,11,25
1,2:20.0,Shooting foul by S. Mack (drawn by I. Canaan),,11,25
1,2:20.0,I. Canaan makes free throw 1 of 2,,12,25
1,2:20.0,G. Dieng enters the game for K. Towns,,12,25
1,2:20.0,,I. Rabb enters the game for J. Jackson,12,25
1,2:20.0,I. Canaan makes free throw 2 of 2,,13,25
1,2:08.0,,S. Mack makes 3-pt jump shot from 26 ft (assist by J. Holiday),13,28
1,1:41.0,Turnover by Team (shot clock),,13,28
1,1:32.0,,Shooting foul by G. Dieng (drawn by I. Rabb),13,28
1,1:32.0,,I. Rabb makes free throw 1 of 2,13,29
1,1:32.0,,I. Rabb makes free throw 2 of 2,13,30
1,1:16.0,A. Wiggins misses 2-pt layup from 1 ft,,13,30
1,1:15.0,Offensive rebound by D. Šarić,,13,30
1,1:15.0,Shooting foul by Y. Watanabe (drawn by D. Šarić),,13,30
1,1:15.0,D. Šarić makes free throw 1 of 2,,14,30
1,1:15.0,A. Tolliver enters the game for A. Wiggins,,14,30
1,1:15.0,D. Šarić makes free throw 2 of 2,,15,30
1,0:58.0,,J. Holiday misses 3-pt jump shot from 25 ft,15,30
1,0:55.0,,Offensive rebound by Y. Watanabe,15,30
1,0:43.0,,B. Caboclo misses 2-pt jump shot from 10 ft,15,30
1,0:40.0,Defensive rebound by L. Deng,,15,30
1,0:31.0,L. Deng makes 2-pt jump shot from 10 ft (assist by I. Canaan),,17,30
1,0:07.0,,Shooting foul by I. Canaan (drawn by J. Holiday),17,30
1,0:07.0,J. Bayless enters the game for I. Canaan,,17,30
1,0:07.0,K. Towns enters the game for L. Deng,,17,30
1,0:07.0,A. Wiggins enters the game for G. Dieng,,17,30
1,0:07.0,,J. Washburn enters the game for S. Mack,17,30
1,0:07.0,,J. Holiday makes free throw 1 of 2,17,31
1,0:07.0,,J. Holiday makes free throw 2 of 2,17,32
1,0:01.0,A. Wiggins misses 2-pt jump shot from 5 ft,,17,32
1,0:00.0,Offensive rebound by A. Wiggins,,17,32
1,0:00.0,A. Wiggins makes 2-pt layup from 1 ft,,19,32
2,11:45.0,D. Šarić misses 3-pt jump shot from 26 ft,,19,32
2,11:41.0,Offensive rebound by G. Dieng,,19,32
2,11:31.0,I. Canaan misses 3-pt jump shot from 26 ft,,19,32
2,11:29.0,Offensive rebound by G. Dieng,,19,32
2,11:23.0,Shooting foul by B. Caboclo (drawn by D. Šarić),,19,32
2,11:23.0,D. Šarić makes free throw 1 of 2,,20,32
2,11:23.0,D. Šarić makes free throw 2 of 2,,21,32
2,11:11.0,Violation by Team (kicked ball),,21,32
2,10:57.0,,S. Mack misses 2-pt layup from 2 ft,21,32
2,10:57.0,,Offensive rebound by I. Rabb,21,32
2,10:57.0,,Shooting foul by G. Dieng (drawn by I. Rabb),21,32
2,10:57.0,,I. Rabb misses free throw 1 of 2,21,32
2,10:57.0,,Offensive rebound by Team,21,32
2,10:57.0,,I. Rabb misses free throw 2 of 2,21,32
2,10:55.0,Defensive rebound by G. Dieng,,21,32
2,10:48.0,I. Canaan misses 2-pt layup from 1 ft (block by B. Caboclo),,21,32
2,10:45.0,,Defensive rebound by B. Caboclo,21,32
2,10:40.0,,Turnover by J. Carter (bad pass; steal by A. Tolliver),21,32
2,10:27.0,G. Dieng makes 2-pt jump shot from 14 ft (assist by D. Šarić),,23,32
2,10:06.0,,I. Rabb makes 2-pt jump shot from 20 ft,23,34
2,9:49.0,J. Okogie makes 3-pt jump shot from 26 ft (assist by G. Dieng),,26,34
2,9:21.0,,B. Caboclo makes 3-pt jump shot from 23 ft,26,37
2,9:07.0,G. Dieng makes 2-pt jump shot from 21 ft (assist by I. Canaan),,28,37
2,8:41.0,,Offensive foul by S. Mack (drawn by J. Okogie),28,37
2,8:41.0,,Turnover by S. Mack (offensive foul),28,37
2,8:41.0,J. Bayless enters the game for I. Canaan,,28,37
2,8:41.0,,M. Conley enters the game for S. Mack,28,37
2,8:29.0,D. Šarić makes 2-pt jump shot from 3 ft (assist by J. Bayless),,30,37
2,8:19.0,,Personal foul by J. Okogie (drawn by M. Conley),30,37
2,8:12.0,Violation by Team (kicked ball),,30,37
2,8:04.0,,M. Conley misses 2-pt jump shot from 14 ft,30,37
2,8:02.0,,Offensive rebound by I. Rabb,30,37
2,8:00.0,,I. Rabb makes 2-pt layup at rim,30,39
2,7:49.0,Shooting foul by I. Rabb (drawn by J. Okogie),,30,39
2,7:49.0,J. Okogie makes free throw 1 of 2,,31,39
2,7:49.0,K. Towns enters the game for G. Dieng,,31,39
2,7:49.0,,J. Jackson enters the game for Y. Watanabe,31,39
2,7:49.0,J. Okogie makes free throw 2 of 2,,32,39
2,7:39.0,,B. Caboclo makes 2-pt layup from 1 ft (assist by I. Rabb),32,41
2,7:25.0,D. Šarić makes 3-pt jump shot from 26 ft (assist by J. Bayless),,35,41
2,7:10.0,,J. Jackson makes 2-pt layup from 1 ft,35,43
2,6:53.0,Personal foul by J. Carter (drawn by J. Bayless),,35,43
2,6:53.0,,Memphis full timeout,35,43
2,6:46.0,Turnover by J. Bayless (bad pass; steal by B. Caboclo),,35,43
2,6:32.0,,J. Carter misses 2-pt layup from 2 ft,35,43
2,6:30.0,Defensive rebound by J. Okogie,,35,43
2,6:14.0,J. Okogie makes 2-pt layup from 1 ft,,37,43
2,6:02.0,,M. Conley misses 3-pt jump shot from 26 ft,37,43
2,5:57.0,Defensive rebound by K. Towns,,37,43
2,5:46.0,Personal foul by M. Conley (drawn by D. Šarić),,37,43
2,5:46.0,A. Wiggins enters the game for A. Tolliver,,37,43
2,5:46.0,,J. Holiday enters the game for B. Caboclo,37,43
2,5:46.0,,J. Washburn enters the game for J. Carter,37,43
2,5:41.0,J. Bayless misses 2-pt jump shot from 12 ft,,37,43
2,5:38.0,,Defensive rebound by J. Jackson,37,43
2,5:38.0,,Turnover by J. Jackson (out of bounds lost ball),37,43
2,5:36.0,J. Okogie makes 2-pt layup from 1 ft (assist by J. Bayless),,39,43
2,5:26.0,,M. Conley misses 2-pt layup from 5 ft,39,43
2,5:26.0,Defensive rebound by Team,,39,43
2,5:15.0,K. Towns makes 2-pt dunk from 2 ft (assist by A. Wiggins),,41,43
2,5:15.0,Shooting foul by I. Rabb (drawn by K. Towns),,41,43
2,5:15.0,T. Gibson enters the game for D. Šarić,,41,43
2,5:15.0,K. Towns makes free throw 1 of 1,,42,43
2,4:53.0,,Personal foul by K. Towns (drawn by J. Jackson),42,43
2,4:48.0,,J. Jackson makes 3-pt jump shot from 25 ft (assist by M. Conley),42,46
2,4:38.0,Personal foul by I. Rabb (drawn by K. Towns),,42,46
2,4:38.0,K. Towns makes free throw 1 of 2,,43,46
2,4:38.0,,B. Caboclo enters the game for I. Rabb,43,46
2,4:38.0,K. Towns makes free throw 2 of 2,,44,46
2,4:23.0,,Personal foul by J. Bayless (drawn by M. Conley),44,46
2,4:20.0,,M. Conley makes 3-pt jump shot from 25 ft,44,49
2,4:20.0,,Shooting foul by J. Bayless (drawn by M. Conley),44,49
2,4:20.0,,M. Conley makes free throw 1 of 1,44,50
2,4:02.0,J. Okogie misses 3-pt jump shot from 26 ft,,44,50
2,3:59.0,Offensive rebound by K. Towns,,44,50
2,3:59.0,Turnover by K. Towns (step out of bounds),,44,50
2,3:51.0,,M. Conley misses 2-pt jump shot from 13 ft,44,50
2,3:48.0,Defensive rebound by J. Okogie,,44,50
2,3:36.0,J. Bayless misses 2-pt jump shot from 20 ft,,44,50
2,3:30.0,,Defensive rebound by J. Jackson,44,50
2,3:18.0,,J. Jackson misses 3-pt jump shot from 26 ft,44,50
2,3:17.0,,Offensive rebound by Team,44,50
2,3:17.0,Loose ball foul by T. Gibson (drawn by B. Caboclo),,44,50
2,3:17.0,,B. Caboclo makes free throw 1 of 2,44,51
2,3:17.0,,B. Caboclo makes free throw 2 of 2,44,52
2,3:03.0,Personal foul by B. Caboclo (drawn by K. Towns),,44,52
2,3:03.0,K. Towns makes free throw 1 of 2,,45,52
2,3:03.0,K. Towns makes free throw 2 of 2,,46,52
2,2:43.0,,J. Washburn misses 3-pt jump shot from 26 ft,46,52
2,2:39.0,Defensive rebound by K. Towns,,46,52
2,2:34.0,Shooting foul by J. Jackson (drawn by K. Towns),,46,52
2,2:34.0,Minnesota full timeout,,46,52
2,2:34.0,,Y. Watanabe enters the game for J. Washburn,46,52
2,2:34.0,K. Towns makes free throw 1 of 2,,47,52
2,2:34.0,K. Towns makes free throw 2 of 2,,48,52
2,2:18.0,,Shooting foul by J. Okogie (drawn by B. Caboclo),48,52
2,2:18.0,,B. Caboclo makes free throw 1 of 2,48,53
2,2:18.0,,B. Caboclo makes free throw 2 of 2,48,54
2,2:07.0,J. Bayless makes 3-pt jump shot from 23 ft (assist by K. Towns),,51,54
2,1:50.0,,Personal foul by T. Gibson (drawn by J. Jackson),51,54
2,1:50.0,,J. Jackson makes free throw 1 of 2,51,55
2,1:50.0,,J. Jackson makes free throw 2 of 2,51,56
2,1:27.0,J. Okogie misses 2-pt jump shot from 9 ft,,51,56
2,1:23.0,,Defensive rebound by Y. Watanabe,51,56
2,1:21.0,,Y. Watanabe misses 2-pt jump shot from 19 ft,51,56
2,1:18.0,Defensive rebound by J. Okogie,,51,56
2,1:18.0,D. Šarić enters the game for K. Towns,,51,56
2,1:03.0,J. Okogie misses 2-pt jump shot from 2 ft (block by B. Caboclo),,51,56
2,1:03.0,Offensive rebound by Team,,51,56
2,0:59.0,T. Gibson misses 2-pt hook shot from 2 ft,,51,56
2,0:56.0,,Defensive rebound by J. Holiday,51,56
2,0:50.0,,M. Conley makes 3-pt jump shot from 26 ft,51,59
2,0:42.0,J. Bayless misses 3-pt jump shot from 27 ft,,51,59
2,0:42.0,,Defensive rebound by J. Jackson,51,59
2,0:30.0,,M. Conley makes 3-pt jump shot from 27 ft,51,62
2,0:10.0,A. Wiggins makes 3-pt jump shot from 26 ft (assist by J. Bayless),,54,62
2,0:05.0,,Shooting foul by T. Gibson (drawn by J. Jackson),54,62
2,0:05.0,,J. Jackson misses free throw 1 of 2,54,62
2,0:05.0,,Offensive rebound by Team,54,62
2,0:05.0,K. Towns enters the game for T. Gibson,,54,62
2,0:05.0,,J. Washburn enters the game for B. Caboclo,54,62
2,0:05.0,,J. Jackson makes free throw 2 of 2,54,63
2,0:04.0,Turnover by A. Wiggins (bad pass; steal by M. Conley),,54,63
2,0:02.0,,M. Conley makes 3-pt jump shot from 28 ft,54,66
3,11:34.0,T. Gibson makes 2-pt layup from 1 ft,,56,66
3,11:14.0,,J. Holiday misses 2-pt layup from 6 ft,56,66
3,11:11.0,Defensive rebound by T. Gibson,,56,66
3,11:05.0,K. Towns misses 3-pt jump shot from 26 ft,,56,66
3,11:03.0,,Defensive rebound by J. Jackson,56,66
3,10:52.0,,J. Jackson misses 2-pt hook shot from 5 ft,56,66
3,10:50.0,,Offensive rebound by I. Rabb,56,66
3,10:50.0,,Shooting foul by T. Gibson (drawn by I. Rabb),56,66
3,10:50.0,,I. Rabb misses free throw 1 of 2,56,66
3,10:50.0,,Offensive rebound by Team,56,66
3,10:50.0,D. Šarić enters the game for T. Gibson,,56,66
3,10:50.0,,I. Rabb makes free throw 2 of 2,56,67
3,10:37.0,Personal foul by M. Conley (drawn by K. Towns),,56,67
3,10:30.0,K. Towns makes 2-pt jump shot from 19 ft (assist by J. Bayless),,58,67
3,10:13.0,,J. Washburn misses 2-pt jump shot from 12 ft,58,67
3,10:10.0,Defensive rebound by K. Towns,,58,67
3,10:01.0,A. Wiggins misses 3-pt jump shot from 23 ft,,58,67
3,9:59.0,Offensive rebound by K. Towns,,58,67
3,9:57.0,K. Towns makes 2-pt dunk at rim,,60,67
3,9:44.0,,M. Conley misses 2-pt jump shot from 11 ft,60,67
3,9:41.0,,Offensive rebound by M. Conley,60,67
3,9:34.0,,M. Conley misses 2-pt jump shot from 3 ft,60,67
3,9:30.0,Defensive rebound by K. Towns,,60,67
3,9:28.0,D. Šarić misses 3-pt jump shot from 25 ft,,60,67
3,9:24.0,,Defensive rebound by I. Rabb,60,67
3,9:09.0,,J. Jackson misses 2-pt layup from 1 ft,60,67
3,9:07.0,Defensive rebound by J. Okogie,,60,67
3,9:02.0,J. Okogie misses 2-pt layup from 3 ft,,60,67
3,8:57.0,Offensive rebound by A. Wiggins,,60,67
3,8:57.0,A. Wiggins makes 2-pt layup at rim,,62,67
3,8:52.0,,Memphis full timeout,62,67
3,8:41.0,,I. Rabb makes 2-pt dunk from 1 ft (assist by M. Conley),62,69
3,8:24.0,K. Towns makes 2-pt hook shot from 6 ft (assist by D. Šarić),,64,69
3,8:11.0,,I. Rabb makes 2-pt jump shot from 14 ft (assist by M. Conley),64,71
3,7:46.0,J. Bayless misses 3-pt jump shot from 26 ft,,64,71
3,7:44.0,,Defensive rebound by J. Washburn,64,71
3,7:38.0,,Shooting foul by D. Šarić (drawn by M. Conley),64,71
3,7:38.0,,M. Conley makes free throw 1 of 2,64,72
3,7:38.0,,M. Conley makes free throw 2 of 2,64,73
3,7:19.0,Turnover by K. Towns (bad pass; steal by J. Jackson),,64,73
3,7:14.0,,J. Jackson makes 2-pt layup from 1 ft (assist by M. Conley),64,75
3,7:14.0,Minnesota full timeout,,64,75
3,7:01.0,Shooting foul by I. Rabb (drawn by A. Wiggins),,64,75
3,7:01.0,A. Wiggins makes free throw 1 of 2,,65,75
3,7:01.0,,B. Caboclo enters the game for I. Rabb,65,75
3,7:01.0,A. Wiggins misses free throw 2 of 2,,65,75
3,6:59.0,,Defensive rebound by B. Caboclo,65,75
3,6:45.0,,J. Jackson misses 2-pt jump shot from 13 ft,65,75
3,6:38.0,Defensive rebound by D. Šarić,,65,75
3,6:34.0,K. Towns makes 2-pt layup from 2 ft (assist by D. Šarić),,67,75
3,6:34.0,Shooting foul by J. Jackson (drawn by K. Towns),,67,75
3,6:34.0,L. Deng enters the game for J. Okogie,,67,75
3,6:34.0,K. Towns makes free throw 1 of 1,,68,75
3,6:12.0,,J. Jackson makes 3-pt jump shot from 26 ft (assist by J. Holiday),68,78
3,5:50.0,Turnover by K. Towns (lost ball; steal by M. Conley),,68,78
3,5:46.0,,M. Conley misses 2-pt layup from 1 ft (block by A. Wiggins),68,78
3,5:43.0,Defensive rebound by K. Towns,,68,78
3,5:39.0,D. Šarić misses 3-pt jump shot from 26 ft,,68,78
3,5:36.0,Offensive rebound by J. Bayless,,68,78
3,5:31.0,L. Deng makes 2-pt layup from 1 ft (assist by K. Towns),,70,78
3,5:13.0,,B. Caboclo misses 3-pt jump shot from 25 ft,70,78
3,5:10.0,Defensive rebound by L. Deng,,70,78
3,5:01.0,D. Šarić misses 2-pt layup from 1 ft,,70,78
3,4:55.0,,Defensive rebound by J. Holiday,70,78
3,4:39.0,,J. Holiday makes 2-pt jump shot from 14 ft (assist by M. Conley),70,80
3,4:20.0,Turnover by D. Šarić (3 sec),,70,80
3,4:20.0,,S. Mack enters the game for M. Conley,70,80
3,4:08.0,,J. Holiday makes 3-pt jump shot from 26 ft (assist by J. Jackson),70,83
3,3:51.0,,Violation by Team (kicked ball),70,83
3,3:51.0,,Y. Watanabe enters the game for J. Washburn,70,83
3,3:41.0,A. Wiggins misses 3-pt jump shot from 24 ft,,70,83
3,3:38.0,Offensive rebound by D. Šarić,,70,83
3,3:36.0,J. Bayless misses 3-pt jump shot from 26 ft,,70,83
3,3:33.0,Offensive rebound by A. Wiggins,,70,83
3,3:31.0,L. Deng makes 3-pt jump shot from 26 ft (assist by A. Wiggins),,73,83
3,3:18.0,,J. Holiday makes 2-pt jump shot from 15 ft (assist by S. Mack),73,85
3,3:01.0,L. Deng misses 3-pt jump shot from 24 ft,,73,85
3,2:57.0,,Defensive rebound by Y. Watanabe,73,85
3,2:49.0,,Personal foul by J. Bayless (drawn by J. Holiday),73,85
3,2:49.0,G. Dieng enters the game for K. Towns,,73,85
3,2:43.0,,J. Jackson misses 3-pt jump shot from 25 ft,73,85
3,2:40.0,Defensive rebound by L. Deng,,73,85
3,2:33.0,A. Wiggins misses 3-pt jump shot from 24 ft,,73,85
3,2:29.0,Offensive rebound by G. Dieng,,73,85
3,2:29.0,G. Dieng makes 2-pt layup at rim,,75,85
3,2:18.0,,Turnover by S. Mack (bad pass; steal by L. Deng),75,85
3,2:15.0,L. Deng makes 2-pt layup from 1 ft,,77,85
3,2:13.0,,Memphis full timeout,77,85
3,2:13.0,I. Canaan enters the game for J. Bayless,,77,85
3,2:13.0,A. Tolliver enters the game for A. Wiggins,,77,85
3,1:57.0,,J. Holiday misses 2-pt jump shot from 13 ft,77,85
3,1:55.0,Defensive rebound by D. Šarić,,77,85
3,1:41.0,L. Deng makes 2-pt jump shot from 15 ft (assist by I. Canaan),,79,85
3,1:24.0,,S. Mack misses 3-pt jump shot from 26 ft,79,85
3,1:21.0,Defensive rebound by G. Dieng,,79,85
3,1:14.0,G. Dieng makes 2-pt jump shot from 10 ft (assist by I. Canaan),,81,85
3,0:52.0,,J. Jackson misses 2-pt layup from 2 ft (block by G. Dieng),81,85
3,0:50.0,Defensive rebound by I. Canaan,,81,85
3,0:46.0,Turnover by L. Deng (bad pass),,81,85
3,0:46.0,,M. Conley enters the game for B. Caboclo,81,85
3,0:39.0,,Y. Watanabe misses 2-pt jump shot from 3 ft,81,85
3,0:37.0,Defensive rebound by G. Dieng,,81,85
3,0:30.0,L. Deng makes 2-pt layup from 1 ft (assist by I. Canaan),,83,85
3,0:06.0,,Y. Watanabe misses 3-pt jump shot from 23 ft,83,85
3,0:03.0,Defensive rebound by L. Deng,,83,85
3,0:00.0,I. Canaan misses 3-pt jump shot from 39 ft,,83,85
3,0:00.0,Offensive rebound by Team,,83,85
4,11:43.0,,J. Washburn misses 3-pt jump shot from 26 ft,83,85
4,11:40.0,Defensive rebound by A. Tolliver,,83,85
4,11:25.0,A. Tolliver misses 2-pt jump shot from 7 ft,,83,85
4,11:22.0,,Defensive rebound by I. Rabb,83,85
4,11:14.0,,Turnover by M. Conley (bad pass; steal by G. Dieng),83,85
4,11:02.0,Turnover by G. Dieng (lost ball; steal by S. Mack),,83,85
4,10:57.0,,Y. Watanabe makes 2-pt layup from 2 ft (assist by M. Conley),83,87
4,10:38.0,L. Deng misses 2-pt jump shot from 10 ft,,83,87
4,10:36.0,,Defensive rebound by Y. Watanabe,83,87
4,10:30.0,,J. Washburn misses 3-pt jump shot from 26 ft,83,87
4,10:27.0,Defensive rebound by A. Tolliver,,83,87
4,10:14.0,G. Dieng misses 3-pt jump shot from 24 ft,,83,87
4,10:10.0,,Defensive rebound by J. Washburn,83,87
4,9:56.0,,M. Conley makes 2-pt layup at rim,83,89
4,9:38.0,G. Dieng misses 2-pt hook shot from 1 ft,,83,89
4,9:36.0,,Defensive rebound by I. Rabb,83,89
4,9:22.0,,Y. Watanabe makes 3-pt jump shot from 23 ft (assist by J. Washburn),83,92
4,9:21.0,Minnesota full timeout,,83,92
4,9:21.0,J. Okogie enters the game for L. Deng,,83,92
4,9:21.0,,J. Holiday enters the game for M. Conley,83,92
4,8:57.0,A. Tolliver misses 3-pt jump shot from 24 ft,,83,92
4,8:57.0,Offensive rebound by Team,,83,92
4,8:57.0,Turnover by Team (shot clock),,83,92
4,8:57.0,D. Šarić enters the game for J. Bayless,,83,92
4,8:57.0,K. Towns enters the game for G. Dieng,,83,92
4,8:57.0,A. Wiggins enters the game for A. Tolliver,,83,92
4,8:45.0,,J. Holiday misses 2-pt jump shot from 19 ft (block by I. Canaan),83,92
4,8:42.0,,Offensive rebound by J. Holiday,83,92
4,8:34.0,,I. Rabb makes 2-pt layup from 1 ft,83,94
4,8:13.0,I. Canaan misses 3-pt jump shot from 26 ft,,83,94
4,8:11.0,,Defensive rebound by Team,83,94
4,8:05.0,,Personal foul by K. Towns (drawn by I. Rabb),83,94
4,8:05.0,J. Bayless enters the game for I. Canaan,,83,94
4,8:05.0,,J. Jackson enters the game for Y. Watanabe,83,94
4,7:56.0,,Personal foul by D. Šarić (drawn by I. Rabb),83,94
4,7:50.0,,S. Mack misses 3-pt jump shot from 26 ft,83,94
4,7:45.0,Defensive rebound by J. Okogie,,83,94
4,7:34.0,J. Bayless makes 2-pt jump shot from 21 ft (assist by D. Šarić),,85,94
4,7:14.0,,J. Washburn misses 2-pt jump shot from 12 ft,85,94
4,7:10.0,Defensive rebound by A. Wiggins,,85,94
4,7:02.0,A. Wiggins makes 2-pt layup from 1 ft,,87,94
4,7:02.0,,Memphis full timeout,87,94
4,7:02.0,,M. Conley enters the game for S. Mack,87,94
4,6:43.0,,M. Conley misses 2-pt jump shot from 16 ft,87,94
4,6:37.0,,J. Washburn makes 2-pt layup from 1 ft,87,96
4,6:37.0,,Offensive rebound by J. Washburn,87,96
4,6:23.0,K. Towns makes 2-pt dunk at rim,,89,96
4,6:15.0,,J. Holiday misses 2-pt layup from 2 ft,89,96
4,6:12.0,Defensive rebound by D. Šarić,,89,96
4,6:09.0,A. Wiggins makes 2-pt jump shot from 8 ft,,91,96
4,5:54.0,,M. Conley makes 2-pt jump shot from 8 ft,91,98
4,5:54.0,,Shooting foul by A. Wiggins (drawn by M. Conley),91,98
4,5:54.0,L. Deng enters the game for J. Okogie,,91,98
4,5:54.0,,M. Conley misses free throw 1 of 1,91,98
4,5:51.0,Defensive rebound by K. Towns,,91,98
4,5:35.0,A. Wiggins misses 3-pt jump shot from 25 ft,,91,98
4,5:33.0,,Defensive rebound by M. Conley,91,98
4,5:17.0,,J. Holiday misses 2-pt jump shot from 18 ft,91,98
4,5:16.0,Defensive rebound by Team,,91,98
4,5:06.0,K. Towns misses 2-pt hook shot from 8 ft,,91,98
4,5:03.0,,Defensive rebound by I. Rabb,91,98
4,4:48.0,,J. Washburn makes 3-pt jump shot from 26 ft (assist by M. Conley),91,101
4,4:46.0,Minnesota full timeout,,91,101
4,4:34.0,D. Šarić makes 3-pt jump shot from 26 ft (assist by J. Bayless),,94,101
4,4:14.0,,J. Jackson misses 3-pt jump shot from 25 ft,94,101
4,4:13.0,Defensive rebound by D. Šarić,,94,101
