QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,NEW YORK_ACTION,PHILADELPHIA_SCORE,NEW YORK_SCORE
2,10:03.0,Offensive rebound by J. Embiid,,40,38
2,10:03.0,J. Embiid makes 2-pt layup at rim,,42,38
2,9:51.0,,A. Trier makes 2-pt layup from 1 ft (assist by M. Robinson),42,40
2,9:51.0,Violation by Team (def goaltending),,42,40
2,9:35.0,B. Simmons makes 2-pt hook shot from 7 ft (assist by J. Embiid),,44,40
2,9:23.0,,D. Dotson misses 3-pt jump shot from 25 ft,44,40
2,9:21.0,Defensive rebound by M. Scott,,44,40
2,9:12.0,Turnover by B. Simmons (bad pass; steal by M. Robinson),,44,40
2,9:07.0,,K. Allen makes 3-pt jump shot from 25 ft (assist by A. Trier),44,43
2,9:04.0,Philadelphia full timeout,,44,43
2,8:46.0,J. Embiid misses 2-pt jump shot from 12 ft,,44,43
2,8:44.0,,Defensive rebound by M. Robinson,44,43
2,8:34.0,,Turnover by L. Kornet (out of bounds lost ball),44,43
2,8:20.0,J. Simmons misses 2-pt jump shot from 8 ft,,44,43
2,8:19.0,Offensive rebound by J. Embiid,,44,43
2,8:18.0,Shooting foul by M. Robinson (drawn by J. Embiid),,44,43
2,8:18.0,J. Embiid makes free throw 1 of 2,,45,43
2,8:18.0,J. Butler enters the game for J. Redick,,45,43
2,8:18.0,T. Harris enters the game for B. Simmons,,45,43
2,8:18.0,T. McConnell enters the game for J. Simmons,,45,43
2,8:18.0,,K. Knox enters the game for D. Dotson,45,43
2,8:18.0,J. Embiid makes free throw 2 of 2,,46,43
2,8:15.0,,Turnover by L. Kornet (bad pass; steal by T. McConnell),46,43
2,8:11.0,M. Scott makes 2-pt jump shot from 2 ft (assist by T. McConnell),,48,43
2,7:52.0,,Personal foul by T. McConnell (drawn by M. Robinson),48,43
2,7:52.0,B. Marjanović enters the game for J. Embiid,,48,43
2,7:52.0,,D. Smith enters the game for K. Allen,48,43
2,7:39.0,,Turnover by D. Smith (bad pass; steal by J. Butler),48,43
2,7:28.0,B. Marjanović makes 2-pt hook shot from 5 ft (assist by J. Butler),,50,43
2,7:22.0,,New York full timeout,50,43
2,7:13.0,,Turnover by A. Trier (bad pass; steal by T. McConnell),50,43
2,7:10.0,T. McConnell misses 2-pt layup from 1 ft,,50,43
2,7:08.0,Offensive rebound by T. McConnell,,50,43
2,7:07.0,T. McConnell misses 2-pt layup at rim,,50,43
2,7:05.0,,Defensive rebound by D. Smith,50,43
2,7:02.0,,K. Knox misses 2-pt jump shot from 23 ft,50,43
2,7:00.0,Defensive rebound by J. Butler,,50,43
2,6:51.0,M. Scott makes 3-pt jump shot from 23 ft (assist by J. Butler),,53,43
2,6:27.0,,L. Kornet misses 3-pt jump shot from 25 ft,53,43
2,6:25.0,Defensive rebound by J. Butler,,53,43
2,6:21.0,Offensive foul by B. Marjanović (drawn by L. Kornet),,53,43
2,6:21.0,Turnover by B. Marjanović (offensive foul),,53,43
2,6:21.0,,D. Dotson enters the game for L. Kornet,53,43
2,6:21.0,,D. Jordan enters the game for M. Robinson,53,43
2,6:21.0,,N. Vonleh enters the game for A. Trier,53,43
2,6:02.0,,D. Smith makes 2-pt dunk from 1 ft (assist by D. Jordan),53,45
2,5:45.0,B. Marjanović misses 2-pt layup from 3 ft,,53,45
2,5:43.0,,Defensive rebound by N. Vonleh,53,45
2,5:29.0,,D. Smith makes 2-pt layup from 1 ft (assist by D. Jordan),53,47
2,5:06.0,T. Harris makes 2-pt layup from 1 ft (assist by B. Marjanović),,55,47
2,4:55.0,,D. Smith misses 2-pt layup from 1 ft,55,47
2,4:53.0,,Offensive rebound by N. Vonleh,55,47
2,4:53.0,,N. Vonleh misses 2-pt layup from 1 ft,55,47
2,4:52.0,Defensive rebound by T. Harris,,55,47
2,4:43.0,J. Butler makes 2-pt layup from 1 ft (assist by B. Marjanović),,57,47
2,4:43.0,Shooting foul by N. Vonleh (drawn by J. Butler),,57,47
2,4:43.0,J. Embiid enters the game for B. Marjanović,,57,47
2,4:43.0,J. Redick enters the game for T. McConnell,,57,47
2,4:43.0,B. Simmons enters the game for M. Scott,,57,47
2,4:43.0,J. Butler makes free throw 1 of 1,,58,47
2,4:32.0,,Personal foul by J. Redick (drawn by D. Jordan),58,47
2,4:24.0,,K. Knox makes 2-pt dunk from 1 ft (assist by D. Jordan),58,49
2,4:24.0,,Shooting foul by B. Simmons (drawn by K. Knox),58,49
2,4:24.0,,K. Knox misses free throw 1 of 1,58,49
2,4:22.0,Defensive rebound by T. Harris,,58,49
2,4:14.0,Shooting foul by K. Knox (drawn by B. Simmons),,58,49
2,4:14.0,B. Simmons makes free throw 1 of 2,,59,49
2,4:14.0,,A. Trier enters the game for K. Knox,59,49
2,4:14.0,B. Simmons misses free throw 2 of 2,,59,49
2,4:13.0,,Defensive rebound by Team,59,49
2,3:58.0,,D. Smith makes 2-pt layup from 2 ft,59,51
2,3:49.0,Shooting foul by A. Trier (drawn by J. Butler),,59,51
2,3:49.0,J. Butler makes free throw 1 of 2,,60,51
2,3:49.0,J. Butler makes free throw 2 of 2,,61,51
2,3:25.0,,D. Jordan misses 2-pt hook shot from 4 ft,61,51
2,3:23.0,Defensive rebound by J. Butler,,61,51
2,3:07.0,Personal foul by N. Vonleh (drawn by J. Embiid),,61,51
2,3:07.0,J. Embiid misses free throw 1 of 2,,61,51
2,3:07.0,Offensive rebound by Team,,61,51
2,3:07.0,J. Embiid makes free throw 2 of 2,,62,51
2,2:48.0,,A. Trier misses 3-pt jump shot from 25 ft,62,51
2,2:46.0,Defensive rebound by J. Redick,,62,51
2,2:41.0,J. Embiid makes 2-pt dunk from 1 ft (assist by T. Harris),,64,51
2,2:30.0,,D. Jordan makes 2-pt layup from 2 ft (assist by A. Trier),64,53
2,2:11.0,T. Harris misses 3-pt jump shot from 22 ft,,64,53
2,2:09.0,,Defensive rebound by N. Vonleh,64,53
2,2:03.0,,D. Smith misses 2-pt layup from 2 ft,64,53
2,2:02.0,Defensive rebound by J. Embiid,,64,53
2,2:01.0,Turnover by J. Embiid (bad pass),,64,53
2,1:42.0,,D. Smith misses 2-pt jump shot from 8 ft,64,53
2,1:40.0,Defensive rebound by J. Embiid,,64,53
2,1:36.0,Turnover by J. Embiid (bad pass; steal by N. Vonleh),,64,53
2,1:34.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by D. Dotson),64,55
2,1:21.0,Shooting foul by D. Smith (drawn by B. Simmons),,64,55
2,1:21.0,B. Simmons makes free throw 1 of 2,,65,55
2,1:21.0,,K. Allen enters the game for D. Smith,65,55
2,1:21.0,B. Simmons makes free throw 2 of 2,,66,55
2,1:10.0,,D. Dotson misses 3-pt jump shot from 25 ft,66,55
2,1:08.0,,Offensive rebound by D. Jordan,66,55
2,1:08.0,,D. Jordan misses 2-pt layup from 1 ft,66,55
2,1:06.0,,Offensive rebound by D. Dotson,66,55
2,1:01.0,,N. Vonleh misses 3-pt jump shot from 28 ft,66,55
2,0:59.0,Defensive rebound by T. Harris,,66,55
2,0:44.0,J. Embiid makes 2-pt jump shot from 13 ft (assist by J. Butler),,68,55
2,0:20.0,,A. Trier misses 2-pt layup at rim (block by J. Butler),68,55
2,0:18.0,Defensive rebound by J. Embiid,,68,55
2,0:15.0,J. Redick makes 3-pt jump shot from 23 ft (assist by B. Simmons),,71,55
2,0:02.0,,K. Allen misses 2-pt jump shot from 10 ft,71,55
2,0:01.0,Defensive rebound by J. Embiid,,71,55
3,11:45.0,Shooting foul by D. Jordan (drawn by J. Embiid),,71,55
3,11:45.0,J. Embiid makes free throw 1 of 2,,72,55
3,11:45.0,J. Embiid makes free throw 2 of 2,,73,55
3,11:33.0,,Shooting foul by T. Harris (drawn by D. Dotson),73,55
3,11:33.0,,D. Dotson makes free throw 1 of 2,73,56
3,11:33.0,,D. Dotson makes free throw 2 of 2,73,57
3,11:20.0,T. Harris makes 3-pt jump shot from 24 ft (assist by J. Redick),,76,57
3,11:08.0,,D. Smith misses 2-pt jump shot from 21 ft (block by B. Simmons),76,57
3,11:07.0,Defensive rebound by B. Simmons,,76,57
3,11:07.0,B. Simmons makes 2-pt dunk from 2 ft,,78,57
3,11:05.0,Shooting foul by D. Smith (drawn by B. Simmons),,78,57
3,11:05.0,B. Simmons misses free throw 1 of 1,,78,57
3,11:05.0,,Defensive rebound by D. Jordan,78,57
3,10:56.0,,N. Vonleh misses 3-pt jump shot from 25 ft,78,57
3,10:54.0,Defensive rebound by J. Embiid,,78,57
3,10:37.0,B. Simmons makes 2-pt layup from 1 ft,,80,57
3,10:21.0,,K. Knox makes 2-pt jump shot from 15 ft (assist by D. Jordan),80,59
3,10:03.0,J. Redick misses 3-pt jump shot from 23 ft,,80,59
3,10:01.0,,Defensive rebound by K. Knox,80,59
3,9:51.0,,K. Knox makes 3-pt jump shot from 25 ft (assist by D. Jordan),80,62
3,9:42.0,B. Simmons makes 2-pt jump shot from 5 ft,,82,62
3,9:42.0,Shooting foul by N. Vonleh (drawn by B. Simmons),,82,62
3,9:42.0,,L. Thomas enters the game for N. Vonleh,82,62
3,9:42.0,B. Simmons misses free throw 1 of 1,,82,62
3,9:39.0,,Defensive rebound by L. Thomas,82,62
3,9:29.0,,K. Knox misses 2-pt layup from 6 ft,82,62
3,9:27.0,Defensive rebound by T. Harris,,82,62
3,9:14.0,J. Embiid makes 2-pt layup from 1 ft,,84,62
3,9:06.0,,Personal foul by B. Simmons (drawn by D. Smith),84,62
3,9:02.0,,K. Knox misses 3-pt jump shot from 25 ft,84,62
3,8:58.0,Defensive rebound by B. Simmons,,84,62
3,8:54.0,T. Harris makes 2-pt layup from 2 ft (assist by B. Simmons),,86,62
3,8:54.0,,New York full timeout,86,62
3,8:40.0,,D. Jordan misses 2-pt layup from 1 ft (block by T. Harris),86,62
3,8:39.0,,Offensive rebound by Team,86,62
3,8:34.0,,D. Smith misses 2-pt layup from 2 ft (block by J. Butler),86,62
3,8:32.0,Defensive rebound by J. Butler,,86,62
3,8:30.0,Shooting foul by K. Knox (drawn by B. Simmons),,86,62
3,8:30.0,B. Simmons misses free throw 1 of 2,,86,62
3,8:30.0,Offensive rebound by Team,,86,62
3,8:30.0,B. Simmons makes free throw 2 of 2,,87,62
3,8:15.0,,D. Dotson misses 2-pt jump shot from 20 ft,87,62
3,8:13.0,Defensive rebound by J. Redick,,87,62
3,8:00.0,Shooting foul by D. Jordan (drawn by B. Simmons),,87,62
3,8:00.0,B. Simmons makes free throw 1 of 2,,88,62
3,8:00.0,,L. Kornet enters the game for D. Dotson,88,62
3,8:00.0,,M. Robinson enters the game for D. Jordan,88,62
3,8:00.0,,A. Trier enters the game for K. Knox,88,62
3,8:00.0,B. Simmons misses free throw 2 of 2,,88,62
3,7:58.0,,Defensive rebound by L. Kornet,88,62
3,7:53.0,,Personal foul by B. Simmons (drawn by D. Smith),88,62
3,7:44.0,,L. Kornet misses 3-pt jump shot from 25 ft,88,62
3,7:42.0,,Offensive rebound by M. Robinson,88,62
3,7:42.0,,M. Robinson misses 2-pt layup from 1 ft,88,62
3,7:40.0,Defensive rebound by J. Redick,,88,62
3,7:30.0,J. Redick misses 2-pt jump shot from 21 ft,,88,62
3,7:28.0,,Defensive rebound by M. Robinson,88,62
3,7:24.0,,L. Thomas makes 2-pt layup at rim (assist by D. Smith),88,64
3,7:06.0,T. Harris misses 3-pt jump shot from 25 ft,,88,64
3,7:04.0,,Defensive rebound by M. Robinson,88,64
3,6:57.0,,L. Thomas makes 3-pt jump shot from 23 ft (assist by D. Smith),88,67
3,6:57.0,Philadelphia full timeout,,88,67
3,6:57.0,J. Ennis enters the game for J. Embiid,,88,67
3,6:57.0,B. Marjanović enters the game for J. Redick,,88,67
3,6:57.0,T. McConnell enters the game for B. Simmons,,88,67
3,6:38.0,J. Ennis misses 3-pt jump shot from 23 ft,,88,67
3,6:36.0,Offensive rebound by B. Marjanović,,88,67
3,6:34.0,T. McConnell makes 2-pt jump shot from 12 ft (assist by J. Butler),,90,67
3,6:07.0,,D. Smith misses 2-pt jump shot from 14 ft,90,67
3,6:05.0,Defensive rebound by B. Marjanović,,90,67
3,5:57.0,J. Butler misses 2-pt layup from 2 ft (block by M. Robinson),,90,67
3,5:56.0,,Defensive rebound by Team,90,67
3,5:48.0,,A. Trier makes 3-pt jump shot from 26 ft (assist by D. Smith),90,70
3,5:30.0,J. Ennis misses 3-pt jump shot from 26 ft,,90,70
3,5:28.0,,Defensive rebound by L. Kornet,90,70
3,5:13.0,,M. Robinson misses 2-pt layup from 1 ft,90,70
3,5:12.0,,Offensive rebound by M. Robinson,90,70
3,5:11.0,,Shooting foul by B. Marjanović (drawn by M. Robinson),90,70
3,5:11.0,,M. Robinson makes free throw 1 of 2,90,71
3,5:11.0,,M. Robinson makes free throw 2 of 2,90,72
3,4:59.0,Turnover by B. Marjanović (bad pass; steal by D. Smith),,90,72
3,4:43.0,,D. Smith makes 2-pt layup at rim (assist by L. Kornet),90,74
3,4:27.0,T. McConnell makes 2-pt jump shot from 13 ft (assist by B. Marjanović),,92,74
3,4:11.0,,L. Kornet misses 3-pt jump shot from 28 ft,92,74
3,4:07.0,Defensive rebound by T. McConnell,,92,74
3,4:00.0,B. Marjanović makes 2-pt layup from 1 ft (assist by J. Ennis),,94,74
3,3:41.0,,A. Trier misses 2-pt jump shot from 12 ft,94,74
3,3:39.0,Defensive rebound by T. McConnell,,94,74
3,3:37.0,T. Harris makes 2-pt layup from 1 ft (assist by T. McConnell),,96,74
3,3:37.0,,Violation by Team (def goaltending),96,74
3,3:30.0,,Shooting foul by T. McConnell (drawn by D. Smith),96,74
3,3:30.0,,D. Smith makes free throw 1 of 3,96,75
3,3:30.0,,D. Smith makes free throw 2 of 3,96,76
3,3:30.0,J. Embiid enters the game for J. Butler,,96,76
3,3:30.0,J. Redick enters the game for J. Ennis,,96,76
3,3:30.0,B. Simmons enters the game for B. Marjanović,,96,76
3,3:30.0,J. Simmons enters the game for T. McConnell,,96,76
3,3:30.0,,D. Smith makes free throw 3 of 3,96,77
3,3:17.0,J. Embiid misses 2-pt jump shot from 20 ft,,96,77
3,3:15.0,,Defensive rebound by L. Thomas,96,77
3,3:05.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by D. Smith),96,79
3,2:53.0,Turnover by B. Simmons (bad pass; steal by M. Robinson),,96,79
3,2:51.0,,Shooting foul by T. Harris (drawn by M. Robinson),96,79
3,2:51.0,,M. Robinson makes free throw 1 of 2,96,80
3,2:51.0,,K. Allen enters the game for D. Smith,96,80
3,2:51.0,,M. Robinson misses free throw 2 of 2,96,80
3,2:49.0,Defensive rebound by J. Embiid,,96,80
3,2:43.0,T. Harris misses 3-pt jump shot from 26 ft,,96,80
3,2:41.0,,Defensive rebound by M. Robinson,96,80
3,2:34.0,,Turnover by K. Allen (lost ball; steal by J. Simmons),96,80
3,2:33.0,Personal foul by L. Thomas (drawn by J. Redick),,96,80
3,2:33.0,J. Redick makes free throw 1 of 2,,97,80
3,2:33.0,J. Redick makes free throw 2 of 2,,98,80
3,2:22.0,,M. Robinson makes 2-pt layup from 1 ft (assist by K. Allen),98,82
3,2:22.0,,Shooting foul by J. Embiid (drawn by M. Robinson),98,82
3,2:22.0,M. Scott enters the game for T. Harris,,98,82
3,2:22.0,,M. Robinson makes free throw 1 of 1,98,83
3,2:07.0,Turnover by J. Redick (bad pass; steal by K. Allen),,98,83
3,2:07.0,,Clear path foul by J. Redick,98,83
3,2:07.0,,K. Allen makes clear path free throw 1 of 2,98,84
3,2:07.0,,K. Allen misses clear path free throw 2 of 2,98,84
3,2:07.0,,Offensive rebound by Team,98,84
3,1:49.0,,Turnover by K. Allen (bad pass),98,84
3,1:33.0,M. Scott misses 3-pt jump shot from 25 ft,,98,84
3,1:31.0,,Defensive rebound by K. Allen,98,84
3,1:26.0,,Personal foul by B. Simmons (drawn by L. Kornet),98,84
3,1:26.0,,L. Kornet makes free throw 1 of 2,98,85
3,1:26.0,,L. Kornet makes free throw 2 of 2,98,86
3,1:14.0,J. Redick makes 2-pt jump shot from 19 ft (assist by B. Simmons),,100,86
3,0:54.0,,L. Kornet misses 3-pt jump shot from 27 ft,100,86
3,0:52.0,Defensive rebound by J. Embiid,,100,86
3,0:40.0,J. Embiid misses 2-pt jump shot from 16 ft,,100,86
3,0:38.0,,Defensive rebound by L. Kornet,100,86
3,0:32.0,,K. Allen makes 2-pt jump shot from 4 ft,100,88
3,0:09.0,J. Redick misses 2-pt jump shot from 18 ft,,100,88
3,0:07.0,,Defensive rebound by A. Trier,100,88
3,0:02.0,,A. Trier makes 3-pt jump shot from 25 ft,100,91
3,0:01.0,J. Simmons misses 3-pt jump shot from 35 ft,,100,91
3,0:00.0,Offensive rebound by Team,,100,91
4,11:36.0,,Turnover by A. Trier (traveling),100,91
4,11:25.0,J. Simmons makes 3-pt jump shot from 26 ft (assist by J. Embiid),,103,91
4,11:12.0,,M. Robinson makes 2-pt layup from 1 ft (assist by K. Allen),103,93
4,10:59.0,Shooting foul by L. Kornet (drawn by J. Embiid),,103,93
4,10:59.0,J. Embiid makes free throw 1 of 2,,104,93
4,10:59.0,J. Embiid makes free throw 2 of 2,,105,93
4,10:37.0,,M. Robinson makes 2-pt dunk from 2 ft (assist by L. Thomas),105,95
4,10:20.0,Turnover by J. Embiid (bad pass),,105,95
4,9:57.0,,A. Trier misses 2-pt jump shot from 19 ft,105,95
4,9:55.0,Defensive rebound by J. Simmons,,105,95
4,9:40.0,J. Embiid makes 2-pt layup from 2 ft (assist by J. Simmons),,107,95
4,9:39.0,,Turnover by K. Allen (lost ball; steal by B. Simmons),107,95
4,9:37.0,Turnover by B. Simmons (bad pass; steal by K. Allen),,107,95
4,9:30.0,,Shooting foul by J. Embiid (drawn by A. Trier),107,95
4,9:30.0,,A. Trier makes free throw 1 of 2,107,96
4,9:30.0,,A. Trier makes free throw 2 of 2,107,97
4,9:17.0,B. Simmons misses 2-pt jump shot from 13 ft,,107,97
4,9:15.0,,Defensive rebound by M. Robinson,107,97
4,8:56.0,,L. Kornet makes 2-pt layup from 1 ft (assist by A. Trier),107,99
4,8:36.0,J. Embiid makes 2-pt layup from 7 ft (assist by J. Redick),,109,99
4,8:36.0,Shooting foul by L. Kornet (drawn by J. Embiid),,109,99
4,8:36.0,,D. Dotson enters the game for A. Trier,109,99
4,8:36.0,J. Embiid misses free throw 1 of 1,,109,99
4,8:34.0,,Defensive rebound by L. Kornet,109,99
4,8:21.0,,K. Allen makes 2-pt jump shot from 8 ft,109,101
4,8:10.0,M. Scott misses 3-pt jump shot from 26 ft,,109,101
4,8:08.0,,Defensive rebound by L. Thomas,109,101
4,8:03.0,,Personal foul by J. Simmons (drawn by D. Dotson),109,101
