QUARTER,TIME_REMAINING,DALLAS_ACTION,MEMPHIS_ACTION,DALLAS_SCORE,MEMPHIS_SCORE
4,2:17.0,,S. Mack enters the game for J. Jackson,84,92
4,2:07.0,,K. Anderson misses 3-pt jump shot from 23 ft,84,92
4,2:03.0,Defensive rebound by D. Jordan,,84,92
4,2:02.0,Turnover by L. Dončić (lost ball; steal by K. Anderson),,84,92
4,2:00.0,,K. Anderson makes 2-pt dunk from 1 ft,84,94
4,1:43.0,Turnover by D. Smith (lost ball; steal by M. Gasol),,84,94
4,1:43.0,,Personal take foul by D. Smith (drawn by M. Conley),84,94
4,1:43.0,M. Kleber enters the game for D. Jordan,,84,94
4,1:25.0,,M. Gasol misses 2-pt jump shot from 11 ft,84,94
4,1:21.0,Defensive rebound by L. Dončić,,84,94
4,1:20.0,Personal foul by G. Temple (drawn by L. Dončić),,84,94
4,1:15.0,L. Dončić misses 2-pt jump shot from 1 ft,,84,94
4,1:10.0,,Defensive rebound by M. Gasol,84,94
4,1:09.0,,Turnover by M. Conley (out of bounds lost ball),84,94
4,1:03.0,D. Smith makes 2-pt layup from 1 ft,,86,94
4,0:47.0,,G. Temple makes 2-pt layup from 1 ft (assist by M. Conley),86,96
4,0:40.0,D. Finney-Smith makes 2-pt dunk from 1 ft (assist by L. Dončić),,88,96
4,0:35.0,,Personal take foul by L. Dončić (drawn by G. Temple),88,96
4,0:35.0,,G. Temple makes free throw 1 of 2,88,97
4,0:35.0,R. Broekhoff enters the game for L. Dončić,,88,97
4,0:35.0,J. Brunson enters the game for D. Smith,,88,97
4,0:35.0,,G. Temple makes free throw 2 of 2,88,98
4,0:27.0,M. Kleber misses 2-pt layup from 1 ft (block by M. Gasol),,88,98
4,0:24.0,,Defensive rebound by M. Conley,88,98
4,0:02.0,,Turnover by Team (shot clock),88,98
