QUARTER,TIME_REMAINING,MEMPHIS_ACTION,SAN ANTONIO_ACTION,MEMPHIS_SCORE,SAN ANTONIO_SCORE
1,3:05.0,,Offensive rebound by L. Aldridge,25,18
1,3:00.0,,D. DeRozan makes 2-pt layup from 1 ft (assist by L. Aldridge),25,20
1,2:47.0,Turnover by J. Green (bad pass; steal by D. Bertāns),,25,20
1,2:42.0,,D. Bertāns misses 3-pt jump shot from 24 ft,25,20
1,2:38.0,Defensive rebound by J. Green,,25,20
1,2:24.0,Offensive foul by J. Jackson (drawn by P. Mills),,25,20
1,2:24.0,Turnover by J. Jackson (offensive foul),,25,20
1,2:24.0,Memphis full timeout,,25,20
1,2:24.0,O. Casspi enters the game for J. Jackson,,25,20
1,2:24.0,,M. Belinelli enters the game for D. DeRozan,25,20
1,2:05.0,,P. Mills makes 3-pt jump shot from 23 ft (assist by D. Bertāns),25,23
1,1:56.0,Offensive foul by J. Green (drawn by D. Bertāns),,25,23
1,1:56.0,Turnover by J. Green (offensive foul),,25,23
1,1:56.0,,D. White enters the game for L. Aldridge,25,23
1,1:52.0,,Technical foul by,25,23
1,1:52.0,,M. Belinelli makes technical free throw,25,24
1,1:48.0,,M. Belinelli misses 2-pt jump shot from 18 ft,25,24
1,1:44.0,Defensive rebound by O. Casspi,,25,24
1,1:36.0,W. Selden misses 2-pt jump shot from 14 ft (block by P. Mills),,25,24
1,1:32.0,,Defensive rebound by P. Mills,25,24
1,1:30.0,,J. Poeltl makes 2-pt layup from 1 ft (assist by P. Mills),25,26
1,1:16.0,Turnover by J. Green (bad pass; steal by D. White),,25,26
1,1:16.0,,Turnover by M. Belinelli (traveling),25,26
1,1:08.0,J. Green makes 3-pt jump shot from 25 ft (assist by S. Mack),,28,26
1,0:55.0,,D. Bertāns makes 3-pt jump shot from 26 ft (assist by D. White),28,29
1,0:55.0,,Shooting foul by O. Casspi (drawn by D. Bertāns),28,29
1,0:55.0,,D. Bertāns makes free throw 1 of 1,28,30
1,0:40.0,Shooting foul by M. Belinelli (drawn by W. Selden),,28,30
1,0:40.0,W. Selden makes free throw 1 of 2,,29,30
1,0:40.0,W. Selden makes free throw 2 of 2,,30,30
1,0:33.0,,Shooting foul by J. Green (drawn by P. Mills),30,30
1,0:33.0,,P. Mills makes free throw 1 of 2,30,31
1,0:33.0,M. Brooks enters the game for J. Green,,30,31
1,0:33.0,,P. Mills makes free throw 2 of 2,30,32
1,0:09.0,M. Brooks misses 2-pt jump shot from 7 ft (block by J. Poeltl),,30,32
1,0:06.0,,Defensive rebound by D. White,30,32
1,0:01.0,,M. Belinelli misses 3-pt jump shot from 25 ft,30,32
1,0:01.0,Defensive rebound by W. Selden,,30,32
2,11:44.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by R. Gay),30,34
2,11:22.0,W. Selden misses 2-pt jump shot from 13 ft,,30,34
2,11:22.0,Offensive rebound by Team,,30,34
2,11:10.0,O. Casspi makes 2-pt dunk from 2 ft (assist by S. Mack),,32,34
2,10:56.0,,P. Mills misses 2-pt layup from 2 ft,32,34
2,10:54.0,Defensive rebound by M. Gasol,,32,34
2,10:49.0,Shooting foul by L. Aldridge (drawn by S. Mack),,32,34
2,10:49.0,S. Mack misses free throw 1 of 2,,32,34
2,10:49.0,Offensive rebound by Team,,32,34
2,10:49.0,S. Mack makes free throw 2 of 2,,33,34
2,10:40.0,,Shooting foul by S. Mack (drawn by P. Mills),33,34
2,10:40.0,,P. Mills makes free throw 1 of 2,33,35
2,10:40.0,,P. Mills makes free throw 2 of 2,33,36
2,10:19.0,M. Gasol makes 2-pt jump shot from 16 ft,,35,36
2,9:59.0,,L. Aldridge misses 2-pt layup from 1 ft,35,36
2,9:57.0,Defensive rebound by M. Gasol,,35,36
2,9:53.0,Personal foul by P. Mills (drawn by W. Selden),,35,36
2,9:53.0,,B. Forbes enters the game for P. Mills,35,36
2,9:38.0,M. Gasol misses 2-pt jump shot from 15 ft,,35,36
2,9:38.0,Offensive rebound by Team,,35,36
2,9:38.0,,Loose ball foul by D. White (drawn by O. Casspi),35,36
2,9:33.0,Personal foul by B. Forbes (drawn by M. Gasol),,35,36
2,9:29.0,S. Mack misses 3-pt jump shot from 25 ft,,35,36
2,9:25.0,,Defensive rebound by R. Gay,35,36
2,9:07.0,,B. Forbes makes 2-pt jump shot from 6 ft (assist by L. Aldridge),35,38
2,8:54.0,W. Selden misses 2-pt jump shot from 4 ft (block by R. Gay),,35,38
2,8:54.0,Offensive rebound by Team,,35,38
2,8:54.0,,D. DeRozan enters the game for D. White,35,38
2,8:47.0,O. Casspi makes 2-pt layup from 2 ft (assist by M. Brooks),,37,38
2,8:27.0,,D. DeRozan misses 2-pt jump shot from 15 ft,37,38
2,8:25.0,Defensive rebound by M. Gasol,,37,38
2,8:19.0,O. Casspi makes 2-pt layup from 1 ft (assist by W. Selden),,39,38
2,8:17.0,,San Antonio full timeout,39,38
2,8:17.0,,Q. Pondexter enters the game for R. Gay,39,38
2,7:58.0,,B. Forbes misses 3-pt jump shot from 26 ft,39,38
2,7:57.0,Defensive rebound by O. Casspi,,39,38
2,7:44.0,S. Mack misses 2-pt layup from 2 ft,,39,38
2,7:42.0,,Defensive rebound by B. Forbes,39,38
2,7:35.0,,Q. Pondexter misses 3-pt jump shot from 24 ft,39,38
2,7:35.0,Defensive rebound by M. Gasol,,39,38
2,7:22.0,M. Brooks makes 2-pt layup from 2 ft,,41,38
2,7:00.0,,B. Forbes makes 2-pt layup from 6 ft (assist by D. DeRozan),41,40
2,6:56.0,Personal foul by Q. Pondexter (drawn by M. Gasol),,41,40
2,6:56.0,,D. Cunningham enters the game for Q. Pondexter,41,40
2,6:56.0,M. Gasol makes free throw 1 of 2,,42,40
2,6:56.0,M. Conley enters the game for S. Mack,,42,40
2,6:56.0,M. Gasol makes free throw 2 of 2,,43,40
2,6:47.0,,Personal foul by M. Brooks (drawn by D. DeRozan),43,40
2,6:47.0,J. Jackson enters the game for M. Gasol,,43,40
2,6:47.0,,R. Gay enters the game for M. Belinelli,43,40
2,6:40.0,,B. Forbes misses 3-pt jump shot from 23 ft,43,40
2,6:34.0,Defensive rebound by W. Selden,,43,40
2,6:22.0,W. Selden misses 3-pt jump shot from 25 ft,,43,40
2,6:16.0,Offensive rebound by M. Brooks,,43,40
2,6:15.0,O. Casspi makes 2-pt layup from 1 ft (assist by M. Brooks),,45,40
2,6:06.0,,D. DeRozan makes 2-pt layup from 1 ft,45,42
2,5:57.0,M. Conley misses 2-pt layup from 1 ft,,45,42
2,5:57.0,,Defensive rebound by L. Aldridge,45,42
2,5:46.0,,R. Gay makes 2-pt layup from 1 ft (assist by B. Forbes),45,44
2,5:19.0,M. Conley makes 2-pt jump shot from 3 ft,,47,44
2,5:01.0,,L. Aldridge misses 2-pt layup from 3 ft (block by O. Casspi),47,44
2,5:01.0,,Offensive rebound by L. Aldridge,47,44
2,5:01.0,,Shooting foul by J. Jackson (drawn by L. Aldridge),47,44
2,5:01.0,,L. Aldridge makes free throw 1 of 2,47,45
2,5:01.0,K. Anderson enters the game for M. Brooks,,47,45
2,5:01.0,G. Temple enters the game for O. Casspi,,47,45
2,5:01.0,,P. Mills enters the game for B. Forbes,47,45
2,5:01.0,,L. Aldridge makes free throw 2 of 2,47,46
2,4:50.0,Personal foul by P. Mills (drawn by M. Conley),,47,46
2,4:50.0,M. Conley makes free throw 1 of 2,,48,46
2,4:50.0,M. Conley makes free throw 2 of 2,,49,46
2,4:33.0,,L. Aldridge makes 2-pt dunk from 1 ft (assist by D. Cunningham),49,48
2,4:18.0,J. Jackson makes 3-pt jump shot from 25 ft (assist by M. Conley),,52,48
2,4:03.0,,D. DeRozan makes 2-pt layup from 1 ft,52,50
2,3:53.0,Turnover by W. Selden (bad pass; steal by D. DeRozan),,52,50
2,3:44.0,,D. DeRozan misses 2-pt jump shot from 2 ft,52,50
2,3:44.0,Defensive rebound by J. Jackson,,52,50
2,3:39.0,G. Temple misses 2-pt layup from 2 ft,,52,50
2,3:37.0,,Defensive rebound by R. Gay,52,50
2,3:34.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by P. Mills),52,52
2,3:33.0,Memphis full timeout,,52,52
2,3:33.0,M. Gasol enters the game for W. Selden,,52,52
2,3:13.0,J. Jackson makes 3-pt jump shot from 25 ft (assist by M. Gasol),,55,52
2,2:56.0,,Shooting foul by J. Jackson (drawn by D. Cunningham),55,52
2,2:56.0,Technical foul by J. Jackson,,55,52
2,2:56.0,,D. DeRozan makes technical free throw,55,53
2,2:56.0,,D. Cunningham misses free throw 1 of 2,55,53
2,2:56.0,,Offensive rebound by Team,55,53
2,2:56.0,O. Casspi enters the game for J. Jackson,,55,53
2,2:56.0,,M. Belinelli enters the game for R. Gay,55,53
2,2:56.0,,D. Cunningham makes free throw 2 of 2,55,54
2,2:37.0,Personal foul by L. Aldridge (drawn by M. Gasol),,55,54
2,2:37.0,M. Gasol makes free throw 1 of 2,,56,54
2,2:37.0,M. Gasol makes free throw 2 of 2,,57,54
2,2:21.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by L. Aldridge),57,57
2,2:04.0,M. Conley makes 2-pt layup from 2 ft,,59,57
2,1:54.0,,D. DeRozan misses 2-pt jump shot from 14 ft,59,57
2,1:52.0,Defensive rebound by O. Casspi,,59,57
2,1:40.0,G. Temple misses 3-pt jump shot from 23 ft,,59,57
2,1:37.0,Offensive rebound by O. Casspi,,59,57
2,1:27.0,O. Casspi misses 3-pt jump shot from 25 ft,,59,57
2,1:24.0,,Defensive rebound by D. Cunningham,59,57
2,1:17.0,,L. Aldridge misses 2-pt layup from 2 ft,59,57
2,1:17.0,Defensive rebound by K. Anderson,,59,57
2,1:05.0,K. Anderson makes 2-pt hook shot from 2 ft (assist by M. Conley),,61,57
2,0:52.0,,D. DeRozan misses 2-pt layup from 2 ft (block by O. Casspi),61,57
2,0:52.0,Defensive rebound by K. Anderson,,61,57
2,0:46.0,M. Conley misses 3-pt jump shot from 25 ft,,61,57
2,0:44.0,,Defensive rebound by P. Mills,61,57
2,0:31.0,,M. Belinelli misses 2-pt jump shot from 17 ft,61,57
2,0:29.0,Defensive rebound by K. Anderson,,61,57
2,0:08.0,M. Conley misses 2-pt jump shot from 20 ft,,61,57
2,0:06.0,,Defensive rebound by D. DeRozan,61,57
2,0:01.0,,D. DeRozan makes 2-pt jump shot from 20 ft,61,59
3,11:34.0,,Turnover by D. DeRozan (lost ball; steal by M. Gasol),61,59
3,11:27.0,J. Green misses 2-pt jump shot from 22 ft,,61,59
3,11:27.0,,Defensive rebound by L. Aldridge,61,59
3,11:17.0,,L. Aldridge misses 2-pt jump shot from 19 ft,61,59
3,11:12.0,Defensive rebound by J. Green,,61,59
3,10:58.0,M. Conley misses 2-pt layup from 2 ft,,61,59
3,10:55.0,,Defensive rebound by D. DeRozan,61,59
3,10:51.0,,B. Forbes misses 3-pt jump shot from 25 ft,61,59
3,10:46.0,Defensive rebound by J. Green,,61,59
3,10:44.0,J. Green makes 2-pt dunk at rim (assist by K. Anderson),,63,59
3,10:34.0,,Personal foul by G. Temple (drawn by D. DeRozan),63,59
3,10:28.0,,Personal foul by M. Gasol (drawn by L. Aldridge),63,59
3,10:15.0,,R. Gay makes 3-pt jump shot from 24 ft (assist by B. Forbes),63,62
3,9:54.0,M. Gasol misses 3-pt jump shot from 25 ft,,63,62
3,9:52.0,,Defensive rebound by D. DeRozan,63,62
3,9:46.0,,R. Gay misses 3-pt jump shot from 25 ft,63,62
3,9:43.0,,Offensive rebound by L. Aldridge,63,62
3,9:42.0,,L. Aldridge misses 2-pt layup from 4 ft (block by J. Green),63,62
3,9:39.0,,Offensive rebound by D. Cunningham,63,62
3,9:36.0,,D. DeRozan misses 2-pt jump shot from 15 ft (block by G. Temple),63,62
3,9:35.0,,Offensive rebound by D. Cunningham,63,62
3,9:31.0,,D. Cunningham makes 3-pt jump shot from 25 ft (assist by D. DeRozan),63,65
3,9:08.0,K. Anderson makes 2-pt layup from 1 ft (assist by M. Conley),,65,65
3,8:48.0,,L. Aldridge misses 2-pt jump shot from 8 ft,65,65
3,8:46.0,Defensive rebound by K. Anderson,,65,65
3,8:38.0,K. Anderson makes 2-pt layup from 3 ft,,67,65
3,8:10.0,,D. Cunningham misses 3-pt jump shot from 22 ft,67,65
3,8:07.0,Defensive rebound by K. Anderson,,67,65
3,7:59.0,M. Conley makes 2-pt layup from 2 ft (assist by K. Anderson),,69,65
3,7:59.0,,San Antonio full timeout,69,65
3,7:59.0,,P. Mills enters the game for B. Forbes,69,65
3,7:58.0,,Turnover by D. Cunningham (bad pass; steal by M. Conley),69,65
3,7:58.0,Personal foul by R. Gay (drawn by M. Conley),,69,65
3,7:43.0,G. Temple misses 3-pt jump shot from 25 ft,,69,65
3,7:40.0,,Defensive rebound by R. Gay,69,65
3,7:24.0,,P. Mills makes 3-pt jump shot from 26 ft (assist by D. DeRozan),69,68
3,7:07.0,M. Gasol makes 2-pt jump shot from 20 ft (assist by M. Conley),,71,68
3,6:56.0,,Turnover by D. DeRozan (out of bounds lost ball),71,68
3,6:35.0,J. Green makes 2-pt layup from 1 ft,,73,68
3,6:24.0,,D. DeRozan makes 2-pt jump shot from 9 ft,73,70
3,6:00.0,M. Gasol makes 2-pt jump shot from 18 ft (assist by M. Conley),,75,70
3,5:44.0,,L. Aldridge misses 2-pt hook shot from 6 ft,75,70
3,5:42.0,Defensive rebound by M. Gasol,,75,70
3,5:29.0,Offensive foul by K. Anderson (drawn by P. Mills),,75,70
3,5:29.0,Turnover by K. Anderson (offensive foul),,75,70
3,5:29.0,J. Jackson enters the game for J. Green,,75,70
3,5:29.0,,M. Belinelli enters the game for R. Gay,75,70
3,5:14.0,,L. Aldridge misses 2-pt jump shot from 19 ft,75,70
3,5:09.0,Defensive rebound by M. Conley,,75,70
3,5:00.0,M. Gasol misses 3-pt jump shot from 25 ft,,75,70
3,4:57.0,,Defensive rebound by L. Aldridge,75,70
3,4:49.0,,Offensive foul by D. DeRozan (drawn by M. Conley),75,70
3,4:49.0,,Turnover by D. DeRozan (offensive foul),75,70
3,4:49.0,,D. Bertāns enters the game for D. Cunningham,75,70
3,4:29.0,M. Conley misses 2-pt jump shot from 8 ft,,75,70
3,4:27.0,,Defensive rebound by D. Bertāns,75,70
3,4:24.0,,Shooting foul by J. Jackson (drawn by D. DeRozan),75,70
3,4:24.0,,D. DeRozan misses free throw 1 of 2,75,70
3,4:24.0,,Offensive rebound by Team,75,70
3,4:24.0,O. Casspi enters the game for M. Conley,,75,70
3,4:24.0,S. Mack enters the game for J. Jackson,,75,70
3,4:24.0,,J. Poeltl enters the game for L. Aldridge,75,70
3,4:24.0,,D. DeRozan makes free throw 2 of 2,75,71
3,4:05.0,M. Gasol misses 2-pt jump shot from 8 ft,,75,71
3,4:03.0,,Defensive rebound by J. Poeltl,75,71
3,3:56.0,,P. Mills misses 3-pt jump shot from 25 ft,75,71
3,3:54.0,Defensive rebound by O. Casspi,,75,71
3,3:30.0,M. Gasol makes 2-pt jump shot from 6 ft,,77,71
3,3:21.0,,D. DeRozan makes 2-pt layup from 1 ft,77,73
3,3:00.0,Turnover by S. Mack (bad pass),,77,73
3,3:00.0,Memphis full timeout,,77,73
3,3:00.0,M. Brooks enters the game for M. Gasol,,77,73
3,3:00.0,W. Selden enters the game for G. Temple,,77,73
3,3:00.0,,D. Cunningham enters the game for J. Poeltl,77,73
3,2:46.0,,D. DeRozan misses 2-pt jump shot from 15 ft,77,73
3,2:43.0,Defensive rebound by W. Selden,,77,73
3,2:29.0,M. Brooks makes 2-pt jump shot from 23 ft,,79,73
3,2:14.0,,Shooting foul by M. Brooks (drawn by D. Bertāns),79,73
3,2:14.0,,D. Bertāns makes free throw 1 of 2,79,74
3,2:14.0,,D. White enters the game for D. DeRozan,79,74
3,2:14.0,,D. Bertāns makes free throw 2 of 2,79,75
3,1:57.0,M. Brooks misses 2-pt jump shot from 16 ft,,79,75
3,1:53.0,,Defensive rebound by D. White,79,75
3,1:41.0,,D. Cunningham misses 3-pt jump shot from 24 ft,79,75
3,1:38.0,Defensive rebound by M. Brooks,,79,75
3,1:18.0,S. Mack misses 2-pt layup from 3 ft (block by D. Bertāns),,79,75
3,1:18.0,,Defensive rebound by Team,79,75
3,1:09.0,,Turnover by P. Mills (bad pass),79,75
3,0:55.0,W. Selden misses 2-pt layup from 3 ft,,79,75
3,0:54.0,,Defensive rebound by D. Cunningham,79,75
3,0:39.0,,M. Belinelli misses 3-pt jump shot from 26 ft,79,75
3,0:39.0,Defensive rebound by Team,,79,75
3,0:39.0,,Q. Pondexter enters the game for M. Belinelli,79,75
3,0:30.0,M. Brooks misses 3-pt jump shot from 25 ft,,79,75
3,0:27.0,Offensive rebound by S. Mack,,79,75
3,0:17.0,O. Casspi makes 2-pt hook shot from 1 ft,,81,75
3,0:04.0,,P. Mills makes 2-pt jump shot from 19 ft,81,77
3,0:01.0,Personal take foul by D. White (drawn by M. Brooks),,81,77
3,0:00.0,W. Selden misses 3-pt jump shot from 29 ft,,81,77
3,0:00.0,Offensive rebound by Team,,81,77
4,11:37.0,M. Brooks makes 2-pt jump shot from 19 ft (assist by O. Casspi),,83,77
4,11:23.0,,R. Gay makes 2-pt layup from 2 ft (assist by D. Bertāns),83,79
4,11:23.0,,Shooting foul by W. Selden (drawn by R. Gay),83,79
4,11:23.0,,R. Gay makes free throw 1 of 1,83,80
4,11:01.0,M. Conley makes 2-pt jump shot from 23 ft,,85,80
4,10:46.0,,R. Gay makes 2-pt jump shot from 16 ft (assist by D. White),85,82
4,10:34.0,J. Green misses 3-pt jump shot from 26 ft,,85,82
4,10:30.0,,Defensive rebound by L. Aldridge,85,82
4,10:16.0,,L. Aldridge misses 2-pt jump shot from 12 ft,85,82
4,10:15.0,Defensive rebound by O. Casspi,,85,82
4,10:12.0,Shooting foul by D. Bertāns (drawn by O. Casspi),,85,82
4,10:12.0,O. Casspi makes free throw 1 of 2,,86,82
4,10:12.0,G. Temple enters the game for M. Brooks,,86,82
4,10:12.0,O. Casspi misses free throw 2 of 2,,86,82
4,10:10.0,,Defensive rebound by D. Bertāns,86,82
4,10:00.0,,Personal foul by J. Green (drawn by L. Aldridge),86,82
4,9:43.0,,Turnover by Team (shot clock),86,82
4,9:25.0,Offensive foul by J. Green (drawn by D. Bertāns),,86,82
4,9:25.0,Turnover by J. Green (offensive foul),,86,82
4,9:25.0,M. Gasol enters the game for J. Green,,86,82
4,9:25.0,Technical foul by J. Green,,86,82
4,9:25.0,,L. Aldridge makes technical free throw,86,83
4,9:25.0,K. Anderson enters the game for O. Casspi,,86,83
4,9:25.0,S. Mack enters the game for W. Selden,,86,83
4,9:16.0,,Shooting foul by M. Gasol (drawn by L. Aldridge),86,83
4,9:16.0,,L. Aldridge makes free throw 1 of 2,86,84
4,9:16.0,,L. Aldridge misses free throw 2 of 2,86,84
4,9:13.0,Defensive rebound by M. Gasol,,86,84
4,8:58.0,Shooting foul by L. Aldridge (drawn by M. Gasol),,86,84
4,8:58.0,M. Gasol makes free throw 1 of 2,,87,84
4,8:58.0,,D. DeRozan enters the game for D. White,87,84
4,8:58.0,M. Gasol makes free throw 2 of 2,,88,84
4,8:47.0,,B. Forbes misses 3-pt jump shot from 24 ft,88,84
4,8:45.0,Defensive rebound by K. Anderson,,88,84
4,8:37.0,S. Mack misses 3-pt jump shot from 26 ft,,88,84
4,8:34.0,,Defensive rebound by R. Gay,88,84
4,8:21.0,,L. Aldridge makes 2-pt jump shot from 12 ft,88,86
4,7:54.0,M. Conley misses 3-pt jump shot from 25 ft,,88,86
4,7:52.0,,Defensive rebound by D. DeRozan,88,86
4,7:46.0,,B. Forbes misses 2-pt layup from 2 ft (block by M. Conley),88,86
4,7:46.0,,Offensive rebound by B. Forbes,88,86
4,7:38.0,,B. Forbes makes 2-pt layup at rim,88,88
4,7:36.0,Memphis full timeout,,88,88
4,7:28.0,Personal foul by B. Forbes (drawn by M. Conley),,88,88
4,7:14.0,G. Temple misses 2-pt jump shot from 23 ft,,88,88
4,7:10.0,,Defensive rebound by D. Bertāns,88,88
4,6:49.0,,D. DeRozan misses 2-pt jump shot from 22 ft,88,88
4,6:45.0,,Offensive rebound by L. Aldridge,88,88
4,6:45.0,,L. Aldridge makes 2-pt layup at rim,88,90
4,6:39.0,Personal foul by L. Aldridge (drawn by M. Conley),,88,90
4,6:39.0,,Technical foul by L. Aldridge,88,90
4,6:39.0,M. Conley makes technical free throw,,89,90
4,6:39.0,J. Green enters the game for S. Mack,,89,90
4,6:32.0,M. Conley misses 2-pt layup from 2 ft (block by L. Aldridge),,89,90
4,6:32.0,Offensive rebound by Team,,89,90
4,6:24.0,M. Conley misses 2-pt jump shot from 9 ft,,89,90
4,6:22.0,Offensive rebound by M. Conley,,89,90
4,6:18.0,M. Conley makes 3-pt jump shot from 26 ft (assist by M. Gasol),,92,90
4,5:55.0,,R. Gay makes 2-pt dunk from 1 ft (assist by D. DeRozan),92,92
4,5:25.0,J. Green misses 2-pt jump shot from 9 ft,,92,92
4,5:23.0,,Defensive rebound by D. DeRozan,92,92
4,5:23.0,,P. Mills enters the game for D. Bertāns,92,92
4,5:10.0,,Turnover by D. DeRozan (bad pass; steal by M. Gasol),92,92
4,4:53.0,M. Conley misses 2-pt jump shot from 13 ft,,92,92
4,4:49.0,,Defensive rebound by R. Gay,92,92
4,4:36.0,,L. Aldridge misses 2-pt jump shot from 13 ft,92,92
4,4:33.0,Defensive rebound by M. Gasol,,92,92
4,4:25.0,Turnover by G. Temple (bad pass; steal by R. Gay),,92,92
4,4:25.0,S. Mack enters the game for J. Green,,92,92
4,4:25.0,,D. Cunningham enters the game for B. Forbes,92,92
4,4:22.0,,Personal foul by M. Gasol (drawn by R. Gay),92,92
4,4:14.0,,R. Gay makes 2-pt hook shot from 4 ft (assist by D. Cunningham),92,94
4,4:14.0,,Shooting foul by K. Anderson (drawn by R. Gay),92,94
4,4:14.0,,R. Gay makes free throw 1 of 1,92,95
4,4:05.0,M. Conley makes 2-pt jump shot from 12 ft,,94,95
4,3:48.0,,D. DeRozan misses 2-pt layup from 2 ft,94,95
4,3:48.0,,Offensive rebound by L. Aldridge,94,95
4,3:45.0,,L. Aldridge misses 2-pt layup at rim (block by K. Anderson),94,95
4,3:43.0,Defensive rebound by M. Conley,,94,95
4,3:26.0,Shooting foul by D. DeRozan (drawn by M. Conley),,94,95
4,3:26.0,M. Conley makes free throw 1 of 2,,95,95
4,3:26.0,J. Green enters the game for S. Mack,,95,95
4,3:26.0,M. Conley makes free throw 2 of 2,,96,95
4,3:14.0,,D. DeRozan makes 2-pt jump shot from 10 ft (assist by P. Mills),96,97
4,2:50.0,M. Conley makes 2-pt jump shot from 23 ft,,98,97
4,2:33.0,,D. DeRozan misses 2-pt layup from 2 ft,98,97
4,2:31.0,Defensive rebound by M. Gasol,,98,97
