QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,HOUSTON_ACTION,OKLAHOMA CITY_SCORE,HOUSTON_SCORE
1,4:46.0,,J. Harden misses free throw 2 of 2,20,17
1,4:46.0,Defensive rebound by R. Westbrook,,20,17
1,4:35.0,R. Westbrook misses 2-pt layup from 3 ft (block by P. Tucker),,20,17
1,4:31.0,,Defensive rebound by K. Faried,20,17
1,4:16.0,,J. Harden makes 3-pt jump shot from 24 ft,20,20
1,4:11.0,Personal foul by K. Faried (drawn by R. Westbrook),,20,20
1,4:11.0,,G. Green enters the game for K. Faried,20,20
1,4:11.0,,N. Hilário enters the game for P. Tucker,20,20
1,4:00.0,R. Westbrook misses 2-pt jump shot from 20 ft,,20,20
1,3:56.0,,Defensive rebound by I. Shumpert,20,20
1,3:45.0,,J. Harden misses 2-pt jump shot from 9 ft,20,20
1,3:44.0,Defensive rebound by J. Grant,,20,20
1,3:38.0,S. Adams makes 2-pt layup from 2 ft (assist by R. Westbrook),,22,20
1,3:25.0,,G. Green makes 2-pt jump shot from 12 ft,22,22
1,3:08.0,J. Grant misses 2-pt layup from 2 ft,,22,22
1,3:07.0,Offensive rebound by J. Grant,,22,22
1,3:07.0,Shooting foul by N. Hilário (drawn by J. Grant),,22,22
1,3:07.0,,Houston full timeout,22,22
1,3:07.0,,C. Paul enters the game for J. Harden,22,22
1,3:07.0,J. Grant misses free throw 1 of 2,,22,22
1,3:07.0,Offensive rebound by Team,,22,22
1,3:07.0,J. Grant makes free throw 2 of 2,,23,22
1,2:56.0,,I. Shumpert misses 3-pt jump shot from 25 ft,23,22
1,2:54.0,Defensive rebound by S. Adams,,23,22
1,2:45.0,Turnover by D. Schröder (bad pass; steal by N. Hilário),,23,22
1,2:25.0,,A. Rivers makes 3-pt jump shot from 26 ft (assist by C. Paul),23,25
1,2:09.0,J. Grant misses 2-pt jump shot from 6 ft (block by I. Shumpert),,23,25
1,2:07.0,Offensive rebound by S. Adams,,23,25
1,2:05.0,Turnover by S. Adams (lost ball; steal by C. Paul),,23,25
1,1:56.0,,A. Rivers misses 3-pt jump shot from 26 ft,23,25
1,1:53.0,Defensive rebound by T. Ferguson,,23,25
1,1:47.0,R. Westbrook makes 2-pt jump shot from 16 ft,,25,25
1,1:34.0,,I. Shumpert makes 3-pt jump shot from 23 ft (assist by A. Rivers),25,28
1,1:23.0,Turnover by R. Westbrook (lost ball; steal by I. Shumpert),,25,28
1,1:05.0,,N. Hilário misses 2-pt jump shot from 17 ft,25,28
1,1:03.0,Defensive rebound by S. Adams,,25,28
1,0:48.0,J. Grant misses 2-pt jump shot from 11 ft,,25,28
1,0:46.0,,Defensive rebound by I. Shumpert,25,28
1,0:32.0,,I. Shumpert misses 3-pt jump shot from 26 ft,25,28
1,0:31.0,Defensive rebound by Team,,25,28
1,0:31.0,P. George enters the game for T. Ferguson,,25,28
1,0:31.0,A. Nader enters the game for R. Westbrook,,25,28
1,0:17.0,Shooting foul by I. Shumpert (drawn by P. George),,25,28
1,0:17.0,P. George misses free throw 1 of 2,,25,28
1,0:17.0,Offensive rebound by Team,,25,28
1,0:17.0,P. George misses free throw 2 of 2,,25,28
1,0:17.0,Offensive rebound by A. Nader,,25,28
1,0:01.0,D. Schröder misses 2-pt jump shot from 20 ft,,25,28
1,0:00.0,,Defensive rebound by C. Paul,25,28
2,11:50.0,,G. Green makes 3-pt jump shot from 25 ft (assist by C. Paul),25,31
2,11:50.0,,Shooting foul by P. George (drawn by G. Green),25,31
2,11:50.0,,G. Green misses free throw 1 of 1,25,31
2,11:50.0,Defensive rebound by A. Nader,,25,31
2,11:35.0,Turnover by P. George (out of bounds lost ball),,25,31
2,11:20.0,,A. Rivers makes 3-pt jump shot from 25 ft (assist by N. Hilário),25,34
2,11:03.0,A. Nader misses 2-pt jump shot from 5 ft,,25,34
2,11:01.0,,Defensive rebound by N. Hilário,25,34
2,10:50.0,,I. Shumpert misses 3-pt jump shot from 26 ft,25,34
2,10:47.0,Defensive rebound by P. George,,25,34
2,10:39.0,P. Patterson misses 2-pt hook shot from 9 ft,,25,34
2,10:36.0,,Defensive rebound by A. Rivers,25,34
2,10:29.0,,Personal foul by A. Nader (drawn by N. Hilário),25,34
2,10:29.0,,K. Faried enters the game for N. Hilário,25,34
2,10:29.0,,E. Gordon enters the game for A. Rivers,25,34
2,10:21.0,,C. Paul makes 2-pt jump shot from 17 ft,25,36
2,10:10.0,D. Schröder makes 2-pt jump shot from 14 ft,,27,36
2,10:01.0,,Personal foul by D. Schröder (drawn by C. Paul),27,36
2,9:53.0,,G. Green makes 2-pt layup from 2 ft (assist by E. Gordon),27,38
2,9:39.0,Shooting foul by I. Shumpert (drawn by P. George),,27,38
2,9:39.0,P. George makes free throw 1 of 2,,28,38
2,9:39.0,P. George makes free throw 2 of 2,,29,38
2,9:24.0,,C. Paul makes 2-pt jump shot from 11 ft,29,40
2,9:12.0,A. Nader misses 3-pt jump shot from 23 ft,,29,40
2,9:10.0,,Defensive rebound by K. Faried,29,40
2,9:06.0,,K. Faried misses 2-pt layup from 1 ft,29,40
2,9:04.0,Defensive rebound by N. Noel,,29,40
2,9:04.0,,J. Harden enters the game for G. Green,29,40
2,9:04.0,,P. Tucker enters the game for I. Shumpert,29,40
2,8:44.0,Turnover by A. Nader (lost ball; steal by C. Paul),,29,40
2,8:34.0,,J. Harden makes 2-pt layup from 1 ft,29,42
2,8:34.0,,Shooting foul by A. Nader (drawn by J. Harden),29,42
2,8:34.0,T. Ferguson enters the game for A. Nader,,29,42
2,8:34.0,R. Westbrook enters the game for D. Schröder,,29,42
2,8:34.0,,J. Harden makes free throw 1 of 1,29,43
2,8:15.0,R. Westbrook makes 2-pt layup from 3 ft (assist by P. Patterson),,31,43
2,8:00.0,,E. Gordon makes 3-pt jump shot from 23 ft (assist by C. Paul),31,46
2,7:52.0,T. Ferguson makes 2-pt layup from 3 ft (assist by R. Westbrook),,33,46
2,7:47.0,,C. Paul misses 3-pt jump shot from 27 ft,33,46
2,7:47.0,Defensive rebound by R. Westbrook,,33,46
2,7:37.0,P. Patterson makes 3-pt jump shot from 26 ft (assist by T. Ferguson),,36,46
2,7:14.0,,C. Paul misses 3-pt jump shot from 27 ft,36,46
2,7:11.0,Defensive rebound by N. Noel,,36,46
2,7:01.0,N. Noel misses 2-pt jump shot from 4 ft,,36,46
2,6:58.0,,Defensive rebound by K. Faried,36,46
2,6:52.0,,J. Harden misses 3-pt jump shot from 25 ft,36,46
2,6:46.0,,Offensive rebound by P. Tucker,36,46
2,6:44.0,,J. Harden makes 3-pt jump shot from 25 ft (assist by P. Tucker),36,49
2,6:32.0,Shooting foul by E. Gordon (drawn by R. Westbrook),,36,49
2,6:32.0,,Houston full timeout,36,49
2,6:32.0,S. Adams enters the game for N. Noel,,36,49
2,6:32.0,,I. Shumpert enters the game for C. Paul,36,49
2,6:32.0,R. Westbrook makes free throw 1 of 2,,37,49
2,6:32.0,R. Westbrook makes free throw 2 of 2,,38,49
2,6:12.0,,J. Harden makes 3-pt jump shot from 27 ft,38,52
2,5:57.0,P. Patterson misses 3-pt jump shot from 23 ft,,38,52
2,5:55.0,,Defensive rebound by P. Tucker,38,52
2,5:49.0,,E. Gordon misses 3-pt jump shot from 25 ft,38,52
2,5:47.0,,Offensive rebound by K. Faried,38,52
2,5:45.0,,P. Tucker misses 2-pt layup from 3 ft (block by R. Westbrook),38,52
2,5:45.0,Defensive rebound by T. Ferguson,,38,52
2,5:37.0,R. Westbrook misses 2-pt jump shot from 15 ft,,38,52
2,5:35.0,,Defensive rebound by K. Faried,38,52
2,5:29.0,,Shooting foul by P. George (drawn by J. Harden),38,52
2,5:29.0,,J. Harden makes free throw 1 of 2,38,53
2,5:29.0,J. Grant enters the game for P. Patterson,,38,53
2,5:29.0,,J. Harden makes free throw 2 of 2,38,54
2,5:16.0,P. George misses 3-pt jump shot from 23 ft,,38,54
2,5:12.0,,Defensive rebound by K. Faried,38,54
2,5:07.0,,P. Tucker misses 3-pt jump shot from 24 ft,38,54
2,5:07.0,,Offensive rebound by Team,38,54
2,5:06.0,Loose ball foul by T. Ferguson (drawn by K. Faried),,38,54
2,5:06.0,,K. Faried misses free throw 1 of 2,38,54
2,5:06.0,,Offensive rebound by Team,38,54
2,5:06.0,,K. Faried misses free throw 2 of 2,38,54
2,5:06.0,Defensive rebound by R. Westbrook,,38,54
2,5:01.0,Turnover by R. Westbrook (bad pass),,38,54
2,4:54.0,Violation by Team (kicked ball),,38,54
2,4:54.0,D. Schröder enters the game for T. Ferguson,,38,54
2,4:37.0,,E. Gordon makes 2-pt jump shot from 6 ft,38,56
2,4:23.0,R. Westbrook makes 2-pt jump shot from 8 ft,,40,56
2,4:13.0,,J. Harden misses 3-pt jump shot from 23 ft,40,56
2,4:10.0,Defensive rebound by P. George,,40,56
2,4:04.0,S. Adams misses 2-pt layup from 2 ft,,40,56
2,4:03.0,,Defensive rebound by Team,40,56
2,4:03.0,,C. Paul enters the game for I. Shumpert,40,56
2,3:48.0,,J. Harden misses 2-pt layup from 1 ft,40,56
2,3:46.0,Defensive rebound by S. Adams,,40,56
2,3:34.0,R. Westbrook misses 3-pt jump shot from 26 ft,,40,56
2,3:34.0,,Defensive rebound by Team,40,56
2,3:26.0,,Personal foul by D. Schröder (drawn by C. Paul),40,56
2,3:26.0,,C. Paul makes free throw 1 of 2,40,57
2,3:26.0,,N. Hilário enters the game for K. Faried,40,57
2,3:26.0,,C. Paul makes free throw 2 of 2,40,58
2,3:20.0,R. Westbrook makes 2-pt layup from 2 ft,,42,58
2,3:04.0,,C. Paul makes 3-pt jump shot from 26 ft,42,61
2,2:54.0,D. Schröder misses 3-pt jump shot from 25 ft,,42,61
2,2:52.0,,Defensive rebound by C. Paul,42,61
2,2:34.0,,E. Gordon misses 3-pt jump shot from 23 ft,42,61
2,2:31.0,Defensive rebound by J. Grant,,42,61
2,2:24.0,R. Westbrook misses 2-pt jump shot from 16 ft,,42,61
2,2:21.0,,Defensive rebound by P. Tucker,42,61
2,2:12.0,,J. Harden makes 3-pt jump shot from 29 ft,42,64
2,1:54.0,P. George misses 2-pt layup from 2 ft,,42,64
2,1:47.0,Offensive rebound by P. George,,42,64
2,1:47.0,P. George misses 2-pt layup at rim,,42,64
2,1:47.0,,Defensive rebound by C. Paul,42,64
2,1:38.0,,Shooting foul by P. George (drawn by J. Harden),42,64
2,1:38.0,Oklahoma City full timeout,,42,64
2,1:38.0,Technical foul by P. George,,42,64
2,1:38.0,,C. Paul makes technical free throw,42,65
2,1:38.0,,J. Harden makes free throw 1 of 3,42,66
2,1:38.0,,J. Harden makes free throw 2 of 3,42,67
2,1:38.0,,J. Harden makes free throw 3 of 3,42,68
2,1:30.0,D. Schröder makes 2-pt jump shot from 9 ft,,44,68
2,1:09.0,,E. Gordon misses 3-pt jump shot from 26 ft,44,68
2,1:07.0,Defensive rebound by R. Westbrook,,44,68
2,1:03.0,R. Westbrook makes 2-pt layup from 2 ft,,46,68
2,0:52.0,,N. Hilário makes 2-pt layup at rim (assist by C. Paul),46,70
2,0:36.0,Personal foul by P. Tucker (drawn by S. Adams),,46,70
2,0:30.0,Shooting foul by N. Hilário (drawn by P. George),,46,70
2,0:30.0,P. George makes free throw 1 of 2,,47,70
2,0:30.0,P. George makes free throw 2 of 2,,48,70
2,0:06.0,,J. Harden misses 3-pt jump shot from 28 ft,48,70
2,0:04.0,Defensive rebound by R. Westbrook,,48,70
2,0:01.0,Turnover by R. Westbrook (bad pass),,48,70
2,0:00.0,,C. Paul misses 3-pt jump shot from 49 ft,48,70
2,0:00.0,,Offensive rebound by Team,48,70
3,11:47.0,,Turnover by C. Paul (traveling),48,70
3,11:37.0,Turnover by R. Westbrook (bad pass; steal by K. Faried),,48,70
3,11:28.0,,K. Faried makes 2-pt dunk from 3 ft (assist by C. Paul),48,72
3,11:08.0,T. Ferguson makes 2-pt layup from 2 ft,,50,72
3,10:52.0,,J. Harden misses 3-pt jump shot from 23 ft,50,72
3,10:50.0,Defensive rebound by R. Westbrook,,50,72
3,10:44.0,P. George makes 2-pt layup from 1 ft,,52,72
3,10:20.0,,J. Harden misses 2-pt layup from 2 ft (block by J. Grant),52,72
3,10:20.0,,Offensive rebound by K. Faried,52,72
3,10:20.0,,K. Faried makes 2-pt layup from 1 ft,52,74
3,10:20.0,,Shooting foul by S. Adams (drawn by K. Faried),52,74
3,10:20.0,,K. Faried misses free throw 1 of 1,52,74
3,10:20.0,Defensive rebound by R. Westbrook,,52,74
3,10:12.0,T. Ferguson makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,55,74
3,9:54.0,,Turnover by J. Harden (bad pass; steal by J. Grant),55,74
3,9:52.0,Turnover by R. Westbrook (bad pass),,55,74
3,9:42.0,,C. Paul makes 2-pt layup from 3 ft,55,76
3,9:20.0,Turnover by J. Grant (lost ball; steal by E. Gordon),,55,76
3,9:09.0,,K. Faried makes 2-pt layup from 3 ft (assist by C. Paul),55,78
3,8:58.0,P. George makes 2-pt layup from 3 ft,,57,78
3,8:58.0,Shooting foul by P. Tucker (drawn by P. George),,57,78
3,8:58.0,P. George makes free throw 1 of 1,,58,78
3,8:45.0,,Turnover by K. Faried (lost ball; steal by R. Westbrook),58,78
3,8:41.0,P. George makes 2-pt dunk from 2 ft (assist by R. Westbrook),,60,78
3,8:25.0,,E. Gordon misses 3-pt jump shot from 28 ft,60,78
3,8:20.0,Defensive rebound by J. Grant,,60,78
3,8:19.0,Personal foul by E. Gordon (drawn by P. George),,60,78
3,8:06.0,Turnover by J. Grant (lost ball; steal by J. Harden),,60,78
3,7:52.0,,K. Faried makes 2-pt jump shot from 1 ft (assist by E. Gordon),60,80
3,7:43.0,R. Westbrook makes 3-pt jump shot from 26 ft,,63,80
3,7:21.0,,E. Gordon misses 3-pt jump shot from 27 ft,63,80
3,7:18.0,Defensive rebound by P. George,,63,80
3,7:11.0,P. George misses 3-pt jump shot from 26 ft,,63,80
3,7:09.0,Offensive rebound by J. Grant,,63,80
3,7:07.0,T. Ferguson makes 3-pt jump shot from 24 ft (assist by J. Grant),,66,80
3,7:07.0,,Houston full timeout,66,80
3,7:07.0,D. Burton enters the game for J. Grant,,66,80
3,7:07.0,,A. Rivers enters the game for C. Paul,66,80
3,6:42.0,,A. Rivers misses 3-pt jump shot from 24 ft,66,80
3,6:40.0,Defensive rebound by R. Westbrook,,66,80
3,6:34.0,T. Ferguson makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,69,80
3,6:18.0,,Personal foul by R. Westbrook (drawn by A. Rivers),69,80
3,6:18.0,,I. Shumpert enters the game for E. Gordon,69,80
3,6:06.0,,I. Shumpert misses 3-pt jump shot from 26 ft,69,80
3,6:03.0,Defensive rebound by T. Ferguson,,69,80
3,5:57.0,P. George misses 3-pt jump shot from 26 ft,,69,80
3,5:57.0,,Defensive rebound by Team,69,80
3,5:38.0,,Personal foul by D. Burton (drawn by J. Harden),69,80
3,5:34.0,,Turnover by K. Faried (bad pass; steal by S. Adams),69,80
3,5:28.0,R. Westbrook misses 3-pt jump shot from 26 ft,,69,80
3,5:24.0,,Defensive rebound by K. Faried,69,80
3,5:24.0,,Personal foul by R. Westbrook (drawn by K. Faried),69,80
3,5:02.0,,J. Harden misses 3-pt jump shot from 25 ft,69,80
3,5:00.0,,Offensive rebound by P. Tucker,69,80
3,4:59.0,,P. Tucker misses 2-pt layup from 2 ft,69,80
3,4:57.0,Defensive rebound by S. Adams,,69,80
3,4:53.0,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),,71,80
3,4:53.0,,G. Green enters the game for K. Faried,71,80
3,4:53.0,,N. Hilário enters the game for P. Tucker,71,80
3,4:35.0,,Turnover by J. Harden (step out of bounds),71,80
3,4:30.0,Personal foul by N. Hilário (drawn by S. Adams),,71,80
3,4:21.0,Turnover by R. Westbrook (bad pass; steal by N. Hilário),,71,80
3,4:18.0,,Shooting foul by T. Ferguson (drawn by A. Rivers),71,80
3,4:18.0,,A. Rivers misses free throw 1 of 2,71,80
3,4:18.0,,Offensive rebound by Team,71,80
3,4:18.0,D. Schröder enters the game for T. Ferguson,,71,80
3,4:18.0,,A. Rivers makes free throw 2 of 2,71,81
3,4:13.0,Offensive foul by R. Westbrook (drawn by A. Rivers),,71,81
3,4:13.0,Turnover by R. Westbrook (offensive foul),,71,81
3,3:57.0,,Shooting foul by D. Burton (drawn by J. Harden),71,81
3,3:57.0,,J. Harden makes free throw 1 of 3,71,82
3,3:57.0,,J. Harden makes free throw 2 of 3,71,83
3,3:57.0,,J. Harden makes free throw 3 of 3,71,84
3,3:46.0,P. George makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,74,84
3,3:24.0,,Turnover by J. Harden (bad pass; steal by R. Westbrook),74,84
3,3:21.0,Shooting foul by I. Shumpert (drawn by D. Schröder),,74,84
3,3:21.0,D. Schröder makes free throw 1 of 2,,75,84
3,3:21.0,D. Schröder makes free throw 2 of 2,,76,84
3,3:13.0,,Shooting foul by D. Burton (drawn by J. Harden),76,84
3,3:13.0,,J. Harden makes free throw 1 of 2,76,85
3,3:13.0,T. Ferguson enters the game for R. Westbrook,,76,85
3,3:13.0,,J. Harden makes free throw 2 of 2,76,86
3,3:02.0,P. George misses 3-pt jump shot from 26 ft,,76,86
3,2:57.0,Offensive rebound by S. Adams,,76,86
3,2:47.0,D. Schröder misses 3-pt jump shot from 23 ft,,76,86
3,2:43.0,Offensive rebound by D. Burton,,76,86
3,2:34.0,P. George makes 3-pt jump shot from 25 ft,,79,86
3,2:34.0,Shooting foul by G. Green (drawn by P. George),,79,86
3,2:34.0,Oklahoma City full timeout,,79,86
3,2:34.0,,C. Paul enters the game for J. Harden,79,86
3,2:34.0,P. George misses free throw 1 of 1,,79,86
3,2:34.0,,Defensive rebound by I. Shumpert,79,86
3,2:19.0,,G. Green misses 3-pt jump shot from 26 ft,79,86
3,2:17.0,Defensive rebound by P. George,,79,86
3,2:04.0,D. Schröder makes 2-pt jump shot from 22 ft,,81,86
3,1:46.0,,G. Green misses 3-pt jump shot from 27 ft,81,86
3,1:43.0,Defensive rebound by T. Ferguson,,81,86
3,1:40.0,D. Schröder makes 3-pt jump shot from 28 ft (assist by P. George),,84,86
3,1:24.0,,A. Rivers makes 3-pt jump shot from 25 ft,84,89
3,1:14.0,D. Schröder makes 2-pt jump shot from 14 ft,,86,89
3,1:14.0,Shooting foul by C. Paul (drawn by D. Schröder),,86,89
3,1:14.0,D. Schröder makes free throw 1 of 1,,87,89
3,1:05.0,,Personal foul by T. Ferguson (drawn by C. Paul),87,89
3,1:05.0,,Offensive rebound by Team,87,89
3,1:05.0,,C. Paul misses free throw 1 of 2,87,89
3,1:05.0,,C. Paul makes free throw 2 of 2,87,90
3,0:55.0,Shooting foul by A. Rivers (drawn by D. Schröder),,87,90
3,0:55.0,D. Schröder makes free throw 1 of 2,,88,90
3,0:55.0,J. Grant enters the game for T. Ferguson,,88,90
3,0:55.0,D. Schröder misses free throw 2 of 2,,88,90
3,0:53.0,Offensive rebound by Team,,88,90
3,0:51.0,D. Schröder makes 2-pt jump shot from 16 ft (assist by P. George),,90,90
3,0:31.0,,C. Paul misses 2-pt jump shot from 17 ft,90,90
3,0:28.0,Defensive rebound by P. George,,90,90
3,0:13.0,D. Schröder misses 2-pt layup from 7 ft,,90,90
3,0:11.0,,Defensive rebound by N. Hilário,90,90
3,0:00.0,,A. Rivers misses 2-pt layup from 3 ft,90,90
3,0:00.0,,Offensive rebound by Team,90,90
4,11:45.0,P. George makes 3-pt jump shot from 27 ft,,93,90
4,11:17.0,,E. Gordon makes 2-pt layup from 2 ft,93,92
4,11:00.0,D. Burton misses 3-pt jump shot from 23 ft,,93,92
4,10:57.0,Offensive rebound by N. Noel,,93,92
4,10:50.0,P. George misses 3-pt jump shot from 26 ft (block by E. Gordon),,93,92
4,10:50.0,Offensive rebound by Team,,93,92
4,10:45.0,P. George misses 3-pt jump shot from 27 ft,,93,92
4,10:41.0,Offensive rebound by N. Noel,,93,92
4,10:40.0,N. Noel misses 2-pt layup from 1 ft,,93,92
4,10:40.0,Offensive rebound by Team,,93,92
4,10:32.0,D. Schröder misses 2-pt jump shot from 18 ft,,93,92
4,10:29.0,,Defensive rebound by C. Paul,93,92
4,10:19.0,,E. Gordon misses 3-pt jump shot from 23 ft,93,92
4,10:15.0,Defensive rebound by D. Burton,,93,92
4,10:09.0,Personal foul by I. Shumpert (drawn by P. George),,93,92
4,10:09.0,,J. Harden enters the game for I. Shumpert,93,92
4,9:54.0,D. Schröder misses 2-pt jump shot from 12 ft,,93,92
4,9:51.0,Offensive rebound by D. Burton,,93,92
4,9:47.0,J. Grant makes 3-pt jump shot from 23 ft (assist by D. Burton),,96,92
4,9:38.0,,E. Gordon misses 2-pt layup from 2 ft,96,92
4,9:35.0,Defensive rebound by P. George,,96,92
4,9:34.0,Personal foul by C. Paul (drawn by P. George),,96,92
4,9:34.0,T. Ferguson enters the game for D. Burton,,96,92
4,9:34.0,R. Westbrook enters the game for P. George,,96,92
4,9:19.0,N. Noel makes 2-pt dunk from 1 ft (assist by T. Ferguson),,98,92
4,9:09.0,,Personal foul by N. Noel (drawn by J. Harden),98,92
4,9:03.0,,C. Paul makes 3-pt jump shot from 26 ft (assist by K. Faried),98,95
4,8:43.0,Personal foul by C. Paul (drawn by D. Schröder),,98,95
4,8:37.0,R. Westbrook misses 2-pt jump shot from 19 ft,,98,95
4,8:34.0,,Defensive rebound by K. Faried,98,95
4,8:19.0,,Shooting foul by J. Grant (drawn by K. Faried),98,95
4,8:19.0,,K. Faried misses free throw 1 of 2,98,95
4,8:19.0,,Offensive rebound by Team,98,95
4,8:19.0,,K. Faried makes free throw 2 of 2,98,96
4,8:03.0,R. Westbrook misses 2-pt jump shot from 10 ft,,98,96
4,8:00.0,,Defensive rebound by C. Paul,98,96
4,7:51.0,,J. Harden makes 3-pt jump shot from 27 ft (assist by C. Paul),98,99
4,7:33.0,D. Schröder misses 2-pt layup from 3 ft (block by E. Gordon),,98,99
4,7:33.0,Offensive rebound by Team,,98,99
4,7:33.0,S. Adams enters the game for N. Noel,,98,99
4,7:33.0,P. George enters the game for D. Schröder,,98,99
4,7:25.0,R. Westbrook misses 2-pt jump shot from 17 ft,,98,99
4,7:22.0,,Defensive rebound by C. Paul,98,99
4,7:13.0,,K. Faried makes 2-pt jump shot from 4 ft (assist by C. Paul),98,101
4,6:55.0,R. Westbrook misses 3-pt jump shot from 25 ft,,98,101
4,6:53.0,,Defensive rebound by C. Paul,98,101
4,6:51.0,,Shooting foul by J. Grant (drawn by J. Harden),98,101
4,6:51.0,,Houston full timeout,98,101
4,6:51.0,,I. Shumpert enters the game for C. Paul,98,101
4,6:51.0,,J. Harden makes free throw 1 of 2,98,102
4,6:51.0,,J. Harden makes free throw 2 of 2,98,103
4,6:40.0,P. George makes 3-pt jump shot from 24 ft (assist by R. Westbrook),,101,103
4,6:16.0,,J. Harden misses 3-pt jump shot from 27 ft,101,103
4,6:14.0,Defensive rebound by R. Westbrook,,101,103
4,6:01.0,T. Ferguson misses 2-pt jump shot from 10 ft,,101,103
4,5:58.0,,Defensive rebound by K. Faried,101,103
4,5:54.0,,Turnover by E. Gordon (lost ball),101,103
