QUARTER,TIME_REMAINING,CHICAGO_ACTION,NEW YORK_ACTION,CHICAGO_SCORE,NEW YORK_SCORE
1,4:37.0,T. Luwawu-Cabarrot misses 2-pt layup from 5 ft (block by K. Knox),,15,18
1,4:35.0,,Defensive rebound by M. Robinson,15,18
1,4:32.0,,D. Dotson makes 3-pt jump shot from 25 ft (assist by E. Mudiay),15,21
1,4:31.0,Chicago full timeout,,15,21
1,4:31.0,R. Arcidiacono enters the game for W. Lemon,,15,21
1,4:31.0,J. Sampson enters the game for W. Selden,,15,21
1,4:31.0,,K. Allen enters the game for L. Kornet,15,21
1,4:31.0,,L. Thomas enters the game for E. Mudiay,15,21
1,4:13.0,Turnover by T. Luwawu-Cabarrot (step out of bounds),,15,21
1,3:52.0,,L. Thomas makes 2-pt dunk from 2 ft (assist by K. Allen),15,23
1,3:31.0,R. Lopez makes 2-pt layup from 2 ft,,17,23
1,3:20.0,,K. Allen misses 3-pt jump shot from 25 ft,17,23
1,3:18.0,Defensive rebound by J. Sampson,,17,23
1,3:10.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,,17,23
1,3:08.0,,Defensive rebound by L. Thomas,17,23
1,2:57.0,,K. Knox misses 2-pt hook shot from 5 ft,17,23
1,2:56.0,,Offensive rebound by M. Robinson,17,23
1,2:55.0,,M. Robinson makes 2-pt dunk from 1 ft,17,25
1,2:39.0,R. Lopez misses 2-pt jump shot from 22 ft,,17,25
1,2:37.0,,Defensive rebound by K. Knox,17,25
1,2:31.0,,K. Knox makes 3-pt jump shot from 26 ft,17,28
1,2:19.0,R. Arcidiacono misses 2-pt layup from 1 ft,,17,28
1,2:17.0,,Defensive rebound by D. Dotson,17,28
1,2:13.0,,K. Knox misses 3-pt jump shot from 27 ft,17,28
1,2:11.0,,Offensive rebound by K. Knox,17,28
1,2:10.0,,Shooting foul by R. Arcidiacono (drawn by K. Knox),17,28
1,2:10.0,A. Blakeney enters the game for S. Harrison,,17,28
1,2:10.0,C. Felício enters the game for R. Lopez,,17,28
1,2:10.0,B. Sampson enters the game for T. Luwawu-Cabarrot,,17,28
1,2:10.0,,L. Kornet enters the game for M. Robinson,17,28
1,2:10.0,,K. Knox makes free throw 1 of 2,17,29
1,2:10.0,,K. Knox makes free throw 2 of 2,17,30
1,1:45.0,Turnover by J. Sampson (off goaltending),,17,30
1,1:39.0,,Shooting foul by R. Arcidiacono (drawn by K. Allen),17,30
1,1:39.0,,K. Allen makes free throw 1 of 2,17,31
1,1:39.0,,J. Jenkins enters the game for D. Dotson,17,31
1,1:39.0,,K. Allen makes free throw 2 of 2,17,32
1,1:23.0,C. Felício misses 2-pt layup from 1 ft,,17,32
1,1:21.0,,Defensive rebound by K. Allen,17,32
1,1:14.0,,Shooting foul by B. Sampson (drawn by J. Jenkins),17,32
1,1:14.0,,J. Jenkins makes free throw 1 of 2,17,33
1,1:14.0,,J. Jenkins makes free throw 2 of 2,17,34
1,0:58.0,Turnover by C. Felício (bad pass; steal by K. Allen),,17,34
1,0:42.0,,J. Jenkins makes 3-pt jump shot from 26 ft (assist by K. Allen),17,37
1,0:28.0,J. Sampson makes 2-pt hook shot from 8 ft (assist by A. Blakeney),,19,37
1,0:05.0,,L. Kornet misses 3-pt jump shot from 25 ft,19,37
1,0:03.0,Defensive rebound by C. Felício,,19,37
2,11:47.0,,J. Jenkins makes 3-pt jump shot from 25 ft (assist by K. Knox),19,40
2,11:21.0,B. Sampson misses 2-pt layup from 1 ft,,19,40
2,11:19.0,,Defensive rebound by K. Knox,19,40
2,11:09.0,,J. Jenkins misses 3-pt jump shot from 26 ft,19,40
2,11:07.0,Defensive rebound by C. Felício,,19,40
2,11:00.0,R. Arcidiacono makes 2-pt jump shot from 12 ft,,21,40
2,11:00.0,Shooting foul by K. Knox (drawn by R. Arcidiacono),,21,40
2,11:00.0,,D. Dotson enters the game for K. Knox,21,40
2,11:00.0,R. Arcidiacono makes free throw 1 of 1,,22,40
2,10:48.0,,L. Kornet makes 3-pt jump shot from 27 ft (assist by K. Allen),22,43
2,10:32.0,R. Arcidiacono makes 2-pt jump shot from 20 ft,,24,43
2,10:20.0,,Shooting foul by R. Arcidiacono (drawn by K. Allen),24,43
2,10:20.0,,K. Allen makes free throw 1 of 2,24,44
2,10:20.0,,K. Allen makes free throw 2 of 2,24,45
2,10:07.0,R. Arcidiacono misses 2-pt layup from 2 ft,,24,45
2,10:06.0,,Defensive rebound by K. Allen,24,45
2,10:01.0,,K. Allen makes 3-pt jump shot from 25 ft,24,48
2,10:01.0,Chicago full timeout,,24,48
2,10:01.0,A. Blakeney misses 2-pt jump shot from 4 ft,,24,48
2,9:59.0,,Defensive rebound by K. Allen,24,48
2,9:41.0,,Turnover by K. Allen (bad pass; steal by B. Sampson),24,48
2,9:30.0,J. Sampson makes 2-pt layup from 1 ft,,26,48
2,9:17.0,,D. Dotson makes 3-pt jump shot from 26 ft,26,51
2,8:55.0,A. Blakeney makes 2-pt jump shot from 8 ft,,28,51
2,8:36.0,,L. Kornet makes 3-pt jump shot from 27 ft (assist by K. Allen),28,54
2,8:19.0,R. Arcidiacono makes 3-pt jump shot from 25 ft (assist by B. Sampson),,31,54
2,7:58.0,,L. Kornet makes 3-pt jump shot from 27 ft (assist by K. Allen),31,57
2,7:37.0,B. Sampson misses 3-pt jump shot from 27 ft,,31,57
2,7:35.0,,Defensive rebound by L. Thomas,31,57
2,7:28.0,,L. Thomas misses 2-pt layup from 1 ft,31,57
2,7:26.0,Defensive rebound by C. Felício,,31,57
2,7:14.0,A. Blakeney misses 2-pt jump shot from 17 ft,,31,57
2,7:12.0,,Defensive rebound by D. Dotson,31,57
2,7:05.0,,Turnover by D. Dotson (palming),31,57
2,7:05.0,W. Lemon enters the game for R. Arcidiacono,,31,57
2,7:05.0,W. Selden enters the game for J. Sampson,,31,57
2,7:05.0,,E. Mudiay enters the game for K. Allen,31,57
2,7:05.0,,M. Robinson enters the game for L. Kornet,31,57
2,6:48.0,A. Blakeney misses 2-pt layup from 3 ft (block by D. Dotson),,31,57
2,6:46.0,,Defensive rebound by D. Dotson,31,57
2,6:34.0,,Personal foul by W. Lemon (drawn by L. Thomas),31,57
2,6:22.0,,J. Jenkins misses 3-pt jump shot from 24 ft,31,57
2,6:21.0,Defensive rebound by A. Blakeney,,31,57
2,6:12.0,W. Lemon misses 2-pt layup from 1 ft (block by M. Robinson),,31,57
2,6:10.0,,Defensive rebound by M. Robinson,31,57
2,6:04.0,,Shooting foul by C. Felício (drawn by M. Robinson),31,57
2,6:04.0,,M. Robinson makes free throw 1 of 2,31,58
2,6:04.0,T. Luwawu-Cabarrot enters the game for B. Sampson,,31,58
2,6:04.0,,K. Knox enters the game for L. Thomas,31,58
2,6:04.0,,M. Robinson makes free throw 2 of 2,31,59
2,5:50.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,,31,59
2,5:48.0,,Defensive rebound by K. Knox,31,59
2,5:31.0,,K. Knox misses 2-pt jump shot from 20 ft,31,59
2,5:29.0,Defensive rebound by A. Blakeney,,31,59
2,5:24.0,Personal foul by K. Knox (drawn by C. Felício),,31,59
2,5:16.0,W. Selden misses 2-pt layup from 4 ft,,31,59
2,5:14.0,,Defensive rebound by K. Knox,31,59
2,5:03.0,,Turnover by E. Mudiay (bad pass; steal by W. Selden),31,59
2,5:01.0,Personal take foul by E. Mudiay (drawn by W. Selden),,31,59
2,4:53.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 24 ft,,31,59
2,4:51.0,,Defensive rebound by M. Robinson,31,59
2,4:28.0,,E. Mudiay misses 2-pt jump shot from 23 ft,31,59
2,4:26.0,Defensive rebound by W. Selden,,31,59
2,4:11.0,A. Blakeney makes 2-pt jump shot from 15 ft (assist by C. Felício),,33,59
2,4:09.0,,New York full timeout,33,59
2,4:09.0,S. Harrison enters the game for A. Blakeney,,33,59
2,4:09.0,R. Lopez enters the game for C. Felício,,33,59
2,3:48.0,,E. Mudiay misses 2-pt jump shot from 15 ft,33,59
2,3:46.0,Defensive rebound by W. Lemon,,33,59
2,3:36.0,R. Lopez makes 2-pt hook shot from 10 ft (assist by T. Luwawu-Cabarrot),,35,59
2,3:15.0,,K. Knox misses 2-pt jump shot from 17 ft,35,59
2,3:13.0,Defensive rebound by S. Harrison,,35,59
2,3:05.0,Personal foul by J. Jenkins (drawn by R. Lopez),,35,59
2,3:05.0,,L. Kornet enters the game for J. Jenkins,35,59
2,2:51.0,R. Lopez makes 2-pt hook shot from 11 ft,,37,59
2,2:35.0,,K. Knox misses 2-pt layup from 2 ft,37,59
2,2:34.0,,Offensive rebound by M. Robinson,37,59
2,2:34.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by M. Robinson),37,59
2,2:34.0,,M. Robinson makes free throw 1 of 2,37,60
2,2:34.0,,M. Robinson misses free throw 2 of 2,37,60
2,2:30.0,Defensive rebound by W. Selden,,37,60
2,2:23.0,W. Lemon misses 2-pt layup from 1 ft,,37,60
2,2:21.0,Offensive rebound by R. Lopez,,37,60
2,2:21.0,R. Lopez misses 2-pt layup from 1 ft,,37,60
2,2:19.0,,Defensive rebound by E. Mudiay,37,60
2,2:19.0,,Turnover by E. Mudiay (out of bounds lost ball),37,60
2,2:15.0,W. Lemon misses 2-pt jump shot from 17 ft,,37,60
2,2:11.0,,Defensive rebound by E. Mudiay,37,60
2,2:01.0,,M. Robinson makes 2-pt dunk from 2 ft (assist by D. Dotson),37,62
2,1:45.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 24 ft,,37,62
2,1:44.0,,Loose ball foul by D. Dotson (drawn by R. Lopez),37,62
2,1:44.0,Offensive rebound by Team,,37,62
2,1:44.0,J. Sampson enters the game for W. Selden,,37,62
2,1:44.0,R. Lopez makes free throw 1 of 2,,38,62
2,1:44.0,R. Lopez makes free throw 2 of 2,,39,62
2,1:33.0,,D. Dotson misses 2-pt jump shot from 10 ft,39,62
2,1:31.0,Defensive rebound by J. Sampson,,39,62
2,1:18.0,Shooting foul by M. Robinson (drawn by R. Lopez),,39,62
2,1:18.0,R. Lopez makes free throw 1 of 2,,40,62
2,1:18.0,R. Lopez misses free throw 2 of 2,,40,62
2,1:16.0,,Defensive rebound by E. Mudiay,40,62
2,1:05.0,,Turnover by D. Dotson (lost ball; steal by S. Harrison),40,62
2,1:00.0,J. Sampson makes 2-pt layup at rim (assist by W. Lemon),,42,62
2,0:40.0,,M. Robinson makes 2-pt layup from 2 ft (assist by D. Dotson),42,64
2,0:31.0,J. Sampson makes 3-pt jump shot from 25 ft (assist by W. Lemon),,45,64
2,0:09.0,,K. Knox misses 3-pt jump shot from 23 ft,45,64
2,0:06.0,Defensive rebound by S. Harrison,,45,64
2,0:01.0,S. Harrison makes 2-pt layup from 1 ft,,47,64
3,11:40.0,,E. Mudiay misses 2-pt layup from 1 ft (block by J. Sampson),47,64
3,11:39.0,,Offensive rebound by Team,47,64
3,11:35.0,,K. Knox makes 2-pt jump shot from 18 ft (assist by M. Robinson),47,66
3,11:16.0,W. Selden makes 2-pt jump shot from 15 ft,,49,66
3,11:01.0,,Turnover by E. Mudiay (lost ball; steal by W. Lemon),49,66
3,10:56.0,J. Sampson makes 2-pt dunk at rim,,51,66
3,10:36.0,,K. Knox makes 3-pt jump shot from 26 ft (assist by E. Mudiay),51,69
3,10:13.0,,Violation by Team (kicked ball),51,69
3,10:09.0,W. Lemon misses 2-pt layup from 1 ft (block by L. Kornet),,51,69
3,10:08.0,Offensive rebound by Team,,51,69
3,10:02.0,S. Harrison misses 2-pt jump shot from 18 ft,,51,69
3,10:00.0,Offensive rebound by R. Lopez,,51,69
3,10:00.0,R. Lopez misses 2-pt layup at rim,,51,69
3,9:58.0,,Defensive rebound by D. Dotson,51,69
3,9:49.0,,K. Knox misses 2-pt layup from 1 ft,51,69
3,9:48.0,Defensive rebound by J. Sampson,,51,69
3,9:42.0,W. Selden makes 2-pt layup from 2 ft,,53,69
3,9:22.0,,E. Mudiay misses 3-pt jump shot from 26 ft,53,69
3,9:20.0,Defensive rebound by J. Sampson,,53,69
3,9:10.0,R. Lopez makes 2-pt hook shot from 5 ft (assist by W. Lemon),,55,69
3,9:04.0,,New York full timeout,55,69
3,9:04.0,,L. Thomas enters the game for L. Kornet,55,69
3,8:45.0,,E. Mudiay makes 2-pt jump shot from 6 ft,55,71
3,8:30.0,Shooting foul by K. Knox (drawn by R. Lopez),,55,71
3,8:30.0,R. Lopez makes free throw 1 of 2,,56,71
3,8:30.0,R. Lopez makes free throw 2 of 2,,57,71
3,8:15.0,,E. Mudiay misses 2-pt jump shot from 10 ft,57,71
3,8:13.0,,Offensive rebound by M. Robinson,57,71
3,8:11.0,,Shooting foul by R. Lopez (drawn by M. Robinson),57,71
3,8:11.0,,M. Robinson makes free throw 1 of 2,57,72
3,8:11.0,,M. Robinson misses free throw 2 of 2,57,72
3,8:09.0,Defensive rebound by J. Sampson,,57,72
3,7:50.0,J. Sampson misses 3-pt jump shot from 26 ft,,57,72
3,7:48.0,,Defensive rebound by L. Thomas,57,72
3,7:41.0,,D. Dotson makes 3-pt jump shot from 25 ft,57,75
3,7:30.0,Personal foul by D. Dotson (drawn by R. Lopez),,57,75
3,7:25.0,Offensive foul by R. Lopez (drawn by L. Thomas),,57,75
3,7:25.0,Turnover by R. Lopez (offensive foul),,57,75
3,7:15.0,,D. Dotson makes 3-pt jump shot from 25 ft (assist by M. Robinson),57,78
3,7:11.0,Chicago full timeout,,57,78
3,7:04.0,W. Lemon makes 2-pt layup from 1 ft,,59,78
3,7:04.0,Shooting foul by D. Dotson (drawn by W. Lemon),,59,78
3,7:04.0,W. Lemon misses free throw 1 of 1,,59,78
3,7:02.0,,Defensive rebound by E. Mudiay,59,78
3,6:51.0,,Turnover by D. Dotson (bad pass),59,78
3,6:37.0,R. Lopez misses 2-pt hook shot from 12 ft,,59,78
3,6:35.0,,Defensive rebound by D. Dotson,59,78
3,6:20.0,,E. Mudiay misses 2-pt jump shot from 11 ft,59,78
3,6:18.0,Defensive rebound by S. Harrison,,59,78
3,6:09.0,R. Lopez makes 2-pt layup from 1 ft (assist by S. Harrison),,61,78
3,6:02.0,,Turnover by M. Robinson (bad pass; steal by W. Lemon),61,78
3,5:59.0,W. Lemon misses 2-pt layup from 2 ft,,61,78
3,5:58.0,,Defensive rebound by M. Robinson,61,78
3,5:51.0,,L. Thomas makes 2-pt layup from 2 ft (assist by D. Dotson),61,80
3,5:38.0,W. Selden makes 3-pt jump shot from 24 ft (assist by S. Harrison),,64,80
3,5:18.0,,E. Mudiay misses 2-pt layup from 2 ft (block by R. Lopez),64,80
3,5:17.0,,Offensive rebound by Team,64,80
3,5:17.0,T. Luwawu-Cabarrot enters the game for W. Selden,,64,80
3,5:17.0,,J. Jenkins enters the game for D. Dotson,64,80
3,5:17.0,,L. Kornet enters the game for M. Robinson,64,80
3,5:14.0,,L. Kornet makes 3-pt jump shot from 25 ft (assist by K. Knox),64,83
3,4:57.0,J. Sampson misses 2-pt jump shot from 5 ft,,64,83
3,4:55.0,,Defensive rebound by L. Kornet,64,83
3,4:40.0,,E. Mudiay misses 3-pt jump shot from 27 ft,64,83
3,4:38.0,Defensive rebound by S. Harrison,,64,83
3,4:28.0,S. Harrison misses 2-pt layup from 1 ft,,64,83
3,4:26.0,Offensive rebound by R. Lopez,,64,83
3,4:26.0,R. Lopez makes 2-pt dunk at rim,,66,83
3,4:07.0,,L. Thomas misses 3-pt jump shot from 23 ft,66,83
3,4:05.0,Defensive rebound by J. Sampson,,66,83
3,3:56.0,S. Harrison misses 2-pt jump shot from 11 ft,,66,83
3,3:54.0,,Defensive rebound by L. Kornet,66,83
3,3:49.0,,Turnover by L. Thomas (out of bounds lost ball),66,83
3,3:49.0,R. Arcidiacono enters the game for W. Lemon,,66,83
3,3:49.0,,D. Dotson enters the game for E. Mudiay,66,83
3,3:27.0,J. Sampson makes 2-pt jump shot from 14 ft,,68,83
3,3:05.0,,L. Kornet makes 2-pt dunk from 1 ft (assist by L. Thomas),68,85
3,3:05.0,,Shooting foul by J. Sampson (drawn by L. Kornet),68,85
3,3:05.0,C. Felício enters the game for R. Lopez,,68,85
3,3:05.0,,L. Kornet makes free throw 1 of 1,68,86
3,2:49.0,Shooting foul by L. Kornet (drawn by C. Felício),,68,86
3,2:49.0,W. Selden enters the game for J. Sampson,,68,86
3,2:49.0,C. Felício misses free throw 1 of 2,,68,86
3,2:49.0,Offensive rebound by Team,,68,86
3,2:49.0,C. Felício makes free throw 2 of 2,,69,86
3,2:33.0,,J. Jenkins misses 3-pt jump shot from 23 ft,69,86
3,2:31.0,Defensive rebound by C. Felício,,69,86
3,2:14.0,S. Harrison misses 2-pt layup from 3 ft,,69,86
3,2:13.0,,Defensive rebound by L. Kornet,69,86
3,2:04.0,,K. Knox misses 3-pt jump shot from 25 ft,69,86
3,2:02.0,Defensive rebound by T. Luwawu-Cabarrot,,69,86
3,1:50.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 26 ft,,69,86
3,1:48.0,Offensive rebound by W. Selden,,69,86
3,1:39.0,W. Selden misses 2-pt jump shot from 11 ft,,69,86
3,1:38.0,Offensive rebound by Team,,69,86
3,1:38.0,A. Blakeney enters the game for S. Harrison,,69,86
3,1:34.0,T. Luwawu-Cabarrot makes 2-pt layup from 1 ft (assist by R. Arcidiacono),,71,86
3,1:24.0,,New York full timeout,71,86
3,1:24.0,,E. Mudiay enters the game for K. Knox,71,86
3,1:07.0,,L. Kornet makes 2-pt layup from 1 ft (assist by D. Dotson),71,88
3,0:56.0,Shooting foul by E. Mudiay (drawn by R. Arcidiacono),,71,88
3,0:56.0,R. Arcidiacono makes free throw 1 of 2,,72,88
3,0:56.0,R. Arcidiacono makes free throw 2 of 2,,73,88
3,0:48.0,,E. Mudiay misses 2-pt jump shot from 22 ft,73,88
3,0:45.0,Defensive rebound by C. Felício,,73,88
3,0:37.0,R. Arcidiacono makes 2-pt jump shot from 14 ft,,75,88
3,0:28.0,,L. Kornet makes 3-pt jump shot from 27 ft (assist by D. Dotson),75,91
3,0:06.0,R. Arcidiacono makes 2-pt layup from 2 ft,,77,91
3,0:04.0,,Personal take foul by R. Arcidiacono (drawn by E. Mudiay),77,91
3,0:01.0,,E. Mudiay misses 3-pt jump shot from 24 ft,77,91
3,0:01.0,,Offensive rebound by Team,77,91
4,11:41.0,Personal foul by L. Kornet (drawn by C. Felício),,77,91
4,11:36.0,A. Blakeney misses 2-pt jump shot from 12 ft (block by L. Kornet),,77,91
4,11:34.0,Offensive rebound by C. Felício,,77,91
4,11:33.0,C. Felício misses 2-pt layup from 1 ft (block by L. Thomas),,77,91
4,11:32.0,,Defensive rebound by J. Jenkins,77,91
4,11:20.0,,L. Kornet misses 3-pt jump shot from 27 ft,77,91
4,11:18.0,Defensive rebound by T. Luwawu-Cabarrot,,77,91
4,11:00.0,R. Arcidiacono misses 2-pt jump shot from 11 ft,,77,91
4,10:58.0,,Defensive rebound by L. Kornet,77,91
4,10:45.0,,Personal foul by T. Luwawu-Cabarrot (drawn by L. Kornet),77,91
4,10:45.0,,K. Knox enters the game for D. Dotson,77,91
4,10:37.0,,J. Jenkins misses 3-pt jump shot from 25 ft,77,91
4,10:35.0,,Offensive rebound by L. Kornet,77,91
4,10:34.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by L. Kornet),77,91
4,10:34.0,,L. Kornet makes free throw 1 of 2,77,92
4,10:34.0,,L. Kornet makes free throw 2 of 2,77,93
4,10:26.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 23 ft,,77,93
4,10:24.0,Offensive rebound by C. Felício,,77,93
4,10:19.0,A. Blakeney makes 2-pt layup at rim (assist by C. Felício),,79,93
4,10:01.0,,Turnover by K. Knox (bad pass; steal by T. Luwawu-Cabarrot),79,93
4,9:59.0,T. Luwawu-Cabarrot makes 2-pt dunk from 1 ft (assist by R. Arcidiacono),,81,93
4,9:44.0,,Turnover by K. Knox (traveling),81,93
4,9:44.0,J. Sampson enters the game for C. Felício,,81,93
4,9:24.0,Shooting foul by E. Mudiay (drawn by T. Luwawu-Cabarrot),,81,93
4,9:24.0,T. Luwawu-Cabarrot makes free throw 1 of 3,,82,93
4,9:24.0,T. Luwawu-Cabarrot makes free throw 2 of 3,,83,93
4,9:24.0,,M. Robinson enters the game for L. Kornet,83,93
4,9:24.0,T. Luwawu-Cabarrot makes free throw 3 of 3,,84,93
4,9:03.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by K. Knox),84,93
4,9:03.0,,K. Knox makes free throw 1 of 2,84,94
4,9:03.0,,K. Knox misses free throw 2 of 2,84,94
4,9:01.0,Defensive rebound by R. Arcidiacono,,84,94
4,8:48.0,W. Selden makes 2-pt layup from 4 ft,,86,94
4,8:34.0,,Personal foul by R. Arcidiacono (drawn by E. Mudiay),86,94
4,8:32.0,,Turnover by L. Thomas (bad pass),86,94
4,8:15.0,W. Selden misses 3-pt jump shot from 26 ft,,86,94
4,8:13.0,,Defensive rebound by M. Robinson,86,94
4,8:04.0,,J. Jenkins misses 3-pt jump shot from 23 ft,86,94
4,8:02.0,Defensive rebound by W. Selden,,86,94
4,7:55.0,Shooting foul by M. Robinson (drawn by J. Sampson),,86,94
4,7:55.0,J. Sampson makes free throw 1 of 2,,87,94
4,7:55.0,W. Lemon enters the game for R. Arcidiacono,,87,94
4,7:55.0,,D. Dotson enters the game for J. Jenkins,87,94
4,7:55.0,J. Sampson misses free throw 2 of 2,,87,94
4,7:53.0,Offensive rebound by W. Lemon,,87,94
4,7:51.0,W. Lemon makes 2-pt layup at rim,,89,94
4,7:32.0,,E. Mudiay makes 2-pt jump shot from 16 ft,89,96
4,7:12.0,W. Lemon misses 2-pt layup from 5 ft,,89,96
4,7:11.0,,Defensive rebound by Team,89,96
4,7:11.0,Loose ball foul by J. Sampson (drawn by M. Robinson),,89,96
4,7:11.0,R. Lopez enters the game for J. Sampson,,89,96
4,7:11.0,,M. Robinson makes free throw 1 of 2,89,97
4,7:11.0,,M. Robinson makes free throw 2 of 2,89,98
4,6:51.0,A. Blakeney misses 3-pt jump shot from 25 ft (block by M. Robinson),,89,98
4,6:49.0,,Defensive rebound by M. Robinson,89,98
4,6:46.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by K. Knox),89,98
4,6:46.0,,New York full timeout,89,98
4,6:46.0,S. Harrison enters the game for A. Blakeney,,89,98
4,6:46.0,J. Sampson enters the game for T. Luwawu-Cabarrot,,89,98
4,6:46.0,,K. Knox makes free throw 1 of 2,89,99
4,6:46.0,,K. Knox makes free throw 2 of 2,89,100
4,6:31.0,J. Sampson makes 2-pt layup from 2 ft (assist by S. Harrison),,91,100
4,6:16.0,,Turnover by K. Knox (step out of bounds),91,100
4,5:55.0,W. Selden misses 2-pt jump shot from 9 ft,,91,100
4,5:53.0,,Defensive rebound by K. Knox,91,100
4,5:48.0,,D. Dotson makes 3-pt jump shot from 26 ft (assist by K. Knox),91,103
4,5:46.0,Chicago full timeout,,91,103
4,5:32.0,W. Lemon makes 2-pt layup from 1 ft,,93,103
4,5:06.0,,E. Mudiay makes 2-pt layup from 1 ft,93,105
4,4:46.0,J. Sampson makes 2-pt layup from 1 ft (assist by R. Lopez),,95,105
4,4:33.0,,E. Mudiay makes 2-pt jump shot from 12 ft,95,107
4,4:11.0,R. Lopez makes 2-pt hook shot from 7 ft,,97,107
4,3:55.0,,L. Thomas misses 3-pt jump shot from 24 ft,97,107
4,3:53.0,,Offensive rebound by K. Knox,97,107
4,3:49.0,,Turnover by K. Knox (lost ball; steal by W. Lemon),97,107
4,3:46.0,S. Harrison makes 2-pt layup from 1 ft (assist by W. Lemon),,99,107
4,3:46.0,,Violation by Team (def goaltending),99,107
4,3:23.0,,E. Mudiay makes 3-pt jump shot from 27 ft,99,110
4,3:09.0,Personal foul by M. Robinson (drawn by R. Lopez),,99,110
4,3:06.0,R. Lopez misses 2-pt hook shot from 8 ft,,99,110
4,3:04.0,Offensive rebound by S. Harrison,,99,110
4,3:04.0,S. Harrison misses 2-pt layup at rim,,99,110
4,3:02.0,,Defensive rebound by L. Thomas,99,110
4,2:40.0,,E. Mudiay misses 2-pt jump shot from 11 ft,99,110
