QUARTER,TIME_REMAINING,NEW YORK_ACTION,PORTLAND_ACTION,NEW YORK_SCORE,PORTLAND_SCORE
1,3:49.0,T. Hardaway makes 2-pt jump shot from 21 ft (assist by N. Vonleh),,21,20
1,3:29.0,,A. Aminu misses 2-pt jump shot from 13 ft,21,20
1,3:26.0,Defensive rebound by N. Vonleh,,21,20
1,3:20.0,E. Mudiay makes 2-pt layup from 2 ft,,23,20
1,3:03.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),23,23
1,2:47.0,Personal foul by Z. Collins (drawn by N. Vonleh),,23,23
1,2:47.0,N. Vonleh makes free throw 1 of 2,,24,23
1,2:47.0,T. Burke enters the game for T. Hardaway,,24,23
1,2:47.0,D. Dotson enters the game for E. Mudiay,,24,23
1,2:47.0,,S. Curry enters the game for C. McCollum,24,23
1,2:47.0,N. Vonleh makes free throw 2 of 2,,25,23
1,2:24.0,,D. Lillard makes 2-pt jump shot from 7 ft,25,25
1,2:13.0,N. Vonleh misses 2-pt jump shot from 4 ft,,25,25
1,2:13.0,,Defensive rebound by Team,25,25
1,2:00.0,,E. Turner makes 3-pt jump shot from 23 ft (assist by D. Lillard),25,28
1,1:45.0,T. Burke misses 2-pt jump shot from 6 ft (block by A. Aminu),,25,28
1,1:43.0,,Defensive rebound by A. Aminu,25,28
1,1:36.0,,Turnover by D. Lillard (step out of bounds),25,28
1,1:36.0,E. Freedom enters the game for L. Kornet,,25,28
1,1:36.0,A. Trier enters the game for N. Vonleh,,25,28
1,1:36.0,,M. Leonard enters the game for A. Aminu,25,28
1,1:21.0,T. Burke makes 2-pt jump shot from 5 ft (assist by E. Freedom),,27,28
1,1:21.0,Shooting foul by D. Lillard (drawn by T. Burke),,27,28
1,1:21.0,T. Burke makes free throw 1 of 1,,28,28
1,1:16.0,,Shooting foul by D. Dotson (drawn by E. Turner),28,28
1,1:16.0,,E. Turner misses free throw 1 of 2,28,28
1,1:16.0,,Offensive rebound by Team,28,28
1,1:16.0,,E. Turner misses free throw 2 of 2,28,28
1,1:14.0,Defensive rebound by M. Hezonja,,28,28
1,0:51.0,E. Freedom misses 2-pt jump shot from 15 ft,,28,28
1,0:51.0,Offensive rebound by M. Hezonja,,28,28
1,0:51.0,M. Hezonja makes 2-pt layup at rim,,30,28
1,0:32.0,,D. Lillard misses 2-pt layup from 1 ft,30,28
1,0:29.0,Defensive rebound by D. Dotson,,30,28
1,0:14.0,A. Trier misses 2-pt jump shot from 18 ft,,30,28
1,0:12.0,,Defensive rebound by Z. Collins,30,28
1,0:00.0,,Shooting foul by T. Burke (drawn by D. Lillard),30,28
1,0:00.0,,D. Lillard makes free throw 1 of 2,30,29
1,0:00.0,,D. Lillard makes free throw 2 of 2,30,30
2,11:43.0,E. Freedom makes 2-pt layup from 2 ft,,32,30
2,11:25.0,,Z. Collins misses 3-pt jump shot from 25 ft,32,30
2,11:23.0,Defensive rebound by E. Freedom,,32,30
2,11:13.0,M. Hezonja makes 2-pt jump shot from 22 ft (assist by T. Burke),,34,30
2,11:06.0,,Personal foul by T. Burke (drawn by S. Curry),34,30
2,10:54.0,,M. Leonard misses 3-pt jump shot from 22 ft,34,30
2,10:52.0,Defensive rebound by T. Burke,,34,30
2,10:46.0,A. Trier makes 2-pt layup from 1 ft (assist by T. Burke),,36,30
2,10:36.0,,E. Turner misses 2-pt jump shot from 17 ft,36,30
2,10:34.0,Defensive rebound by D. Dotson,,36,30
2,10:28.0,T. Burke misses 2-pt jump shot from 15 ft,,36,30
2,10:25.0,,Defensive rebound by E. Turner,36,30
2,10:19.0,,S. Curry makes 3-pt jump shot from 24 ft (assist by E. Turner),36,33
2,10:02.0,E. Freedom makes 2-pt jump shot from 19 ft (assist by D. Dotson),,38,33
2,9:39.0,,Turnover by E. Turner (bad pass; steal by M. Hezonja),38,33
2,9:34.0,T. Burke misses 2-pt jump shot from 14 ft,,38,33
2,9:32.0,,Defensive rebound by J. Layman,38,33
2,9:24.0,,Shooting foul by M. Hezonja (drawn by J. Layman),38,33
2,9:24.0,,J. Layman makes free throw 1 of 2,38,34
2,9:24.0,,J. Layman makes free throw 2 of 2,38,35
2,9:06.0,Shooting foul by Z. Collins (drawn by M. Hezonja),,38,35
2,9:06.0,M. Hezonja makes free throw 1 of 2,,39,35
2,9:06.0,M. Hezonja makes free throw 2 of 2,,40,35
2,8:53.0,,S. Curry makes 3-pt jump shot from 24 ft (assist by M. Leonard),40,38
2,8:42.0,Shooting foul by S. Curry (drawn by T. Burke),,40,38
2,8:42.0,T. Burke makes free throw 1 of 2,,41,38
2,8:42.0,T. Burke makes free throw 2 of 2,,42,38
2,8:28.0,,J. Layman makes 3-pt jump shot from 25 ft (assist by E. Turner),42,41
2,8:12.0,M. Hezonja makes 2-pt dunk from 2 ft (assist by E. Freedom),,44,41
2,8:11.0,,Portland full timeout,44,41
2,7:51.0,,Z. Collins misses 2-pt jump shot from 14 ft,44,41
2,7:48.0,Defensive rebound by A. Trier,,44,41
2,7:44.0,M. Hezonja misses 3-pt jump shot from 24 ft,,44,41
2,7:42.0,Offensive rebound by E. Freedom,,44,41
2,7:42.0,Shooting foul by E. Turner (drawn by E. Freedom),,44,41
2,7:42.0,E. Freedom misses free throw 1 of 2,,44,41
2,7:42.0,Offensive rebound by Team,,44,41
2,7:42.0,T. Hardaway enters the game for A. Trier,,44,41
2,7:42.0,,C. McCollum enters the game for E. Turner,44,41
2,7:42.0,E. Freedom makes free throw 2 of 2,,45,41
2,7:33.0,,J. Layman makes 2-pt dunk from 1 ft (assist by M. Leonard),45,43
2,7:16.0,Turnover by M. Hezonja (traveling),,45,43
2,7:05.0,,J. Layman misses 3-pt jump shot from 25 ft,45,43
2,7:00.0,,Offensive rebound by J. Layman,45,43
2,6:59.0,,M. Leonard makes 2-pt dunk from 1 ft (assist by J. Layman),45,45
2,6:50.0,New York full timeout,,45,45
2,6:50.0,K. Knox enters the game for T. Burke,,45,45
2,6:50.0,E. Mudiay enters the game for D. Dotson,,45,45
2,6:28.0,T. Hardaway misses 3-pt jump shot from 24 ft,,45,45
2,6:24.0,,Defensive rebound by S. Curry,45,45
2,6:10.0,,C. McCollum misses 2-pt jump shot from 13 ft,45,45
2,6:10.0,Defensive rebound by Team,,45,45
2,6:10.0,,Loose ball foul by Z. Collins (drawn by T. Hardaway),45,45
2,6:10.0,,A. Aminu enters the game for Z. Collins,45,45
2,6:10.0,,J. Nurkić enters the game for M. Leonard,45,45
2,5:47.0,E. Mudiay misses 2-pt jump shot from 18 ft (block by S. Curry),,45,45
2,5:44.0,Offensive rebound by M. Hezonja,,45,45
2,5:43.0,M. Hezonja misses 2-pt jump shot from 22 ft,,45,45
2,5:42.0,Offensive rebound by E. Freedom,,45,45
2,5:39.0,M. Hezonja misses 2-pt layup from 1 ft,,45,45
2,5:37.0,,Defensive rebound by J. Layman,45,45
2,5:31.0,,S. Curry misses 2-pt jump shot from 19 ft,45,45
2,5:28.0,Defensive rebound by K. Knox,,45,45
2,5:23.0,K. Knox misses 2-pt jump shot from 6 ft,,45,45
2,5:21.0,,Defensive rebound by J. Layman,45,45
2,5:14.0,,C. McCollum misses 2-pt layup from 2 ft,45,45
2,5:12.0,Defensive rebound by E. Freedom,,45,45
2,5:08.0,E. Mudiay makes 2-pt layup from 1 ft,,47,45
2,4:49.0,,Turnover by J. Nurkić (lost ball; steal by T. Hardaway),47,45
2,4:35.0,M. Hezonja makes 2-pt jump shot from 19 ft,,49,45
2,4:13.0,,A. Aminu misses 2-pt layup from 1 ft,49,45
2,4:12.0,Defensive rebound by E. Freedom,,49,45
2,4:07.0,Turnover by M. Hezonja (bad pass; steal by S. Curry),,49,45
2,4:03.0,,S. Curry misses 3-pt jump shot from 26 ft,49,45
2,4:00.0,Defensive rebound by M. Hezonja,,49,45
2,3:56.0,E. Mudiay misses 2-pt layup from 1 ft,,49,45
2,3:54.0,,Defensive rebound by J. Nurkić,49,45
2,3:50.0,,C. McCollum misses 3-pt jump shot from 26 ft,49,45
2,3:47.0,Defensive rebound by K. Knox,,49,45
2,3:39.0,New York full timeout,,49,45
2,3:39.0,L. Kornet enters the game for M. Hezonja,,49,45
2,3:39.0,N. Vonleh enters the game for E. Freedom,,49,45
2,3:39.0,,M. Harkless enters the game for S. Curry,49,45
2,3:39.0,,D. Lillard enters the game for J. Layman,49,45
2,3:27.0,Turnover by T. Hardaway (bad pass; steal by A. Aminu),,49,45
2,3:22.0,,J. Nurkić makes 2-pt layup from 2 ft (assist by M. Harkless),49,47
2,3:01.0,L. Kornet misses 3-pt jump shot from 28 ft,,49,47
2,2:59.0,,Defensive rebound by J. Nurkić,49,47
2,2:51.0,,D. Lillard misses 2-pt jump shot from 7 ft,49,47
2,2:48.0,Defensive rebound by N. Vonleh,,49,47
2,2:43.0,E. Mudiay makes 2-pt layup from 2 ft,,51,47
2,2:43.0,Shooting foul by J. Nurkić (drawn by E. Mudiay),,51,47
2,2:43.0,,Z. Collins enters the game for J. Nurkić,51,47
2,2:43.0,E. Mudiay makes free throw 1 of 1,,52,47
2,2:28.0,,Z. Collins makes 2-pt jump shot from 7 ft (assist by D. Lillard),52,49
2,2:28.0,,Shooting foul by N. Vonleh (drawn by Z. Collins),52,49
2,2:28.0,,Z. Collins misses free throw 1 of 1,52,49
2,2:26.0,,Offensive rebound by A. Aminu,52,49
2,2:23.0,,C. McCollum misses 3-pt jump shot from 25 ft,52,49
2,2:19.0,Defensive rebound by N. Vonleh,,52,49
2,2:11.0,K. Knox misses 2-pt jump shot from 19 ft,,52,49
2,2:09.0,,Defensive rebound by C. McCollum,52,49
2,1:57.0,,M. Harkless misses 3-pt jump shot from 24 ft,52,49
2,1:53.0,Defensive rebound by L. Kornet,,52,49
2,1:43.0,Turnover by L. Kornet (bad pass; steal by A. Aminu),,52,49
2,1:39.0,,C. McCollum makes 2-pt dunk at rim (assist by A. Aminu),52,51
2,1:20.0,T. Hardaway misses 2-pt jump shot from 19 ft,,52,51
2,1:19.0,,Defensive rebound by D. Lillard,52,51
2,1:06.0,,D. Lillard makes 2-pt jump shot from 19 ft,52,53
2,0:49.0,Shooting foul by M. Harkless (drawn by K. Knox),,52,53
2,0:49.0,K. Knox makes free throw 1 of 2,,53,53
2,0:49.0,K. Knox misses free throw 2 of 2,,53,53
2,0:48.0,,Defensive rebound by Z. Collins,53,53
2,0:27.0,,A. Aminu misses 2-pt layup from 2 ft,53,53
2,0:27.0,,Offensive rebound by Team,53,53
2,0:27.0,M. Hezonja enters the game for K. Knox,,53,53
2,0:25.0,,Shooting foul by N. Vonleh (drawn by A. Aminu),53,53
2,0:25.0,,J. Layman enters the game for Z. Collins,53,53
2,0:25.0,,E. Turner enters the game for M. Harkless,53,53
2,0:25.0,,A. Aminu makes free throw 1 of 2,53,54
2,0:25.0,D. Dotson enters the game for N. Vonleh,,53,54
2,0:25.0,,A. Aminu misses free throw 2 of 2,53,54
2,0:17.0,Defensive rebound by M. Hezonja,,53,54
2,0:00.0,T. Hardaway misses 3-pt jump shot from 24 ft,,53,54
2,0:00.0,Offensive rebound by Team,,53,54
3,11:45.0,T. Hardaway misses 2-pt jump shot from 10 ft,,53,54
3,11:44.0,,Defensive rebound by Team,53,54
3,11:27.0,,D. Lillard misses 3-pt jump shot from 27 ft,53,54
3,11:25.0,Defensive rebound by N. Vonleh,,53,54
3,11:05.0,K. Knox misses 2-pt hook shot from 11 ft,,53,54
3,11:03.0,,Defensive rebound by J. Layman,53,54
3,10:57.0,,J. Nurkić makes 2-pt layup from 3 ft (assist by D. Lillard),53,56
3,10:41.0,E. Mudiay misses 2-pt jump shot from 19 ft,,53,56
3,10:39.0,,Defensive rebound by D. Lillard,53,56
3,10:27.0,,J. Nurkić misses 2-pt layup from 1 ft (block by L. Kornet),53,56
3,10:26.0,,Offensive rebound by J. Nurkić,53,56
3,10:25.0,,J. Nurkić makes 2-pt layup from 2 ft,53,58
3,10:24.0,New York full timeout,,53,58
3,10:05.0,T. Hardaway misses 3-pt jump shot from 25 ft,,53,58
3,10:03.0,,Defensive rebound by C. McCollum,53,58
3,9:53.0,,A. Aminu misses 2-pt layup from 3 ft,53,58
3,9:53.0,Defensive rebound by Team,,53,58
3,9:53.0,,Loose ball foul by J. Nurkić (drawn by L. Kornet),53,58
3,9:36.0,N. Vonleh misses 3-pt jump shot from 25 ft,,53,58
3,9:34.0,,Defensive rebound by J. Layman,53,58
3,9:21.0,,Turnover by D. Lillard (bad pass; steal by K. Knox),53,58
3,9:01.0,E. Mudiay misses 2-pt layup from 1 ft,,53,58
3,9:00.0,,Defensive rebound by A. Aminu,53,58
3,8:51.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by A. Aminu),53,61
3,8:36.0,T. Hardaway misses 2-pt jump shot from 19 ft,,53,61
3,8:33.0,,Defensive rebound by D. Lillard,53,61
3,8:17.0,,A. Aminu makes 2-pt dunk from 2 ft (assist by J. Layman),53,63
3,8:04.0,E. Mudiay makes 2-pt layup from 2 ft,,55,63
3,7:53.0,,Turnover by D. Lillard (bad pass; steal by E. Mudiay),55,63
3,7:47.0,T. Hardaway misses 3-pt jump shot from 24 ft,,55,63
3,7:46.0,Offensive rebound by N. Vonleh,,55,63
3,7:41.0,L. Kornet misses 3-pt jump shot from 25 ft,,55,63
3,7:39.0,,Defensive rebound by J. Nurkić,55,63
3,7:18.0,,D. Lillard makes 2-pt layup from 1 ft,55,65
3,7:13.0,New York full timeout,,55,65
3,7:13.0,D. Dotson enters the game for T. Hardaway,,55,65
3,7:13.0,E. Freedom enters the game for L. Kornet,,55,65
3,6:52.0,E. Freedom makes 2-pt layup from 1 ft (assist by E. Mudiay),,57,65
3,6:37.0,,Turnover by J. Nurkić (bad pass),57,65
3,6:37.0,M. Hezonja enters the game for K. Knox,,57,65
3,6:23.0,N. Vonleh misses 2-pt hook shot from 8 ft,,57,65
3,6:22.0,Offensive rebound by N. Vonleh,,57,65
3,6:21.0,N. Vonleh misses 2-pt hook shot from 2 ft,,57,65
3,6:18.0,,Defensive rebound by J. Nurkić,57,65
3,6:14.0,Violation by Team (kicked ball),,57,65
3,6:14.0,,M. Leonard enters the game for J. Nurkić,57,65
3,6:00.0,,D. Lillard misses 2-pt layup from 1 ft,57,65
3,5:57.0,Defensive rebound by E. Freedom,,57,65
3,5:51.0,E. Mudiay makes 2-pt layup from 1 ft,,59,65
3,5:38.0,,A. Aminu misses 3-pt jump shot from 25 ft,59,65
3,5:36.0,,Offensive rebound by J. Layman,59,65
3,5:34.0,,D. Lillard makes 3-pt jump shot from 29 ft (assist by J. Layman),59,68
3,5:07.0,E. Freedom misses 2-pt layup from 2 ft,,59,68
3,5:05.0,,Defensive rebound by A. Aminu,59,68
3,5:00.0,,A. Aminu misses 2-pt layup from 2 ft,59,68
3,4:58.0,,Offensive rebound by J. Layman,59,68
3,4:58.0,,J. Layman makes 2-pt layup at rim,59,70
3,4:42.0,D. Dotson misses 3-pt jump shot from 25 ft,,59,70
3,4:41.0,,Defensive rebound by A. Aminu,59,70
3,4:29.0,,M. Leonard misses 2-pt layup from 1 ft,59,70
3,4:27.0,Defensive rebound by E. Freedom,,59,70
3,4:21.0,E. Freedom makes 2-pt layup from 1 ft (assist by E. Mudiay),,61,70
3,4:01.0,,M. Leonard makes 3-pt jump shot from 24 ft (assist by D. Lillard),61,73
3,3:52.0,Shooting foul by A. Aminu (drawn by E. Mudiay),,61,73
3,3:52.0,E. Mudiay makes free throw 1 of 2,,62,73
3,3:52.0,A. Trier enters the game for N. Vonleh,,62,73
3,3:52.0,,S. Curry enters the game for J. Layman,62,73
3,3:52.0,,E. Turner enters the game for C. McCollum,62,73
3,3:52.0,E. Mudiay makes free throw 2 of 2,,63,73
3,3:39.0,,D. Lillard misses 3-pt jump shot from 25 ft,63,73
3,3:36.0,Defensive rebound by E. Mudiay,,63,73
3,3:31.0,E. Freedom makes 2-pt layup from 1 ft (assist by E. Mudiay),,65,73
3,3:06.0,,M. Leonard makes 2-pt hook shot from 11 ft,65,75
3,2:45.0,E. Freedom makes 2-pt dunk from 1 ft,,67,75
3,2:24.0,,M. Leonard makes 2-pt jump shot from 13 ft (assist by D. Lillard),67,77
3,2:10.0,Turnover by D. Dotson (lost ball; steal by D. Lillard),,67,77
3,2:06.0,,D. Lillard misses 3-pt jump shot from 29 ft,67,77
3,2:04.0,,Offensive rebound by D. Lillard,67,77
3,2:02.0,,D. Lillard makes 3-pt jump shot from 25 ft,67,80
3,1:41.0,Personal foul by M. Leonard (drawn by E. Freedom),,67,80
3,1:41.0,T. Burke enters the game for E. Mudiay,,67,80
3,1:32.0,Turnover by A. Trier (bad pass; steal by M. Leonard),,67,80
3,1:19.0,,E. Turner makes 2-pt layup from 2 ft,67,82
3,1:19.0,,Shooting foul by D. Dotson (drawn by E. Turner),67,82
3,1:19.0,,E. Turner makes free throw 1 of 1,67,83
3,1:06.0,Personal foul by M. Leonard (drawn by E. Freedom),,67,83
3,1:06.0,E. Freedom misses free throw 1 of 2,,67,83
3,1:06.0,Offensive rebound by Team,,67,83
3,1:06.0,E. Freedom makes free throw 2 of 2,,68,83
3,1:00.0,,Shooting foul by T. Burke (drawn by D. Lillard),68,83
3,1:00.0,,D. Lillard makes free throw 1 of 3,68,84
3,1:00.0,,D. Lillard makes free throw 2 of 3,68,85
3,1:00.0,,D. Lillard makes free throw 3 of 3,68,86
3,0:51.0,D. Dotson makes 3-pt jump shot from 30 ft (assist by T. Burke),,71,86
3,0:34.0,,D. Lillard misses 3-pt jump shot from 29 ft,71,86
3,0:32.0,Defensive rebound by E. Freedom,,71,86
3,0:26.0,T. Burke makes 3-pt jump shot from 26 ft,,74,86
3,0:04.0,,D. Lillard misses 2-pt layup from 1 ft,74,86
3,0:03.0,Defensive rebound by E. Freedom,,74,86
3,0:00.0,M. Hezonja makes 2-pt layup at rim (assist by T. Burke),,76,86
4,11:39.0,,C. McCollum makes 2-pt jump shot from 15 ft,76,88
4,11:20.0,Offensive foul by E. Freedom (drawn by Z. Collins),,76,88
4,11:20.0,Turnover by E. Freedom (offensive foul),,76,88
4,11:07.0,,M. Leonard misses 2-pt jump shot from 8 ft,76,88
4,11:04.0,Defensive rebound by M. Hezonja,,76,88
4,10:55.0,T. Burke misses 2-pt layup from 1 ft,,76,88
4,10:53.0,,Defensive rebound by M. Leonard,76,88
4,10:46.0,,C. McCollum misses 2-pt jump shot from 4 ft,76,88
4,10:43.0,,Offensive rebound by Z. Collins,76,88
4,10:43.0,,Z. Collins makes 2-pt layup at rim,76,90
4,10:24.0,T. Burke makes 2-pt jump shot from 21 ft,,78,90
4,10:12.0,,Offensive foul by M. Leonard (drawn by A. Trier),78,90
4,10:12.0,,Turnover by M. Leonard (offensive foul),78,90
4,10:00.0,E. Freedom misses 2-pt hook shot from 2 ft,,78,90
4,9:59.0,Offensive rebound by E. Freedom,,78,90
4,9:57.0,Turnover by E. Freedom (lost ball; steal by C. McCollum),,78,90
4,9:57.0,,Personal foul by E. Freedom (drawn by S. Curry),78,90
4,9:30.0,,S. Curry misses 3-pt jump shot from 28 ft,78,90
4,9:29.0,Defensive rebound by E. Freedom,,78,90
4,9:21.0,D. Dotson makes 2-pt jump shot from 16 ft (assist by M. Hezonja),,80,90
4,8:59.0,,C. McCollum misses 2-pt jump shot from 21 ft,80,90
4,8:55.0,Defensive rebound by M. Hezonja,,80,90
4,8:53.0,M. Hezonja misses 2-pt layup from 2 ft,,80,90
4,8:53.0,,Defensive rebound by M. Leonard,80,90
4,8:45.0,,S. Curry makes 2-pt jump shot from 17 ft (assist by C. McCollum),80,92
4,8:28.0,T. Burke misses 2-pt jump shot from 15 ft,,80,92
4,8:26.0,,Defensive rebound by E. Turner,80,92
4,8:19.0,,Z. Collins makes 2-pt layup from 2 ft (assist by E. Turner),80,94
4,8:19.0,New York full timeout,,80,94
4,8:19.0,E. Mudiay enters the game for A. Trier,,80,94
4,8:19.0,,J. Layman enters the game for E. Turner,80,94
4,8:06.0,T. Burke misses 3-pt jump shot from 26 ft,,80,94
4,8:02.0,,Defensive rebound by Z. Collins,80,94
4,7:53.0,,Turnover by Z. Collins (bad pass; steal by E. Mudiay),80,94
4,7:45.0,E. Mudiay misses 2-pt layup from 1 ft (block by Z. Collins),,80,94
4,7:42.0,Offensive rebound by E. Freedom,,80,94
4,7:42.0,E. Freedom makes 2-pt layup from 1 ft,,82,94
4,7:32.0,,Shooting foul by E. Mudiay (drawn by J. Layman),82,94
4,7:32.0,,J. Layman makes free throw 1 of 2,82,95
4,7:32.0,T. Hardaway enters the game for T. Burke,,82,95
4,7:32.0,,J. Layman misses free throw 2 of 2,82,95
4,7:29.0,,Offensive rebound by J. Layman,82,95
4,7:26.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by M. Leonard),82,98
4,7:14.0,D. Dotson misses 2-pt jump shot from 14 ft,,82,98
4,7:10.0,,Defensive rebound by J. Layman,82,98
4,7:10.0,N. Vonleh enters the game for M. Hezonja,,82,98
4,6:50.0,,M. Leonard misses 3-pt jump shot from 26 ft,82,98
4,6:48.0,,Offensive rebound by Z. Collins,82,98
4,6:42.0,,S. Curry makes 2-pt jump shot from 19 ft,82,100
4,6:20.0,E. Freedom misses 2-pt hook shot from 7 ft,,82,100
4,6:19.0,Offensive rebound by E. Freedom,,82,100
4,6:17.0,Turnover by E. Freedom (lost ball; steal by Z. Collins),,82,100
4,6:09.0,,S. Curry misses 3-pt jump shot from 25 ft,82,100
4,6:05.0,,Offensive rebound by M. Leonard,82,100
4,6:01.0,,Turnover by M. Leonard (bad pass; steal by E. Mudiay),82,100
4,5:58.0,N. Vonleh makes 2-pt layup from 2 ft (assist by E. Mudiay),,84,100
4,5:58.0,,Portland full timeout,84,100
4,5:58.0,K. Knox enters the game for D. Dotson,,84,100
4,5:38.0,,Shooting foul by E. Freedom (drawn by Z. Collins),84,100
4,5:38.0,,Z. Collins misses free throw 1 of 2,84,100
4,5:38.0,,Offensive rebound by Team,84,100
4,5:38.0,,Z. Collins makes free throw 2 of 2,84,101
4,5:24.0,T. Hardaway misses 3-pt jump shot from 25 ft,,84,101
4,5:20.0,,Defensive rebound by J. Layman,84,101
4,5:08.0,,C. McCollum misses 3-pt jump shot from 27 ft,84,101
4,5:04.0,Defensive rebound by N. Vonleh,,84,101
4,4:57.0,N. Vonleh misses 2-pt hook shot from 2 ft (block by Z. Collins),,84,101
4,4:55.0,Offensive rebound by N. Vonleh,,84,101
