QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PHILADELPHIA_ACTION,BROOKLYN_SCORE,PHILADELPHIA_SCORE
4,8:51.0,,Turnover by J. Embiid (bad pass; steal by D. Carroll),97,86
4,8:45.0,T. Graham misses 3-pt jump shot from 25 ft,,97,86
4,8:42.0,Offensive rebound by T. Graham,,97,86
4,8:40.0,C. LeVert makes 3-pt jump shot from 25 ft (assist by T. Graham),,100,86
4,8:40.0,,Philadelphia full timeout,100,86
4,8:40.0,,J. Bolden enters the game for J. Embiid,100,86
4,8:40.0,,T. McConnell enters the game for B. Simmons,100,86
4,8:24.0,,J. Butler misses 2-pt jump shot from 23 ft,100,86
4,8:22.0,Defensive rebound by E. Davis,,100,86
4,8:12.0,C. LeVert misses 2-pt layup from 2 ft,,100,86
4,8:09.0,,Defensive rebound by J. Butler,100,86
4,8:02.0,,Personal foul by T. Graham (drawn by J. Butler),100,86
4,7:55.0,,J. Bolden misses 3-pt jump shot from 25 ft,100,86
4,7:52.0,Defensive rebound by D. Carroll,,100,86
4,7:32.0,S. Dinwiddie makes 2-pt layup at rim,,102,86
4,7:16.0,,J. Butler misses 2-pt layup from 3 ft,102,86
4,7:12.0,,Offensive rebound by J. Butler,102,86
4,7:12.0,,J. Butler makes 2-pt layup from 1 ft,102,88
4,6:53.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,,102,88
4,6:47.0,,Defensive rebound by T. Harris,102,88
4,6:33.0,,Offensive foul by J. Butler (drawn by D. Carroll),102,88
4,6:33.0,,Turnover by J. Butler (offensive foul),102,88
4,6:33.0,J. Harris enters the game for D. Carroll,,102,88
4,6:33.0,D. Russell enters the game for S. Dinwiddie,,102,88
4,6:21.0,D. Russell makes 2-pt jump shot from 15 ft,,104,88
4,6:20.0,,Philadelphia full timeout,104,88
4,6:20.0,,J. Embiid enters the game for J. Bolden,104,88
4,6:20.0,,J. Redick enters the game for T. McConnell,104,88
4,6:20.0,,B. Simmons enters the game for M. Scott,104,88
4,5:59.0,,J. Embiid makes 2-pt layup at rim,104,90
4,5:46.0,C. LeVert misses 2-pt jump shot from 10 ft,,104,90
4,5:43.0,,Defensive rebound by J. Embiid,104,90
4,5:28.0,,B. Simmons makes 2-pt layup from 2 ft (assist by J. Embiid),104,92
4,5:28.0,,Shooting foul by C. LeVert (drawn by B. Simmons),104,92
4,5:28.0,,B. Simmons misses free throw 1 of 1,104,92
4,5:25.0,Defensive rebound by T. Graham,,104,92
4,5:11.0,Shooting foul by J. Redick (drawn by D. Russell),,104,92
4,5:11.0,,M. Scott enters the game for J. Redick,104,92
4,5:11.0,D. Russell makes free throw 1 of 2,,105,92
4,5:11.0,S. Dinwiddie enters the game for T. Graham,,105,92
4,5:11.0,J. Dudley enters the game for C. LeVert,,105,92
4,5:11.0,D. Russell misses free throw 2 of 2,,105,92
4,5:09.0,,Defensive rebound by J. Embiid,105,92
4,5:02.0,,B. Simmons misses 2-pt layup from 5 ft,105,92
4,5:00.0,Defensive rebound by E. Davis,,105,92
4,4:48.0,D. Russell misses 3-pt jump shot from 27 ft,,105,92
4,4:44.0,,Defensive rebound by J. Embiid,105,92
4,4:37.0,,Shooting foul by J. Dudley (drawn by J. Embiid),105,92
4,4:37.0,,J. Embiid makes free throw 1 of 2,105,93
4,4:37.0,,J. Embiid makes free throw 2 of 2,105,94
4,4:13.0,S. Dinwiddie misses 2-pt layup from 4 ft (block by J. Embiid),,105,94
4,4:09.0,,Defensive rebound by M. Scott,105,94
4,4:08.0,,Turnover by B. Simmons (bad pass; steal by J. Dudley),105,94
4,4:06.0,Shooting foul by M. Scott (drawn by J. Dudley),,105,94
4,4:06.0,J. Dudley makes free throw 1 of 2,,106,94
4,4:06.0,J. Dudley makes free throw 2 of 2,,107,94
4,3:46.0,,B. Simmons makes 2-pt dunk from 1 ft (assist by J. Embiid),107,96
4,3:22.0,J. Harris makes 2-pt layup from 2 ft (assist by J. Dudley),,109,96
4,3:08.0,,M. Scott misses 3-pt jump shot from 26 ft,109,96
4,3:08.0,,Offensive rebound by Team,109,96
4,3:08.0,Loose ball foul by S. Dinwiddie (drawn by J. Embiid),,109,96
4,3:08.0,,J. Embiid misses free throw 1 of 2,109,96
4,3:08.0,,Offensive rebound by Team,109,96
4,3:08.0,Brooklyn full timeout,,109,96
4,3:08.0,,J. Embiid misses free throw 2 of 2,109,96
4,3:05.0,Defensive rebound by E. Davis,,109,96
4,2:47.0,Turnover by S. Dinwiddie (out of bounds lost ball),,109,96
4,2:47.0,,J. Bolden enters the game for J. Embiid,109,96
4,2:47.0,,Philadelphia full timeout,109,96
4,2:47.0,D. Carroll enters the game for E. Davis,,109,96
4,2:47.0,T. Graham enters the game for J. Dudley,,109,96
4,2:28.0,,J. Butler misses 2-pt jump shot from 20 ft,109,96
4,2:25.0,,Offensive rebound by J. Bolden,109,96
4,2:23.0,,J. Bolden makes 2-pt layup from 2 ft,109,98
4,2:03.0,D. Russell makes 2-pt jump shot from 12 ft,,111,98
4,1:53.0,,Personal foul by T. Graham (drawn by J. Butler),111,98
4,1:53.0,,J. Butler makes free throw 1 of 2,111,99
4,1:53.0,,J. Butler makes free throw 2 of 2,111,100
4,1:47.0,Brooklyn full timeout,,111,100
4,1:42.0,Turnover by D. Russell (bad pass; steal by B. Simmons),,111,100
4,1:39.0,,Turnover by M. Scott (bad pass; steal by T. Graham),111,100
4,1:19.0,Turnover by J. Harris (lost ball; steal by M. Scott),,111,100
4,1:09.0,,T. Harris misses 3-pt jump shot from 26 ft,111,100
4,1:05.0,Defensive rebound by D. Russell,,111,100
4,0:58.0,Personal foul by J. Butler (drawn by S. Dinwiddie),,111,100
4,0:58.0,,T. McConnell enters the game for J. Butler,111,100
4,0:58.0,,J. Simmons enters the game for T. Harris,111,100
4,0:58.0,,Z. Smith enters the game for B. Simmons,111,100
4,0:47.0,D. Russell misses 2-pt jump shot from 15 ft,,111,100
4,0:44.0,,Defensive rebound by J. Simmons,111,100
4,0:38.0,,J. Simmons makes 2-pt layup from 2 ft,111,102
4,0:14.0,Turnover by Team (shot clock),,111,102
4,0:02.0,,M. Scott misses 3-pt jump shot from 26 ft,111,102
4,0:02.0,Defensive rebound by J. Harris,,111,102
