QUARTER,TIME_REMAINING,CHICAGO_ACTION,OKLAHOMA CITY_ACTION,CHICAGO_SCORE,OKLAHOMA CITY_SCORE
1,5:17.0,J. Holiday misses 2-pt jump shot from 19 ft,,15,16
1,5:15.0,,Defensive rebound by P. George,15,16
1,4:57.0,,R. Westbrook makes 2-pt layup from 2 ft,15,18
1,4:50.0,J. Holiday misses 3-pt jump shot from 26 ft,,15,18
1,4:48.0,,Defensive rebound by R. Westbrook,15,18
1,4:42.0,,R. Westbrook misses 2-pt jump shot from 10 ft,15,18
1,4:40.0,,Offensive rebound by S. Adams,15,18
1,4:40.0,,S. Adams misses 2-pt layup from 1 ft,15,18
1,4:37.0,,Offensive rebound by S. Adams,15,18
1,4:37.0,,S. Adams misses 2-pt layup from 2 ft (block by W. Carter),15,18
1,4:36.0,Defensive rebound by W. Carter,,15,18
1,4:14.0,Offensive foul by K. Dunn (drawn by S. Adams),,15,18
1,4:14.0,Turnover by K. Dunn (offensive foul),,15,18
1,4:14.0,R. Lopez enters the game for W. Carter,,15,18
1,4:14.0,C. Payne enters the game for K. Dunn,,15,18
1,4:04.0,,P. George makes 2-pt jump shot from 20 ft,15,20
1,3:48.0,L. Markkanen misses 2-pt jump shot from 13 ft,,15,20
1,3:48.0,,Defensive rebound by S. Adams,15,20
1,3:45.0,,Personal foul by C. Payne (drawn by D. Schröder),15,20
1,3:45.0,B. Portis enters the game for L. Markkanen,,15,20
1,3:32.0,,P. George misses 2-pt layup from 3 ft (block by J. Holiday),15,20
1,3:28.0,Defensive rebound by J. Holiday,,15,20
1,3:23.0,Offensive foul by R. Lopez (drawn by D. Schröder),,15,20
1,3:23.0,Turnover by R. Lopez (offensive foul),,15,20
1,3:23.0,,P. Patterson enters the game for J. Grant,15,20
1,3:16.0,,R. Westbrook misses 2-pt jump shot from 7 ft,15,20
1,3:11.0,Defensive rebound by C. Payne,,15,20
1,3:05.0,B. Portis misses 2-pt jump shot from 16 ft,,15,20
1,3:02.0,,Defensive rebound by R. Westbrook,15,20
1,2:58.0,,R. Westbrook makes 2-pt layup at rim,15,22
1,2:45.0,B. Portis makes 3-pt jump shot from 25 ft (assist by C. Payne),,18,22
1,2:36.0,,D. Schröder makes 2-pt jump shot from 19 ft,18,24
1,2:24.0,Turnover by B. Portis (bad pass; steal by S. Adams),,18,24
1,2:17.0,,P. George misses 2-pt layup from 2 ft (block by R. Lopez),18,24
1,2:14.0,Defensive rebound by C. Payne,,18,24
1,2:12.0,Personal foul by D. Schröder (drawn by J. Holiday),,18,24
1,2:12.0,,Á. Abrines enters the game for R. Westbrook,18,24
1,2:01.0,B. Portis misses 2-pt jump shot from 10 ft,,18,24
1,1:59.0,,Defensive rebound by P. George,18,24
1,1:43.0,,Á. Abrines makes 3-pt jump shot from 25 ft,18,27
1,1:27.0,C. Payne misses 2-pt jump shot from 12 ft,,18,27
1,1:25.0,,Defensive rebound by P. George,18,27
1,1:20.0,,S. Adams makes 2-pt layup from 2 ft (assist by P. George),18,29
1,1:13.0,Chicago full timeout,,18,29
1,1:13.0,,N. Noel enters the game for S. Adams,18,29
1,0:56.0,B. Portis misses 2-pt layup from 3 ft,,18,29
1,0:53.0,Offensive rebound by R. Lopez,,18,29
1,0:53.0,Turnover by Team (shot clock),,18,29
1,0:37.0,,D. Schröder makes 2-pt layup from 1 ft,18,31
1,0:31.0,Shooting foul by Á. Abrines (drawn by R. Arcidiacono),,18,31
1,0:31.0,R. Arcidiacono makes free throw 1 of 2,,19,31
1,0:31.0,C. Hutchison enters the game for J. Holiday,,19,31
1,0:31.0,R. Arcidiacono makes free throw 2 of 2,,20,31
1,0:19.0,,P. George misses 3-pt jump shot from 25 ft,20,31
1,0:15.0,,Offensive rebound by Á. Abrines,20,31
1,0:06.0,,Turnover by P. George (bad pass; steal by C. Payne),20,31
1,0:02.0,B. Portis makes 2-pt dunk from 1 ft (assist by C. Payne),,22,31
1,0:01.0,,Turnover by P. George (out of bounds lost ball),22,31
2,11:42.0,Turnover by R. Lopez (bad pass; steal by Á. Abrines),,22,31
2,11:35.0,,N. Noel misses 2-pt jump shot from 5 ft,22,31
2,11:32.0,,Offensive rebound by Á. Abrines,22,31
2,11:31.0,,D. Schröder misses 3-pt jump shot from 27 ft,22,31
2,11:27.0,,Offensive rebound by N. Noel,22,31
2,11:25.0,,N. Noel misses 2-pt hook shot from 6 ft,22,31
2,11:24.0,Defensive rebound by B. Portis,,22,31
2,11:24.0,Offensive foul by B. Portis (drawn by H. Diallo),,22,31
2,11:24.0,Turnover by B. Portis (offensive foul),,22,31
2,11:10.0,,Turnover by D. Schröder (bad pass),22,31
2,10:58.0,C. Payne makes 2-pt layup from 1 ft,,24,31
2,10:47.0,,D. Schröder misses 2-pt jump shot from 16 ft,24,31
2,10:45.0,Defensive rebound by Team,,24,31
2,10:34.0,B. Portis misses 2-pt jump shot from 6 ft,,24,31
2,10:32.0,,Defensive rebound by N. Noel,24,31
2,10:25.0,,Turnover by H. Diallo (bad pass; steal by S. Harrison),24,31
2,10:17.0,R. Lopez makes 2-pt hook shot from 3 ft (assist by C. Payne),,26,31
2,10:17.0,,Violation by Team (def goaltending),26,31
2,10:17.0,,Oklahoma City full timeout,26,31
2,10:02.0,,D. Schröder makes 2-pt jump shot from 12 ft,26,33
2,9:48.0,C. Payne makes 2-pt jump shot from 4 ft,,28,33
2,9:42.0,,Offensive foul by N. Noel (drawn by S. Harrison),28,33
2,9:42.0,,Turnover by N. Noel (offensive foul),28,33
2,9:20.0,R. Lopez misses 2-pt hook shot from 8 ft,,28,33
2,9:18.0,,Defensive rebound by Á. Abrines,28,33
2,9:02.0,,Shooting foul by B. Portis (drawn by H. Diallo),28,33
2,9:02.0,,H. Diallo misses free throw 1 of 2,28,33
2,9:02.0,,Offensive rebound by Team,28,33
2,9:02.0,,J. Grant enters the game for Á. Abrines,28,33
2,9:02.0,,R. Westbrook enters the game for P. Patterson,28,33
2,9:02.0,,H. Diallo makes free throw 2 of 2,28,34
2,8:37.0,C. Payne makes 2-pt layup from 1 ft,,30,34
2,8:25.0,,D. Schröder makes 3-pt jump shot from 25 ft (assist by N. Noel),30,37
2,8:05.0,R. Lopez makes 2-pt hook shot from 5 ft,,32,37
2,7:52.0,,D. Schröder misses 2-pt jump shot from 15 ft,32,37
2,7:50.0,Defensive rebound by S. Harrison,,32,37
2,7:43.0,Shooting foul by H. Diallo (drawn by S. Harrison),,32,37
2,7:43.0,S. Harrison makes free throw 1 of 2,,33,37
2,7:43.0,,S. Adams enters the game for N. Noel,33,37
2,7:43.0,S. Harrison misses free throw 2 of 2,,33,37
2,7:41.0,,Defensive rebound by R. Westbrook,33,37
2,7:33.0,,J. Grant makes 2-pt layup from 2 ft (assist by R. Westbrook),33,39
2,7:18.0,Personal foul by R. Westbrook (drawn by S. Harrison),,33,39
2,7:18.0,K. Dunn enters the game for C. Payne,,33,39
2,7:18.0,L. Markkanen enters the game for B. Portis,,33,39
2,7:10.0,Turnover by L. Markkanen (bad pass),,33,39
2,7:10.0,,P. George enters the game for H. Diallo,33,39
2,6:46.0,,J. Grant misses 2-pt layup from 2 ft,33,39
2,6:44.0,Defensive rebound by R. Lopez,,33,39
2,6:32.0,L. Markkanen misses 2-pt layup from 2 ft,,33,39
2,6:30.0,Offensive rebound by L. Markkanen,,33,39
2,6:30.0,L. Markkanen misses 2-pt layup from 1 ft,,33,39
2,6:29.0,Offensive rebound by L. Markkanen,,33,39
2,6:24.0,L. Markkanen makes 2-pt layup from 2 ft,,35,39
2,6:12.0,,Personal foul by S. Harrison (drawn by R. Westbrook),35,39
2,6:06.0,,Turnover by R. Westbrook (bad pass; steal by R. Lopez),35,39
2,5:50.0,K. Dunn makes 2-pt layup from 1 ft,,37,39
2,5:32.0,,Shooting foul by L. Markkanen (drawn by D. Schröder),37,39
2,5:32.0,,D. Schröder makes free throw 1 of 2,37,40
2,5:32.0,R. Arcidiacono enters the game for S. Harrison,,37,40
2,5:32.0,J. Holiday enters the game for C. Hutchison,,37,40
2,5:32.0,,D. Schröder makes free throw 2 of 2,37,41
2,5:18.0,Turnover by R. Arcidiacono (bad pass; steal by R. Westbrook),,37,41
2,5:14.0,,J. Grant makes 2-pt layup at rim (assist by R. Westbrook),37,43
2,4:52.0,Turnover by K. Dunn (lost ball; steal by P. George),,37,43
2,4:47.0,,P. George makes 3-pt jump shot from 26 ft (assist by D. Schröder),37,46
2,4:47.0,Chicago full timeout,,37,46
2,4:47.0,W. Carter enters the game for R. Lopez,,37,46
2,4:38.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by K. Dunn),,40,46
2,4:27.0,,Personal foul by R. Arcidiacono (drawn by R. Westbrook),40,46
2,4:20.0,,D. Schröder misses 3-pt jump shot from 25 ft,40,46
2,4:17.0,Defensive rebound by W. Carter,,40,46
2,4:05.0,,Loose ball foul by R. Westbrook (drawn by R. Arcidiacono),40,46
2,4:02.0,K. Dunn misses 2-pt jump shot from 11 ft,,40,46
2,3:59.0,,Defensive rebound by R. Westbrook,40,46
2,3:51.0,,P. George makes 2-pt jump shot from 4 ft,40,48
2,3:36.0,R. Arcidiacono misses 3-pt jump shot from 23 ft,,40,48
2,3:34.0,,Defensive rebound by P. George,40,48
2,3:28.0,,P. George makes 2-pt jump shot from 18 ft,40,50
2,3:06.0,Turnover by W. Carter (bad pass; steal by R. Westbrook),,40,50
2,2:59.0,,P. George makes 3-pt jump shot from 25 ft (assist by R. Westbrook),40,53
2,2:58.0,Chicago full timeout,,40,53
2,2:58.0,C. Payne enters the game for K. Dunn,,40,53
2,2:43.0,Personal foul by J. Grant (drawn by L. Markkanen),,40,53
2,2:36.0,L. Markkanen misses 3-pt jump shot from 24 ft,,40,53
2,2:33.0,,Defensive rebound by R. Westbrook,40,53
2,2:29.0,,J. Grant misses 2-pt layup at rim (block by J. Holiday),40,53
2,2:25.0,Defensive rebound by L. Markkanen,,40,53
2,2:20.0,W. Carter makes 2-pt layup from 2 ft (assist by C. Payne),,42,53
2,2:01.0,,P. George makes 3-pt jump shot from 25 ft (assist by S. Adams),42,56
2,1:44.0,Turnover by J. Holiday (lost ball; steal by P. George),,42,56
2,1:35.0,,Personal foul by W. Carter (drawn by D. Schröder),42,56
2,1:35.0,,D. Schröder makes free throw 1 of 2,42,57
2,1:35.0,B. Portis enters the game for W. Carter,,42,57
2,1:35.0,,D. Schröder makes free throw 2 of 2,42,58
2,1:14.0,C. Payne misses 2-pt jump shot from 14 ft,,42,58
2,1:12.0,,Defensive rebound by P. George,42,58
2,1:05.0,,S. Adams misses 2-pt jump shot from 5 ft (block by L. Markkanen),42,58
2,1:05.0,,Offensive rebound by S. Adams,42,58
2,1:05.0,,Shooting foul by C. Payne (drawn by S. Adams),42,58
2,1:05.0,,S. Adams makes free throw 1 of 2,42,59
2,1:05.0,,S. Adams misses free throw 2 of 2,42,59
2,1:03.0,Defensive rebound by L. Markkanen,,42,59
2,0:45.0,L. Markkanen makes 2-pt dunk at rim (assist by J. Holiday),,44,59
2,0:39.0,,R. Westbrook makes 2-pt dunk from 1 ft,44,61
2,0:24.0,B. Portis misses 3-pt jump shot from 25 ft,,44,61
2,0:21.0,,Defensive rebound by D. Schröder,44,61
2,0:01.0,,P. George makes 2-pt layup at rim,44,63
2,0:01.0,,Shooting foul by J. Holiday (drawn by P. George),44,63
2,0:01.0,,P. George makes free throw 1 of 1,44,64
2,0:00.0,J. Holiday misses 3-pt jump shot from 47 ft,,44,64
2,0:00.0,Offensive rebound by Team,,44,64
3,11:46.0,L. Markkanen misses 2-pt hook shot from 5 ft,,44,64
3,11:43.0,,Defensive rebound by R. Westbrook,44,64
3,11:30.0,,Turnover by S. Adams (traveling),44,64
3,11:12.0,Shooting foul by T. Ferguson (drawn by L. Markkanen),,44,64
3,11:12.0,L. Markkanen misses free throw 1 of 2,,44,64
3,11:12.0,Offensive rebound by Team,,44,64
3,11:12.0,L. Markkanen makes free throw 2 of 2,,45,64
3,11:03.0,,J. Grant makes 2-pt dunk at rim (assist by R. Westbrook),45,66
3,10:51.0,W. Carter misses 2-pt jump shot from 9 ft,,45,66
3,10:46.0,,Defensive rebound by R. Westbrook,45,66
3,10:44.0,,Turnover by R. Westbrook (bad pass; steal by L. Markkanen),45,66
3,10:32.0,Turnover by L. Markkanen (lost ball; steal by R. Westbrook),,45,66
3,10:27.0,,P. George misses 3-pt jump shot from 25 ft,45,66
3,10:20.0,Defensive rebound by K. Dunn,,45,66
3,10:16.0,J. Holiday misses 3-pt jump shot from 26 ft,,45,66
3,10:11.0,,Defensive rebound by S. Adams,45,66
3,10:03.0,,Shooting foul by W. Carter (drawn by J. Grant),45,66
3,10:03.0,,J. Grant makes free throw 1 of 2,45,67
3,10:03.0,,J. Grant makes free throw 2 of 2,45,68
3,9:53.0,L. Markkanen makes 2-pt hook shot from 5 ft (assist by K. Dunn),,47,68
3,9:39.0,,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),47,70
3,9:26.0,Turnover by K. Dunn (lost ball; steal by T. Ferguson),,47,70
3,9:19.0,,S. Adams misses 2-pt layup from 1 ft,47,70
3,9:16.0,Defensive rebound by K. Dunn,,47,70
3,9:11.0,L. Markkanen makes 3-pt jump shot from 26 ft (assist by K. Dunn),,50,70
3,8:58.0,,Shooting foul by W. Carter (drawn by S. Adams),50,70
3,8:58.0,,S. Adams misses free throw 1 of 2,50,70
3,8:58.0,,Offensive rebound by Team,50,70
3,8:58.0,,S. Adams misses free throw 2 of 2,50,70
3,8:56.0,,Offensive rebound by J. Grant,50,70
3,8:50.0,,J. Grant makes 2-pt dunk from 1 ft (assist by R. Westbrook),50,72
3,8:34.0,K. Dunn makes 2-pt jump shot from 14 ft,,52,72
3,8:24.0,,Offensive foul by S. Adams (drawn by R. Arcidiacono),52,72
3,8:24.0,,Turnover by S. Adams (offensive foul),52,72
3,8:14.0,K. Dunn misses 2-pt hook shot from 3 ft,,52,72
3,8:12.0,,Defensive rebound by P. George,52,72
3,8:04.0,,S. Adams makes 2-pt dunk from 2 ft (assist by P. George),52,74
3,7:44.0,W. Carter misses 2-pt jump shot from 15 ft,,52,74
3,7:40.0,Offensive rebound by L. Markkanen,,52,74
3,7:33.0,L. Markkanen misses 2-pt jump shot from 19 ft,,52,74
3,7:31.0,,Defensive rebound by R. Westbrook,52,74
3,7:27.0,,Turnover by R. Westbrook (bad pass; steal by R. Arcidiacono),52,74
3,7:26.0,Personal foul by R. Westbrook (drawn by W. Carter),,52,74
3,7:14.0,W. Carter makes 2-pt dunk at rim (assist by K. Dunn),,54,74
3,7:00.0,,Personal foul by W. Carter (drawn by S. Adams),54,74
3,7:00.0,R. Lopez enters the game for W. Carter,,54,74
3,7:00.0,B. Portis enters the game for L. Markkanen,,54,74
3,6:52.0,,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),54,76
3,6:41.0,Personal foul by J. Grant (drawn by B. Portis),,54,76
3,6:41.0,,Oklahoma City full timeout,54,76
3,6:24.0,B. Portis makes 2-pt jump shot from 13 ft,,56,76
3,6:24.0,Shooting foul by J. Grant (drawn by B. Portis),,56,76
3,6:24.0,C. Payne enters the game for R. Arcidiacono,,56,76
3,6:24.0,B. Portis makes free throw 1 of 1,,57,76
3,6:14.0,,R. Westbrook misses 2-pt jump shot from 7 ft,57,76
3,6:10.0,,Offensive rebound by T. Ferguson,57,76
3,6:10.0,,T. Ferguson misses 2-pt layup from 1 ft,57,76
3,6:08.0,,Offensive rebound by R. Westbrook,57,76
3,6:05.0,,R. Westbrook misses 2-pt layup from 1 ft,57,76
3,6:04.0,,Offensive rebound by P. George,57,76
3,6:01.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),57,78
3,5:45.0,B. Portis makes 2-pt jump shot from 10 ft (assist by J. Holiday),,59,78
3,5:36.0,,R. Westbrook misses 2-pt layup from 3 ft,59,78
3,5:34.0,Defensive rebound by J. Holiday,,59,78
3,5:27.0,B. Portis makes 2-pt jump shot from 12 ft (assist by C. Payne),,61,78
3,5:06.0,,Shooting foul by C. Payne (drawn by S. Adams),61,78
3,5:06.0,,S. Adams makes free throw 1 of 2,61,79
3,5:06.0,,S. Adams makes free throw 2 of 2,61,80
3,4:51.0,Turnover by R. Lopez (lost ball; steal by R. Westbrook),,61,80
3,4:49.0,,Shooting foul by K. Dunn (drawn by R. Westbrook),61,80
3,4:49.0,,R. Westbrook makes free throw 1 of 2,61,81
3,4:49.0,,R. Westbrook makes free throw 2 of 2,61,82
3,4:36.0,Turnover by R. Lopez (bad pass),,61,82
3,4:27.0,,Personal foul by C. Payne (drawn by T. Ferguson),61,82
3,4:27.0,Technical foul by K. Dunn,,61,82
3,4:27.0,,Technical foul by R. Westbrook,61,82
3,4:27.0,,Technical foul by J. Grant,61,82
3,4:27.0,Technical foul by R. Lopez,,61,82
3,4:27.0,,T. Ferguson makes free throw 1 of 2,61,83
3,4:27.0,,T. Ferguson makes free throw 2 of 2,61,84
3,4:15.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by C. Payne),,64,84
3,3:59.0,,R. Westbrook misses 2-pt layup from 2 ft,64,84
3,3:58.0,Defensive rebound by R. Lopez,,64,84
3,3:52.0,Turnover by C. Payne (out of bounds lost ball),,64,84
3,3:52.0,,D. Schröder enters the game for T. Ferguson,64,84
3,3:34.0,,P. George misses 3-pt jump shot from 25 ft,64,84
3,3:31.0,,Offensive rebound by R. Westbrook,64,84
3,3:20.0,,Offensive foul by D. Schröder (drawn by C. Payne),64,84
3,3:20.0,,Turnover by D. Schröder (offensive foul),64,84
3,2:57.0,C. Payne makes 3-pt jump shot from 22 ft (assist by J. Holiday),,67,84
3,2:30.0,,J. Grant makes 2-pt layup at rim (assist by P. George),67,86
3,2:23.0,Chicago full timeout,,67,86
3,2:23.0,,Á. Abrines enters the game for R. Westbrook,67,86
3,2:19.0,Turnover by B. Portis (lost ball; steal by P. George),,67,86
3,2:09.0,,P. George misses 3-pt jump shot from 25 ft,67,86
3,2:06.0,,Offensive rebound by P. George,67,86
3,2:04.0,,Turnover by P. George (bad pass; steal by C. Payne),67,86
3,1:47.0,Offensive foul by R. Lopez (drawn by P. George),,67,86
3,1:47.0,Turnover by R. Lopez (offensive foul),,67,86
3,1:39.0,,Turnover by D. Schröder (bad pass; steal by K. Dunn),67,86
3,1:38.0,Personal foul by S. Adams (drawn by K. Dunn),,67,86
3,1:38.0,K. Dunn makes free throw 1 of 2,,68,86
3,1:38.0,K. Dunn makes free throw 2 of 2,,69,86
3,1:30.0,,Shooting foul by R. Lopez (drawn by J. Grant),69,86
3,1:30.0,Technical foul by R. Lopez,,69,86
3,1:30.0,R. Lopez ejected from game,,69,86
3,1:30.0,L. Markkanen enters the game for R. Lopez,,69,86
3,1:30.0,,P. George makes technical free throw,69,87
3,1:30.0,,J. Grant misses free throw 1 of 2,69,87
3,1:30.0,,Offensive rebound by Team,69,87
3,1:30.0,,J. Grant makes free throw 2 of 2,69,88
3,1:15.0,Turnover by L. Markkanen (lost ball; steal by S. Adams),,69,88
3,1:03.0,,Oklahoma City full timeout,69,88
3,0:55.0,,P. George misses 2-pt jump shot from 15 ft,69,88
3,0:52.0,Defensive rebound by J. Holiday,,69,88
3,0:44.0,B. Portis misses 3-pt jump shot from 25 ft,,69,88
3,0:42.0,,Defensive rebound by Team,69,88
3,0:34.0,,P. George misses 3-pt jump shot from 25 ft,69,88
3,0:29.0,Defensive rebound by B. Portis,,69,88
3,0:17.0,Offensive foul by B. Portis (drawn by P. George),,69,88
3,0:17.0,Turnover by B. Portis (offensive foul),,69,88
3,0:01.0,,P. George misses 2-pt jump shot from 14 ft,69,88
3,0:01.0,Defensive rebound by C. Payne,,69,88
4,11:51.0,,Á. Abrines makes 2-pt jump shot from 15 ft (assist by P. Patterson),69,90
4,11:26.0,C. Payne makes 2-pt layup from 2 ft,,71,90
4,11:07.0,,D. Schröder makes 2-pt layup from 1 ft,71,92
4,10:41.0,Shooting foul by H. Diallo (drawn by L. Markkanen),,71,92
4,10:41.0,L. Markkanen makes free throw 1 of 2,,72,92
4,10:41.0,L. Markkanen makes free throw 2 of 2,,73,92
4,10:34.0,,Á. Abrines misses 3-pt jump shot from 26 ft,73,92
4,10:32.0,,Offensive rebound by Team,73,92
4,10:32.0,Loose ball foul by S. Harrison (drawn by N. Noel),,73,92
4,10:27.0,,Offensive foul by N. Noel (drawn by S. Harrison),73,92
4,10:27.0,,Turnover by N. Noel (offensive foul),73,92
4,10:11.0,Turnover by C. Payne (bad pass; steal by H. Diallo),,73,92
4,10:08.0,,H. Diallo makes 2-pt dunk from 2 ft (assist by D. Schröder),73,94
4,9:56.0,S. Harrison misses 2-pt layup from 2 ft,,73,94
4,9:52.0,Offensive rebound by L. Markkanen,,73,94
4,9:51.0,L. Markkanen misses 2-pt layup from 2 ft,,73,94
4,9:51.0,Offensive rebound by L. Markkanen,,73,94
4,9:50.0,L. Markkanen makes 2-pt layup from 1 ft,,75,94
4,9:41.0,,Turnover by D. Schröder (bad pass),75,94
4,9:28.0,B. Portis makes 2-pt layup from 3 ft,,77,94
4,9:27.0,,Oklahoma City full timeout,77,94
4,9:17.0,,N. Noel makes 2-pt layup at rim (assist by D. Schröder),77,96
4,9:17.0,,Shooting foul by C. Payne (drawn by N. Noel),77,96
4,9:17.0,,R. Westbrook enters the game for Á. Abrines,77,96
4,9:17.0,,N. Noel makes free throw 1 of 1,77,97
4,9:00.0,S. Harrison makes 2-pt layup from 2 ft,,79,97
4,8:40.0,,H. Diallo makes 2-pt dunk from 1 ft (assist by P. Patterson),79,99
4,8:17.0,Personal foul by N. Noel (drawn by L. Markkanen),,79,99
4,8:03.0,B. Portis makes 2-pt jump shot from 3 ft,,81,99
4,7:50.0,,Personal foul by C. Payne (drawn by P. Patterson),81,99
4,7:50.0,K. Dunn enters the game for C. Payne,,81,99
4,7:39.0,,P. Patterson misses 2-pt jump shot from 11 ft,81,99
4,7:36.0,,Offensive rebound by R. Westbrook,81,99
4,7:36.0,,Shooting foul by L. Markkanen (drawn by R. Westbrook),81,99
4,7:36.0,,R. Westbrook misses free throw 1 of 2,81,99
4,7:36.0,,Offensive rebound by Team,81,99
4,7:36.0,,R. Westbrook makes free throw 2 of 2,81,100
4,7:16.0,B. Portis misses 3-pt jump shot from 26 ft,,81,100
4,7:13.0,,Defensive rebound by N. Noel,81,100
4,7:05.0,,R. Westbrook makes 2-pt jump shot from 13 ft,81,102
4,6:50.0,S. Harrison misses 2-pt layup from 3 ft (block by N. Noel),,81,102
4,6:47.0,Offensive rebound by C. Hutchison,,81,102
4,6:38.0,L. Markkanen misses 2-pt jump shot from 9 ft,,81,102
4,6:36.0,,Defensive rebound by R. Westbrook,81,102
4,6:33.0,,H. Diallo makes 2-pt layup from 1 ft (assist by R. Westbrook),81,104
4,6:33.0,,Shooting foul by C. Hutchison (drawn by H. Diallo),81,104
4,6:33.0,,H. Diallo makes free throw 1 of 1,81,105
4,6:16.0,Turnover by B. Portis (lost ball; steal by N. Noel),,81,105
4,6:13.0,,P. Patterson makes 2-pt dunk from 1 ft (assist by R. Westbrook),81,107
4,6:12.0,Chicago full timeout,,81,107
4,6:12.0,A. Blakeney enters the game for K. Dunn,,81,107
4,6:12.0,W. Carter enters the game for L. Markkanen,,81,107
4,6:12.0,C. Felício enters the game for B. Portis,,81,107
