QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,DETROIT_ACTION,PHILADELPHIA_SCORE,DETROIT_SCORE
4,6:03.0,Shooting foul by I. Smith (drawn by J. Embiid),,106,102
4,6:03.0,J. Embiid misses free throw 1 of 2,,106,102
4,6:03.0,Offensive rebound by Team,,106,102
4,6:03.0,R. Covington enters the game for L. Shamet,,106,102
4,6:03.0,,A. Drummond enters the game for Z. Pachulia,106,102
4,6:03.0,J. Embiid makes free throw 2 of 2,,107,102
4,5:45.0,,Turnover by A. Drummond (bad pass),107,102
4,5:29.0,R. Covington misses 2-pt layup from 2 ft (block by B. Griffin),,107,102
4,5:26.0,,Defensive rebound by B. Griffin,107,102
4,5:20.0,,A. Drummond makes 2-pt layup from 2 ft (assist by B. Griffin),107,104
4,5:04.0,J. Redick misses 3-pt jump shot from 26 ft,,107,104
4,5:02.0,,Defensive rebound by B. Griffin,107,104
4,4:54.0,,R. Jackson misses 2-pt layup from 6 ft (block by J. Embiid),107,104
4,4:54.0,,Offensive rebound by Team,107,104
4,4:54.0,,Detroit full timeout,107,104
4,4:50.0,,I. Smith makes 3-pt jump shot from 26 ft (assist by A. Drummond),107,107
4,4:33.0,Personal foul by R. Jackson (drawn by R. Covington),,107,107
4,4:33.0,R. Covington misses free throw 1 of 2,,107,107
4,4:33.0,Offensive rebound by Team,,107,107
4,4:33.0,R. Covington makes free throw 2 of 2,,108,107
4,4:15.0,,I. Smith misses 2-pt jump shot from 12 ft,108,107
4,4:13.0,Defensive rebound by J. Embiid,,108,107
4,4:05.0,Philadelphia full timeout,,108,107
4,4:05.0,D. Šarić enters the game for M. Muscala,,108,107
4,3:58.0,T. McConnell makes 2-pt jump shot from 14 ft (assist by J. Redick),,110,107
4,3:42.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by B. Griffin),110,109
4,3:27.0,D. Šarić misses 3-pt jump shot from 26 ft,,110,109
4,3:25.0,,Defensive rebound by Team,110,109
4,3:09.0,,Shooting foul by J. Embiid (drawn by B. Griffin),110,109
4,3:09.0,,B. Griffin makes free throw 1 of 2,110,110
4,3:09.0,,B. Griffin makes free throw 2 of 2,110,111
4,2:59.0,Personal foul by B. Griffin (drawn by J. Embiid),,110,111
4,2:59.0,J. Embiid makes free throw 1 of 2,,111,111
4,2:59.0,J. Embiid makes free throw 2 of 2,,112,111
4,2:49.0,,B. Griffin makes 3-pt jump shot from 26 ft,112,114
4,2:27.0,J. Embiid misses 2-pt hook shot from 10 ft,,112,114
4,2:27.0,,Defensive rebound by Team,112,114
4,2:27.0,Violation by Team (kicked ball),,112,114
4,2:15.0,,B. Griffin misses 2-pt hook shot from 9 ft,112,114
4,2:11.0,Defensive rebound by D. Šarić,,112,114
4,2:06.0,T. McConnell makes 2-pt layup from 1 ft,,114,114
4,1:56.0,,R. Jackson makes 2-pt layup from 2 ft,114,116
4,1:42.0,J. Redick makes 3-pt jump shot from 26 ft (assist by T. McConnell),,117,116
4,1:24.0,,B. Griffin misses 2-pt layup from 5 ft,117,116
4,1:23.0,,Offensive rebound by B. Griffin,117,116
4,1:23.0,,Detroit full timeout,117,116
4,1:21.0,,R. Bullock makes 2-pt jump shot from 17 ft (assist by R. Jackson),117,118
4,1:08.0,Personal foul by A. Drummond (drawn by J. Embiid),,117,118
4,1:08.0,J. Embiid misses free throw 1 of 2,,117,118
4,1:08.0,Offensive rebound by Team,,117,118
4,1:08.0,J. Embiid makes free throw 2 of 2,,118,118
4,0:54.0,,Turnover by B. Griffin (lost ball; steal by D. Šarić),118,118
4,0:42.0,J. Embiid makes 2-pt layup from 5 ft,,120,118
4,0:42.0,,Technical foul by A. Drummond,120,118
4,0:42.0,,A. Drummond ejected from game,120,118
4,0:42.0,,L. Galloway enters the game for A. Drummond,120,118
4,0:42.0,J. Redick misses technical free throw,,120,118
4,0:42.0,,Defensive rebound by Team,120,118
4,0:34.0,,B. Griffin makes 2-pt jump shot from 10 ft,120,120
4,0:34.0,Philadelphia full timeout,,120,120
4,0:34.0,,Z. Pachulia enters the game for L. Galloway,120,120
4,0:33.0,J. Embiid misses 3-pt jump shot from 27 ft,,120,120
4,0:29.0,,Defensive rebound by B. Griffin,120,120
4,0:11.0,,R. Bullock misses 2-pt jump shot from 7 ft,120,120
4,0:09.0,Defensive rebound by D. Šarić,,120,120
4,0:09.0,Philadelphia full timeout,,120,120
4,0:09.0,,S. Johnson enters the game for I. Smith,120,120
4,0:01.0,D. Šarić misses 3-pt jump shot from 28 ft,,120,120
4,0:01.0,Offensive rebound by Team,,120,120
1OT,5:00.0,,Violation by Team (jump ball),120,120
1OT,5:00.0,Personal foul by Z. Pachulia (drawn by J. Embiid),,120,120
1OT,4:53.0,Turnover by T. McConnell (traveling),,120,120
1OT,4:42.0,,R. Bullock misses 3-pt jump shot from 26 ft,120,120
1OT,4:38.0,,Offensive rebound by R. Jackson,120,120
1OT,4:27.0,,R. Bullock misses 3-pt jump shot from 23 ft,120,120
1OT,4:27.0,,Offensive rebound by Team,120,120
1OT,4:20.0,,B. Griffin makes 3-pt jump shot from 26 ft,120,123
1OT,3:58.0,J. Redick misses 3-pt jump shot from 24 ft,,120,123
1OT,3:55.0,,Defensive rebound by B. Griffin,120,123
1OT,3:51.0,,I. Smith makes 3-pt jump shot from 26 ft (assist by B. Griffin),120,126
1OT,3:50.0,Philadelphia full timeout,,120,126
1OT,3:40.0,T. McConnell misses 2-pt jump shot from 13 ft,,120,126
1OT,3:37.0,,Defensive rebound by B. Griffin,120,126
1OT,3:24.0,,B. Griffin misses 2-pt jump shot from 16 ft,120,126
1OT,3:20.0,Defensive rebound by J. Embiid,,120,126
1OT,3:15.0,J. Redick makes 2-pt layup from 2 ft,,122,126
1OT,3:15.0,Personal foul by R. Jackson (drawn by J. Redick),,122,126
1OT,3:15.0,J. Redick makes free throw 1 of 1,,123,126
1OT,2:52.0,,R. Jackson makes 2-pt jump shot from 16 ft (assist by I. Smith),123,128
1OT,2:30.0,R. Covington makes 2-pt layup from 3 ft (assist by T. McConnell),,125,128
1OT,2:16.0,,B. Griffin misses 2-pt layup from 4 ft,125,128
1OT,2:14.0,Defensive rebound by D. Šarić,,125,128
1OT,2:03.0,J. Redick makes 3-pt jump shot from 25 ft (assist by J. Embiid),,128,128
1OT,1:52.0,,B. Griffin misses 3-pt jump shot from 25 ft,128,128
1OT,1:46.0,Defensive rebound by R. Covington,,128,128
1OT,1:28.0,D. Šarić misses 3-pt jump shot from 26 ft,,128,128
1OT,1:27.0,,Defensive rebound by Team,128,128
1OT,1:13.0,,R. Jackson misses 2-pt jump shot from 15 ft,128,128
1OT,1:09.0,Defensive rebound by J. Embiid,,128,128
1OT,0:56.0,Turnover by J. Embiid (lost ball; steal by Z. Pachulia),,128,128
1OT,0:56.0,,Personal foul by J. Embiid (drawn by Z. Pachulia),128,128
1OT,0:41.0,,R. Jackson misses 3-pt jump shot from 23 ft,128,128
1OT,0:38.0,Defensive rebound by J. Redick,,128,128
1OT,0:22.0,J. Redick misses 2-pt jump shot from 21 ft,,128,128
1OT,0:20.0,,Defensive rebound by R. Jackson,128,128
1OT,0:20.0,,Personal foul by J. Redick (drawn by R. Jackson),128,128
1OT,0:20.0,,R. Jackson makes free throw 1 of 2,128,129
1OT,0:20.0,,R. Jackson makes free throw 2 of 2,128,130
1OT,0:05.0,J. Redick makes 3-pt jump shot from 26 ft (assist by D. Šarić),,131,130
1OT,0:05.0,Shooting foul by R. Jackson (drawn by J. Redick),,131,130
1OT,0:05.0,J. Redick makes free throw 1 of 1,,132,130
1OT,0:05.0,,Detroit full timeout,132,130
1OT,0:05.0,A. Johnson enters the game for J. Redick,,132,130
1OT,0:05.0,,L. Galloway enters the game for Z. Pachulia,132,130
1OT,0:01.0,,B. Griffin makes 2-pt layup from 2 ft,132,132
1OT,0:01.0,,Shooting foul by R. Covington (drawn by B. Griffin),132,132
1OT,0:01.0,,Z. Pachulia enters the game for L. Galloway,132,132
1OT,0:01.0,,B. Griffin makes free throw 1 of 1,132,133
1OT,0:01.0,Philadelphia full timeout,,132,133
1OT,0:01.0,J. Redick enters the game for A. Johnson,,132,133
1OT,0:01.0,,S. Johnson enters the game for I. Smith,132,133
1OT,0:00.0,J. Embiid misses 3-pt jump shot from 27 ft,,132,133
1OT,0:00.0,Offensive rebound by Team,,132,133
