QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,INDIANA_ACTION,MILWAUKEE_SCORE,INDIANA_SCORE
1,5:41.0,Defensive rebound by T. Maker,,12,22
1,5:35.0,E. Bledsoe makes 3-pt jump shot from 27 ft (assist by T. Maker),,15,22
1,5:12.0,,D. Sabonis misses 2-pt jump shot from 9 ft,15,22
1,5:12.0,Defensive rebound by S. Brown,,15,22
1,5:00.0,T. Maker makes 2-pt layup from 2 ft (assist by E. Bledsoe),,17,22
1,5:00.0,,Indiana full timeout,17,22
1,5:00.0,E. İlyasova enters the game for B. Lopez,,17,22
1,5:00.0,,C. Joseph enters the game for V. Oladipo,17,22
1,4:43.0,,M. Turner misses 2-pt hook shot from 8 ft,17,22
1,4:40.0,,Offensive rebound by D. Sabonis,17,22
1,4:33.0,,C. Joseph misses 3-pt jump shot from 28 ft,17,22
1,4:31.0,Defensive rebound by E. İlyasova,,17,22
1,4:25.0,T. Maker misses 3-pt jump shot from 28 ft,,17,22
1,4:21.0,,Defensive rebound by D. Collison,17,22
1,4:13.0,,C. Joseph misses 2-pt jump shot from 19 ft,17,22
1,4:10.0,Defensive rebound by S. Brown,,17,22
1,4:00.0,E. İlyasova misses 2-pt layup from 1 ft (block by M. Turner),,17,22
1,3:58.0,,Defensive rebound by C. Joseph,17,22
1,3:52.0,,Turnover by B. Bogdanović (bad pass; steal by E. Bledsoe),17,22
1,3:48.0,E. Bledsoe makes 2-pt layup from 3 ft,,19,22
1,3:24.0,,D. Sabonis makes 2-pt jump shot from 13 ft,19,24
1,3:24.0,M. Brogdon enters the game for E. Bledsoe,,19,24
1,3:24.0,T. Snell enters the game for K. Middleton,,19,24
1,3:24.0,,T. Evans enters the game for B. Bogdanović,19,24
1,3:24.0,,D. McDermott enters the game for D. Collison,19,24
1,3:03.0,E. İlyasova misses 3-pt jump shot from 24 ft,,19,24
1,2:59.0,,Defensive rebound by T. Evans,19,24
1,2:54.0,,Offensive foul by D. Sabonis (drawn by E. İlyasova),19,24
1,2:54.0,,Turnover by D. Sabonis (offensive foul),19,24
1,2:42.0,Shooting foul by M. Turner (drawn by E. İlyasova),,19,24
1,2:42.0,E. İlyasova makes free throw 1 of 2,,20,24
1,2:42.0,E. İlyasova makes free throw 2 of 2,,21,24
1,2:28.0,,Shooting foul by T. Maker (drawn by M. Turner),21,24
1,2:28.0,,M. Turner makes free throw 1 of 2,21,25
1,2:28.0,,M. Turner misses free throw 2 of 2,21,25
1,2:27.0,Defensive rebound by T. Snell,,21,25
1,2:16.0,T. Snell misses 2-pt layup from 1 ft,,21,25
1,2:13.0,,Defensive rebound by D. McDermott,21,25
1,2:02.0,,Turnover by T. Evans (bad pass; steal by E. İlyasova),21,25
1,1:52.0,M. Brogdon misses 2-pt layup from 1 ft,,21,25
1,1:51.0,,Defensive rebound by Team,21,25
1,1:51.0,G. Antetokounmpo enters the game for S. Brown,,21,25
1,1:51.0,G. Hill enters the game for T. Snell,,21,25
1,1:51.0,,T. Young enters the game for M. Turner,21,25
1,1:46.0,,T. Evans misses 2-pt layup from 2 ft,21,25
1,1:43.0,Defensive rebound by G. Antetokounmpo,,21,25
1,1:35.0,E. İlyasova misses 2-pt jump shot from 8 ft (block by T. Young),,21,25
1,1:35.0,,Defensive rebound by D. McDermott,21,25
1,1:13.0,,D. Sabonis misses 2-pt layup at rim,21,25
1,1:12.0,Defensive rebound by T. Maker,,21,25
1,1:03.0,E. İlyasova misses 3-pt jump shot from 26 ft,,21,25
1,1:01.0,Offensive rebound by T. Maker,,21,25
1,0:54.0,Shooting foul by D. Sabonis (drawn by G. Antetokounmpo),,21,25
1,0:54.0,G. Antetokounmpo makes free throw 1 of 2,,22,25
1,0:54.0,T. Snell enters the game for T. Maker,,22,25
1,0:54.0,G. Antetokounmpo makes free throw 2 of 2,,23,25
1,0:45.0,,D. McDermott makes 2-pt jump shot from 16 ft (assist by T. Young),23,27
1,0:37.0,E. İlyasova misses 3-pt jump shot from 30 ft,,23,27
1,0:34.0,,Defensive rebound by T. Young,23,27
1,0:21.0,,Personal foul by E. İlyasova (drawn by D. Sabonis),23,27
1,0:16.0,,D. Sabonis misses 2-pt jump shot from 20 ft,23,27
1,0:13.0,,Offensive rebound by T. Young,23,27
1,0:08.0,,T. Young makes 2-pt layup from 1 ft,23,29
1,0:03.0,M. Brogdon misses 3-pt jump shot from 28 ft,,23,29
1,0:00.0,,Defensive rebound by D. Sabonis,23,29
2,11:40.0,,D. Sabonis makes 2-pt jump shot from 17 ft (assist by C. Joseph),23,31
2,11:24.0,B. Lopez misses 3-pt jump shot from 23 ft,,23,31
2,11:22.0,Offensive rebound by T. Snell,,23,31
2,11:20.0,T. Snell makes 2-pt jump shot at rim,,25,31
2,11:08.0,,T. Evans makes 2-pt jump shot from 22 ft,25,33
2,10:58.0,Turnover by B. Lopez (lost ball; steal by T. Young),,25,33
2,10:48.0,,T. Evans makes 2-pt jump shot from 20 ft (assist by C. Joseph),25,35
2,10:32.0,Turnover by G. Antetokounmpo (lost ball; steal by T. Evans),,25,35
2,10:27.0,,C. Joseph makes 2-pt layup from 2 ft,25,37
2,10:26.0,Milwaukee full timeout,,25,37
2,10:02.0,B. Lopez misses 3-pt jump shot from 28 ft,,25,37
2,10:02.0,Offensive rebound by Team,,25,37
2,10:02.0,Turnover by Team (shot clock),,25,37
2,9:47.0,,T. Evans misses 3-pt jump shot from 27 ft,25,37
2,9:44.0,Defensive rebound by G. Antetokounmpo,,25,37
2,9:43.0,G. Hill makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,27,37
2,9:22.0,,Turnover by D. Sabonis (bad pass),27,37
2,9:07.0,B. Lopez misses 3-pt jump shot from 27 ft,,27,37
2,9:04.0,,Defensive rebound by D. McDermott,27,37
2,9:00.0,,Shooting foul by G. Antetokounmpo (drawn by T. Young),27,37
2,9:00.0,,T. Young makes free throw 1 of 2,27,38
2,9:00.0,E. Bledsoe enters the game for M. Brogdon,,27,38
2,9:00.0,K. Middleton enters the game for G. Hill,,27,38
2,9:00.0,,T. Young misses free throw 2 of 2,27,38
2,8:57.0,Defensive rebound by G. Antetokounmpo,,27,38
2,8:46.0,Turnover by E. Bledsoe (bad pass),,27,38
2,8:37.0,,Personal foul by T. Snell (drawn by D. Sabonis),27,38
2,8:33.0,,C. Joseph makes 2-pt jump shot from 16 ft,27,40
2,8:12.0,Personal foul by T. Young (drawn by G. Antetokounmpo),,27,40
2,8:12.0,S. Brown enters the game for T. Snell,,27,40
2,8:03.0,E. Bledsoe misses 3-pt jump shot from 28 ft,,27,40
2,8:00.0,,Defensive rebound by T. Evans,27,40
2,7:41.0,,T. Evans misses 3-pt jump shot from 28 ft,27,40
2,7:38.0,Defensive rebound by G. Antetokounmpo,,27,40
2,7:25.0,K. Middleton misses 2-pt jump shot from 21 ft,,27,40
2,7:23.0,,Defensive rebound by D. McDermott,27,40
2,7:18.0,,D. McDermott makes 3-pt jump shot from 26 ft (assist by C. Joseph),27,43
2,6:51.0,S. Brown misses 2-pt jump shot from 9 ft,,27,43
2,6:48.0,,Defensive rebound by C. Joseph,27,43
2,6:44.0,,Personal foul by K. Middleton (drawn by T. Evans),27,43
2,6:44.0,T. Maker enters the game for G. Antetokounmpo,,27,43
2,6:44.0,,B. Bogdanović enters the game for T. Evans,27,43
2,6:44.0,,V. Oladipo enters the game for D. McDermott,27,43
2,6:44.0,,M. Turner enters the game for T. Young,27,43
2,6:30.0,,C. Joseph misses 2-pt jump shot from 12 ft,27,43
2,6:26.0,,Offensive rebound by C. Joseph,27,43
2,6:20.0,,Turnover by B. Bogdanović (bad pass; steal by B. Lopez),27,43
2,6:06.0,Shooting foul by D. Sabonis (drawn by B. Lopez),,27,43
2,6:06.0,B. Lopez misses free throw 1 of 2,,27,43
2,6:06.0,Offensive rebound by Team,,27,43
2,6:06.0,G. Hill enters the game for T. Maker,,27,43
2,6:06.0,,D. Collison enters the game for D. Sabonis,27,43
2,6:06.0,B. Lopez makes free throw 2 of 2,,28,43
2,5:53.0,,M. Turner makes 2-pt jump shot from 20 ft (assist by V. Oladipo),28,45
2,5:40.0,Personal foul by D. Collison (drawn by E. Bledsoe),,28,45
2,5:34.0,E. Bledsoe misses 2-pt layup from 1 ft,,28,45
2,5:30.0,,Defensive rebound by B. Bogdanović,28,45
2,5:23.0,,M. Turner misses 2-pt layup from 1 ft (block by B. Lopez),28,45
2,5:20.0,,Offensive rebound by M. Turner,28,45
2,5:19.0,,M. Turner misses 2-pt layup from 2 ft (block by G. Hill),28,45
2,5:17.0,,Offensive rebound by M. Turner,28,45
2,5:16.0,,M. Turner misses 2-pt hook shot from 3 ft (block by B. Lopez),28,45
2,5:15.0,,Offensive rebound by M. Turner,28,45
2,5:15.0,,M. Turner misses 2-pt hook shot from 1 ft,28,45
2,5:15.0,Defensive rebound by B. Lopez,,28,45
2,5:11.0,K. Middleton misses 3-pt jump shot from 26 ft,,28,45
2,5:07.0,,Defensive rebound by B. Bogdanović,28,45
2,4:55.0,,M. Turner misses 3-pt jump shot from 26 ft,28,45
2,4:53.0,Defensive rebound by K. Middleton,,28,45
2,4:47.0,S. Brown misses 3-pt jump shot from 26 ft,,28,45
2,4:45.0,,Defensive rebound by M. Turner,28,45
2,4:33.0,,B. Bogdanović makes 2-pt jump shot from 17 ft (assist by M. Turner),28,47
2,4:14.0,B. Lopez makes 3-pt jump shot from 28 ft,,31,47
2,4:00.0,,M. Turner makes 2-pt layup from 4 ft (assist by C. Joseph),31,49
2,3:44.0,E. Bledsoe makes 3-pt jump shot from 27 ft (assist by B. Lopez),,34,49
2,3:25.0,,M. Turner misses 2-pt jump shot from 21 ft,34,49
2,3:22.0,Defensive rebound by K. Middleton,,34,49
2,3:16.0,E. Bledsoe makes 2-pt layup from 1 ft,,36,49
2,3:16.0,,Indiana full timeout,36,49
2,3:16.0,G. Antetokounmpo enters the game for B. Lopez,,36,49
2,3:16.0,,T. Young enters the game for C. Joseph,36,49
2,2:54.0,,M. Turner misses 2-pt jump shot from 21 ft,36,49
2,2:51.0,Defensive rebound by G. Antetokounmpo,,36,49
2,2:37.0,S. Brown makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),,39,49
2,2:19.0,,T. Young makes 2-pt jump shot from 8 ft,39,51
2,2:11.0,Turnover by G. Antetokounmpo (offensive foul),,39,51
2,2:11.0,Offensive foul by G. Antetokounmpo (drawn by T. Young),,39,51
2,1:52.0,,T. Young makes 2-pt layup from 2 ft (assist by D. Collison),39,53
2,1:44.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,41,53
2,1:24.0,,Shooting foul by S. Brown (drawn by T. Young),41,53
2,1:24.0,,T. Young misses free throw 1 of 2,41,53
2,1:24.0,,Offensive rebound by Team,41,53
2,1:24.0,M. Brogdon enters the game for S. Brown,,41,53
2,1:24.0,,T. Young makes free throw 2 of 2,41,54
2,1:12.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by E. Bledsoe),,43,54
2,0:46.0,,Shooting foul by G. Hill (drawn by T. Young),43,54
2,0:46.0,,T. Young makes free throw 1 of 2,43,55
2,0:46.0,,T. Young makes free throw 2 of 2,43,56
2,0:27.0,K. Middleton misses 2-pt jump shot from 15 ft,,43,56
2,0:27.0,,Defensive rebound by T. Young,43,56
2,0:07.0,,V. Oladipo makes 2-pt jump shot from 11 ft,43,58
2,0:01.0,K. Middleton misses 2-pt jump shot from 19 ft,,43,58
2,0:01.0,Offensive rebound by Team,,43,58
3,11:46.0,,T. Young misses 3-pt jump shot from 25 ft,43,58
3,11:43.0,Defensive rebound by E. Bledsoe,,43,58
3,11:37.0,Turnover by G. Antetokounmpo (lost ball; steal by T. Young),,43,58
3,11:33.0,,Turnover by B. Bogdanović (step out of bounds),43,58
3,11:15.0,B. Lopez misses 2-pt hook shot from 9 ft,,43,58
3,11:13.0,,Defensive rebound by B. Bogdanović,43,58
3,11:07.0,,V. Oladipo misses 2-pt jump shot from 9 ft (block by E. Bledsoe),43,58
3,11:07.0,,Offensive rebound by Team,43,58
3,11:06.0,,B. Bogdanović makes 3-pt jump shot from 30 ft (assist by V. Oladipo),43,61
3,10:53.0,Personal foul by M. Turner (drawn by E. Bledsoe),,43,61
3,10:48.0,K. Middleton misses 3-pt jump shot from 27 ft,,43,61
3,10:45.0,,Defensive rebound by V. Oladipo,43,61
3,10:30.0,,T. Young makes 3-pt jump shot from 25 ft (assist by V. Oladipo),43,64
3,10:22.0,Shooting foul by T. Young (drawn by G. Antetokounmpo),,43,64
3,10:22.0,G. Antetokounmpo misses free throw 1 of 2,,43,64
3,10:22.0,Offensive rebound by Team,,43,64
3,10:22.0,G. Antetokounmpo makes free throw 2 of 2,,44,64
3,10:10.0,,M. Turner misses 2-pt jump shot from 8 ft,44,64
3,10:08.0,Defensive rebound by B. Lopez,,44,64
3,10:01.0,K. Middleton makes 2-pt jump shot from 12 ft,,46,64
3,9:42.0,,V. Oladipo misses 3-pt jump shot from 26 ft,46,64
3,9:39.0,Defensive rebound by M. Brogdon,,46,64
3,9:33.0,B. Lopez misses 3-pt jump shot from 30 ft,,46,64
3,9:30.0,,Defensive rebound by T. Young,46,64
3,9:27.0,,T. Young misses 2-pt layup from 1 ft (block by B. Lopez),46,64
3,9:24.0,Defensive rebound by M. Brogdon,,46,64
3,9:22.0,K. Middleton makes 2-pt layup from 1 ft (assist by M. Brogdon),,48,64
3,9:15.0,,V. Oladipo misses 3-pt jump shot from 24 ft,48,64
3,9:12.0,Defensive rebound by G. Antetokounmpo,,48,64
3,9:06.0,M. Brogdon makes 2-pt layup from 3 ft (assist by G. Antetokounmpo),,50,64
3,8:58.0,,Indiana full timeout,50,64
3,8:48.0,,B. Bogdanović misses 3-pt jump shot from 29 ft,50,64
3,8:47.0,,Offensive rebound by T. Young,50,64
3,8:39.0,,D. Collison misses 3-pt jump shot from 26 ft,50,64
3,8:34.0,,Offensive rebound by V. Oladipo,50,64
3,8:34.0,,V. Oladipo makes 2-pt layup from 1 ft,50,66
3,8:26.0,B. Lopez makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),,53,66
3,8:12.0,,Shooting foul by B. Lopez (drawn by B. Bogdanović),53,66
3,8:12.0,,B. Bogdanović makes free throw 1 of 2,53,67
3,8:12.0,,B. Bogdanović makes free throw 2 of 2,53,68
3,8:03.0,E. Bledsoe makes 2-pt jump shot from 20 ft (assist by K. Middleton),,55,68
3,7:40.0,,M. Turner misses 2-pt jump shot from 19 ft,55,68
3,7:38.0,Defensive rebound by M. Brogdon,,55,68
3,7:28.0,M. Brogdon misses 2-pt layup from 1 ft,,55,68
3,7:26.0,Offensive rebound by B. Lopez,,55,68
3,7:26.0,B. Lopez misses 2-pt layup from 1 ft,,55,68
3,7:26.0,Offensive rebound by Team,,55,68
3,7:26.0,,Loose ball foul by D. Collison (drawn by B. Lopez),55,68
3,7:26.0,S. Brown enters the game for M. Brogdon,,55,68
3,7:17.0,B. Lopez misses 3-pt jump shot from 27 ft,,55,68
3,7:15.0,,Defensive rebound by M. Turner,55,68
3,7:03.0,,V. Oladipo misses 2-pt jump shot from 19 ft,55,68
3,7:00.0,Defensive rebound by K. Middleton,,55,68
3,6:51.0,S. Brown makes 3-pt jump shot from 28 ft (assist by G. Antetokounmpo),,58,68
3,6:31.0,,T. Young makes 2-pt layup from 1 ft (assist by D. Collison),58,70
3,6:24.0,Turnover by K. Middleton (step out of bounds),,58,70
3,6:09.0,,Turnover by T. Young (traveling),58,70
3,5:59.0,E. Bledsoe misses 3-pt jump shot from 27 ft,,58,70
3,5:56.0,,Defensive rebound by B. Bogdanović,58,70
3,5:47.0,,Turnover by M. Turner (bad pass),58,70
3,5:28.0,Shooting foul by T. Young (drawn by E. Bledsoe),,58,70
3,5:28.0,E. Bledsoe makes free throw 1 of 2,,59,70
3,5:28.0,T. Maker enters the game for G. Antetokounmpo,,59,70
3,5:28.0,,D. Sabonis enters the game for T. Young,59,70
3,5:28.0,E. Bledsoe misses free throw 2 of 2,,59,70
3,5:27.0,,Defensive rebound by D. Sabonis,59,70
3,5:13.0,,M. Turner makes 3-pt jump shot from 24 ft (assist by D. Sabonis),59,73
3,4:58.0,K. Middleton misses 2-pt jump shot from 10 ft,,59,73
3,4:57.0,,Defensive rebound by D. Sabonis,59,73
3,4:51.0,,V. Oladipo makes 2-pt layup from 1 ft,59,75
3,4:38.0,Milwaukee full timeout,,59,75
3,4:38.0,,C. Joseph enters the game for V. Oladipo,59,75
3,4:32.0,E. Bledsoe makes 2-pt layup from 2 ft (assist by K. Middleton),,61,75
3,4:30.0,Technical foul by E. Bledsoe,,61,75
3,4:30.0,,B. Bogdanović makes technical free throw,61,76
3,4:18.0,,M. Turner misses 3-pt jump shot from 27 ft,61,76
3,4:14.0,Defensive rebound by K. Middleton,,61,76
3,4:02.0,B. Lopez misses 2-pt dunk from 2 ft,,61,76
3,4:00.0,,Defensive rebound by D. Sabonis,61,76
3,3:56.0,,Turnover by B. Bogdanović (lost ball; steal by K. Middleton),61,76
3,3:51.0,T. Maker makes 2-pt layup at rim (assist by E. Bledsoe),,63,76
3,3:29.0,,M. Turner makes 3-pt jump shot from 23 ft (assist by D. Collison),63,79
3,3:10.0,Turnover by K. Middleton (lost ball; steal by C. Joseph),,63,79
3,3:02.0,,Turnover by D. Collison (lost ball; steal by E. Bledsoe),63,79
3,2:56.0,S. Brown makes 2-pt layup from 2 ft,,65,79
3,2:56.0,G. Antetokounmpo enters the game for E. Bledsoe,,65,79
3,2:56.0,M. Brogdon enters the game for B. Lopez,,65,79
3,2:56.0,G. Hill enters the game for T. Maker,,65,79
3,2:56.0,T. Snell enters the game for K. Middleton,,65,79
3,2:56.0,,T. Evans enters the game for B. Bogdanović,65,79
3,2:56.0,,D. McDermott enters the game for D. Collison,65,79
3,2:56.0,,T. Young enters the game for M. Turner,65,79
3,2:35.0,,Personal foul by G. Antetokounmpo (drawn by C. Joseph),65,79
3,2:30.0,,D. McDermott makes 2-pt layup from 1 ft (assist by T. Young),65,81
3,2:18.0,M. Brogdon misses 2-pt layup from 2 ft,,65,81
3,2:14.0,,Defensive rebound by T. Young,65,81
3,2:04.0,,T. Young misses 3-pt jump shot from 26 ft,65,81
3,2:01.0,,Offensive rebound by D. Sabonis,65,81
3,1:59.0,,C. Joseph misses 3-pt jump shot from 27 ft,65,81
3,1:55.0,,Offensive rebound by T. Young,65,81
3,1:55.0,,T. Young misses 2-pt layup from 1 ft,65,81
3,1:54.0,,Offensive rebound by T. Young,65,81
3,1:52.0,,Shooting foul by T. Snell (drawn by T. Young),65,81
3,1:52.0,,T. Young makes free throw 1 of 2,65,82
3,1:52.0,E. İlyasova enters the game for S. Brown,,65,82
3,1:52.0,,T. Young makes free throw 2 of 2,65,83
3,1:34.0,M. Brogdon makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),,68,83
3,1:17.0,,D. Sabonis misses 2-pt layup from 1 ft,68,83
3,1:15.0,Defensive rebound by G. Antetokounmpo,,68,83
3,1:06.0,G. Hill misses 3-pt jump shot from 28 ft,,68,83
3,1:04.0,Offensive rebound by E. İlyasova,,68,83
3,1:01.0,G. Hill makes 2-pt layup from 1 ft (assist by E. İlyasova),,70,83
3,0:41.0,,Turnover by D. Sabonis (lost ball; steal by G. Hill),70,83
3,0:37.0,Shooting foul by C. Joseph (drawn by G. Antetokounmpo),,70,83
3,0:37.0,G. Antetokounmpo misses free throw 1 of 2,,70,83
3,0:37.0,Offensive rebound by Team,,70,83
3,0:37.0,G. Antetokounmpo misses free throw 2 of 2,,70,83
3,0:35.0,,Defensive rebound by D. Sabonis,70,83
3,0:19.0,,D. Sabonis makes 2-pt hook shot from 7 ft (assist by T. Evans),70,85
3,0:00.0,Turnover by G. Antetokounmpo (traveling),,70,85
3,0:00.0,,Turnover by T. Young (bad pass),70,85
4,11:43.0,E. İlyasova misses 3-pt jump shot from 27 ft,,70,85
4,11:40.0,,Defensive rebound by C. Joseph,70,85
4,11:29.0,,D. McDermott makes 3-pt jump shot from 28 ft (assist by C. Joseph),70,88
4,11:08.0,M. Brogdon makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,72,88
4,10:53.0,,T. Young makes 2-pt dunk from 2 ft (assist by D. Sabonis),72,90
4,10:43.0,E. İlyasova makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),,75,90
4,10:27.0,,D. McDermott makes 2-pt jump shot from 2 ft (assist by D. Sabonis),75,92
4,10:11.0,M. Brogdon makes 2-pt layup from 2 ft,,77,92
4,10:00.0,,Shooting foul by G. Antetokounmpo (drawn by D. Sabonis),77,92
4,10:00.0,,D. Sabonis makes free throw 1 of 2,77,93
4,10:00.0,K. Middleton enters the game for G. Hill,,77,93
4,10:00.0,,D. Sabonis makes free throw 2 of 2,77,94
4,9:53.0,G. Antetokounmpo makes 3-pt jump shot from 27 ft (assist by M. Brogdon),,80,94
4,9:37.0,,Shooting foul by K. Middleton (drawn by T. Evans),80,94
4,9:37.0,,T. Evans makes free throw 1 of 2,80,95
4,9:37.0,,T. Evans makes free throw 2 of 2,80,96
4,9:31.0,G. Antetokounmpo misses 3-pt jump shot from 28 ft,,80,96
4,9:28.0,,Defensive rebound by D. Sabonis,80,96
4,9:22.0,,T. Evans misses 2-pt layup from 1 ft,80,96
4,9:19.0,,Offensive rebound by C. Joseph,80,96
4,9:17.0,,C. Joseph misses 3-pt jump shot from 29 ft,80,96
4,9:15.0,Defensive rebound by K. Middleton,,80,96
4,9:10.0,M. Brogdon misses 3-pt jump shot from 25 ft,,80,96
4,9:08.0,Offensive rebound by E. İlyasova,,80,96
4,8:54.0,K. Middleton misses 3-pt jump shot from 24 ft,,80,96
4,8:52.0,Offensive rebound by G. Antetokounmpo,,80,96
4,8:48.0,K. Middleton misses 3-pt jump shot from 26 ft,,80,96
4,8:44.0,,Defensive rebound by T. Young,80,96
4,8:31.0,,T. Evans misses 3-pt jump shot from 27 ft,80,96
4,8:31.0,,Offensive rebound by Team,80,96
4,8:31.0,Loose ball foul by G. Antetokounmpo (drawn by D. Sabonis),,80,96
4,8:31.0,E. Bledsoe enters the game for G. Antetokounmpo,,80,96
4,8:31.0,B. Lopez enters the game for M. Brogdon,,80,96
4,8:31.0,,B. Bogdanović enters the game for T. Young,80,96
4,8:18.0,,C. Joseph misses 2-pt jump shot from 12 ft,80,96
4,8:16.0,Defensive rebound by K. Middleton,,80,96
4,8:10.0,K. Middleton makes 2-pt layup from 1 ft,,82,96
4,8:03.0,,Indiana full timeout,82,96
4,8:03.0,G. Hill enters the game for E. İlyasova,,82,96
4,8:03.0,,V. Oladipo enters the game for T. Evans,82,96
4,7:52.0,,D. Sabonis makes 2-pt layup from 2 ft (assist by C. Joseph),82,98
4,7:52.0,,Shooting foul by B. Lopez (drawn by D. Sabonis),82,98
4,7:52.0,,D. Sabonis misses free throw 1 of 1,82,98
4,7:52.0,Defensive rebound by B. Lopez,,82,98
4,7:43.0,K. Middleton misses 3-pt jump shot from 28 ft,,82,98
4,7:40.0,,Defensive rebound by D. Sabonis,82,98
4,7:31.0,,Turnover by V. Oladipo (bad pass),82,98
4,7:11.0,E. Bledsoe makes 2-pt layup from 1 ft,,84,98
4,6:57.0,,D. Sabonis misses 2-pt jump shot from 8 ft (block by B. Lopez),84,98
4,6:57.0,,Offensive rebound by Team,84,98
4,6:54.0,,D. Sabonis makes 2-pt jump shot from 19 ft (assist by V. Oladipo),84,100
4,6:44.0,E. Bledsoe makes 2-pt layup from 2 ft,,86,100
4,6:31.0,,V. Oladipo misses 2-pt layup from 2 ft,86,100
4,6:28.0,,Offensive rebound by D. Sabonis,86,100
4,6:16.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,86,100
4,6:14.0,Defensive rebound by S. Brown,,86,100
4,6:07.0,Shooting foul by C. Joseph (drawn by K. Middleton),,86,100
4,6:07.0,K. Middleton makes free throw 1 of 2,,87,100
