QUARTER,TIME_REMAINING,DENVER_ACTION,PORTLAND_ACTION,DENVER_SCORE,PORTLAND_SCORE
4,4:34.0,Defensive rebound by W. Barton,,99,94
4,4:18.0,Turnover by P. Millsap (bad pass; steal by C. McCollum),,99,94
4,4:14.0,,D. Lillard misses 2-pt layup from 2 ft,99,94
4,4:12.0,,Offensive rebound by A. Aminu,99,94
4,4:12.0,,A. Aminu makes 2-pt layup at rim,99,96
4,4:12.0,Denver full timeout,,99,96
4,3:48.0,J. Murray misses 3-pt jump shot from 27 ft,,99,96
4,3:46.0,,Defensive rebound by D. Lillard,99,96
4,3:28.0,,Personal foul by P. Millsap (drawn by D. Lillard),99,96
4,3:28.0,,Portland full timeout,99,96
4,3:26.0,,Personal foul by P. Millsap (drawn by D. Lillard),99,96
4,3:26.0,,D. Lillard makes free throw 1 of 2,99,97
4,3:26.0,,D. Lillard makes free throw 2 of 2,99,98
4,3:02.0,W. Barton makes 3-pt jump shot from 23 ft (assist by N. Jokić),,102,98
4,2:47.0,,D. Lillard makes 2-pt layup from 1 ft,102,100
4,2:20.0,G. Harris makes 2-pt jump shot from 21 ft (assist by N. Jokić),,104,100
4,2:07.0,,D. Lillard makes 2-pt jump shot from 19 ft,104,102
4,1:43.0,W. Barton makes 3-pt jump shot from 25 ft (assist by N. Jokić),,107,102
4,1:27.0,,A. Aminu makes 2-pt jump shot from 5 ft (assist by D. Lillard),107,104
4,1:03.0,G. Harris makes 2-pt layup from 1 ft (assist by N. Jokić),,109,104
4,1:03.0,Shooting foul by S. Curry (drawn by G. Harris),,109,104
4,1:03.0,T. Craig enters the game for N. Jokić,,109,104
4,1:03.0,,R. Hood enters the game for A. Aminu,109,104
4,1:03.0,G. Harris makes free throw 1 of 1,,110,104
4,0:52.0,,R. Hood makes 3-pt jump shot from 24 ft,110,107
4,0:47.0,Denver full timeout,,110,107
4,0:47.0,N. Jokić enters the game for T. Craig,,110,107
4,0:47.0,,A. Aminu enters the game for S. Curry,110,107
4,0:30.0,W. Barton misses 3-pt jump shot from 25 ft,,110,107
4,0:28.0,,Defensive rebound by E. Freedom,110,107
4,0:28.0,T. Craig enters the game for N. Jokić,,110,107
4,0:28.0,M. Plumlee enters the game for J. Murray,,110,107
4,0:28.0,,S. Curry enters the game for A. Aminu,110,107
4,0:20.0,,Shooting foul by G. Harris (drawn by D. Lillard),110,107
4,0:20.0,N. Jokić enters the game for T. Craig,,110,107
4,0:20.0,J. Murray enters the game for M. Plumlee,,110,107
4,0:20.0,,A. Aminu enters the game for S. Curry,110,107
4,0:20.0,,D. Lillard misses free throw 1 of 2,110,107
4,0:20.0,,Offensive rebound by Team,110,107
4,0:20.0,,D. Lillard makes free throw 2 of 2,110,108
4,0:13.0,Personal take foul by A. Aminu (drawn by J. Murray),,110,108
4,0:13.0,J. Murray makes free throw 1 of 2,,111,108
4,0:13.0,J. Murray makes free throw 2 of 2,,112,108
4,0:13.0,,Portland full timeout,112,108
4,0:13.0,T. Craig enters the game for N. Jokić,,112,108
4,0:13.0,,S. Curry enters the game for E. Freedom,112,108
4,0:07.0,,D. Lillard makes 2-pt layup from 1 ft,112,110
4,0:07.0,Denver full timeout,,112,110
4,0:07.0,N. Jokić enters the game for T. Craig,,112,110
4,0:06.0,Personal take foul by R. Hood (drawn by J. Murray),,112,110
4,0:06.0,J. Murray makes free throw 1 of 2,,113,110
4,0:06.0,,E. Freedom enters the game for S. Curry,113,110
4,0:06.0,J. Murray makes free throw 2 of 2,,114,110
4,0:06.0,,Portland full timeout,114,110
4,0:06.0,T. Craig enters the game for N. Jokić,,114,110
4,0:06.0,,S. Curry enters the game for A. Aminu,114,110
4,0:04.0,,C. McCollum makes 2-pt jump shot from 20 ft (assist by R. Hood),114,112
4,0:03.0,Personal take foul by R. Hood (drawn by J. Murray),,114,112
4,0:03.0,J. Murray makes free throw 1 of 2,,115,112
4,0:03.0,J. Murray makes free throw 2 of 2,,116,112
4,0:00.0,,D. Lillard misses 3-pt jump shot from 45 ft,116,112
4,0:00.0,,Offensive rebound by Team,116,112
