QUARTER,TIME_REMAINING,UTAH_ACTION,MINNESOTA_ACTION,UTAH_SCORE,MINNESOTA_SCORE
1,7:09.0,R. Rubio misses 2-pt jump shot from 10 ft,,16,9
1,7:07.0,,Defensive rebound by D. Šarić,16,9
1,6:56.0,,K. Towns makes 2-pt hook shot from 6 ft (assist by A. Wiggins),16,11
1,6:43.0,D. Mitchell misses 3-pt jump shot from 25 ft,,16,11
1,6:40.0,,Defensive rebound by K. Towns,16,11
1,6:40.0,J. Crowder enters the game for D. Favors,,16,11
1,6:40.0,K. Korver enters the game for J. Ingles,,16,11
1,6:40.0,R. O'Neale enters the game for R. Rubio,,16,11
1,6:32.0,,J. Okogie misses 3-pt jump shot from 25 ft,16,11
1,6:27.0,,Offensive rebound by D. Šarić,16,11
1,6:25.0,,Shooting foul by J. Crowder (drawn by K. Towns),16,11
1,6:25.0,,K. Towns makes free throw 1 of 2,16,12
1,6:25.0,,K. Towns makes free throw 2 of 2,16,13
1,6:15.0,R. Gobert makes 2-pt layup from 1 ft (assist by D. Mitchell),,18,13
1,5:57.0,,K. Towns makes 2-pt dunk from 2 ft,18,15
1,5:42.0,D. Mitchell misses 2-pt layup from 1 ft,,18,15
1,5:35.0,Offensive rebound by R. Gobert,,18,15
1,5:35.0,R. Gobert makes 2-pt dunk at rim,,20,15
1,5:34.0,,Minnesota full timeout,20,15
1,5:34.0,,L. Deng enters the game for J. Bayless,20,15
1,5:34.0,,J. Terrell enters the game for J. Okogie,20,15
1,5:27.0,,Shooting foul by D. Mitchell (drawn by A. Wiggins),20,15
1,5:27.0,,A. Wiggins makes free throw 1 of 2,20,16
1,5:27.0,,A. Wiggins makes free throw 2 of 2,20,17
1,5:04.0,D. Mitchell misses 2-pt jump shot from 13 ft,,20,17
1,5:02.0,,Defensive rebound by L. Deng,20,17
1,4:52.0,,K. Towns misses 2-pt jump shot from 19 ft,20,17
1,4:48.0,Defensive rebound by R. O'Neale,,20,17
1,4:37.0,J. Crowder misses 3-pt jump shot from 24 ft,,20,17
1,4:34.0,,Defensive rebound by D. Šarić,20,17
1,4:13.0,,K. Towns makes 2-pt layup from 3 ft,20,19
1,3:59.0,K. Korver misses 2-pt jump shot from 23 ft,,20,19
1,3:59.0,,Defensive rebound by A. Wiggins,20,19
1,3:51.0,,A. Wiggins misses 3-pt jump shot from 26 ft,20,19
1,3:48.0,Defensive rebound by R. Gobert,,20,19
1,3:42.0,D. Mitchell misses 2-pt layup from 2 ft,,20,19
1,3:39.0,Offensive rebound by J. Crowder,,20,19
1,3:37.0,J. Crowder misses 3-pt jump shot from 25 ft,,20,19
1,3:34.0,,Defensive rebound by D. Šarić,20,19
1,3:18.0,,K. Towns misses 2-pt layup from 1 ft (block by R. Gobert),20,19
1,3:15.0,Defensive rebound by J. Crowder,,20,19
1,3:11.0,K. Korver misses 3-pt jump shot from 24 ft,,20,19
1,3:09.0,,Defensive rebound by L. Deng,20,19
1,3:03.0,,D. Šarić misses 3-pt jump shot from 26 ft,20,19
1,3:00.0,Defensive rebound by Team,,20,19
1,3:00.0,D. Favors enters the game for R. Gobert,,20,19
1,3:00.0,J. Ingles enters the game for D. Mitchell,,20,19
1,2:46.0,R. O'Neale misses 3-pt jump shot from 25 ft,,20,19
1,2:41.0,,Defensive rebound by K. Towns,20,19
1,2:33.0,,J. Terrell misses 3-pt jump shot from 24 ft,20,19
1,2:28.0,Defensive rebound by J. Ingles,,20,19
1,2:24.0,Personal foul by J. Terrell (drawn by K. Korver),,20,19
1,2:24.0,,G. Dieng enters the game for K. Towns,20,19
1,2:16.0,D. Favors makes 2-pt dunk from 2 ft (assist by R. O'Neale),,22,19
1,1:52.0,,G. Dieng makes 3-pt jump shot from 24 ft (assist by A. Wiggins),22,22
1,1:23.0,J. Ingles misses 2-pt jump shot from 23 ft,,22,22
1,1:21.0,,Defensive rebound by G. Dieng,22,22
1,1:13.0,,J. Terrell misses 2-pt layup from 3 ft (block by R. O'Neale),22,22
1,1:08.0,,Offensive rebound by G. Dieng,22,22
1,1:07.0,,L. Deng misses 3-pt jump shot from 25 ft,22,22
1,1:05.0,Defensive rebound by K. Korver,,22,22
1,0:55.0,D. Favors misses 2-pt jump shot from 14 ft,,22,22
1,0:52.0,Offensive rebound by D. Favors,,22,22
1,0:48.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by K. Korver),,25,22
1,0:35.0,,Personal foul by J. Crowder (drawn by D. Šarić),25,22
1,0:35.0,R. Rubio enters the game for R. O'Neale,,25,22
1,0:30.0,,A. Wiggins misses 2-pt jump shot from 19 ft,25,22
1,0:27.0,Defensive rebound by D. Favors,,25,22
1,0:07.0,R. Rubio misses 3-pt jump shot from 24 ft,,25,22
1,0:04.0,,Defensive rebound by D. Šarić,25,22
1,0:00.0,,Turnover by A. Wiggins (lost ball; steal by J. Ingles),25,22
2,11:46.0,,Turnover by D. Šarić (traveling),25,22
2,11:33.0,D. Favors makes 2-pt layup from 2 ft (assist by J. Ingles),,27,22
2,11:13.0,,G. Dieng makes 3-pt jump shot from 23 ft (assist by J. Okogie),27,25
2,10:57.0,J. Crowder makes 3-pt jump shot from 23 ft (assist by R. Rubio),,30,25
2,10:44.0,,L. Deng makes 3-pt jump shot from 25 ft (assist by J. Bayless),30,28
2,10:31.0,D. Favors makes 2-pt hook shot from 3 ft (assist by R. Rubio),,32,28
2,10:21.0,,Shooting foul by K. Korver (drawn by L. Deng),32,28
2,10:21.0,,L. Deng makes free throw 1 of 2,32,29
2,10:21.0,R. O'Neale enters the game for K. Korver,,32,29
2,10:21.0,,L. Deng makes free throw 2 of 2,32,30
2,10:07.0,J. Crowder misses 3-pt jump shot from 26 ft,,32,30
2,10:04.0,,Defensive rebound by L. Deng,32,30
2,10:04.0,G. Niang enters the game for J. Crowder,,32,30
2,9:57.0,,Offensive foul by G. Dieng (drawn by R. Rubio),32,30
2,9:57.0,,Turnover by G. Dieng (offensive foul),32,30
2,9:39.0,J. Ingles misses 3-pt jump shot from 25 ft,,32,30
2,9:37.0,,Defensive rebound by J. Okogie,32,30
2,9:24.0,,G. Dieng misses 2-pt jump shot from 14 ft,32,30
2,9:22.0,Defensive rebound by D. Favors,,32,30
2,9:13.0,R. Rubio makes 2-pt jump shot from 20 ft,,34,30
2,8:59.0,,Shooting foul by R. Rubio (drawn by J. Bayless),34,30
2,8:59.0,,J. Bayless makes free throw 1 of 2,34,31
2,8:59.0,,J. Bayless makes free throw 2 of 2,34,32
2,8:46.0,Turnover by J. Ingles (bad pass; steal by J. Okogie),,34,32
2,8:42.0,,J. Okogie misses 2-pt jump shot from 5 ft,34,32
2,8:39.0,Defensive rebound by R. Rubio,,34,32
2,8:36.0,J. Ingles misses 2-pt layup from 1 ft,,34,32
2,8:32.0,,Defensive rebound by D. Šarić,34,32
2,8:25.0,,D. Šarić misses 3-pt jump shot from 26 ft,34,32
2,8:22.0,Defensive rebound by R. O'Neale,,34,32
2,8:04.0,Personal foul by J. Bayless (drawn by J. Ingles),,34,32
2,8:04.0,D. Mitchell enters the game for J. Ingles,,34,32
2,7:54.0,R. O'Neale misses 3-pt jump shot from 23 ft,,34,32
2,7:50.0,Offensive rebound by D. Favors,,34,32
2,7:49.0,R. Rubio makes 3-pt jump shot from 25 ft (assist by D. Favors),,37,32
2,7:29.0,,L. Deng makes 2-pt jump shot from 10 ft (assist by G. Dieng),37,34
2,7:17.0,R. Rubio makes 2-pt layup from 1 ft,,39,34
2,7:17.0,,Violation by Team (def goaltending),39,34
2,7:00.0,,J. Bayless misses 2-pt jump shot from 23 ft,39,34
2,6:56.0,Defensive rebound by R. O'Neale,,39,34
2,6:40.0,G. Niang makes 2-pt layup from 1 ft (assist by R. Rubio),,41,34
2,6:33.0,,Minnesota full timeout,41,34
2,6:33.0,R. Gobert enters the game for D. Favors,,41,34
2,6:33.0,K. Korver enters the game for R. Rubio,,41,34
2,6:33.0,,T. Gibson enters the game for L. Deng,41,34
2,6:33.0,,K. Towns enters the game for G. Dieng,41,34
2,6:33.0,,A. Wiggins enters the game for D. Šarić,41,34
2,6:11.0,,J. Okogie misses 2-pt jump shot from 18 ft,41,34
2,6:09.0,Defensive rebound by G. Niang,,41,34
2,6:03.0,R. O'Neale misses 3-pt jump shot from 23 ft,,41,34
2,6:00.0,,Defensive rebound by A. Wiggins,41,34
2,5:53.0,,A. Wiggins makes 2-pt layup from 1 ft,41,36
2,5:34.0,K. Korver misses 3-pt jump shot from 24 ft,,41,36
2,5:32.0,,Defensive rebound by J. Bayless,41,36
2,5:19.0,,T. Gibson misses 2-pt jump shot from 21 ft,41,36
2,5:17.0,Defensive rebound by D. Mitchell,,41,36
2,5:02.0,D. Mitchell makes 3-pt jump shot from 25 ft,,44,36
2,4:48.0,,A. Wiggins makes 2-pt jump shot from 20 ft (assist by K. Towns),44,38
2,4:30.0,K. Korver makes 3-pt jump shot from 22 ft (assist by G. Niang),,47,38
2,4:17.0,,J. Bayless makes 2-pt jump shot from 17 ft,47,40
2,4:06.0,D. Mitchell misses 2-pt layup from 2 ft (block by K. Towns),,47,40
2,4:01.0,Offensive rebound by D. Mitchell,,47,40
2,3:56.0,,Violation by Team (kicked ball),47,40
2,3:56.0,J. Crowder enters the game for G. Niang,,47,40
2,3:56.0,,J. Terrell enters the game for J. Bayless,47,40
2,3:49.0,Shooting foul by J. Terrell (drawn by K. Korver),,47,40
2,3:49.0,K. Korver makes free throw 1 of 2,,48,40
2,3:49.0,K. Korver makes free throw 2 of 2,,49,40
2,3:34.0,,J. Okogie misses 2-pt jump shot from 17 ft,49,40
2,3:32.0,Defensive rebound by R. Gobert,,49,40
2,3:18.0,Turnover by J. Crowder (bad pass; steal by A. Wiggins),,49,40
2,3:14.0,,A. Wiggins makes 2-pt layup from 1 ft,49,42
2,3:14.0,Utah full timeout,,49,42
2,3:14.0,J. Ingles enters the game for K. Korver,,49,42
2,3:14.0,R. Rubio enters the game for R. O'Neale,,49,42
2,3:14.0,,J. Bayless enters the game for J. Terrell,49,42
2,2:59.0,R. Rubio misses 2-pt layup from 2 ft,,49,42
2,2:56.0,,Defensive rebound by J. Bayless,49,42
2,2:38.0,,A. Wiggins misses 3-pt jump shot from 25 ft,49,42
2,2:35.0,Defensive rebound by J. Crowder,,49,42
2,2:24.0,D. Mitchell misses 2-pt layup from 1 ft,,49,42
2,2:20.0,Offensive rebound by R. Gobert,,49,42
2,2:18.0,R. Gobert makes 2-pt layup from 1 ft,,51,42
2,1:59.0,,A. Wiggins misses 2-pt jump shot from 22 ft,51,42
2,1:56.0,Defensive rebound by J. Ingles,,51,42
2,1:39.0,D. Mitchell misses 3-pt jump shot from 25 ft,,51,42
2,1:36.0,,Defensive rebound by T. Gibson,51,42
2,1:28.0,,Shooting foul by R. Rubio (drawn by J. Bayless),51,42
2,1:28.0,,J. Bayless misses free throw 1 of 2,51,42
2,1:28.0,,Offensive rebound by Team,51,42
2,1:28.0,,J. Bayless makes free throw 2 of 2,51,43
2,1:19.0,Turnover by J. Ingles (bad pass),,51,43
2,1:06.0,,Shooting foul by R. Gobert (drawn by K. Towns),51,43
2,1:06.0,,K. Towns makes free throw 1 of 2,51,44
2,1:06.0,,K. Towns misses free throw 2 of 2,51,44
2,1:05.0,Defensive rebound by Team,,51,44
2,1:05.0,,Loose ball foul by A. Wiggins (drawn by J. Crowder),51,44
2,0:55.0,J. Crowder misses 3-pt jump shot from 23 ft (block by T. Gibson),,51,44
2,0:55.0,Offensive rebound by Team,,51,44
2,0:50.0,Shooting foul by T. Gibson (drawn by D. Mitchell),,51,44
2,0:50.0,D. Mitchell makes free throw 1 of 2,,52,44
2,0:50.0,,D. Šarić enters the game for T. Gibson,52,44
2,0:50.0,D. Mitchell makes free throw 2 of 2,,53,44
2,0:36.0,,Turnover by J. Bayless (bad pass; steal by J. Ingles),53,44
2,0:32.0,R. Rubio misses 3-pt jump shot from 25 ft,,53,44
2,0:30.0,,Defensive rebound by Team,53,44
2,0:12.0,,J. Bayless makes 3-pt jump shot from 25 ft (assist by K. Towns),53,47
2,0:10.0,Turnover by R. Gobert (bad pass),,53,47
2,0:04.0,,J. Bayless makes 3-pt jump shot from 26 ft,53,50
2,0:00.0,D. Mitchell misses 3-pt jump shot from 50 ft,,53,50
2,0:00.0,Offensive rebound by Team,,53,50
3,11:43.0,,Turnover by J. Okogie (bad pass; steal by R. Rubio),53,50
3,11:25.0,J. Ingles misses 3-pt jump shot from 27 ft,,53,50
3,11:23.0,,Defensive rebound by J. Okogie,53,50
3,11:13.0,,Personal foul by R. Rubio (drawn by A. Wiggins),53,50
3,11:05.0,,K. Towns misses 2-pt jump shot from 4 ft (block by R. Gobert),53,50
3,11:04.0,,Offensive rebound by Team,53,50
3,11:01.0,,A. Wiggins misses 2-pt jump shot from 12 ft,53,50
3,10:58.0,,Offensive rebound by K. Towns,53,50
3,10:54.0,,J. Okogie makes 3-pt jump shot from 25 ft (assist by T. Gibson),53,53
3,10:37.0,R. Rubio makes 2-pt layup from 1 ft (assist by R. Gobert),,55,53
3,10:37.0,Shooting foul by J. Bayless (drawn by R. Rubio),,55,53
3,10:37.0,R. Rubio makes free throw 1 of 1,,56,53
3,10:22.0,,J. Okogie misses 3-pt jump shot from 25 ft,56,53
3,10:21.0,Defensive rebound by Team,,56,53
3,10:21.0,,Loose ball foul by T. Gibson (drawn by R. Gobert),56,53
3,10:21.0,,D. Šarić enters the game for T. Gibson,56,53
3,10:09.0,R. Gobert misses 2-pt layup from 2 ft (block by K. Towns),,56,53
3,10:06.0,,Defensive rebound by K. Towns,56,53
3,9:52.0,,Turnover by K. Towns (traveling),56,53
3,9:39.0,R. Gobert makes 2-pt dunk from 1 ft (assist by J. Ingles),,58,53
3,9:23.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by A. Wiggins),58,56
3,9:07.0,J. Ingles makes 2-pt layup from 2 ft (assist by R. Gobert),,60,56
3,8:54.0,,J. Bayless makes 2-pt jump shot from 21 ft,60,58
3,8:35.0,R. Rubio misses 3-pt jump shot from 25 ft,,60,58
3,8:33.0,,Defensive rebound by D. Šarić,60,58
3,8:20.0,,Turnover by J. Okogie (bad pass; steal by D. Favors),60,58
3,8:15.0,Shooting foul by J. Okogie (drawn by R. Gobert),,60,58
3,8:15.0,R. Gobert misses free throw 1 of 2,,60,58
3,8:15.0,Offensive rebound by Team,,60,58
3,8:15.0,R. Gobert makes free throw 2 of 2,,61,58
3,8:04.0,,J. Bayless makes 3-pt jump shot from 25 ft,61,61
3,7:42.0,R. Gobert makes 2-pt dunk from 2 ft (assist by R. Rubio),,63,61
3,7:29.0,,J. Okogie misses 2-pt layup from 2 ft (block by D. Favors),63,61
3,7:27.0,Defensive rebound by D. Favors,,63,61
3,7:22.0,D. Mitchell misses 2-pt layup from 1 ft (block by K. Towns),,63,61
3,7:18.0,,Defensive rebound by D. Šarić,63,61
3,7:16.0,,Shooting foul by J. Ingles (drawn by A. Wiggins),63,61
3,7:16.0,,A. Wiggins makes free throw 1 of 2,63,62
3,7:16.0,,A. Wiggins makes free throw 2 of 2,63,63
3,7:05.0,Shooting foul by K. Towns (drawn by R. Gobert),,63,63
3,7:05.0,R. Gobert misses free throw 1 of 2,,63,63
3,7:05.0,Offensive rebound by Team,,63,63
3,7:05.0,,J. Terrell enters the game for J. Okogie,63,63
3,7:05.0,R. Gobert makes free throw 2 of 2,,64,63
3,6:50.0,,Turnover by K. Towns (lost ball; steal by R. Gobert),64,63
3,6:50.0,,Technical foul by K. Towns,64,63
3,6:50.0,,Minnesota full timeout,64,63
3,6:50.0,J. Crowder enters the game for D. Favors,,64,63
3,6:50.0,D. Mitchell misses technical free throw,,64,63
3,6:50.0,Offensive rebound by Team,,64,63
3,6:40.0,D. Mitchell makes 2-pt layup from 3 ft (assist by J. Crowder),,66,63
3,6:40.0,Shooting foul by J. Terrell (drawn by J. Crowder),,66,63
3,6:40.0,D. Mitchell makes free throw 1 of 1,,67,63
3,6:22.0,,Offensive foul by J. Bayless (drawn by R. Rubio),67,63
3,6:22.0,,Turnover by J. Bayless (offensive foul),67,63
3,6:12.0,R. Gobert makes 2-pt dunk from 1 ft (assist by J. Ingles),,69,63
3,5:52.0,,J. Bayless makes 3-pt jump shot from 25 ft (assist by K. Towns),69,66
3,5:34.0,R. Rubio makes 2-pt layup from 2 ft,,71,66
3,5:22.0,,D. Šarić makes 3-pt jump shot from 26 ft,71,69
3,5:06.0,Turnover by J. Ingles (bad pass; steal by J. Terrell),,71,69
3,5:03.0,,Personal foul by J. Ingles (drawn by K. Towns),71,69
3,5:03.0,K. Korver enters the game for J. Ingles,,71,69
3,5:03.0,R. O'Neale enters the game for R. Rubio,,71,69
3,5:03.0,,L. Deng enters the game for J. Bayless,71,69
3,4:56.0,,A. Wiggins misses 2-pt jump shot from 8 ft,71,69
3,4:54.0,Defensive rebound by Team,,71,69
3,4:43.0,D. Mitchell makes 2-pt jump shot from 18 ft,,73,69
3,4:26.0,,A. Wiggins makes 3-pt jump shot from 25 ft (assist by K. Towns),73,72
3,4:09.0,D. Mitchell makes 2-pt jump shot from 15 ft,,75,72
3,3:59.0,,Shooting foul by K. Korver (drawn by K. Towns),75,72
3,3:59.0,,K. Towns makes free throw 1 of 2,75,73
3,3:59.0,,K. Towns makes free throw 2 of 2,75,74
3,3:34.0,J. Crowder makes 3-pt jump shot from 24 ft (assist by D. Mitchell),,78,74
3,3:24.0,,Personal foul by R. O'Neale (drawn by K. Towns),78,74
3,3:24.0,,K. Towns makes free throw 1 of 2,78,75
3,3:24.0,,K. Towns makes free throw 2 of 2,78,76
3,3:14.0,Turnover by D. Mitchell (lost ball; steal by A. Wiggins),,78,76
3,3:10.0,,L. Deng makes 3-pt jump shot from 24 ft (assist by J. Terrell),78,79
3,3:08.0,Utah full timeout,,78,79
3,3:08.0,D. Favors enters the game for R. Gobert,,78,79
3,2:52.0,D. Mitchell makes 2-pt jump shot from 13 ft,,80,79
3,2:37.0,,A. Wiggins makes 2-pt layup from 2 ft (assist by J. Terrell),80,81
3,2:23.0,R. O'Neale makes 2-pt layup from 1 ft (assist by D. Mitchell),,82,81
3,2:04.0,,A. Wiggins makes 2-pt jump shot from 18 ft,82,83
3,1:53.0,D. Mitchell makes 2-pt jump shot from 12 ft,,84,83
3,1:53.0,Shooting foul by D. Šarić (drawn by D. Mitchell),,84,83
3,1:53.0,J. Ingles enters the game for R. O'Neale,,84,83
3,1:53.0,D. Mitchell makes free throw 1 of 1,,85,83
3,1:40.0,,A. Wiggins misses 2-pt jump shot from 13 ft,85,83
3,1:38.0,Defensive rebound by K. Korver,,85,83
3,1:18.0,J. Ingles misses 3-pt jump shot from 23 ft,,85,83
3,1:15.0,,Defensive rebound by K. Towns,85,83
3,1:06.0,,J. Terrell misses 3-pt jump shot from 26 ft,85,83
3,1:03.0,Defensive rebound by D. Mitchell,,85,83
3,0:59.0,Shooting foul by A. Wiggins (drawn by D. Mitchell),,85,83
3,0:59.0,D. Mitchell misses free throw 1 of 2,,85,83
3,0:59.0,Offensive rebound by Team,,85,83
3,0:59.0,,J. Okogie enters the game for A. Wiggins,85,83
3,0:59.0,D. Mitchell makes free throw 2 of 2,,86,83
3,0:46.0,,K. Towns misses 3-pt jump shot from 25 ft,86,83
3,0:42.0,Defensive rebound by D. Favors,,86,83
3,0:34.0,J. Ingles makes 2-pt layup from 2 ft,,88,83
3,0:19.0,,Turnover by L. Deng (lost ball; steal by K. Korver),88,83
3,0:19.0,Personal foul by L. Deng (drawn by K. Korver),,88,83
3,0:19.0,K. Korver makes free throw 1 of 2,,89,83
3,0:19.0,K. Korver makes free throw 2 of 2,,90,83
3,0:03.0,,J. Terrell makes 2-pt jump shot from 20 ft,90,85
3,0:00.0,D. Mitchell misses 3-pt jump shot from 33 ft,,90,85
3,0:00.0,Offensive rebound by Team,,90,85
4,11:47.0,D. Favors misses 2-pt layup from 1 ft,,90,85
4,11:44.0,,Defensive rebound by J. Bayless,90,85
4,11:23.0,,J. Okogie misses 3-pt jump shot from 22 ft,90,85
4,11:20.0,Defensive rebound by D. Favors,,90,85
4,11:14.0,J. Ingles misses 3-pt jump shot from 23 ft,,90,85
4,11:12.0,,Defensive rebound by D. Šarić,90,85
4,11:01.0,,J. Bayless misses 2-pt layup from 2 ft,90,85
4,10:59.0,Defensive rebound by R. Rubio,,90,85
4,10:54.0,K. Korver makes 3-pt jump shot from 26 ft (assist by R. Rubio),,93,85
4,10:36.0,,Personal foul by J. Crowder (drawn by D. Šarić),93,85
4,10:23.0,,J. Bayless misses 2-pt jump shot from 13 ft,93,85
4,10:20.0,Defensive rebound by D. Favors,,93,85
4,10:00.0,J. Crowder misses 3-pt jump shot from 23 ft,,93,85
4,9:51.0,,Defensive rebound by D. Šarić,93,85
4,9:45.0,,L. Deng makes 2-pt jump shot from 15 ft (assist by J. Bayless),93,87
4,9:30.0,J. Ingles makes 3-pt jump shot from 25 ft (assist by R. Rubio),,96,87
4,9:13.0,,L. Deng makes 3-pt jump shot from 23 ft (assist by J. Bayless),96,90
4,8:57.0,K. Korver makes 3-pt jump shot from 26 ft (assist by J. Crowder),,99,90
4,8:34.0,,D. Šarić misses 3-pt jump shot from 23 ft,99,90
4,8:29.0,Defensive rebound by D. Favors,,99,90
4,8:28.0,Turnover by D. Favors (bad pass; steal by L. Deng),,99,90
4,8:25.0,,J. Okogie misses 3-pt jump shot from 25 ft,99,90
4,8:25.0,,Offensive rebound by G. Dieng,99,90
4,8:25.0,,Shooting foul by J. Ingles (drawn by G. Dieng),99,90
4,8:25.0,,G. Dieng makes free throw 1 of 2,99,91
4,8:25.0,R. Gobert enters the game for J. Crowder,,99,91
4,8:25.0,G. Niang enters the game for D. Favors,,99,91
4,8:25.0,R. O'Neale enters the game for K. Korver,,99,91
4,8:25.0,,A. Wiggins enters the game for L. Deng,99,91
4,8:25.0,,G. Dieng makes free throw 2 of 2,99,92
4,8:16.0,R. Rubio makes 2-pt jump shot from 19 ft (assist by G. Niang),,101,92
4,8:03.0,,Turnover by J. Bayless (bad pass; steal by R. Rubio),101,92
4,8:00.0,R. Rubio makes 2-pt layup from 1 ft,,103,92
4,7:59.0,,Minnesota full timeout,103,92
4,7:59.0,D. Mitchell enters the game for R. Rubio,,103,92
4,7:59.0,,T. Gibson enters the game for G. Dieng,103,92
4,7:59.0,,K. Towns enters the game for D. Šarić,103,92
4,7:39.0,,A. Wiggins makes 2-pt jump shot from 16 ft,103,94
4,7:25.0,J. Ingles makes 2-pt layup from 2 ft (assist by R. Gobert),,105,94
4,7:11.0,,A. Wiggins makes 3-pt jump shot from 24 ft (assist by J. Bayless),105,97
4,6:53.0,Personal foul by K. Towns (drawn by J. Ingles),,105,97
4,6:40.0,D. Mitchell makes 3-pt jump shot from 24 ft,,108,97
4,6:28.0,,A. Wiggins makes 2-pt layup from 3 ft,108,99
4,6:15.0,G. Niang makes 3-pt jump shot from 25 ft (assist by D. Mitchell),,111,99
4,6:01.0,,Shooting foul by R. Gobert (drawn by A. Wiggins),111,99
4,6:01.0,,A. Wiggins makes free throw 1 of 2,111,100
4,6:01.0,D. Favors enters the game for G. Niang,,111,100
4,6:01.0,,L. Deng enters the game for J. Okogie,111,100
4,6:01.0,,A. Wiggins makes free throw 2 of 2,111,101
4,5:46.0,Turnover by R. Gobert (bad pass; steal by L. Deng),,111,101
4,5:42.0,,Turnover by A. Wiggins (bad pass),111,101
4,5:42.0,Utah full timeout,,111,101
4,5:24.0,Turnover by J. Ingles (lost ball; steal by A. Wiggins),,111,101
4,5:05.0,,K. Towns makes 3-pt jump shot from 27 ft (assist by A. Wiggins),111,104
4,4:53.0,Utah full timeout,,111,104
4,4:53.0,J. Crowder enters the game for D. Favors,,111,104
4,4:53.0,R. Rubio enters the game for R. O'Neale,,111,104
4,4:39.0,D. Mitchell makes 2-pt jump shot from 10 ft,,113,104
4,4:16.0,,J. Bayless misses 3-pt jump shot from 26 ft,113,104
4,4:16.0,,Offensive rebound by Team,113,104
4,4:16.0,Loose ball foul by R. Gobert (drawn by T. Gibson),,113,104
4,4:11.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by J. Bayless),113,106
4,3:53.0,J. Crowder makes 3-pt jump shot from 23 ft (assist by R. Rubio),,116,106
4,3:33.0,,J. Bayless misses 2-pt jump shot from 23 ft,116,106
4,3:30.0,,Offensive rebound by L. Deng,116,106
4,3:21.0,,T. Gibson makes 2-pt hook shot from 7 ft,116,108
4,2:57.0,R. Gobert makes 2-pt dunk from 1 ft (assist by J. Ingles),,118,108
4,2:38.0,,Turnover by J. Bayless (out of bounds lost ball),118,108
4,2:26.0,R. Rubio misses 3-pt jump shot from 22 ft,,118,108
4,2:22.0,,Defensive rebound by T. Gibson,118,108
4,2:03.0,,A. Wiggins makes 3-pt jump shot from 25 ft,118,111
