QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,DETROIT_ACTION,MILWAUKEE_SCORE,DETROIT_SCORE
2,10:48.0,D. Wilson misses 3-pt jump shot from 23 ft,,35,27
2,10:46.0,,Defensive rebound by R. Jackson,35,27
2,10:37.0,,Turnover by R. Jackson (bad pass; steal by S. Brown),35,27
2,10:33.0,N. Mirotić misses 3-pt jump shot from 30 ft,,35,27
2,10:28.0,,Defensive rebound by B. Griffin,35,27
2,10:18.0,,L. Galloway makes 3-pt jump shot from 23 ft (assist by R. Jackson),35,30
2,10:04.0,G. Antetokounmpo makes 2-pt jump shot from 16 ft,,37,30
2,9:57.0,,B. Griffin makes 2-pt layup from 2 ft (assist by R. Jackson),37,32
2,9:57.0,,Shooting foul by D. Wilson (drawn by B. Griffin),37,32
2,9:57.0,P. Connaughton enters the game for S. Brown,,37,32
2,9:57.0,,B. Griffin makes free throw 1 of 1,37,33
2,9:37.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by D. Wilson),,39,33
2,9:27.0,,B. Griffin makes 3-pt jump shot from 25 ft (assist by R. Jackson),39,36
2,9:14.0,P. Connaughton misses 3-pt jump shot from 23 ft,,39,36
2,9:11.0,Offensive rebound by D. Wilson,,39,36
2,9:10.0,Personal foul by R. Jackson (drawn by E. Bledsoe),,39,36
2,9:10.0,E. İlyasova enters the game for D. Wilson,,39,36
2,9:04.0,Turnover by G. Antetokounmpo (lost ball; steal by B. Griffin),,39,36
2,9:04.0,,Personal foul by E. İlyasova (drawn by W. Ellington),39,36
2,9:04.0,,B. Brown enters the game for B. Griffin,39,36
2,9:04.0,,A. Drummond enters the game for T. Maker,39,36
2,8:58.0,,R. Jackson makes 2-pt jump shot from 17 ft (assist by B. Brown),39,38
2,8:48.0,Personal foul by R. Jackson (drawn by N. Mirotić),,39,38
2,8:40.0,G. Antetokounmpo misses 3-pt jump shot from 27 ft,,39,38
2,8:34.0,Offensive rebound by G. Antetokounmpo,,39,38
2,8:33.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,41,38
2,8:18.0,,W. Ellington makes 2-pt jump shot from 11 ft (assist by A. Drummond),41,40
2,8:07.0,E. Bledsoe misses 2-pt layup from 2 ft (block by L. Galloway),,41,40
2,8:03.0,Offensive rebound by E. Bledsoe,,41,40
2,8:01.0,P. Connaughton misses 2-pt hook shot from 8 ft,,41,40
2,8:01.0,,Defensive rebound by L. Galloway,41,40
2,7:47.0,,W. Ellington misses 3-pt jump shot from 27 ft,41,40
2,7:44.0,Defensive rebound by P. Connaughton,,41,40
2,7:40.0,P. Connaughton misses 3-pt jump shot from 29 ft,,41,40
2,7:37.0,,Defensive rebound by A. Drummond,41,40
2,7:18.0,,A. Drummond misses 2-pt jump shot from 11 ft,41,40
2,7:16.0,Defensive rebound by G. Antetokounmpo,,41,40
2,7:16.0,Milwaukee full timeout,,41,40
2,7:16.0,G. Hill enters the game for G. Antetokounmpo,,41,40
2,7:16.0,B. Lopez enters the game for E. Bledsoe,,41,40
2,7:16.0,K. Middleton enters the game for N. Mirotić,,41,40
2,7:16.0,,L. Kennard enters the game for L. Galloway,41,40
2,7:16.0,,I. Smith enters the game for R. Jackson,41,40
2,7:02.0,E. İlyasova makes 2-pt layup from 2 ft (assist by B. Lopez),,43,40
2,6:40.0,,Turnover by A. Drummond (out of bounds lost ball),43,40
2,6:27.0,B. Lopez makes 3-pt jump shot from 26 ft (assist by K. Middleton),,46,40
2,6:08.0,,A. Drummond misses 2-pt hook shot from 4 ft,46,40
2,6:06.0,Defensive rebound by G. Hill,,46,40
2,6:02.0,Personal foul by I. Smith (drawn by G. Hill),,46,40
2,5:57.0,G. Hill makes 3-pt jump shot from 24 ft (assist by P. Connaughton),,49,40
2,5:56.0,,Detroit full timeout,49,40
2,5:39.0,,I. Smith misses 2-pt layup from 3 ft,49,40
2,5:38.0,,Offensive rebound by A. Drummond,49,40
2,5:36.0,,Shooting foul by G. Hill (drawn by A. Drummond),49,40
2,5:36.0,,A. Drummond misses free throw 1 of 2,49,40
2,5:36.0,,Offensive rebound by Team,49,40
2,5:36.0,,A. Drummond misses free throw 2 of 2,49,40
2,5:32.0,Defensive rebound by B. Lopez,,49,40
2,5:22.0,Turnover by K. Middleton (lost ball; steal by A. Drummond),,49,40
2,5:05.0,,I. Smith misses 2-pt jump shot from 18 ft,49,40
2,5:02.0,Defensive rebound by P. Connaughton,,49,40
2,4:52.0,Personal foul by A. Drummond (drawn by G. Hill),,49,40
2,4:52.0,G. Hill makes free throw 1 of 2,,50,40
2,4:52.0,,B. Griffin enters the game for B. Brown,50,40
2,4:52.0,G. Hill makes free throw 2 of 2,,51,40
2,4:29.0,,A. Drummond makes 2-pt dunk from 2 ft (assist by B. Griffin),51,42
2,4:14.0,G. Hill misses 3-pt jump shot from 26 ft,,51,42
2,4:10.0,,Defensive rebound by W. Ellington,51,42
2,4:04.0,,B. Griffin misses 2-pt layup from 2 ft,51,42
2,4:01.0,Defensive rebound by B. Lopez,,51,42
2,3:57.0,B. Lopez makes 3-pt jump shot from 27 ft (assist by K. Middleton),,54,42
2,3:34.0,,L. Kennard makes 2-pt jump shot from 9 ft (assist by B. Griffin),54,44
2,3:34.0,,Shooting foul by E. İlyasova (drawn by L. Kennard),54,44
2,3:34.0,G. Antetokounmpo enters the game for P. Connaughton,,54,44
2,3:34.0,E. Bledsoe enters the game for E. İlyasova,,54,44
2,3:34.0,,R. Jackson enters the game for I. Smith,54,44
2,3:34.0,,L. Kennard makes free throw 1 of 1,54,45
2,3:18.0,K. Middleton makes 2-pt jump shot from 17 ft,,56,45
2,3:18.0,Shooting foul by A. Drummond (drawn by K. Middleton),,56,45
2,3:18.0,,T. Maker enters the game for A. Drummond,56,45
2,3:18.0,K. Middleton makes free throw 1 of 1,,57,45
2,3:04.0,,Turnover by B. Griffin (lost ball; steal by K. Middleton),57,45
2,2:57.0,E. Bledsoe makes 2-pt layup from 2 ft,,59,45
2,2:57.0,N. Mirotić enters the game for G. Hill,,59,45
2,2:32.0,,R. Jackson misses 2-pt jump shot from 21 ft,59,45
2,2:29.0,Defensive rebound by K. Middleton,,59,45
2,2:27.0,K. Middleton misses 3-pt jump shot from 28 ft,,59,45
2,2:26.0,Offensive rebound by Team,,59,45
2,2:26.0,,Loose ball foul by R. Jackson (drawn by G. Antetokounmpo),59,45
2,2:26.0,G. Antetokounmpo makes free throw 1 of 2,,60,45
2,2:26.0,,I. Smith enters the game for R. Jackson,60,45
2,2:26.0,G. Antetokounmpo misses free throw 2 of 2,,60,45
2,2:23.0,,Defensive rebound by I. Smith,60,45
2,2:05.0,,W. Ellington makes 3-pt jump shot from 27 ft,60,48
2,1:52.0,B. Lopez makes 2-pt layup from 2 ft,,62,48
2,1:36.0,,Shooting foul by G. Antetokounmpo (drawn by B. Griffin),62,48
2,1:36.0,,B. Griffin makes free throw 1 of 2,62,49
2,1:36.0,,B. Griffin makes free throw 2 of 2,62,50
2,1:15.0,G. Antetokounmpo misses 2-pt jump shot from 4 ft,,62,50
2,1:12.0,Offensive rebound by G. Antetokounmpo,,62,50
2,1:11.0,G. Antetokounmpo misses 2-pt hook shot from 6 ft (block by T. Maker),,62,50
2,1:08.0,Offensive rebound by G. Antetokounmpo,,62,50
2,1:06.0,B. Lopez misses 3-pt jump shot from 26 ft,,62,50
2,1:05.0,Offensive rebound by E. Bledsoe,,62,50
2,1:05.0,Personal foul by T. Maker (drawn by G. Antetokounmpo),,62,50
2,1:05.0,G. Antetokounmpo makes free throw 1 of 2,,63,50
2,1:05.0,E. İlyasova enters the game for B. Lopez,,63,50
2,1:05.0,G. Antetokounmpo misses free throw 2 of 2,,63,50
2,1:02.0,,Defensive rebound by L. Kennard,63,50
2,0:45.0,,Personal foul by K. Middleton (drawn by T. Maker),63,50
2,0:45.0,,T. Maker makes free throw 1 of 2,63,51
2,0:45.0,B. Lopez enters the game for G. Antetokounmpo,,63,51
2,0:45.0,,T. Maker makes free throw 2 of 2,63,52
2,0:29.0,K. Middleton makes 2-pt jump shot from 15 ft (assist by E. Bledsoe),,65,52
2,0:19.0,,T. Maker makes 2-pt dunk from 2 ft (assist by I. Smith),65,54
2,0:04.0,Shooting foul by I. Smith (drawn by E. Bledsoe),,65,54
2,0:04.0,E. Bledsoe makes free throw 1 of 2,,66,54
2,0:04.0,P. Connaughton enters the game for E. İlyasova,,66,54
2,0:04.0,G. Hill enters the game for B. Lopez,,66,54
2,0:04.0,D. Wilson enters the game for N. Mirotić,,66,54
2,0:04.0,,L. Galloway enters the game for T. Maker,66,54
2,0:04.0,E. Bledsoe makes free throw 2 of 2,,67,54
2,0:00.0,,B. Griffin misses 3-pt jump shot from 27 ft,67,54
2,0:00.0,,Offensive rebound by Team,67,54
3,11:48.0,Turnover by G. Antetokounmpo (bad pass; steal by W. Ellington),,67,54
3,11:43.0,,W. Ellington misses 3-pt jump shot from 27 ft,67,54
3,11:41.0,,Offensive rebound by A. Drummond,67,54
3,11:35.0,,R. Jackson misses 3-pt jump shot from 23 ft,67,54
3,11:32.0,Defensive rebound by K. Middleton,,67,54
3,11:24.0,B. Lopez misses 2-pt jump shot from 17 ft,,67,54
3,11:22.0,,Defensive rebound by B. Griffin,67,54
3,11:12.0,,B. Griffin misses 2-pt layup from 1 ft,67,54
3,11:10.0,Defensive rebound by G. Antetokounmpo,,67,54
3,11:05.0,Offensive foul by S. Brown (drawn by R. Jackson),,67,54
3,11:05.0,Turnover by S. Brown (offensive foul),,67,54
3,10:51.0,,Turnover by A. Drummond (bad pass; steal by E. Bledsoe),67,54
3,10:46.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,67,54
3,10:43.0,,Defensive rebound by W. Ellington,67,54
3,10:36.0,,Shooting foul by G. Antetokounmpo (drawn by A. Drummond),67,54
3,10:36.0,,A. Drummond makes free throw 1 of 2,67,55
3,10:36.0,,A. Drummond makes free throw 2 of 2,67,56
3,10:25.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,67,56
3,10:22.0,Offensive rebound by S. Brown,,67,56
3,10:21.0,Personal foul by L. Kennard (drawn by S. Brown),,67,56
3,10:11.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,69,56
3,9:55.0,,L. Kennard misses 2-pt layup from 4 ft,69,56
3,9:52.0,Defensive rebound by K. Middleton,,69,56
3,9:48.0,E. Bledsoe misses 2-pt layup from 2 ft,,69,56
3,9:46.0,Offensive rebound by E. Bledsoe,,69,56
3,9:41.0,Personal foul by A. Drummond (drawn by E. Bledsoe),,69,56
3,9:41.0,,Z. Pachulia enters the game for A. Drummond,69,56
3,9:31.0,B. Lopez makes 2-pt hook shot from 4 ft,,71,56
3,9:13.0,,B. Griffin makes 2-pt layup from 2 ft,71,58
3,9:10.0,Personal foul by Z. Pachulia (drawn by G. Antetokounmpo),,71,58
3,9:08.0,E. Bledsoe misses 2-pt jump shot from 16 ft,,71,58
3,9:04.0,,Defensive rebound by W. Ellington,71,58
3,8:49.0,,B. Griffin misses 3-pt jump shot from 26 ft,71,58
3,8:46.0,Defensive rebound by G. Antetokounmpo,,71,58
3,8:43.0,Shooting foul by L. Kennard (drawn by K. Middleton),,71,58
3,8:43.0,K. Middleton misses free throw 1 of 3,,71,58
3,8:43.0,Offensive rebound by Team,,71,58
3,8:43.0,K. Middleton makes free throw 2 of 3,,72,58
3,8:43.0,K. Middleton makes free throw 3 of 3,,73,58
3,8:25.0,,R. Jackson makes 2-pt layup from 2 ft (assist by B. Griffin),73,60
3,8:11.0,B. Lopez misses 3-pt jump shot from 33 ft,,73,60
3,8:08.0,,Defensive rebound by B. Griffin,73,60
3,8:06.0,,Personal foul by G. Antetokounmpo (drawn by B. Griffin),73,60
3,8:06.0,E. İlyasova enters the game for G. Antetokounmpo,,73,60
3,7:52.0,,B. Griffin misses 2-pt jump shot from 10 ft,73,60
3,7:49.0,Defensive rebound by E. Bledsoe,,73,60
3,7:43.0,E. Bledsoe makes 2-pt dunk from 2 ft,,75,60
3,7:37.0,,Detroit full timeout,75,60
3,7:37.0,P. Connaughton enters the game for S. Brown,,75,60
3,7:37.0,,L. Galloway enters the game for Z. Pachulia,75,60
3,7:24.0,,R. Jackson misses 3-pt jump shot from 23 ft,75,60
3,7:20.0,Defensive rebound by K. Middleton,,75,60
3,7:12.0,E. Bledsoe makes 2-pt dunk from 1 ft (assist by P. Connaughton),,77,60
3,6:59.0,,B. Griffin makes 3-pt jump shot from 26 ft (assist by R. Jackson),77,63
3,6:43.0,E. Bledsoe misses 2-pt layup from 4 ft (block by L. Galloway),,77,63
3,6:39.0,Offensive rebound by E. Bledsoe,,77,63
3,6:38.0,E. Bledsoe makes 2-pt layup from 2 ft,,79,63
3,6:32.0,,B. Griffin misses 3-pt jump shot from 27 ft,79,63
3,6:30.0,Defensive rebound by P. Connaughton,,79,63
3,6:25.0,Turnover by K. Middleton (bad pass; steal by B. Griffin),,79,63
3,6:14.0,,B. Griffin makes 2-pt layup from 4 ft,79,65
3,6:14.0,,Shooting foul by B. Lopez (drawn by B. Griffin),79,65
3,6:14.0,,B. Griffin makes free throw 1 of 1,79,66
3,5:59.0,K. Middleton makes 3-pt jump shot from 26 ft,,82,66
3,5:49.0,,L. Galloway misses 3-pt jump shot from 23 ft,82,66
3,5:45.0,Defensive rebound by K. Middleton,,82,66
3,5:39.0,B. Lopez misses 3-pt jump shot from 25 ft,,82,66
3,5:36.0,,Defensive rebound by L. Galloway,82,66
3,5:25.0,,L. Galloway misses 3-pt jump shot from 24 ft,82,66
3,5:22.0,Defensive rebound by P. Connaughton,,82,66
3,5:18.0,Turnover by E. Bledsoe (bad pass; steal by R. Jackson),,82,66
3,5:09.0,,L. Kennard misses 2-pt layup from 3 ft,82,66
3,5:07.0,Defensive rebound by E. İlyasova,,82,66
3,4:53.0,K. Middleton makes 3-pt jump shot from 26 ft,,85,66
3,4:47.0,,Personal foul by K. Middleton (drawn by R. Jackson),85,66
3,4:47.0,,Detroit full timeout,85,66
3,4:47.0,G. Hill enters the game for E. Bledsoe,,85,66
3,4:47.0,N. Mirotić enters the game for B. Lopez,,85,66
3,4:47.0,,Z. Pachulia enters the game for B. Griffin,85,66
3,4:47.0,,I. Smith enters the game for R. Jackson,85,66
3,4:28.0,,W. Ellington misses 3-pt jump shot from 28 ft,85,66
3,4:27.0,,Offensive rebound by L. Galloway,85,66
3,4:27.0,,Personal foul by E. İlyasova (drawn by W. Ellington),85,66
3,4:27.0,,W. Ellington makes free throw 1 of 2,85,67
3,4:27.0,,W. Ellington makes free throw 2 of 2,85,68
3,4:13.0,K. Middleton misses 3-pt jump shot from 27 ft,,85,68
3,4:08.0,Offensive rebound by Team,,85,68
3,3:55.0,Shooting foul by L. Galloway (drawn by E. İlyasova),,85,68
3,3:55.0,E. İlyasova makes free throw 1 of 2,,86,68
3,3:55.0,E. İlyasova makes free throw 2 of 2,,87,68
3,3:39.0,,I. Smith misses 2-pt layup from 3 ft,87,68
3,3:37.0,,Offensive rebound by W. Ellington,87,68
3,3:33.0,,W. Ellington misses 3-pt jump shot from 26 ft,87,68
3,3:30.0,Defensive rebound by N. Mirotić,,87,68
3,3:20.0,K. Middleton misses 2-pt jump shot from 13 ft,,87,68
3,3:18.0,,Defensive rebound by L. Kennard,87,68
3,3:09.0,,L. Galloway misses 2-pt layup from 2 ft,87,68
3,3:06.0,Defensive rebound by K. Middleton,,87,68
3,3:01.0,K. Middleton misses 3-pt jump shot from 25 ft,,87,68
3,2:56.0,,Defensive rebound by W. Ellington,87,68
3,2:50.0,,L. Galloway misses 3-pt jump shot from 24 ft,87,68
3,2:48.0,Defensive rebound by G. Hill,,87,68
3,2:46.0,Milwaukee full timeout,,87,68
3,2:46.0,B. Lopez enters the game for E. İlyasova,,87,68
3,2:46.0,,B. Brown enters the game for W. Ellington,87,68
3,2:46.0,,A. Drummond enters the game for Z. Pachulia,87,68
3,2:35.0,N. Mirotić makes 3-pt jump shot from 25 ft (assist by G. Hill),,90,68
3,2:21.0,,B. Brown makes 2-pt layup from 1 ft,90,70
3,2:05.0,Shooting foul by A. Drummond (drawn by G. Hill),,90,70
3,2:05.0,G. Hill makes free throw 1 of 2,,91,70
3,2:05.0,S. Brown enters the game for K. Middleton,,91,70
3,2:05.0,,T. Maker enters the game for A. Drummond,91,70
3,2:05.0,G. Hill makes free throw 2 of 2,,92,70
3,1:52.0,,I. Smith makes 2-pt hook shot from 7 ft,92,72
3,1:41.0,Shooting foul by B. Brown (drawn by N. Mirotić),,92,72
3,1:41.0,N. Mirotić makes free throw 1 of 3,,93,72
3,1:41.0,N. Mirotić makes free throw 2 of 3,,94,72
3,1:41.0,N. Mirotić makes free throw 3 of 3,,95,72
3,1:29.0,,Shooting foul by B. Lopez (drawn by I. Smith),95,72
3,1:29.0,,I. Smith makes free throw 1 of 2,95,73
3,1:29.0,G. Antetokounmpo enters the game for B. Lopez,,95,73
3,1:29.0,,I. Smith makes free throw 2 of 2,95,74
3,1:14.0,G. Hill misses 2-pt jump shot from 9 ft,,95,74
3,1:11.0,Offensive rebound by G. Antetokounmpo,,95,74
3,1:07.0,N. Mirotić misses 3-pt jump shot from 27 ft,,95,74
3,1:07.0,,Defensive rebound by L. Kennard,95,74
3,0:57.0,,Personal foul by G. Hill (drawn by T. Maker),95,74
3,0:57.0,,T. Maker makes free throw 1 of 2,95,75
3,0:57.0,E. Bledsoe enters the game for P. Connaughton,,95,75
3,0:57.0,,T. Maker makes free throw 2 of 2,95,76
3,0:42.0,Shooting foul by T. Maker (drawn by G. Antetokounmpo),,95,76
3,0:42.0,G. Antetokounmpo makes free throw 1 of 2,,96,76
3,0:42.0,G. Antetokounmpo makes free throw 2 of 2,,97,76
3,0:32.0,,I. Smith makes 2-pt jump shot from 18 ft,97,78
3,0:16.0,S. Brown makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),,100,78
3,0:00.0,,I. Smith misses 2-pt jump shot from 17 ft,100,78
3,0:00.0,,Offensive rebound by Team,100,78
4,11:44.0,,B. Griffin misses 2-pt hook shot from 4 ft,100,78
4,11:42.0,,Offensive rebound by A. Drummond,100,78
4,11:42.0,,Shooting foul by E. İlyasova (drawn by A. Drummond),100,78
4,11:42.0,,A. Drummond misses free throw 1 of 2,100,78
4,11:42.0,,Offensive rebound by Team,100,78
4,11:42.0,,A. Drummond misses free throw 2 of 2,100,78
4,11:39.0,Defensive rebound by E. İlyasova,,100,78
4,11:39.0,B. Lopez enters the game for E. İlyasova,,100,78
4,11:17.0,Turnover by Team (shot clock),,100,78
4,11:01.0,,Turnover by B. Griffin (lost ball; steal by G. Antetokounmpo),100,78
4,10:57.0,S. Brown makes 2-pt dunk from 2 ft (assist by G. Hill),,102,78
4,10:48.0,,L. Galloway misses 3-pt jump shot from 28 ft,102,78
4,10:46.0,Defensive rebound by B. Lopez,,102,78
4,10:29.0,G. Antetokounmpo misses 2-pt jump shot from 5 ft,,102,78
4,10:27.0,,Defensive rebound by L. Galloway,102,78
4,10:20.0,,I. Smith misses 2-pt jump shot from 14 ft,102,78
4,10:17.0,,Offensive rebound by A. Drummond,102,78
4,10:08.0,,B. Griffin makes 2-pt layup from 3 ft,102,80
4,9:39.0,E. Bledsoe misses 2-pt jump shot from 5 ft,,102,80
