QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,INDIANA_ACTION,MILWAUKEE_SCORE,INDIANA_SCORE
1,6:39.0,,Indiana full timeout,14,9
1,6:39.0,G. Antetokounmpo makes free throw 1 of 1,,15,9
1,6:21.0,,D. Collison makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),15,12
1,6:07.0,Shooting foul by W. Matthews (drawn by G. Antetokounmpo),,15,12
1,6:07.0,G. Antetokounmpo makes free throw 1 of 2,,16,12
1,6:07.0,G. Antetokounmpo makes free throw 2 of 2,,17,12
1,5:47.0,,B. Bogdanović misses 2-pt jump shot from 13 ft,17,12
1,5:44.0,Defensive rebound by S. Brown,,17,12
1,5:27.0,K. Middleton misses 3-pt jump shot from 23 ft,,17,12
1,5:24.0,,Defensive rebound by D. Collison,17,12
1,5:12.0,,Shooting foul by B. Lopez (drawn by M. Turner),17,12
1,5:12.0,,M. Turner makes free throw 1 of 2,17,13
1,5:12.0,G. Hill enters the game for E. Bledsoe,,17,13
1,5:12.0,E. İlyasova enters the game for B. Lopez,,17,13
1,5:12.0,,M. Turner makes free throw 2 of 2,17,14
1,4:54.0,E. İlyasova misses 2-pt jump shot from 18 ft,,17,14
1,4:50.0,,Defensive rebound by T. Young,17,14
1,4:41.0,,M. Turner makes 2-pt jump shot from 18 ft (assist by D. Collison),17,16
1,4:20.0,,Violation by Team (kicked ball),17,16
1,4:20.0,,D. Sabonis enters the game for M. Turner,17,16
1,4:13.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,17,16
1,4:10.0,,Defensive rebound by D. Collison,17,16
1,4:00.0,,T. Young misses 2-pt layup from 1 ft,17,16
1,3:58.0,Defensive rebound by E. İlyasova,,17,16
1,3:53.0,G. Antetokounmpo makes 2-pt dunk from 2 ft,,19,16
1,3:32.0,,Turnover by T. Young (traveling),19,16
1,3:32.0,Milwaukee full timeout,,19,16
1,3:32.0,M. Brogdon enters the game for K. Middleton,,19,16
1,3:32.0,,T. Evans enters the game for B. Bogdanović,19,16
1,3:32.0,,C. Joseph enters the game for D. Collison,19,16
1,3:21.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by E. İlyasova),,21,16
1,3:07.0,,W. Matthews misses 3-pt jump shot from 26 ft,21,16
1,3:04.0,Defensive rebound by G. Antetokounmpo,,21,16
1,2:53.0,M. Brogdon makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),,24,16
1,2:39.0,,D. Sabonis misses 2-pt layup from 2 ft,24,16
1,2:37.0,Defensive rebound by G. Antetokounmpo,,24,16
1,2:33.0,Turnover by G. Antetokounmpo (bad pass; steal by T. Young),,24,16
1,2:30.0,,T. Young misses 2-pt layup at rim (block by G. Antetokounmpo),24,16
1,2:27.0,Defensive rebound by G. Antetokounmpo,,24,16
1,2:12.0,M. Brogdon misses 3-pt jump shot from 28 ft,,24,16
1,2:09.0,,Defensive rebound by D. Sabonis,24,16
1,2:01.0,,C. Joseph misses 2-pt jump shot from 14 ft,24,16
1,1:58.0,Defensive rebound by M. Brogdon,,24,16
1,1:54.0,Shooting foul by T. Evans (drawn by M. Brogdon),,24,16
1,1:54.0,M. Brogdon makes free throw 1 of 2,,25,16
1,1:54.0,D. Wilson enters the game for G. Antetokounmpo,,25,16
1,1:54.0,,D. McDermott enters the game for W. Matthews,25,16
1,1:54.0,,M. Turner enters the game for T. Young,25,16
1,1:54.0,M. Brogdon makes free throw 2 of 2,,26,16
1,1:39.0,,C. Joseph makes 2-pt layup from 2 ft (assist by D. Sabonis),26,18
1,1:16.0,D. Wilson misses 2-pt jump shot from 12 ft,,26,18
1,1:14.0,,Defensive rebound by D. Sabonis,26,18
1,1:03.0,,M. Turner misses 2-pt jump shot from 9 ft,26,18
1,1:01.0,Defensive rebound by E. İlyasova,,26,18
1,0:50.0,D. Wilson misses 3-pt jump shot from 23 ft,,26,18
1,0:48.0,,Defensive rebound by D. Sabonis,26,18
1,0:34.0,,D. Sabonis misses 2-pt jump shot from 19 ft,26,18
1,0:32.0,Defensive rebound by M. Brogdon,,26,18
1,0:14.0,M. Brogdon misses 2-pt layup from 1 ft,,26,18
1,0:12.0,,Defensive rebound by M. Turner,26,18
1,0:11.0,,Turnover by M. Turner (bad pass; steal by M. Brogdon),26,18
1,0:00.0,E. İlyasova misses 3-pt jump shot from 23 ft,,26,18
1,0:00.0,Offensive rebound by Team,,26,18
2,11:46.0,,Offensive foul by T. Evans (drawn by E. İlyasova),26,18
2,11:46.0,,Turnover by T. Evans (offensive foul),26,18
2,11:29.0,E. Bledsoe misses 3-pt jump shot from 27 ft,,26,18
2,11:26.0,,Defensive rebound by D. McDermott,26,18
2,11:18.0,,Personal foul by E. İlyasova (drawn by D. Sabonis),26,18
2,11:14.0,,D. McDermott makes 2-pt layup from 1 ft (assist by M. Turner),26,20
2,10:59.0,Shooting foul by D. Sabonis (drawn by E. Bledsoe),,26,20
2,10:59.0,E. Bledsoe makes free throw 1 of 2,,27,20
2,10:59.0,B. Lopez enters the game for E. İlyasova,,27,20
2,10:59.0,E. Bledsoe makes free throw 2 of 2,,28,20
2,10:46.0,,D. McDermott misses 2-pt layup from 1 ft,28,20
2,10:45.0,Defensive rebound by D. Wilson,,28,20
2,10:37.0,M. Brogdon makes 2-pt layup at rim,,30,20
2,10:25.0,,T. Evans misses 2-pt layup from 1 ft,30,20
2,10:23.0,Defensive rebound by M. Brogdon,,30,20
2,10:13.0,B. Lopez makes 3-pt jump shot from 28 ft (assist by M. Brogdon),,33,20
2,9:55.0,,D. Sabonis misses 2-pt layup at rim,33,20
2,9:53.0,Defensive rebound by D. Wilson,,33,20
2,9:52.0,Turnover by D. Wilson (lost ball; steal by D. Sabonis),,33,20
2,9:48.0,,T. Evans makes 3-pt jump shot from 24 ft (assist by D. Sabonis),33,23
2,9:33.0,T. Snell makes 2-pt dunk from 1 ft (assist by E. Bledsoe),,35,23
2,9:32.0,,Indiana full timeout,35,23
2,9:32.0,G. Hill enters the game for M. Brogdon,,35,23
2,9:32.0,,T. Young enters the game for M. Turner,35,23
2,9:23.0,,D. Sabonis misses 3-pt jump shot from 27 ft,35,23
2,9:21.0,Defensive rebound by E. Bledsoe,,35,23
2,9:15.0,B. Lopez misses 3-pt jump shot from 26 ft,,35,23
2,9:13.0,Offensive rebound by B. Lopez,,35,23
2,9:04.0,G. Hill misses 3-pt jump shot from 28 ft,,35,23
2,9:00.0,,Defensive rebound by D. Sabonis,35,23
2,8:49.0,,T. Evans makes 3-pt jump shot from 27 ft (assist by D. Sabonis),35,26
2,8:31.0,T. Snell misses 2-pt layup from 4 ft (block by C. Joseph),,35,26
2,8:30.0,,Defensive rebound by C. Joseph,35,26
2,8:10.0,,D. Sabonis makes 2-pt jump shot from 19 ft (assist by T. Evans),35,28
2,7:52.0,B. Lopez misses 3-pt jump shot from 28 ft,,35,28
2,7:48.0,,Defensive rebound by D. McDermott,35,28
2,7:41.0,,C. Joseph makes 2-pt jump shot from 16 ft,35,30
2,7:38.0,Milwaukee full timeout,,35,30
2,7:38.0,G. Antetokounmpo enters the game for T. Snell,,35,30
2,7:38.0,K. Middleton enters the game for D. Wilson,,35,30
2,7:14.0,G. Antetokounmpo makes 2-pt hook shot from 6 ft,,37,30
2,6:52.0,,T. Young misses 2-pt hook shot from 4 ft,37,30
2,6:49.0,Defensive rebound by G. Hill,,37,30
2,6:45.0,Shooting foul by D. McDermott (drawn by K. Middleton),,37,30
2,6:45.0,K. Middleton makes free throw 1 of 2,,38,30
2,6:45.0,,B. Bogdanović enters the game for D. McDermott,38,30
2,6:45.0,K. Middleton misses free throw 2 of 2,,38,30
2,6:44.0,,Defensive rebound by B. Bogdanović,38,30
2,6:34.0,,C. Joseph misses 2-pt jump shot from 18 ft,38,30
2,6:32.0,,Offensive rebound by C. Joseph,38,30
2,6:31.0,,C. Joseph makes 2-pt jump shot from 12 ft,38,32
2,6:14.0,E. Bledsoe makes 2-pt layup from 1 ft,,40,32
2,6:02.0,,T. Evans misses 3-pt jump shot from 25 ft,40,32
2,5:59.0,Defensive rebound by G. Antetokounmpo,,40,32
2,5:59.0,,D. Collison enters the game for T. Evans,40,32
2,5:59.0,,W. Matthews enters the game for C. Joseph,40,32
2,5:45.0,K. Middleton makes 2-pt jump shot from 10 ft,,42,32
2,5:31.0,,B. Bogdanović misses 2-pt jump shot from 8 ft,42,32
2,5:27.0,Defensive rebound by E. Bledsoe,,42,32
2,5:27.0,T. Snell enters the game for E. Bledsoe,,42,32
2,5:09.0,Turnover by G. Hill (bad pass; steal by D. Sabonis),,42,32
2,5:01.0,,D. Sabonis makes 2-pt hook shot from 5 ft (assist by D. Collison),42,34
2,4:42.0,,Violation by Team (kicked ball),42,34
2,4:31.0,B. Lopez makes 3-pt jump shot from 28 ft (assist by G. Antetokounmpo),,45,34
2,4:03.0,,Shooting foul by T. Snell (drawn by W. Matthews),45,34
2,4:03.0,,W. Matthews makes free throw 1 of 3,45,35
2,4:03.0,,W. Matthews makes free throw 2 of 3,45,36
2,4:03.0,,W. Matthews makes free throw 3 of 3,45,37
2,3:50.0,G. Antetokounmpo misses 2-pt jump shot from 14 ft,,45,37
2,3:48.0,Offensive rebound by G. Antetokounmpo,,45,37
2,3:45.0,T. Snell makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,47,37
2,3:31.0,,D. Collison misses 2-pt layup from 1 ft,47,37
2,3:29.0,,Offensive rebound by T. Young,47,37
2,3:29.0,,T. Young makes 2-pt layup at rim,47,39
2,3:17.0,K. Middleton misses 3-pt jump shot from 27 ft,,47,39
2,3:14.0,,Defensive rebound by W. Matthews,47,39
2,3:03.0,,D. Collison makes 2-pt layup from 1 ft,47,41
2,2:42.0,G. Hill makes 2-pt layup at rim (assist by K. Middleton),,49,41
2,2:31.0,,B. Bogdanović makes 2-pt jump shot from 9 ft,49,43
2,2:21.0,K. Middleton misses 2-pt layup from 1 ft,,49,43
2,2:19.0,Offensive rebound by G. Hill,,49,43
2,2:19.0,G. Hill misses 2-pt layup from 1 ft,,49,43
2,2:17.0,,Defensive rebound by D. Sabonis,49,43
2,2:14.0,,D. Collison misses 2-pt jump shot from 19 ft,49,43
2,2:10.0,Defensive rebound by B. Lopez,,49,43
2,1:56.0,G. Hill makes 3-pt jump shot from 23 ft (assist by K. Middleton),,52,43
2,1:39.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,52,43
2,1:35.0,Defensive rebound by G. Hill,,52,43
2,1:29.0,K. Middleton misses 2-pt jump shot from 13 ft,,52,43
2,1:27.0,Offensive rebound by G. Antetokounmpo,,52,43
2,1:26.0,Personal foul by T. Young (drawn by G. Antetokounmpo),,52,43
2,1:26.0,M. Brogdon enters the game for G. Antetokounmpo,,52,43
2,1:26.0,E. İlyasova enters the game for G. Hill,,52,43
2,1:26.0,,T. Leaf enters the game for D. Sabonis,52,43
2,1:26.0,,M. Turner enters the game for T. Young,52,43
2,1:14.0,Turnover by K. Middleton (lost ball; steal by W. Matthews),,52,43
2,1:09.0,,B. Bogdanović makes 2-pt layup from 1 ft,52,45
2,0:52.0,E. İlyasova makes 3-pt jump shot from 23 ft (assist by K. Middleton),,55,45
2,0:43.0,,D. Collison misses 2-pt jump shot from 16 ft,55,45
2,0:40.0,Defensive rebound by K. Middleton,,55,45
2,0:34.0,K. Middleton misses 2-pt layup from 3 ft (block by M. Turner),,55,45
2,0:32.0,Offensive rebound by K. Middleton,,55,45
2,0:30.0,B. Lopez misses 3-pt jump shot from 27 ft,,55,45
2,0:29.0,,Defensive rebound by Team,55,45
2,0:29.0,G. Antetokounmpo enters the game for B. Lopez,,55,45
2,0:29.0,,T. Young enters the game for T. Leaf,55,45
2,0:15.0,,Personal foul by K. Middleton (drawn by B. Bogdanović),55,45
2,0:04.0,,Personal foul by E. İlyasova (drawn by B. Bogdanović),55,45
2,0:04.0,,Technical foul by M. Budenholzer,55,45
2,0:04.0,,B. Bogdanović misses technical free throw,55,45
2,0:04.0,,Offensive rebound by Team,55,45
2,0:04.0,,B. Bogdanović makes free throw 1 of 2,55,46
2,0:04.0,,C. Joseph enters the game for D. Collison,55,46
2,0:04.0,,B. Bogdanović makes free throw 2 of 2,55,47
2,0:00.0,M. Brogdon misses 2-pt layup from 1 ft,,55,47
2,0:00.0,Offensive rebound by Team,,55,47
3,11:37.0,,Away from play foul by K. Middleton (drawn by B. Bogdanović),55,47
3,11:37.0,,B. Bogdanović makes free throw 1 of 1,55,48
3,11:31.0,,M. Turner misses 2-pt jump shot from 11 ft,55,48
3,11:28.0,Defensive rebound by B. Lopez,,55,48
3,11:21.0,B. Lopez misses 3-pt jump shot from 28 ft,,55,48
3,11:18.0,,Defensive rebound by B. Bogdanović,55,48
3,11:12.0,,M. Turner misses 3-pt jump shot from 26 ft,55,48
3,11:09.0,Defensive rebound by G. Antetokounmpo,,55,48
3,11:03.0,M. Brogdon misses 3-pt jump shot from 23 ft,,55,48
3,10:59.0,,Defensive rebound by D. Collison,55,48
3,10:51.0,,D. Collison makes 2-pt jump shot from 17 ft,55,50
3,10:35.0,G. Antetokounmpo misses 2-pt jump shot from 7 ft (block by T. Young),,55,50
3,10:34.0,Offensive rebound by G. Antetokounmpo,,55,50
3,10:33.0,G. Antetokounmpo misses 2-pt layup from 2 ft (block by M. Turner),,55,50
3,10:31.0,,Defensive rebound by T. Young,55,50
3,10:20.0,,M. Turner makes 2-pt jump shot from 19 ft (assist by D. Collison),55,52
3,10:18.0,Milwaukee full timeout,,55,52
3,10:09.0,Turnover by E. Bledsoe (lost ball; steal by T. Young),,55,52
3,10:05.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by D. Collison),55,54
3,9:54.0,Turnover by B. Lopez (step out of bounds),,55,54
3,9:33.0,,Turnover by T. Young (bad pass; steal by B. Lopez),55,54
3,9:30.0,M. Brogdon makes 2-pt layup from 2 ft,,57,54
3,9:30.0,Shooting foul by W. Matthews (drawn by M. Brogdon),,57,54
3,9:30.0,M. Brogdon makes free throw 1 of 1,,58,54
3,9:18.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,58,54
3,9:14.0,Defensive rebound by G. Antetokounmpo,,58,54
3,9:09.0,B. Lopez misses 3-pt jump shot from 29 ft,,58,54
3,9:06.0,,Defensive rebound by D. Collison,58,54
3,8:52.0,,W. Matthews misses 2-pt jump shot from 13 ft,58,54
3,8:50.0,,Offensive rebound by Team,58,54
3,8:50.0,Loose ball foul by G. Antetokounmpo (drawn by W. Matthews),,58,54
3,8:39.0,,D. Collison makes 3-pt jump shot from 27 ft,58,57
3,8:28.0,K. Middleton misses 2-pt jump shot from 10 ft,,58,57
3,8:24.0,Offensive rebound by G. Antetokounmpo,,58,57
3,8:24.0,G. Antetokounmpo misses 2-pt dunk at rim,,58,57
3,8:22.0,,Defensive rebound by D. Collison,58,57
3,8:20.0,,D. Collison misses 3-pt jump shot from 27 ft,58,57
3,8:17.0,Defensive rebound by K. Middleton,,58,57
3,8:11.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,58,57
3,8:08.0,,Defensive rebound by T. Young,58,57
3,8:02.0,,M. Turner misses 3-pt jump shot from 23 ft,58,57
3,7:58.0,Defensive rebound by B. Lopez,,58,57
3,7:56.0,Personal foul by D. Collison (drawn by G. Antetokounmpo),,58,57
3,7:56.0,S. Brown enters the game for E. Bledsoe,,58,57
3,7:46.0,G. Antetokounmpo misses 2-pt jump shot from 8 ft,,58,57
3,7:43.0,,Defensive rebound by M. Turner,58,57
3,7:35.0,,Shooting foul by S. Brown (drawn by D. Collison),58,57
3,7:35.0,,D. Collison makes free throw 1 of 2,58,58
3,7:35.0,,D. Collison makes free throw 2 of 2,58,59
3,7:15.0,K. Middleton misses 2-pt jump shot from 19 ft,,58,59
3,7:12.0,,Defensive rebound by D. Collison,58,59
3,7:03.0,,M. Turner misses 2-pt jump shot from 17 ft,58,59
3,7:00.0,Defensive rebound by K. Middleton,,58,59
3,6:56.0,K. Middleton misses 2-pt jump shot from 6 ft,,58,59
3,6:53.0,,Defensive rebound by B. Bogdanović,58,59
3,6:39.0,,Turnover by T. Young (lost ball; steal by B. Lopez),58,59
3,6:35.0,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by M. Brogdon),,60,59
3,6:35.0,Shooting foul by T. Young (drawn by G. Antetokounmpo),,60,59
3,6:35.0,G. Antetokounmpo misses free throw 1 of 1,,60,59
3,6:34.0,,Defensive rebound by B. Bogdanović,60,59
3,6:18.0,,M. Turner misses 2-pt layup at rim,60,59
3,6:15.0,Defensive rebound by B. Lopez,,60,59
3,6:02.0,Shooting foul by M. Turner (drawn by G. Antetokounmpo),,60,59
3,6:02.0,G. Antetokounmpo makes free throw 1 of 2,,61,59
3,6:02.0,D. Wilson enters the game for B. Lopez,,61,59
3,6:02.0,G. Antetokounmpo makes free throw 2 of 2,,62,59
3,5:52.0,,M. Turner makes 2-pt jump shot from 20 ft (assist by B. Bogdanović),62,61
3,5:39.0,Turnover by S. Brown (traveling),,62,61
3,5:39.0,B. Lopez enters the game for G. Antetokounmpo,,62,61
3,5:29.0,,D. Collison makes 2-pt jump shot from 22 ft,62,63
3,5:06.0,Shooting foul by T. Young (drawn by K. Middleton),,62,63
3,5:06.0,K. Middleton makes free throw 1 of 2,,63,63
3,5:06.0,G. Hill enters the game for M. Brogdon,,63,63
3,5:06.0,,D. Sabonis enters the game for T. Young,63,63
3,5:06.0,K. Middleton misses free throw 2 of 2,,63,63
3,5:00.0,,Defensive rebound by B. Bogdanović,63,63
3,4:57.0,,W. Matthews makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),63,66
3,4:38.0,B. Lopez misses 2-pt layup from 1 ft,,63,66
3,4:36.0,,Defensive rebound by M. Turner,63,66
3,4:32.0,,B. Bogdanović makes 3-pt jump shot from 28 ft (assist by D. Collison),63,69
3,4:06.0,G. Hill misses 3-pt jump shot from 24 ft,,63,69
3,4:04.0,,Defensive rebound by D. Sabonis,63,69
3,3:50.0,,Turnover by D. Sabonis (bad pass; steal by S. Brown),63,69
3,3:47.0,Personal foul by W. Matthews (drawn by S. Brown),,63,69
3,3:47.0,S. Brown makes free throw 1 of 2,,64,69
3,3:47.0,T. Snell enters the game for K. Middleton,,64,69
3,3:47.0,,C. Joseph enters the game for B. Bogdanović,64,69
3,3:47.0,S. Brown misses free throw 2 of 2,,64,69
3,3:46.0,,Defensive rebound by M. Turner,64,69
3,3:46.0,G. Antetokounmpo enters the game for B. Lopez,,64,69
3,3:46.0,E. İlyasova enters the game for D. Wilson,,64,69
3,3:46.0,,T. Young enters the game for M. Turner,64,69
3,3:27.0,,D. Collison misses 3-pt jump shot from 28 ft,64,69
3,3:24.0,Defensive rebound by S. Brown,,64,69
3,3:15.0,E. İlyasova makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),,67,69
3,2:58.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by D. Collison),67,71
3,2:48.0,G. Antetokounmpo makes 2-pt dunk from 1 ft,,69,71
3,2:35.0,,D. Collison misses 2-pt jump shot from 16 ft,69,71
3,2:33.0,,Offensive rebound by Team,69,71
3,2:33.0,,Indiana full timeout,69,71
3,2:33.0,,T. Evans enters the game for D. Collison,69,71
3,2:33.0,,D. McDermott enters the game for W. Matthews,69,71
3,2:29.0,,D. McDermott makes 3-pt jump shot from 28 ft (assist by C. Joseph),69,74
3,2:11.0,T. Snell misses 2-pt layup from 1 ft,,69,74
3,2:09.0,,Defensive rebound by Team,69,74
3,2:09.0,Loose ball foul by E. İlyasova (drawn by T. Evans),,69,74
3,1:57.0,,D. McDermott misses 2-pt layup from 1 ft (block by T. Snell),69,74
3,1:53.0,Defensive rebound by G. Hill,,69,74
3,1:52.0,G. Hill makes 2-pt layup from 1 ft,,71,74
3,1:52.0,Shooting foul by C. Joseph (drawn by G. Hill),,71,74
3,1:52.0,G. Hill makes free throw 1 of 1,,72,74
3,1:38.0,,T. Evans misses 2-pt layup from 1 ft,72,74
3,1:36.0,,Offensive rebound by D. Sabonis,72,74
3,1:36.0,,D. Sabonis makes 2-pt layup from 1 ft,72,76
3,1:25.0,G. Hill makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,74,76
3,1:11.0,,D. Sabonis makes 2-pt jump shot from 17 ft (assist by T. Evans),74,78
3,1:01.0,T. Snell misses 3-pt jump shot from 25 ft,,74,78
3,0:56.0,,Defensive rebound by C. Joseph,74,78
3,0:48.0,,Shooting foul by E. İlyasova (drawn by T. Evans),74,78
3,0:48.0,,Offensive rebound by Team,74,78
3,0:48.0,,T. Evans misses free throw 1 of 2,74,78
3,0:48.0,E. Bledsoe enters the game for S. Brown,,74,78
3,0:48.0,,B. Bogdanović enters the game for T. Young,74,78
3,0:48.0,,T. Evans makes free throw 2 of 2,74,79
3,0:33.0,G. Hill makes 2-pt layup from 2 ft,,76,79
3,0:33.0,,Violation by Team (def goaltending),76,79
3,0:23.0,,T. Evans misses 2-pt layup at rim,76,79
3,0:20.0,Defensive rebound by E. İlyasova,,76,79
3,0:03.0,Turnover by G. Antetokounmpo (traveling),,76,79
3,0:00.0,,C. Joseph misses 3-pt jump shot from 31 ft,76,79
3,0:00.0,,Offensive rebound by Team,76,79
4,11:47.0,G. Antetokounmpo misses 2-pt dunk at rim,,76,79
4,11:45.0,,Defensive rebound by D. Sabonis,76,79
4,11:26.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by T. Evans),76,81
4,11:12.0,Shooting foul by T. Evans (drawn by E. Bledsoe),,76,81
4,11:12.0,E. Bledsoe misses free throw 1 of 2,,76,81
4,11:12.0,Offensive rebound by Team,,76,81
4,11:12.0,M. Brogdon enters the game for G. Hill,,76,81
4,11:12.0,,T. Young enters the game for B. Bogdanović,76,81
4,11:12.0,E. Bledsoe misses free throw 2 of 2,,76,81
4,11:11.0,,Defensive rebound by T. Young,76,81
4,10:48.0,,D. Sabonis misses 2-pt jump shot from 6 ft,76,81
4,10:45.0,Defensive rebound by G. Antetokounmpo,,76,81
4,10:40.0,M. Brogdon misses 3-pt jump shot from 25 ft,,76,81
4,10:37.0,,Defensive rebound by D. McDermott,76,81
4,10:28.0,,T. Evans misses 2-pt layup from 3 ft,76,81
4,10:26.0,,Offensive rebound by Team,76,81
4,10:26.0,Loose ball foul by E. Bledsoe (drawn by D. Sabonis),,76,81
4,10:15.0,,C. Joseph makes 2-pt jump shot from 19 ft,76,83
4,9:53.0,E. Bledsoe misses 3-pt jump shot from 27 ft,,76,83
4,9:49.0,,Defensive rebound by D. Sabonis,76,83
4,9:37.0,,T. Evans makes 3-pt jump shot from 26 ft,76,86
4,9:35.0,Milwaukee full timeout,,76,86
4,9:35.0,B. Lopez enters the game for E. Bledsoe,,76,86
4,9:35.0,K. Middleton enters the game for T. Snell,,76,86
4,9:17.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by K. Middleton),,78,86
4,9:01.0,,T. Evans misses 3-pt jump shot from 26 ft,78,86
4,8:59.0,Defensive rebound by Team,,78,86
4,8:50.0,M. Brogdon makes 2-pt layup from 2 ft,,80,86
4,8:29.0,,T. Young makes 2-pt layup from 2 ft,80,88
4,8:23.0,Personal foul by D. Sabonis (drawn by G. Antetokounmpo),,80,88
4,8:14.0,K. Middleton makes 2-pt jump shot from 7 ft,,82,88
4,7:47.0,,T. Evans misses 2-pt layup from 2 ft,82,88
4,7:41.0,,Offensive rebound by T. Young,82,88
4,7:39.0,,D. McDermott misses 3-pt jump shot from 27 ft,82,88
4,7:39.0,Defensive rebound by G. Antetokounmpo,,82,88
4,7:37.0,Personal foul by T. Young (drawn by G. Antetokounmpo),,82,88
4,7:23.0,K. Middleton makes 2-pt layup from 1 ft (assist by B. Lopez),,84,88
4,7:23.0,Shooting foul by D. Sabonis (drawn by K. Middleton),,84,88
4,7:23.0,K. Middleton makes free throw 1 of 1,,85,88
4,7:20.0,,Indiana full timeout,85,88
4,7:20.0,,B. Bogdanović enters the game for T. Young,85,88
4,7:02.0,,D. Sabonis makes 2-pt hook shot from 7 ft (assist by D. McDermott),85,90
4,6:48.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,87,90
4,6:36.0,,Offensive foul by D. Sabonis (drawn by E. İlyasova),87,90
4,6:36.0,,Turnover by D. Sabonis (offensive foul),87,90
4,6:23.0,E. İlyasova makes 2-pt layup from 2 ft (assist by M. Brogdon),,89,90
4,6:06.0,,C. Joseph misses 3-pt jump shot from 27 ft,89,90
4,6:04.0,Defensive rebound by G. Antetokounmpo,,89,90
4,5:56.0,M. Brogdon makes 2-pt jump shot from 11 ft (assist by G. Antetokounmpo),,91,90
4,5:54.0,,Indiana full timeout,91,90
4,5:54.0,,D. Collison enters the game for T. Evans,91,90
4,5:54.0,,W. Matthews enters the game for C. Joseph,91,90
4,5:54.0,,M. Turner enters the game for D. McDermott,91,90
4,5:54.0,,T. Young enters the game for D. Sabonis,91,90
4,5:38.0,,B. Bogdanović makes 2-pt layup from 1 ft,91,92
4,5:15.0,E. İlyasova misses 2-pt layup from 6 ft,,91,92
